SOHU,Sohu.com Inc. - Common Stock,NASDAQ
65.95,64.36,65.95,63.37
64.41,62.68,64.41,62.28
61.88,58.90,61.88,58.25
59.06,59.02,59.95,58.02
60.00,59.94,60.78,59.31
61.14,61.49,62.39,60.88
61.54,61.62,61.99,60.13
63.97,62.20,63.99,61.88
62.20,61.30,62.45,60.43
61.11,61.79,62.16,60.63
62.09,64.13,64.22,61.37
64.18,66.40,67.99,64.00
66.99,65.79,68.31,65.58
66.00,65.16,66.53,64.65
66.49,65.67,66.49,65.37
65.66,65.18,65.71,64.00
65.62,66.13,66.89,65.32
66.33,64.88,67.10,64.63
65.40,66.41,66.65,64.65
66.52,68.10,69.66,66.52
69.02,68.73,69.19,67.60
69.00,67.69,69.40,66.84
67.69,67.49,68.20,66.92
67.50,67.32,67.89,65.56
68.90,68.31,69.30,67.16
67.56,70.00,70.63,67.56
66.50,63.05,66.95,62.29
63.72,62.86,63.90,62.17
62.88,62.47,63.22,62.20
63.50,64.17,65.27,63.40
64.53,62.64,64.68,61.78
62.41,63.06,63.79,62.01
63.15,61.55,63.66,60.82
61.06,59.94,61.65,59.64
60.20,61.45,62.18,60.20
62.00,61.97,62.99,61.55
62.25,64.54,64.76,62.20
64.68,61.32,65.50,60.50
61.23,61.60,62.81,60.84
61.99,60.09,62.39,59.81
60.34,61.06,62.00,60.00
61.29,60.90,61.54,60.27
60.50,60.02,60.99,59.52
59.98,61.04,61.80,59.98
61.38,62.20,62.75,61.38
62.09,62.30,62.51,61.96
62.00,61.33,62.30,60.42
61.00,60.61,61.28,59.95
61.00,63.40,64.21,61.00
63.90,63.44,64.54,63.25
63.49,62.27,63.49,61.33
63.00,63.40,63.93,62.56
63.90,66.34,66.63,63.30
66.89,65.96,67.73,65.61
66.00,66.37,66.98,65.05
66.94,64.55,67.80,63.74
64.57,65.41,65.59,64.10
65.00,66.14,66.87,65.00
66.31,67.35,67.50,66.20
66.79,64.75,67.34,63.92
69.02,69.61,69.71,66.95
71.32,67.76,72.00,67.25
68.30,76.13,76.25,68.30
75.99,76.54,76.75,74.31
75.83,72.06,75.90,71.51
72.83,72.18,74.27,70.75
72.19,72.15,73.42,71.50
72.62,73.83,74.65,72.30
74.95,76.14,77.30,74.30
76.23,75.79,78.58,75.11
74.89,78.83,79.75,74.50
79.60,79.30,79.98,77.08
79.00,80.28,80.64,78.54
80.30,82.58,82.88,78.72
82.61,86.70,87.29,82.13
86.00,83.75,86.39,83.54
84.66,78.08,84.66,77.88
78.71,78.69,80.06,75.85
79.70,81.27,81.64,79.55
81.00,82.05,82.45,80.51
81.00,82.56,82.97,79.77
82.05,81.28,83.36,80.48
80.84,82.83,84.03,80.84
82.47,82.50,83.03,81.39
83.00,86.06,86.65,83.00
86.97,83.69,86.99,83.03
84.18,82.46,84.79,80.51
81.62,81.19,82.14,79.51
81.32,81.55,82.57,80.60
81.82,81.42,83.00,80.08
74.11,68.11,75.48,67.95
68.84,67.89,68.84,66.52
69.13,66.37,69.87,65.51
66.27,66.96,67.79,65.59
66.75,66.47,67.79,66.10
66.46,66.01,66.83,65.58
65.35,64.11,66.01,63.49
64.60,62.87,64.90,62.37
62.85,61.05,64.22,60.01
61.75,60.99,62.39,60.33
61.55,64.21,64.72,61.10
63.47,63.42,64.57,63.30
63.42,64.47,65.11,63.30
65.15,66.06,67.69,64.64
66.30,65.37,66.56,64.48
65.12,66.29,68.73,65.00
66.90,63.30,66.90,63.17
63.95,64.07,64.49,63.20
63.89,64.15,65.17,63.89
64.09,65.13,65.34,63.30
64.77,64.21,65.36,63.51
64.04,65.45,66.20,63.63
65.34,64.80,66.02,64.50
65.00,67.39,67.90,64.01
67.90,66.99,67.90,66.01
66.94,66.41,67.87,65.78
65.96,67.38,69.15,65.78
67.27,70.01,70.44,66.61
70.54,68.80,70.96,68.45
68.36,67.95,69.46,67.50
67.49,69.29,69.91,67.30
69.49,66.42,69.93,65.92
66.35,66.33,67.38,65.64
67.05,67.29,67.62,66.36
67.37,66.64,67.79,65.82
66.52,67.26,67.84,66.09
67.05,68.53,69.16,67.01
68.14,69.85,70.66,68.10
69.95,70.04,70.80,69.07
70.14,70.16,70.97,70.00
70.07,72.58,72.85,69.58
72.66,70.60,73.28,70.47
70.80,71.07,71.78,70.24
71.07,72.11,72.49,70.40
71.94,72.93,73.00,71.91
72.44,73.28,73.90,71.94
72.67,71.96,73.72,70.94
71.96,73.94,74.82,70.92
73.90,76.61,77.79,73.84
77.41,78.55,79.82,77.00
78.84,75.89,78.84,75.45
75.64,76.54,77.72,75.34
76.24,74.23,77.25,74.00
74.11,75.95,76.12,74.11
76.98,75.87,77.50,74.81
75.50,75.57,76.22,74.00
75.70,76.82,77.53,74.18
77.47,75.52,78.49,74.68
74.86,76.97,77.38,74.85
74.18,75.10,76.21,73.02
74.00,72.31,75.42,71.57
72.31,71.25,73.44,69.09
72.39,73.73,75.25,72.03
72.37,73.02,74.42,71.47
73.90,73.62,74.64,73.08
72.93,72.78,73.58,72.05
72.62,69.09,74.30,68.72
69.00,68.61,70.59,67.60
68.00,67.78,69.16,67.25
68.54,70.39,71.34,68.04
71.28,71.52,72.38,69.80
66.97,71.55,73.13,65.19
68.50,68.61,70.91,67.66
68.61,68.57,69.05,68.05
68.00,70.51,71.05,68.00
70.28,70.10,71.00,69.58
69.93,74.02,74.10,69.62
72.65,74.60,75.48,72.65
74.59,75.65,76.10,73.80
75.61,75.11,75.61,74.17
73.41,74.07,74.93,72.30
73.97,73.73,74.76,73.07
73.55,74.95,75.50,73.55
75.25,78.77,78.86,74.93
82.00,84.99,85.57,80.56
81.99,85.17,86.81,81.78
86.00,85.85,86.84,85.05
86.00,85.56,86.98,84.58
85.06,83.70,87.68,83.50
83.51,80.29,84.00,79.29
78.81,77.01,79.96,76.60
77.40,76.27,79.75,76.02
75.03,76.48,76.50,74.53
76.35,73.00,77.00,71.86
72.51,73.31,74.24,71.07
73.50,74.78,75.04,73.27
75.32,73.85,75.32,73.56
73.87,73.55,74.64,72.69
72.87,71.70,73.46,71.43
72.01,70.50,72.17,70.18
71.06,66.98,71.16,66.60
67.62,69.13,69.47,67.00
69.62,64.13,69.91,64.03
66.00,63.67,66.10,62.71
64.01,64.87,65.86,63.90
65.89,65.09,67.70,64.52
65.91,66.08,66.53,64.92
66.50,64.76,66.69,64.20
65.00,61.68,65.35,61.19
61.89,59.94,62.47,59.05
59.80,59.11,60.75,57.67
59.57,62.13,63.18,59.01
62.97,63.35,63.89,62.07
63.74,61.49,63.79,60.85
60.76,59.51,61.90,59.18
60.36,59.47,61.70,59.05
59.39,61.17,61.81,58.67
62.38,61.14,62.40,59.73
61.00,61.75,61.97,60.00
62.25,62.08,62.40,61.06
62.39,62.88,63.75,61.59
62.85,60.75,62.85,60.70
60.99,59.46,61.00,57.06
59.49,58.00,60.43,57.59
54.67,54.10,55.65,52.69
54.01,55.62,55.93,53.63
55.22,55.17,55.40,53.25
55.45,56.11,57.25,55.45
56.67,57.61,58.20,56.21
57.00,57.39,57.99,56.73
56.98,56.42,58.10,56.38
55.76,55.07,56.00,53.69
54.93,54.57,56.80,54.21
54.65,55.93,56.30,54.65
56.39,57.63,57.96,55.42
57.39,55.73,58.06,55.50
55.85,56.16,57.25,55.13
55.67,57.86,57.96,54.77
57.86,57.97,58.40,56.31
57.72,58.18,58.35,56.99
58.13,57.49,58.92,57.25
57.96,58.19,58.43,57.62
58.21,58.37,58.92,57.35
58.50,59.45,59.50,57.25
59.54,59.46,60.00,58.28
59.51,59.05,59.77,58.35
59.25,59.42,60.14,58.50
59.35,57.76,59.35,57.40
57.84,57.90,58.05,56.84
57.80,55.92,57.80,55.60
55.50,54.96,55.90,54.66
55.20,55.15,55.49,54.69
55.38,55.25,56.38,54.66
55.61,56.21,57.24,55.27
56.29,56.33,57.11,55.55
56.13,58.23,58.65,55.80
58.12,58.91,59.86,57.89
59.30,58.79,59.40,57.98
58.55,58.67,59.11,57.74
58.20,59.93,60.65,58.20
59.80,59.26,60.57,58.76
59.33,58.00,59.86,57.30
58.29,56.62,58.29,56.04
56.63,56.15,56.69,55.25
56.35,56.03,56.99,55.78
56.10,56.53,56.79,55.37
56.74,56.66,56.83,55.77
56.65,56.60,57.01,56.30
56.44,57.69,58.45,56.44
58.19,58.51,59.48,57.77
58.72,58.84,60.18,58.52
59.30,59.59,59.98,58.53
59.29,58.72,59.85,58.11
58.51,56.25,58.94,55.65
56.12,55.77,56.50,55.32
55.00,54.88,55.52,53.86
54.95,55.49,55.93,54.87
55.91,55.86,56.60,55.37
55.76,55.96,56.30,54.40
56.30,56.01,56.35,55.19
55.48,55.10,56.19,54.73
55.22,54.73,55.25,54.28
54.78,55.43,55.88,54.34
56.00,56.52,56.63,55.26
56.75,55.99,57.00,55.55
56.80,56.15,56.87,55.86
56.60,57.40,57.45,55.83
54.57,57.81,58.24,54.56
58.21,57.56,58.74,57.55
57.74,57.96,58.70,57.58
57.96,56.72,58.01,56.54
56.47,55.82,57.18,55.14
55.90,56.37,56.59,55.71
56.37,55.96,56.80,55.46
55.45,56.39,57.27,55.45
56.30,56.42,57.15,56.26
56.92,56.72,57.13,56.20
57.16,57.82,58.58,56.60
57.68,57.73,59.18,56.96
58.11,58.61,59.50,57.54
58.68,57.81,59.00,57.37
58.00,58.32,59.20,57.52
58.74,60.19,60.95,58.74
60.50,61.35,63.00,60.06
60.90,61.51,61.89,60.32
61.67,61.43,62.62,61.17
61.21,61.29,61.78,60.61
61.59,60.55,61.59,60.18
60.39,60.28,60.88,59.53
60.14,60.03,60.22,59.05
59.64,58.84,59.81,58.73
58.93,59.06,59.43,58.79
58.71,59.53,60.54,58.56
60.03,56.57,60.45,56.49
56.88,56.54,57.13,56.40
56.72,56.49,56.72,55.58
56.65,56.02,56.92,55.68
55.80,55.00,56.60,54.66
54.82,54.57,55.18,54.06
54.78,56.01,56.12,54.05
56.03,56.09,56.36,55.64
56.03,52.92,56.03,52.60
52.49,53.86,54.00,52.13
53.99,53.56,53.99,53.15
53.94,54.00,54.07,53.30
54.32,53.68,54.34,53.10
53.54,52.17,53.83,51.61
52.00,52.18,52.99,51.70
52.49,52.49,52.63,52.08
52.12,52.06,52.26,51.40
52.09,52.06,52.44,51.87
51.42,51.55,52.00,51.26
51.72,50.23,51.79,50.12
50.23,48.36,50.55,48.00
48.54,48.69,49.40,46.63
49.16,48.76,49.62,48.69
49.13,48.29,49.54,48.23
48.07,47.24,48.20,47.13
47.29,47.74,47.91,46.50
47.54,46.53,47.80,46.37
46.40,44.62,46.40,44.33
44.69,44.01,45.50,43.32
44.18,43.09,44.44,43.00
42.78,44.84,45.08,42.03
44.08,44.97,46.25,44.08
45.27,43.52,45.50,43.33
43.82,43.55,44.03,43.43
43.78,43.72,43.99,43.55
43.82,42.86,44.54,42.80
43.39,43.51,44.21,43.01
43.66,44.02,44.09,43.31
43.64,43.03,43.97,42.61
43.38,44.47,44.75,43.03
44.40,43.66,44.78,43.49
43.51,45.80,46.23,43.35
46.50,48.59,49.31,46.37
46.78,50.30,51.50,46.67
50.02,49.64,50.82,49.52
49.71,49.51,50.33,49.02
49.64,49.19,49.83,49.12
48.95,50.34,50.40,48.44
50.60,51.49,51.66,50.41
51.26,51.13,51.46,50.62
50.69,51.26,51.65,50.31
51.51,50.15,51.66,49.75
49.85,50.96,51.24,49.37
50.85,49.23,50.85,48.92
49.22,48.99,49.97,48.73
48.57,47.91,49.06,47.77
47.51,48.26,48.80,47.31
48.80,49.02,49.50,48.50
49.40,49.59,49.84,49.04
49.50,49.30,49.73,48.89
49.39,50.61,51.04,49.00
50.50,50.61,50.80,50.08
50.30,48.11,50.30,48.11
48.00,47.78,48.53,47.49
47.52,48.42,48.84,46.73
48.55,47.30,48.56,47.17
47.25,47.77,48.41,46.68
47.23,46.17,47.63,45.26
45.52,47.64,47.93,45.21
47.33,46.34,48.00,46.28
46.40,47.45,48.23,46.40
47.11,47.82,48.90,46.85
49.92,48.76,49.95,48.53
48.36,48.81,49.67,48.22
48.88,49.97,50.00,48.65
50.00,52.15,52.52,49.85
52.03,52.77,53.25,51.59
52.77,53.07,53.23,52.38
53.24,52.02,53.24,51.87
52.21,51.80,52.77,51.70
51.97,52.39,52.57,51.75
52.39,51.94,52.39,51.44
51.73,51.74,52.01,50.63
52.00,53.18,53.31,51.09
53.41,52.42,53.41,51.31
51.72,51.88,53.38,51.31
51.96,50.67,52.46,50.35
51.34,50.72,51.88,50.25
50.84,51.76,52.19,50.50
51.85,50.99,52.15,50.64
50.94,50.18,51.02,49.91
50.80,50.64,51.56,50.14
50.03,51.13,51.27,49.59
51.47,49.39,51.90,48.96
49.13,49.94,51.09,49.13
50.29,54.56,55.00,49.93
54.64,55.00,56.47,54.00
55.53,54.87,56.49,54.60
54.73,54.64,55.34,54.22
54.83,57.23,57.93,54.82
56.22,56.62,57.68,56.16
57.00,57.13,57.66,56.05
57.20,56.37,57.84,55.82
56.11,56.14,57.39,56.01
56.28,56.62,57.06,55.61
57.00,56.89,57.64,56.44
56.40,57.68,57.89,56.01
57.68,57.23,57.95,56.79
57.12,55.89,58.25,55.63
52.00,51.62,55.35,50.53
52.27,50.71,52.27,50.42
50.98,51.37,51.54,50.45
51.05,51.22,52.14,51.00
51.44,53.96,54.18,51.39
53.80,53.72,54.63,53.27
53.54,53.51,54.43,53.37
53.35,53.37,54.17,53.19
53.15,53.26,53.88,52.94
53.10,52.76,53.67,52.47
52.64,52.34,53.16,52.25
52.12,51.66,52.90,51.60
51.83,53.18,53.45,51.83
53.23,52.62,53.57,51.84
52.46,52.92,53.02,52.07
52.47,51.90,53.10,51.72
51.90,51.70,52.36,51.23
51.89,51.47,52.07,50.78
51.28,51.07,51.52,50.83
51.36,51.20,51.39,50.50
50.96,52.79,52.83,50.70
52.90,53.42,54.11,52.15
53.45,49.84,53.45,49.79
49.93,49.26,50.25,48.82
49.63,50.22,50.30,48.84
50.06,50.75,51.10,49.40
50.62,51.84,51.90,50.33
52.67,49.96,52.78,49.94
49.99,53.12,53.88,49.52
53.50,54.75,55.07,53.15
54.78,53.79,55.21,53.51
54.04,53.56,55.04,52.59
53.50,52.89,53.83,52.54
53.09,53.74,54.49,53.00
54.17,53.58,54.66,53.18
53.00,53.33,53.99,52.60
53.53,53.74,54.72,52.94
53.95,53.38,54.30,53.34
53.38,53.55,53.96,53.25
53.49,54.51,54.86,53.23
55.00,57.84,59.11,54.97
59.24,58.56,59.79,56.92
59.93,57.81,60.36,57.15
57.50,60.01,60.99,57.50
59.77,60.31,60.94,59.13
60.50,60.74,61.00,59.95
60.83,63.71,64.30,60.34
61.53,62.01,62.92,60.01
62.04,62.88,63.23,62.00
63.20,63.62,64.00,62.80
65.40,65.31,65.97,63.92
64.80,65.55,66.22,64.59
66.00,67.54,69.50,65.17
67.50,67.65,69.79,64.26
67.66,67.97,68.94,64.01
68.64,68.48,68.90,67.25
68.00,66.45,68.96,66.00
66.96,68.61,68.93,65.18
68.96,68.31,68.96,67.65
67.50,66.81,68.57,66.40
67.45,67.78,68.36,66.40
67.22,68.55,68.98,67.10
68.90,67.94,68.90,67.55
68.00,67.85,69.21,67.74
67.00,67.49,68.94,66.56
67.36,66.78,68.08,66.51
66.89,66.18,67.30,66.00
66.59,67.20,67.75,66.39
67.00,66.99,68.00,66.57
67.00,65.79,67.71,65.73
66.05,66.18,66.95,65.29
66.20,66.13,67.09,65.89
66.19,66.36,67.33,66.18
67.15,65.69,67.30,65.08
65.50,65.58,65.90,64.79
64.47,64.12,64.71,62.55
64.62,63.68,64.95,63.53
64.26,65.75,66.88,63.82
66.99,66.94,66.99,65.24
67.00,67.60,68.49,66.72
66.88,67.73,68.39,66.88
67.51,68.92,69.43,67.22
68.60,69.74,71.58,68.27
69.28,67.48,69.94,67.28
68.00,67.99,70.55,67.60
68.47,69.25,70.50,67.73
69.26,70.94,71.78,69.26
69.74,68.11,70.30,68.04
67.32,66.78,67.58,65.85
68.06,69.47,70.52,68.06
68.64,67.18,69.87,66.68
66.74,65.42,67.00,65.40
65.91,65.09,66.18,64.38
65.28,65.14,65.63,64.75
65.20,64.90,65.34,64.37
64.82,64.42,65.21,64.11
63.82,59.92,63.82,59.72
59.50,58.95,60.36,58.25
60.36,59.09,61.00,59.08
59.23,57.71,59.23,57.20
57.55,58.55,59.00,56.82
56.94,50.54,56.94,50.51
48.87,47.10,49.00,44.07
44.03,44.18,46.76,43.56
48.51,48.08,50.36,48.00
49.15,47.12,49.63,45.92
47.76,47.44,48.45,47.24
47.30,47.61,48.20,47.08
46.90,46.26,48.14,46.16
46.77,47.03,47.81,46.59
47.63,48.05,48.59,47.57
48.35,46.91,48.40,46.75
46.79,47.84,48.94,46.17
47.25,46.20,47.26,45.93
46.43,46.20,47.63,45.94
46.61,44.68,46.62,44.30
42.00,42.74,45.11,41.76
42.89,44.23,44.88,42.37
44.72,46.27,46.40,44.22
46.38,46.95,47.58,45.78
46.95,48.13,48.20,46.70
47.92,47.54,48.46,47.33
47.87,49.68,49.93,47.87
49.69,50.37,50.93,49.69
50.55,50.91,51.05,49.63
51.41,49.59,51.62,49.40
50.03,51.18,51.33,49.84
50.54,50.00,50.54,49.71
48.98,50.29,50.35,48.06
50.68,49.45,51.22,49.41
49.74,49.87,50.82,49.27
49.56,48.68,49.56,47.29
47.27,47.81,48.75,46.71
47.90,47.27,48.32,46.20
47.14,46.02,47.48,45.89
45.38,45.82,46.60,44.89
42.34,43.04,43.87,42.01
45.39,43.65,46.09,43.52
44.52,44.07,44.69,43.22
44.99,47.49,47.80,44.76
46.77,47.68,48.90,45.00
47.33,47.33,48.67,47.09
45.46,45.16,47.13,45.06
45.87,45.39,45.93,44.42
45.67,45.25,46.29,44.69
44.59,43.77,45.19,43.56
45.19,44.38,46.18,43.90
45.19,43.93,45.82,43.81
43.70,43.33,43.71,42.90
43.08,43.90,43.93,42.56
43.54,42.63,44.94,42.41
42.52,43.08,43.50,42.05
43.76,44.95,45.19,43.22
44.01,44.42,45.11,43.89
43.72,44.08,45.12,43.72
44.29,42.89,45.16,42.53
42.36,42.54,43.00,42.28
42.48,41.55,42.93,41.52
41.03,42.12,42.40,41.03
42.46,41.52,42.61,41.16
41.19,40.73,41.58,40.30
40.67,40.62,41.30,40.20
41.50,41.30,41.69,40.82
41.38,41.96,42.49,41.05
41.85,44.50,44.62,41.63
44.03,44.62,45.63,44.03
44.35,44.86,45.68,44.35
45.83,44.99,46.00,44.04
44.75,45.20,45.78,43.86
45.46,45.29,45.91,44.91
45.70,46.54,46.56,45.19
46.13,47.06,47.29,46.01
47.00,46.56,47.66,46.05
47.13,47.26,47.87,46.38
47.60,47.75,48.28,46.99
47.31,46.88,47.80,46.64
46.67,47.07,47.15,46.53
47.04,45.00,47.04,44.64
44.97,45.00,45.88,44.39
45.66,45.35,46.08,44.39
45.65,48.50,49.87,45.48
48.60,47.99,48.87,47.58
47.97,49.88,49.88,47.48
49.73,48.30,49.99,48.29
48.42,50.52,50.65,48.42
50.52,52.36,52.50,49.84
52.77,51.99,53.23,51.87
52.99,52.90,54.56,52.45
53.13,52.61,54.80,52.39
52.72,52.57,53.55,52.18
52.50,53.23,53.41,52.38
52.72,51.81,52.72,51.40
52.27,52.14,52.63,51.03
50.79,51.68,52.28,50.79
51.47,50.38,51.75,50.00
50.42,52.59,52.71,50.38
52.48,52.04,52.75,51.80
52.00,53.01,53.27,52.00
53.51,53.47,53.81,52.79
53.46,53.40,54.21,52.95
53.14,53.38,53.95,53.01
52.82,52.99,53.27,52.61
53.07,52.98,53.48,52.73
52.17,51.57,52.29,51.06
50.02,50.25,50.35,47.37
50.25,49.00,50.25,48.61
48.94,48.98,49.57,48.55
48.95,48.13,49.29,47.99
48.07,49.68,49.86,47.82
49.27,49.75,50.45,49.27
48.84,49.48,49.97,48.00
49.12,48.62,49.75,48.36
48.40,48.86,49.21,48.33
48.03,47.88,49.06,47.72
47.88,48.88,49.28,47.88
49.74,51.15,51.82,49.70
51.29,51.50,54.46,50.73
53.60,56.20,56.22,52.74
56.76,58.09,58.88,55.93
58.00,57.50,58.46,56.91
57.31,58.10,58.48,56.58
58.02,59.06,59.50,58.02
58.97,58.80,59.14,58.55
58.28,58.16,58.53,56.89
58.10,57.81,58.41,57.39
57.51,56.41,57.90,56.20
56.49,57.19,57.22,55.42
54.48,53.56,54.97,52.60
53.51,54.40,54.69,53.51
53.69,54.57,55.12,52.99
53.39,53.26,54.89,52.77
53.75,53.75,55.21,53.42
53.74,50.87,53.74,50.16
51.38,50.70,52.20,49.79
51.08,50.13,51.29,49.17
50.30,52.97,53.56,50.30
51.28,51.24,51.89,48.70
52.00,52.00,52.78,51.36
50.85,51.11,51.91,49.13
51.32,51.13,52.24,50.13
52.50,51.38,53.40,50.81
51.00,50.93,51.29,50.07
51.00,50.86,51.31,49.24
50.81,49.84,50.81,49.45
50.44,49.51,50.90,48.51
49.94,50.39,50.78,49.44
49.14,48.41,49.78,46.71
48.06,46.03,49.44,45.27
47.03,45.37,47.03,44.67
45.30,45.69,45.95,45.09
45.53,44.85,45.64,44.05
44.35,42.60,44.85,41.51
42.37,42.44,44.45,41.95
42.90,43.00,44.96,42.82
42.04,41.98,44.71,41.47
42.72,44.22,44.24,42.01
45.52,46.34,46.59,45.11
46.59,46.10,46.73,45.68
46.39,44.94,46.39,44.00
44.95,46.15,46.73,44.35
46.59,46.99,47.87,46.53
46.76,44.58,47.00,42.77
43.94,44.58,44.70,42.13
43.71,43.68,44.09,43.35
44.12,44.72,44.84,43.03
44.54,43.47,44.54,43.42
44.09,44.54,44.65,43.90
44.78,45.00,45.49,44.55
44.70,45.14,45.45,43.81
46.66,48.23,48.88,46.60
47.68,47.42,48.19,47.30
47.25,46.91,48.66,46.43
46.77,46.80,48.96,46.28
46.80,46.61,47.25,46.00
47.21,47.99,48.09,46.33
47.99,48.14,48.40,47.44
47.69,50.12,50.68,46.96
50.25,51.36,51.50,50.06
51.15,51.46,52.25,51.03
51.56,53.04,53.31,51.00
52.82,51.68,52.92,50.87
51.67,51.63,51.82,50.68
51.50,49.65,51.50,49.56
49.14,49.89,49.98,48.81
49.27,48.66,49.99,48.24
48.50,49.61,49.97,48.28
50.00,49.50,50.00,49.41
49.63,49.54,50.30,49.18
48.67,48.98,49.33,48.15
48.70,49.72,49.85,48.60
49.22,48.57,49.48,48.23
48.71,49.29,49.42,48.56
48.94,48.42,48.95,48.21
48.90,48.02,48.90,47.41
48.48,48.07,48.48,47.61
47.66,47.75,48.30,46.97
48.75,48.65,49.12,47.97
48.60,48.25,49.00,47.92
48.04,48.51,48.72,47.60
48.00,48.05,48.18,47.19
48.05,48.01,48.44,47.73
48.20,48.37,48.68,47.71
48.19,47.38,48.55,47.31
47.58,47.71,48.36,47.30
45.56,46.11,47.57,45.19
46.20,45.81,46.20,45.09
45.81,45.29,45.81,44.81
45.23,45.02,45.75,44.94
45.05,44.93,45.75,44.61
44.89,44.35,45.59,43.97
43.72,43.24,44.52,43.18
43.19,43.51,43.65,43.10
43.82,43.03,43.84,42.90
42.67,42.82,42.95,42.01
42.57,41.42,42.57,41.35
41.70,41.89,42.31,41.41
41.64,41.01,41.92,40.79
41.06,40.00,41.09,39.71
40.02,39.52,40.66,39.25
39.94,40.82,40.92,39.94
40.98,40.31,41.37,40.08
40.36,40.17,40.69,39.79
40.04,38.71,40.13,38.58
39.87,39.46,41.00,39.08
39.50,39.38,39.55,39.27
39.50,39.89,40.39,39.41
40.16,40.22,40.60,39.54
40.42,40.02,40.49,39.90
40.18,41.15,41.29,40.18
41.96,41.77,41.96,41.05
41.46,40.94,41.47,40.79
40.75,40.94,40.97,40.64
40.73,40.51,40.89,40.12
40.69,41.23,41.33,40.63
41.55,41.11,41.69,40.75
40.99,41.03,41.51,40.86
40.76,40.61,41.00,40.57
40.04,39.71,40.18,39.51
39.39,38.98,39.63,38.86
38.70,39.09,39.29,38.56
39.26,39.05,39.71,38.86
38.72,38.58,39.20,37.81
40.70,39.10,40.88,38.84
39.58,39.20,40.12,39.10
39.12,38.44,39.12,38.10
38.53,38.53,39.07,38.38
38.94,38.96,38.96,38.40
37.63,37.41,37.99,37.32
37.27,35.84,37.27,35.65
36.43,36.59,36.98,36.13
37.17,37.54,37.88,36.84
37.64,37.86,38.21,37.53
37.92,37.74,38.16,37.57
37.35,37.12,37.75,36.72
36.84,36.87,37.00,36.43
37.02,37.77,37.94,37.02
37.50,37.75,37.88,37.28
37.90,39.47,39.90,36.84
40.00,40.00,40.35,39.36
40.05,39.30,40.05,39.17
39.73,39.25,39.92,39.19
39.19,39.30,39.57,39.10
39.36,39.53,39.81,39.36
39.12,39.00,39.78,38.94
39.20,38.89,39.20,38.75
38.86,38.69,39.19,38.67
38.25,38.75,38.92,37.56
38.54,38.74,39.10,38.33
38.86,39.07,39.27,38.81
39.02,39.10,39.71,38.62
39.31,39.28,39.58,38.96
39.01,38.68,39.03,38.43
36.60,37.91,38.42,36.60
38.00,37.57,38.09,37.52
37.36,37.36,37.86,36.79
37.50,37.36,37.92,37.18
37.62,37.75,37.99,37.42
37.89,37.83,38.32,37.74
37.83,37.86,38.19,37.72
38.05,38.37,38.65,37.93
38.69,40.19,40.29,38.36
40.37,39.36,40.87,39.02
39.53,39.61,39.94,39.51
39.52,39.73,40.04,39.33
39.64,38.73,39.71,38.05
38.84,38.72,39.14,38.66
38.40,38.73,39.05,38.40
38.75,38.75,38.81,38.26
38.81,38.95,39.19,38.81
39.07,39.04,40.03,38.96
38.94,39.19,39.57,38.68
39.38,40.24,40.66,39.26
40.52,41.98,42.40,40.20
42.32,42.54,43.18,42.12
41.90,42.54,42.72,41.00
42.74,41.41,42.81,41.28
41.71,41.61,41.98,41.39
42.00,42.60,42.80,41.75
42.72,41.75,42.74,41.36
41.43,41.53,41.87,41.33
41.88,41.44,41.88,41.13
41.00,42.45,42.50,40.39
41.75,42.93,43.15,41.75
43.11,44.76,45.55,43.11
44.76,44.91,45.28,44.71
45.08,45.14,45.83,44.62
45.19,44.97,45.55,44.55
45.05,43.40,45.05,43.39
43.70,43.74,44.42,43.56
43.91,44.48,44.62,43.91
44.23,44.00,44.50,43.97
43.61,42.86,43.61,42.75
43.07,43.61,43.98,43.07
43.82,43.86,44.30,43.69
43.73,45.21,45.84,43.73
45.03,44.25,45.46,44.23
44.44,43.79,44.64,43.62
43.98,44.48,44.79,43.91
44.89,44.68,44.89,44.33
44.46,44.40,45.00,44.07
44.31,42.94,44.49,42.80
42.98,43.32,43.75,42.98
43.08,42.59,43.38,42.00
42.45,43.09,43.55,42.45
42.61,42.26,42.64,41.90
42.65,43.42,43.64,42.65
43.10,42.43,43.57,42.05
42.99,42.21,43.34,42.14
42.37,42.76,42.90,42.14
42.31,41.91,42.36,41.91
42.30,42.51,42.65,41.56
40.73,39.63,40.87,39.00
39.65,38.93,39.65,38.87
38.61,39.72,39.74,37.56
39.72,38.25,39.72,38.08
38.50,37.72,38.50,37.46
37.62,37.43,37.88,37.03
37.75,37.52,37.75,37.05
37.50,36.89,37.50,36.53
36.79,36.81,37.18,36.39
36.17,35.94,36.45,35.67
36.35,36.27,36.80,36.04
36.10,35.81,36.11,35.63
35.00,35.39,35.81,34.51
35.44,34.70,35.77,34.36
34.43,35.14,35.48,33.99
35.10,34.10,35.10,33.84
34.40,34.61,35.28,34.40
34.46,35.19,35.58,34.46
35.35,35.04,35.49,34.94
35.04,34.84,35.23,34.77
35.21,34.87,35.56,34.67
34.96,34.69,35.11,34.52
34.46,34.88,35.12,34.42
35.46,35.77,35.84,35.13
35.90,34.44,36.01,34.32
34.69,35.05,35.36,34.17
35.17,34.63,35.57,34.55
34.63,33.92,34.92,33.76
33.85,32.98,33.85,32.60
32.84,33.32,34.06,32.84
