ELON,Echelon Corporation - Common Stock,NASDAQ
22.80,22.40,22.80,22.30
22.70,22.80,22.80,21.50
22.30,21.50,23.00,21.50
21.90,22.10,23.20,21.50
22.40,21.20,22.60,21.00
21.40,21.50,23.40,21.00
21.50,21.10,22.20,21.00
21.20,22.30,22.40,21.20
22.30,22.80,23.20,21.90
22.90,23.10,23.50,22.42
23.40,23.70,24.00,22.81
24.00,22.80,24.00,22.40
22.80,22.20,22.90,21.90
22.30,23.10,23.90,22.20
23.20,23.20,23.70,23.10
23.10,22.90,23.70,22.60
23.00,23.50,23.80,22.70
23.40,24.50,24.70,23.20
24.90,24.60,25.10,24.30
24.40,25.20,25.89,24.40
25.50,24.10,25.50,23.70
24.20,23.30,24.20,23.30
23.20,23.10,24.30,23.10
23.40,23.10,23.60,23.00
23.10,23.00,23.50,22.80
23.00,22.90,23.40,22.60
23.00,22.90,23.70,22.90
23.30,22.80,23.30,22.80
22.80,22.50,23.00,22.20
22.50,22.60,23.20,22.30
22.70,22.60,23.40,22.60
22.70,22.70,22.80,22.20
22.80,22.70,22.90,22.30
22.40,22.20,22.60,22.00
22.50,22.70,22.70,21.85
21.90,22.00,22.20,21.50
21.80,22.40,22.50,21.45
22.50,22.10,22.50,21.80
22.50,22.10,22.50,22.00
22.10,21.70,22.40,21.60
22.00,21.60,22.00,21.40
21.70,22.30,22.50,21.70
22.20,21.60,22.20,21.40
21.60,21.60,22.00,21.60
21.80,21.70,22.20,21.60
21.70,21.30,21.90,21.30
21.20,21.20,21.90,21.20
21.20,21.20,21.70,21.20
21.20,21.30,21.40,21.10
21.40,21.30,21.70,21.10
21.30,21.00,21.30,21.00
21.20,20.80,21.21,20.80
20.80,20.80,21.40,20.80
20.80,20.60,21.04,20.60
20.60,20.60,20.90,19.90
20.70,21.50,21.60,20.50
21.50,21.30,21.60,21.10
21.10,21.00,21.10,20.60
20.90,21.10,21.20,20.70
21.00,21.40,21.60,21.00
21.30,21.30,21.80,21.10
21.40,21.50,21.50,21.20
21.50,22.10,22.40,21.50
22.40,22.00,22.40,21.50
22.00,21.80,22.00,21.10
21.80,21.50,21.90,21.50
21.40,23.30,23.50,21.40
23.10,23.00,23.70,22.40
23.10,23.60,23.70,23.00
23.70,22.20,24.50,22.20
22.30,23.90,23.90,22.30
24.10,24.00,24.30,23.40
24.10,25.00,25.00,23.70
24.90,23.70,25.00,23.50
23.70,24.00,24.37,23.70
24.10,23.80,24.30,23.70
23.90,22.90,23.90,22.90
22.70,22.30,22.90,22.20
22.60,22.30,22.60,22.20
22.10,22.20,22.40,22.10
22.20,22.90,23.20,22.10
22.90,22.20,23.20,22.00
22.50,22.10,22.50,21.60
22.10,22.40,22.40,22.10
22.40,22.20,22.40,21.70
21.90,23.00,23.00,21.90
22.80,22.60,23.40,22.60
22.60,22.30,22.60,22.10
22.40,22.30,22.50,22.10
22.60,22.20,23.00,22.10
22.40,22.30,22.50,22.10
22.60,22.60,22.80,22.10
22.30,22.20,22.40,22.20
22.50,21.70,22.60,21.50
21.82,21.90,22.10,21.20
21.90,21.80,21.90,21.30
21.60,22.00,22.30,21.50
22.20,22.40,22.60,21.80
23.30,21.80,23.30,21.70
22.10,22.50,23.60,21.80
22.60,22.90,23.80,22.25
22.90,24.00,24.00,22.90
24.10,24.40,24.50,23.70
24.50,24.30,24.50,24.10
24.10,23.90,24.30,23.10
23.80,23.10,24.00,23.00
22.80,22.40,23.30,22.10
22.20,22.70,23.39,22.20
22.90,23.10,23.40,22.50
23.10,23.10,23.40,23.00
23.10,23.10,23.80,23.00
23.30,23.10,23.50,22.90
23.10,23.00,23.50,23.00
22.90,23.10,23.50,22.90
23.30,23.10,23.30,22.90
23.30,22.80,23.30,22.60
22.50,22.10,22.60,22.00
22.10,22.20,22.40,21.50
22.10,22.20,22.40,21.60
22.00,21.30,22.10,21.20
21.10,21.20,21.70,21.00
21.10,21.50,21.50,20.10
21.70,21.10,21.70,20.50
21.00,20.70,21.30,20.60
20.90,20.70,21.00,20.20
20.40,20.60,20.96,20.40
20.80,20.60,20.80,20.40
20.70,20.50,20.90,20.50
20.60,20.80,20.90,20.60
20.80,20.90,21.40,20.80
21.10,21.30,21.60,21.10
21.10,20.90,21.40,20.50
21.20,21.50,21.50,21.10
21.30,22.10,22.30,21.30
21.90,21.50,22.30,21.50
21.60,21.90,22.00,21.50
21.80,21.50,21.90,21.50
21.80,22.10,22.30,21.50
22.30,22.10,22.57,21.80
21.90,21.60,21.90,21.20
21.50,21.60,21.70,21.30
21.50,22.50,22.80,21.40
22.30,22.70,23.00,22.30
24.50,30.80,31.90,23.95
27.30,30.20,33.30,26.20
30.40,29.10,30.50,27.90
28.80,29.00,29.60,28.00
30.00,29.30,30.00,28.40
29.40,33.00,33.00,29.40
32.70,32.40,32.80,31.20
32.00,31.60,32.90,31.00
31.60,30.90,32.34,29.31
31.20,36.80,38.40,29.50
35.10,34.10,36.60,33.50
34.20,34.70,36.80,33.40
34.00,40.60,41.80,33.50
40.00,37.00,40.00,35.30
37.00,38.50,40.50,35.41
38.40,36.80,38.70,35.90
37.20,37.90,40.00,36.20
31.30,31.60,32.85,29.80
31.40,28.55,31.40,28.50
28.40,28.80,29.60,28.20
28.50,29.10,29.90,28.40
29.10,27.60,29.10,27.30
27.90,28.10,29.10,27.40
27.80,29.10,29.90,27.60
29.40,28.50,29.50,28.50
28.30,28.00,28.70,27.80
28.50,28.60,29.20,27.90
28.50,29.60,30.50,28.00
29.80,28.90,30.50,28.60
29.00,29.50,30.30,29.00
29.40,29.00,30.80,28.30
29.30,30.00,30.80,28.90
29.50,30.00,30.00,28.40
30.50,33.00,34.50,30.49
33.70,34.40,35.40,32.92
34.50,33.10,35.00,31.80
33.00,32.70,33.80,32.30
32.30,32.50,32.70,31.70
32.70,32.20,34.50,31.50
31.90,32.00,32.40,31.40
32.40,31.00,32.90,31.00
31.20,30.00,31.50,30.00
30.50,31.00,32.00,30.50
31.00,31.50,33.00,30.50
31.50,31.10,32.80,31.00
30.80,31.60,32.00,30.70
31.50,32.40,32.70,30.60
32.40,31.00,32.60,30.50
31.30,31.30,32.20,30.80
31.40,29.20,32.30,28.60
29.20,29.50,29.80,27.80
29.70,28.80,30.10,28.60
28.90,27.80,29.50,27.50
28.20,30.30,30.50,28.11
30.20,29.50,30.80,28.80
29.90,28.70,30.00,28.21
29.30,26.80,29.30,26.70
26.50,27.60,28.30,26.50
27.70,27.90,29.30,27.30
28.40,27.50,28.49,27.10
27.70,26.50,27.70,26.30
26.50,26.50,27.10,26.00
26.60,26.60,27.70,26.60
27.10,26.30,27.10,25.80
26.70,28.20,28.40,25.71
27.90,27.50,28.50,27.20
27.30,27.50,28.90,26.40
27.50,27.50,27.70,26.60
27.20,26.90,27.20,26.20
27.20,26.40,27.20,26.40
26.50,25.70,27.10,25.65
26.00,26.00,26.20,25.80
26.20,25.80,26.40,25.70
25.80,25.90,26.20,25.80
26.10,25.50,26.10,25.30
25.70,25.50,25.79,25.30
25.40,25.80,26.13,25.30
25.60,25.80,26.40,25.50
25.80,26.20,29.00,25.80
25.80,25.80,27.00,25.80
25.80,25.40,27.40,25.20
25.50,25.60,25.80,25.30
25.50,24.10,25.90,23.80
24.30,24.20,25.00,24.10
24.20,24.20,24.60,24.15
24.40,24.70,24.70,24.00
24.50,24.90,26.10,24.50
24.80,24.20,25.00,24.10
24.50,24.20,24.59,24.20
24.66,24.40,24.66,24.10
24.50,25.10,25.19,24.29
26.00,26.70,29.60,26.00
26.80,26.30,27.50,25.00
26.40,26.60,27.89,25.80
26.60,25.90,26.90,25.70
25.90,25.00,26.60,25.00
25.10,24.55,25.20,24.50
24.60,24.50,25.00,24.40
24.80,24.80,25.10,24.50
24.60,24.70,25.70,24.50
24.50,24.60,25.00,24.30
24.60,24.60,24.90,24.40
24.50,25.00,25.40,24.50
24.70,24.90,25.50,24.70
25.10,24.70,25.27,24.60
24.90,24.60,25.50,24.50
24.60,24.10,25.20,23.90
24.30,25.20,25.20,24.30
25.40,24.50,25.40,24.40
24.60,24.60,24.80,24.00
24.90,24.90,24.90,24.30
24.90,23.90,24.90,23.90
24.10,24.40,24.70,24.00
24.40,24.40,24.60,23.90
24.60,24.10,24.60,23.50
24.10,24.30,24.60,23.90
24.30,24.40,24.90,24.30
24.60,24.30,24.90,24.30
24.60,24.30,24.70,24.30
24.50,23.70,24.67,23.70
23.90,23.20,24.20,23.20
23.30,23.30,24.30,23.30
23.30,23.40,23.90,23.30
23.60,23.30,23.70,23.30
23.70,23.30,24.10,23.10
23.10,23.30,23.90,23.10
23.50,23.10,23.50,23.10
23.30,22.90,23.50,22.90
22.90,22.80,23.40,22.80
22.90,23.00,23.50,22.70
23.20,22.80,23.40,22.80
22.60,22.80,23.20,22.60
22.80,22.90,23.00,22.80
22.80,22.90,23.00,22.70
23.00,22.80,23.00,22.60
23.10,22.80,23.10,22.60
23.00,22.90,23.00,22.60
22.60,22.60,22.90,22.60
22.70,22.40,22.74,22.00
22.50,22.20,22.80,22.10
22.40,22.80,22.80,22.00
22.00,23.50,23.50,22.00
17.70,18.90,20.70,17.70
18.70,19.60,19.70,18.50
19.60,20.60,20.70,19.44
20.30,20.40,20.70,19.50
19.80,20.20,20.40,19.80
20.00,20.50,20.60,19.60
20.50,20.50,20.50,19.90
20.70,21.50,21.70,19.80
21.30,21.40,21.60,20.90
21.60,20.80,21.60,20.70
20.10,22.10,22.20,20.10
22.10,21.50,22.10,21.20
22.50,22.00,22.70,21.90
22.20,23.00,23.12,21.90
22.80,23.00,23.40,22.80
22.80,23.00,23.30,22.50
22.90,22.90,23.20,22.50
23.10,23.20,23.60,22.90
23.30,23.20,24.00,23.00
23.10,22.80,23.50,22.50
22.60,22.60,23.72,21.60
22.80,22.70,23.30,21.70
22.50,22.40,23.20,21.61
22.20,22.40,22.62,21.90
22.10,22.40,22.40,21.50
22.20,22.00,22.20,21.50
21.80,25.80,27.40,21.50
25.30,24.40,25.30,23.30
24.70,25.50,25.80,23.80
25.30,24.30,25.30,24.00
24.20,23.90,24.90,23.90
23.30,23.50,24.00,22.50
23.50,22.70,23.50,22.30
22.50,22.70,23.10,21.80
22.30,22.10,22.46,21.80
21.90,21.50,22.20,21.30
21.20,20.70,21.50,20.40
20.60,20.40,21.10,20.30
20.50,19.40,20.50,19.38
19.50,20.10,20.36,19.30
20.30,20.30,20.80,19.60
20.60,20.30,20.60,19.70
20.60,19.70,20.60,19.60
19.70,19.20,19.70,18.80
19.20,19.00,19.84,18.80
18.90,18.30,18.90,18.00
18.10,18.00,18.40,17.81
18.00,18.20,18.90,18.00
18.20,18.20,18.80,17.80
17.80,20.00,20.40,17.80
19.80,19.10,19.85,18.63
18.90,19.30,19.80,18.90
19.40,20.10,20.80,19.01
20.40,19.40,20.40,19.30
19.80,18.90,19.80,18.77
18.70,18.30,19.10,18.30
18.50,19.60,19.68,18.50
19.80,19.70,20.20,19.20
19.60,21.20,21.40,19.60
21.40,20.30,21.40,20.10
20.50,21.00,21.10,20.10
21.10,21.40,21.60,20.80
21.10,21.00,21.80,20.20
20.90,20.70,21.10,20.20
20.50,20.00,20.50,19.70
20.70,20.00,20.70,18.70
19.00,20.30,20.40,19.00
19.40,19.40,20.00,19.20
19.20,19.20,19.72,18.70
19.30,19.20,19.60,19.10
19.29,19.10,19.52,19.10
19.20,19.00,19.30,18.90
18.80,18.90,19.20,18.50
18.60,18.30,19.02,18.10
18.40,18.70,18.80,18.20
18.70,18.20,18.70,18.10
18.10,18.60,18.60,17.96
18.40,18.40,18.74,18.10
18.70,18.30,18.70,18.30
18.00,18.10,18.60,17.90
18.30,18.00,18.30,17.90
17.80,17.60,18.20,17.20
16.90,17.20,17.32,16.90
17.10,17.10,17.60,16.80
16.80,17.10,17.90,16.70
17.00,17.20,17.40,17.00
17.00,17.50,17.50,17.00
17.00,17.10,17.50,17.00
17.00,16.90,18.00,16.90
16.90,17.30,17.30,16.80
17.00,17.20,17.60,17.00
16.90,16.80,17.00,16.80
16.80,16.90,17.10,16.80
16.80,16.90,17.60,16.80
16.90,16.80,17.60,16.80
16.80,17.00,17.80,16.80
16.90,16.90,17.40,16.80
17.00,17.20,17.30,16.80
17.00,16.80,17.00,16.70
16.80,17.00,17.30,16.80
16.80,16.70,17.50,16.70
16.70,17.00,17.10,16.70
16.90,17.00,17.00,16.50
16.70,16.50,17.00,16.20
16.30,15.90,16.80,15.80
15.90,15.70,16.10,15.60
15.70,16.20,16.90,15.70
15.90,15.40,16.40,15.30
16.10,15.00,16.10,14.70
15.10,14.70,15.30,14.40
14.30,14.00,14.70,13.80
13.90,14.20,14.50,13.80
14.30,14.06,14.50,13.90
14.00,14.11,14.50,13.90
14.00,13.80,14.30,13.70
13.80,13.60,14.00,13.40
13.30,14.00,14.70,13.30
14.00,15.80,15.80,14.00
15.50,14.30,15.50,14.20
14.20,14.10,14.60,14.00
14.20,14.40,14.70,14.10
14.20,14.00,15.00,14.00
14.10,13.90,14.30,13.80
13.70,14.00,14.50,13.70
13.80,13.80,14.70,13.60
13.60,13.90,14.30,13.60
13.70,13.80,14.20,13.50
13.60,13.60,14.20,13.60
13.60,13.40,14.17,13.30
12.00,12.10,13.40,11.80
12.00,11.70,12.60,11.60
11.50,11.60,12.20,11.50
11.40,11.90,11.90,11.30
11.70,11.50,11.90,11.40
11.30,11.80,11.90,11.30
11.50,11.60,11.90,11.40
11.90,11.80,11.90,11.50
11.80,11.30,11.80,11.30
11.40,11.30,11.40,11.00
11.10,11.40,11.40,10.90
11.30,11.30,11.30,11.10
11.30,11.40,11.70,11.20
11.50,11.50,11.50,11.10
11.30,11.80,11.80,11.30
11.80,11.70,11.80,11.50
11.80,11.60,11.80,11.10
11.40,11.20,11.70,11.19
11.30,11.00,11.30,11.00
11.00,10.60,11.15,10.60
10.80,10.90,11.10,10.60
10.90,10.80,10.90,10.60
10.70,10.70,10.70,10.50
10.40,10.60,10.70,10.20
10.60,11.00,11.40,10.50
10.90,11.00,11.00,10.90
10.80,11.20,11.20,10.80
11.20,11.10,11.20,10.90
10.80,10.90,11.20,10.70
10.70,10.50,11.00,10.44
10.20,9.60,10.40,9.60
9.40,9.40,9.90,8.90
9.20,9.28,9.40,9.00
9.50,9.50,9.80,9.20
10.00,9.62,10.30,9.46
10.30,10.30,10.40,9.89
10.00,9.30,10.20,9.30
9.62,9.57,10.00,9.32
9.70,9.40,9.70,9.20
9.30,9.50,9.68,9.30
9.70,9.60,9.70,9.30
9.70,9.60,9.70,9.20
9.30,9.20,9.70,9.12
9.40,9.30,9.40,9.15
9.20,9.10,9.50,9.10
9.15,9.04,9.30,9.00
9.05,8.90,9.30,8.90
9.01,9.00,9.30,9.00
9.10,9.01,9.20,9.00
9.20,9.20,9.20,9.00
9.00,9.01,9.20,9.00
9.20,9.05,9.20,9.00
9.00,9.14,9.20,9.00
9.20,9.14,9.50,9.00
9.10,9.00,9.50,9.00
9.30,9.50,9.66,9.10
9.80,10.15,10.40,9.40
10.30,9.82,10.70,9.68
9.90,10.20,12.10,9.90
11.20,10.00,11.20,10.00
10.40,10.20,10.40,9.90
10.20,10.00,10.40,10.00
10.00,10.00,10.30,9.26
10.00,9.40,10.10,9.30
9.50,9.42,9.90,9.40
9.00,9.30,9.80,9.00
9.25,9.25,9.45,9.20
9.10,9.10,9.60,9.10
9.70,9.60,9.77,9.12
9.29,9.10,9.80,9.10
9.15,9.35,9.50,9.10
9.40,9.20,9.80,9.15
9.20,9.10,9.50,9.10
9.11,9.20,9.30,9.10
9.12,9.14,9.40,9.11
9.10,9.12,9.40,9.10
9.01,9.23,9.40,9.01
9.20,9.20,9.60,9.10
9.20,9.40,9.40,9.10
9.40,9.40,9.40,9.20
9.30,9.30,9.40,9.20
9.20,9.35,9.40,9.10
9.35,9.15,9.35,9.10
9.10,9.08,9.35,9.08
9.20,9.10,9.30,9.01
9.01,9.00,9.30,9.00
9.00,9.25,9.35,8.35
9.20,9.18,9.30,8.90
8.91,9.10,9.30,8.91
9.16,8.60,9.20,8.60
8.70,8.70,8.90,8.61
8.64,8.70,9.18,8.61
8.83,9.00,9.16,8.72
8.65,9.00,9.05,8.61
8.80,7.56,8.90,7.56
7.80,7.80,8.00,7.60
8.00,8.00,8.10,7.80
8.10,7.80,8.48,7.80
7.80,7.80,8.90,7.80
7.85,7.20,8.00,7.15
7.37,7.00,7.87,7.00
7.00,7.00,7.50,6.90
7.50,7.01,7.50,7.01
6.90,6.90,7.20,6.60
6.80,7.20,8.00,6.80
7.50,6.55,7.80,6.46
6.88,7.10,7.10,6.30
6.70,6.66,7.00,6.39
6.50,6.60,6.60,6.35
6.56,6.45,6.90,6.40
6.45,6.60,6.60,6.30
6.42,6.10,6.70,6.10
6.01,6.05,6.20,5.65
5.85,5.62,6.30,5.60
5.95,6.10,6.30,5.32
6.15,5.70,6.70,5.50
5.70,5.70,6.00,5.38
5.78,6.30,6.50,5.50
6.35,6.00,6.40,5.80
5.80,5.35,5.80,4.98
5.30,4.90,5.60,4.88
5.09,5.43,5.70,5.09
5.20,5.50,5.60,4.80
5.90,6.80,6.80,5.72
6.80,6.50,6.80,6.00
6.50,5.70,6.50,5.20
5.55,5.60,6.50,5.30
5.45,5.20,6.00,5.15
5.65,5.40,5.90,5.32
5.70,5.34,5.80,5.30
5.80,5.50,5.80,5.50
5.51,5.80,5.80,5.50
5.80,5.45,6.20,5.45
5.40,5.45,5.46,5.30
5.30,5.35,5.40,5.30
5.35,5.25,5.45,5.25
5.30,5.60,6.10,5.25
5.51,5.42,5.51,5.25
5.40,5.60,5.70,5.40
5.55,5.60,5.90,5.50
5.50,5.80,5.83,5.50
5.68,5.80,6.05,5.60
5.85,5.70,5.85,5.60
5.79,6.00,6.10,5.70
6.00,6.00,6.10,5.75
5.84,5.80,6.00,5.55
5.68,5.80,6.20,5.60
5.71,5.80,5.84,5.61
5.69,5.80,5.80,5.57
5.80,5.95,6.00,5.62
6.00,5.85,6.00,5.65
5.65,5.96,5.99,5.65
5.81,5.80,6.10,5.75
5.70,6.08,6.47,5.70
6.05,6.08,6.30,6.00
6.02,5.90,6.30,5.90
5.90,6.10,6.30,5.90
6.10,6.00,6.25,5.91
5.91,5.98,6.00,5.91
5.93,6.00,6.25,5.70
6.25,5.94,6.25,5.80
6.29,6.00,6.29,5.70
6.00,5.82,6.00,5.80
6.00,6.00,6.28,5.81
5.98,6.00,6.20,5.65
5.95,6.00,6.10,5.85
6.08,5.95,6.08,5.80
5.88,6.00,6.08,5.80
6.00,5.96,6.10,5.80
5.90,5.85,6.10,5.80
5.86,6.00,6.10,5.70
5.85,6.10,6.10,5.85
6.00,6.00,6.20,6.00
6.00,6.16,6.29,6.00
6.10,6.21,6.29,5.70
6.12,6.08,6.28,5.95
6.28,6.20,6.28,6.20
6.12,6.52,7.10,6.12
6.42,6.25,7.08,6.00
6.58,6.12,7.10,6.07
6.30,6.22,7.40,6.20
6.60,5.85,6.70,5.85
6.01,5.80,6.60,5.80
5.80,5.40,6.25,5.40
6.49,5.65,6.49,5.50
5.90,6.10,6.10,5.55
5.90,6.20,6.45,5.81
6.46,6.55,6.70,6.20
6.80,7.30,7.50,6.60
7.50,6.96,7.50,6.90
6.90,6.90,7.45,6.90
6.90,6.91,7.20,6.90
6.90,7.07,7.36,6.72
6.80,6.41,7.45,6.35
6.68,6.32,7.20,6.06
6.30,6.40,6.90,6.00
6.31,6.01,6.50,5.81
6.02,5.95,6.30,5.90
5.92,6.03,6.39,5.91
6.00,6.40,6.50,6.00
6.01,6.02,6.30,6.01
6.10,6.40,6.40,6.01
6.45,6.37,6.75,6.10
6.37,6.25,6.60,6.15
6.60,6.20,6.70,6.20
6.20,6.01,6.64,5.95
6.14,6.10,6.40,6.00
6.01,6.01,6.30,6.01
6.15,5.95,6.27,5.86
5.90,5.87,6.16,5.77
5.79,6.16,6.18,5.77
6.11,5.85,6.15,5.81
5.86,5.75,5.97,5.63
5.82,5.54,5.93,5.52
5.52,5.56,5.72,5.48
5.56,5.55,5.66,5.45
5.66,5.52,5.66,5.51
5.51,5.60,5.66,5.51
5.56,5.66,5.84,5.56
5.63,5.73,5.74,5.63
5.79,5.79,5.86,5.69
5.72,5.68,5.72,5.65
5.69,5.63,5.91,5.62
5.63,5.63,5.93,5.60
5.63,5.64,5.80,5.63
5.64,5.55,5.70,5.54
5.54,5.43,5.59,5.42
5.41,5.46,5.54,5.41
5.47,5.38,5.47,5.38
5.39,5.40,5.54,5.38
5.38,5.45,5.45,5.38
5.40,5.33,5.48,5.30
5.31,5.27,5.33,5.13
5.20,5.21,5.31,5.15
5.24,5.15,5.26,5.15
5.15,5.39,5.39,4.84
5.47,5.16,5.47,4.71
5.15,5.22,5.41,4.92
5.35,5.41,5.55,5.08
5.47,5.41,5.52,5.10
5.47,5.42,5.47,5.15
5.36,5.53,5.55,5.22
5.58,5.58,5.59,5.44
5.35,5.98,6.00,5.35
5.85,6.09,6.10,5.56
6.05,6.22,6.42,5.85
6.34,6.35,6.44,6.16
6.50,6.23,6.69,6.12
6.60,5.88,6.70,5.68
5.95,5.85,6.45,5.73
5.68,5.75,5.94,5.58
5.72,5.50,5.97,5.50
5.44,5.47,5.72,5.35
5.67,5.43,5.73,5.37
5.49,5.28,5.73,5.21
5.28,5.45,5.59,5.28
5.52,5.44,5.52,5.42
5.45,5.40,5.58,5.40
5.41,5.37,5.58,5.27
5.43,5.50,5.55,5.10
5.45,5.47,5.56,5.45
5.44,5.49,5.52,5.25
5.34,5.38,5.49,5.28
5.45,5.33,5.46,5.26
5.41,5.70,5.73,5.32
5.64,6.16,6.16,5.58
5.99,5.87,6.26,5.87
5.99,5.88,6.27,5.62
6.03,6.24,6.26,6.03
6.18,6.22,6.28,6.05
6.15,6.00,6.16,5.75
6.27,5.93,6.27,5.91
5.92,5.88,6.11,5.80
5.97,5.96,6.06,5.75
5.97,6.00,6.15,5.87
5.99,5.74,6.00,5.71
5.78,5.76,5.78,5.67
5.71,5.67,5.90,5.67
5.74,5.51,5.87,5.50
5.57,5.57,5.63,5.51
5.55,5.84,5.84,5.55
5.70,5.77,5.79,5.70
5.67,5.64,5.74,5.60
5.60,5.65,5.65,5.57
5.68,5.56,5.70,5.55
5.55,5.50,5.59,5.46
5.57,5.51,5.60,5.47
5.53,5.59,5.63,5.48
5.47,5.59,5.60,5.47
5.53,5.47,5.56,5.47
5.43,5.48,5.51,5.43
5.44,5.43,5.44,5.42
5.45,5.47,5.49,5.40
5.41,5.47,5.50,5.41
5.44,5.43,5.52,5.42
5.40,5.44,5.47,5.37
5.39,5.41,5.52,5.38
5.50,5.25,5.50,5.25
5.33,5.55,5.55,5.22
5.45,5.55,5.57,5.45
5.49,5.53,5.57,5.49
5.56,5.55,5.60,5.55
5.51,5.58,5.70,5.51
5.58,5.53,5.58,5.51
5.60,5.51,5.63,5.45
5.46,5.51,5.68,5.45
5.67,5.55,5.74,5.53
5.52,5.47,5.58,5.47
5.52,5.44,5.52,5.39
5.46,5.30,5.50,5.30
5.40,5.21,5.40,5.21
5.22,4.68,5.22,4.66
4.70,4.69,4.77,4.66
4.69,4.73,4.73,4.64
4.69,4.83,4.89,4.69
4.81,4.60,4.81,4.59
4.61,4.57,4.65,4.52
4.58,4.53,4.58,4.41
4.60,4.51,4.60,4.48
4.50,4.50,4.70,4.50
4.50,4.51,4.53,4.49
4.59,4.56,4.59,4.50
4.60,4.64,4.69,4.50
4.61,4.52,4.62,4.52
4.58,4.75,4.75,4.58
4.79,4.81,4.83,4.79
4.96,5.16,5.17,4.96
5.18,5.08,5.25,4.84
5.01,4.97,5.19,4.85
4.96,4.76,5.00,4.64
4.84,4.86,4.88,4.84
4.86,4.96,5.24,4.86
5.06,4.99,5.18,4.99
4.94,4.91,4.97,4.86
N/A,N/A,N/A,N/A
4.82,4.76,4.90,4.76
4.83,4.88,4.90,4.75
N/A,N/A,N/A,N/A
4.80,4.84,4.89,4.80
4.84,4.85,4.85,4.74
4.87,4.85,4.88,4.80
4.75,5.02,5.05,4.71
4.98,5.09,5.17,4.90
5.15,5.00,5.17,5.00
4.86,4.87,5.05,4.86
4.78,4.88,4.90,4.75
4.76,4.76,4.89,4.75
4.95,4.86,4.95,4.86
4.96,4.81,4.96,4.80
4.79,4.76,4.94,4.75
4.80,4.91,4.93,4.80
5.06,4.87,5.06,4.87
4.87,4.84,4.95,4.84
5.06,4.82,5.06,4.82
4.81,4.90,4.91,4.81
4.92,4.88,4.94,4.88
4.97,4.90,5.00,4.90
4.84,4.90,4.99,4.84
4.86,4.76,4.92,4.76
4.82,4.88,4.88,4.80
4.88,4.84,4.88,4.77
4.80,4.84,4.91,4.80
4.82,4.77,4.94,4.77
4.78,4.76,4.80,4.76
4.77,4.76,4.77,4.76
4.94,4.88,4.94,4.79
4.88,4.80,4.88,4.76
4.77,4.80,4.87,4.77
4.81,4.77,4.81,4.76
4.80,4.76,4.80,4.76
4.77,4.78,4.78,4.76
4.76,4.77,4.77,4.76
4.73,4.76,4.77,4.73
4.76,4.80,4.80,4.76
4.80,4.78,4.80,4.77
4.77,4.76,4.80,4.76
4.84,4.76,4.84,4.76
4.81,5.00,5.10,4.80
4.99,4.99,5.08,4.91
4.98,4.95,5.08,4.92
4.95,5.13,5.22,4.95
5.11,5.10,5.14,5.06
5.06,5.25,5.25,5.01
5.16,5.25,5.29,5.16
5.20,5.27,5.34,5.20
5.23,5.26,5.32,5.23
5.28,5.32,5.44,5.28
5.47,5.42,5.48,5.38
5.39,5.48,5.48,5.39
5.40,5.57,5.74,5.37
5.63,5.72,5.75,5.63
5.70,5.65,5.70,5.63
5.62,5.65,5.65,5.54
5.60,5.57,5.60,5.56
5.60,5.53,5.60,5.43
5.58,5.50,5.60,5.50
5.46,5.28,5.49,5.26
5.30,5.37,5.38,5.20
5.48,5.23,5.48,5.11
5.31,5.27,5.33,5.27
5.45,5.18,5.45,5.00
5.14,5.14,5.18,5.05
5.15,5.12,5.40,5.12
5.23,5.13,5.35,5.08
5.25,5.27,5.33,5.25
5.37,5.17,5.37,5.17
5.16,5.28,5.28,5.16
5.18,5.17,5.40,5.17
5.18,5.21,5.30,5.18
5.24,5.18,5.33,5.18
5.21,5.33,5.39,5.21
5.29,5.22,5.29,5.22
5.17,5.23,5.35,5.17
5.18,5.26,5.31,5.15
5.29,5.26,5.29,5.18
5.22,5.30,5.36,5.22
5.20,5.17,5.20,5.16
5.15,5.12,5.15,5.12
5.10,5.10,5.10,5.10
5.08,5.14,5.14,5.08
5.15,5.07,5.15,5.07
5.05,5.10,5.10,5.05
5.10,5.05,5.10,5.05
5.14,5.14,5.14,5.14
5.07,5.06,5.12,5.05
5.05,5.14,5.14,5.05
5.10,5.10,5.10,5.10
5.06,5.07,5.07,5.06
5.10,5.35,5.50,5.08
5.00,5.37,5.45,5.00
5.39,5.21,5.43,5.15
5.15,4.90,5.15,4.90
4.93,4.96,5.15,4.93
4.96,4.90,5.09,4.90
4.90,4.98,4.98,4.85
4.90,4.90,4.99,4.85
4.85,4.77,4.87,4.76
4.96,4.82,4.96,4.76
4.78,4.76,4.92,4.76
4.82,4.77,4.87,4.76
4.78,4.76,4.82,4.76
4.60,4.36,4.60,4.25
4.38,4.38,4.41,4.31
4.31,4.20,4.37,4.20
4.30,4.40,4.41,4.17
4.34,4.30,4.49,4.27
4.32,4.38,4.41,4.26
4.44,4.58,5.00,4.40
4.56,4.32,4.56,4.30
4.29,4.56,4.56,4.29
4.67,4.81,4.99,4.54
4.98,5.08,5.08,4.90
5.04,5.06,5.08,4.91
5.00,5.39,5.39,4.98
5.23,5.08,5.33,5.08
5.16,5.16,5.16,5.07
5.17,5.18,5.18,5.10
5.07,4.97,5.07,4.69
4.96,4.69,4.96,4.69
