TM,Toyota Motor Corporation Common Stock,NASDAQ
118.97,117.06,119.14,116.57
119.38,119.55,119.76,117.60
117.35,116.53,117.67,115.28
117.45,117.29,117.79,116.63
117.83,118.06,118.10,116.92
120.70,121.74,122.04,120.43
121.31,120.66,121.67,120.36
122.39,123.02,123.43,121.26
124.70,124.47,125.34,123.88
123.51,124.52,124.52,123.12
125.92,125.27,125.98,124.35
124.88,124.90,125.20,124.36
126.66,126.20,126.66,125.48
126.73,126.77,127.01,126.26
128.53,129.29,129.42,128.27
129.22,129.69,129.69,129.07
129.99,129.64,129.99,129.20
129.38,128.91,129.46,128.08
130.81,130.84,131.50,129.71
130.03,130.80,131.13,129.78
130.00,130.36,130.54,129.78
130.00,130.30,130.78,130.00
130.35,129.48,130.35,129.05
129.36,128.43,129.39,128.07
126.88,127.55,127.68,126.30
124.56,124.49,124.56,122.92
120.82,120.25,121.34,120.11
123.01,122.59,123.34,122.35
122.21,121.90,122.46,121.24
126.25,126.24,126.87,125.90
129.82,134.33,134.94,129.05
129.17,129.51,129.97,128.16
129.68,129.70,130.03,129.10
128.51,127.56,129.05,127.50
127.99,128.03,128.48,127.14
128.50,127.57,128.73,127.30
128.50,128.32,128.50,127.73
128.73,130.20,130.55,128.46
129.73,129.27,129.97,129.04
128.95,127.45,128.96,127.00
128.60,128.88,129.61,128.39
128.88,128.20,129.13,127.89
126.29,126.77,127.19,125.94
124.20,122.86,124.50,122.54
124.31,124.77,125.11,124.16
127.64,127.01,127.64,126.03
126.27,125.19,126.37,124.98
124.63,124.04,124.98,123.72
123.81,123.91,124.65,123.28
123.76,123.89,124.98,123.63
121.20,120.79,121.52,120.62
124.00,124.30,125.26,123.72
124.21,125.84,126.48,124.00
124.77,125.64,125.99,124.61
125.96,125.55,126.47,124.34
125.62,126.80,126.88,125.55
127.00,127.38,127.67,126.84
126.42,127.56,127.75,126.30
126.06,125.91,126.53,125.51
126.11,126.80,126.90,125.83
128.00,127.75,128.47,127.49
126.39,126.78,127.27,126.10
127.49,130.93,131.17,127.32
130.56,130.20,130.86,129.77
130.40,129.45,130.71,129.24
129.41,129.78,129.95,128.84
130.62,130.56,131.35,129.93
130.20,129.85,130.40,129.50
130.87,131.98,132.34,130.76
129.91,130.26,130.79,129.86
127.49,128.03,128.24,126.55
128.03,127.32,128.47,126.73
127.08,127.66,127.93,126.13
128.50,127.75,128.50,126.90
127.47,128.01,128.28,127.02
125.46,125.34,126.34,125.26
125.49,123.68,125.56,123.50
127.67,128.09,128.13,125.98
130.06,131.00,131.00,129.73
130.74,131.65,131.65,129.90
130.00,130.75,131.18,129.90
130.36,129.61,130.40,129.50
129.50,130.24,130.44,128.80
129.45,130.10,130.11,129.20
129.00,129.52,129.90,128.70
129.37,129.38,131.00,129.17
132.53,130.71,132.53,129.57
129.26,129.25,129.63,128.55
129.60,129.82,130.00,129.07
128.81,128.69,129.40,128.50
129.00,128.37,129.00,128.22
128.50,128.95,129.00,128.37
130.04,130.20,130.48,129.63
130.34,129.42,130.40,129.25
129.51,129.76,130.15,128.96
130.00,129.63,130.00,129.21
128.79,128.59,129.20,128.15
130.35,129.20,130.35,129.05
127.71,125.92,128.25,125.74
126.31,127.37,127.63,126.31
126.87,126.67,127.05,126.43
126.40,127.30,127.34,126.39
126.32,127.66,127.74,125.98
127.00,127.48,127.94,126.79
127.68,127.98,128.32,127.57
127.61,127.65,128.60,127.26
126.31,126.24,126.77,125.79
126.22,126.05,126.74,125.81
125.11,125.61,125.80,125.11
125.72,126.31,126.76,125.44
126.50,125.60,126.50,125.46
125.21,124.93,125.35,124.76
125.00,125.21,125.68,124.91
125.05,125.05,125.49,124.89
124.82,124.10,125.55,124.04
123.55,123.61,124.08,122.53
122.46,123.11,123.59,122.11
122.30,121.60,122.42,121.26
122.28,122.74,123.14,122.28
122.65,122.43,122.93,122.27
121.38,121.70,121.94,121.30
121.33,120.34,121.82,120.20
120.65,120.34,120.99,120.26
120.00,119.22,120.00,118.92
118.56,118.65,119.14,118.41
118.49,118.63,119.11,118.11
120.01,121.04,121.09,119.19
118.93,118.71,119.22,118.37
118.47,118.75,118.82,118.21
118.95,119.27,119.45,118.78
118.25,118.61,118.62,118.25
120.41,121.69,121.96,120.41
122.47,121.88,122.48,121.45
122.87,121.36,122.87,121.32
121.50,121.92,121.92,121.22
121.60,120.63,121.60,120.10
121.00,120.51,121.29,119.87
120.88,120.17,120.98,120.00
120.39,120.46,120.59,119.99
120.18,119.85,120.18,119.65
120.33,120.33,120.50,119.59
120.49,120.81,120.89,120.00
120.50,119.40,120.50,119.20
119.25,119.46,119.75,118.67
119.45,119.47,120.04,119.11
119.60,119.83,119.83,118.90
119.38,119.19,119.98,118.95
120.50,120.46,120.54,119.63
121.29,121.69,121.74,120.74
120.40,119.36,120.44,119.06
118.99,117.88,119.04,117.71
117.88,117.03,118.26,116.15
117.53,117.83,118.27,117.29
118.26,117.20,118.32,116.92
117.44,117.16,117.83,116.70
114.92,114.76,115.50,113.61
113.97,112.75,114.15,112.08
111.85,112.49,112.66,110.75
114.79,115.66,115.85,114.11
114.58,115.96,116.18,114.44
115.90,117.38,117.66,115.71
117.50,117.04,117.51,116.60
117.79,117.91,118.11,117.10
117.55,117.56,118.41,117.25
114.98,116.15,116.39,114.86
115.10,115.17,115.77,115.00
116.52,116.28,117.11,115.75
115.91,115.22,116.42,115.10
115.41,115.33,115.77,114.86
116.39,116.34,117.07,116.27
116.05,116.17,116.54,115.86
116.25,116.47,116.92,115.94
116.00,115.58,116.02,115.37
115.25,116.02,116.02,114.87
115.17,115.30,115.92,114.86
113.84,113.60,113.98,113.15
114.83,115.21,115.28,114.66
113.18,113.26,113.74,112.83
114.80,114.65,114.95,114.54
114.80,113.96,114.97,113.80
113.61,113.34,113.80,113.00
113.21,112.46,113.43,112.41
111.28,111.30,111.64,110.57
111.49,110.21,111.78,109.68
109.07,108.76,109.43,108.49
110.07,110.67,110.81,109.93
109.45,109.83,110.27,109.34
109.21,108.68,109.74,108.16
106.55,107.61,107.73,106.31
107.65,107.37,108.43,107.34
108.30,107.94,108.44,107.19
108.92,108.46,109.31,108.30
110.94,110.53,111.98,110.25
111.90,111.58,112.00,111.31
113.42,112.83,113.72,112.57
113.10,112.90,113.49,112.55
112.95,113.22,113.34,112.81
113.36,113.44,113.51,112.70
112.93,112.86,113.59,112.54
112.22,111.26,112.60,111.03
111.51,111.39,111.76,110.84
109.10,109.10,109.34,108.63
106.90,107.73,107.83,106.67
105.07,103.39,105.28,103.38
104.30,104.89,105.81,104.05
107.18,107.32,107.70,106.73
106.63,106.86,106.97,105.67
108.00,108.47,108.50,107.70
108.54,108.02,108.62,107.69
108.90,108.64,108.93,108.44
108.45,108.42,108.63,108.21
108.28,108.15,108.49,108.12
107.34,107.04,107.34,106.58
106.81,106.49,107.22,106.35
107.40,107.07,107.46,106.35
107.81,107.50,107.99,107.38
108.00,108.42,108.50,107.67
110.02,109.73,110.15,109.37
109.99,109.93,110.18,109.67
109.78,109.44,109.93,109.41
109.50,109.00,109.57,108.72
109.00,109.03,109.14,108.58
108.50,108.15,108.61,107.53
108.96,108.87,109.38,108.53
108.87,109.21,109.32,108.60
110.21,111.38,111.54,110.09
111.07,110.43,111.44,110.41
110.34,109.50,110.66,109.00
109.37,109.61,109.62,108.96
108.11,108.61,108.79,107.81
108.17,107.67,108.28,107.63
107.80,108.06,108.22,107.59
108.90,109.49,109.90,108.87
109.51,109.64,109.73,109.38
109.93,110.11,110.17,109.53
110.55,109.91,110.80,109.50
111.29,111.49,111.71,111.07
113.35,113.11,113.39,112.90
114.12,113.95,114.19,113.27
114.16,114.92,115.03,114.16
114.51,114.48,114.66,113.39
114.20,114.59,114.80,113.82
114.62,115.15,115.46,114.52
115.00,115.07,115.31,114.83
113.68,113.87,114.12,113.38
114.06,114.06,114.47,113.78
114.78,114.26,115.29,114.11
114.12,114.24,114.36,114.00
114.27,114.48,114.66,113.90
115.13,114.71,115.24,114.51
114.84,116.05,116.22,114.64
117.50,117.75,118.07,117.03
118.21,118.22,118.42,117.72
117.10,117.22,117.29,116.70
117.26,116.55,117.39,116.50
116.91,117.47,117.52,116.63
118.00,117.65,118.00,117.29
118.71,118.84,118.94,118.47
119.75,119.66,119.88,119.44
121.43,122.26,122.28,121.35
122.34,121.88,122.35,121.63
121.35,121.73,121.90,121.05
121.25,121.16,121.80,120.86
120.94,120.30,120.94,119.63
119.80,120.04,120.29,119.00
117.48,118.05,118.39,116.61
118.41,118.52,118.80,118.12
119.37,119.00,119.49,118.89
119.00,118.71,119.09,118.33
119.40,119.15,119.52,119.11
119.20,118.38,119.48,118.20
118.84,118.90,118.99,118.35
118.69,118.66,119.00,118.03
118.72,119.18,119.42,118.72
119.39,119.43,119.65,119.05
119.61,119.38,119.99,119.37
119.92,119.63,120.00,119.32
119.96,120.58,120.76,119.75
120.59,120.58,121.46,120.50
120.52,120.04,120.52,119.54
119.31,117.99,119.71,117.94
117.71,117.59,118.08,117.29
117.93,118.12,118.33,117.62
119.01,119.03,119.82,118.51
116.13,116.61,116.76,115.43
117.46,116.68,118.08,116.43
116.64,117.63,117.66,116.15
116.73,116.76,117.20,116.50
117.07,117.24,117.55,116.83
117.85,117.93,118.33,117.77
117.47,117.74,117.79,117.25
117.25,116.89,117.38,116.26
117.01,117.21,117.47,117.01
117.10,116.95,117.21,116.81
115.62,115.70,115.88,115.20
115.75,115.78,116.25,115.71
114.78,114.09,114.78,113.94
114.77,114.87,115.15,114.66
115.13,115.08,115.70,114.92
115.10,114.91,115.19,114.76
114.60,114.43,114.90,114.03
114.50,114.32,114.56,113.92
115.94,116.20,116.21,115.73
116.12,115.96,116.36,115.85
116.19,116.05,116.76,115.90
116.09,116.39,116.42,115.92
116.16,116.04,116.31,115.51
115.40,115.02,115.45,114.97
116.07,116.49,116.59,115.78
116.26,116.37,116.48,116.00
117.38,117.11,117.40,116.83
116.98,117.16,117.28,116.69
117.24,117.59,117.85,117.02
117.39,117.35,117.94,116.88
118.82,119.43,119.50,118.74
119.30,118.76,119.40,118.56
119.11,119.01,119.81,118.91
118.98,118.25,119.00,118.02
118.06,118.85,118.91,118.03
119.02,117.87,119.43,117.78
118.24,118.65,118.80,118.11
118.07,117.52,118.15,117.08
117.90,117.53,118.11,117.04
117.94,116.65,117.99,116.46
115.02,114.48,115.18,113.64
115.70,116.16,116.31,115.48
116.61,116.70,117.22,116.41
117.00,115.82,117.14,115.80
115.58,116.26,116.35,114.23
116.21,114.52,116.30,114.24
115.01,113.97,115.75,113.85
114.17,112.67,114.67,112.59
111.94,111.62,112.04,111.26
109.78,110.06,110.38,108.40
108.99,110.18,110.84,108.62
108.99,109.79,110.39,108.94
112.33,113.31,113.50,112.30
112.36,113.35,113.47,112.13
113.11,112.27,113.42,112.20
113.25,113.41,114.15,112.93
114.41,114.51,114.65,113.87
114.32,114.34,114.85,113.86
114.65,115.10,115.10,114.11
116.00,115.81,116.65,115.27
114.80,115.86,116.30,114.79
119.05,121.35,121.44,118.50
121.30,122.00,122.03,120.81
119.50,119.40,119.72,118.31
121.03,121.37,121.75,120.41
119.52,119.83,119.98,119.02
118.43,118.67,118.67,117.68
117.81,117.97,118.29,117.50
118.50,119.14,119.43,118.43
118.74,118.79,118.94,118.11
119.65,119.82,120.37,119.65
119.58,119.82,119.88,119.23
118.50,118.59,119.14,118.08
119.68,120.07,120.39,119.57
120.07,120.35,120.52,119.46
119.75,119.72,120.03,119.51
120.61,121.29,121.70,120.61
121.49,121.46,121.74,121.30
121.75,121.81,121.99,121.74
121.99,121.70,122.00,121.41
122.91,123.13,123.33,122.44
124.66,124.94,125.57,124.55
126.56,126.57,127.03,126.32
127.50,127.71,127.89,127.12
128.81,128.60,128.81,128.10
128.86,129.03,129.30,128.47
129.04,128.42,129.19,128.25
127.85,128.36,128.42,126.82
126.90,125.49,126.91,125.12
126.55,126.09,127.33,125.87
125.66,124.54,126.07,124.52
123.54,121.55,123.81,121.06
122.36,121.94,123.48,121.75
122.00,123.22,123.63,122.00
124.13,124.74,124.79,123.82
126.72,127.01,127.46,126.52
126.30,126.64,126.89,125.93
126.74,126.76,127.31,126.56
127.20,126.76,127.33,126.76
127.00,128.10,128.29,127.00
127.08,127.37,127.60,126.86
125.96,125.91,126.07,125.33
125.60,125.48,126.21,125.40
126.23,125.67,126.64,124.89
124.44,123.37,124.61,123.05
123.40,122.10,123.72,121.21
125.52,125.17,126.06,125.06
126.45,127.58,127.70,126.45
127.77,126.08,127.77,125.98
126.50,126.04,127.74,125.34
127.05,126.41,127.87,125.63
125.42,125.82,125.98,124.63
127.87,126.78,128.37,126.63
128.32,128.88,129.00,128.05
129.50,129.16,129.79,128.76
128.36,128.66,128.82,128.01
128.97,129.86,130.23,127.96
130.00,129.66,130.21,129.50
130.98,131.86,132.31,130.98
131.13,131.10,131.73,130.88
132.23,130.95,132.42,130.70
131.48,132.15,132.18,130.94
129.49,128.85,129.98,128.69
130.10,131.09,131.13,129.71
129.55,131.10,131.17,129.42
132.20,132.68,134.24,132.20
130.98,131.74,131.92,130.78
129.77,129.57,130.49,129.37
129.47,129.16,129.75,128.96
129.71,130.85,131.06,129.71
130.80,131.02,131.25,130.74
131.39,131.82,131.99,131.20
131.99,132.49,132.79,131.99
132.00,132.08,132.69,132.00
133.66,134.16,134.36,133.65
134.50,135.28,135.49,134.38
135.94,136.90,136.99,135.86
136.90,136.98,137.20,136.41
137.60,138.34,138.70,137.24
136.80,136.87,137.14,136.39
136.88,136.80,137.46,136.63
135.35,135.37,135.80,135.35
135.25,135.87,136.00,135.25
135.37,135.40,135.84,135.07
135.40,135.52,135.59,134.40
134.96,134.90,135.42,134.65
135.32,134.89,135.98,134.70
135.50,135.39,135.65,134.94
134.15,133.69,134.38,133.60
134.20,134.00,134.45,133.83
136.17,137.53,137.67,136.17
135.86,136.17,136.38,135.46
137.36,137.52,138.14,137.16
137.09,136.96,137.37,136.60
139.10,140.08,140.26,138.49
140.14,140.10,140.59,139.65
142.64,143.09,143.50,142.53
145.33,145.32,145.80,144.95
145.23,144.52,145.23,144.40
145.25,143.81,145.25,143.78
143.00,143.11,143.66,142.71
142.34,142.40,142.51,141.72
141.67,142.55,142.94,141.38
140.88,139.89,140.94,139.71
138.33,138.48,138.66,137.77
139.83,140.02,140.90,139.63
140.00,140.64,141.21,140.00
140.10,139.72,140.64,139.65
139.86,139.94,140.37,139.54
139.10,139.91,140.12,139.00
138.71,139.65,139.82,138.66
137.67,137.56,138.00,137.20
138.69,138.66,138.98,138.13
139.23,139.08,139.38,138.68
139.18,138.98,139.50,138.79
138.99,138.43,139.03,138.00
138.74,138.73,139.34,138.64
141.37,141.33,141.90,141.28
141.47,141.66,141.89,141.17
141.16,141.03,141.28,140.62
141.26,141.21,141.47,140.98
140.96,140.66,141.25,140.55
142.18,142.06,142.84,141.60
141.33,140.79,142.47,140.07
140.00,139.02,140.32,138.71
138.75,139.96,139.96,138.72
139.79,140.06,140.43,139.58
139.46,137.55,139.80,137.45
137.32,137.16,137.99,136.50
136.86,137.92,138.06,136.84
139.50,142.12,142.34,139.37
137.88,137.45,138.36,137.42
137.51,137.66,138.05,137.00
137.35,136.62,137.94,136.52
137.73,137.95,137.99,136.96
138.65,139.37,139.39,138.65
139.39,139.43,139.49,139.15
139.85,139.53,140.24,139.28
139.20,139.01,139.65,138.77
138.78,139.44,139.55,138.78
137.98,138.22,138.66,137.91
138.47,137.70,138.47,137.14
138.72,138.77,139.00,138.31
138.85,139.74,139.96,138.82
138.74,137.89,138.74,137.51
137.80,137.24,137.98,136.81
136.74,136.57,137.15,136.47
137.51,137.44,137.88,137.00
136.93,136.85,137.53,136.63
135.99,135.51,135.99,135.26
133.58,133.15,133.90,132.62
132.50,132.30,132.74,131.92
133.84,134.24,134.59,133.73
135.24,135.18,135.51,134.90
135.45,135.49,135.87,135.09
135.20,135.51,135.83,135.17
135.70,136.06,136.17,135.51
134.31,134.87,135.09,133.75
133.50,134.48,134.85,133.50
134.48,134.02,134.62,133.94
135.16,135.48,136.35,135.16
136.95,137.10,137.25,136.79
136.01,135.40,136.01,135.33
135.35,134.87,135.51,134.85
135.34,135.46,135.88,135.15
134.10,132.45,134.13,132.40
134.22,133.75,134.48,133.55
133.72,133.60,133.84,133.14
132.72,132.75,132.93,132.43
132.25,132.73,133.10,132.13
132.26,132.38,132.54,130.75
130.11,128.11,130.14,127.94
130.16,129.03,130.53,128.93
130.56,131.52,131.87,129.92
133.02,133.44,133.62,133.02
133.13,133.45,133.70,132.93
134.07,133.99,134.62,133.79
136.24,135.77,136.39,135.66
134.70,135.36,135.49,134.70
135.79,135.54,136.11,135.41
134.91,134.56,135.03,134.15
133.80,133.99,134.43,133.80
133.69,133.25,133.92,133.08
133.62,132.55,133.89,132.32
131.50,131.79,131.87,131.21
131.08,131.84,131.92,130.37
131.71,132.57,132.84,131.60
132.00,132.27,132.43,131.25
133.51,133.46,133.71,133.05
132.44,133.18,133.39,132.00
131.37,129.85,131.39,128.38
128.66,128.31,128.98,128.17
128.96,128.81,129.45,128.65
129.86,129.95,130.00,129.52
130.50,131.09,131.43,130.07
129.65,129.01,129.65,128.69
127.29,127.42,127.69,126.03
127.15,127.79,128.15,126.86
127.79,128.19,128.24,127.58
127.50,127.87,127.99,127.10
127.61,127.87,128.07,127.44
126.39,126.04,127.01,125.67
124.54,122.50,124.54,122.45
122.10,119.05,122.46,118.91
110.23,113.52,116.05,109.07
117.71,113.37,117.71,113.37
116.80,117.84,117.95,115.06
118.67,119.57,119.88,118.32
121.02,120.77,121.61,120.33
119.13,118.38,119.26,118.19
115.58,114.34,115.93,114.08
117.25,117.62,117.69,116.21
120.19,119.61,120.44,119.34
116.68,116.50,116.90,115.84
120.20,121.24,121.34,120.13
123.26,120.62,123.41,120.44
118.96,117.94,118.96,117.40
116.49,117.10,117.10,115.89
116.73,116.35,117.06,116.00
119.06,119.96,120.13,118.69
121.81,122.00,122.33,121.54
121.03,121.24,122.82,120.87
119.37,118.82,120.11,118.71
119.59,119.43,120.02,118.69
117.68,117.58,117.88,116.01
117.31,117.51,117.74,116.61
117.52,117.55,117.74,116.00
119.28,118.51,119.99,118.16
117.56,115.22,117.57,114.73
113.98,114.25,114.48,113.16
116.24,117.28,117.40,116.10
118.49,118.34,118.87,117.23
119.31,120.73,120.82,118.58
121.79,122.32,122.91,121.76
120.92,120.92,121.26,120.37
122.54,122.71,123.19,122.19
122.78,123.48,123.71,122.11
123.98,122.60,124.59,122.33
122.75,123.11,123.44,122.59
121.49,121.07,121.95,120.86
121.00,120.05,121.31,119.90
121.74,122.44,122.55,121.25
123.64,123.96,124.15,123.22
123.35,123.55,123.57,122.82
122.68,122.21,122.90,122.16
124.04,123.70,124.85,123.60
124.73,125.23,125.58,124.45
125.40,125.74,125.96,125.00
125.66,125.33,125.84,125.00
124.89,124.83,125.20,124.52
125.33,126.36,126.45,124.93
123.33,123.24,123.41,122.46
123.22,122.62,123.56,122.59
123.18,123.30,123.51,122.86
123.35,123.39,123.52,122.86
123.48,123.56,123.89,123.07
124.65,124.86,125.19,124.60
123.17,122.92,123.19,122.29
122.92,122.22,122.99,121.71
123.20,123.59,123.73,123.08
124.04,123.23,124.04,123.23
122.89,121.73,122.89,121.51
122.14,121.27,122.49,121.20
121.00,122.04,122.09,120.99
122.79,123.15,123.68,122.55
123.61,124.91,124.95,123.38
123.86,123.89,124.47,123.76
124.03,123.67,124.14,123.35
123.60,123.12,123.89,122.66
123.81,124.02,124.19,123.24
124.02,123.86,124.02,123.61
124.48,124.37,124.74,124.26
124.80,124.42,124.84,124.20
125.75,125.92,126.38,125.55
126.81,125.74,127.05,125.47
126.63,124.72,126.65,124.53
124.58,125.90,125.90,124.58
125.49,125.15,125.60,124.51
123.10,122.52,123.10,121.96
124.10,123.90,124.73,123.05
125.00,124.89,125.40,124.60
124.04,123.67,124.22,122.91
123.59,122.50,123.88,121.67
122.57,122.17,122.97,122.12
125.06,126.66,126.89,124.85
126.35,124.80,126.63,124.71
124.83,124.39,125.00,123.95
124.75,124.65,125.39,123.65
125.48,125.58,126.00,124.80
126.66,127.15,127.28,126.23
125.40,125.77,126.11,125.40
124.43,124.47,124.85,124.23
124.09,124.76,125.08,124.09
124.40,123.22,124.43,123.11
123.35,123.04,124.33,122.65
121.52,121.46,122.26,120.17
121.54,121.14,121.54,120.16
118.57,118.38,118.80,117.76
116.08,115.57,116.64,115.46
116.32,113.06,116.68,112.92
114.26,114.81,114.88,113.46
116.65,115.83,116.72,114.47
117.20,114.99,117.36,114.54
115.37,116.29,116.63,114.21
114.06,112.60,114.17,111.89
116.01,115.02,116.10,113.87
112.30,111.51,112.43,108.94
110.36,111.10,112.05,109.47
115.11,115.95,116.04,114.82
114.37,113.41,114.59,113.21
113.30,114.35,114.38,113.18
116.00,115.32,117.09,114.80
116.68,116.12,116.68,114.93
118.75,120.03,120.03,118.01
120.00,120.40,120.77,119.16
120.15,119.00,120.15,118.50
116.48,114.99,116.75,113.39
114.99,114.29,114.99,112.73
112.24,110.39,112.52,109.00
109.74,109.13,109.81,107.97
105.99,106.84,107.57,105.58
108.62,106.77,109.47,106.64
105.29,105.08,105.78,104.17
103.17,105.26,105.37,102.54
108.05,108.21,108.59,107.45
107.69,108.13,108.45,107.60
108.58,107.45,108.95,107.22
105.68,105.31,105.85,104.80
106.07,106.69,106.90,106.06
106.55,105.62,106.67,105.53
105.07,104.59,105.22,102.85
104.59,105.57,105.59,104.46
105.00,105.14,106.08,104.63
105.10,104.10,105.28,104.10
105.30,106.41,106.65,104.89
106.85,106.99,107.30,106.52
107.69,108.57,108.57,107.64
109.56,109.55,110.29,109.00
107.23,107.91,108.55,107.07
106.52,105.82,106.70,105.62
106.86,106.25,106.91,105.80
108.76,107.08,108.98,106.16
108.66,109.26,109.28,108.54
109.25,108.95,109.49,108.81
107.41,107.22,107.42,106.45
106.47,107.54,107.77,106.10
106.89,107.93,108.48,106.44
106.28,106.60,106.93,105.80
106.41,107.14,107.43,106.41
108.11,108.60,109.32,107.76
108.48,108.10,108.99,108.10
106.39,106.32,106.39,105.75
108.50,108.69,109.09,108.09
108.00,108.35,108.42,107.34
108.00,107.60,108.10,107.45
106.41,106.32,106.76,106.12
103.47,103.54,104.03,103.01
101.66,101.38,101.87,100.91
98.23,98.74,99.56,98.11
98.90,99.51,99.62,98.38
99.21,98.27,99.25,97.80
100.70,100.66,101.10,100.40
98.53,98.43,99.09,98.30
101.23,101.58,101.97,101.02
103.76,104.26,104.31,103.49
105.00,104.96,105.39,104.79
104.51,103.68,104.51,103.49
102.00,103.36,103.54,102.00
105.10,104.70,105.38,104.45
104.72,104.85,105.33,104.16
105.54,105.44,105.86,105.25
106.96,107.45,107.57,106.67
107.52,107.34,107.91,106.70
107.35,107.32,107.43,106.76
105.75,106.37,106.64,105.51
103.62,102.96,104.66,102.81
102.69,101.70,102.76,101.42
102.52,102.47,102.73,101.96
101.67,101.45,101.92,100.60
101.68,100.62,101.68,100.59
101.26,101.27,101.45,100.67
101.58,101.96,102.08,101.20
103.46,102.61,103.64,102.33
104.15,104.82,104.82,103.95
101.32,98.44,101.73,98.02
98.44,101.38,101.99,98.44
100.24,99.79,100.84,99.69
100.17,100.82,101.12,100.12
101.01,100.61,101.36,100.50
100.60,101.53,102.09,100.53
99.57,99.61,99.87,99.23
100.63,100.61,101.08,100.40
100.32,99.55,100.32,99.46
99.93,100.64,101.11,99.40
101.65,102.62,102.76,101.44
102.62,102.27,102.75,102.07
101.80,100.59,101.87,100.23
103.35,103.41,103.98,102.63
104.24,103.33,104.28,102.82
103.40,103.82,103.99,103.21
103.69,103.50,104.07,102.77
105.62,105.54,105.84,105.10
105.62,105.49,105.80,105.41
105.56,105.65,105.80,105.29
104.50,104.50,104.71,104.15
103.65,103.20,103.76,102.75
102.26,101.69,102.70,101.49
101.17,101.08,101.55,100.23
102.64,102.48,103.24,102.27
101.01,101.99,102.12,100.58
103.26,103.24,103.56,102.48
106.71,105.80,107.05,105.63
107.30,107.12,107.66,107.00
107.01,106.50,107.55,106.42
109.68,109.95,110.00,109.13
104.13,103.96,105.18,103.05
101.18,100.26,101.18,99.30
98.96,99.85,99.94,98.39
100.61,101.52,101.81,100.46
99.86,99.99,99.99,98.81
99.58,99.64,100.21,99.37
99.63,99.18,99.68,98.90
99.36,99.78,99.85,98.48
100.47,100.59,100.84,100.05
101.21,102.07,102.16,101.08
104.92,105.66,105.88,104.84
106.75,106.54,107.28,106.51
108.10,107.86,108.49,107.26
108.39,107.98,108.41,107.82
108.94,108.82,109.14,108.54
108.68,109.01,109.18,108.55
108.68,108.56,108.70,108.13
108.90,109.30,109.40,108.72
109.16,108.86,109.48,108.67
109.62,109.68,109.88,109.50
109.90,109.68,110.14,109.62
109.24,109.60,109.77,109.18
111.41,110.57,111.46,110.07
111.22,110.76,111.32,109.90
112.42,111.60,112.79,110.88
112.12,111.23,112.20,110.98
110.34,109.97,110.80,109.08
109.80,110.07,110.08,109.37
112.27,112.31,112.48,111.31
115.84,115.96,116.23,115.41
118.13,117.41,118.52,117.29
117.43,117.42,117.50,116.69
117.01,116.95,117.35,116.90
117.23,117.77,117.94,117.13
117.57,117.79,118.18,117.47
117.50,117.58,117.89,117.50
117.00,117.28,117.71,116.80
118.53,119.20,119.22,118.52
118.25,118.94,119.16,118.25
119.47,119.62,119.85,119.40
120.31,120.58,120.76,120.20
120.27,119.80,120.40,119.80
121.58,120.90,121.77,120.73
120.76,120.29,120.96,120.21
118.27,118.62,119.31,117.97
120.02,120.34,120.44,120.01
121.23,121.24,121.41,120.94
121.19,120.63,121.37,120.04
121.59,121.02,122.00,120.57
121.52,122.08,122.09,121.52
120.51,120.67,120.75,120.08
121.37,120.74,121.80,120.59
120.78,121.01,121.27,120.65
120.00,118.66,120.15,118.64
118.66,120.35,120.49,118.66
119.34,118.81,119.82,118.36
117.85,117.45,117.85,117.31
117.02,118.17,118.37,116.82
114.87,114.63,115.20,114.38
115.25,115.07,116.03,114.97
116.85,116.46,117.01,116.32
119.63,119.45,120.20,118.01
120.83,120.80,121.17,120.33
117.62,117.66,117.89,117.26
116.86,117.10,117.32,116.50
118.60,118.32,118.60,117.79
117.35,117.63,117.75,116.48
116.53,115.99,116.85,115.76
115.26,116.06,116.58,115.00
114.49,115.26,115.67,114.34
115.56,115.33,116.24,115.11
116.43,117.07,117.18,116.43
116.22,116.44,116.65,116.18
115.96,115.89,116.09,115.22
116.13,116.42,116.83,116.06
115.80,115.32,115.80,115.02
115.00,115.15,115.35,114.64
114.53,114.69,115.20,114.09
115.32,115.09,115.83,115.05
115.18,115.43,115.84,115.08
115.52,115.05,115.52,114.83
115.13,114.89,115.38,114.89
115.88,116.14,116.32,115.63
114.86,115.27,115.36,114.61
115.13,115.45,115.52,115.03
115.43,115.25,115.75,115.24
114.93,115.50,115.70,114.75
115.39,114.85,115.50,114.81
114.84,114.81,115.14,114.41
115.51,115.66,115.79,115.40
115.76,114.73,115.76,114.18
114.14,113.38,114.67,113.13
113.79,113.17,114.18,112.94
110.53,110.56,111.20,110.24
111.62,112.48,112.55,111.49
113.00,113.81,115.40,112.62
110.35,111.81,112.78,110.35
110.93,110.86,111.40,109.94
111.45,111.95,112.05,111.37
111.83,111.78,112.43,111.51
111.98,112.49,112.49,111.81
112.64,112.57,112.88,112.37
113.00,113.24,113.24,112.36
114.06,114.04,114.43,113.92
114.22,114.51,114.67,114.13
113.71,113.78,113.87,113.25
113.46,114.51,114.86,113.37
117.70,117.80,118.15,117.41
117.97,117.65,117.97,117.41
118.15,118.30,118.57,117.94
118.63,118.53,118.81,118.25
117.69,117.77,118.71,117.50
116.97,116.83,117.29,116.70
117.34,117.56,118.08,117.30
