LRAD,LRAD Corporation - Common Stock,NASDAQ
1.27,1.16,1.29,1.12
1.20,1.22,1.22,1.14
1.22,1.16,1.22,1.16
1.16,1.20,1.24,1.16
1.17,1.16,1.23,1.15
1.18,1.20,1.22,1.16
1.19,1.13,1.22,1.13
1.14,1.19,1.20,1.13
1.18,1.17,1.20,1.11
1.14,1.14,1.18,1.12
1.14,1.19,1.20,1.14
1.20,1.20,1.20,1.15
1.20,1.16,1.20,1.15
1.20,1.17,1.20,1.14
1.17,1.19,1.19,1.14
1.17,1.17,1.19,1.17
1.17,1.27,1.30,1.17
1.27,1.26,1.31,1.21
1.31,1.31,1.33,1.24
1.33,1.29,1.33,1.27
1.26,1.28,1.30,1.25
1.25,1.22,1.28,1.22
1.20,1.24,1.27,1.20
1.24,1.25,1.25,1.20
1.22,1.25,1.29,1.21
1.21,1.25,1.25,1.21
1.25,1.25,1.28,1.22
1.26,1.25,1.27,1.23
1.25,1.34,1.35,1.24
1.44,1.46,1.53,1.37
1.53,1.42,1.53,1.36
1.42,1.38,1.42,1.25
1.40,1.43,1.49,1.40
1.43,1.49,1.66,1.40
1.52,1.46,1.54,1.43
1.42,1.43,1.48,1.41
1.46,1.43,1.64,1.42
1.45,1.46,1.48,1.38
1.49,1.39,1.50,1.38
1.42,1.42,1.48,1.39
1.43,1.41,1.45,1.40
1.40,1.44,1.45,1.40
1.40,1.44,1.45,1.39
1.42,1.46,1.46,1.40
1.43,1.45,1.45,1.42
1.45,1.39,1.45,1.38
1.40,1.57,1.60,1.40
1.57,1.55,1.68,1.48
1.55,1.55,1.60,1.55
1.56,1.59,1.60,1.50
1.61,1.52,1.62,1.52
1.53,1.53,1.59,1.53
1.53,1.49,1.58,1.49
1.53,1.44,1.55,1.41
1.47,1.41,1.47,1.41
1.40,1.41,1.44,1.40
1.40,1.36,1.42,1.31
1.37,1.34,1.39,1.26
1.35,1.35,1.38,1.28
1.35,1.38,1.43,1.35
1.38,1.40,1.42,1.38
1.40,1.40,1.43,1.39
1.40,1.50,1.50,1.40
1.46,1.55,1.55,1.45
1.54,1.54,1.54,1.47
1.54,1.43,1.54,1.43
1.42,1.44,1.47,1.42
1.46,1.43,1.46,1.41
1.43,1.43,1.47,1.43
1.47,1.41,1.47,1.40
1.40,1.45,1.45,1.39
1.43,1.42,1.45,1.38
1.41,1.35,1.41,1.35
1.38,1.38,1.41,1.31
1.39,1.36,1.41,1.33
1.36,1.39,1.41,1.34
1.42,1.45,1.45,1.35
1.45,1.43,1.45,1.40
1.40,1.42,1.43,1.35
1.39,1.42,1.45,1.39
1.42,1.43,1.43,1.39
1.45,1.49,1.50,1.44
1.49,1.49,1.51,1.45
1.48,1.50,1.51,1.46
1.48,1.51,1.53,1.46
1.48,1.60,1.65,1.46
1.64,1.62,1.65,1.58
1.62,1.59,1.65,1.53
1.60,1.61,1.61,1.54
1.57,1.68,1.69,1.54
1.69,1.62,1.75,1.61
1.63,1.61,1.68,1.54
1.62,1.57,1.66,1.51
1.56,1.65,1.65,1.56
1.64,1.63,1.64,1.60
1.66,1.61,1.66,1.56
1.57,1.55,1.63,1.52
1.51,1.50,1.60,1.49
1.51,1.49,1.57,1.46
1.47,1.52,1.54,1.47
1.52,1.48,1.54,1.47
1.47,1.65,1.67,1.42
1.61,1.61,1.65,1.58
1.64,1.66,1.69,1.59
1.63,1.66,1.68,1.62
1.67,1.67,1.80,1.65
1.65,1.62,1.73,1.60
1.60,1.62,1.70,1.60
1.69,1.78,1.78,1.60
2.05,1.85,2.16,1.73
1.89,1.76,1.92,1.75
1.79,1.76,1.79,1.72
1.73,1.76,1.79,1.73
1.80,1.90,1.90,1.71
1.92,1.91,1.94,1.85
1.91,1.88,1.93,1.83
1.88,1.86,1.89,1.83
1.86,1.83,1.86,1.81
1.85,1.92,1.93,1.83
1.92,1.93,1.97,1.86
1.90,1.91,1.99,1.87
1.94,1.93,1.94,1.88
1.96,1.88,1.96,1.85
1.86,1.89,1.91,1.85
1.88,1.87,1.89,1.81
1.90,1.94,1.94,1.87
1.94,1.89,1.94,1.86
1.87,1.95,1.98,1.87
1.98,1.96,1.98,1.90
1.91,1.90,1.95,1.90
1.88,1.93,1.94,1.88
1.95,1.93,1.95,1.91
1.92,1.92,1.93,1.88
1.90,1.88,1.95,1.85
1.86,1.88,1.94,1.83
1.86,1.87,1.90,1.85
1.86,1.82,1.90,1.82
1.81,1.83,1.88,1.81
1.81,1.80,1.87,1.75
1.81,1.91,1.93,1.75
1.93,1.89,1.93,1.85
1.92,1.91,1.92,1.88
1.93,1.90,1.94,1.88
1.91,1.91,1.91,1.87
1.89,1.90,1.94,1.85
1.92,1.93,1.94,1.90
1.93,2.03,2.08,1.90
2.04,2.03,2.09,2.00
2.06,2.03,2.08,1.98
2.00,1.97,2.01,1.94
1.95,1.95,2.00,1.90
1.97,1.90,1.97,1.74
2.07,2.06,2.12,1.95
2.10,2.05,2.11,2.05
2.09,2.20,2.22,2.04
2.20,2.20,2.24,2.16
2.19,2.09,2.20,2.07
2.11,2.19,2.23,2.08
2.10,1.93,2.15,1.88
1.91,1.92,2.00,1.90
1.91,2.00,2.01,1.91
1.96,1.99,2.01,1.92
2.01,1.94,2.01,1.94
1.94,1.97,2.04,1.94
1.97,2.01,2.03,1.97
2.02,2.08,2.11,2.01
2.13,2.13,2.15,2.10
2.13,2.08,2.13,2.03
2.08,2.08,2.10,2.03
2.09,2.07,2.10,2.07
2.06,2.11,2.12,2.06
2.11,2.08,2.11,2.03
2.06,2.06,2.08,2.06
2.03,2.18,2.19,2.03
2.16,2.19,2.22,2.15
2.19,2.15,2.20,2.08
2.16,2.13,2.18,2.12
2.16,2.16,2.18,2.10
2.19,2.16,2.20,2.14
2.15,2.11,2.15,2.10
2.13,2.15,2.18,2.13
2.15,2.15,2.17,2.13
2.12,2.10,2.14,2.05
2.06,2.10,2.13,2.06
2.09,2.12,2.16,2.07
2.12,2.10,2.14,2.09
2.08,2.11,2.15,2.08
2.11,2.10,2.16,2.10
2.10,2.13,2.14,2.08
2.12,2.08,2.16,2.08
2.06,2.03,2.10,1.98
2.01,2.10,2.12,2.00
2.11,2.02,2.13,1.97
2.04,2.01,2.06,2.00
2.00,2.08,2.10,2.00
2.01,2.10,2.11,2.01
2.04,2.10,2.11,2.04
2.10,2.06,2.10,2.05
2.06,2.03,2.07,2.02
2.01,1.97,2.09,1.88
1.96,1.95,1.99,1.93
1.95,1.91,1.95,1.85
1.90,1.96,1.96,1.90
1.95,1.94,2.00,1.91
1.91,1.86,1.91,1.83
1.85,1.89,1.97,1.83
1.89,1.88,1.95,1.85
1.88,1.91,1.93,1.88
1.91,1.95,1.99,1.90
1.94,1.91,1.97,1.90
1.95,1.94,1.98,1.91
1.97,1.91,1.97,1.88
1.93,1.85,1.93,1.83
1.83,1.84,1.86,1.83
1.89,1.83,1.89,1.80
1.79,1.80,1.83,1.79
1.77,1.82,1.90,1.77
1.80,1.80,1.94,1.78
1.80,1.83,1.88,1.79
1.84,1.83,1.88,1.77
1.83,1.83,1.87,1.83
1.86,1.82,1.87,1.80
1.95,1.81,1.95,1.79
1.87,1.85,1.87,1.80
1.88,1.94,1.94,1.84
1.95,1.94,1.95,1.91
1.91,1.91,1.94,1.88
1.90,1.92,1.93,1.84
1.94,1.99,2.01,1.88
2.00,2.05,2.05,1.99
2.05,2.04,2.09,2.01
2.03,1.99,2.05,1.99
2.00,1.95,2.00,1.93
1.93,1.96,1.99,1.91
1.96,1.97,1.98,1.93
1.96,1.97,1.99,1.94
1.95,1.95,1.96,1.86
1.91,2.05,2.10,1.91
2.08,2.05,2.08,1.97
2.02,2.00,2.02,1.97
1.95,1.96,1.99,1.95
1.94,1.95,1.96,1.82
1.97,2.01,2.06,1.90
1.98,1.98,1.99,1.92
1.95,1.97,1.98,1.93
1.95,1.99,2.02,1.93
1.96,1.95,1.99,1.92
1.98,1.99,2.01,1.94
2.00,1.98,2.02,1.94
1.99,2.04,2.05,1.97
2.01,2.02,2.05,1.98
2.01,2.11,2.12,1.98
2.05,2.02,2.05,1.99
2.00,2.02,2.03,1.98
2.04,2.01,2.10,1.99
2.00,2.00,2.07,1.97
2.05,2.02,2.05,1.99
1.98,2.06,2.06,1.98
2.09,2.06,2.09,1.99
2.03,2.11,2.11,2.03
2.11,2.09,2.11,2.02
2.08,2.08,2.09,2.06
2.05,2.04,2.05,2.03
2.05,2.02,2.05,1.96
2.01,2.03,2.04,1.98
2.00,2.02,2.03,1.97
1.99,2.02,2.03,1.99
1.86,1.99,2.03,1.86
1.95,1.97,2.02,1.90
1.99,2.00,2.02,1.97
2.04,1.94,2.04,1.91
1.95,1.98,2.02,1.91
1.98,1.98,2.01,1.96
1.98,2.00,2.00,1.98
1.97,2.00,2.00,1.96
1.97,1.99,2.02,1.97
1.96,1.98,2.00,1.96
1.95,1.91,1.99,1.90
1.91,1.95,1.97,1.91
1.98,1.94,1.98,1.90
1.90,1.93,1.94,1.86
1.90,1.89,1.94,1.85
1.88,1.90,1.91,1.85
1.86,1.91,1.92,1.86
1.89,1.91,1.98,1.84
1.89,1.95,1.97,1.89
2.16,2.24,2.46,2.14
2.25,2.41,2.48,2.25
2.41,2.45,2.48,2.37
2.45,2.65,2.68,2.41
2.70,2.87,2.95,2.67
2.87,2.71,2.87,2.71
2.84,3.03,3.08,2.84
3.09,3.25,3.35,3.06
3.30,3.07,3.36,2.84
3.00,2.96,3.05,2.86
2.94,3.04,3.10,2.90
3.10,3.31,3.45,3.10
3.35,3.20,3.40,3.15
3.25,3.17,3.25,3.15
3.10,3.18,3.19,3.00
3.24,3.31,3.40,3.12
3.38,3.47,3.55,3.28
3.55,3.56,3.88,3.48
3.51,3.38,3.60,3.32
3.36,3.34,3.39,3.20
3.30,3.20,3.34,3.14
3.17,3.22,3.29,3.16
3.21,3.20,3.27,3.05
3.16,3.16,3.23,3.08
3.14,3.16,3.21,3.08
3.16,2.99,3.17,2.90
2.91,3.06,3.14,2.90
3.06,3.03,3.19,2.99
3.01,2.89,3.03,2.84
2.89,2.82,2.93,2.77
2.76,2.62,2.77,2.55
2.59,2.72,2.78,2.49
2.64,2.75,2.80,2.64
2.88,2.78,2.99,2.70
2.82,2.81,2.87,2.71
2.81,2.80,2.83,2.68
2.93,2.71,2.97,2.64
2.69,2.76,2.77,2.62
2.74,2.74,2.83,2.70
2.73,2.96,2.99,2.73
2.96,2.88,3.17,2.86
2.86,3.00,3.05,2.70
3.00,2.83,3.02,2.73
2.85,2.66,2.88,2.64
2.64,2.75,2.84,2.62
2.74,2.64,2.79,2.60
2.69,2.58,2.69,2.51
2.52,2.53,2.57,2.30
2.46,2.57,2.60,2.43
2.61,2.57,2.66,2.50
2.57,2.56,2.59,2.45
2.55,2.63,2.75,2.50
2.65,2.58,2.69,2.55
2.60,2.73,2.75,2.59
2.71,2.74,2.85,2.69
2.75,2.75,2.77,2.65
2.79,2.79,2.85,2.70
2.80,2.77,2.84,2.75
2.77,2.73,2.82,2.64
2.76,2.74,2.83,2.70
2.75,2.71,2.81,2.70
2.70,2.94,2.99,2.70
3.00,2.92,3.05,2.80
2.89,2.93,2.93,2.77
2.94,2.84,2.96,2.82
2.81,2.79,2.89,2.79
2.79,2.74,2.85,2.74
2.70,2.86,2.86,2.68
2.84,2.75,2.85,2.74
2.72,2.76,2.78,2.72
2.74,2.81,2.85,2.70
2.80,3.20,3.20,2.77
3.19,3.17,3.27,3.05
3.12,3.12,3.18,2.98
3.17,2.95,3.25,2.85
2.97,2.85,3.00,2.80
2.80,2.79,2.85,2.75
2.78,2.80,2.84,2.75
2.77,2.75,2.85,2.71
2.73,2.61,2.78,2.53
2.59,2.62,2.65,2.55
2.60,2.55,2.69,2.55
2.56,2.64,2.72,2.56
2.63,2.70,2.70,2.57
2.68,2.60,2.68,2.57
2.55,2.59,2.64,2.46
2.61,2.45,2.63,2.45
2.48,2.52,2.52,2.31
2.55,2.57,2.62,2.42
2.54,2.43,2.57,2.42
2.41,2.48,2.52,2.41
2.50,2.57,2.58,2.43
2.58,2.55,2.63,2.44
2.55,2.49,2.55,2.43
2.48,2.48,2.50,2.45
2.48,2.47,2.50,2.43
2.46,2.42,2.49,2.41
2.42,2.53,2.54,2.41
2.50,2.48,2.52,2.47
2.46,2.56,2.61,2.44
2.55,2.70,2.70,2.50
2.70,2.69,2.75,2.67
2.69,2.72,2.80,2.65
2.72,2.77,2.80,2.69
2.76,2.71,2.77,2.69
2.53,2.70,2.72,2.53
2.72,2.69,2.74,2.65
2.69,2.65,2.69,2.59
2.62,2.71,2.71,2.57
2.73,2.72,2.73,2.62
2.69,2.71,2.74,2.66
2.70,2.63,2.70,2.61
2.65,2.58,2.73,2.56
2.55,2.53,2.63,2.50
2.57,2.62,2.62,2.51
2.59,2.66,2.68,2.58
2.63,2.74,2.74,2.63
2.74,2.74,2.75,2.69
2.74,2.63,2.80,2.58
2.59,2.80,2.80,2.56
2.80,2.99,3.01,2.79
2.98,2.90,2.99,2.84
2.88,2.90,2.97,2.80
2.88,2.82,2.94,2.81
2.86,2.77,2.87,2.75
2.75,2.67,2.80,2.50
2.64,2.72,2.74,2.55
2.70,2.65,2.75,2.58
2.66,2.74,2.76,2.55
2.75,2.69,2.77,2.66
2.66,2.68,2.69,2.65
2.65,2.65,2.72,2.65
2.62,2.65,2.68,2.62
2.65,2.63,2.68,2.63
2.63,2.62,2.67,2.61
2.64,2.65,2.70,2.64
2.66,2.63,2.68,2.63
2.66,2.65,2.66,2.61
2.66,2.62,2.66,2.62
2.62,2.65,2.68,2.60
2.68,2.64,2.68,2.52
2.65,2.63,2.66,2.62
2.63,2.56,2.64,2.56
2.56,2.55,2.58,2.52
2.51,2.57,2.59,2.51
2.59,2.56,2.63,2.51
2.58,2.51,2.58,2.50
2.54,2.48,2.54,2.45
2.47,2.29,2.48,2.23
2.29,2.36,2.36,2.25
2.30,2.29,2.32,2.27
2.28,2.16,2.29,2.15
2.19,2.16,2.21,2.06
2.15,2.25,2.32,2.15
2.25,2.29,2.33,2.25
2.30,2.29,2.33,2.27
2.28,2.30,2.32,2.23
2.29,2.28,2.29,2.24
2.25,2.29,2.31,2.25
2.26,2.30,2.33,2.26
2.29,2.34,2.35,2.24
2.34,2.35,2.40,2.29
2.32,2.34,2.34,2.30
2.34,2.34,2.35,2.32
2.35,2.41,2.47,2.35
2.43,2.42,2.44,2.37
2.45,2.44,2.50,2.42
2.44,2.42,2.44,2.36
2.39,2.38,2.44,2.37
2.40,2.40,2.41,2.35
2.46,2.44,2.46,2.40
2.45,2.46,2.46,2.41
2.43,2.46,2.48,2.40
2.46,2.42,2.46,2.36
2.41,2.37,2.41,2.34
2.38,2.41,2.44,2.37
2.44,2.54,2.57,2.41
2.52,2.63,2.63,2.52
2.58,2.60,2.62,2.55
2.57,2.43,2.60,2.43
2.48,2.48,2.53,2.43
2.47,2.52,2.55,2.47
2.51,2.45,2.59,2.44
2.49,2.43,2.49,2.34
2.44,2.56,2.59,2.43
2.51,2.56,2.56,2.46
2.62,2.54,2.63,2.47
2.56,2.59,2.59,2.46
2.59,2.45,2.59,2.34
2.30,2.43,2.45,2.30
2.40,2.48,2.51,2.35
2.46,2.50,2.51,2.45
2.50,2.48,2.59,2.45
2.43,2.48,2.51,2.37
2.49,2.55,2.56,2.42
2.53,2.48,2.62,2.40
2.45,2.46,2.49,2.42
2.49,2.47,2.49,2.37
2.45,2.52,2.56,2.42
2.48,2.46,2.48,2.43
2.45,2.41,2.46,2.41
2.40,2.46,2.51,2.37
2.40,2.36,2.40,2.36
2.39,2.40,2.40,2.31
2.40,2.41,2.42,2.38
2.44,2.45,2.46,2.42
2.45,2.37,2.45,2.31
2.36,2.33,2.36,2.32
2.35,2.38,2.40,2.31
2.37,2.35,2.40,2.33
2.35,2.31,2.38,2.30
2.31,2.21,2.32,2.21
2.22,2.20,2.25,2.20
2.20,2.22,2.25,2.14
2.22,2.24,2.25,2.20
2.21,2.15,2.21,2.12
2.15,2.12,2.19,2.07
2.06,2.12,2.12,2.06
2.06,2.12,2.20,2.06
2.10,2.14,2.17,2.10
2.14,2.13,2.14,2.10
2.13,2.12,2.17,2.11
2.11,2.19,2.19,2.08
2.14,2.12,2.17,2.07
2.10,1.99,2.12,1.97
2.00,2.09,2.09,1.99
2.09,2.05,2.22,2.01
2.06,2.03,2.08,2.02
2.01,1.99,2.02,1.99
2.00,1.95,2.00,1.95
1.95,1.93,1.97,1.92
1.94,1.96,1.98,1.92
1.97,2.03,2.09,1.97
2.01,2.03,2.09,2.01
2.07,2.02,2.09,2.02
2.04,1.97,2.04,1.95
1.97,2.01,2.01,1.95
2.00,1.91,2.00,1.91
1.91,1.86,1.94,1.81
1.89,1.82,1.89,1.82
1.86,1.79,1.86,1.76
1.80,1.68,1.80,1.67
1.68,1.72,1.84,1.49
1.79,1.69,1.84,1.66
1.69,1.72,1.77,1.65
1.75,1.75,1.79,1.72
1.77,1.71,1.81,1.68
1.72,1.61,1.72,1.59
1.69,1.62,1.76,1.60
1.64,1.71,1.75,1.62
1.75,1.75,1.79,1.63
1.56,1.42,1.81,1.37
1.45,1.56,1.69,1.45
1.50,1.57,1.63,1.50
1.60,1.72,1.75,1.54
1.76,1.74,1.76,1.69
1.71,1.72,1.75,1.64
1.68,1.72,1.75,1.68
1.72,1.77,1.81,1.72
1.77,1.78,1.83,1.67
1.80,1.80,1.84,1.77
1.82,1.81,1.83,1.76
1.70,1.78,1.81,1.67
1.81,1.78,1.81,1.76
1.80,1.79,1.80,1.76
1.83,1.83,1.90,1.82
1.84,1.87,1.93,1.84
1.87,1.87,1.87,1.82
1.81,1.85,1.88,1.81
1.86,1.83,2.06,1.81
1.85,1.83,1.85,1.83
1.85,1.90,1.93,1.85
1.94,1.87,1.94,1.85
1.87,1.85,1.90,1.85
1.86,1.88,1.91,1.85
1.85,1.83,1.85,1.83
1.83,1.83,1.84,1.82
1.83,1.83,1.85,1.82
1.83,1.81,1.85,1.81
1.81,1.79,1.85,1.79
1.76,1.82,1.83,1.68
1.80,1.79,1.84,1.79
1.84,1.77,1.84,1.77
1.79,1.67,1.79,1.66
1.64,1.63,1.65,1.62
1.64,1.57,1.68,1.52
1.56,1.57,1.60,1.56
1.57,1.57,1.59,1.56
1.60,1.67,1.71,1.56
1.67,1.70,1.71,1.62
1.70,1.80,1.80,1.70
1.80,1.81,1.85,1.80
1.84,1.79,1.84,1.57
1.77,1.82,1.92,1.77
1.90,1.83,1.90,1.77
1.81,1.81,1.83,1.79
1.84,1.73,1.84,1.64
1.76,1.78,1.80,1.73
1.76,1.73,1.76,1.70
1.70,1.80,1.84,1.70
1.84,1.74,1.84,1.74
1.75,1.76,1.81,1.75
1.79,1.74,1.79,1.69
1.88,1.69,1.88,1.69
1.73,1.72,1.73,1.72
1.70,1.69,1.75,1.67
1.69,1.67,1.70,1.65
1.72,1.61,1.73,1.59
1.66,1.69,1.69,1.59
1.64,1.62,1.72,1.59
1.66,1.60,1.69,1.60
1.59,1.59,1.62,1.58
1.59,1.59,1.61,1.59
1.59,1.59,1.59,1.59
1.58,1.56,1.61,1.56
1.55,1.54,1.55,1.53
1.51,1.50,1.57,1.50
1.49,1.45,1.50,1.45
1.43,1.51,1.58,1.41
1.52,1.68,1.68,1.52
1.67,1.62,1.67,1.50
1.58,1.62,1.70,1.51
1.58,1.57,1.59,1.52
1.61,1.61,1.65,1.57
1.66,1.58,1.66,1.58
1.58,1.58,1.67,1.56
1.59,1.53,1.62,1.52
1.54,1.59,1.61,1.53
1.60,1.59,1.65,1.54
1.60,1.52,1.60,1.50
1.52,1.54,1.55,1.48
1.54,1.56,1.58,1.51
1.53,1.46,1.54,1.37
1.54,1.52,1.55,1.40
1.47,1.69,1.70,1.41
1.69,1.74,1.87,1.65
1.70,1.80,1.88,1.70
1.71,1.75,1.81,1.71
1.73,1.76,1.76,1.70
1.76,1.77,1.80,1.70
1.74,1.70,1.84,1.70
1.76,1.83,1.93,1.75
1.83,1.80,1.84,1.73
1.75,1.86,1.93,1.75
1.84,1.76,1.98,1.76
1.78,1.76,1.82,1.76
1.78,1.78,1.94,1.78
1.78,1.83,1.88,1.78
1.82,1.83,1.92,1.80
1.85,1.79,1.87,1.79
1.82,1.87,1.89,1.79
1.89,1.88,2.00,1.84
1.91,1.99,2.00,1.87
1.98,1.92,1.99,1.91
1.92,1.82,1.92,1.81
1.82,1.81,1.90,1.78
1.85,1.83,1.85,1.79
1.85,1.78,1.85,1.77
1.78,1.77,1.80,1.77
1.82,1.73,1.82,1.73
1.70,1.76,1.76,1.69
1.75,1.77,1.82,1.75
1.77,1.76,1.78,1.74
1.75,1.68,1.80,1.67
1.68,1.68,1.72,1.67
1.69,1.68,1.69,1.67
1.67,1.67,1.67,1.55
1.67,1.61,1.70,1.60
1.68,1.59,1.70,1.59
1.56,1.60,1.66,1.56
1.66,1.64,1.69,1.64
1.67,1.62,1.67,1.56
1.64,1.63,1.66,1.58
1.65,1.65,1.70,1.61
1.63,1.65,1.66,1.62
1.67,1.70,1.70,1.65
1.60,1.61,1.65,1.56
1.59,1.50,1.59,1.45
1.55,1.54,1.56,1.52
1.45,1.57,1.57,1.45
1.51,1.47,1.61,1.47
1.48,1.57,1.58,1.48
1.51,1.52,1.53,1.50
1.51,1.57,1.57,1.51
1.57,1.61,1.65,1.57
1.58,1.64,1.66,1.58
1.65,1.64,1.66,1.64
1.67,1.64,1.67,1.64
1.63,1.75,1.75,1.63
1.74,1.69,1.75,1.69
1.70,1.72,1.72,1.66
1.70,1.70,1.79,1.60
1.73,1.70,1.74,1.70
1.72,1.70,1.72,1.70
1.70,1.69,1.75,1.69
1.72,1.75,1.79,1.72
1.72,1.73,1.75,1.68
1.65,1.67,1.74,1.64
1.70,1.66,1.72,1.63
1.68,1.63,1.69,1.63
1.62,1.62,1.73,1.61
1.68,1.65,1.72,1.63
1.66,1.75,1.77,1.65
1.71,1.79,1.92,1.71
1.76,1.75,1.80,1.75
1.79,1.75,1.79,1.71
1.71,1.68,1.75,1.67
1.69,1.74,1.74,1.69
1.74,1.72,1.76,1.69
1.71,1.78,1.81,1.70
1.75,1.68,1.82,1.68
1.67,1.64,1.71,1.64
1.66,1.68,1.68,1.65
1.82,1.66,1.82,1.64
1.66,1.67,1.72,1.65
1.66,1.76,1.76,1.64
1.70,1.65,1.71,1.64
1.67,1.65,1.67,1.64
1.63,1.63,1.67,1.63
1.63,1.67,1.74,1.63
1.70,1.72,1.75,1.67
1.72,1.71,1.73,1.64
1.67,1.75,1.78,1.67
1.78,1.78,1.78,1.66
1.78,1.80,1.83,1.78
1.80,1.76,1.85,1.76
1.78,1.78,1.82,1.76
1.81,1.75,1.81,1.73
1.70,1.79,1.83,1.70
1.79,1.80,1.84,1.79
1.82,1.85,1.85,1.76
1.84,1.90,1.90,1.76
1.90,1.89,1.90,1.84
1.88,1.82,1.88,1.77
1.84,1.81,1.87,1.81
1.81,1.81,1.86,1.81
1.82,1.78,1.88,1.75
1.79,1.78,1.84,1.78
1.82,1.84,1.90,1.80
1.82,1.80,1.84,1.80
1.80,1.75,1.81,1.75
1.78,1.76,1.80,1.68
1.72,1.77,1.80,1.71
1.80,1.75,1.89,1.72
1.77,1.84,1.84,1.72
1.84,1.81,1.87,1.73
1.82,1.80,1.83,1.71
1.73,1.74,1.83,1.71
1.72,1.72,1.77,1.72
1.71,1.71,1.77,1.71
1.71,1.67,1.75,1.66
1.68,1.64,1.70,1.61
1.61,1.62,1.73,1.61
1.66,1.70,1.70,1.61
1.70,1.71,1.75,1.67
1.71,1.75,1.77,1.71
1.71,1.78,1.78,1.71
1.77,1.76,1.79,1.76
1.76,1.77,1.78,1.75
1.77,1.79,1.84,1.77
1.81,1.82,1.86,1.81
1.83,1.85,1.87,1.83
1.84,1.84,1.85,1.80
1.84,1.82,1.86,1.81
1.82,1.83,1.84,1.80
1.80,1.85,1.88,1.80
1.85,1.80,1.87,1.78
1.79,1.77,1.81,1.72
1.80,1.81,1.81,1.80
1.81,1.81,1.84,1.79
1.79,1.74,1.84,1.74
1.75,1.83,1.84,1.75
1.84,1.85,1.94,1.77
1.81,1.79,1.87,1.75
1.77,1.73,1.83,1.70
1.75,1.79,1.80,1.67
1.70,1.80,1.82,1.70
1.79,1.79,1.83,1.72
1.79,1.78,1.83,1.77
1.75,1.79,1.80,1.73
1.77,1.79,1.80,1.72
1.75,1.74,1.78,1.62
1.66,1.85,1.95,1.66
1.84,1.84,1.84,1.79
1.84,1.83,1.84,1.80
1.82,1.85,1.85,1.80
1.84,1.89,1.89,1.80
1.90,1.92,1.92,1.85
2.08,2.00,2.18,1.95
2.00,1.99,2.07,1.96
2.01,1.95,2.01,1.91
1.96,2.01,2.01,1.95
2.00,1.97,2.04,1.97
1.98,1.98,1.99,1.93
1.99,1.96,2.03,1.95
1.97,1.93,2.00,1.92
1.96,1.96,2.00,1.93
1.91,1.98,1.99,1.91
2.01,1.99,2.02,1.96
2.00,2.02,2.04,1.93
1.96,1.94,2.10,1.91
1.92,1.88,1.96,1.73
1.88,1.92,1.95,1.82
1.95,1.91,1.95,1.89
1.90,1.89,2.04,1.87
1.93,1.92,2.01,1.89
1.92,1.90,1.97,1.85
1.88,1.89,1.92,1.85
1.89,1.88,1.90,1.87
1.88,1.89,1.89,1.86
1.87,1.88,1.98,1.86
1.88,1.84,1.88,1.82
1.87,1.85,1.90,1.83
1.82,1.82,1.85,1.82
1.81,1.86,1.95,1.81
1.86,1.86,1.90,1.76
1.91,1.90,1.92,1.85
1.93,1.87,1.95,1.82
1.88,1.88,1.94,1.81
1.89,1.86,1.91,1.85
1.92,1.88,1.93,1.82
1.90,1.85,1.91,1.83
1.85,1.83,1.90,1.83
1.82,1.95,1.96,1.82
1.95,1.92,2.00,1.89
1.94,1.98,1.99,1.89
1.91,1.86,2.00,1.85
1.88,1.94,1.95,1.87
1.90,1.91,1.95,1.89
1.88,1.96,1.96,1.88
1.96,1.95,1.96,1.90
1.90,1.87,2.00,1.86
1.88,1.92,1.92,1.88
1.88,1.89,1.91,1.88
1.89,1.90,1.96,1.88
1.92,1.89,1.94,1.88
1.89,1.95,1.98,1.89
1.96,1.93,1.96,1.93
1.94,1.91,1.94,1.90
1.92,1.89,1.92,1.83
1.86,1.89,1.89,1.86
1.92,1.87,1.97,1.82
1.85,1.82,1.88,1.81
1.80,1.77,1.81,1.77
1.75,1.63,1.80,1.58
1.65,1.65,1.66,1.58
1.66,1.72,1.72,1.65
1.71,1.76,1.77,1.69
1.71,1.72,1.72,1.70
1.75,1.70,1.75,1.68
1.70,1.70,1.74,1.68
1.72,1.76,1.76,1.69
1.75,1.70,1.80,1.69
1.69,1.70,1.72,1.69
1.73,1.69,1.73,1.69
1.74,1.64,1.74,1.63
1.66,1.65,1.66,1.64
1.75,1.68,1.75,1.62
1.66,1.60,1.66,1.60
1.61,1.67,1.69,1.60
1.68,1.67,1.70,1.63
1.66,1.71,1.74,1.66
1.75,1.74,1.75,1.70
1.70,1.74,1.79,1.67
1.74,1.70,1.74,1.69
1.68,1.67,1.70,1.63
1.67,1.64,1.70,1.64
1.69,1.64,1.73,1.63
1.62,1.62,1.72,1.60
1.59,1.70,1.70,1.59
1.72,1.72,1.73,1.67
1.74,1.72,1.74,1.72
1.72,1.83,1.84,1.72
1.78,1.86,1.95,1.78
1.86,1.86,1.90,1.85
1.88,1.82,1.90,1.82
1.81,1.88,1.88,1.78
1.85,1.85,1.90,1.82
1.85,1.93,1.95,1.85
1.93,1.87,1.93,1.83
1.87,1.88,1.89,1.80
1.88,1.86,1.90,1.80
1.82,1.80,1.86,1.80
1.83,1.78,1.85,1.73
1.77,1.75,1.78,1.74
1.83,1.75,1.83,1.72
1.72,1.72,1.76,1.72
