AMCN,AirMedia Group Inc - American Depositary Shares,NASDAQ
1.85,1.73,1.85,1.72
1.73,1.73,1.82,1.60
1.53,1.72,1.77,1.53
1.72,1.71,1.78,1.71
1.73,1.82,1.84,1.69
1.62,1.85,1.85,1.62
1.85,1.84,1.85,1.78
1.84,1.87,1.88,1.81
1.89,1.85,1.89,1.70
1.81,1.79,1.88,1.71
1.76,1.84,1.84,1.76
1.83,1.87,1.87,1.77
1.81,1.79,1.84,1.73
1.87,1.74,1.87,1.74
1.83,1.79,1.83,1.76
1.81,1.77,1.83,1.77
1.79,1.78,1.80,1.75
1.80,1.75,1.80,1.75
1.74,1.74,1.80,1.74
1.78,1.80,1.80,1.78
1.78,1.78,1.80,1.78
1.79,1.79,1.80,1.75
1.78,1.78,1.80,1.75
1.78,1.78,1.78,1.74
1.78,1.80,1.80,1.77
1.78,1.81,1.84,1.78
1.80,1.78,1.80,1.78
1.78,1.78,1.78,1.78
1.78,1.79,1.79,1.75
1.82,1.78,1.82,1.78
1.79,1.78,1.80,1.78
1.78,1.78,1.85,1.78
1.79,1.77,1.81,1.77
1.78,1.79,1.81,1.78
1.76,1.78,1.80,1.76
1.78,1.80,1.85,1.78
1.84,1.85,1.85,1.82
1.83,1.85,1.85,1.80
1.84,1.84,1.84,1.78
1.84,1.82,1.84,1.80
1.80,1.81,1.83,1.80
1.85,1.79,1.85,1.78
1.80,1.80,1.81,1.79
1.78,1.80,1.80,1.78
1.78,1.80,1.80,1.75
1.78,1.73,1.80,1.68
1.78,1.81,1.84,1.78
1.78,1.79,1.83,1.78
1.78,1.79,1.83,1.78
1.84,1.81,1.85,1.80
1.80,1.78,1.80,1.78
1.78,1.78,1.83,1.78
1.79,1.78,1.79,1.78
1.80,1.81,1.81,1.80
1.83,1.84,1.84,1.78
1.82,1.81,1.84,1.79
1.79,1.81,1.83,1.79
1.82,1.81,1.82,1.78
1.82,1.80,1.85,1.78
1.80,1.83,1.84,1.80
1.84,1.82,1.84,1.79
1.82,1.79,1.83,1.79
1.80,1.81,1.84,1.79
1.79,1.81,1.83,1.78
1.80,1.83,1.83,1.78
1.81,1.78,1.81,1.76
1.78,1.83,1.84,1.78
1.82,1.82,1.82,1.82
1.81,1.82,1.82,1.81
1.80,1.82,1.82,1.79
1.80,1.76,1.80,1.72
1.78,1.73,1.81,1.70
1.78,1.75,1.81,1.70
1.78,1.79,1.81,1.78
1.77,1.78,1.80,1.77
1.78,1.84,1.85,1.78
1.83,2.11,2.19,1.83
2.13,2.00,2.16,1.92
2.00,2.09,2.17,1.97
2.11,2.24,2.30,2.01
2.27,2.57,2.58,2.18
2.57,2.61,3.20,2.40
2.66,2.32,2.96,2.30
2.25,2.09,2.46,2.06
2.09,2.23,2.29,2.07
2.16,2.18,2.36,2.16
2.21,2.18,2.28,2.01
2.19,2.11,2.19,2.10
2.14,2.03,2.19,2.01
2.07,1.87,2.10,1.86
1.90,1.76,1.98,1.72
1.73,1.68,1.80,1.66
1.74,1.73,1.84,1.72
1.70,1.69,1.74,1.67
1.72,1.67,1.72,1.63
1.68,1.68,1.74,1.68
1.68,1.68,1.70,1.67
1.68,1.64,1.69,1.63
1.63,1.60,1.66,1.59
1.59,1.59,1.63,1.58
1.59,1.61,1.66,1.59
1.61,1.61,1.73,1.59
1.60,1.63,1.65,1.59
1.60,1.64,1.69,1.59
1.65,1.71,1.78,1.65
1.71,1.83,1.89,1.71
1.80,1.79,1.80,1.67
1.75,1.72,1.75,1.61
1.69,1.65,1.69,1.62
1.62,1.63,1.66,1.61
1.63,1.63,1.66,1.62
1.63,1.73,1.74,1.63
1.69,1.67,1.71,1.65
1.72,1.66,1.72,1.66
1.68,1.68,1.74,1.68
1.70,1.68,1.75,1.67
1.70,1.70,1.73,1.68
1.74,1.68,1.74,1.68
1.67,1.73,1.78,1.67
1.73,1.68,1.78,1.68
1.75,1.74,1.75,1.65
1.75,1.72,1.82,1.68
1.73,1.68,1.73,1.68
1.68,1.69,1.72,1.66
1.67,1.62,1.69,1.61
1.62,1.61,1.64,1.57
1.61,1.64,1.67,1.61
1.61,1.62,1.69,1.61
1.61,1.58,1.68,1.56
1.60,1.58,1.66,1.55
1.56,1.75,1.79,1.56
1.77,1.80,1.95,1.70
1.86,1.88,1.95,1.82
1.90,1.90,2.04,1.85
1.94,2.03,2.23,1.90
2.01,2.16,2.28,2.01
2.12,2.13,2.28,2.12
2.18,2.18,2.20,2.12
2.20,2.16,2.23,2.11
2.11,2.20,2.28,2.10
2.22,2.34,2.44,2.18
2.30,2.46,2.50,2.27
2.48,2.52,2.93,2.47
2.51,2.49,2.64,2.37
2.51,2.40,2.60,2.35
2.40,2.26,2.43,2.17
2.26,2.24,2.39,2.23
2.28,2.34,2.38,2.28
2.50,2.39,2.55,2.33
2.33,2.28,2.42,2.25
2.25,2.12,2.30,1.97
2.11,1.98,2.28,1.92
2.00,2.03,2.16,2.00
2.04,2.11,2.14,2.01
2.14,2.15,2.26,2.12
2.17,2.06,2.18,2.03
2.07,2.03,2.18,2.01
2.02,2.01,2.08,2.00
2.00,1.96,2.02,1.90
1.98,1.99,2.01,1.95
1.99,2.07,2.11,1.95
2.09,2.25,2.30,2.01
2.22,2.18,2.34,2.17
2.20,2.26,2.38,2.20
2.27,2.34,2.36,2.26
2.36,2.30,2.43,2.27
2.48,2.33,2.48,2.30
2.35,2.37,2.40,2.31
2.34,2.38,2.45,2.34
2.41,2.51,2.55,2.36
2.51,2.63,2.65,2.45
2.66,2.33,2.66,2.31
2.30,2.35,2.39,2.30
2.37,2.33,2.45,2.33
2.37,2.56,2.60,2.37
2.56,2.53,2.74,2.50
2.70,2.77,2.81,2.54
2.80,3.18,3.24,2.80
2.78,2.84,3.05,2.69
2.80,2.64,2.94,2.63
2.75,2.48,2.76,2.46
2.57,2.58,2.60,2.55
2.60,2.53,2.66,2.50
2.50,2.44,2.64,2.41
2.45,2.00,2.49,1.96
2.00,2.35,2.39,2.00
2.30,2.30,2.36,2.25
2.26,2.35,2.37,2.25
2.36,2.42,2.48,2.34
2.47,2.64,2.64,2.45
2.65,2.55,2.68,2.41
2.52,2.68,2.68,2.42
2.69,2.60,2.78,2.56
2.57,2.45,2.64,2.40
2.46,2.44,2.53,2.39
2.46,2.38,2.48,2.35
2.36,2.37,2.40,2.34
2.38,2.34,2.46,2.32
2.38,2.37,2.40,2.32
2.36,2.19,2.37,2.16
2.19,2.11,2.27,2.10
2.11,2.08,2.18,2.06
2.10,2.21,2.25,2.10
2.20,2.05,2.20,2.02
2.01,2.07,2.12,2.01
2.09,2.02,2.09,1.99
2.04,1.98,2.05,1.96
2.00,2.08,2.08,1.98
2.08,2.16,2.19,2.05
2.18,2.15,2.24,2.15
2.22,2.20,2.28,2.14
2.19,2.15,2.24,2.14
2.16,2.16,2.23,2.15
2.17,2.12,2.18,2.11
2.15,2.10,2.15,2.05
2.12,2.15,2.20,2.12
2.15,2.16,2.18,2.12
2.15,2.15,2.16,2.08
2.15,2.15,2.16,2.12
2.15,2.15,2.17,2.15
2.15,2.15,2.17,2.13
2.15,2.06,2.15,2.03
2.06,2.03,2.13,2.02
2.05,2.04,2.10,2.01
2.06,2.13,2.16,2.05
2.13,2.13,2.16,2.10
2.11,2.04,2.11,2.02
2.03,2.04,2.20,2.01
2.07,2.04,2.12,2.03
2.02,2.07,2.09,2.02
2.08,2.01,2.08,2.00
2.00,2.07,2.15,2.00
2.08,2.10,2.15,2.04
2.12,2.08,2.12,2.05
2.08,2.10,2.14,2.08
2.10,2.08,2.13,2.08
2.10,2.09,2.13,2.09
2.10,2.09,2.12,2.08
2.08,2.05,2.09,2.04
2.06,2.10,2.11,2.05
2.14,2.06,2.14,2.03
2.06,2.07,2.11,2.05
2.06,2.06,2.07,2.03
2.07,2.03,2.07,2.01
2.01,2.04,2.06,2.01
2.04,2.25,2.25,2.04
2.22,2.19,2.37,2.19
2.19,2.27,2.36,2.19
2.27,2.50,2.56,2.22
2.50,2.37,2.50,2.36
2.32,2.45,2.46,2.24
2.42,2.48,2.56,2.33
2.47,2.38,2.53,2.33
2.38,2.38,2.42,2.28
2.41,2.35,2.43,2.32
2.41,2.39,2.41,2.27
2.40,2.32,2.40,2.31
2.28,2.26,2.42,2.25
2.28,2.28,2.35,2.27
2.28,2.22,2.35,2.22
2.20,2.40,2.41,2.20
2.38,2.36,2.41,2.34
2.35,2.33,2.35,2.27
2.30,2.26,2.33,2.25
2.23,2.24,2.26,2.21
2.21,2.20,2.26,2.20
2.21,2.22,2.26,2.18
2.22,2.28,2.35,2.21
2.27,2.30,2.31,2.26
2.28,2.19,2.30,2.16
2.16,2.10,2.17,2.02
2.07,2.09,2.13,2.06
2.09,2.00,2.10,2.00
2.04,2.10,2.15,2.01
2.09,2.18,2.25,2.09
2.21,2.20,2.21,2.14
2.17,2.13,2.18,2.12
2.13,2.09,2.21,2.09
2.12,2.15,2.17,2.11
2.14,2.11,2.17,2.10
2.09,2.09,2.13,2.06
2.08,2.14,2.17,2.08
2.17,2.10,2.20,2.08
2.11,2.11,2.17,2.10
2.10,2.12,2.16,2.10
2.11,2.12,2.16,2.11
2.15,2.09,2.15,2.09
2.10,2.05,2.14,2.05
2.10,2.09,2.19,2.08
2.13,2.10,2.15,2.10
2.10,2.07,2.10,2.06
2.10,2.13,2.18,2.08
2.13,2.19,2.20,2.09
2.19,2.05,2.19,2.05
2.06,2.08,2.08,2.06
2.06,2.04,2.06,2.04
2.03,2.01,2.19,1.98
2.02,2.05,2.07,1.95
2.07,2.03,2.07,1.97
2.05,2.00,2.05,1.99
2.01,1.92,2.02,1.90
1.93,1.93,1.96,1.92
1.95,1.96,2.00,1.94
1.98,1.96,2.02,1.93
1.95,1.93,1.99,1.92
1.92,1.86,1.96,1.80
1.84,1.80,1.87,1.80
1.80,1.71,1.84,1.70
1.74,1.69,1.76,1.66
1.72,1.68,1.72,1.65
1.69,1.81,1.85,1.69
1.77,1.71,1.79,1.71
1.71,1.70,1.75,1.70
1.70,1.70,1.74,1.70
1.70,1.70,1.74,1.69
1.70,1.76,1.87,1.70
1.85,1.87,1.95,1.79
1.88,1.77,1.90,1.76
1.76,1.77,1.79,1.73
1.75,1.69,1.75,1.67
1.97,1.78,1.97,1.75
1.78,1.74,1.80,1.68
1.74,1.74,1.85,1.72
1.73,1.70,1.80,1.67
1.68,1.72,1.78,1.68
1.74,1.74,1.78,1.72
1.82,1.80,1.82,1.75
1.79,1.77,1.79,1.73
1.75,1.73,1.75,1.68
1.73,1.75,1.76,1.71
1.75,1.75,1.76,1.70
1.78,1.82,1.84,1.77
1.80,1.87,1.92,1.80
1.90,1.97,2.04,1.84
1.96,2.06,2.09,1.96
2.03,2.32,2.43,2.03
2.40,2.23,2.44,2.17
2.20,2.25,2.29,2.20
2.16,2.11,2.19,2.10
2.13,2.11,2.21,2.11
2.12,2.15,2.18,2.11
2.16,2.13,2.16,2.08
2.13,2.13,2.16,2.10
2.15,2.26,2.32,2.12
2.27,2.31,2.31,2.20
2.31,2.33,2.38,2.26
2.31,2.41,2.48,2.29
2.44,2.36,2.47,2.33
2.37,2.32,2.38,2.30
2.32,2.25,2.32,2.23
2.25,2.26,2.27,2.15
2.22,2.27,2.40,2.22
2.27,2.23,2.31,2.20
2.20,2.23,2.29,2.11
2.26,2.22,2.26,2.16
2.18,2.28,2.28,2.15
2.30,2.35,2.44,2.30
2.20,2.47,2.50,2.20
2.48,2.69,2.74,2.46
2.60,2.56,2.88,2.50
2.66,2.76,2.82,2.61
2.85,2.82,2.97,2.81
2.99,2.95,2.99,2.85
2.98,2.93,3.05,2.90
2.90,3.12,3.14,2.82
3.15,3.00,3.20,2.93
2.99,2.83,3.08,2.82
2.83,2.70,2.87,2.68
2.71,2.65,2.73,2.63
2.68,2.67,2.75,2.65
2.69,2.82,2.90,2.65
2.80,2.61,2.80,2.56
2.58,2.56,2.61,2.55
2.55,2.60,2.68,2.55
2.60,2.60,2.72,2.58
2.62,2.61,2.72,2.60
2.62,2.43,2.62,2.42
2.39,2.41,2.43,2.25
2.45,2.40,2.56,2.38
2.42,2.36,2.43,2.36
2.40,2.40,2.43,2.37
2.39,2.50,2.52,2.39
2.50,2.49,2.56,2.46
2.52,2.56,2.67,2.50
2.58,2.51,2.58,2.45
2.48,2.50,2.51,2.45
2.50,2.56,2.57,2.49
2.55,2.60,2.64,2.50
2.59,2.50,2.63,2.50
2.50,2.43,2.53,2.40
2.43,2.45,2.50,2.41
2.47,2.47,2.50,2.47
2.48,2.45,2.51,2.45
2.45,2.45,2.58,2.43
2.49,2.45,2.57,2.40
2.43,2.14,2.53,2.12
2.13,2.32,2.35,2.13
2.32,2.27,2.36,2.22
2.26,2.39,2.50,2.26
2.27,2.37,2.43,2.27
2.40,2.34,2.40,2.31
2.33,2.33,2.36,2.30
2.35,2.35,2.38,2.32
2.35,2.41,2.48,2.33
2.40,2.26,2.42,2.21
2.23,2.20,2.31,2.18
2.20,2.17,2.21,2.14
2.15,2.11,2.15,2.04
2.13,2.09,2.13,2.05
2.08,2.08,2.12,2.07
2.10,2.10,2.16,2.09
2.10,2.05,2.10,1.97
2.05,2.12,2.19,2.05
2.15,2.18,2.22,2.14
2.16,2.27,2.31,2.16
2.27,2.24,2.27,2.20
2.28,2.28,2.34,2.27
2.29,2.29,2.33,2.28
2.31,2.21,2.33,2.20
2.22,2.22,2.25,2.22
2.20,2.19,2.22,2.15
2.16,2.11,2.20,2.08
2.12,2.16,2.18,2.11
2.16,2.15,2.17,2.15
2.16,2.14,2.18,2.13
2.13,2.14,2.17,2.13
2.15,2.17,2.18,2.14
2.18,2.22,2.24,2.15
2.20,2.18,2.25,2.16
2.18,2.16,2.18,2.16
2.18,2.15,2.25,2.15
2.18,2.15,2.20,2.15
2.15,1.95,2.16,1.95
1.97,1.95,2.08,1.95
1.97,1.96,1.99,1.95
1.96,1.92,1.98,1.92
1.98,1.92,1.99,1.88
1.94,1.90,1.94,1.89
1.91,1.96,2.00,1.91
1.93,1.92,1.97,1.92
1.92,1.84,1.97,1.83
1.87,2.06,2.08,1.87
2.02,1.96,2.03,1.96
2.00,2.08,2.15,2.00
2.06,2.02,2.08,2.00
2.05,2.09,2.10,2.04
2.08,2.02,2.08,2.00
2.01,1.98,2.01,1.98
1.98,1.92,2.00,1.91
1.91,2.02,2.08,1.91
2.01,1.94,2.01,1.92
1.99,2.05,2.10,1.98
2.33,2.84,3.70,2.19
2.90,2.95,3.12,2.70
3.00,3.01,3.20,2.88
3.09,3.50,3.50,3.01
3.50,3.89,3.97,3.33
3.89,4.47,4.69,3.89
4.36,4.56,4.75,4.22
4.27,4.62,4.73,4.04
4.50,4.41,4.74,4.36
4.39,3.99,4.45,3.81
4.02,4.43,4.48,3.92
4.41,5.00,5.00,4.20
4.57,4.95,5.23,4.48
5.15,4.99,5.15,4.83
4.85,5.05,5.12,4.18
4.86,4.48,4.86,4.44
4.60,4.71,4.89,4.35
4.69,4.71,4.80,4.54
4.75,4.43,4.80,4.41
4.42,3.94,4.44,3.91
4.03,4.45,4.50,4.01
4.47,4.35,4.63,4.26
4.38,4.40,4.53,4.35
4.43,4.44,4.72,4.42
4.50,4.27,4.56,4.14
4.41,4.49,4.59,4.35
4.51,5.12,5.15,4.51
5.15,5.08,5.16,4.80
5.15,5.51,5.59,5.10
5.20,6.19,6.60,5.20
6.13,6.07,6.50,5.77
6.00,5.77,6.04,5.67
5.80,6.06,6.09,5.73
6.01,5.81,6.37,5.80
6.00,6.18,6.25,5.87
6.14,6.17,6.31,6.00
6.14,6.34,6.42,6.10
6.60,6.95,7.26,6.55
7.08,7.17,7.20,6.73
7.40,7.34,7.63,7.21
7.45,7.14,7.49,7.00
7.06,7.07,7.23,6.96
7.20,7.20,7.27,6.95
7.20,7.01,7.20,6.85
6.99,6.96,7.00,6.91
6.94,6.99,7.09,6.92
7.00,7.26,7.48,6.95
7.62,5.97,7.70,5.80
6.00,5.71,6.04,5.67
5.68,4.63,5.70,4.63
4.60,3.52,4.65,3.51
5.00,5.02,5.28,4.76
4.99,5.01,5.08,4.75
5.01,4.94,5.02,4.92
4.90,4.85,4.95,4.78
4.82,4.88,4.98,4.82
4.82,4.76,4.88,4.62
4.70,4.58,4.77,4.57
4.62,4.86,4.94,4.62
4.83,4.84,4.92,4.77
4.81,4.66,4.85,4.65
4.54,4.50,4.63,3.91
4.50,4.00,4.50,3.70
3.76,3.72,3.94,3.38
4.27,4.70,4.84,4.26
4.63,4.81,4.84,4.53
4.83,4.80,4.90,4.75
4.83,4.81,4.83,4.73
4.81,4.72,4.88,4.70
4.73,4.82,4.86,4.73
4.80,4.81,4.86,4.77
4.80,4.79,4.85,4.76
4.82,4.80,4.82,4.73
4.78,4.79,4.81,4.72
4.79,4.79,4.82,4.75
4.78,4.78,4.78,4.68
4.58,4.68,4.69,4.48
4.69,4.78,4.80,4.62
4.77,4.76,4.84,4.75
4.73,4.72,4.75,4.68
4.73,4.73,4.81,4.71
4.72,4.74,4.78,4.70
4.76,4.77,4.78,4.73
4.78,4.80,4.81,4.73
4.77,4.80,4.80,4.70
4.79,4.75,4.79,4.72
4.76,4.78,4.80,4.70
4.80,4.80,4.80,4.75
4.80,4.80,4.81,4.72
4.79,4.80,4.82,4.77
4.79,4.83,4.89,4.78
4.83,5.13,5.15,4.80
5.08,5.09,5.12,4.96
5.05,5.13,5.15,4.94
5.07,5.00,5.07,4.81
4.93,4.90,4.95,4.62
4.50,4.36,4.52,4.24
4.82,4.42,4.82,4.32
4.43,4.49,4.65,4.30
4.78,4.59,4.78,4.50
4.60,4.59,4.69,4.51
4.55,4.57,4.62,4.53
4.43,4.47,4.54,4.39
4.55,4.49,4.56,4.43
4.52,4.58,4.60,4.48
4.51,4.47,4.58,4.40
4.58,4.63,4.70,4.47
4.68,4.64,4.78,4.60
4.62,4.50,4.64,4.41
4.47,4.50,4.55,4.47
4.42,4.46,4.59,4.42
4.48,4.50,4.58,4.46
4.52,4.59,4.73,4.52
4.60,4.58,4.62,4.56
4.59,4.67,4.75,4.55
4.66,4.65,4.72,4.58
4.63,4.68,4.71,4.63
4.68,4.82,4.94,4.65
4.86,5.04,5.11,4.78
5.10,4.98,5.19,4.96
4.94,5.00,5.04,4.91
5.01,4.98,5.04,4.94
5.30,5.37,5.42,5.27
5.37,5.36,5.40,5.32
5.34,5.42,5.45,5.34
5.40,5.42,5.45,5.37
5.43,5.41,5.48,5.39
5.44,5.48,5.53,5.42
5.45,5.51,5.54,5.45
5.51,5.52,5.52,5.50
5.52,5.55,5.55,5.51
5.55,5.59,5.62,5.55
5.60,5.61,5.63,5.57
5.62,5.59,5.63,5.57
5.60,5.59,5.60,5.57
5.60,5.49,5.61,5.46
5.45,5.46,5.48,5.43
5.46,5.42,5.48,5.42
5.44,5.46,5.48,5.37
5.48,5.48,5.51,5.44
5.45,5.42,5.50,5.41
5.42,5.40,5.43,5.35
5.41,5.34,5.41,5.34
5.35,5.33,5.40,5.33
5.36,5.40,5.43,5.28
5.42,5.39,5.45,5.35
5.40,5.40,5.49,5.39
5.42,5.43,5.45,5.39
5.45,5.46,5.50,5.45
5.48,5.50,5.50,5.48
5.49,5.47,5.50,5.46
5.49,5.50,5.52,5.47
5.50,5.51,5.54,5.47
5.50,5.42,5.50,5.38
5.40,5.38,5.40,5.34
5.35,5.38,5.39,5.32
5.35,5.34,5.37,5.30
5.33,5.30,5.36,5.28
5.30,5.36,5.40,5.29
5.36,5.39,5.44,5.32
5.39,5.39,5.42,5.34
5.36,5.43,5.46,5.36
5.45,5.49,5.50,5.44
5.46,5.46,5.49,5.42
5.44,5.45,5.46,5.40
5.44,5.50,5.50,5.43
5.46,5.53,5.56,5.46
5.55,5.51,5.55,5.51
5.53,5.53,5.55,5.45
5.52,5.52,5.55,5.51
5.47,5.53,5.55,5.47
5.41,5.54,5.56,5.41
5.55,5.56,5.57,5.52
5.52,5.53,5.55,5.46
5.53,5.50,5.56,5.49
5.51,5.51,5.54,5.50
5.51,5.53,5.55,5.49
5.50,5.53,5.55,5.50
5.52,5.55,5.56,5.52
5.52,5.60,5.60,5.52
5.58,5.59,5.60,5.55
5.59,5.59,5.60,5.57
5.60,5.63,5.64,5.60
5.60,5.60,5.62,5.57
5.60,5.61,5.62,5.59
5.59,5.62,5.62,5.58
5.63,5.59,5.63,5.58
5.54,5.57,5.57,5.47
5.55,5.56,5.57,5.51
5.53,5.58,5.64,5.52
5.52,5.52,5.57,5.50
5.55,5.52,5.56,5.49
5.51,5.45,5.51,5.43
5.48,5.51,5.51,5.46
5.50,5.45,5.52,5.45
5.47,5.46,5.48,5.44
5.47,5.37,5.47,5.34
5.43,5.48,5.50,5.43
5.45,5.43,5.47,5.39
5.42,5.47,5.47,5.40
5.49,5.52,5.55,5.49
5.51,5.55,5.57,5.50
5.54,5.51,5.54,5.48
5.52,5.50,5.55,5.46
5.52,5.45,5.52,5.43
5.45,5.46,5.49,5.41
5.45,5.36,5.45,5.30
5.37,5.16,5.37,5.10
5.21,5.33,5.38,5.21
5.35,5.38,5.47,5.31
5.36,5.16,5.37,5.16
5.21,5.19,5.30,5.15
5.15,5.15,5.23,5.10
5.19,5.16,5.25,5.16
5.13,5.08,5.18,5.05
5.05,5.20,5.28,5.05
5.32,5.31,5.40,5.30
5.36,5.35,5.39,5.33
5.35,5.35,5.39,5.32
5.35,5.39,5.39,5.29
5.44,5.45,5.51,5.39
5.44,5.40,5.48,5.38
5.40,5.41,5.46,5.33
5.38,5.43,5.43,5.36
5.42,5.44,5.44,5.39
5.45,5.47,5.53,5.44
5.50,5.51,5.52,5.48
5.47,5.48,5.50,5.46
5.49,5.49,5.55,5.48
5.53,5.52,5.57,5.52
5.53,5.52,5.64,5.52
5.58,5.60,5.65,5.58
5.62,5.64,5.65,5.59
5.65,5.63,5.66,5.62
5.63,5.70,5.70,5.63
5.71,5.67,5.71,5.67
5.62,5.66,5.68,5.55
5.65,5.67,5.70,5.63
5.66,5.66,5.67,5.62
5.67,5.62,5.67,5.57
5.61,5.63,5.64,5.58
5.60,5.54,5.60,5.53
5.56,5.55,5.58,5.50
5.53,5.67,5.70,5.51
5.68,5.65,5.68,5.60
5.63,5.60,5.65,5.56
5.65,5.67,5.68,5.60
5.63,5.60,5.64,5.60
5.60,5.65,5.65,5.56
5.62,5.60,5.65,5.60
5.63,5.64,5.64,5.58
5.62,5.64,5.66,5.58
5.61,5.62,5.64,5.60
5.63,5.64,5.64,5.57
5.63,5.62,5.63,5.59
5.61,5.57,5.63,5.57
5.60,5.59,5.60,5.55
5.57,5.56,5.57,5.52
5.55,5.56,5.59,5.54
5.56,5.55,5.56,5.52
5.55,5.51,5.55,5.51
5.52,5.44,5.52,5.41
5.44,5.19,5.44,5.16
5.22,5.30,5.33,5.19
5.31,5.29,5.37,5.20
5.29,5.44,5.48,5.24
5.45,5.39,5.45,5.32
5.37,5.30,5.37,5.24
5.30,5.42,5.47,5.27
5.35,5.34,5.36,5.21
5.29,5.24,5.35,5.24
5.27,5.26,5.30,5.21
5.25,5.20,5.27,5.01
5.13,5.10,5.13,4.93
5.10,4.64,5.15,4.50
4.79,4.77,4.85,4.66
4.73,4.32,4.73,4.26
4.27,4.14,4.42,4.06
4.37,4.32,4.57,4.14
4.31,4.49,4.53,4.30
4.59,4.24,4.59,4.22
4.23,4.25,4.39,4.20
4.28,4.37,4.42,4.28
4.36,4.32,4.38,4.30
4.36,4.15,4.37,4.15
4.21,4.27,4.37,4.08
4.31,4.35,4.38,4.19
4.33,4.22,4.40,4.22
4.21,4.18,4.26,4.15
4.20,4.21,4.28,4.13
4.22,4.17,4.22,4.11
4.18,4.09,4.19,4.07
4.09,4.08,4.11,4.07
4.07,4.12,4.15,4.06
4.14,4.20,4.20,4.14
4.21,4.28,4.30,4.18
4.25,4.16,4.25,4.10
4.11,4.07,4.16,4.06
4.04,3.95,4.04,3.87
4.13,4.08,4.28,3.99
4.10,4.11,4.17,4.08
4.09,3.99,4.13,3.91
3.99,4.01,4.04,3.92
4.02,3.94,4.05,3.92
3.96,3.90,3.96,3.82
3.88,3.91,3.98,3.85
3.92,4.03,4.12,3.89
3.93,4.01,4.03,3.85
4.04,3.91,4.05,3.88
3.91,3.97,4.01,3.91
3.97,3.94,4.00,3.94
3.91,3.43,3.93,3.18
3.42,3.29,3.46,3.22
3.32,3.12,3.42,3.10
3.12,2.82,3.12,2.78
2.80,2.90,2.98,2.72
2.90,2.95,2.95,2.85
2.94,2.98,3.14,2.94
3.00,2.96,3.00,2.92
2.96,2.98,3.04,2.96
3.00,2.98,3.03,2.98
3.00,3.00,3.06,2.99
3.04,2.95,3.04,2.92
2.94,2.79,2.94,2.75
2.80,2.80,2.88,2.77
2.80,2.81,2.90,2.79
2.80,2.84,2.87,2.79
2.85,2.87,2.89,2.85
2.87,2.83,2.88,2.81
2.83,2.65,2.83,2.64
2.66,2.59,2.66,2.57
2.58,2.59,2.61,2.58
2.59,2.62,2.74,2.59
2.61,2.63,2.69,2.60
2.62,2.74,2.74,2.61
2.75,2.98,3.17,2.75
3.00,2.90,3.03,2.86
2.91,3.08,3.10,2.91
3.10,3.32,3.44,3.09
3.31,3.40,3.55,3.30
3.40,3.26,3.41,3.18
3.25,3.30,3.42,3.25
3.31,3.33,3.38,3.26
3.32,3.24,3.32,3.16
3.21,3.24,3.25,3.03
3.22,3.21,3.27,3.19
3.21,3.13,3.25,3.11
3.10,3.07,3.12,3.03
3.07,3.08,3.10,2.99
3.09,3.07,3.14,3.05
3.09,3.08,3.12,3.05
3.09,3.04,3.12,3.02
3.03,3.03,3.08,2.99
3.01,3.10,3.11,3.01
3.10,3.06,3.10,3.05
3.06,3.07,3.10,3.01
3.08,3.02,3.13,3.01
3.01,2.97,3.02,2.96
2.98,2.93,3.01,2.92
2.93,3.00,3.01,2.88
2.98,2.90,3.00,2.83
2.84,2.93,2.94,2.84
2.91,2.92,2.94,2.83
2.90,2.90,2.92,2.85
2.92,2.98,3.00,2.90
2.99,2.98,3.02,2.94
2.96,3.06,3.07,2.96
3.07,3.48,3.78,3.05
3.54,3.41,3.62,3.32
3.39,3.47,3.47,3.39
3.47,3.54,3.60,3.43
3.53,3.47,3.53,3.42
3.46,3.45,3.50,3.41
3.46,3.44,3.52,3.43
3.45,3.45,3.50,3.44
3.45,3.37,3.45,3.33
3.31,3.32,3.35,3.21
3.33,3.33,3.36,3.28
3.37,3.41,3.43,3.29
3.41,3.41,3.45,3.36
3.36,3.41,3.47,3.36
3.41,3.38,3.45,3.35
3.37,3.30,3.41,3.26
3.32,3.31,3.34,3.28
3.31,3.24,3.31,3.22
3.24,3.15,3.25,3.09
3.09,3.10,3.13,3.03
3.00,3.14,3.20,3.00
3.15,3.14,3.24,3.13
3.10,3.09,3.12,3.08
3.10,3.10,3.13,3.07
3.09,3.08,3.10,3.02
3.09,3.08,3.09,3.06
3.07,3.14,3.15,3.05
3.12,3.14,3.15,3.10
3.13,3.17,3.20,3.08
3.19,3.18,3.19,3.10
3.18,3.14,3.18,3.12
3.19,3.12,3.19,3.09
3.13,3.14,3.19,3.09
3.11,3.10,3.13,3.09
3.09,3.10,3.12,3.09
3.09,3.08,3.09,3.05
3.06,3.09,3.14,3.05
3.10,3.08,3.10,3.08
3.08,3.09,3.10,3.06
3.09,3.12,3.13,3.08
3.09,3.06,3.12,3.01
3.06,3.17,3.18,3.06
3.19,3.12,3.21,3.10
3.10,3.08,3.16,3.08
3.07,3.07,3.11,3.07
3.07,3.08,3.10,3.07
3.09,3.06,3.09,3.03
3.06,3.04,3.06,3.04
3.00,2.88,3.01,2.88
2.88,2.86,2.90,2.80
2.84,2.80,2.88,2.66
2.79,2.63,2.79,2.60
2.60,2.61,2.68,2.60
2.61,2.56,2.66,2.56
