JKD,iShares Morningstar Large-Cap ETF,NASDAQ
96.51,94.90,96.51,94.62
95.72,95.69,96.03,94.79
94.86,94.99,95.49,94.14
95.55,95.56,95.78,95.15
95.74,96.20,96.40,95.71
96.83,96.81,97.06,96.64
96.42,96.36,96.62,96.02
96.43,96.46,97.18,96.36
96.44,96.30,96.92,96.05
95.86,96.29,96.52,95.71
97.02,97.20,97.21,96.42
98.20,97.86,98.20,97.79
98.56,98.66,98.71,98.27
98.57,98.70,99.00,98.50
99.84,100.18,100.24,99.72
100.03,100.08,100.16,99.78
100.20,100.46,100.52,100.17
100.30,100.17,100.51,100.04
100.58,100.40,100.58,100.18
100.60,101.09,101.29,100.60
100.53,100.81,100.81,100.41
100.88,100.95,101.13,100.77
101.20,100.96,101.20,100.83
101.18,100.21,101.18,100.21
100.05,100.57,100.59,99.94
100.21,100.68,100.68,99.69
100.52,100.34,100.57,100.16
100.71,100.37,100.71,100.16
100.31,100.44,101.11,100.31
101.30,101.39,101.44,101.25
101.36,101.43,101.43,101.09
101.39,101.28,101.49,101.19
101.11,100.77,101.11,100.63
100.44,100.65,100.79,100.16
101.05,101.17,101.27,100.72
101.00,100.70,101.12,100.40
100.13,100.64,100.76,100.08
100.63,100.78,101.08,100.30
100.72,100.20,100.76,100.12
99.49,98.78,99.49,98.56
98.51,98.50,98.80,98.21
98.28,98.00,98.52,98.00
97.92,98.37,98.54,97.88
97.92,97.70,98.40,97.42
97.97,98.35,98.54,97.97
98.94,99.11,99.11,98.61
99.22,98.69,99.44,98.69
97.69,97.11,97.89,97.03
97.00,97.07,97.36,97.00
96.80,97.41,97.85,96.80
97.08,96.88,97.25,96.87
97.58,97.19,97.93,97.00
97.10,97.79,97.95,97.09
97.73,97.95,98.15,97.73
98.00,98.00,98.48,97.50
97.98,98.79,98.82,97.98
99.47,99.50,99.61,99.32
99.66,100.20,100.20,99.63
100.27,100.08,100.41,100.08
100.10,100.49,100.49,100.08
101.67,101.38,101.80,101.25
101.63,101.64,101.68,101.57
101.66,102.84,102.99,101.44
102.86,102.85,102.92,102.78
103.23,102.04,103.23,102.01
101.71,101.50,101.81,101.30
100.93,100.55,101.06,100.55
100.49,100.10,100.65,100.05
100.23,100.26,100.56,100.08
100.01,99.90,100.08,99.76
99.23,99.29,99.50,99.00
99.39,100.09,100.09,99.35
99.53,99.87,99.87,99.10
99.60,99.29,99.60,98.77
99.11,99.72,99.75,99.11
98.92,99.19,99.30,98.81
98.90,97.95,98.97,97.95
98.19,98.13,98.46,97.75
99.12,100.28,100.28,99.12
100.41,100.92,100.92,100.27
100.52,101.29,101.41,100.29
101.06,100.72,101.41,100.72
101.17,101.96,102.20,101.17
101.82,102.68,102.68,101.73
102.82,102.80,102.85,102.55
102.69,102.47,102.69,102.38
102.87,103.48,103.54,102.76
103.10,102.92,103.10,102.68
103.11,103.21,103.37,103.10
103.77,103.84,103.84,103.53
103.94,104.15,104.36,103.92
104.48,104.70,104.70,104.25
104.97,104.28,104.97,104.10
104.07,103.97,104.47,103.95
104.03,104.30,104.30,103.74
104.52,104.51,104.54,104.12
104.20,104.43,104.53,103.97
104.93,105.01,105.09,104.68
105.22,103.96,105.22,103.96
103.80,105.08,105.08,103.80
105.01,105.19,105.35,105.01
105.09,104.89,105.09,104.70
104.77,105.62,105.62,104.73
105.95,106.34,106.39,105.88
106.33,106.55,106.57,106.20
106.91,106.31,106.91,106.26
106.15,106.24,106.55,106.05
106.28,105.86,106.44,105.78
106.15,106.38,106.43,106.04
106.52,106.95,107.04,106.52
107.29,106.79,107.29,106.79
106.93,106.70,107.09,106.69
106.95,106.88,106.98,106.69
106.97,107.14,107.29,106.96
106.72,106.24,106.84,106.24
106.03,105.78,106.24,105.62
105.56,105.91,106.21,105.22
105.55,105.26,105.63,105.20
106.35,106.60,106.70,106.11
106.87,106.76,107.03,106.76
106.63,106.43,106.63,106.37
106.41,105.39,106.41,105.39
105.25,104.69,105.25,104.61
104.99,104.62,104.99,104.43
105.00,105.19,105.44,105.00
105.25,104.76,105.25,104.65
104.99,106.41,106.61,104.33
106.20,106.35,106.50,106.09
106.54,107.14,107.32,106.54
106.62,106.63,106.67,106.48
106.72,106.89,106.97,106.72
107.09,107.51,107.53,107.09
107.71,107.45,107.80,107.45
107.59,107.50,107.61,107.42
107.85,107.84,107.85,107.54
107.58,106.82,107.58,106.80
107.29,107.09,107.40,106.92
107.52,106.81,107.52,106.62
107.18,107.43,107.46,107.13
107.15,107.11,107.26,106.84
107.50,107.56,107.61,106.95
107.81,107.60,107.81,107.17
107.42,106.23,107.55,106.23
106.54,107.23,107.23,106.35
107.54,107.70,107.87,107.54
107.40,107.43,107.60,107.28
107.65,107.10,107.65,107.00
107.86,107.20,107.86,106.79
107.35,107.41,107.48,107.15
106.59,106.15,106.60,105.90
106.07,104.68,106.07,104.68
104.58,103.88,104.58,103.67
104.26,104.71,104.76,104.09
103.97,103.77,104.33,103.57
104.41,104.58,104.82,104.27
103.61,104.30,104.69,103.50
104.08,101.62,104.08,101.60
101.98,102.06,102.22,101.87
101.64,102.05,102.20,101.28
102.30,103.09,103.21,102.30
103.52,104.62,104.65,103.48
104.74,104.81,104.81,104.32
104.81,105.94,106.24,104.81
105.88,106.03,106.34,105.80
105.46,106.65,106.69,105.46
106.48,107.20,107.34,106.48
107.14,107.20,107.23,106.85
106.88,106.58,107.50,106.53
106.26,106.91,107.15,106.26
106.96,106.93,107.37,106.86
107.20,107.26,107.92,107.20
107.11,107.03,107.65,107.03
107.31,107.18,107.54,106.99
107.17,107.79,107.79,107.02
107.69,108.14,108.85,107.69
107.42,107.50,107.85,107.07
108.81,109.53,109.53,108.81
109.43,109.44,109.58,109.38
109.95,109.86,110.07,109.83
110.18,109.82,110.18,109.68
109.86,110.08,110.08,109.71
110.24,109.76,110.24,109.53
109.53,109.66,109.75,109.45
110.18,108.76,110.25,108.55
108.34,108.33,108.91,108.00
108.88,109.25,109.50,108.88
109.64,110.03,110.11,109.41
110.14,109.32,110.14,109.32
109.19,110.37,110.42,109.19
110.95,110.20,111.15,110.20
110.15,110.00,110.15,109.43
110.04,109.66,110.08,109.17
110.24,109.32,110.24,109.32
109.36,108.99,109.46,108.77
109.42,109.56,110.04,109.35
110.41,110.60,110.72,110.21
111.00,111.05,111.19,110.53
111.25,111.40,111.41,110.96
111.40,111.39,111.40,111.06
112.06,110.24,112.06,110.22
110.07,109.27,110.07,109.16
108.92,109.25,109.48,108.77
109.57,110.44,110.44,109.57
110.50,108.47,110.50,108.11
107.92,107.48,108.13,107.29
108.05,107.94,108.14,107.21
108.75,108.77,108.77,107.39
109.13,109.57,109.57,108.96
109.45,109.88,109.93,109.26
109.77,109.95,109.95,109.62
110.04,110.30,110.54,109.95
109.98,110.16,110.22,109.97
110.38,110.21,110.43,110.04
109.91,109.60,110.08,109.45
110.02,110.30,110.39,109.35
110.47,110.29,110.47,110.15
109.89,110.36,110.36,109.89
110.16,110.18,110.39,110.06
110.42,110.05,110.51,109.93
109.33,110.11,110.15,109.33
109.62,109.29,109.87,109.29
109.59,110.53,110.53,109.50
110.29,110.44,111.14,110.29
110.62,110.77,110.83,110.23
111.17,111.57,111.57,111.17
111.68,111.75,111.86,111.68
111.46,111.30,111.59,111.18
110.77,110.11,110.77,109.84
110.16,110.53,110.53,109.97
110.41,110.93,110.94,110.41
110.43,110.22,110.62,109.96
110.40,111.04,111.09,110.40
111.25,111.24,111.33,111.17
111.34,111.55,111.57,111.30
111.92,112.03,112.05,111.82
112.01,112.06,112.17,111.84
112.30,112.56,112.56,112.07
112.55,113.01,113.04,112.55
112.88,113.16,113.17,112.71
112.85,112.97,113.02,112.76
113.12,113.29,113.29,113.12
113.25,113.93,113.99,113.25
114.00,114.31,114.35,114.00
114.29,114.33,114.52,114.10
114.20,114.28,114.28,114.03
114.12,113.86,114.12,113.70
113.62,112.96,113.62,112.94
113.15,113.28,113.41,113.01
113.45,113.42,113.57,113.35
113.33,113.80,113.89,113.33
113.93,114.73,114.73,113.70
114.90,114.81,114.90,114.72
115.39,115.12,115.39,115.06
115.26,114.87,115.26,114.80
114.20,113.85,114.51,113.78
113.63,114.24,114.30,113.63
114.21,114.04,114.21,113.40
113.85,114.10,114.18,113.51
114.13,113.85,114.30,113.83
114.27,114.62,114.86,114.13
114.50,114.70,114.83,114.50
115.15,115.44,115.44,115.15
115.34,115.02,115.34,115.01
114.87,114.48,114.87,114.48
114.93,114.99,114.99,114.63
113.87,114.61,114.69,113.87
114.41,114.64,114.73,114.23
115.43,115.13,115.43,115.05
114.51,114.57,114.69,114.27
115.01,114.99,115.10,114.78
115.07,114.19,115.28,114.19
114.39,115.33,115.33,114.39
114.90,115.25,115.32,114.66
115.41,115.39,115.49,115.27
115.55,115.35,115.64,115.19
115.37,115.26,115.46,115.26
115.18,114.74,115.18,114.74
114.20,114.52,114.61,114.10
114.73,113.90,114.73,113.90
114.23,113.75,114.23,113.59
113.18,111.82,113.18,111.73
111.50,111.85,112.17,111.23
111.89,112.69,112.69,111.81
112.25,111.67,112.25,111.30
110.64,111.56,111.72,110.64
111.73,110.92,111.90,110.76
111.12,112.06,112.06,110.98
112.36,112.42,112.89,112.36
112.57,112.32,112.57,112.21
112.72,113.14,113.23,112.70
113.43,113.64,113.68,113.43
114.10,113.67,114.22,113.12
114.08,114.62,114.65,114.08
114.76,115.01,115.08,114.76
115.01,115.30,115.32,115.00
115.59,115.71,115.83,115.45
115.52,115.35,115.74,115.35
115.96,115.94,116.11,115.80
116.17,115.92,116.22,115.85
115.86,115.71,115.99,115.70
115.54,115.74,115.78,115.35
116.10,115.82,116.10,115.64
115.96,116.02,116.10,115.68
116.33,116.19,116.37,116.11
116.41,116.12,116.70,116.11
116.37,116.64,116.65,115.74
116.65,116.57,116.65,116.30
116.50,116.11,116.56,116.11
116.26,116.56,116.66,116.26
116.22,116.84,116.84,116.19
116.65,116.27,116.65,115.98
116.24,116.37,116.42,116.08
116.07,117.15,117.27,116.07
117.29,117.43,117.62,116.96
117.66,118.09,118.09,117.66
118.54,118.04,118.57,117.94
117.83,117.26,117.83,117.16
116.86,116.39,117.10,116.39
115.75,116.79,116.79,115.71
116.22,115.29,116.22,115.15
115.25,115.89,116.05,115.00
115.03,115.54,115.59,114.85
115.75,115.19,115.78,115.09
115.00,114.14,115.09,113.84
113.82,113.96,114.19,113.05
114.87,115.50,115.50,114.68
115.99,115.31,115.99,114.95
114.73,113.68,114.73,113.68
113.58,115.58,115.60,113.36
115.37,113.47,115.54,113.30
113.19,112.83,114.09,112.71
112.51,110.94,112.65,110.83
111.33,111.08,111.95,110.80
109.87,110.08,110.30,107.81
108.73,110.22,110.70,108.73
111.13,111.53,111.89,110.68
111.09,112.52,112.56,111.09
113.10,114.34,114.34,113.04
114.81,113.74,114.81,113.74
114.93,115.03,115.57,114.93
115.45,116.16,116.17,115.20
116.00,116.26,116.34,115.78
116.78,117.38,117.38,116.72
117.64,117.47,117.77,116.86
117.16,117.81,118.29,117.05
119.58,119.40,119.58,119.07
119.48,119.62,119.74,119.27
119.52,119.80,119.89,119.25
120.87,120.72,120.87,120.00
121.02,121.07,121.22,120.60
121.42,121.08,121.42,120.78
121.18,121.77,121.77,120.91
121.85,121.73,121.97,121.53
121.44,121.79,121.92,121.34
122.00,121.89,122.42,121.61
121.97,121.63,121.97,121.40
121.63,121.84,121.89,121.44
121.93,122.56,122.73,121.93
122.55,122.45,122.56,122.03
122.14,122.44,122.53,121.84
123.81,123.17,123.88,122.79
123.49,123.24,123.49,123.15
123.51,123.34,123.62,123.20
123.49,123.87,123.92,123.48
124.08,124.29,124.73,124.08
124.50,123.89,124.50,123.62
124.08,124.56,124.64,123.98
124.64,124.84,124.96,124.53
124.95,124.70,125.07,124.50
124.95,125.24,125.36,124.84
125.29,124.76,125.61,124.56
123.93,124.50,124.50,123.40
124.56,122.96,124.56,122.72
123.21,123.28,124.29,123.21
122.68,121.63,123.34,121.63
122.10,120.78,122.43,120.35
120.19,119.75,122.21,119.72
120.33,121.74,122.07,119.94
123.42,124.73,124.73,122.95
125.11,124.81,125.38,124.57
125.17,125.73,125.73,125.12
126.28,125.90,126.28,125.82
125.65,125.36,125.76,125.34
125.78,125.39,125.78,125.39
125.39,125.48,125.58,125.04
125.29,124.89,125.40,124.65
125.38,123.53,125.38,123.38
124.15,123.16,124.23,122.48
122.95,121.52,122.95,121.40
121.95,120.42,122.25,120.00
121.31,122.25,122.48,121.31
123.36,124.41,124.51,122.77
124.75,123.28,124.75,122.97
123.58,122.36,123.58,122.05
123.33,121.98,124.19,121.36
120.91,121.18,121.27,120.10
121.40,120.37,121.78,120.28
120.31,121.82,121.92,119.92
122.35,121.77,122.45,120.97
121.53,122.33,122.47,121.11
123.12,124.30,124.35,122.00
124.26,123.22,124.26,123.12
123.01,123.23,123.26,122.44
121.23,121.09,121.82,120.39
121.65,119.27,121.72,119.25
119.69,120.53,120.87,118.89
119.77,118.19,119.92,118.14
118.65,119.86,119.86,117.60
120.69,121.35,121.47,120.33
121.12,121.03,121.73,120.62
121.60,122.15,122.29,121.55
122.46,121.85,122.84,121.61
121.38,121.13,121.61,120.85
121.89,122.21,122.47,121.26
122.47,122.63,122.63,121.96
122.89,123.12,123.32,122.61
123.29,123.43,123.49,123.04
123.42,123.63,123.76,123.04
123.60,123.95,124.00,123.42
123.71,123.60,123.98,123.47
123.48,124.58,124.58,123.02
124.37,124.65,124.65,124.22
124.57,125.13,125.24,124.46
125.13,124.95,125.15,124.64
124.90,124.79,125.00,124.52
124.79,124.48,124.86,124.48
124.53,125.18,125.27,124.53
124.87,124.40,124.90,123.88
124.04,123.87,124.04,123.25
124.04,124.06,124.15,123.59
123.48,121.96,123.56,121.73
121.79,122.80,122.82,121.79
121.87,120.79,121.87,120.78
120.95,120.35,121.00,120.32
120.66,121.74,121.80,120.66
121.69,121.22,121.69,120.54
121.81,122.96,122.97,121.81
122.53,122.23,122.53,121.88
122.06,123.56,123.97,121.53
123.34,123.11,123.54,123.01
123.66,124.23,124.36,123.60
124.10,124.01,124.50,124.01
123.89,123.21,124.22,123.21
122.96,120.85,123.04,120.85
120.34,120.51,121.17,120.02
120.43,120.85,120.98,120.29
121.68,122.31,122.47,121.68
121.79,121.34,122.15,121.24
121.31,120.58,121.31,119.94
120.78,121.19,121.40,120.58
120.51,122.10,122.40,120.51
122.13,121.85,122.50,121.85
121.82,122.07,122.44,121.54
122.07,122.79,122.84,121.80
122.84,123.20,123.32,122.84
123.05,122.71,123.52,122.62
122.50,122.65,122.87,122.14
122.96,122.97,123.37,122.84
123.05,123.12,123.45,122.75
122.44,121.79,122.44,121.19
122.22,122.94,123.17,122.22
123.47,122.92,123.57,122.72
123.21,123.64,123.80,122.75
123.15,123.53,123.89,123.05
123.93,124.24,124.33,123.75
124.47,123.57,124.47,123.57
123.55,124.25,124.32,123.11
123.93,123.73,124.01,123.21
123.39,122.48,123.50,122.20
122.93,123.54,123.73,122.93
123.88,124.17,124.46,123.88
123.99,122.71,123.99,122.65
123.25,122.16,123.25,121.68
122.19,122.79,123.11,122.19
123.97,124.56,124.69,123.96
124.60,124.13,124.86,124.13
123.63,123.74,123.92,123.04
123.95,123.68,124.28,123.61
124.45,125.14,125.34,124.45
125.28,125.30,125.32,124.99
125.28,125.57,125.70,125.19
125.69,125.62,125.90,125.29
125.68,125.41,125.91,125.35
125.38,125.40,125.82,125.30
125.37,124.95,125.48,124.95
124.75,123.93,125.05,123.70
124.41,125.22,125.44,124.28
125.04,125.11,125.30,124.66
124.99,124.32,125.01,123.88
124.61,124.41,124.76,123.97
124.05,124.39,124.73,124.05
124.63,124.61,125.10,124.47
124.32,123.42,124.50,123.32
123.44,123.07,123.45,122.91
123.22,122.73,123.22,122.56
122.59,122.67,122.94,122.32
123.24,124.24,124.41,123.24
124.52,124.32,124.61,124.21
124.01,123.71,124.01,123.50
122.81,122.90,123.08,122.20
122.97,123.58,123.73,122.85
123.80,123.89,124.36,123.41
124.03,125.05,125.37,124.03
124.92,124.55,125.11,124.44
125.42,125.13,125.70,125.13
125.38,125.07,125.38,124.79
124.17,123.55,124.46,123.48
123.73,123.32,123.89,123.17
123.39,123.10,123.61,123.00
122.16,120.48,122.38,120.48
121.44,120.85,121.44,120.39
121.68,121.48,121.78,120.89
121.67,121.30,121.68,120.90
120.18,120.87,121.11,120.18
121.11,121.61,121.62,119.45
120.66,119.98,121.00,119.78
121.14,120.34,121.46,120.34
121.60,121.64,121.88,121.23
122.40,122.89,122.89,122.40
122.93,123.32,123.42,122.93
123.33,123.36,123.65,123.20
124.07,124.21,124.26,124.01
124.07,123.97,124.07,123.72
124.25,124.06,124.34,123.82
123.91,123.68,124.03,123.26
123.00,123.30,123.65,123.00
123.52,122.84,123.52,122.71
122.62,121.52,122.62,121.36
120.95,120.70,121.03,120.55
121.14,122.32,122.36,120.94
122.91,123.21,123.25,122.67
122.94,123.21,123.33,122.74
123.50,123.12,123.51,122.88
123.19,122.75,123.19,122.30
122.95,122.91,123.29,122.74
123.80,123.78,124.14,123.60
123.86,122.72,123.92,122.50
122.71,122.45,122.71,121.77
123.08,123.80,123.93,123.08
123.00,122.73,123.00,122.32
121.90,122.52,122.59,120.87
122.55,122.39,122.79,122.09
122.18,122.80,122.80,122.18
122.49,123.51,123.51,122.19
123.28,123.33,123.66,123.12
122.81,122.19,123.10,121.84
121.22,119.81,121.22,119.81
118.62,116.12,119.04,116.11
112.69,111.37,114.92,62.55
112.48,110.00,115.00,109.97
111.10,114.05,114.12,110.75
115.80,116.54,116.61,114.27
116.14,116.40,116.72,115.75
115.99,115.38,116.24,115.25
113.25,112.18,113.69,111.80
113.30,114.31,114.31,112.81
114.82,114.57,115.63,114.26
112.93,112.77,113.38,112.24
114.69,115.55,115.55,114.26
116.62,113.96,116.62,113.77
113.67,114.16,115.14,113.66
114.03,114.74,114.74,113.86
115.05,114.32,115.05,114.16
114.83,116.13,116.29,114.72
116.25,116.93,116.93,116.05
116.64,116.73,118.00,116.35
114.99,114.79,115.96,114.61
115.42,115.36,115.99,114.64
113.94,114.02,114.12,113.36
114.09,113.75,114.09,113.26
112.10,113.05,113.16,111.95
113.42,112.23,113.55,111.85
111.54,109.91,111.64,109.65
110.00,110.30,110.81,109.59
111.59,111.89,111.94,110.95
112.16,112.11,112.16,110.83
110.85,113.52,113.52,110.31
114.30,115.52,115.52,114.30
115.49,114.91,115.62,114.70
115.35,115.76,115.76,114.86
115.62,116.69,116.75,115.42
116.89,116.96,117.16,116.57
116.93,117.08,117.11,116.74
116.47,116.41,117.13,116.34
116.46,115.77,116.79,115.57
116.37,117.30,117.30,116.15
117.61,117.86,117.88,117.23
117.48,117.92,117.92,117.32
117.82,118.06,118.18,117.82
118.19,117.18,118.19,117.18
117.87,119.11,119.32,117.79
120.71,121.00,121.24,120.44
120.84,121.09,121.25,120.73
120.69,121.03,121.05,120.69
121.08,121.93,121.93,120.36
121.65,122.05,122.11,121.58
121.97,121.50,122.12,121.50
121.51,122.60,122.61,121.51
122.35,122.74,123.02,122.27
122.97,122.49,122.97,122.20
122.52,122.55,122.64,121.93
122.43,122.51,122.63,121.69
122.13,121.39,122.13,120.76
121.19,121.44,121.52,120.99
121.60,120.93,121.67,120.93
120.23,119.37,120.47,119.34
119.10,118.50,119.29,118.49
118.28,120.05,120.08,118.28
120.18,119.86,120.61,119.61
120.24,121.73,121.73,120.24
121.48,121.34,121.73,121.27
121.92,121.77,122.14,121.60
121.79,121.64,122.13,121.35
120.92,121.74,121.82,120.76
121.78,121.47,121.79,121.44
121.53,121.68,121.76,121.44
121.97,121.17,121.97,121.17
121.95,122.36,122.42,121.67
122.36,121.38,122.46,121.38
121.81,119.70,121.81,119.41
120.02,122.29,122.54,120.02
122.21,121.80,122.21,121.35
121.07,120.79,121.20,120.44
120.50,120.07,121.65,119.46
119.96,120.44,121.12,119.96
119.14,118.42,119.43,118.29
118.46,119.03,119.09,117.61
119.88,120.38,120.70,119.88
121.17,122.01,122.20,120.54
122.35,120.45,122.35,120.45
119.82,117.84,119.82,117.84
118.71,118.92,118.92,118.11
119.51,120.09,120.35,119.02
120.67,121.54,121.54,120.67
121.01,120.81,121.16,120.78
120.33,120.43,120.43,119.69
120.89,121.06,121.33,120.64
120.98,120.39,121.02,120.30
120.07,119.07,120.23,119.07
117.43,117.31,117.43,116.03
117.56,117.86,117.97,116.99
116.09,116.55,117.02,115.84
114.43,113.33,114.95,113.31
114.29,112.40,114.29,112.22
112.91,112.54,113.10,111.27
113.37,113.31,113.72,111.89
113.82,110.39,113.82,110.26
110.81,112.08,112.76,110.10
109.09,109.52,110.25,108.41
110.86,110.07,110.86,108.79
108.02,108.57,109.28,106.00
108.76,108.66,109.84,107.70
110.29,110.59,110.70,109.89
110.28,109.08,110.48,109.06
109.58,110.92,110.92,109.58
110.60,109.97,111.67,109.48
110.75,109.93,110.75,109.26
110.72,112.56,112.71,110.72
112.01,113.05,113.28,111.80
111.86,110.70,111.86,110.51
111.17,111.20,111.40,109.19
110.86,111.58,112.00,110.81
111.29,109.41,111.29,108.99
108.23,108.19,108.32,106.92
107.05,108.31,108.97,107.05
108.96,108.29,109.91,108.23
106.37,106.77,107.10,105.60
107.51,108.69,108.69,107.13
109.98,110.65,110.65,109.35
111.30,112.11,112.50,111.30
112.42,112.06,112.64,111.94
111.68,111.97,112.14,111.59
113.12,113.54,113.57,112.92
113.17,112.31,113.17,112.11
111.14,112.55,112.60,110.62
112.90,113.78,113.78,112.74
114.72,113.66,114.72,113.66
113.69,113.07,114.43,113.07
113.71,115.53,115.53,113.40
115.39,115.72,115.72,115.14
115.60,116.04,116.04,115.18
115.85,116.35,116.76,115.70
115.87,116.39,116.65,115.71
115.65,115.17,116.07,115.17
115.88,116.17,116.17,115.82
116.50,115.92,116.91,114.87
116.94,118.03,118.06,116.94
117.59,117.74,118.14,117.51
116.94,117.37,117.37,116.85
117.20,118.20,118.35,117.18
118.11,118.66,118.86,117.69
119.24,119.35,119.54,119.10
119.02,119.46,119.63,119.02
118.86,119.43,119.68,118.78
118.57,118.14,118.68,117.97
117.34,117.79,117.79,117.21
117.96,117.63,118.04,117.63
117.60,118.73,118.82,117.33
119.37,119.37,119.81,119.19
119.31,119.09,119.57,118.92
118.44,119.83,119.91,118.41
119.83,119.56,119.98,119.49
118.77,118.64,119.17,118.51
118.62,119.81,119.81,118.37
118.99,118.42,119.34,117.92
119.30,118.84,119.67,118.69
119.41,118.93,119.70,118.90
119.01,120.11,120.20,118.74
120.60,121.26,121.26,120.60
121.20,121.37,121.71,121.11
121.53,121.18,121.53,121.00
120.74,122.01,122.05,120.74
122.28,122.62,123.03,122.28
122.93,122.97,123.48,122.65
123.06,122.40,123.06,122.21
121.79,122.05,122.18,121.60
121.66,122.06,122.06,121.32
122.20,122.14,122.48,121.86
122.47,122.66,122.98,122.14
122.06,121.50,122.94,121.37
120.90,120.54,121.02,119.97
120.99,121.66,121.66,120.66
120.65,120.52,120.86,119.81
119.68,119.76,119.95,119.43
119.99,119.73,120.27,119.52
119.30,120.16,120.16,119.29
119.96,120.19,120.41,119.96
120.49,121.59,121.62,120.49
121.48,120.86,121.53,120.83
121.38,120.68,121.38,120.15
120.63,119.70,120.68,119.50
119.70,120.61,121.03,119.70
120.51,119.67,120.59,119.40
119.34,119.70,120.56,119.31
119.32,119.13,119.32,118.38
120.06,119.82,120.08,119.55
119.55,119.57,119.86,119.55
120.24,121.29,121.35,120.24
121.70,121.85,122.28,121.70
122.00,121.69,122.00,121.54
121.75,122.10,122.10,121.71
122.30,122.01,122.30,121.42
121.48,122.23,122.24,121.46
122.00,122.55,122.55,121.72
122.18,122.17,122.33,121.28
122.24,122.94,123.04,122.24
123.11,123.02,123.55,122.96
122.99,123.40,123.47,122.99
122.85,123.16,123.25,122.78
122.21,122.23,122.55,121.96
121.56,121.04,122.19,121.04
120.95,120.74,121.19,120.34
121.16,120.51,121.25,120.51
120.00,121.06,121.06,119.41
121.21,120.97,121.21,120.56
122.00,121.46,122.39,121.46
121.16,121.41,121.59,121.00
121.40,121.26,121.90,121.23
122.26,122.31,122.57,122.02
120.08,119.13,120.54,117.98
117.97,116.71,117.97,116.19
117.94,118.87,118.87,117.66
120.10,120.91,121.03,119.90
120.97,122.76,122.76,120.97
122.63,122.90,123.10,122.63
122.41,122.11,122.41,121.83
121.65,122.71,122.81,121.48
122.89,122.81,123.41,122.34
123.57,124.38,124.47,123.57
124.76,124.75,125.25,124.75
125.33,125.56,125.69,125.33
125.75,125.72,125.86,125.48
126.29,126.45,126.67,126.16
126.67,126.29,126.67,126.00
126.36,126.64,126.79,126.36
126.44,126.59,126.64,126.30
127.23,127.52,127.54,127.08
127.11,126.67,127.38,126.56
126.74,127.16,127.34,126.45
127.22,126.82,127.22,126.50
127.01,126.85,127.15,126.61
127.68,127.22,127.86,126.90
127.16,127.58,127.61,126.76
127.55,127.73,127.94,127.55
127.61,127.77,128.11,127.45
127.70,127.19,127.70,126.72
126.88,127.24,127.29,126.88
127.42,127.63,127.68,127.29
128.00,128.71,128.75,128.00
128.80,128.77,128.93,128.69
129.01,129.08,129.33,128.96
129.07,128.73,129.20,128.60
129.06,129.35,129.48,128.92
129.15,129.15,129.16,128.83
129.29,129.67,129.89,129.29
129.35,129.18,129.51,129.12
129.08,129.40,129.40,128.61
129.34,129.34,129.60,129.17
129.13,129.58,129.58,129.01
129.22,129.28,129.45,129.02
129.68,129.52,129.92,129.43
129.47,128.69,129.47,128.67
128.62,128.52,128.84,128.38
128.67,128.42,129.48,127.93
128.63,129.00,129.22,128.63
129.18,128.86,129.18,128.49
128.54,128.39,128.70,127.93
128.40,128.41,128.46,127.79
128.97,129.04,129.30,128.88
129.16,129.31,129.31,128.95
129.18,129.14,129.25,128.73
129.00,128.83,129.00,128.51
127.93,126.04,127.93,125.98
125.18,127.59,127.81,125.13
127.05,126.34,127.05,125.86
126.28,126.61,127.03,126.26
126.64,128.08,128.29,126.64
127.86,127.77,128.05,127.25
128.10,127.71,128.21,127.49
127.71,127.62,127.92,127.61
128.05,128.97,128.97,127.68
129.60,129.64,129.99,129.43
129.48,128.70,129.48,128.70
127.52,127.14,127.57,127.14
126.98,127.96,128.06,126.98
128.21,128.64,128.64,127.76
128.44,127.39,128.54,127.24
127.91,128.24,128.59,127.85
127.87,127.96,128.05,127.56
128.12,127.46,128.22,127.09
127.80,128.03,128.16,127.80
127.83,128.18,128.26,127.61
127.82,127.91,128.05,127.47
128.40,128.73,128.91,128.40
128.38,127.07,128.38,126.45
127.17,127.32,127.57,126.96
126.40,127.03,127.21,126.10
127.72,127.42,128.04,127.19
127.17,126.88,127.33,126.88
127.89,127.46,127.89,127.41
127.57,127.47,127.66,127.13
127.08,127.29,127.41,126.84
127.28,127.54,127.66,127.06
128.13,128.18,128.32,128.03
128.15,128.05,128.22,127.88
127.41,127.84,127.97,127.24
128.19,127.33,128.19,127.32
127.13,126.84,127.69,126.38
127.15,126.75,127.18,126.75
126.98,125.79,126.99,125.10
125.65,125.38,125.94,125.36
125.51,124.76,125.54,124.75
124.64,124.63,125.37,124.43
126.17,127.41,127.46,126.17
127.37,127.94,128.28,127.07
127.19,128.84,129.23,126.90
129.43,128.83,129.56,128.01
128.29,128.61,128.72,128.03
128.80,128.34,128.80,127.86
128.59,129.25,129.27,128.42
128.87,129.54,129.54,128.87
129.66,130.17,130.21,129.62
130.23,129.87,130.23,129.69
130.26,130.69,130.69,130.17
130.86,130.81,130.93,130.24
130.17,130.69,130.69,130.16
130.82,131.10,131.12,130.82
131.03,130.65,131.12,130.65
130.46,130.92,131.31,130.31
131.37,130.46,131.37,130.46
130.56,129.83,130.56,129.61
129.84,130.14,130.27,129.84
130.36,130.47,130.78,130.31
