UNF,Unifirst Corporation Common Stock,NASDAQ
96.50,94.70,96.53,94.00
95.03,95.30,95.30,94.33
94.30,94.17,95.33,93.45
95.20,95.65,95.90,94.50
95.90,90.22,95.90,87.68
90.50,92.14,92.48,90.00
91.50,91.25,92.47,91.04
91.53,92.23,93.00,91.45
92.23,92.77,93.00,91.53
92.88,92.55,93.00,92.03
93.81,95.34,95.39,92.31
96.03,93.03,96.03,92.05
92.98,94.54,95.08,92.90
94.67,95.28,95.78,94.30
96.21,96.41,96.51,95.36
96.21,96.12,96.32,95.81
96.11,96.64,96.64,95.05
96.42,97.15,97.22,95.95
97.87,97.67,98.13,97.11
97.62,99.63,100.97,97.36
99.65,100.13,100.69,98.69
100.58,101.22,101.90,100.21
101.25,100.60,101.74,100.37
101.33,100.52,101.33,98.86
100.50,100.70,101.16,99.10
100.32,100.33,100.44,99.08
100.25,98.34,100.50,98.20
99.08,98.68,99.08,97.65
99.07,98.02,99.07,97.85
98.63,99.93,100.27,98.07
99.42,100.39,100.60,98.70
99.94,101.63,102.02,99.94
101.10,100.57,101.28,99.56
100.13,100.58,101.89,100.11
101.49,102.83,103.25,100.59
102.86,102.05,104.38,101.85
101.17,102.03,103.00,101.17
102.10,101.35,102.10,100.87
101.68,99.70,101.68,99.66
98.39,97.39,98.82,97.16
97.39,97.48,98.20,96.81
97.65,97.88,99.49,97.35
98.38,99.71,100.00,98.33
99.03,98.99,100.00,98.78
99.59,100.14,100.40,99.59
100.07,99.79,100.36,99.58
100.00,99.35,100.19,99.26
98.54,96.96,98.97,96.64
96.96,97.10,97.65,96.40
97.19,97.64,98.31,95.81
97.39,95.88,97.61,95.48
96.96,96.49,97.26,95.16
96.34,96.35,97.71,95.80
96.08,96.77,97.55,95.71
97.43,96.02,97.43,95.01
96.13,97.60,97.96,96.06
97.91,98.09,98.57,97.01
97.73,98.65,99.88,97.73
99.29,98.27,99.55,98.24
98.23,98.80,99.40,98.01
99.51,99.33,99.98,98.80
98.84,99.34,99.93,97.62
99.51,100.37,101.18,98.13
100.90,99.97,101.24,99.70
101.82,101.67,101.95,99.86
101.96,102.45,103.41,101.56
102.75,102.46,103.65,102.20
102.87,101.80,103.61,101.63
101.73,102.80,102.82,101.46
102.51,103.13,103.42,101.83
102.65,104.42,104.54,102.13
104.38,103.21,104.76,102.50
102.94,103.75,103.81,102.02
103.60,100.50,104.12,99.95
100.34,100.64,101.75,100.00
100.00,99.55,100.64,99.19
99.83,97.85,100.59,97.50
97.88,97.64,98.37,97.24
99.06,100.64,100.77,98.65
100.05,103.35,103.35,99.00
102.85,103.34,103.85,102.52
103.42,101.96,103.73,101.73
102.90,102.72,103.51,101.68
102.48,102.75,103.29,101.84
103.89,104.90,105.33,103.21
105.36,104.79,105.76,103.67
105.07,104.51,105.30,104.08
103.40,101.23,103.57,98.02
101.00,101.24,101.89,100.19
101.40,101.14,101.40,100.66
101.52,102.90,103.41,101.14
103.40,103.66,104.59,103.04
104.03,102.80,104.95,102.66
104.51,102.82,104.54,102.40
102.64,102.08,102.83,101.14
103.65,102.50,104.54,101.64
102.15,102.22,103.77,101.41
102.93,102.14,103.77,101.45
102.46,100.33,102.46,99.85
100.20,101.55,102.98,98.47
100.73,100.62,101.50,100.19
100.06,99.70,100.39,99.27
98.88,100.00,100.28,98.88
99.95,100.00,100.37,99.29
99.82,100.37,100.72,98.89
100.83,99.98,100.83,99.08
99.73,99.34,100.63,98.88
100.00,99.33,100.00,98.88
99.86,99.25,99.86,98.96
99.00,98.45,99.06,98.00
97.14,98.41,99.58,97.11
98.25,99.87,100.15,98.12
100.20,101.51,101.81,99.52
102.21,102.24,102.35,101.00
101.85,100.29,101.95,99.88
99.99,100.21,101.21,99.54
100.10,99.95,101.10,99.22
100.00,100.08,100.54,98.85
101.20,101.40,101.87,99.45
101.67,101.27,102.13,100.73
100.87,99.14,101.85,98.64
99.18,98.92,100.00,98.50
99.31,101.00,102.25,99.03
101.53,101.92,103.22,101.02
102.27,103.47,104.00,102.12
103.81,103.50,103.96,102.76
103.35,104.80,105.18,102.45
104.63,103.38,105.25,103.21
103.77,105.04,105.93,103.22
105.28,105.79,106.00,104.45
106.09,105.62,106.35,105.38
105.80,106.99,107.67,105.80
107.48,106.59,108.27,106.34
106.50,106.75,107.09,106.26
107.07,107.00,107.48,106.73
107.00,106.12,107.00,105.47
106.10,105.22,106.86,104.93
105.86,103.11,105.86,102.22
103.50,105.01,105.20,103.27
106.00,110.52,111.06,105.96
111.52,108.87,111.52,107.83
109.17,109.00,109.52,107.95
109.06,106.90,109.74,105.75
107.51,109.20,109.22,106.23
109.06,111.18,111.56,108.09
111.18,111.70,112.01,110.61
111.30,111.68,112.46,110.47
112.09,112.04,112.50,110.98
112.40,112.71,113.06,112.11
112.52,111.47,112.80,110.86
110.43,110.14,112.28,108.75
110.13,108.23,110.23,107.50
108.11,107.89,109.07,107.04
107.36,106.42,108.53,106.02
107.61,107.66,108.41,106.79
105.59,105.80,107.40,105.59
105.06,102.33,106.78,101.58
102.57,103.51,104.48,101.62
102.87,102.58,103.67,101.79
103.20,103.03,103.92,101.42
103.71,105.55,105.57,102.57
105.26,103.84,105.95,102.14
104.10,105.04,105.20,103.51
105.46,105.07,106.39,104.21
104.19,105.85,106.43,103.87
105.80,105.88,106.26,103.97
105.62,105.54,106.38,104.87
105.19,104.48,106.27,104.48
104.89,108.05,109.16,104.75
113.16,116.00,117.91,113.04
115.73,108.10,117.16,106.20
108.44,108.47,108.66,106.69
108.65,109.22,109.73,107.80
108.64,109.84,109.86,108.61
109.85,109.69,110.67,108.87
108.50,108.83,109.52,107.60
109.18,111.66,112.55,109.18
111.36,111.43,111.74,110.49
111.54,111.91,112.13,110.39
112.60,112.55,113.26,111.87
112.51,112.45,113.05,111.35
112.27,110.78,112.97,110.66
110.42,109.51,110.58,108.99
110.10,110.01,110.80,109.08
109.57,110.13,110.53,109.57
110.51,110.34,111.02,110.00
110.71,110.58,111.41,110.10
110.81,110.67,111.04,109.25
110.24,110.88,111.30,110.18
111.50,110.61,111.80,110.33
111.05,110.28,111.24,109.44
110.95,110.25,110.95,109.26
111.09,107.18,111.09,107.02
107.33,107.07,107.74,106.11
106.90,107.38,109.39,105.85
107.79,109.94,110.63,106.90
110.29,112.71,112.71,109.58
109.00,101.95,109.00,100.56
102.12,101.15,102.47,100.00
101.33,98.13,101.75,98.07
97.54,96.17,98.18,95.77
96.26,97.49,98.00,96.00
97.92,98.59,98.85,97.30
98.32,95.32,98.71,94.91
94.15,93.47,95.27,92.89
94.74,93.85,95.06,93.05
94.25,93.40,94.70,91.59
94.27,94.22,94.84,93.40
94.13,94.86,95.29,93.87
95.14,95.47,95.47,93.68
95.81,95.50,95.84,94.75
95.45,95.45,96.02,94.90
95.41,95.94,96.67,95.22
95.51,95.69,96.24,94.80
96.27,95.42,96.76,94.70
95.49,96.32,96.82,95.11
96.34,96.24,97.07,94.91
96.39,95.76,96.72,94.68
95.83,95.83,97.25,95.65
95.13,95.15,96.07,94.07
94.78,94.88,95.42,94.04
95.38,95.59,95.74,94.28
95.66,94.22,96.02,93.60
93.77,94.94,95.22,93.77
95.29,95.70,96.34,94.97
95.86,95.28,96.22,95.28
95.27,94.57,95.27,93.84
93.87,94.40,94.60,92.65
94.18,95.11,95.11,93.77
94.77,96.55,96.87,94.77
96.56,96.45,96.56,95.48
96.68,97.06,97.39,96.01
97.07,98.14,98.27,96.99
97.85,99.15,99.49,97.49
98.96,100.78,100.86,98.60
100.83,99.39,100.85,99.15
99.71,99.53,99.71,98.73
99.83,98.95,99.83,98.48
99.10,98.61,99.10,98.05
98.31,98.48,98.92,98.11
98.23,98.73,99.15,98.12
98.68,101.14,101.47,98.00
101.69,102.32,102.59,101.37
102.35,102.90,103.08,101.59
102.84,103.20,103.48,102.19
102.83,102.50,103.31,102.33
102.57,102.59,103.35,101.25
103.01,102.38,103.01,101.51
102.49,101.80,102.49,101.13
101.91,102.30,103.33,101.53
102.10,102.37,103.09,101.78
102.86,102.15,103.16,101.93
102.56,103.57,103.62,102.47
103.91,102.48,104.29,101.83
102.48,103.31,104.34,102.41
102.89,103.80,104.28,102.25
104.09,103.42,104.09,102.43
103.00,105.52,105.52,103.00
105.21,106.00,106.41,104.19
106.31,106.85,107.85,105.90
108.01,107.61,109.69,105.77
108.33,108.97,108.97,107.25
108.93,105.58,108.93,105.31
105.13,105.14,105.89,104.68
105.14,104.59,105.33,104.36
102.22,103.05,103.63,102.22
103.21,102.42,103.46,102.14
103.52,102.95,103.52,102.29
102.43,101.79,102.92,101.22
102.35,102.83,102.97,100.68
102.50,100.57,102.57,100.41
100.30,101.84,101.93,99.90
101.10,100.36,101.80,99.89
100.70,101.04,101.16,100.27
101.07,101.11,101.23,100.05
101.65,100.86,102.24,100.23
100.03,99.25,100.51,98.84
99.25,98.87,99.59,97.51
99.16,98.46,99.57,97.81
99.40,98.71,99.81,98.51
97.69,97.21,98.19,96.83
97.34,97.36,97.53,96.59
97.67,96.86,97.86,96.41
96.40,97.45,97.75,95.93
97.29,98.56,99.82,97.11
98.58,97.43,98.92,97.01
97.25,97.06,98.40,96.99
97.79,99.24,99.74,97.59
99.12,97.82,99.35,97.19
98.43,98.60,98.91,98.02
98.97,98.62,98.97,97.93
99.69,98.65,100.02,97.33
99.67,100.51,100.70,98.97
100.36,100.41,101.26,99.90
99.70,99.32,99.90,98.93
99.37,99.99,100.00,99.10
99.75,98.43,99.89,98.36
98.80,98.16,99.55,97.83
98.59,98.37,98.63,97.32
98.21,97.61,98.94,97.40
97.25,97.21,97.80,96.24
97.14,96.95,97.54,96.40
97.36,97.74,98.12,96.46
98.00,96.11,98.00,95.66
96.28,96.31,97.41,95.67
95.91,98.39,98.74,95.91
98.50,97.85,99.19,97.27
97.97,96.37,97.97,96.12
96.66,96.54,96.99,95.78
95.92,97.82,98.36,95.92
97.98,97.02,98.07,96.27
97.07,97.58,98.07,96.40
97.34,99.00,99.29,97.34
99.17,100.20,100.36,98.94
100.40,101.45,103.00,99.50
101.63,99.78,102.88,99.36
99.33,98.95,100.17,97.39
98.85,97.12,99.06,96.15
97.15,98.04,98.33,97.02
97.04,96.60,97.08,96.07
96.64,96.82,97.26,95.16
96.13,96.92,97.22,95.53
97.12,96.59,98.25,96.47
96.66,95.27,96.93,94.50
95.43,95.63,96.10,94.37
96.65,96.91,97.54,96.50
97.11,96.03,97.18,95.78
95.73,95.43,96.23,95.13
95.12,97.65,98.08,94.58
97.55,95.01,98.39,94.61
94.53,95.37,97.41,93.97
95.79,95.64,96.63,95.02
96.87,95.99,97.59,95.19
95.93,95.95,97.00,95.50
95.51,97.79,98.81,95.50
99.25,98.48,99.25,97.51
98.52,98.80,99.07,97.39
99.04,101.54,101.61,99.04
102.46,102.21,103.68,100.23
106.00,106.16,107.58,105.04
106.56,107.85,108.34,106.56
107.13,106.99,107.47,106.64
107.95,110.59,110.80,107.77
110.91,108.53,110.91,107.69
107.84,109.13,110.25,107.84
110.52,111.56,111.60,109.89
111.41,110.45,112.57,110.02
108.90,110.78,111.92,108.90
111.14,112.11,112.49,110.20
111.46,112.04,112.70,109.87
112.30,112.01,112.30,111.43
110.12,112.59,112.61,110.12
112.16,112.29,113.66,110.06
112.12,113.56,113.65,111.80
113.75,112.95,113.80,112.06
112.72,112.42,113.73,112.19
111.84,111.61,112.46,111.61
112.00,112.59,113.87,111.41
112.73,111.62,112.73,110.46
110.96,113.37,113.46,110.96
114.91,113.20,114.91,112.71
113.21,113.64,113.96,112.70
113.75,112.85,114.77,112.30
113.18,112.41,113.23,111.84
112.92,111.59,112.99,111.51
111.77,108.31,111.77,108.25
108.65,110.55,110.83,108.23
110.92,111.65,112.28,110.63
111.88,110.22,113.16,109.69
110.06,111.78,112.49,110.06
111.10,111.78,113.04,110.51
110.33,113.23,113.31,110.05
112.98,110.41,113.62,109.90
110.81,112.51,113.35,110.57
111.02,110.29,112.54,109.39
111.63,110.59,112.48,110.15
110.63,109.44,112.55,109.39
109.50,111.87,112.48,108.43
112.98,114.10,114.68,111.89
114.01,117.26,117.67,113.85
116.82,118.71,118.87,116.09
119.86,121.13,121.61,119.45
121.58,121.75,122.29,120.51
122.41,123.09,123.29,122.00
123.00,123.40,124.19,122.37
123.37,122.89,124.02,122.54
123.61,121.45,124.61,121.24
121.65,120.15,122.50,117.83
119.11,117.73,120.51,117.21
117.85,116.36,118.04,114.14
118.12,113.61,121.63,107.31
114.14,115.50,117.04,112.47
114.83,114.22,115.63,113.69
114.49,115.03,115.48,112.76
115.71,116.23,117.25,114.69
115.22,116.17,116.65,114.93
116.76,117.18,117.41,115.30
116.45,118.76,118.94,116.45
119.21,118.14,119.54,116.44
117.05,115.68,117.67,114.80
115.95,117.77,117.77,114.60
117.77,117.34,118.14,116.38
117.01,118.00,118.00,116.34
116.51,117.73,119.12,116.39
118.12,116.90,118.56,116.82
116.83,119.18,119.22,116.03
117.78,116.13,118.93,116.02
116.83,118.23,118.25,115.42
118.40,120.76,121.44,118.40
119.95,119.26,121.24,118.26
120.15,120.85,121.22,119.74
121.19,120.35,121.43,119.59
119.99,119.16,121.26,118.67
120.26,120.17,120.29,117.73
120.21,120.21,120.87,119.26
121.24,122.32,123.15,120.15
122.74,121.82,122.74,120.13
121.57,120.89,122.53,120.08
121.05,121.70,122.09,120.27
121.63,120.56,122.20,120.05
120.67,120.54,121.14,119.04
120.16,120.00,120.16,118.27
120.00,120.41,121.88,119.71
120.69,120.22,120.92,119.17
120.08,120.69,120.97,119.02
120.14,118.83,120.60,117.86
119.12,120.41,121.01,118.58
119.62,118.77,120.26,117.83
117.87,118.33,118.77,117.13
118.37,116.12,118.79,115.76
115.14,114.50,115.76,113.11
115.09,115.99,116.65,114.92
115.65,113.65,115.65,113.39
113.48,115.03,115.71,113.10
115.40,118.69,118.79,115.10
118.05,116.93,118.05,116.14
117.80,118.07,119.47,116.97
117.25,117.42,118.22,116.94
116.84,117.09,118.43,115.62
117.30,116.89,117.86,115.49
117.52,118.32,118.68,117.33
118.30,118.37,119.11,117.82
117.97,118.86,119.45,117.68
118.81,115.52,118.94,115.42
114.86,116.20,117.04,114.86
116.13,117.64,117.70,116.04
118.80,118.30,118.96,117.77
117.34,117.69,118.62,116.74
111.00,118.75,121.88,109.90
119.82,122.18,122.83,117.82
121.73,121.04,123.09,119.80
120.54,120.49,122.32,120.00
120.94,121.27,122.37,120.47
121.41,121.20,121.99,119.80
121.61,121.69,122.67,121.39
121.49,121.14,122.81,120.54
121.34,121.94,122.30,120.37
122.06,120.75,122.51,120.75
120.89,122.22,123.89,120.49
121.12,120.21,121.42,119.45
120.93,122.16,122.77,120.93
122.31,120.69,122.31,120.45
120.83,119.62,121.24,119.28
119.64,119.34,120.41,118.52
119.74,117.96,119.74,117.63
118.06,117.09,119.43,116.84
116.90,116.37,117.67,116.15
115.94,114.98,116.56,114.84
114.01,113.23,114.43,111.75
112.97,115.24,115.64,112.63
115.69,115.91,116.83,114.81
115.75,114.58,115.75,113.55
114.48,114.23,115.30,113.46
114.47,114.22,115.00,113.73
115.01,114.94,116.52,114.94
114.67,115.13,116.17,114.67
114.39,113.86,114.39,112.30
114.33,113.72,114.43,113.14
114.31,115.00,115.62,114.05
115.14,114.10,115.14,113.83
113.70,115.35,115.62,111.36
115.54,114.40,115.54,114.19
114.34,114.37,115.40,113.95
114.41,114.22,115.15,113.82
114.17,113.08,114.62,113.00
112.87,112.61,113.19,111.56
112.99,115.37,116.06,112.41
115.45,115.53,115.74,114.51
115.26,114.31,116.23,114.00
114.99,114.46,115.28,113.35
113.85,114.37,115.60,113.51
114.42,115.14,115.47,113.71
114.32,113.76,114.65,113.21
113.18,114.16,114.31,112.71
114.21,115.14,115.90,114.21
114.80,115.68,115.88,114.15
116.38,117.14,118.51,116.30
117.07,116.79,117.18,116.13
116.51,115.51,117.13,115.18
114.47,113.28,114.47,112.70
113.04,113.70,114.25,112.39
114.10,113.31,114.10,112.66
113.83,115.31,115.87,112.99
115.65,115.68,116.39,113.89
116.02,114.97,116.18,114.82
114.84,116.01,116.60,114.20
115.61,114.93,116.03,113.89
115.24,115.12,115.69,113.93
115.22,114.36,115.51,113.74
113.52,111.39,114.09,111.33
112.67,111.85,112.82,110.60
116.50,117.39,118.79,114.21
118.22,117.10,119.46,116.51
115.96,116.44,117.55,115.00
116.58,116.00,117.31,114.47
114.92,114.74,115.25,114.00
116.43,114.04,116.43,113.31
114.16,115.58,115.73,113.96
116.39,115.58,116.73,114.24
115.90,115.42,115.90,114.50
115.19,114.62,115.19,114.11
115.43,117.30,118.23,115.43
117.05,115.30,117.93,114.28
115.68,114.56,115.72,113.67
114.72,112.87,114.81,112.45
112.56,113.32,113.61,112.56
113.26,111.58,113.56,111.14
111.74,110.04,112.30,109.90
108.86,109.59,110.79,108.01
110.34,110.37,110.77,108.60
110.80,110.48,111.88,109.99
110.28,111.09,112.30,109.53
111.28,110.82,112.53,110.15
110.99,110.64,111.49,109.53
110.73,111.72,112.00,110.73
112.16,113.88,114.37,109.77
113.86,113.35,115.14,112.01
112.86,113.62,115.28,112.51
114.20,115.10,115.35,113.97
114.64,113.86,114.80,113.18
112.86,113.79,114.46,111.48
113.61,114.14,114.86,112.90
113.86,115.18,116.45,113.07
114.85,116.28,116.28,114.36
116.37,115.80,118.66,115.06
114.69,114.60,115.75,113.94
113.57,112.82,114.40,112.82
111.00,110.72,112.45,108.80
105.16,107.39,110.93,104.87
110.12,105.72,110.12,105.31
107.50,107.41,107.82,104.63
108.08,108.67,109.00,106.64
108.34,108.14,109.02,107.07
106.51,108.41,108.89,106.51
106.99,107.23,108.35,106.20
107.92,109.94,110.78,107.47
110.41,109.63,111.41,109.36
108.52,108.44,109.71,107.78
109.47,110.68,110.94,109.14
111.35,109.54,111.35,109.12
109.59,108.85,110.00,108.40
108.35,109.27,109.67,107.66
109.26,108.76,109.26,108.09
108.69,110.00,110.24,108.45
110.11,109.40,110.68,109.00
109.56,110.33,111.50,109.56
109.00,108.05,110.65,107.41
108.85,108.83,109.28,107.11
107.68,107.15,107.68,105.86
107.55,106.96,108.00,106.22
106.54,106.60,106.69,104.32
107.11,106.84,108.26,105.72
106.36,105.11,107.06,104.71
105.26,105.16,105.64,104.22
105.78,106.81,106.99,105.16
106.62,106.53,107.50,105.18
105.65,105.38,105.68,102.72
106.03,108.82,109.44,105.93
108.97,107.01,108.97,106.69
107.51,109.52,109.88,107.51
108.99,110.80,111.03,108.50
110.59,110.21,111.63,110.10
110.52,112.22,112.62,110.26
111.66,111.05,113.16,111.05
111.31,109.94,112.20,109.52
110.17,111.61,111.70,108.57
111.77,110.37,112.20,109.14
109.88,110.65,111.28,109.34
110.84,110.76,111.55,110.31
107.00,104.08,107.00,101.79
104.35,105.15,106.44,104.04
105.67,105.76,106.50,104.29
105.23,104.67,106.11,104.65
104.56,103.78,105.27,102.95
104.35,107.14,107.14,104.26
107.09,105.81,107.27,105.09
105.49,105.07,106.47,104.02
105.08,106.83,107.34,105.08
106.53,107.16,107.43,105.33
107.03,106.20,107.99,105.00
106.38,105.23,106.62,104.60
105.20,107.25,107.89,104.50
107.44,107.01,108.17,106.11
106.87,106.28,107.03,105.79
106.93,107.01,107.58,106.11
106.27,106.27,107.23,105.93
105.90,105.02,106.75,104.83
104.76,105.39,105.56,103.58
105.69,105.39,106.67,104.23
105.83,106.48,106.88,104.99
106.45,106.16,107.29,105.80
106.89,106.48,107.83,106.00
106.79,107.50,108.17,106.02
106.93,108.11,108.46,105.93
108.39,108.50,108.85,107.62
108.39,108.74,109.13,107.29
108.65,108.58,109.87,108.28
109.15,110.55,111.07,108.52
110.45,110.21,111.50,109.45
110.22,106.36,110.58,106.01
106.79,108.33,108.78,106.55
107.98,107.77,108.62,107.02
107.04,106.30,107.56,105.52
106.12,105.27,106.50,104.23
105.27,104.81,105.70,104.66
103.11,101.60,103.13,101.16
101.60,102.08,102.45,100.75
102.84,104.36,104.40,102.07
106.61,108.29,110.00,105.76
108.62,106.90,108.62,106.22
106.35,104.35,106.43,103.74
104.76,103.00,105.17,101.68
103.70,104.40,104.68,102.54
104.76,104.56,104.97,103.71
104.72,104.71,105.38,103.98
104.11,105.60,105.60,103.56
106.46,106.92,107.45,106.00
107.03,105.94,107.03,105.11
105.72,104.20,105.85,104.20
102.35,100.52,102.51,99.66
101.36,101.65,102.40,99.99
101.05,102.26,106.88,101.02
101.43,102.00,102.84,99.31
101.32,100.61,102.03,100.13
101.14,102.50,103.30,100.81
103.70,102.50,103.79,101.65
102.50,101.32,103.21,100.24
101.75,102.08,103.18,101.07
99.90,102.94,102.96,99.55
103.46,101.75,104.26,100.97
100.94,102.09,102.97,97.76
102.06,101.09,102.64,100.03
101.65,101.60,101.98,99.97
101.53,99.64,101.53,99.42
100.00,101.57,101.62,99.39
101.23,99.44,101.23,99.15
100.70,101.09,101.90,99.96
101.20,105.30,105.33,100.59
104.55,103.76,104.57,103.32
103.03,102.08,103.50,101.52
102.72,100.92,102.72,100.25
100.95,101.05,101.70,98.28
100.87,97.97,100.87,97.49
97.19,100.75,101.01,97.05
99.43,100.04,102.31,99.43
100.80,99.87,102.31,99.52
98.42,98.80,99.66,96.90
99.80,100.19,100.96,98.02
101.15,101.60,102.07,98.69
101.92,101.16,102.10,100.58
101.09,102.07,102.51,101.09
102.10,105.02,105.26,101.85
105.50,105.28,105.60,104.79
105.16,105.39,106.39,104.50
104.43,105.91,106.54,103.81
106.46,105.39,106.91,104.82
106.06,105.69,106.10,102.92
105.71,105.41,106.92,104.92
106.31,106.69,106.88,104.50
106.33,104.61,107.63,103.78
104.16,106.36,106.42,104.16
105.96,106.69,107.42,104.70
106.44,108.51,108.60,106.08
108.47,107.48,108.47,107.00
107.72,108.14,108.45,106.63
108.10,107.21,109.93,106.18
107.75,109.19,109.41,107.75
108.62,108.00,109.92,107.44
107.99,108.19,108.76,107.75
108.24,109.15,109.58,107.44
109.01,109.99,110.67,108.04
110.72,110.36,111.27,109.72
110.52,111.37,111.95,109.38
110.65,112.85,113.66,110.07
112.67,109.74,113.53,109.46
110.08,111.34,111.45,108.02
111.45,110.03,111.45,109.01
110.45,112.81,112.81,109.86
108.01,109.66,110.24,104.70
109.18,109.12,110.00,108.71
108.63,110.66,110.95,107.74
110.65,108.74,110.65,108.54
108.10,108.10,109.43,107.41
108.13,108.49,108.81,107.50
108.11,106.90,108.11,105.96
107.90,107.53,108.28,106.95
108.03,107.74,108.88,107.04
107.99,108.45,108.91,107.29
109.20,110.32,110.45,108.70
110.12,110.20,110.64,109.82
109.82,110.50,111.27,109.17
110.24,112.01,112.37,109.95
112.50,112.47,112.80,111.92
112.55,110.94,112.73,110.91
111.37,111.13,112.74,110.45
111.54,111.43,112.21,111.00
111.23,110.18,111.57,109.74
110.84,112.35,113.64,110.65
111.66,110.04,112.50,109.52
109.16,109.13,112.02,108.86
108.44,108.38,109.64,107.70
109.12,108.90,110.13,108.58
108.48,109.41,110.09,107.66
108.73,108.88,110.82,108.53
109.11,108.35,110.19,107.96
108.29,109.76,109.77,107.46
109.70,110.29,111.29,109.70
110.50,111.92,112.00,110.47
111.99,110.14,111.99,109.83
110.45,111.33,112.02,110.02
111.03,111.54,112.26,111.03
111.89,111.77,112.50,110.94
111.98,110.83,112.52,110.19
110.38,111.08,111.64,109.81
110.53,110.44,112.58,109.50
110.43,111.37,111.84,109.42
111.00,111.27,112.04,110.63
111.80,114.24,114.45,111.63
114.18,114.11,114.75,113.38
113.69,114.63,114.74,113.40
114.80,115.85,116.15,112.14
115.65,115.67,115.96,114.16
115.10,116.23,116.33,114.33
115.84,115.60,115.90,113.85
115.57,115.24,115.90,113.60
115.09,115.40,115.71,114.21
115.11,115.34,115.64,114.12
115.15,116.75,117.04,114.50
116.32,117.09,117.46,115.52
116.12,116.66,117.20,116.07
116.14,114.90,118.20,114.75
114.74,114.31,115.03,113.66
114.59,113.42,115.43,113.16
113.28,113.10,113.29,111.75
113.38,112.74,113.52,111.67
113.48,113.51,114.71,113.24
113.16,113.49,114.56,112.61
113.89,113.41,114.18,113.07
114.54,114.99,115.89,113.85
112.02,110.41,113.77,110.03
109.00,106.21,109.97,105.79
106.88,105.44,107.10,104.86
111.00,114.89,118.63,110.59
115.64,115.72,115.74,113.29
113.90,114.73,116.61,113.74
114.11,114.03,115.71,113.79
113.35,113.11,114.22,112.83
113.11,112.32,113.99,111.97
112.67,115.05,115.70,112.67
114.95,115.22,115.57,114.59
115.74,115.48,116.05,114.78
116.05,116.12,116.18,114.91
116.81,116.46,118.87,115.50
117.08,115.22,117.08,114.45
115.69,114.88,116.27,114.55
115.22,115.00,116.11,114.43
114.77,116.24,117.11,114.77
116.39,115.98,116.48,115.14
116.26,116.54,117.43,115.74
116.54,115.86,116.55,115.26
115.48,117.10,117.61,115.06
117.70,116.24,117.99,115.26
116.04,116.92,117.48,115.05
116.62,116.88,117.16,115.94
117.14,117.73,118.22,115.77
118.03,116.65,118.03,116.14
116.12,117.48,117.58,115.74
117.11,117.09,117.63,116.38
117.69,118.36,118.83,117.57
118.69,118.57,118.70,117.33
118.12,118.16,118.31,117.56
118.34,118.02,118.34,116.92
117.99,118.81,119.20,117.88
118.96,119.63,119.82,118.18
119.40,119.92,120.18,118.90
121.07,123.64,124.93,120.04
124.19,125.40,125.80,123.72
125.83,126.01,127.31,124.88
125.91,125.65,125.96,125.04
125.17,126.47,126.80,125.17
126.94,127.50,128.35,126.54
126.90,126.79,127.32,126.22
126.74,128.07,128.35,126.46
127.75,127.63,128.47,126.77
127.43,128.24,128.48,127.13
127.92,128.54,129.06,127.75
128.34,128.39,129.16,127.28
128.68,128.54,128.68,127.07
128.30,130.44,130.50,128.30
130.48,130.59,130.65,129.47
129.93,130.89,130.95,129.80
131.00,131.03,131.15,129.75
130.11,128.78,130.45,128.46
128.73,130.37,130.45,128.45
129.68,128.73,129.96,128.01
129.50,128.99,129.50,128.51
128.67,130.78,131.00,128.60
130.70,130.73,131.07,129.78
130.71,132.29,132.73,130.02
132.41,132.18,133.06,131.79
135.65,131.86,137.01,131.19
132.15,133.24,133.31,132.14
132.62,132.59,133.44,131.76
131.84,131.27,133.25,131.21
131.08,130.93,131.70,130.55
131.62,132.48,133.06,131.28
132.80,131.07,132.98,130.94
131.91,131.86,132.25,130.67
131.91,131.62,132.32,131.06
132.03,131.63,132.61,131.17
131.65,131.55,131.91,131.10
132.20,132.99,133.35,131.35
133.01,131.90,133.10,131.72
131.62,132.26,132.67,129.72
132.38,131.53,132.38,130.90
131.62,132.09,132.32,131.42
131.37,130.68,132.03,130.53
131.38,131.21,132.19,131.10
130.80,131.10,131.95,130.35
132.35,130.80,132.35,130.65
127.40,119.00,127.95,116.67
118.35,118.90,118.95,118.00
117.55,117.75,118.33,116.90
118.40,119.00,119.50,118.15
119.00,119.60,120.25,118.70
119.50,119.90,120.50,119.25
120.50,119.60,120.50,119.05
119.20,121.80,121.91,119.20
122.05,122.50,122.50,121.15
123.45,122.80,123.56,122.80
122.65,122.85,123.60,121.10
123.90,122.95,124.25,122.65
123.40,122.55,123.60,122.50
124.00,124.80,124.95,123.13
124.20,125.85,126.15,123.25
124.95,130.35,130.45,124.95
131.00,134.35,134.95,130.70
134.30,139.50,140.00,134.20
140.95,140.75,142.75,140.00
140.70,139.30,142.20,139.20
139.15,139.65,140.00,138.45
139.65,139.35,141.15,138.85
139.55,140.40,141.00,138.65
140.55,141.00,141.40,139.85
141.10,141.80,142.60,140.40
141.60,140.70,142.45,140.00
140.65,141.00,141.10,139.20
140.25,141.20,142.15,140.10
141.50,141.35,142.25,141.00
142.00,141.35,142.30,140.98
141.35,141.45,142.25,141.25
141.95,141.50,142.60,140.98
142.15,144.85,145.15,141.55
