MORN,Morningstar,NASDAQ
74.91,75.10,75.17,74.83
74.67,74.77,75.49,74.27
75.41,74.97,75.90,74.74
75.17,74.60,75.38,74.23
74.67,74.98,75.28,74.52
74.74,77.58,77.83,74.70
78.11,77.91,78.71,77.35
78.17,77.99,78.68,77.76
77.78,78.07,78.10,77.73
78.47,78.07,78.47,77.81
78.07,79.53,79.79,77.81
79.39,75.17,79.42,74.39
75.15,76.57,76.73,75.15
76.76,77.48,77.90,76.63
77.13,77.00,78.02,76.95
77.17,76.40,77.21,76.25
76.60,75.19,76.60,75.06
75.33,75.33,75.44,74.90
75.77,75.10,75.77,74.19
75.04,75.16,75.19,74.63
75.21,75.56,75.87,75.01
76.00,75.10,76.85,75.04
75.13,75.20,75.43,74.73
74.26,75.60,75.97,74.26
75.24,75.88,76.07,75.24
75.32,75.71,76.10,75.10
75.76,76.95,77.38,75.14
77.45,76.22,77.66,76.22
76.29,77.11,77.85,76.02
76.94,77.57,77.81,76.57
76.49,77.37,77.47,76.05
77.50,78.03,78.35,76.90
77.53,77.83,78.04,77.37
78.06,77.98,78.25,77.69
77.69,78.05,78.37,77.37
78.14,77.97,78.59,77.74
77.86,77.67,78.61,77.51
77.41,77.04,77.68,76.81
76.88,76.47,77.03,75.81
76.25,76.81,77.14,76.25
76.51,76.75,77.07,76.04
76.86,78.03,78.24,76.68
77.95,78.65,78.88,77.90
78.90,78.93,80.00,78.05
79.10,78.35,79.48,78.29
78.40,78.57,79.04,78.04
78.24,76.82,78.45,76.67
76.74,77.33,78.04,76.54
77.35,75.54,77.35,75.44
75.95,75.09,76.02,74.95
75.78,76.04,76.39,74.99
75.81,76.45,76.64,75.81
76.35,76.72,77.17,76.24
76.79,76.99,77.51,76.15
76.91,77.26,77.55,76.91
77.56,78.42,78.76,77.56
78.27,78.19,78.82,77.90
78.51,77.94,78.51,77.58
76.72,78.13,78.69,76.72
78.60,78.19,78.60,77.24
77.90,78.67,79.55,77.90
78.47,78.88,79.08,77.93
78.01,78.21,79.78,77.81
78.20,78.80,79.00,77.86
79.05,78.45,79.06,77.95
78.40,78.32,78.49,77.92
77.70,78.89,79.69,77.70
78.67,79.10,79.40,78.46
78.83,78.95,79.37,78.18
78.61,79.26,79.84,77.32
79.59,78.97,79.80,78.42
78.38,77.09,78.62,77.01
77.29,77.53,78.30,76.47
77.50,77.85,78.88,77.05
77.32,76.66,77.70,76.54
76.79,75.64,76.84,75.11
75.96,75.87,77.29,75.01
76.38,75.50,76.47,75.00
75.41,75.00,75.50,74.60
74.79,74.11,74.80,73.99
74.10,73.92,74.39,73.72
74.09,73.94,74.15,73.51
73.71,73.86,74.12,73.40
74.00,73.91,74.41,73.55
73.85,74.06,74.34,73.85
74.02,74.71,75.09,73.81
74.70,75.58,76.00,74.14
75.87,78.38,78.69,75.26
78.60,81.22,81.60,78.29
80.93,80.31,82.16,80.18
80.13,80.60,81.13,79.95
80.86,79.94,81.30,79.67
80.46,80.29,81.32,79.77
80.53,79.75,80.63,79.35
79.95,79.50,80.00,79.20
79.40,79.48,79.73,77.75
79.04,80.40,80.89,79.04
80.35,80.20,80.45,79.58
80.24,81.66,81.67,79.90
81.87,81.72,82.26,81.64
81.47,82.07,82.15,80.68
82.15,82.23,82.62,81.24
82.50,83.59,84.42,81.94
83.41,83.65,83.86,82.62
83.61,84.70,85.05,83.39
84.59,84.84,85.39,84.31
84.84,84.60,85.29,84.17
84.98,84.95,85.89,84.40
85.31,85.23,85.97,84.40
84.88,84.62,85.27,83.86
84.85,84.34,85.00,82.11
84.08,84.10,84.34,82.86
84.00,83.41,84.00,82.89
83.33,82.64,83.49,82.45
82.54,81.36,82.54,79.22
81.49,80.09,81.59,79.47
80.12,80.10,80.23,79.48
80.44,81.42,81.79,79.74
81.85,81.00,82.41,80.73
81.02,79.96,81.02,79.80
79.91,78.72,79.91,78.16
78.34,78.51,78.70,77.00
78.84,78.51,79.50,78.34
79.00,78.50,79.25,78.44
78.73,78.17,78.73,77.80
78.05,77.83,78.36,76.90
77.96,78.04,78.40,77.79
78.33,79.25,79.69,77.81
79.49,79.95,80.20,79.25
79.79,79.89,80.11,79.50
80.20,79.77,80.40,79.58
80.12,78.73,80.18,78.69
78.44,79.37,79.61,77.90
79.35,78.09,79.36,78.01
78.34,78.25,78.48,77.71
78.67,78.39,78.81,78.00
78.66,78.34,78.83,78.03
78.73,78.22,78.96,78.10
78.42,78.01,78.42,77.69
78.30,77.87,78.55,77.50
78.17,79.18,79.71,77.95
79.06,78.27,79.58,77.66
78.28,77.98,78.72,77.76
78.00,77.93,78.49,77.79
77.83,77.91,78.13,77.36
77.70,78.01,78.27,77.64
78.59,78.99,79.70,78.15
79.32,79.61,80.07,79.18
79.25,79.22,79.66,78.44
79.06,78.30,79.50,77.80
78.31,77.31,78.83,77.06
77.33,77.36,77.48,76.94
77.05,77.34,77.90,76.95
77.55,77.25,78.19,77.23
76.65,77.20,78.02,76.07
76.92,73.98,77.58,73.97
74.30,75.12,75.66,74.09
75.00,75.31,75.73,74.57
75.54,76.55,77.26,75.50
77.14,77.57,77.68,76.91
77.83,77.96,78.27,77.32
77.84,77.96,78.39,77.75
77.64,79.15,79.94,77.64
77.93,81.30,81.88,77.41
81.47,81.05,81.63,80.68
80.71,81.51,81.82,80.36
81.00,81.37,81.90,80.58
81.72,82.30,82.60,81.30
82.53,83.15,83.28,81.94
83.39,83.26,84.05,83.18
83.63,82.80,84.00,82.24
83.00,82.60,83.00,82.28
82.39,82.66,82.92,81.51
82.56,83.66,83.83,82.56
82.78,82.42,83.25,81.64
82.91,83.12,83.58,82.35
82.31,82.65,83.11,82.31
82.92,82.72,82.92,82.11
82.70,82.25,83.00,81.97
82.30,82.07,82.41,81.46
81.92,82.30,82.98,81.30
81.75,82.02,82.11,81.05
82.00,80.78,82.96,80.50
80.72,80.91,82.02,80.33
81.31,81.63,82.02,81.00
81.89,82.31,82.80,81.30
82.38,80.81,82.54,80.53
80.67,80.97,81.26,80.41
81.13,80.58,81.29,80.03
80.63,79.38,80.63,78.95
79.29,78.66,79.94,78.61
78.68,78.19,79.31,78.14
78.39,77.78,79.08,77.71
77.78,77.17,79.16,77.06
77.32,79.02,79.27,77.03
79.31,79.85,79.98,78.10
79.93,79.08,80.00,76.50
79.10,78.58,79.17,77.86
78.92,77.25,78.92,76.95
77.15,76.38,77.15,75.50
76.43,76.09,76.50,74.54
76.09,76.45,76.80,75.47
76.08,73.87,76.50,73.71
73.57,73.30,74.48,72.73
73.36,73.57,74.60,73.36
73.83,73.89,74.14,72.95
74.50,74.72,75.13,73.20
74.65,75.44,76.64,74.57
75.55,75.62,76.08,74.89
75.64,76.02,76.46,75.60
76.06,75.65,76.65,74.97
74.95,72.51,75.60,70.79
71.93,72.51,73.08,71.76
72.45,72.81,72.97,71.17
72.69,73.04,73.85,71.70
72.98,73.33,74.99,72.12
73.11,73.17,73.99,72.71
72.93,73.78,74.20,71.62
74.21,74.09,74.24,73.21
73.65,73.29,74.40,72.94
73.78,73.49,73.78,72.27
73.04,73.90,74.73,73.04
73.79,74.22,74.48,73.32
74.18,75.16,75.45,74.18
75.30,74.01,75.30,73.65
74.02,73.11,74.02,72.74
72.75,71.51,72.75,71.35
71.29,71.70,72.00,70.82
71.64,71.64,72.24,70.81
71.81,68.91,71.81,68.67
68.83,69.22,69.96,67.77
69.05,69.41,69.55,68.02
69.12,70.30,70.46,69.04
70.37,70.33,70.65,70.00
70.18,71.38,71.64,69.09
71.23,70.66,71.35,70.29
70.32,71.14,71.38,70.07
71.11,70.77,71.50,70.49
70.66,70.18,70.75,69.73
73.52,70.56,73.69,70.08
70.41,71.72,71.97,69.78
71.64,72.24,72.68,71.64
71.94,72.39,72.96,71.82
72.13,72.59,72.81,72.04
72.23,72.37,72.93,72.02
72.04,72.63,73.10,72.00
72.77,72.71,72.97,72.15
72.77,72.63,72.99,72.03
72.79,73.14,73.26,71.93
72.88,72.57,73.00,72.09
72.58,72.91,73.11,72.14
72.98,72.10,72.98,72.08
72.42,72.23,72.70,72.04
72.21,71.53,72.66,71.43
71.50,72.17,72.31,71.50
72.24,71.15,72.52,70.96
70.65,71.59,71.77,70.32
71.30,71.81,72.28,70.64
71.90,71.68,72.71,71.42
71.73,72.04,72.47,71.33
72.17,72.55,72.76,72.00
72.17,71.24,72.40,70.85
71.14,69.84,71.14,69.62
69.58,69.14,69.58,68.60
68.50,68.32,68.78,68.04
68.49,68.62,68.96,68.01
68.91,69.00,69.18,68.29
68.98,69.34,69.59,68.27
69.65,69.22,70.11,68.69
68.97,68.16,69.62,68.02
68.73,69.09,69.32,68.49
68.64,68.28,69.08,68.09
68.31,69.04,69.27,68.31
69.20,69.03,69.54,68.53
67.72,67.40,68.93,67.33
67.26,66.49,67.43,66.30
66.54,66.53,66.79,66.33
66.65,67.02,67.45,66.54
67.18,67.75,67.98,66.96
67.11,67.81,68.29,67.11
67.65,68.25,68.61,67.49
68.33,68.36,69.28,68.04
68.16,68.07,68.62,67.75
67.90,67.20,68.25,66.74
67.38,67.15,67.50,66.76
67.24,67.06,67.36,66.85
67.37,68.17,68.35,67.37
68.00,67.49,68.50,67.41
67.64,68.14,68.23,67.32
67.97,68.05,68.43,67.59
67.75,67.26,68.27,67.00
67.68,67.85,68.06,67.59
68.01,67.61,68.01,67.33
67.66,67.83,67.95,67.41
67.89,67.96,68.08,67.71
67.65,68.35,68.58,67.35
68.32,68.40,68.74,67.99
68.61,68.28,68.61,67.77
68.51,67.98,68.66,67.78
68.10,68.47,68.66,67.96
68.47,68.68,68.81,68.10
68.65,69.51,69.72,68.65
69.83,68.94,69.95,68.90
69.20,68.94,69.20,68.63
68.76,68.87,69.15,68.70
68.85,68.85,69.63,68.35
68.75,68.56,68.85,68.31
68.42,68.52,68.78,68.09
68.54,68.54,68.55,68.27
68.73,68.59,68.88,68.27
68.64,68.30,68.70,68.25
68.19,67.88,69.17,67.51
67.74,67.92,67.92,67.40
68.67,68.41,68.67,67.75
68.24,68.34,68.55,68.10
68.18,68.24,68.57,67.85
67.96,67.65,68.33,67.58
67.63,68.18,68.44,67.38
67.93,67.95,68.21,67.55
68.13,68.15,68.45,67.82
67.52,68.30,68.55,67.52
68.10,67.90,68.38,67.67
67.88,67.10,67.90,67.05
67.06,67.52,67.77,66.99
67.78,67.66,68.23,67.36
67.74,67.35,67.94,67.21
66.90,65.99,67.12,65.90
65.63,66.43,66.66,65.25
66.31,65.04,66.31,64.57
64.96,64.19,65.01,64.11
64.22,63.63,64.43,63.33
64.02,63.43,64.52,63.06
63.23,61.66,63.40,61.32
61.03,62.75,63.31,61.03
63.20,62.86,63.38,62.02
62.33,62.84,62.94,62.33
63.39,64.41,64.50,62.66
64.53,65.09,65.40,63.74
64.21,64.24,66.33,63.17
64.34,63.99,64.96,63.86
63.84,65.39,65.72,63.84
65.47,66.55,66.91,65.08
66.47,66.37,66.80,65.65
65.99,67.67,67.91,65.99
68.30,68.25,68.95,67.77
68.54,69.00,69.34,67.98
68.47,68.59,69.42,68.17
68.70,68.78,69.34,68.41
68.54,69.26,69.45,68.54
69.11,69.51,69.79,68.83
69.62,70.44,70.66,68.93
70.39,70.07,70.81,69.87
69.54,70.72,71.04,69.54
70.52,69.49,71.08,69.47
69.68,69.58,69.86,68.91
69.38,68.91,69.89,68.65
69.14,68.14,69.58,68.06
67.95,67.24,67.99,67.01
66.86,66.88,67.27,66.22
67.08,67.18,67.40,66.40
66.89,67.10,67.61,66.89
66.78,66.78,67.10,66.27
66.51,66.98,66.98,65.71
66.88,66.74,67.24,66.61
66.77,66.07,66.79,65.90
66.36,65.97,66.62,65.75
65.83,66.44,66.59,65.55
66.41,65.92,66.43,65.49
65.82,66.47,66.81,65.60
66.56,66.03,66.78,65.82
65.83,65.75,66.07,65.05
65.74,63.47,65.74,63.28
63.85,63.95,64.43,63.82
63.61,63.59,64.14,63.31
63.69,63.96,64.29,63.29
63.87,64.29,64.82,63.29
64.24,64.99,65.28,63.93
65.47,65.26,65.97,64.81
65.35,64.90,65.57,64.75
64.88,65.54,66.03,64.54
65.72,65.94,66.73,65.58
66.16,66.02,66.55,65.60
66.30,66.04,66.54,65.77
65.85,66.10,66.96,65.44
65.81,65.69,66.30,65.22
65.31,64.71,66.07,64.47
64.73,65.18,65.38,64.03
64.77,64.22,64.94,63.87
64.24,62.74,64.24,62.57
63.02,62.73,63.02,62.14
62.92,64.52,65.02,62.92
62.80,63.70,65.21,62.80
64.00,63.58,64.20,63.05
63.95,63.96,65.22,63.18
63.39,63.61,63.93,62.27
63.81,63.30,63.81,62.25
63.19,64.16,64.47,63.17
64.45,64.17,64.45,63.50
64.14,63.72,64.44,63.26
63.79,65.55,65.64,63.53
65.43,65.87,66.30,64.90
65.95,66.53,66.58,65.31
66.00,66.50,67.04,65.53
66.81,66.22,67.56,66.16
66.38,66.38,66.61,65.22
66.14,66.59,66.99,65.52
66.70,67.34,67.55,65.87
67.47,68.91,68.96,67.47
68.41,68.86,69.00,68.20
68.99,69.69,69.81,68.75
69.96,69.26,69.96,68.67
68.75,68.34,69.36,67.73
68.47,68.75,68.90,67.88
68.49,69.24,69.41,68.49
69.95,76.08,76.13,69.31
76.08,78.24,78.51,75.96
77.31,77.36,78.20,76.42
76.00,76.79,76.98,76.00
76.26,76.71,77.25,76.03
76.43,77.13,77.34,76.38
77.00,76.95,77.15,76.37
76.96,75.86,77.00,75.60
76.06,75.27,76.46,74.99
75.04,74.93,75.27,74.51
74.65,74.65,75.39,74.31
74.84,74.90,75.31,74.60
74.87,74.82,75.24,74.00
74.64,73.93,74.66,73.66
74.08,73.79,74.49,73.08
73.48,73.39,74.24,72.76
73.31,73.70,74.38,73.14
72.80,73.11,73.88,72.80
73.58,74.38,74.53,73.06
74.38,75.58,76.00,74.38
75.75,74.25,75.75,73.70
74.45,74.88,74.95,74.28
74.65,74.93,75.31,74.19
74.75,75.59,75.83,74.42
75.48,75.25,75.48,74.96
75.67,75.31,75.67,74.93
75.20,75.13,75.28,74.93
75.00,75.27,75.34,74.71
75.07,74.54,75.19,73.94
74.45,75.11,75.41,74.15
75.10,75.39,75.99,75.00
76.00,75.76,76.20,75.21
75.46,74.91,75.69,74.41
75.07,74.85,75.49,74.28
74.89,73.96,75.21,73.37
73.68,74.31,74.80,73.68
74.51,73.75,74.51,73.43
73.49,73.86,73.95,73.39
73.76,73.81,74.01,73.03
73.96,74.27,74.43,73.50
74.28,73.62,74.35,73.50
73.74,73.52,73.92,73.10
73.72,73.74,73.98,73.35
73.75,73.46,74.00,73.17
73.11,72.31,73.11,71.90
72.76,73.22,73.49,72.02
73.53,73.22,73.60,73.00
73.26,73.35,73.59,72.19
71.89,75.75,77.44,71.89
75.72,75.27,75.86,74.16
75.17,76.02,76.23,74.91
75.69,76.72,77.16,75.50
75.94,76.63,77.12,75.94
76.60,75.89,77.05,75.66
76.36,76.39,76.84,75.95
76.68,75.99,76.91,75.95
76.15,75.01,76.15,74.82
75.00,74.81,75.41,74.42
74.59,75.75,75.92,74.16
75.91,75.28,76.50,75.08
75.15,75.00,75.58,74.65
74.54,74.76,75.08,74.22
74.89,75.52,75.83,74.89
76.02,77.00,77.40,75.36
77.01,76.67,77.01,76.21
76.58,77.09,77.49,75.60
77.17,77.23,77.47,76.76
77.33,77.03,77.50,76.61
76.55,77.02,77.36,76.44
76.63,77.04,77.33,76.51
76.80,76.87,77.44,76.13
76.69,77.20,77.92,76.52
77.06,77.34,77.92,76.88
77.08,77.30,78.00,76.79
77.69,77.61,78.30,76.88
77.12,77.85,78.68,77.00
78.07,78.85,79.39,77.65
78.66,77.67,79.12,77.53
77.72,78.79,79.51,77.72
78.80,78.12,79.62,77.43
78.26,78.35,78.98,77.63
78.73,79.12,79.78,78.60
79.03,79.21,79.72,78.78
79.08,79.21,79.55,78.84
78.80,79.40,79.53,78.31
79.25,79.75,79.77,79.01
79.80,79.85,80.57,79.44
79.93,79.79,80.93,79.47
80.01,79.47,80.18,79.05
79.88,79.36,79.88,79.00
79.33,78.87,79.60,78.40
78.69,78.59,78.88,78.13
78.28,78.63,78.83,78.10
78.90,79.68,79.89,78.52
79.33,79.23,79.93,78.99
79.38,79.55,80.42,78.87
79.96,81.53,81.55,79.96
81.60,80.46,81.88,80.29
79.97,79.31,80.68,79.10
79.33,80.27,80.52,78.79
79.56,79.49,80.33,79.34
80.33,81.24,81.84,80.23
82.00,82.01,82.26,81.53
82.22,82.18,83.43,82.05
82.34,81.27,82.63,81.10
81.20,80.93,81.53,80.42
81.22,82.20,82.75,80.83
82.17,81.51,82.29,80.47
81.55,81.40,81.78,81.21
81.36,80.37,81.50,80.12
80.12,80.06,80.89,79.76
80.01,82.98,83.30,80.01
83.27,84.08,84.09,82.53
83.73,83.99,84.90,83.05
83.90,83.64,84.23,83.40
83.29,85.40,85.55,83.06
85.12,85.30,85.67,84.51
85.27,85.19,85.99,84.96
85.29,84.24,85.29,83.48
84.39,85.05,85.37,84.39
85.32,86.57,86.88,84.97
86.66,85.90,86.66,85.13
85.64,85.66,86.18,85.00
85.90,85.25,86.08,85.04
84.72,84.52,85.13,84.04
83.57,83.76,83.97,82.81
83.61,84.15,84.66,83.55
83.96,84.32,84.56,83.76
83.98,84.62,84.62,83.16
84.40,85.14,85.49,84.38
84.85,83.96,84.89,83.42
83.28,82.00,83.81,81.96
81.20,80.81,82.37,80.33
78.05,77.46,79.55,76.60
79.23,77.16,79.23,77.07
78.55,78.79,79.43,77.06
79.24,80.07,80.83,79.18
79.86,80.55,80.89,79.30
79.78,79.78,80.69,79.26
78.54,77.52,78.94,77.33
78.22,78.07,78.77,77.51
78.18,78.57,79.21,78.13
77.64,77.79,78.24,77.46
78.92,79.09,79.18,78.38
79.69,78.90,79.92,78.77
78.63,79.31,80.00,78.04
79.02,79.86,79.88,78.40
79.38,80.55,80.63,79.13
80.54,81.08,81.41,80.31
81.26,81.13,81.80,80.79
80.95,80.42,81.81,80.37
79.61,79.89,80.20,79.20
80.45,81.11,81.66,79.92
80.27,81.78,82.08,80.12
81.77,82.24,83.11,81.40
81.59,81.69,81.97,81.17
82.23,81.64,82.73,81.14
81.50,79.89,81.88,79.76
79.92,79.74,80.68,79.33
80.36,80.26,80.81,79.92
80.33,80.03,80.51,79.18
79.26,80.81,81.23,78.51
81.17,81.02,82.16,80.57
80.74,80.70,81.40,80.50
80.75,80.42,80.84,80.22
80.17,81.38,81.59,80.04
81.30,81.77,81.89,81.18
81.82,83.29,83.68,81.82
83.02,82.39,83.29,82.31
82.42,80.81,82.61,80.75
81.08,82.80,82.86,81.08
82.90,82.94,83.58,82.63
82.77,83.79,83.93,82.77
83.93,83.62,84.21,83.32
83.86,81.98,84.12,81.30
82.83,82.07,84.99,81.84
82.41,82.02,82.80,81.37
82.00,82.18,82.40,81.60
81.95,81.94,82.20,81.39
82.22,81.90,82.29,81.34
81.60,82.83,82.97,81.59
82.96,82.11,83.21,82.01
81.67,81.80,82.67,81.27
81.82,81.02,82.30,80.62
81.07,81.16,81.62,80.44
81.15,81.42,81.91,80.87
81.71,81.26,81.71,80.87
81.02,80.47,81.04,79.78
80.32,79.98,80.90,79.25
80.28,79.62,80.51,79.33
79.18,78.92,80.62,78.46
78.90,78.28,79.38,78.06
78.31,78.89,79.89,77.96
79.31,78.57,79.67,78.21
79.00,78.75,79.36,78.49
78.79,77.94,79.10,77.81
78.16,77.91,78.40,77.64
77.75,79.32,79.65,77.61
78.93,79.48,79.71,78.58
79.58,80.45,81.02,79.58
80.48,81.27,81.53,80.10
81.11,80.75,81.75,80.50
81.08,82.13,82.17,81.08
82.35,81.80,82.35,81.08
82.07,81.13,82.07,80.20
81.04,82.75,82.87,80.97
82.92,83.29,83.79,82.92
82.79,82.44,83.13,81.42
82.45,81.15,83.10,80.92
81.04,80.54,81.24,80.21
80.10,80.50,80.81,79.61
80.82,80.40,81.18,80.08
81.03,80.84,81.64,80.00
81.71,82.28,82.52,81.08
82.16,79.61,82.41,79.41
79.55,79.61,79.87,78.62
80.30,80.13,80.68,79.30
80.58,80.54,82.56,79.22
81.15,81.23,82.13,80.85
81.08,81.11,81.81,81.01
80.87,81.12,81.88,80.60
81.40,81.19,82.21,80.80
81.01,81.18,81.54,80.88
80.73,80.41,81.69,80.32
79.82,79.81,79.98,78.58
80.21,79.94,81.75,78.90
79.14,79.65,80.21,78.83
79.02,78.25,79.37,77.90
78.76,77.35,78.86,77.14
77.90,76.37,78.49,75.98
77.11,77.26,77.64,75.39
77.50,75.63,78.13,75.56
75.96,77.01,77.23,75.54
75.54,76.99,77.13,75.13
77.77,76.69,78.22,76.50
76.46,76.65,77.40,75.15
77.22,75.98,77.52,75.78
77.25,77.39,77.63,76.08
77.34,76.55,78.17,76.38
77.04,77.34,77.63,76.96
77.36,77.82,78.54,76.95
78.67,79.04,79.24,78.04
79.51,80.41,80.51,79.23
80.36,79.69,80.41,79.22
79.30,78.82,79.88,78.45
79.45,78.27,79.71,77.69
78.34,78.00,79.05,77.52
78.08,75.79,78.13,75.44
75.51,75.49,75.96,74.82
75.22,75.89,76.51,75.20
75.79,75.49,76.72,75.12
74.94,75.34,75.85,74.78
76.34,75.85,76.90,75.16
76.83,78.07,79.27,76.14
78.69,79.01,79.33,78.00
80.06,77.66,80.99,77.06
77.83,78.97,79.33,77.83
79.26,78.05,79.81,76.80
77.62,78.02,78.79,76.86
77.40,78.33,78.75,77.40
78.58,78.55,79.88,77.65
78.84,79.79,79.80,78.64
79.71,79.39,80.84,79.31
80.17,80.07,80.95,79.68
79.77,79.61,80.32,78.10
79.57,80.47,80.78,78.49
80.61,80.15,80.90,79.50
80.02,79.81,80.50,78.10
79.33,81.14,81.37,79.07
81.43,80.70,81.79,80.44
81.19,81.37,81.79,80.62
81.87,81.54,81.87,80.22
81.39,81.71,81.88,80.61
81.80,82.79,83.40,81.03
82.93,83.17,83.47,81.57
83.33,83.93,84.01,82.85
84.33,84.60,84.98,83.88
84.33,84.95,85.49,83.92
85.03,85.19,85.94,84.74
85.46,85.86,86.09,84.43
85.46,85.16,85.46,84.02
85.50,86.16,86.28,85.28
86.23,87.33,87.38,86.04
87.82,87.79,88.58,87.07
87.57,88.27,88.66,87.00
88.49,89.44,89.44,88.16
88.95,88.28,89.09,87.57
88.24,87.22,88.26,86.82
87.31,87.69,88.08,87.02
87.77,86.95,87.82,86.23
87.21,86.91,87.57,86.51
87.28,85.94,87.66,85.85
85.68,85.98,86.34,84.72
86.21,87.53,87.74,86.21
87.54,88.08,88.55,87.12
88.02,88.04,88.83,87.56
87.96,87.99,88.86,87.49
88.22,87.76,88.84,87.17
87.88,87.99,88.63,87.44
88.09,87.20,88.75,86.83
86.56,84.27,86.57,83.96
84.27,83.94,84.82,82.97
83.73,83.82,84.42,83.00
83.70,84.10,84.54,83.12
83.83,83.48,84.36,83.14
83.48,83.20,84.21,82.52
83.46,83.97,84.21,83.08
83.47,82.75,84.15,82.07
82.21,81.74,82.48,81.42
81.74,82.19,82.92,81.28
81.87,82.16,82.41,81.09
81.90,82.52,82.98,81.90
82.57,83.44,83.46,82.50
83.01,82.24,83.59,81.33
82.47,82.38,83.57,81.87
82.37,81.85,82.54,81.17
82.00,82.20,82.84,82.00
81.99,81.57,82.72,81.31
81.37,82.06,82.87,80.52
81.79,81.72,82.76,81.01
82.12,82.44,83.22,81.70
82.18,82.21,82.75,82.00
82.41,83.80,83.88,82.36
84.06,84.05,84.16,83.02
83.74,83.57,84.58,83.57
83.49,84.15,84.41,83.01
83.91,84.43,84.75,83.17
84.36,84.15,84.47,83.49
83.96,84.32,84.38,83.50
84.15,83.60,84.70,83.41
83.61,84.28,84.58,83.11
84.12,84.37,84.60,83.35
84.49,84.16,84.82,83.03
84.12,83.66,84.20,83.33
82.85,82.02,82.85,81.97
81.63,81.66,84.94,80.96
81.64,80.96,81.92,80.32
81.24,80.63,81.43,80.19
80.48,81.43,81.64,80.17
81.44,81.24,81.71,80.71
81.76,81.34,82.37,81.13
81.55,80.89,82.15,80.62
81.06,80.46,81.71,80.09
80.88,81.21,81.60,80.32
78.50,79.11,79.92,77.61
78.61,76.72,79.43,76.57
77.44,77.92,78.55,76.66
78.70,80.00,80.03,78.10
80.31,81.78,81.78,79.35
81.84,81.19,82.49,80.94
80.71,80.57,81.58,80.01
80.05,80.44,80.57,79.20
80.67,80.60,80.83,79.90
81.12,81.38,81.80,80.60
81.50,81.55,81.67,80.83
81.98,83.04,83.12,81.89
83.12,83.40,83.77,82.89
83.63,83.91,84.43,82.84
83.81,83.70,84.39,83.37
83.83,83.39,84.06,82.94
83.61,83.68,84.27,82.44
83.23,84.03,84.41,83.23
84.72,83.68,84.72,82.82
83.97,84.88,85.24,83.72
84.51,84.53,85.09,84.24
84.62,84.59,85.49,81.01
84.25,84.99,85.43,84.25
84.72,84.83,85.24,84.53
84.59,84.58,84.93,84.03
84.30,84.32,84.76,83.68
84.11,83.71,84.44,83.02
83.56,82.81,83.70,82.41
82.77,82.82,83.18,82.18
82.91,82.90,83.08,82.50
82.78,82.62,83.08,82.30
82.62,82.57,82.95,81.97
82.58,82.18,82.81,82.12
82.53,82.89,83.14,82.07
82.62,82.01,82.86,81.87
81.88,82.14,82.36,81.76
81.92,81.23,81.92,81.19
81.42,81.11,81.42,80.52
80.74,81.91,82.10,80.74
81.99,82.50,82.90,81.64
82.20,82.31,82.60,81.77
82.77,83.18,83.42,82.40
83.19,82.94,83.50,82.61
83.08,83.14,83.34,82.86
83.03,83.35,84.17,82.99
83.37,83.31,84.00,82.90
83.28,83.15,84.27,80.00
83.10,83.07,83.53,82.36
82.85,82.93,83.37,82.12
82.93,84.40,84.54,82.69
84.68,83.67,84.68,83.02
83.31,83.71,83.83,82.98
83.12,82.94,83.61,82.91
82.70,81.58,82.96,81.42
81.47,81.72,81.88,80.68
81.48,80.73,81.48,80.48
80.71,80.32,82.00,80.00
80.43,80.65,81.37,79.88
80.14,80.06,80.89,79.53
80.04,79.61,81.24,79.35
79.70,79.48,79.93,79.40
79.48,79.56,79.83,78.53
79.70,80.02,80.13,79.52
79.75,79.66,79.83,79.11
79.10,78.61,79.70,78.54
78.53,78.69,79.35,78.08
78.73,79.20,79.38,73.84
79.40,78.70,79.79,78.22
79.10,79.27,79.41,78.42
78.98,79.00,79.21,78.49
79.00,78.02,79.30,78.00
78.38,77.68,78.38,77.52
77.27,77.50,77.60,76.93
77.31,77.06,77.39,76.25
77.11,76.97,77.68,76.81
77.30,75.68,77.30,75.29
75.77,75.89,76.24,75.61
75.67,75.33,75.73,74.79
75.62,75.84,76.16,75.22
75.79,75.70,76.07,75.32
76.01,76.28,76.48,75.58
76.41,76.84,76.97,75.83
76.80,75.70,77.00,75.58
75.25,71.95,75.69,71.82
72.37,72.07,73.27,71.96
72.19,71.34,72.87,71.14
70.75,71.11,71.71,70.35
71.09,70.66,71.49,70.21
70.75,69.93,72.33,69.72
70.15,70.63,70.82,69.75
70.71,69.33,70.98,69.13
69.24,68.46,69.24,68.31
68.47,70.10,70.20,68.23
70.06,68.41,70.62,68.40
69.39,68.29,69.65,68.16
68.26,68.43,69.21,67.74
68.09,68.95,69.20,67.82
69.10,69.63,69.88,68.29
69.70,71.15,71.31,69.70
71.24,72.83,73.12,71.00
73.13,71.82,73.84,71.64
71.43,72.35,72.92,70.55
72.36,73.63,73.80,71.93
73.50,73.15,73.97,72.95
73.23,73.11,73.48,72.70
73.11,72.85,73.41,72.80
72.74,73.74,74.00,72.74
73.57,74.16,74.16,73.49
74.07,72.96,74.07,72.86
72.68,73.26,73.44,71.33
72.95,72.91,73.59,71.90
72.83,72.45,73.94,72.15
72.10,72.93,73.20,71.67
73.43,72.95,73.43,72.25
72.82,73.26,73.31,72.35
