ERS,Empire Resources,NASDAQ
5.03,5.10,5.15,4.60
5.01,5.10,5.15,5.00
5.00,4.79,5.00,4.71
4.77,4.94,5.25,4.77
4.95,5.09,5.09,4.91
5.00,5.15,5.15,5.00
5.13,5.13,5.13,5.13
5.10,5.10,5.10,5.10
5.00,4.98,5.00,4.66
4.93,4.80,4.94,4.80
4.66,4.79,4.94,4.63
N/A,N/A,N/A,N/A
4.72,4.81,4.95,4.72
4.81,4.82,4.82,4.81
4.82,4.87,4.92,4.82
4.75,4.89,4.89,4.75
4.79,4.72,4.79,4.72
4.90,4.66,4.90,4.66
4.71,4.84,4.84,4.71
4.85,4.85,4.85,4.85
4.77,4.58,4.77,4.57
4.83,4.79,4.83,4.79
4.75,4.75,4.75,4.75
4.71,4.47,4.73,4.45
4.50,4.50,4.50,4.50
4.56,4.50,4.74,4.45
N/A,N/A,N/A,N/A
4.65,4.50,4.65,4.50
4.60,4.64,4.64,4.50
4.60,4.50,4.60,4.50
4.60,4.59,4.60,4.56
4.59,4.50,4.59,4.48
4.47,4.34,4.50,4.19
4.40,4.40,4.40,4.40
4.20,4.30,4.36,4.20
4.33,4.34,4.49,4.33
4.35,4.34,4.47,4.34
4.22,4.30,4.30,4.18
4.24,4.20,4.24,4.20
4.20,4.23,4.25,4.19
N/A,N/A,N/A,N/A
4.14,4.23,4.23,4.14
N/A,N/A,N/A,N/A
4.20,4.20,4.20,4.20
4.16,4.11,4.16,4.05
4.13,4.01,4.13,4.01
4.01,4.10,4.10,4.01
4.07,4.04,4.07,4.00
4.01,3.99,4.09,3.99
3.96,3.95,3.98,3.56
3.77,3.75,3.77,3.53
3.56,3.70,3.75,3.56
N/A,N/A,N/A,N/A
3.60,3.70,3.70,3.60
3.70,3.71,3.71,3.70
3.61,3.60,3.61,3.55
3.75,3.75,3.75,3.71
3.75,3.56,3.75,3.56
N/A,N/A,N/A,N/A
3.68,3.64,3.68,3.60
3.67,3.54,3.67,3.50
3.60,3.59,3.60,3.58
3.58,3.66,3.66,3.50
3.50,3.50,3.60,3.48
3.50,3.55,3.60,3.50
N/A,N/A,N/A,N/A
3.55,3.55,3.55,3.55
N/A,N/A,N/A,N/A
3.67,3.80,4.35,3.61
3.54,3.80,3.95,3.54
3.55,3.75,3.75,3.50
N/A,N/A,N/A,N/A
3.63,3.62,3.64,3.62
3.62,3.65,3.65,3.51
3.55,3.61,3.61,3.55
3.54,3.54,3.54,3.54
3.55,3.55,3.55,3.55
3.55,3.54,3.55,3.54
3.65,3.56,3.65,3.56
3.53,3.55,3.57,3.53
3.60,3.60,3.60,3.60
3.55,3.55,3.55,3.55
3.53,3.51,3.53,3.50
3.51,3.51,3.51,3.51
3.50,3.52,3.57,3.50
3.49,3.58,3.59,3.49
N/A,N/A,N/A,N/A
3.54,3.41,3.54,3.41
3.54,3.50,3.54,3.50
N/A,N/A,N/A,N/A
3.49,3.49,3.49,3.49
N/A,N/A,N/A,N/A
3.42,3.48,3.50,3.42
3.49,3.50,3.50,3.49
3.51,3.50,3.51,3.50
3.50,3.51,3.52,3.50
3.51,3.50,3.51,3.50
N/A,N/A,N/A,N/A
3.53,3.50,3.53,3.50
3.50,3.42,3.51,3.42
3.46,3.46,3.49,3.43
3.53,3.52,3.53,3.50
3.50,3.50,3.50,3.50
3.41,3.41,3.41,3.41
3.46,3.42,3.50,3.42
3.53,3.50,3.53,3.50
3.46,3.51,3.51,3.46
3.46,3.48,3.48,3.45
3.46,3.50,3.50,3.45
3.47,3.47,3.47,3.47
3.45,3.48,3.48,3.45
N/A,N/A,N/A,N/A
3.48,3.48,3.50,3.48
3.45,3.50,3.51,3.45
3.51,3.50,3.52,3.45
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.45,3.50,3.50,3.45
3.46,3.52,3.52,3.46
N/A,N/A,N/A,N/A
3.52,3.41,3.52,3.41
3.36,3.24,3.36,3.24
3.24,3.46,3.46,3.24
3.44,3.46,3.46,3.44
3.35,3.49,3.49,3.35
3.45,3.48,3.48,3.45
3.32,3.36,3.55,3.32
3.44,3.55,3.60,3.44
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.55,3.60,3.61,3.50
3.60,3.60,3.64,3.37
3.43,3.58,3.58,3.42
3.39,3.50,3.62,3.39
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.35
3.46,3.63,3.90,3.45
3.56,4.10,4.14,3.56
3.52,3.94,4.00,3.52
3.97,3.68,3.97,3.56
3.68,3.68,3.68,3.68
3.62,3.68,3.68,3.57
3.64,3.68,3.68,3.55
3.70,4.50,5.15,3.57
4.49,4.33,4.65,4.16
4.20,4.40,4.45,4.20
4.39,4.44,4.45,4.39
4.45,4.55,4.55,4.44
4.62,4.43,4.69,4.43
4.30,3.77,4.30,3.72
3.99,4.01,4.01,3.91
4.00,4.37,4.40,4.00
N/A,N/A,N/A,N/A
4.37,4.37,4.47,4.37
4.05,3.84,4.07,3.35
3.66,3.85,3.93,3.66
3.89,3.73,3.89,3.72
3.73,3.65,3.73,3.65
3.67,3.87,3.96,3.67
3.86,3.86,3.86,3.86
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.86,4.05,4.05,3.86
N/A,N/A,N/A,N/A
4.05,4.43,4.45,4.05
4.35,4.45,4.45,4.35
4.37,4.43,4.43,4.37
4.37,4.40,4.43,4.37
4.38,4.25,4.40,4.24
4.30,4.30,4.30,4.30
4.25,4.24,4.34,4.24
4.41,4.26,4.41,4.24
4.24,4.29,4.29,4.24
4.24,4.25,4.25,4.24
4.30,4.15,4.30,4.15
4.28,4.28,4.28,4.16
4.25,4.25,4.25,4.25
4.16,4.24,4.27,4.15
N/A,N/A,N/A,N/A
4.24,4.09,4.24,4.06
4.54,4.05,4.54,4.05
4.09,4.10,4.10,4.09
N/A,N/A,N/A,N/A
4.25,4.25,4.25,4.25
4.31,4.40,4.40,4.26
4.34,4.37,4.37,4.21
N/A,N/A,N/A,N/A
4.24,4.39,4.39,4.20
4.38,4.21,4.38,4.21
4.36,4.36,4.36,4.36
4.20,4.25,4.30,4.20
4.30,4.29,4.30,4.26
4.26,4.25,4.35,4.24
4.25,4.10,4.36,4.08
4.05,4.11,4.19,4.03
4.12,4.10,4.14,4.10
4.10,4.17,4.17,4.10
4.14,4.14,4.14,4.14
4.20,4.14,4.20,4.14
4.09,4.09,4.09,4.09
4.04,4.05,4.09,4.02
4.06,4.09,4.10,4.00
4.05,4.13,4.13,4.02
4.11,4.10,4.11,4.02
4.12,4.05,4.12,4.02
4.14,4.10,4.24,4.05
4.10,4.09,4.25,4.09
4.10,4.05,4.20,4.05
4.10,4.10,4.25,4.07
4.10,4.10,4.11,4.07
4.28,4.18,4.28,4.15
4.15,4.13,4.16,4.12
4.15,4.15,4.28,4.14
4.15,4.15,4.25,4.14
4.15,4.14,4.22,4.14
4.16,4.13,4.16,4.12
4.14,4.10,4.16,4.10
4.09,4.15,4.15,4.09
4.15,4.15,4.24,4.09
4.09,4.19,4.22,4.09
4.14,4.21,4.21,4.11
4.15,4.12,4.15,4.12
4.13,4.18,4.18,4.13
4.15,4.10,4.17,4.09
4.08,4.14,4.14,4.08
4.15,4.12,4.33,4.08
4.15,4.15,4.34,4.12
4.15,4.12,4.19,4.10
4.13,4.14,4.15,4.06
4.15,4.09,4.24,4.09
4.14,4.14,4.15,4.08
4.10,4.10,4.10,4.08
4.10,4.08,4.10,4.05
4.08,4.07,4.10,4.06
4.06,4.12,4.16,4.00
4.07,4.10,4.10,4.00
4.10,4.10,4.12,4.09
4.07,4.07,4.15,4.01
4.05,4.04,4.22,3.90
4.10,4.10,4.12,4.10
4.09,4.10,4.10,3.97
4.10,4.09,4.12,4.03
4.05,4.10,4.10,4.05
4.10,4.08,4.11,4.06
4.10,4.11,4.11,4.10
4.08,4.06,4.10,4.05
4.02,3.99,4.06,3.81
4.03,4.09,4.10,3.95
4.10,4.09,4.12,4.09
4.17,4.09,4.19,4.08
4.10,4.08,4.10,4.05
4.10,4.09,4.18,4.05
4.10,4.10,4.16,4.06
4.07,4.09,4.12,4.07
4.08,4.08,4.08,4.07
4.08,4.00,4.17,4.00
4.14,4.14,4.16,4.10
4.16,4.15,4.17,4.14
4.17,4.19,4.19,4.16
4.14,4.18,4.18,4.14
4.18,4.21,4.21,4.16
4.17,4.21,4.21,4.14
4.22,4.22,4.22,4.15
4.27,4.24,4.27,4.16
4.23,4.37,4.44,4.23
4.46,4.40,4.89,4.38
4.58,4.39,4.58,4.25
4.58,4.51,4.69,4.40
4.55,4.72,4.85,4.54
4.92,4.80,4.92,4.77
4.63,4.51,4.94,4.50
4.50,4.55,4.75,4.35
4.63,4.51,4.69,4.43
4.69,4.53,4.69,4.53
4.50,4.46,4.69,4.45
4.57,4.63,4.63,4.45
4.55,4.84,4.90,4.55
4.73,4.83,4.89,4.71
4.90,4.83,4.90,4.83
4.72,4.71,4.72,4.69
4.70,4.88,4.88,4.69
4.80,4.90,4.92,4.80
4.90,4.86,4.90,4.86
4.84,4.82,4.97,4.81
4.85,4.97,4.98,4.85
4.96,5.14,5.19,4.96
5.14,5.20,5.20,5.10
5.15,5.15,5.15,5.09
5.30,5.75,5.75,5.30
5.92,5.90,6.23,5.80
5.95,5.94,6.11,5.92
5.93,5.83,6.09,5.65
5.77,5.80,5.87,5.65
5.77,5.57,5.84,5.50
5.72,5.66,5.75,5.64
5.65,5.70,5.83,5.65
5.70,5.70,5.70,5.67
5.71,5.70,5.71,5.65
5.70,5.65,5.70,5.63
5.66,5.70,5.70,5.65
5.70,5.66,5.70,5.60
5.67,5.64,5.68,5.58
5.69,5.64,5.69,5.50
5.60,5.36,5.60,5.25
5.39,5.34,5.39,5.29
5.30,5.27,5.36,5.24
5.25,5.25,5.30,5.25
5.28,5.19,5.28,5.15
5.19,5.21,5.22,5.15
5.19,5.23,5.34,5.18
5.35,5.18,5.39,5.17
5.21,5.20,5.27,5.18
5.37,5.45,5.53,5.24
5.49,5.48,5.49,5.42
5.42,5.44,5.49,5.36
5.46,5.31,5.46,5.30
5.43,5.18,5.44,5.10
5.20,5.18,5.33,5.15
5.14,5.26,5.30,5.12
5.32,5.45,5.45,5.21
5.21,5.31,5.41,5.21
5.23,5.18,5.36,5.15
5.10,5.00,5.14,4.98
5.00,5.08,5.10,5.00
5.05,5.13,5.20,5.05
5.21,5.09,5.21,5.07
5.09,5.08,5.09,5.07
5.08,5.08,5.10,5.05
5.10,5.01,5.10,5.00
4.99,5.00,5.09,4.82
5.02,4.93,5.02,4.91
4.90,4.99,4.99,4.66
4.76,4.93,4.93,4.76
4.88,4.95,4.99,4.88
4.90,5.00,5.02,4.88
5.00,4.90,5.01,4.82
4.93,4.99,5.02,4.93
5.01,5.26,5.34,4.97
5.17,5.31,5.31,5.12
5.24,5.29,5.29,5.00
5.30,5.15,5.30,5.09
5.25,5.02,5.26,5.02
5.01,5.18,5.23,5.01
5.23,5.18,5.23,5.18
5.10,5.22,5.22,5.09
5.12,5.13,5.20,5.03
5.22,5.10,5.23,5.06
5.07,5.05,5.20,5.01
5.30,5.07,5.30,5.04
5.16,5.39,5.40,5.06
5.39,5.38,5.39,5.17
5.37,5.17,5.37,5.10
5.15,5.13,5.27,5.12
5.40,5.15,5.42,5.15
5.26,5.01,5.26,5.01
4.98,5.04,5.10,4.80
4.96,4.95,5.03,4.93
4.98,5.00,5.09,4.97
5.14,5.00,5.14,4.81
4.92,4.92,5.00,4.90
4.92,4.82,4.92,4.81
4.87,4.83,4.93,4.82
4.80,4.77,4.96,4.72
4.75,4.74,4.91,4.72
4.81,4.64,4.95,4.56
4.76,4.68,4.78,4.62
4.68,4.84,4.84,4.68
4.67,4.66,4.77,4.65
4.64,4.55,4.76,4.51
4.56,4.56,4.66,4.53
4.57,4.55,4.61,4.51
4.59,4.69,4.76,4.53
4.70,4.69,4.70,4.57
4.61,4.63,4.69,4.52
4.51,4.52,4.65,4.51
4.58,4.53,4.65,4.53
4.51,4.57,4.57,4.51
4.77,4.78,4.95,4.77
4.78,4.82,4.93,4.77
4.83,4.88,4.90,4.77
4.87,4.81,4.91,4.81
4.81,4.85,4.85,4.81
4.82,4.80,4.90,4.74
4.76,4.76,4.78,4.52
4.62,4.65,4.80,4.56
4.66,4.70,4.75,4.66
4.57,4.69,4.69,4.57
4.67,4.62,4.92,4.45
4.65,4.63,4.86,4.48
4.60,4.52,4.73,4.47
4.70,4.57,4.71,4.55
4.49,4.45,4.56,4.45
4.47,4.42,4.51,4.38
4.43,4.36,4.50,4.12
4.35,4.33,4.42,4.33
4.38,4.34,4.48,4.22
4.43,4.58,4.93,4.43
4.50,4.32,4.51,4.30
4.33,4.31,4.34,4.27
4.30,4.33,4.53,4.28
4.37,4.48,4.60,4.37
4.54,4.38,4.55,4.30
4.59,4.38,4.59,4.33
4.31,4.33,4.44,4.27
4.28,4.39,4.40,4.28
4.41,4.48,4.50,4.34
4.34,4.53,4.58,4.34
4.36,4.43,4.44,4.36
4.35,4.52,4.52,4.35
4.52,4.41,4.55,4.41
4.52,4.46,4.52,4.46
4.35,4.44,4.60,4.35
4.48,4.40,4.56,4.40
4.46,4.48,4.58,4.44
4.45,4.47,4.48,4.41
4.38,4.37,4.45,4.35
4.40,4.45,4.59,4.39
4.55,4.54,4.62,4.47
4.49,4.47,4.64,4.47
4.40,4.58,4.68,4.40
4.53,4.48,4.58,4.43
4.41,4.39,4.50,4.35
4.47,4.56,4.66,4.41
4.42,4.63,4.71,4.41
4.50,4.48,4.62,4.46
4.49,4.50,4.50,4.39
4.38,4.49,4.49,4.38
4.44,4.53,4.55,4.44
4.50,4.43,4.63,4.43
4.49,4.50,4.50,4.47
4.45,4.43,4.45,4.43
4.46,4.43,4.52,4.40
4.40,4.52,4.52,4.38
4.40,4.40,4.40,4.39
4.43,4.52,4.52,4.41
4.39,4.50,4.50,4.38
4.50,4.51,4.52,4.50
4.43,4.44,4.51,4.43
4.44,4.41,4.50,4.40
4.42,4.47,4.47,4.36
4.40,4.47,4.47,4.40
N/A,N/A,N/A,N/A
4.42,4.42,4.42,4.42
4.41,4.48,4.48,4.40
4.47,4.48,4.48,4.39
4.48,4.24,4.64,4.23
4.23,4.20,4.42,4.13
4.28,4.32,4.47,4.24
4.32,4.25,4.44,4.25
4.34,4.11,4.34,3.71
4.15,4.15,4.22,4.15
4.16,4.19,4.38,4.03
4.07,4.08,4.27,4.07
4.07,4.06,4.24,4.06
4.22,4.19,4.29,4.05
4.29,4.19,4.29,4.06
4.15,4.15,4.30,4.15
4.23,4.20,4.26,4.20
4.17,4.23,4.27,4.11
4.03,4.25,4.34,4.03
4.34,4.42,4.42,4.34
4.42,4.40,4.42,4.34
4.35,4.45,4.45,4.35
4.50,4.40,4.50,4.26
4.37,4.37,4.37,4.37
4.29,4.28,4.29,4.25
4.29,4.45,4.47,4.29
4.30,4.48,4.49,4.30
4.36,4.48,4.49,4.30
4.36,4.36,4.36,4.36
4.35,4.24,4.45,4.24
4.23,4.33,4.41,4.20
4.41,4.45,4.49,4.41
4.34,4.38,4.41,4.34
4.25,4.30,4.44,4.17
4.20,4.24,4.24,4.20
4.47,4.05,4.47,4.01
4.07,4.00,4.15,3.85
3.93,4.01,4.13,3.93
4.07,3.91,4.07,3.91
3.99,4.36,4.36,3.94
4.13,4.11,4.16,4.05
4.00,4.00,4.03,4.00
3.96,4.05,4.05,3.93
3.93,3.97,4.04,3.92
4.03,3.83,4.05,3.80
3.81,3.88,3.96,3.81
3.82,3.83,3.87,3.80
3.88,3.82,3.88,3.77
3.86,3.96,3.96,3.81
3.97,4.03,4.03,3.95
4.03,4.04,4.07,3.98
4.07,4.09,4.14,3.84
3.95,4.15,4.15,3.95
3.96,4.11,4.11,3.96
4.10,4.04,4.10,4.04
4.00,4.16,4.16,4.00
4.05,4.05,4.14,4.00
4.00,4.00,4.13,3.96
4.01,3.98,4.10,3.98
3.95,3.92,4.10,3.90
3.92,4.15,4.15,3.92
4.09,4.23,4.23,4.02
4.21,4.25,4.34,4.20
4.34,4.32,4.37,4.21
4.33,4.10,4.39,4.06
4.04,4.09,4.26,4.04
4.23,4.04,4.23,4.04
4.18,4.05,4.18,4.03
4.11,4.12,4.17,4.04
4.08,3.99,4.09,3.99
4.03,4.05,4.22,4.03
4.10,3.85,4.12,3.85
4.00,4.00,4.00,3.97
4.00,3.90,4.00,3.90
4.07,4.04,4.07,4.03
3.99,3.99,3.99,3.99
3.92,3.94,3.99,3.92
3.91,3.86,3.93,3.86
3.86,3.96,3.96,3.86
4.00,3.95,4.18,3.95
3.99,3.98,3.99,3.98
3.99,4.18,4.18,3.99
3.97,4.11,4.11,3.96
4.04,3.94,4.05,3.94
3.95,3.86,3.95,3.86
3.83,3.86,3.86,3.83
3.83,3.76,3.84,3.73
3.85,3.87,3.88,3.83
3.78,3.92,3.92,3.78
3.85,3.86,3.94,3.85
3.85,3.88,4.06,3.84
4.04,4.04,4.04,4.04
3.91,3.91,3.91,3.91
3.95,3.90,3.95,3.90
3.77,3.87,3.87,3.76
3.87,3.61,3.87,3.58
3.62,3.75,3.75,3.62
N/A,N/A,N/A,N/A
3.61,3.52,3.80,3.50
3.10,3.10,3.20,2.35
3.00,3.00,3.62,2.97
3.02,2.85,3.24,2.82
2.90,2.83,2.90,2.83
2.55,2.88,3.39,2.50
2.90,2.88,2.90,2.88
2.85,2.82,2.85,2.83
2.81,2.77,2.83,2.77
2.76,2.76,2.82,2.76
2.77,2.87,2.88,2.77
3.00,2.83,3.02,2.83
2.83,2.86,2.86,2.83
2.87,3.50,3.50,2.83
4.00,3.13,4.20,2.89
3.50,3.37,3.50,3.37
3.39,3.48,3.52,2.94
3.54,3.49,3.54,3.48
3.41,3.46,4.00,3.41
3.30,3.31,3.60,3.30
3.35,3.35,3.48,3.35
3.34,3.39,3.64,3.34
3.30,3.30,3.41,3.30
3.57,3.25,3.57,3.25
3.26,3.23,3.47,3.22
3.70,4.20,4.20,3.66
4.00,4.17,4.31,4.00
4.43,4.29,4.43,4.15
4.30,4.43,4.43,4.23
4.34,4.36,4.42,4.30
3.90,3.70,4.27,3.66
3.82,3.72,3.96,3.68
3.89,3.65,3.89,3.65
4.00,3.72,4.04,3.72
4.07,4.03,4.07,3.73
4.03,3.89,4.03,3.79
N/A,N/A,N/A,N/A
3.92,3.90,4.00,3.89
3.80,3.74,3.80,3.74
4.00,3.89,4.00,3.76
3.94,3.75,4.00,3.75
3.86,3.97,3.97,3.86
3.74,4.00,4.00,3.74
4.12,4.15,4.16,4.11
4.18,4.27,4.27,4.12
N/A,N/A,N/A,N/A
4.01,4.01,4.01,4.01
4.02,4.05,4.05,4.02
4.06,4.09,4.09,4.01
4.05,4.05,4.05,4.05
4.02,4.00,4.10,4.00
4.02,4.00,4.25,4.00
4.00,3.95,4.06,3.94
3.99,4.01,4.01,3.82
4.01,4.00,4.01,4.00
4.00,4.03,4.03,3.92
3.95,3.87,3.95,3.84
3.89,3.91,4.03,3.89
4.03,4.05,4.05,4.03
3.98,3.95,4.00,3.95
3.90,3.92,3.92,3.86
3.99,3.91,3.99,3.88
3.95,4.06,4.06,3.94
4.05,4.02,4.05,4.02
4.00,4.00,4.00,4.00
N/A,N/A,N/A,N/A
3.82,3.98,4.00,3.82
3.98,4.01,4.01,3.98
2.80,3.95,3.99,2.80
3.92,3.62,3.92,3.62
3.59,3.65,3.92,3.59
3.92,3.92,3.92,3.92
3.42,3.96,3.96,3.42
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.96,3.96,3.96,3.95
3.84,3.96,3.99,3.84
3.45,3.94,3.95,3.45
3.96,3.97,3.98,3.96
3.97,3.67,4.00,3.67
3.70,3.99,3.99,3.70
3.38,3.40,3.80,3.38
3.60,3.75,3.80,3.50
3.80,3.80,3.80,3.77
N/A,N/A,N/A,N/A
3.50,3.80,3.85,3.48
3.69,3.41,3.75,3.41
3.40,3.56,3.68,3.26
3.55,3.49,3.55,3.30
3.43,3.54,3.54,3.38
3.54,3.53,3.55,3.52
3.34,3.48,3.51,3.34
3.40,3.58,3.60,3.27
3.40,3.47,3.47,3.40
3.75,4.16,4.65,3.75
3.84,3.60,3.88,3.50
3.53,3.66,3.71,3.40
3.66,3.49,3.76,3.49
3.62,3.55,3.62,3.37
3.39,3.50,3.52,3.39
3.58,3.35,3.64,3.34
3.64,3.59,3.64,3.54
3.62,3.59,3.62,3.59
N/A,N/A,N/A,N/A
4.04,3.65,4.04,3.64
3.76,3.82,3.82,3.75
3.80,3.89,4.10,3.80
3.50,3.32,3.50,3.22
3.48,3.26,3.48,3.26
3.24,3.31,3.41,3.24
3.28,3.40,3.41,3.28
3.40,3.35,3.42,3.35
3.30,3.26,3.43,3.24
3.25,3.25,3.29,3.24
3.25,3.24,3.25,3.24
3.25,3.33,3.40,3.25
3.29,3.53,3.53,3.29
3.52,3.45,3.57,3.45
3.30,3.49,3.49,3.30
3.34,3.47,3.47,3.34
3.66,3.49,3.66,3.49
3.52,3.60,3.60,3.52
3.54,3.54,3.54,3.54
3.52,3.40,3.59,3.40
3.30,3.30,3.30,3.30
3.27,3.26,3.33,3.26
3.26,3.32,3.35,3.26
3.32,3.27,3.62,3.25
3.47,3.47,3.47,3.19
3.49,3.49,3.49,3.49
3.26,3.50,3.65,3.26
3.66,3.48,3.66,3.47
N/A,N/A,N/A,N/A
3.48,3.48,3.48,3.48
N/A,N/A,N/A,N/A
3.50,3.31,3.52,3.28
3.30,3.19,3.45,3.17
3.65,3.61,3.65,3.42
3.27,3.58,3.58,3.26
3.58,3.58,3.59,3.56
3.59,3.39,3.59,3.30
N/A,N/A,N/A,N/A
3.22,3.32,3.56,3.21
N/A,N/A,N/A,N/A
3.48,3.14,3.48,3.14
3.61,3.25,3.61,3.17
3.30,3.33,3.40,3.20
3.16,3.02,3.27,3.02
3.27,3.27,3.27,3.27
N/A,N/A,N/A,N/A
3.27,3.35,3.35,3.25
3.31,3.31,3.31,3.31
3.39,3.43,3.49,3.30
3.35,3.50,3.50,3.20
3.63,3.60,3.63,3.58
3.33,3.33,3.33,3.33
3.23,3.23,3.23,3.23
3.13,3.16,3.28,3.12
3.16,3.28,3.32,3.16
3.22,3.36,3.36,3.22
N/A,N/A,N/A,N/A
3.36,3.36,3.36,3.36
3.45,3.36,3.54,3.12
3.24,3.48,3.48,3.24
3.29,3.50,3.56,3.28
3.49,3.43,3.50,3.43
3.44,3.45,3.50,3.37
3.44,3.45,3.53,3.41
3.22,3.38,3.39,3.10
3.50,3.55,3.59,3.49
3.40,3.40,3.53,3.40
N/A,N/A,N/A,N/A
3.45,3.50,3.50,3.45
3.40,3.40,3.40,3.36
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.33,3.49,3.50,3.33
3.40,3.47,3.47,3.40
3.52,3.53,3.53,3.52
N/A,N/A,N/A,N/A
3.56,3.52,3.69,3.52
3.52,3.52,3.52,3.52
3.45,3.45,3.45,3.45
N/A,N/A,N/A,N/A
3.47,3.47,3.47,3.47
3.40,3.40,3.40,3.40
N/A,N/A,N/A,N/A
3.34,3.50,3.50,3.34
3.45,3.36,3.45,3.36
3.45,3.61,3.68,3.45
3.65,3.64,3.65,3.19
3.48,3.48,3.48,3.48
N/A,N/A,N/A,N/A
3.25,3.37,3.55,3.25
3.46,3.50,3.50,3.44
N/A,N/A,N/A,N/A
3.50,3.51,3.65,3.50
3.59,3.61,3.65,3.59
3.64,3.60,3.65,3.60
3.65,3.67,3.72,3.65
3.74,3.74,3.74,3.74
3.68,3.68,3.68,3.52
3.65,3.76,3.84,3.65
3.69,3.79,3.82,3.69
3.76,3.83,3.83,3.76
3.84,3.99,3.99,3.65
3.80,3.95,3.95,3.80
3.93,3.94,3.94,3.93
3.79,3.94,3.95,3.79
3.93,3.83,3.93,3.68
3.88,3.72,3.88,3.72
3.92,3.79,3.92,3.74
3.79,3.65,3.84,3.53
3.54,3.54,3.54,3.54
3.69,3.52,3.69,3.52
3.60,3.65,3.73,3.60
3.60,3.60,3.60,3.60
3.60,3.56,3.63,3.56
3.52,3.52,3.80,3.52
3.31,3.31,3.31,3.31
3.50,3.55,3.55,3.50
3.56,3.57,3.64,3.55
3.57,3.59,3.70,3.57
3.62,3.86,3.86,3.62
3.87,3.86,3.87,3.73
3.68,3.68,3.68,3.68
3.85,3.85,3.85,3.85
3.87,3.86,3.87,3.86
3.89,3.93,3.93,3.87
3.93,3.99,4.00,3.88
3.99,3.99,3.99,3.99
3.99,4.24,4.51,3.99
4.18,4.50,4.50,3.99
4.50,4.53,4.68,4.49
4.48,4.10,4.67,4.06
4.30,4.29,4.30,4.26
4.15,4.22,4.30,4.15
4.35,4.30,4.35,4.23
4.26,4.35,4.51,4.26
4.25,4.14,4.25,4.11
4.10,3.95,4.10,3.95
3.95,3.90,3.95,3.82
3.90,3.90,3.90,3.90
3.85,3.85,3.90,3.83
3.80,3.71,3.80,3.70
3.72,3.71,3.77,3.66
3.63,3.76,3.89,3.63
3.90,4.34,4.35,3.90
4.28,4.34,4.34,4.19
4.41,4.40,4.41,4.26
4.28,4.12,4.50,4.11
4.42,4.21,4.48,4.21
4.30,4.35,4.35,4.30
4.12,4.37,4.40,4.12
4.40,4.40,4.45,4.37
4.23,4.40,4.40,4.23
N/A,N/A,N/A,N/A
4.46,4.47,4.47,4.46
4.47,4.50,4.51,4.35
4.26,4.54,4.55,4.26
4.50,4.62,4.65,4.42
4.64,4.90,4.99,4.49
4.81,5.00,5.04,4.81
5.03,4.98,5.03,4.81
4.96,4.99,5.04,4.96
4.75,4.97,5.01,4.75
4.91,4.97,5.00,4.91
4.96,5.01,5.01,4.96
4.91,5.01,5.01,4.78
4.94,4.98,5.00,4.83
4.98,5.17,5.17,4.76
5.10,5.24,5.25,5.09
5.24,5.21,5.38,5.21
5.25,5.04,5.25,4.61
4.96,5.15,5.24,4.96
5.01,5.14,5.23,5.00
5.10,5.02,5.19,5.00
5.20,5.14,5.20,5.14
5.15,5.15,5.20,5.06
5.07,5.09,5.20,4.96
5.15,5.11,5.17,5.09
5.15,5.03,5.19,5.00
5.15,5.00,5.15,5.00
5.13,5.01,5.14,5.00
4.95,4.99,5.00,4.80
5.00,4.95,5.00,4.80
4.82,4.91,4.97,4.80
4.91,4.90,5.00,4.87
4.96,4.97,4.97,4.93
4.97,5.01,5.10,4.97
4.98,5.03,5.14,4.97
5.10,5.17,5.17,5.00
5.22,5.31,5.38,5.13
5.34,5.48,5.49,5.34
5.27,5.34,5.46,5.25
5.35,5.37,5.49,5.32
5.28,5.45,5.45,5.28
5.47,5.38,5.47,4.87
5.38,5.46,5.46,5.35
5.40,5.38,5.42,5.37
5.22,5.17,5.22,5.17
5.36,5.36,5.36,5.36
5.36,5.30,5.37,5.27
5.35,5.38,5.38,5.35
5.38,5.20,5.38,5.20
5.21,4.98,5.21,4.98
5.00,4.80,5.00,4.80
4.80,4.67,4.90,4.67
4.78,4.74,4.78,4.73
4.85,4.83,4.85,4.74
4.99,4.63,4.99,4.62
4.64,4.93,4.94,4.64
4.95,4.95,4.99,4.90
4.99,5.00,5.00,4.99
5.14,5.02,5.18,5.00
5.00,5.10,5.20,4.98
5.21,5.11,5.21,5.08
5.17,5.19,5.20,4.91
5.21,5.16,5.21,5.12
5.21,5.16,5.21,5.16
5.19,5.14,5.19,5.14
5.14,5.10,5.14,5.10
5.11,5.06,5.18,5.05
5.05,5.10,5.18,5.01
5.21,5.12,5.21,5.01
5.04,5.00,5.16,5.00
5.00,4.95,5.00,4.94
4.88,4.94,4.95,4.88
4.99,4.96,5.18,4.95
5.13,5.20,5.21,5.13
5.25,5.18,5.25,5.11
5.18,5.25,5.31,5.05
5.26,5.22,5.27,5.19
5.30,5.21,5.32,5.18
