URTY,ProShares UltraPro Russell2000,NASDAQ
52.95,50.74,52.95,50.08
50.73,50.82,51.44,49.12
49.45,49.17,50.37,47.75
50.48,50.56,50.84,49.43
51.97,51.19,52.11,50.61
52.20,53.71,53.88,52.14
53.49,52.50,54.26,52.50
53.80,55.26,56.08,53.79
55.40,55.29,56.38,54.12
54.65,55.55,56.03,54.38
57.35,57.96,57.98,55.59
58.65,58.62,59.18,58.29
59.70,60.20,60.52,58.99
60.23,60.64,60.83,59.73
63.10,62.81,63.10,61.86
62.89,63.30,63.97,62.85
63.70,64.75,65.06,63.57
65.00,63.97,65.05,63.46
64.96,64.58,65.53,64.29
65.20,65.91,66.70,65.03
65.63,66.16,66.23,65.23
66.51,66.69,67.09,65.91
67.34,66.54,67.43,66.20
67.44,64.84,67.50,64.59
64.61,66.54,66.80,64.37
65.49,65.72,65.91,64.41
65.33,64.37,66.07,63.73
64.98,64.59,65.31,63.93
65.32,64.70,66.84,64.70
66.83,67.62,68.09,66.67
66.93,67.74,67.94,66.65
67.60,68.41,68.64,67.25
67.83,66.43,68.06,65.86
65.74,64.93,66.15,64.50
66.08,65.74,66.57,64.75
65.35,65.55,66.49,64.62
64.26,66.56,66.65,64.22
66.77,66.25,66.77,65.05
66.40,65.52,66.60,65.51
63.24,61.99,63.43,61.50
61.41,61.07,62.35,60.93
60.99,59.11,61.42,59.11
59.45,61.86,62.17,59.38
61.07,60.61,62.54,59.83
61.31,63.17,63.33,61.30
63.74,63.69,63.85,62.45
64.12,63.62,64.83,62.99
61.43,59.23,62.12,58.93
58.99,59.58,60.26,58.80
59.48,61.38,62.05,59.38
61.40,58.61,61.40,58.29
61.11,59.70,61.94,58.09
59.85,61.21,61.33,59.27
61.38,61.64,62.25,61.10
62.65,62.18,62.93,59.19
62.73,64.78,65.00,62.65
66.10,66.84,66.84,65.37
66.44,66.70,67.27,66.01
66.66,65.36,66.86,65.36
66.09,66.48,66.48,65.14
68.80,66.88,68.89,66.57
66.97,68.86,68.86,66.92
68.90,70.91,71.85,67.33
71.35,70.63,71.60,69.93
71.16,69.84,71.22,69.80
70.09,69.89,70.35,68.29
70.23,70.28,72.01,68.87
70.78,70.20,72.14,69.93
70.73,71.37,72.12,69.97
70.06,70.32,71.31,69.66
68.03,70.33,70.87,67.72
70.30,72.90,72.95,70.21
71.27,72.07,72.50,70.89
71.67,69.82,71.84,68.41
69.83,71.12,71.71,69.48
69.00,68.71,70.44,68.60
68.76,65.31,69.05,65.13
65.75,64.46,65.86,63.35
67.17,69.07,69.47,66.95
68.59,72.19,72.28,68.59
70.93,73.22,73.50,70.69
72.85,71.20,73.30,70.72
72.69,73.85,73.96,72.15
72.69,75.66,75.71,72.69
77.23,78.36,78.45,76.58
79.06,77.91,79.15,77.42
78.89,78.36,79.95,77.66
77.37,77.65,77.92,76.35
77.83,79.21,79.40,77.50
79.39,79.05,79.85,78.11
79.14,78.94,79.44,77.81
79.67,79.62,80.17,77.92
79.82,76.32,79.88,75.73
76.26,75.06,77.09,74.45
75.44,73.85,75.89,72.50
75.12,76.71,76.93,74.46
75.66,75.97,76.50,74.37
77.35,74.81,77.35,74.42
75.94,70.89,76.24,70.82
71.29,74.89,75.35,71.29
74.58,75.18,75.62,73.73
74.58,75.44,75.44,73.78
73.75,77.43,77.61,73.61
77.38,77.32,77.74,75.93
77.65,78.37,78.51,76.84
79.37,76.57,79.44,75.97
76.74,75.26,77.84,74.40
76.37,75.13,76.80,74.10
75.95,79.19,79.19,75.95
79.19,80.19,80.51,78.66
80.82,80.44,81.19,79.78
80.49,82.38,82.70,80.40
82.48,83.80,83.95,82.13
84.92,83.84,85.30,83.84
84.33,81.40,84.39,80.66
80.90,80.19,81.80,78.99
79.09,79.42,81.38,77.04
79.39,79.71,80.49,78.71
81.98,81.52,82.84,81.00
81.92,81.39,82.35,80.27
81.01,79.22,81.78,78.88
79.57,75.35,79.57,74.83
75.67,75.67,76.68,74.88
76.39,76.51,77.25,75.04
77.43,79.24,79.37,77.28
79.21,78.97,79.36,77.43
79.26,82.22,82.22,77.10
81.85,80.44,82.18,80.12
80.53,84.06,85.00,80.53
86.00,87.14,87.37,85.17
87.61,88.13,88.82,87.50
89.45,88.34,90.09,88.06
89.06,88.14,89.50,87.29
88.23,88.06,88.69,87.51
88.65,88.55,89.40,88.25
87.91,85.71,87.91,84.70
86.78,86.90,87.49,85.77
88.27,84.91,88.35,84.75
85.96,86.96,88.00,85.79
87.27,87.36,87.83,85.61
88.33,87.20,88.54,85.93
87.59,88.76,88.82,86.33
88.36,85.32,88.78,83.75
86.42,88.05,88.59,85.77
89.00,90.31,90.45,88.96
89.95,90.65,90.73,89.54
90.62,89.65,90.80,89.21
91.45,91.23,91.83,89.40
91.52,92.57,93.02,91.04
91.50,90.72,91.59,89.05
88.99,83.99,89.22,83.40
84.64,80.22,84.77,78.83
80.56,82.71,82.71,80.27
80.60,79.17,81.74,78.45
81.32,82.53,84.00,80.72
78.84,80.85,82.61,78.68
80.14,73.24,80.90,72.18
74.42,74.63,75.75,72.82
73.55,73.09,74.08,70.39
73.68,74.96,75.79,73.66
75.79,77.49,77.58,74.91
77.59,78.12,78.13,75.84
78.32,80.02,80.76,77.86
80.62,81.01,82.26,80.14
78.67,84.30,84.49,78.67
83.60,84.49,84.84,82.50
85.20,87.18,87.57,84.74
86.35,84.66,88.00,84.32
84.68,87.26,87.70,84.00
87.90,87.75,88.94,87.44
88.46,90.19,91.70,88.22
90.23,90.27,91.50,89.19
90.33,91.86,93.61,89.84
91.02,93.38,93.49,90.63
93.30,92.33,95.04,90.62
90.00,90.73,91.63,87.73
93.91,97.52,99.35,93.79
97.77,97.55,97.92,96.74
98.36,97.34,98.63,96.65
99.14,97.06,99.14,95.67
96.40,96.21,96.97,94.36
96.59,93.28,97.50,92.00
91.55,94.19,94.19,90.62
95.23,90.90,95.43,89.32
89.89,92.01,92.62,89.89
93.54,93.19,95.56,92.87
93.65,97.11,97.48,93.30
97.02,95.32,97.18,93.33
94.72,95.78,96.64,93.51
97.17,94.36,98.37,94.30
95.57,91.22,95.81,88.67
92.96,91.10,94.29,89.40
92.82,85.81,92.82,85.81
85.89,85.21,87.41,83.71
85.35,84.98,88.77,84.31
86.82,89.70,90.28,85.83
90.20,93.14,93.48,90.17
93.97,94.18,94.49,92.79
94.31,91.42,94.38,90.32
93.25,85.10,93.55,84.15
83.83,81.15,84.40,79.80
81.39,83.06,84.28,80.05
84.01,86.41,86.58,82.93
86.41,79.27,86.41,78.01
77.19,75.76,79.65,74.81
78.37,76.62,79.06,74.46
77.41,77.48,78.61,72.45
79.15,79.82,80.08,77.63
79.25,81.13,82.18,78.61
81.68,82.31,82.42,79.82
82.75,84.91,85.68,82.42
84.34,83.12,85.17,83.00
84.83,82.69,84.98,80.58
81.53,78.17,81.70,77.39
79.13,76.83,80.16,73.46
77.82,77.33,78.87,76.88
76.52,79.03,79.03,74.86
78.42,78.78,80.43,75.98
79.33,79.05,81.32,78.43
77.22,78.74,79.31,75.97
77.75,74.94,78.34,74.87
75.07,75.10,75.52,71.63
74.75,72.73,77.17,72.17
72.12,74.72,74.84,71.42
76.11,79.79,80.65,75.98
79.54,77.43,80.50,77.37
76.91,73.73,76.91,73.40
72.61,72.22,72.90,69.40
72.52,73.56,73.71,70.61
73.00,76.04,76.57,72.57
75.48,72.45,75.48,71.23
73.82,73.57,74.59,71.59
74.41,75.86,76.49,73.69
75.82,78.39,78.47,75.60
79.94,81.71,82.30,79.78
81.29,80.49,81.44,79.55
81.23,81.26,81.79,79.94
81.20,80.14,81.40,79.17
80.77,78.95,80.77,77.10
77.59,78.40,79.12,76.61
77.26,79.30,79.57,76.74
80.05,84.19,84.44,78.76
85.34,86.85,87.47,85.03
86.82,88.81,90.25,86.34
88.24,88.30,88.83,86.92
87.07,87.09,87.64,85.62
86.50,85.56,86.74,84.52
86.13,86.10,86.69,84.00
85.72,87.19,87.22,84.94
87.02,89.16,90.13,86.45
88.93,90.89,91.00,88.02
91.93,91.15,91.93,89.43
91.28,92.01,92.10,90.45
92.58,91.39,92.71,90.75
90.91,88.60,93.52,88.39
87.04,90.79,90.85,87.00
91.00,90.32,91.00,88.18
89.25,92.18,92.48,89.15
91.67,93.30,93.35,91.00
94.25,96.26,98.25,94.16
96.23,94.95,96.97,94.47
96.22,96.56,96.81,95.47
95.68,91.78,95.72,91.57
91.19,88.34,91.55,86.88
89.13,88.69,90.02,87.67
83.34,85.94,87.66,82.92
85.79,85.54,86.15,84.26
88.59,86.86,88.59,86.20
86.67,84.20,87.51,82.75
85.50,83.70,85.50,82.74
81.93,79.74,83.55,79.16
80.20,83.43,83.88,79.73
81.82,82.34,82.90,80.75
83.94,84.38,85.58,83.39
85.17,84.80,86.04,84.03
85.64,84.40,86.51,83.68
82.44,81.91,82.91,81.14
82.44,80.90,82.51,79.08
81.64,81.41,83.07,80.80
83.13,82.41,83.52,81.42
79.95,76.54,80.59,76.54
76.76,75.66,77.79,74.00
76.83,77.63,77.93,74.10
76.45,77.06,78.83,75.39
75.53,77.80,79.31,75.53
78.48,76.65,79.37,75.82
76.88,78.93,79.15,76.31
80.09,81.18,82.88,79.68
80.21,79.49,81.32,78.36
80.29,81.24,81.76,79.78
81.54,81.58,81.91,80.91
83.53,81.30,83.53,78.89
83.51,84.80,84.93,82.71
85.00,85.63,86.24,84.78
84.24,84.69,85.10,83.33
84.30,84.99,85.50,82.16
84.90,85.10,86.00,83.78
86.79,86.22,87.71,85.33
86.53,88.64,88.86,86.48
88.89,87.97,88.92,87.50
86.98,86.58,87.30,85.70
87.23,88.13,88.58,86.06
89.00,89.45,90.16,87.95
90.74,87.87,90.81,87.43
88.49,86.70,90.12,86.15
86.24,87.59,87.65,84.93
87.48,88.03,88.53,86.38
87.54,84.88,87.54,84.51
84.85,86.41,86.50,83.88
84.83,87.94,88.29,84.77
87.92,85.31,87.92,84.33
85.22,82.44,85.27,81.56
81.61,83.09,83.77,80.90
83.10,83.77,85.30,82.66
84.85,85.19,85.47,84.18
86.33,82.11,86.35,81.30
80.98,78.64,80.98,77.94
77.61,76.40,79.10,76.12
76.65,78.38,78.63,75.54
77.80,74.63,78.04,73.76
75.35,76.42,76.66,74.75
73.74,76.24,76.92,73.74
76.07,72.85,76.27,72.76
72.68,69.72,72.90,69.04
69.72,71.72,72.59,68.10
73.61,73.36,74.68,72.34
73.99,71.53,74.16,71.13
70.13,67.96,70.98,67.83
67.43,71.82,71.95,65.75
71.62,66.04,71.63,66.00
65.64,63.72,67.54,63.30
63.80,62.81,66.02,62.02
64.51,64.84,67.52,63.90
62.52,67.03,67.69,61.43
64.21,69.30,70.60,63.89
71.80,68.70,71.94,67.84
67.73,70.91,71.01,67.73
72.22,74.53,74.58,71.55
75.04,71.23,75.52,71.19
73.50,75.03,76.42,73.09
75.19,75.46,75.83,74.21
74.15,75.28,75.48,72.31
76.38,81.68,81.78,75.98
82.24,81.12,83.28,79.36
80.39,83.36,84.24,79.77
87.79,86.97,87.79,85.50
87.36,86.44,88.72,85.49
85.46,85.28,86.74,84.17
87.20,85.77,87.30,84.79
85.66,86.77,86.79,84.72
86.53,87.17,87.17,85.10
87.20,88.38,88.50,86.68
88.18,88.75,88.80,87.60
87.14,89.85,90.28,87.09
89.98,87.66,90.68,87.01
87.66,87.15,88.29,86.50
86.87,84.85,87.65,84.85
86.01,86.38,88.02,85.98
86.15,83.65,86.15,81.97
82.48,86.43,86.48,82.48
90.18,86.83,90.18,85.88
87.26,89.91,90.00,87.19
90.30,89.94,91.50,88.93
90.00,90.89,91.01,89.74
91.01,87.14,91.01,86.69
86.14,82.77,86.39,82.77
83.13,85.77,86.65,83.13
85.81,88.25,88.88,85.67
87.91,86.98,88.00,85.76
88.09,88.99,89.61,87.53
88.19,85.74,90.47,84.85
82.89,90.04,90.17,82.46
89.07,84.39,89.73,84.00
85.44,85.35,88.61,84.72
82.14,82.16,84.86,81.95
83.39,79.75,84.06,78.95
79.15,79.31,83.35,78.46
79.86,86.61,86.77,79.64
90.10,90.38,90.64,87.99
90.57,91.20,92.31,89.35
91.81,92.94,92.94,90.87
94.49,93.20,94.51,92.50
93.86,94.00,94.77,93.05
94.99,95.98,96.56,94.86
96.06,97.07,97.87,96.06
96.38,95.50,97.30,95.41
96.41,93.78,97.96,93.51
94.86,92.21,95.84,89.66
90.51,88.41,91.56,87.13
89.12,83.81,89.18,81.67
85.50,86.89,86.89,84.19
88.95,91.21,91.56,88.60
91.59,88.79,91.59,88.11
88.89,87.85,89.45,85.67
89.91,88.06,92.67,84.89
84.99,86.92,87.53,84.12
87.81,82.24,88.20,81.75
81.49,86.60,86.99,81.25
86.96,85.42,87.25,83.14
84.37,84.50,86.74,83.44
86.21,89.75,89.78,82.99
89.92,89.52,90.90,88.47
89.07,92.04,92.04,87.21
88.88,90.70,92.02,88.40
91.98,86.26,92.50,85.40
86.91,89.78,89.78,84.88
87.85,84.07,88.83,83.73
84.71,86.04,86.30,81.22
87.40,90.78,91.07,87.24
89.75,89.70,91.63,89.09
90.63,93.29,93.91,90.40
93.68,92.93,95.24,91.98
91.86,90.70,93.81,90.47
92.30,92.35,92.72,89.00
91.77,92.00,92.89,90.27
93.74,95.25,95.39,93.00
95.34,96.92,97.18,94.88
97.24,97.62,98.07,96.47
96.94,98.00,98.06,95.92
97.35,98.19,98.90,96.97
97.65,98.89,99.25,95.41
98.22,99.15,99.18,96.26
99.17,99.41,100.49,98.54
99.45,100.00,100.47,98.55
99.76,100.90,101.09,98.90
100.77,99.31,101.12,99.31
99.26,101.58,102.25,99.19
100.90,99.77,100.90,98.56
98.48,98.83,99.32,97.03
98.96,99.66,100.08,98.00
97.89,95.87,99.46,95.27
96.27,97.03,97.61,95.86
94.51,93.78,94.65,92.71
94.10,95.53,95.68,92.89
97.35,100.17,100.43,97.15
100.00,99.07,100.50,95.78
100.41,100.96,101.50,99.89
100.11,101.51,102.00,99.75
100.95,103.93,105.31,99.76
103.36,104.79,104.88,103.36
106.01,107.46,107.82,105.92
107.38,107.21,108.21,107.05
106.96,107.06,108.34,106.74
107.22,99.61,107.22,99.29
98.48,99.17,100.53,97.25
99.30,100.97,101.34,98.08
102.48,105.19,105.65,102.48
103.88,104.01,104.84,102.97
103.84,104.19,104.19,100.60
104.02,104.89,106.31,103.94
102.93,106.13,106.92,102.93
105.68,104.17,106.84,104.15
104.08,106.75,107.31,104.08
106.65,105.67,107.52,102.71
106.73,107.19,107.55,106.35
107.49,107.32,109.10,107.11
108.10,107.28,108.44,105.05
108.49,109.78,111.01,108.09
109.44,109.28,109.98,108.62
105.82,104.17,106.73,102.55
105.19,107.14,107.84,105.11
108.18,106.77,108.55,106.51
106.70,107.17,107.60,104.20
106.62,108.76,109.33,106.24
108.92,107.63,109.18,107.21
108.50,103.93,110.18,103.00
104.28,105.72,106.26,101.00
104.06,102.44,105.00,101.93
100.52,95.76,101.36,94.70
96.85,97.68,98.11,95.31
98.06,98.86,100.92,97.45
98.54,95.12,99.24,93.70
95.68,95.87,96.39,93.67
95.62,97.05,98.16,94.45
100.00,99.26,100.68,98.71
99.55,99.45,101.69,99.39
98.47,98.88,99.80,95.00
99.59,98.79,100.41,97.69
99.77,101.86,102.06,98.91
101.48,101.67,101.74,99.90
100.94,105.04,105.29,100.40
104.46,104.68,104.95,103.44
105.38,105.07,106.00,103.35
104.76,104.70,106.04,103.61
104.69,103.45,105.38,102.53
102.30,100.50,102.30,98.75
100.82,104.18,104.45,99.56
103.32,103.96,104.01,101.90
103.76,101.98,103.95,100.66
103.82,102.85,104.47,99.88
101.45,103.53,105.50,101.00
104.11,106.58,107.02,103.51
105.08,103.57,106.29,102.40
102.40,105.77,106.00,100.62
105.28,104.16,106.20,103.70
103.90,103.12,104.08,101.00
104.62,107.07,108.23,104.50
107.66,107.83,108.33,106.91
106.84,106.92,107.33,105.63
104.80,105.96,106.50,101.96
105.40,108.04,108.69,105.40
109.00,107.58,109.44,107.05
108.66,111.71,112.75,108.66
111.94,111.71,112.55,111.22
113.42,114.00,114.33,112.55
113.88,114.81,114.95,113.30
114.04,111.87,115.00,111.45
113.06,111.78,113.17,110.25
112.30,110.85,112.89,109.11
108.47,102.59,109.59,102.00
104.76,103.95,104.90,102.43
106.24,104.93,107.06,103.09
105.11,102.49,105.32,101.45
100.23,102.35,104.08,100.19
102.64,102.80,102.90,96.94
99.93,98.03,101.33,96.25
101.35,99.09,101.70,98.83
102.37,103.08,103.64,101.31
104.11,106.58,106.89,104.11
106.46,108.40,109.04,106.41
108.55,106.67,109.02,106.00
108.25,108.66,109.57,107.77
108.70,107.00,108.75,106.18
107.30,105.44,107.30,104.54
105.36,103.89,107.07,103.06
102.86,104.99,105.40,102.52
105.56,101.64,106.01,101.14
101.24,96.82,101.78,96.52
95.50,94.23,96.07,93.61
95.16,96.71,97.19,91.61
96.29,97.53,98.29,95.41
96.82,98.43,98.66,95.41
98.77,99.94,101.60,98.25
99.98,98.37,100.21,96.37
98.53,97.63,99.86,96.72
99.07,98.29,101.21,97.55
99.05,94.39,99.05,92.42
93.01,92.56,93.80,90.62
93.60,95.76,96.20,93.60
93.77,93.16,95.18,91.97
91.66,92.70,93.34,88.05
92.97,91.83,93.96,91.34
91.48,93.65,93.77,90.51
92.83,96.51,96.59,91.75
96.09,94.22,96.09,93.89
92.34,91.30,93.72,89.77
88.75,84.50,89.36,84.47
81.51,81.16,84.79,80.12
69.98,71.94,79.65,67.00
78.83,70.27,78.83,70.00
74.30,75.41,75.86,69.69
77.20,79.54,80.83,75.41
79.28,81.80,82.00,79.16
80.94,80.92,82.61,80.08
76.78,74.53,78.40,73.51
77.01,78.05,78.14,74.52
78.50,77.82,80.50,77.48
75.10,75.78,77.50,74.70
79.34,81.12,81.25,78.49
82.56,78.39,83.04,78.10
77.51,79.33,80.57,77.51
78.21,80.45,80.45,77.38
81.08,79.36,81.18,78.92
79.95,82.03,82.47,79.58
81.85,84.05,84.26,81.74
83.99,85.02,88.32,83.54
81.49,81.48,83.87,80.79
83.20,81.06,84.74,80.15
78.68,77.36,79.18,75.94
77.80,76.63,78.60,75.95
75.41,76.14,76.57,73.52
78.17,73.26,78.23,72.32
72.50,67.00,72.51,66.37
67.12,65.71,68.53,64.71
67.47,68.65,69.13,66.37
69.13,68.44,69.49,65.50
66.37,71.29,71.35,64.88
73.40,76.46,76.81,73.20
76.34,74.87,77.21,73.42
76.15,78.76,78.86,75.14
78.58,81.01,81.37,77.84
81.40,81.41,82.24,80.73
81.66,81.03,81.71,80.31
80.02,77.77,82.40,77.64
77.77,75.50,79.16,75.14
76.05,80.88,80.88,75.07
81.22,80.62,81.26,78.47
79.43,80.98,82.19,79.08
80.97,80.66,82.30,79.85
81.47,76.99,81.63,76.94
78.35,78.98,80.34,77.03
81.00,81.24,81.65,79.06
80.79,79.75,81.32,79.44
78.78,77.02,79.22,75.62
77.78,83.64,83.72,77.37
83.07,81.10,83.70,80.49
80.48,79.96,81.38,79.46
80.50,84.96,85.55,80.50
84.58,86.25,87.65,84.20
86.94,86.15,87.65,84.95
86.06,86.17,86.77,83.50
85.59,88.22,88.40,83.95
87.82,84.94,88.19,84.00
84.00,85.68,85.72,83.27
85.99,83.58,85.99,83.43
81.80,78.79,81.81,78.40
77.92,76.93,79.60,76.18
76.74,78.83,78.93,75.60
79.05,78.15,81.21,77.82
78.82,82.00,82.21,77.93
81.79,81.01,82.07,80.45
81.75,82.60,83.62,81.74
82.40,83.66,84.79,82.31
82.64,85.52,85.97,82.04
85.74,87.70,87.90,85.38
87.85,88.58,89.19,87.01
89.50,87.44,89.50,87.36
88.57,88.91,89.23,87.00
88.79,86.35,89.48,85.98
87.01,81.88,88.01,80.99
81.90,84.42,84.67,81.53
84.17,80.47,84.17,79.57
78.28,79.37,80.46,77.43
78.61,76.52,80.83,75.67
76.29,77.30,78.54,75.90
74.99,72.20,75.07,71.50
72.19,70.70,73.07,69.10
71.84,73.66,74.03,71.84
75.28,77.13,77.44,74.00
78.07,74.48,78.07,74.24
73.50,71.21,73.89,71.21
72.50,72.82,73.38,71.35
73.34,74.79,75.00,71.90
75.91,77.62,77.88,75.50
77.87,78.06,79.32,77.39
76.93,76.81,77.00,74.87
77.84,79.36,79.55,77.16
79.20,77.10,79.65,77.00
76.00,74.12,76.79,74.12
70.35,68.99,70.60,67.24
69.68,69.38,70.00,68.19
66.53,66.23,68.18,65.20
62.80,60.89,64.18,60.64
61.42,57.83,62.29,57.47
58.41,57.10,59.30,55.29
58.43,57.55,59.63,54.62
57.95,51.91,58.70,50.84
52.78,53.95,55.54,50.16
49.89,51.47,51.70,47.35
52.98,49.42,53.09,47.88
47.35,50.10,51.66,43.85
50.20,49.64,52.52,48.81
52.15,53.30,53.59,51.52
52.30,49.75,52.76,49.39
50.27,52.71,53.01,49.90
52.00,50.46,53.38,49.58
51.78,50.48,52.24,49.90
51.07,55.41,55.41,50.95
54.15,54.73,55.64,52.86
52.79,51.17,53.03,50.42
52.28,51.49,52.28,48.00
50.78,51.96,53.60,50.78
51.15,47.67,51.21,47.60
46.09,45.28,46.18,43.18
43.42,44.51,46.24,43.38
45.42,44.40,47.30,44.27
42.36,43.05,43.77,41.50
44.23,45.44,45.67,43.68
47.15,48.75,48.97,46.37
49.71,50.90,51.93,49.71
51.06,50.17,51.24,49.65
49.59,50.93,51.08,49.00
52.40,52.66,53.30,52.20
52.21,51.24,52.55,51.15
49.65,52.72,53.00,48.73
53.09,54.13,54.23,52.43
54.97,55.13,55.59,54.42
55.08,54.54,56.42,54.47
55.91,57.93,57.93,55.09
57.79,59.81,59.81,57.45
59.76,61.52,61.58,59.58
61.53,62.60,63.63,60.96
61.87,64.70,64.84,61.77
63.52,60.07,63.63,59.91
60.62,60.90,61.16,59.75
61.46,59.40,62.01,57.54
60.95,63.23,63.43,60.74
62.59,62.72,63.30,61.84
61.47,59.75,61.51,59.42
58.92,61.04,61.63,58.92
60.67,63.85,64.64,59.96
64.14,65.72,66.00,64.05
65.29,65.13,66.16,64.64
64.10,64.92,65.58,63.71
64.30,61.15,64.30,61.15
60.11,61.76,61.82,59.36
62.28,61.99,62.72,60.75
61.56,67.25,67.25,61.05
68.19,67.21,68.64,66.87
67.42,67.80,68.67,67.25
65.88,68.68,68.76,65.67
68.33,66.87,69.00,66.76
65.41,64.59,66.33,64.51
64.59,66.83,66.95,64.14
65.46,64.11,66.09,63.15
65.76,64.86,66.49,64.09
65.92,64.23,67.39,64.23
64.33,66.36,66.70,63.82
67.67,70.61,70.77,67.43
70.54,70.40,71.29,69.87
69.91,70.88,71.17,69.80
69.77,72.44,72.59,69.71
72.81,72.60,74.00,71.79
72.49,73.06,74.19,71.94
72.74,71.81,73.60,71.36
71.81,74.03,74.06,71.81
73.42,72.26,73.55,71.50
73.16,74.59,74.72,72.26
74.66,75.24,75.72,73.51
74.14,72.65,75.62,72.12
71.75,70.64,72.40,69.32
71.31,72.59,72.60,70.32
70.90,69.05,70.90,67.77
67.84,67.38,69.66,66.75
68.25,66.44,68.45,66.34
65.79,67.66,67.67,65.24
67.67,68.26,69.46,67.21
69.16,70.34,70.39,68.05
69.99,67.73,70.02,67.61
68.15,66.67,68.63,65.15
66.28,65.36,67.65,64.89
65.75,67.89,68.62,65.75
67.55,64.53,68.45,63.69
63.71,65.35,66.98,63.70
64.00,63.98,65.29,62.30
64.57,67.16,67.16,64.55
67.12,66.92,68.16,66.69
68.18,71.16,71.54,68.18
71.84,72.19,72.85,71.49
72.75,72.16,73.04,71.64
72.20,73.47,74.21,72.20
74.72,74.95,76.02,74.06
74.25,76.52,76.79,73.88
75.88,78.23,78.23,75.77
77.74,76.87,77.79,74.95
77.12,79.44,80.04,77.10
79.52,80.00,80.84,78.92
80.35,81.85,82.21,80.24
80.74,80.25,80.74,79.50
77.97,76.80,78.60,76.29
76.07,74.38,77.18,74.05
73.65,73.75,75.03,72.39
74.49,73.97,75.90,73.77
72.27,74.00,74.00,70.75
73.50,73.03,74.61,72.32
76.32,75.44,77.50,75.44
75.52,74.86,75.52,73.50
75.15,73.96,76.41,73.80
76.31,78.27,78.46,76.20
68.47,69.32,72.64,67.71
66.79,62.43,66.99,61.71
64.21,65.45,66.20,64.15
67.76,69.97,70.07,67.55
70.29,73.87,73.87,69.27
73.88,74.54,75.54,73.41
73.73,71.20,74.11,70.00
70.12,72.82,72.92,69.75
73.28,73.22,74.77,71.93
75.35,78.38,78.80,75.31
79.89,80.97,81.55,79.75
82.80,84.32,85.64,82.48
85.62,83.20,85.62,82.75
85.40,83.43,85.50,83.39
84.66,84.16,84.86,83.41
83.91,84.64,85.50,83.50
84.27,83.23,84.67,82.57
83.95,84.99,85.65,82.55
84.76,83.82,86.02,83.25
83.81,85.61,86.10,83.47
85.05,85.15,85.67,84.32
85.18,86.44,86.71,84.59
86.88,87.03,87.79,85.60
86.52,86.50,87.15,85.83
86.24,87.05,88.41,84.88
87.16,87.15,88.34,85.72
87.08,83.44,87.24,82.77
83.26,85.57,85.57,82.81
85.62,85.77,87.00,85.34
87.53,89.56,90.11,87.00
89.74,89.39,90.67,88.97
89.40,89.70,90.22,89.23
89.72,87.76,90.20,87.06
88.92,89.09,89.73,87.98
88.54,89.28,89.82,88.11
89.95,92.05,92.54,89.95
91.28,89.65,91.28,89.41
89.70,88.98,89.81,87.38
88.98,90.88,90.88,88.91
90.34,90.77,91.02,89.41
90.31,91.27,91.71,89.50
92.39,93.42,94.13,92.39
93.09,91.01,93.69,90.42
90.12,91.61,92.37,90.12
91.85,90.99,94.00,89.46
91.58,92.49,93.50,91.54
92.79,92.99,93.47,91.76
92.71,91.46,92.87,89.91
91.72,91.59,92.27,88.79
93.07,94.22,94.22,92.39
95.28,94.62,95.28,93.05
94.33,96.32,96.34,94.17
95.96,95.81,96.16,94.86
93.46,86.66,93.46,86.66
85.49,90.31,90.35,85.34
88.31,85.18,88.62,83.70
85.67,85.10,86.89,84.69
85.44,88.33,88.50,85.10
86.93,87.79,88.05,86.25
88.80,89.61,91.46,88.15
90.78,88.59,90.78,88.50
89.44,92.27,92.37,88.33
94.05,96.31,96.45,93.99
95.93,94.32,96.62,94.25
92.73,91.42,93.38,91.15
91.22,92.48,92.81,90.53
92.99,94.67,94.75,91.07
94.57,90.51,94.57,90.19
91.74,93.46,94.68,90.53
92.61,92.57,93.10,91.03
92.98,91.15,93.62,89.98
92.15,92.78,94.36,92.15
92.27,92.49,92.91,90.29
92.94,90.26,93.55,88.96
92.00,93.50,94.39,92.00
92.88,88.32,92.95,86.88
88.47,88.24,89.62,87.43
86.05,85.90,87.00,84.24
86.91,84.91,87.87,84.91
85.19,84.62,85.80,84.41
87.31,85.96,87.31,85.44
86.44,87.15,88.09,85.21
86.43,86.37,87.30,84.93
84.49,86.20,86.87,84.20
88.28,87.95,89.46,87.05
87.78,85.84,88.07,85.20
84.17,83.31,85.93,82.78
83.98,80.36,84.03,79.90
80.21,79.81,81.76,79.22
80.09,80.62,80.92,79.29
81.03,77.77,81.11,76.23
77.36,74.72,77.51,74.43
75.48,73.71,76.00,73.47
74.15,75.05,77.26,73.88
79.48,80.46,80.99,78.93
80.07,80.86,82.32,78.83
79.40,88.64,89.24,79.40
92.25,92.91,94.74,88.91
94.07,99.39,100.06,93.05
103.00,103.39,106.04,101.67
102.71,104.28,105.16,101.48
103.61,104.55,105.49,103.18
105.39,106.26,107.47,104.96
107.22,107.82,108.14,106.35
108.77,109.42,110.27,107.00
110.73,112.46,112.63,109.76
111.50,114.37,114.54,110.70
114.80,115.66,115.66,114.36
115.24,111.24,115.44,110.68
111.62,110.91,113.02,110.51
112.66,109.29,112.97,109.02
110.88,107.60,111.55,106.12
107.47,107.35,108.83,106.59
110.12,113.12,113.48,110.12
