NSEC,National Security Group,NASDAQ
10.81,10.81,10.81,10.81
10.99,10.99,10.99,10.99
10.94,10.95,10.95,10.94
10.95,10.95,10.95,10.95
10.95,10.95,10.95,10.95
10.99,10.87,11.10,10.87
10.87,10.87,10.87,10.87
10.88,10.88,10.88,10.88
10.95,11.59,11.62,10.75
11.40,11.40,11.40,11.40
11.40,11.40,11.40,11.40
10.80,11.25,11.53,10.80
11.25,11.25,11.25,11.25
11.25,11.25,11.25,11.25
11.25,11.25,11.25,11.25
11.34,11.44,11.44,11.10
10.82,11.27,11.61,10.82
11.27,11.27,11.27,11.27
11.62,11.63,11.63,11.58
11.31,11.35,11.44,11.31
11.35,11.35,11.35,11.35
11.35,11.35,11.35,11.35
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.52,11.50,11.52,11.50
11.63,11.69,11.75,11.62
12.00,11.80,12.00,11.80
11.80,11.80,11.80,11.80
11.80,11.80,11.80,11.80
11.80,11.80,11.80,11.80
12.67,12.67,12.67,12.67
11.61,11.60,12.50,11.52
12.00,12.00,12.00,12.00
12.05,12.00,12.05,12.00
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
11.89,12.15,12.15,11.88
11.84,11.84,11.84,11.84
11.84,11.84,11.84,11.84
11.55,11.57,12.00,11.55
11.56,11.10,11.77,11.10
11.50,12.37,12.37,11.25
12.25,12.04,12.25,12.04
12.04,12.04,12.04,12.04
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
11.62,12.25,12.25,11.50
12.25,12.25,12.25,12.25
11.50,12.25,12.25,11.50
12.29,12.29,12.29,11.52
12.28,12.28,12.28,12.28
12.28,12.50,12.50,12.28
12.25,12.25,12.25,12.25
12.26,12.32,12.32,12.26
12.32,12.32,12.32,12.32
12.26,12.25,12.26,11.81
12.50,12.50,12.50,12.50
12.50,12.55,12.55,12.50
12.55,12.55,12.55,12.55
11.85,11.85,11.85,11.85
12.25,11.96,12.25,11.96
11.96,11.96,11.96,11.96
11.96,11.96,11.96,11.96
11.96,11.96,11.96,11.96
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
12.00,12.24,12.24,12.00
11.75,12.00,12.00,11.75
12.00,12.00,12.00,12.00
11.99,11.90,11.99,11.90
11.95,11.95,11.95,11.95
11.80,11.80,12.00,11.80
11.80,11.80,11.80,11.80
11.80,11.80,11.80,11.80
11.99,11.99,11.99,11.99
11.80,11.80,11.80,11.80
11.80,11.79,11.80,11.79
11.79,11.79,11.79,11.79
11.79,11.79,11.79,11.79
11.79,11.79,11.79,11.79
11.99,11.99,11.99,11.99
11.99,11.99,11.99,11.99
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
12.00,12.25,12.25,12.00
12.25,12.25,12.25,12.25
12.25,12.25,12.25,12.25
12.25,12.25,12.25,12.25
12.30,12.50,12.57,12.30
12.50,12.50,12.50,12.50
12.50,12.60,12.75,12.50
14.88,12.25,14.88,12.25
13.94,12.35,13.94,12.35
12.75,12.75,12.75,12.75
12.62,13.00,13.00,12.60
12.99,12.99,12.99,12.99
12.99,12.99,12.99,12.99
12.99,12.99,12.99,12.99
12.99,12.99,12.99,12.99
12.99,12.99,12.99,12.99
12.99,12.99,12.99,12.99
12.56,12.65,12.67,12.56
12.65,12.65,12.65,12.65
12.60,12.35,12.60,12.35
12.35,12.35,12.35,12.35
12.97,13.26,15.05,12.97
13.00,12.90,13.00,12.82
12.70,12.62,12.70,12.49
14.68,13.74,14.68,12.94
13.05,13.07,13.07,13.05
13.57,13.39,13.57,13.10
13.39,13.69,13.69,13.32
13.59,13.75,13.75,13.54
13.85,14.00,14.47,13.80
13.26,14.46,14.46,13.26
14.42,14.42,14.42,14.42
13.53,13.65,14.12,13.42
13.75,14.08,14.10,13.75
14.05,14.05,14.05,14.05
14.05,14.05,14.05,14.00
14.05,14.05,14.05,14.05
14.07,14.07,14.07,14.07
14.07,14.07,14.07,14.07
14.07,14.07,14.07,14.07
14.10,14.10,14.10,14.10
14.01,13.50,14.01,13.48
13.56,13.89,13.98,13.56
13.50,13.59,13.59,13.50
13.75,13.43,13.76,13.35
13.31,12.48,13.59,12.25
12.70,12.55,12.72,12.46
13.17,13.23,13.23,13.17
13.23,13.23,13.23,13.23
13.23,13.23,13.23,13.23
12.19,12.19,12.19,12.19
12.89,12.64,12.89,12.64
12.63,12.63,12.63,12.63
12.35,12.35,12.36,12.35
12.44,12.89,12.89,12.44
12.36,11.70,12.36,11.70
11.76,11.79,11.79,11.72
11.79,11.79,11.79,11.79
11.72,11.78,11.78,11.72
11.72,11.72,11.72,11.72
11.72,11.72,11.72,11.72
11.72,11.82,11.82,11.72
11.82,11.82,11.82,11.82
11.82,11.82,11.82,11.82
11.96,12.19,12.19,11.96
12.19,12.19,12.19,12.19
11.91,11.90,11.91,11.90
11.90,11.90,11.90,11.90
11.91,11.68,11.91,11.68
11.78,11.78,11.78,11.78
11.64,11.63,11.70,11.63
11.64,11.71,11.71,11.64
11.71,11.71,11.71,11.71
11.63,12.00,12.00,11.63
11.56,11.56,11.56,11.56
11.56,11.56,11.56,11.56
11.56,11.56,11.56,11.56
11.11,10.35,11.47,10.35
10.35,10.35,10.35,10.35
11.65,11.65,11.65,11.65
11.70,11.28,11.70,10.28
11.84,11.97,12.10,11.04
12.00,12.00,12.00,12.00
11.49,11.49,11.49,11.49
11.30,11.40,11.40,11.24
11.50,11.50,11.50,11.50
11.50,12.00,12.00,11.50
11.24,12.25,12.25,11.24
12.25,12.25,12.25,12.25
11.60,11.80,11.80,11.60
11.80,11.80,11.80,11.80
12.55,12.25,12.55,12.24
12.25,12.25,12.25,12.25
12.25,12.25,12.25,12.25
12.25,12.25,12.25,12.25
12.00,12.00,12.00,12.00
11.95,11.95,11.95,11.95
11.95,11.95,11.95,11.95
11.95,11.95,11.95,11.95
11.98,11.98,11.98,11.98
11.68,11.68,11.68,11.68
11.68,11.68,11.68,11.68
11.68,11.68,11.68,11.68
11.29,11.30,11.30,11.29
11.28,11.28,11.28,11.28
11.30,11.12,11.30,11.12
11.70,11.70,11.70,11.70
11.70,11.70,11.70,11.70
11.70,11.32,11.70,11.32
11.32,11.32,11.32,11.32
11.60,11.60,11.60,11.60
11.60,11.12,11.60,11.12
11.15,11.15,11.15,11.15
11.15,11.15,11.15,11.15
11.15,11.15,11.15,11.15
10.97,11.67,11.67,10.97
11.67,11.67,11.67,11.67
11.67,11.67,11.67,11.67
11.70,11.70,11.70,11.70
11.01,11.00,11.01,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,10.86,11.41,10.86
11.70,11.70,11.70,11.70
11.70,11.70,11.70,11.70
11.70,11.70,11.70,11.70
11.70,11.70,11.70,11.70
11.70,11.70,11.70,11.70
10.85,10.85,10.85,10.85
10.50,9.71,10.50,9.71
9.71,9.71,9.71,9.71
10.25,10.25,10.25,10.25
10.22,10.22,10.22,10.22
10.83,10.83,10.83,10.83
9.73,9.73,9.73,9.73
9.73,9.73,9.73,9.73
10.03,11.31,11.50,10.03
11.34,11.34,11.34,11.34
11.34,11.34,11.34,11.34
11.37,11.30,11.37,11.29
11.30,11.30,11.30,11.30
11.29,11.29,11.29,11.29
11.33,11.33,11.33,11.33
11.10,11.10,11.10,11.10
11.10,11.10,11.10,11.10
10.98,10.98,10.98,10.98
10.98,10.98,10.98,10.98
10.98,10.98,10.98,10.98
10.98,10.98,10.98,10.98
10.98,10.97,10.98,10.97
11.02,11.02,11.02,11.02
11.02,11.02,11.02,11.02
10.98,10.88,11.00,10.84
9.44,9.42,9.47,9.42
9.45,9.45,9.45,9.45
10.00,10.00,10.00,10.00
10.27,10.45,10.45,10.27
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.02,10.09,10.09,10.01
10.09,10.09,10.09,10.09
10.09,10.09,10.09,10.09
10.20,10.00,10.20,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.04,10.10,10.10,10.00
10.10,10.10,10.10,10.10
10.10,10.10,10.10,10.10
10.10,10.10,10.10,10.10
10.19,10.52,10.52,10.19
10.18,11.16,11.16,10.18
10.51,10.29,10.80,10.28
10.08,10.08,10.08,10.08
9.10,10.46,10.46,9.10
10.16,9.55,10.16,9.55
9.55,8.40,9.55,8.22
8.47,8.03,8.70,7.96
8.10,7.70,8.10,7.65
8.23,8.05,8.23,8.05
7.66,7.95,8.10,7.66
7.81,8.44,8.68,7.79
8.40,7.89,9.52,7.81
7.97,7.80,8.39,7.80
7.97,7.79,8.19,7.79
7.68,7.76,7.76,7.68
7.97,9.00,9.00,7.97
8.81,9.22,9.22,8.81
9.76,9.32,9.76,9.04
9.50,9.50,9.50,9.50
10.00,9.67,10.00,8.87
9.67,9.67,9.67,9.67
9.60,8.85,9.60,8.81
8.85,8.85,8.85,8.85
8.81,8.18,8.81,7.72
8.18,8.18,8.18,8.18
7.82,7.96,7.96,7.77
8.08,8.78,9.05,7.99
8.74,9.01,9.51,8.20
8.82,8.56,8.82,8.46
8.79,8.42,8.79,8.34
8.65,9.44,9.44,8.49
9.00,8.76,9.00,7.79
8.75,8.40,8.80,8.32
8.51,9.05,9.05,8.40
8.69,8.65,8.69,8.05
8.70,8.61,8.70,8.53
7.90,8.00,8.01,7.77
8.20,8.99,8.99,8.20
8.97,8.63,9.00,8.56
8.63,8.63,8.63,8.63
8.04,8.75,8.75,8.04
8.65,8.41,8.87,8.25
8.05,7.98,8.19,7.79
8.00,8.81,9.34,8.00
8.79,8.82,8.89,8.65
8.34,8.44,8.79,8.23
8.49,8.20,8.65,8.20
8.52,8.76,8.84,8.20
8.76,8.76,8.76,8.76
8.21,9.04,9.04,8.21
9.14,8.92,9.14,8.80
9.00,9.06,9.06,9.00
9.06,9.06,9.06,9.06
9.06,9.06,9.06,9.06
9.06,9.06,9.06,9.06
9.02,8.75,9.02,8.75
8.33,8.33,8.33,8.33
8.37,9.00,9.00,8.06
10.24,10.11,10.24,10.05
9.90,9.30,9.92,8.83
9.10,9.99,9.99,9.10
9.92,10.00,10.09,9.61
9.99,9.93,10.00,9.93
10.00,10.00,10.00,10.00
8.99,9.15,9.15,8.99
9.25,9.31,10.92,9.25
10.75,9.80,10.75,9.80
10.24,10.10,10.24,10.10
9.98,9.98,9.98,9.98
9.67,9.30,10.28,9.26
9.57,10.20,10.20,9.57
10.28,10.04,10.28,10.04
9.64,9.90,9.90,9.64
9.65,9.32,9.83,9.32
9.49,9.71,10.06,9.49
9.78,9.16,9.78,9.16
9.17,8.82,9.58,8.82
9.00,8.76,9.35,8.76
8.96,9.92,9.92,8.96
9.95,8.96,9.95,8.96
9.18,9.10,9.22,9.10
9.08,9.19,9.30,9.08
9.27,9.27,9.27,9.27
9.27,9.27,9.27,9.27
9.25,9.26,9.27,9.25
9.14,9.28,9.38,9.14
9.28,9.28,9.28,9.28
9.28,9.28,9.28,9.28
9.00,9.00,9.00,9.00
9.00,8.90,9.00,8.90
8.90,8.90,8.90,8.90
8.90,8.90,8.90,8.90
9.05,9.05,9.05,9.05
8.67,8.67,8.67,8.65
8.67,8.67,8.67,8.67
8.67,8.67,8.67,8.67
8.67,8.67,8.67,8.67
8.72,8.72,8.72,8.72
8.67,8.50,8.67,8.32
8.50,9.05,9.05,8.50
8.99,8.90,9.00,8.80
8.38,8.76,8.85,8.38
8.63,8.63,8.98,8.63
8.63,8.63,8.63,8.63
8.63,8.63,8.63,8.63
8.53,8.50,8.53,8.38
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.51,8.50,8.51,8.32
8.50,8.50,8.50,8.50
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.33,8.51,8.51,8.33
8.33,8.54,8.54,8.33
8.53,8.32,8.53,8.32
8.32,8.32,8.32,8.32
8.32,8.32,8.32,8.32
8.55,8.32,8.65,8.32
8.32,8.32,8.32,8.32
9.81,9.40,9.81,9.40
9.40,9.40,9.40,9.40
8.51,9.35,9.35,8.51
9.35,9.35,9.35,9.35
9.13,8.86,9.13,8.86
8.97,8.42,8.97,8.42
8.42,8.21,8.42,8.21
8.21,8.21,8.21,8.16
8.21,8.21,8.21,8.21
8.57,8.59,8.59,8.57
8.59,8.59,8.59,8.59
8.59,8.59,8.59,8.59
8.37,8.62,8.64,8.36
8.62,8.62,8.62,8.62
8.62,8.62,8.62,8.62
8.62,8.62,8.62,8.62
8.62,8.62,8.62,8.62
8.31,8.31,8.31,8.31
8.31,8.31,8.31,8.31
8.27,9.28,9.28,8.27
9.20,9.20,9.20,9.20
9.11,8.52,9.21,8.25
8.70,9.53,10.09,8.65
8.91,9.38,9.66,8.91
9.46,9.46,9.46,9.46
9.46,9.46,9.46,9.46
9.46,9.00,9.46,9.00
9.02,9.02,9.02,9.02
9.02,9.02,9.02,9.02
9.02,9.02,9.02,9.02
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
8.28,8.28,8.28,8.28
8.33,8.30,8.38,8.30
8.39,8.22,9.25,8.22
8.41,8.50,8.50,8.39
8.30,8.30,8.30,8.30
8.20,8.50,8.50,8.20
8.16,8.16,8.16,8.16
8.18,8.35,9.23,8.16
8.28,9.15,9.15,8.28
8.69,8.61,8.69,8.53
8.61,8.61,8.61,8.61
8.61,8.61,8.61,8.61
8.41,8.51,8.51,8.41
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.55,9.00,9.24,8.24
8.56,8.80,8.86,8.56
8.66,8.69,8.69,8.66
8.69,8.69,8.69,8.69
8.83,8.70,8.83,8.70
8.17,8.60,8.61,8.17
8.70,8.90,8.90,8.68
8.58,8.80,8.80,8.57
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.77,8.80,8.80,8.67
8.70,8.74,8.74,8.70
8.42,8.70,8.71,8.42
8.70,8.70,8.70,8.70
8.80,8.80,8.80,8.80
8.80,8.80,8.80,8.80
8.41,8.35,8.41,8.35
8.35,8.35,8.35,8.35
8.65,8.65,8.65,8.65
8.65,8.65,8.65,8.65
8.79,8.79,8.79,8.79
8.28,8.79,8.79,8.25
8.80,9.01,9.01,8.77
9.00,9.53,9.55,9.00
9.28,8.35,9.28,8.17
8.21,8.26,8.26,8.21
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.26,8.32,8.42,8.26
8.51,8.30,8.52,8.30
8.52,8.22,8.75,8.22
8.26,8.22,8.26,8.22
8.22,8.22,8.22,8.22
8.22,8.50,8.50,8.22
8.50,8.50,8.50,8.50
8.25,8.21,8.25,8.21
8.21,8.21,8.21,8.21
8.23,8.81,8.81,8.23
8.81,8.81,8.81,8.81
8.35,8.05,8.38,8.05
7.99,8.25,8.25,7.99
8.60,8.60,8.60,8.60
8.28,8.30,8.30,8.20
8.33,8.55,8.55,8.30
8.55,8.73,8.73,8.38
8.62,8.62,8.62,8.62
8.67,8.85,8.85,8.65
8.83,8.82,8.83,8.80
8.13,8.13,8.13,8.13
8.20,8.26,8.26,8.20
8.15,8.34,8.34,8.12
8.34,8.44,8.44,8.34
8.37,8.20,8.37,8.11
8.15,8.11,8.15,8.11
8.11,8.11,8.11,8.11
8.11,8.11,8.11,8.11
8.16,8.16,8.16,8.16
8.48,8.11,8.48,8.11
8.11,8.11,8.11,8.11
8.11,8.11,8.11,8.11
8.11,8.10,8.35,8.10
8.11,8.11,8.11,8.11
8.11,8.11,8.11,8.11
8.13,8.13,8.13,8.01
8.01,8.11,8.13,8.01
8.14,8.00,8.14,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.46,8.46,8.46,8.46
8.46,8.46,8.46,8.46
8.46,8.46,8.46,8.46
8.46,8.46,8.46,8.46
8.46,8.46,8.46,8.46
8.39,8.10,8.39,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.13,8.10,8.13,8.10
8.36,8.37,8.37,8.36
8.10,8.10,8.10,8.10
8.10,8.20,8.20,8.10
8.10,8.10,8.10,8.10
8.15,8.20,8.20,8.15
8.20,8.20,8.20,8.20
8.20,8.10,8.20,8.10
8.10,8.10,8.10,8.10
8.08,8.06,8.08,8.05
8.31,8.14,8.31,8.14
8.14,8.14,8.14,8.14
8.01,7.80,8.01,7.80
7.80,7.80,7.80,7.80
7.70,7.70,7.70,7.70
7.89,7.89,7.89,7.88
7.89,7.89,7.89,7.89
7.70,7.70,7.70,7.70
7.85,7.69,8.00,7.67
7.69,7.69,7.69,7.69
7.69,7.69,7.69,7.69
7.69,7.69,7.69,7.69
7.70,8.02,8.02,7.70
8.00,7.99,8.00,7.98
7.99,7.99,7.99,7.99
8.22,7.78,8.22,7.78
7.90,7.60,7.90,7.60
7.60,7.60,7.60,7.60
7.62,7.62,7.62,7.62
7.64,7.64,7.64,7.64
7.90,7.62,7.90,7.62
7.52,8.00,8.28,7.52
7.99,8.20,8.20,7.96
7.60,8.09,8.10,7.60
8.00,8.20,8.20,8.00
7.94,7.62,8.09,7.60
7.73,8.05,8.05,7.63
7.84,8.10,8.30,7.84
8.10,8.10,8.10,8.10
8.03,8.50,8.50,7.83
8.47,8.61,8.61,8.47
8.55,8.55,8.55,8.55
8.55,8.55,8.55,8.55
8.55,8.55,8.55,8.55
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.90,8.21,8.41,7.90
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.07,8.25,8.29,8.05
8.25,8.25,8.25,8.25
8.21,8.21,8.21,8.21
8.21,8.21,8.21,8.21
8.21,8.21,8.21,8.21
8.21,8.21,8.21,8.21
8.01,8.25,8.25,8.01
8.47,8.50,8.50,8.47
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.25,8.40,8.40,8.25
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.26,8.15,8.26,8.15
8.21,8.20,8.21,8.12
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.25,8.37,8.40,8.25
8.34,8.30,8.43,8.30
8.30,8.30,8.30,8.30
8.39,8.40,8.70,8.39
8.40,8.40,8.40,8.40
8.50,8.70,8.75,8.50
8.70,8.70,8.70,8.70
8.25,8.30,8.30,8.25
8.26,8.17,8.43,8.17
8.16,8.16,8.16,8.16
8.16,8.16,8.16,8.16
8.31,8.17,8.31,8.17
8.23,8.17,8.23,8.17
8.17,8.29,8.30,8.17
8.23,8.23,8.23,8.23
8.23,8.23,8.23,8.23
8.17,8.17,8.18,8.15
8.17,8.17,8.17,8.17
8.17,8.17,8.17,8.17
8.17,8.17,8.17,8.17
8.17,8.17,8.17,8.17
8.24,8.24,8.24,8.24
8.17,8.17,8.17,8.17
8.01,8.01,8.01,8.01
8.01,8.01,8.01,8.01
8.13,8.13,8.13,8.13
8.17,8.01,8.18,8.01
8.09,8.13,8.13,8.09
8.24,8.24,8.24,8.24
8.03,8.15,8.15,8.01
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.29,8.10,8.29,8.03
8.16,8.11,8.16,8.10
8.11,8.11,8.11,8.11
8.19,8.19,8.19,8.19
8.15,8.01,8.16,8.01
8.01,8.01,8.01,8.01
8.01,8.01,8.01,8.01
8.01,8.01,8.01,8.01
8.04,8.01,8.04,8.01
8.19,8.19,8.19,8.19
8.03,8.27,8.27,8.03
8.02,8.06,8.06,8.02
8.06,8.06,8.06,8.06
8.19,8.18,8.19,8.18
8.18,8.18,8.18,8.18
8.18,8.18,8.18,8.18
8.18,8.18,8.18,8.18
8.18,8.18,8.18,8.18
8.03,8.12,8.18,8.01
8.12,8.12,8.12,8.12
8.18,7.95,8.18,7.95
7.98,8.05,8.05,7.98
8.05,8.05,8.05,8.05
8.05,8.05,8.05,8.05
8.05,8.05,8.05,8.05
7.96,7.96,7.96,7.96
7.96,7.96,7.96,7.96
7.99,7.95,7.99,7.95
7.95,7.95,7.95,7.95
7.90,7.98,7.98,7.59
8.00,8.00,8.00,7.98
7.67,7.59,7.67,7.59
7.68,7.61,7.80,7.61
7.79,8.06,8.06,7.59
8.00,8.00,8.00,8.00
8.20,8.30,8.30,7.60
8.14,8.14,8.14,8.14
8.13,8.13,8.13,8.13
8.13,8.13,8.13,8.13
8.00,8.05,8.05,8.00
8.04,8.04,8.04,8.04
8.04,8.04,8.04,8.04
8.24,7.80,8.24,7.80
7.85,7.85,7.85,7.85
7.62,7.58,7.72,7.58
7.59,7.56,7.59,7.55
7.56,7.56,7.56,7.56
7.80,7.80,7.82,7.80
7.55,7.55,7.55,7.55
7.50,6.91,7.55,6.90
7.02,7.10,8.09,7.02
7.10,7.55,7.55,7.10
