BIDU,Baidu,NASDAQ
93.45,93.41,94.20,92.52
91.16,89.89,91.28,88.08
90.74,91.09,91.75,89.51
91.95,93.72,94.50,91.28
94.99,94.19,95.22,93.76
93.64,94.60,95.09,92.57
95.35,92.50,95.50,92.22
92.10,90.31,93.45,89.67
89.78,89.22,90.60,88.89
90.96,91.52,92.40,89.44
91.52,90.50,92.48,90.41
91.24,92.69,93.12,90.16
92.61,93.43,94.18,92.40
94.40,97.08,97.25,94.01
96.58,96.85,97.05,95.18
97.09,101.59,102.28,97.08
107.25,105.69,108.05,104.61
105.43,108.53,108.92,104.62
107.52,111.20,111.59,107.52
110.32,111.08,111.88,108.42
110.00,110.01,112.07,109.80
111.31,109.84,111.31,108.47
109.76,113.37,113.88,109.37
129.09,125.85,132.86,120.26
125.08,127.56,129.60,124.27
126.34,129.33,130.33,126.33
129.30,131.69,132.00,127.60
131.00,132.31,133.35,130.41
133.65,134.93,135.00,132.18
134.50,139.70,139.85,133.84
138.75,133.89,139.18,132.18
133.07,134.56,135.87,132.96
134.49,135.33,135.75,132.64
136.79,135.74,136.95,134.39
137.78,138.19,139.50,137.11
137.07,136.73,139.39,135.66
137.56,141.53,142.50,136.76
140.55,138.51,143.12,138.11
137.00,134.92,138.43,134.32
135.17,134.64,135.79,132.69
134.48,135.01,137.79,133.24
134.75,134.96,136.50,134.33
134.56,135.99,136.62,134.08
137.54,139.54,142.35,137.54
140.58,138.64,140.58,137.65
139.40,139.02,140.93,138.13
137.35,135.12,138.00,134.70
134.84,138.98,139.59,133.65
139.00,139.76,140.69,138.53
139.70,135.53,140.09,135.10
137.89,136.17,139.42,135.83
137.20,134.49,137.20,133.70
134.82,132.99,134.95,132.31
133.28,135.67,136.69,132.62
137.46,136.58,137.73,134.40
137.82,140.60,140.90,137.51
139.80,147.31,148.25,139.80
147.37,144.50,147.60,143.60
145.48,142.64,146.01,141.28
143.85,142.59,147.38,141.29
142.21,143.80,143.93,141.32
143.81,145.70,145.95,143.20
146.33,147.70,149.74,146.06
148.02,146.25,149.14,145.56
145.61,149.26,149.95,145.22
149.12,150.13,154.72,147.03
151.70,150.68,153.00,149.63
151.51,154.28,154.35,150.28
153.73,153.84,154.80,152.10
150.65,155.18,155.80,148.26
155.30,158.64,158.76,154.05
157.61,159.94,161.48,157.11
160.31,157.08,160.66,156.24
157.13,159.00,160.48,157.07
157.61,157.54,160.60,157.45
157.54,148.75,158.71,146.67
149.97,146.54,150.97,141.52
150.12,153.16,153.87,149.05
152.00,154.90,155.00,150.48
152.07,152.96,153.75,150.84
152.75,151.50,153.99,150.42
151.72,150.20,155.00,149.74
150.23,153.83,154.96,150.00
157.23,165.91,166.39,157.00
167.55,161.21,167.55,160.38
162.35,158.57,164.80,153.22
155.15,155.07,156.50,151.35
155.76,161.34,161.86,155.32
162.90,159.36,165.40,158.10
155.51,154.12,158.40,152.50
154.71,159.41,159.50,152.53
168.60,164.93,169.75,159.75
161.59,160.80,163.39,157.45
162.99,160.06,163.12,158.23
160.36,156.02,160.60,155.50
155.16,153.46,155.49,150.20
154.00,150.09,155.49,147.79
150.56,147.35,150.92,142.70
147.95,151.09,152.60,147.20
151.11,151.60,153.56,150.00
151.00,150.43,154.11,149.56
148.95,152.98,153.00,147.80
153.48,158.99,159.60,152.74
159.50,162.33,163.04,159.30
164.00,162.87,169.55,161.64
164.50,163.12,165.76,160.20
163.32,158.76,164.98,158.32
161.01,158.40,161.24,156.81
159.25,158.09,160.00,156.52
158.86,156.66,160.59,155.66
155.77,163.03,163.28,153.25
163.16,162.99,165.70,161.98
163.51,166.57,168.24,163.51
167.14,168.66,169.13,163.65
168.01,167.05,170.43,166.00
165.50,168.26,169.19,163.31
168.62,167.36,170.78,165.43
168.07,168.71,170.00,165.45
169.11,171.90,173.65,167.01
171.70,179.93,180.89,171.10
180.47,173.24,181.25,172.61
173.00,171.50,174.39,170.11
172.75,171.24,173.80,169.60
172.47,169.01,173.97,168.31
170.50,168.33,171.50,168.00
168.80,171.49,172.18,166.20
170.40,170.39,171.17,168.85
170.70,173.36,174.89,168.83
174.08,172.30,174.54,170.99
172.13,168.58,172.80,168.12
169.29,167.28,169.65,166.80
167.76,173.77,174.87,167.44
173.36,173.99,175.89,170.60
175.13,177.88,178.37,174.49
177.49,179.99,181.15,174.51
179.73,175.28,180.30,174.75
175.18,176.63,177.75,173.75
178.20,178.82,179.18,175.70
179.94,181.79,184.87,179.50
182.65,175.52,185.50,175.30
178.90,179.66,180.22,176.61
178.10,171.00,181.05,170.39
173.89,172.87,173.94,171.77
173.91,170.50,174.88,169.71
171.30,173.00,174.57,169.75
172.48,170.14,172.93,168.87
172.48,172.70,174.64,169.26
174.09,174.43,176.32,172.25
168.79,163.58,170.55,162.00
160.60,161.37,165.33,159.00
161.52,158.68,163.29,155.21
163.29,164.24,166.55,162.50
163.29,158.10,163.39,157.40
161.48,160.81,162.60,158.30
159.74,156.50,159.95,155.37
156.26,150.52,157.93,148.60
152.45,155.82,156.22,152.01
154.26,152.10,154.72,149.26
152.01,155.05,157.19,152.00
156.44,161.14,162.74,156.00
160.23,164.24,165.85,160.14
165.49,166.29,167.27,162.70
167.82,167.05,168.29,164.57
165.83,170.04,170.14,164.10
170.04,167.48,170.18,166.14
170.00,173.79,174.30,168.93
173.87,173.59,177.32,173.02
173.91,173.90,174.36,169.76
173.31,172.66,175.23,170.90
175.53,172.53,176.00,172.01
173.05,170.15,173.99,168.66
172.64,172.90,174.94,171.08
174.00,178.92,180.48,171.05
177.13,170.93,179.00,168.15
168.00,169.75,171.06,165.25
173.35,172.42,173.90,171.25
173.59,174.57,174.88,172.90
175.47,184.64,186.00,175.01
185.50,182.04,189.34,180.95
181.58,179.56,181.64,174.99
180.33,173.50,180.62,172.35
171.76,174.18,175.45,169.26
175.50,166.09,175.65,164.44
165.19,160.59,165.94,160.28
163.01,161.66,165.76,161.38
162.70,164.09,165.67,161.20
163.87,160.58,164.02,159.04
159.11,157.48,161.27,157.03
160.71,158.31,161.50,156.75
158.84,157.38,159.94,154.60
158.43,156.05,159.62,154.70
157.95,152.12,159.82,152.03
151.26,151.00,152.80,144.16
151.90,150.66,155.40,150.30
154.09,152.27,157.90,150.91
155.20,159.18,159.60,155.12
160.76,160.47,163.58,159.37
160.69,157.45,162.20,155.50
157.83,149.35,158.17,148.50
147.96,143.51,149.46,140.66
145.37,150.96,153.36,145.01
153.05,157.68,157.85,149.31
159.20,150.97,159.81,148.92
148.50,149.74,153.26,147.23
153.36,153.76,155.83,150.28
153.81,155.47,155.80,147.25
159.29,157.23,159.50,152.10
156.27,155.80,157.92,152.76
157.23,160.11,160.14,155.99
160.27,163.01,164.42,160.20
162.25,159.34,162.68,158.44
161.62,159.74,161.67,154.58
164.32,162.91,167.36,159.28
162.61,150.93,162.99,148.16
150.80,155.15,156.99,150.02
153.35,153.85,154.99,150.40
154.59,158.69,160.22,153.51
159.66,159.91,161.40,158.21
158.23,159.73,159.85,156.57
159.73,157.83,162.81,157.73
157.03,151.27,157.50,148.44
151.14,150.38,154.59,149.31
151.00,152.85,153.23,148.52
154.67,159.88,160.17,154.07
159.39,156.11,159.61,155.12
156.00,156.02,158.75,155.64
156.65,155.39,156.72,152.08
154.65,154.77,155.64,152.47
154.45,157.65,158.39,152.71
158.15,158.42,159.92,156.29
159.69,163.97,164.49,158.82
164.28,163.53,164.97,161.50
162.90,167.63,167.99,161.90
168.04,169.32,170.31,167.23
169.74,166.17,170.79,166.00
166.71,167.50,169.59,165.52
167.78,165.81,167.87,165.05
166.50,167.25,167.58,164.27
167.00,163.67,167.19,162.80
162.51,163.38,164.50,160.80
162.90,166.42,168.14,162.68
166.50,172.34,173.34,166.50
172.46,171.59,174.58,170.38
171.65,176.14,176.28,171.08
174.14,176.51,178.68,173.56
176.50,175.98,179.50,174.76
176.31,178.05,179.50,175.80
177.45,176.88,177.47,174.56
177.89,178.22,179.26,176.17
178.41,176.68,178.41,174.53
177.10,174.39,177.17,173.21
175.17,174.50,176.96,172.90
174.00,177.54,178.92,174.00
177.02,181.19,184.29,176.20
180.00,184.46,185.82,179.26
184.46,183.71,185.90,182.34
183.45,184.96,185.54,182.85
185.41,186.81,188.66,184.16
188.05,191.28,191.56,186.50
192.21,189.96,193.89,189.42
191.36,191.20,191.55,189.31
191.84,188.00,191.84,187.64
187.71,182.30,188.40,177.82
182.09,184.94,185.08,179.84
180.01,183.32,185.35,176.69
184.02,186.10,186.54,183.03
188.00,188.52,190.48,186.73
188.95,189.87,190.44,186.79
190.82,189.42,193.40,189.31
187.67,186.91,191.41,186.03
188.11,191.17,191.70,187.00
194.15,197.72,199.09,193.00
199.52,198.43,200.05,197.75
199.25,200.12,201.00,198.19
203.60,204.27,205.50,201.91
221.18,226.50,226.76,217.00
226.66,225.80,229.60,224.02
226.34,220.00,226.34,219.76
221.67,219.13,222.54,218.82
216.14,216.05,220.74,215.13
216.32,212.38,217.89,210.10
213.19,218.90,220.57,213.06
218.46,215.57,220.40,214.58
213.57,215.14,217.38,212.28
216.01,213.51,217.00,211.86
214.39,215.09,215.80,213.00
217.00,217.98,220.39,216.10
217.77,216.16,218.70,214.75
218.10,218.59,219.78,217.27
219.00,219.58,222.13,218.64
221.40,218.85,221.56,217.09
220.00,219.24,221.25,218.88
219.42,218.21,220.00,216.58
217.96,219.02,219.50,215.43
218.52,216.84,220.48,215.02
216.80,214.19,216.80,213.60
214.49,216.80,218.71,214.49
217.98,216.08,218.50,215.81
216.47,215.46,217.80,215.11
214.50,213.81,214.74,211.26
214.56,214.52,215.19,213.04
215.27,224.80,225.00,215.00
227.50,227.45,231.40,224.00
228.96,224.20,230.56,223.63
224.48,226.70,227.00,222.45
225.80,225.46,229.62,224.00
225.50,221.23,228.46,219.57
220.41,220.68,221.49,217.65
219.79,220.02,221.45,218.33
219.41,217.96,221.25,216.50
218.11,210.73,218.68,208.35
210.00,215.57,216.94,208.90
217.37,219.08,219.81,215.00
220.71,228.45,228.59,219.85
229.92,224.93,231.41,222.75
222.31,214.86,223.69,213.01
213.70,214.79,219.00,212.29
217.70,221.97,223.05,215.66
221.14,217.55,222.00,215.44
217.77,219.02,219.90,217.11
219.42,220.47,222.54,217.05
221.42,218.23,222.37,216.76
218.00,212.03,218.19,209.50
212.59,214.80,216.94,207.10
216.18,216.45,218.55,215.29
218.00,217.20,219.94,216.45
216.20,215.63,221.99,214.61
215.42,217.54,217.98,211.55
216.51,213.00,219.97,212.83
211.54,203.35,214.99,201.63
204.57,199.68,207.89,197.86
202.31,199.07,203.00,196.65
195.43,205.73,206.27,194.31
203.59,211.22,214.40,202.73
214.22,211.73,217.47,210.40
212.35,216.62,217.07,211.20
218.08,222.35,223.95,218.00
224.14,219.26,224.21,218.25
220.20,217.03,222.50,216.52
218.05,222.55,222.81,215.52
220.51,219.92,223.35,219.18
222.54,228.96,229.72,221.37
227.37,224.55,227.75,219.61
222.30,237.01,237.55,222.00
240.14,238.77,242.62,238.65
239.18,236.54,240.56,234.32
235.08,241.96,242.14,235.00
244.00,237.70,246.00,237.04
238.25,236.90,239.06,233.00
237.38,236.54,238.63,235.50
237.30,247.58,247.70,237.20
245.44,250.34,251.00,243.01
248.58,249.82,251.65,246.78
250.16,244.09,251.99,242.08
245.62,249.70,251.22,244.54
249.45,244.15,250.00,238.25
244.59,242.75,245.65,240.94
242.00,240.42,245.41,238.80
238.86,238.39,241.51,236.10
244.45,245.30,245.95,241.71
247.76,243.91,247.87,240.81
244.28,244.34,245.89,242.07
244.97,246.03,248.74,243.29
246.99,245.11,247.34,242.95
242.00,236.61,242.00,233.60
237.04,234.74,238.74,232.88
234.85,231.29,235.72,230.43
232.19,230.81,234.70,229.93
230.89,232.72,232.96,227.90
230.11,227.67,231.06,222.60
222.01,229.90,231.33,217.50
229.57,225.12,229.82,224.10
226.10,229.23,233.74,226.05
225.89,229.32,233.69,225.16
229.99,225.81,232.87,224.80
223.64,219.96,226.34,219.00
221.21,223.85,225.42,218.00
228.69,231.88,233.25,228.52
232.56,234.23,236.30,230.60
235.47,234.60,236.98,233.90
234.45,233.16,236.78,233.08
233.00,230.98,233.66,230.75
232.03,234.88,237.43,231.31
233.21,230.21,234.80,229.00
228.52,230.01,231.20,227.83
229.78,227.97,231.00,227.13
229.46,223.08,230.45,221.49
222.88,219.78,224.83,218.35
220.89,220.18,222.87,216.02
222.42,224.35,227.00,221.02
227.05,229.21,232.14,224.73
230.13,226.90,232.99,226.85
226.10,220.89,226.50,220.00
223.61,219.60,224.50,218.00
217.34,216.82,219.95,214.00
218.48,215.97,219.50,215.00
220.00,220.20,222.00,216.42
222.02,220.36,223.85,217.01
220.82,228.28,228.94,220.06
230.00,229.88,230.51,224.90
229.20,233.32,234.67,228.60
234.49,229.46,234.50,228.11
227.20,227.53,229.17,223.52
227.81,220.31,229.40,220.00
218.24,220.39,221.16,212.82
218.99,217.92,221.52,217.29
218.77,217.60,219.95,213.25
218.06,217.16,219.36,215.25
216.97,217.24,219.93,216.00
217.35,216.80,219.19,216.00
217.26,211.78,217.50,211.38
211.00,215.03,215.35,210.85
217.78,219.44,220.83,215.70
219.68,214.67,219.89,214.03
203.80,205.02,206.97,199.70
207.45,212.13,216.69,207.25
213.74,208.81,213.74,206.48
208.15,207.15,210.03,206.57
207.40,207.24,208.76,206.51
208.23,209.63,210.17,207.32
209.40,206.43,211.00,205.54
206.53,208.06,209.00,205.18
208.83,203.53,209.77,202.70
204.75,205.88,206.63,203.53
205.50,203.75,207.46,202.60
204.19,205.04,205.52,202.20
204.50,206.34,207.40,204.50
205.20,207.69,208.42,205.03
207.75,214.23,214.57,207.21
215.10,213.31,217.85,212.71
212.00,211.62,212.70,209.35
209.88,210.39,212.87,209.00
210.17,204.38,210.53,204.00
205.70,203.39,206.77,202.50
203.40,204.44,205.62,202.50
205.12,205.30,206.45,203.20
204.56,203.26,206.49,202.51
202.54,210.95,211.00,202.20
210.77,214.57,215.24,210.16
217.03,212.69,217.05,212.57
212.97,216.78,217.74,211.50
216.00,213.60,218.56,213.53
208.22,207.74,211.11,205.70
205.00,205.44,207.68,204.06
204.98,207.33,207.76,204.05
209.40,210.54,210.74,207.64
210.00,208.40,212.73,208.40
210.14,211.07,211.50,208.15
210.81,208.51,211.60,208.51
204.59,203.60,205.40,202.27
205.09,203.86,205.58,203.80
207.00,212.84,214.17,206.50
215.40,218.48,220.75,215.00
219.16,214.79,220.10,214.71
216.59,215.40,218.88,215.25
215.40,213.91,216.16,211.60
214.35,210.77,214.72,209.05
210.30,206.90,211.55,206.36
204.04,207.87,208.09,202.68
209.18,211.86,213.22,208.50
214.52,212.84,217.47,212.74
214.44,213.37,215.25,212.26
213.24,212.28,215.36,212.12
214.81,216.90,217.89,213.92
218.60,220.46,223.95,218.26
222.67,219.19,223.30,217.25
219.00,219.00,220.00,215.21
209.37,200.28,211.33,199.60
200.90,202.47,202.98,196.13
204.99,203.70,206.90,203.52
201.82,194.74,201.99,192.74
194.47,190.05,196.00,188.61
192.09,193.63,194.62,191.07
195.79,193.54,195.90,191.63
194.72,190.84,196.99,190.49
189.92,189.97,191.48,188.75
190.29,189.18,190.67,188.60
190.97,190.27,192.95,189.52
191.73,192.98,193.78,189.20
192.99,191.32,193.68,190.05
191.61,193.14,194.50,190.90
194.00,195.51,196.71,192.75
195.65,200.13,200.64,195.64
201.83,203.80,204.41,200.59
204.00,200.19,204.50,198.64
200.55,201.45,202.54,198.90
197.66,200.27,201.84,197.00
201.03,197.40,201.21,197.19
198.94,201.56,202.62,197.58
199.68,203.36,203.37,199.35
203.00,203.88,206.50,201.06
202.93,204.32,204.50,201.00
203.67,205.89,209.26,203.16
206.80,203.15,207.89,201.82
201.97,202.56,203.85,200.69
202.77,204.63,206.71,202.43
204.89,206.77,208.00,204.89
206.85,207.60,209.84,206.06
204.11,205.73,205.92,202.55
204.00,205.00,206.69,203.70
207.90,209.51,211.36,207.71
209.89,210.70,210.78,208.02
211.56,210.87,212.15,209.52
212.50,209.64,214.22,209.13
211.00,211.98,212.16,208.81
211.89,210.32,212.33,209.12
209.44,207.55,210.49,207.20
205.00,203.36,206.32,202.75
199.93,200.50,202.99,198.20
203.59,199.08,204.33,198.89
200.59,198.71,200.67,196.07
198.36,197.03,198.78,195.35
193.00,189.03,194.07,188.02
185.29,187.54,188.60,180.54
179.53,184.58,187.40,178.81
192.70,187.57,192.98,187.18
191.29,187.75,191.50,187.69
189.90,193.27,194.83,188.08
193.27,191.28,194.46,191.22
189.91,186.58,190.71,185.75
189.02,190.10,190.66,187.83
194.68,198.44,200.80,194.38
199.55,199.61,201.64,197.23
199.49,202.40,203.48,198.23
201.66,205.74,206.84,200.52
207.32,207.63,209.75,206.50
209.91,206.25,210.00,205.25
197.85,197.68,199.94,195.11
172.60,168.03,172.81,162.00
169.20,170.01,170.24,167.14
172.50,174.47,175.68,171.34
174.50,172.66,175.75,172.51
170.82,169.14,171.67,166.10
168.60,170.32,170.45,167.78
171.68,172.74,173.76,171.30
172.70,174.46,176.23,172.56
175.21,176.08,177.22,173.75
177.83,176.85,179.06,175.00
173.69,167.94,174.04,166.31
164.52,160.82,164.73,156.80
162.66,160.89,163.70,160.05
160.80,164.24,166.24,160.54
163.55,167.43,167.95,163.51
164.06,166.11,168.51,163.76
165.10,162.89,165.68,160.27
160.41,157.40,161.24,157.20
154.45,152.91,157.99,152.76
125.15,141.08,145.38,100.00
149.70,136.99,153.18,135.61
139.90,142.40,143.33,136.06
147.25,152.06,152.98,147.11
150.17,152.13,153.76,150.00
152.44,147.25,153.34,146.10
142.93,143.57,147.43,142.70
146.06,148.15,148.16,143.76
149.00,149.08,149.64,146.27
146.21,146.00,147.69,144.15
151.34,148.18,152.87,146.03
150.25,150.11,153.42,149.01
149.20,146.75,149.86,145.80
146.62,144.03,146.62,142.52
143.92,141.27,143.98,140.02
140.00,141.40,144.06,139.10
144.70,150.35,151.45,144.15
149.10,147.06,151.29,146.65
144.22,142.57,146.00,142.27
143.91,140.84,144.57,140.51
139.15,136.12,139.59,135.40
137.84,132.37,137.97,132.24
131.35,132.59,133.82,130.77
135.41,134.34,135.84,133.05
133.01,133.06,135.41,132.36
133.09,136.68,137.72,132.01
136.86,137.41,139.60,136.01
138.32,137.53,138.78,135.31
136.60,148.51,149.09,136.31
149.55,149.62,150.38,145.50
149.28,149.80,154.47,148.13
146.00,144.77,149.00,143.81
144.00,141.26,144.17,139.90
142.03,144.22,144.77,141.31
145.52,144.07,145.94,142.03
142.19,146.50,147.23,142.11
146.50,145.02,146.85,144.12
147.04,150.24,150.30,145.66
149.40,151.00,152.38,147.86
150.50,154.68,155.86,149.04
154.82,153.21,154.98,151.52
152.22,149.63,152.49,147.62
150.77,153.50,154.84,150.30
158.90,157.60,159.87,156.06
169.47,166.24,172.99,165.83
168.79,173.86,174.75,168.61
173.28,172.54,174.48,167.66
172.54,168.99,172.70,167.89
176.88,187.47,189.55,175.90
185.40,195.19,195.81,185.39
194.50,192.50,198.32,192.04
194.21,197.92,199.40,194.21
198.07,198.91,200.98,194.70
197.25,200.30,200.39,196.50
198.65,194.01,200.28,193.01
193.40,196.99,198.45,189.55
198.20,199.49,202.99,196.30
198.80,198.14,200.86,197.54
195.61,193.95,197.13,192.84
192.04,198.72,201.24,191.00
199.42,196.83,200.00,195.75
196.71,204.73,204.82,196.52
204.65,207.80,210.90,204.65
208.30,206.69,209.61,206.25
206.81,207.46,209.00,205.26
206.75,205.33,207.50,202.81
204.96,201.80,207.58,200.70
200.23,205.58,205.76,198.70
206.21,217.97,217.97,202.55
213.39,214.11,214.11,210.01
213.85,211.36,214.53,210.55
213.25,207.48,215.20,205.83
208.00,208.30,210.03,206.56
207.99,208.54,211.74,207.77
204.29,205.02,206.52,200.69
204.00,200.46,205.00,200.01
201.71,200.01,201.97,197.68
196.10,193.68,197.00,193.01
193.89,193.89,196.09,193.32
196.00,199.13,200.89,195.24
201.07,199.34,201.30,197.11
200.72,196.94,201.26,196.82
195.54,191.92,196.38,190.88
193.80,197.44,198.69,193.64
198.09,197.03,198.50,195.17
197.31,196.53,198.42,196.29
197.60,193.93,197.60,193.75
191.23,192.80,193.63,188.45
193.32,194.68,195.56,193.29
195.18,192.13,195.58,192.00
190.58,189.04,191.58,188.33
181.29,184.03,185.54,180.60
186.71,187.37,189.84,185.34
185.03,185.61,187.29,183.56
176.30,174.37,180.98,171.46
177.59,171.34,178.95,170.72
172.00,170.37,172.84,167.71
172.40,172.91,173.49,169.82
174.25,166.04,175.36,164.00
166.30,172.23,174.88,163.01
163.76,163.92,165.31,158.12
167.52,166.03,171.84,163.98
161.04,164.99,169.33,159.78
165.99,169.56,172.50,163.13
173.55,171.17,174.77,168.77
171.12,167.54,173.74,167.31
166.67,167.08,168.36,162.89
167.09,158.27,167.91,157.42
161.87,156.94,162.78,154.53
159.24,163.27,163.64,158.50
160.27,161.10,161.90,156.13
162.10,154.82,163.00,154.14
155.84,153.08,157.55,150.84
154.12,152.59,155.17,150.63
151.85,145.34,152.03,144.48
142.49,145.05,147.20,142.25
142.54,140.68,145.31,139.61
142.78,143.78,149.81,142.38
140.61,141.21,143.42,139.94
148.00,152.73,154.15,147.49
158.50,157.52,163.84,155.42
159.96,163.53,164.70,156.43
165.24,160.70,166.00,160.27
160.00,164.47,166.00,159.15
166.54,168.67,169.45,164.30
167.20,161.02,167.42,159.64
159.00,162.75,164.11,154.79
160.05,158.22,161.58,156.00
175.24,173.80,176.81,172.20
172.20,173.42,175.46,171.36
175.69,180.20,180.73,175.38
181.84,176.94,182.00,175.26
177.05,177.30,178.94,175.34
178.97,178.55,180.59,175.25
178.00,177.20,180.00,175.89
175.05,172.81,176.24,172.64
173.56,176.50,176.53,169.28
177.00,176.08,179.64,173.76
176.43,182.98,183.86,176.43
182.50,182.02,187.55,181.75
180.72,180.22,182.57,179.51
179.08,183.05,183.05,178.26
183.74,183.44,184.98,182.09
184.82,187.92,189.70,184.77
187.80,187.12,189.80,185.56
185.27,188.40,188.74,185.00
187.60,183.84,188.43,181.82
181.46,184.86,184.99,181.03
185.33,185.17,186.00,182.27
185.47,189.84,191.48,185.06
191.05,189.89,193.00,188.30
189.48,190.88,193.73,189.38
188.79,190.33,190.56,185.89
190.39,188.97,192.35,187.51
187.63,183.80,187.89,182.15
183.57,186.82,187.27,183.02
185.74,182.53,187.60,181.44
184.60,183.98,186.30,182.70
185.76,185.07,187.15,184.76
186.03,187.40,188.70,185.58
191.00,193.98,195.60,190.42
194.98,195.72,197.50,192.81
195.32,193.22,195.41,191.76
191.92,192.94,193.99,191.26
193.44,194.52,195.25,190.67
193.50,193.67,194.76,192.60
194.06,192.74,195.96,191.75
190.03,190.76,192.70,188.03
190.91,188.04,192.41,186.54
188.68,188.25,190.88,186.37
187.52,187.95,189.07,184.44
187.35,186.02,190.33,185.54
189.50,194.30,201.00,189.00
185.33,178.91,185.33,176.50
175.80,174.36,176.38,172.00
172.04,177.28,178.15,171.50
177.64,175.22,179.70,174.13
173.91,173.94,176.80,172.11
165.84,169.49,172.36,165.10
170.75,166.21,171.00,165.42
165.88,163.05,166.27,161.12
164.04,161.28,164.50,158.38
160.66,159.75,162.71,159.12
161.92,167.96,168.95,161.31
168.59,171.04,172.95,167.65
169.75,169.45,171.53,167.67
168.75,168.51,169.83,164.93
169.41,170.05,171.10,168.33
170.69,169.77,171.50,169.43
171.55,175.91,178.11,169.92
176.99,176.71,178.81,175.21
176.19,177.67,177.78,175.00
178.29,185.01,185.28,178.28
185.15,178.54,185.51,176.61
176.53,176.53,177.77,174.26
177.20,175.64,179.00,174.75
176.64,173.74,177.50,172.33
174.73,174.62,176.06,173.80
175.87,170.86,175.87,170.81
172.04,168.71,172.20,168.46
168.00,168.99,169.30,166.15
166.58,164.28,167.45,164.00
161.01,163.55,164.86,160.00
159.26,160.84,170.19,159.13
161.61,161.03,162.18,160.06
160.58,165.52,166.17,159.50
165.42,162.68,165.84,161.85
165.57,166.53,172.29,165.57
167.44,162.80,168.39,162.72
162.49,162.22,165.52,161.00
163.51,163.92,164.96,162.55
158.87,159.12,163.63,158.01
158.24,156.92,158.55,155.28
160.10,160.41,162.98,159.56
163.10,164.41,166.50,162.14
165.07,165.15,165.26,162.10
165.24,165.19,166.62,162.90
164.42,161.87,165.50,161.00
160.98,161.56,161.87,157.88
162.50,163.42,165.86,161.56
159.21,159.80,161.05,155.28
160.70,167.03,167.90,160.70
169.89,164.98,172.76,163.91
165.38,164.16,166.00,162.57
166.65,164.85,166.80,163.61
164.86,162.74,165.26,161.85
162.74,164.79,165.01,160.75
162.90,161.19,165.28,159.11
161.21,160.65,161.79,159.50
161.47,161.40,162.87,160.60
162.06,160.88,162.64,160.45
159.30,160.25,160.37,157.54
159.89,164.03,164.79,159.46
164.00,165.50,165.67,162.82
166.90,165.63,167.86,165.15
161.01,159.60,161.55,156.23
159.80,163.23,164.11,158.62
162.16,160.75,164.50,160.33
161.12,162.24,163.20,160.13
162.72,162.56,164.16,161.34
163.50,167.38,168.24,163.20
167.15,166.45,169.49,165.73
165.90,165.54,166.56,164.68
166.46,165.63,167.45,165.00
168.13,167.72,168.75,166.51
167.57,167.98,168.54,166.32
169.22,172.95,174.96,169.00
173.00,173.30,174.42,170.90
173.98,172.73,174.00,172.01
173.03,175.40,175.80,172.68
175.26,177.53,178.88,174.86
177.88,173.85,178.00,173.18
174.26,173.49,175.41,173.16
174.04,171.49,175.00,170.90
171.60,172.85,174.10,171.47
172.85,173.47,175.60,172.07
173.89,173.65,173.90,171.48
174.22,175.45,177.74,173.88
172.24,171.07,172.98,169.85
171.85,176.55,176.83,171.77
178.00,177.78,179.68,177.19
181.70,189.06,189.34,181.23
189.33,189.15,192.88,188.61
189.09,187.50,190.87,187.09
186.48,182.10,186.84,181.67
178.08,184.13,184.92,177.33
182.79,181.90,183.78,180.64
182.00,182.18,184.75,181.28
182.89,186.50,187.40,182.74
186.27,185.01,186.27,183.53
186.00,184.74,187.00,184.03
186.63,186.37,189.00,185.88
187.85,196.03,196.31,187.30
197.00,195.45,197.80,193.68
193.24,191.72,197.00,190.30
189.53,188.86,189.66,187.14
189.00,190.83,192.42,188.85
186.71,187.74,188.31,185.21
186.60,182.23,186.96,181.50
183.95,182.07,184.63,180.63
182.84,183.54,184.50,181.62
184.00,184.08,187.24,183.52
185.89,184.11,185.89,183.28
183.75,181.52,184.13,181.09
182.23,179.80,182.73,178.87
181.17,181.49,182.32,180.88
181.20,177.04,182.75,175.55
177.00,175.41,178.01,174.71
173.30,174.61,175.19,171.89
176.48,175.51,178.18,174.61
175.18,175.15,177.03,173.80
177.92,175.65,178.76,175.64
177.50,176.20,177.50,174.70
175.75,175.17,176.25,174.01
174.80,176.76,177.50,173.84
178.77,180.86,181.20,177.78
181.99,176.68,181.99,176.07
175.00,172.82,175.20,172.33
173.47,175.10,176.54,172.61
180.74,179.59,185.20,179.27
178.17,176.86,182.64,176.08
176.75,173.49,177.35,172.29
173.55,168.78,173.55,167.51
168.00,168.57,172.00,168.00
166.44,167.70,169.42,166.00
171.40,171.56,172.78,170.18
171.60,170.92,172.00,169.42
166.50,168.66,168.84,165.40
168.91,163.47,169.12,162.00
162.39,162.95,164.43,159.54
160.61,161.73,164.73,160.61
163.99,164.44,167.98,163.80
164.21,166.74,168.41,163.14
167.51,166.21,168.35,165.52
165.93,164.38,167.00,163.92
165.00,165.69,167.25,164.50
167.50,164.47,167.50,163.56
163.36,163.63,164.64,161.69
165.00,164.44,165.60,163.62
165.13,167.00,168.00,164.06
166.01,169.18,171.24,166.00
169.99,166.95,171.54,166.49
167.52,163.08,167.82,161.80
162.95,161.67,163.88,160.79
161.72,164.32,165.39,161.56
165.01,165.17,165.74,163.55
