CSGP,CoStar Group,NASDAQ
121.84,124.63,124.78,121.84
123.29,125.04,125.25,122.80
126.00,125.70,126.14,124.38
126.52,128.03,128.43,125.08
128.58,129.51,130.75,128.45
128.97,129.07,130.33,128.40
129.83,131.03,132.39,129.83
131.41,131.88,132.97,130.00
132.34,132.48,133.60,130.57
134.19,135.59,135.63,133.01
136.04,137.31,137.38,134.97
138.10,137.00,138.72,136.42
137.32,135.90,139.15,135.57
137.41,136.40,137.55,135.79
136.21,133.19,136.67,132.89
134.20,136.55,136.59,133.19
136.67,136.74,137.01,135.18
137.15,136.67,137.30,136.24
136.87,136.78,138.24,135.40
136.65,137.27,137.49,136.20
136.52,136.74,138.60,136.44
136.67,135.11,137.64,134.62
135.94,133.97,137.12,133.22
139.69,157.02,158.36,138.00
155.96,160.06,160.93,154.18
159.71,156.76,159.95,154.61
157.00,157.48,158.20,154.34
157.45,156.55,160.45,156.44
157.64,159.19,161.64,157.45
158.33,159.56,159.67,158.10
159.71,161.37,161.45,159.50
160.66,162.72,162.95,159.19
162.83,162.41,163.70,160.25
163.45,161.76,164.63,160.57
161.10,160.89,162.98,158.60
159.47,162.82,163.40,157.71
162.76,161.53,164.00,160.40
161.03,159.79,161.50,159.31
158.25,153.67,159.12,152.89
152.89,154.65,155.29,152.67
154.45,152.33,155.12,152.31
152.65,153.83,154.74,152.44
153.32,151.71,153.86,149.49
151.70,153.00,153.54,150.94
153.00,152.54,154.75,151.38
152.42,150.76,152.90,149.65
148.83,149.42,150.35,146.37
149.09,149.94,151.73,147.80
150.10,150.78,151.24,150.00
150.19,148.51,151.09,148.16
150.65,152.08,152.71,149.81
152.09,156.03,156.24,151.71
156.47,156.55,157.23,154.70
157.59,157.94,158.44,153.55
158.32,161.19,161.32,157.42
161.38,165.57,165.74,161.38
165.71,167.69,168.44,163.59
168.59,167.72,169.63,167.35
168.60,167.97,170.54,166.15
169.65,167.78,170.25,167.31
167.78,169.36,169.55,167.16
168.96,170.09,172.17,166.95
169.96,168.56,170.90,168.36
168.60,166.64,169.07,166.51
166.28,165.69,166.60,162.82
166.35,167.07,168.39,161.83
167.07,164.78,168.00,164.74
166.47,167.50,169.02,165.04
166.63,166.66,169.78,165.40
165.43,167.91,168.63,165.43
168.00,171.29,171.29,167.25
170.00,171.68,171.87,168.16
171.34,170.00,172.40,168.89
169.55,172.28,173.46,169.31
171.06,171.65,171.70,169.86
171.79,167.60,173.23,167.25
167.40,161.29,168.33,160.93
163.68,161.74,165.19,160.82
160.93,162.31,163.19,160.74
162.07,165.72,166.06,160.97
165.64,167.51,167.98,164.50
168.52,169.57,170.78,167.50
168.41,171.33,172.83,168.00
173.18,174.55,174.72,170.00
175.00,176.45,177.21,174.13
177.67,176.29,178.66,175.58
174.80,175.81,176.98,172.83
178.78,176.35,182.72,166.11
177.44,179.57,179.70,172.79
180.00,179.45,180.87,177.30
180.00,181.32,181.50,179.24
181.17,180.04,181.85,179.83
180.55,176.99,181.37,176.92
176.71,172.78,177.00,171.78
173.86,173.60,174.60,171.30
173.23,175.76,176.44,171.01
177.20,176.35,179.46,175.06
176.75,170.42,176.75,170.24
169.70,174.05,175.10,168.03
173.58,172.15,176.02,171.29
171.76,171.51,172.54,169.81
170.75,176.18,176.46,170.51
175.74,176.54,177.06,174.35
176.29,176.17,178.75,174.21
176.24,177.06,179.31,175.76
176.72,177.25,179.16,175.84
177.36,177.60,178.99,176.48
178.05,181.21,181.58,177.70
181.13,180.56,182.00,178.84
181.96,180.21,183.61,179.35
180.62,183.46,183.84,179.82
184.12,186.62,186.70,182.59
187.83,186.24,188.43,185.28
185.62,185.28,186.35,184.05
184.53,182.88,186.08,182.45
181.72,177.04,183.38,176.57
176.79,179.15,181.09,176.79
179.86,185.72,185.98,179.84
185.92,185.48,186.00,183.45
185.24,183.96,187.27,183.39
184.63,178.20,184.85,177.52
177.92,176.09,179.34,175.97
176.91,177.08,178.70,174.81
178.15,179.55,179.61,176.41
179.45,178.01,179.50,176.36
178.38,181.28,181.64,177.42
181.61,178.08,182.25,177.54
178.95,183.16,183.98,175.67
183.70,183.07,185.86,182.76
183.39,183.86,185.02,182.15
184.87,184.38,185.62,183.41
184.98,183.96,185.96,183.37
183.97,182.25,184.84,181.74
182.97,184.58,185.22,182.70
183.92,181.88,184.00,179.89
182.26,184.08,184.52,181.60
185.23,182.15,185.23,181.05
182.81,182.45,185.24,181.84
181.84,180.07,182.30,177.85
181.14,180.19,182.50,179.58
180.27,177.63,181.94,175.77
176.73,174.53,179.88,173.84
175.60,178.81,179.49,175.20
178.69,177.96,179.51,177.54
177.11,179.02,180.00,176.99
178.99,178.82,179.34,177.24
180.47,176.41,180.47,174.46
176.28,179.50,179.87,175.67
178.97,179.18,179.83,177.10
177.46,176.19,178.70,174.80
176.48,167.86,176.48,167.77
167.91,170.43,170.89,163.78
167.90,166.78,170.00,165.73
168.82,169.09,169.64,166.57
165.71,172.04,172.55,165.71
172.05,169.16,172.13,168.21
169.61,169.01,171.45,168.55
168.37,169.25,170.10,165.53
170.26,172.25,172.34,170.15
172.14,175.30,176.03,171.50
174.90,173.58,174.90,171.38
173.76,173.67,174.22,171.87
173.48,173.57,175.28,172.71
172.74,182.25,183.19,172.74
182.30,181.60,182.88,179.01
182.62,182.92,185.77,181.22
181.79,181.62,184.68,179.76
182.51,183.00,183.81,172.79
184.50,197.97,198.99,183.15
198.60,204.84,205.54,198.60
205.86,204.45,207.10,203.64
205.09,202.63,207.30,202.10
201.79,203.81,204.60,201.25
203.70,201.04,205.00,199.45
201.70,200.28,203.38,199.00
204.99,214.00,218.17,202.22
212.59,211.99,214.44,210.51
212.06,211.20,212.53,208.95
211.68,211.78,212.31,207.32
211.16,208.93,211.72,208.00
208.58,207.81,210.38,207.00
206.39,209.99,210.76,205.16
211.01,207.78,212.68,206.57
206.71,207.35,211.00,206.11
208.25,208.47,212.00,207.31
209.34,209.00,212.05,208.54
208.66,205.15,208.95,202.98
204.19,210.59,211.64,203.42
211.04,206.99,211.04,206.76
206.69,203.32,207.46,199.66
204.94,198.65,207.14,198.55
200.18,194.03,200.80,193.88
194.39,190.13,195.65,186.96
189.94,185.92,193.60,184.74
187.61,186.74,191.54,181.30
187.50,188.95,189.64,186.23
189.96,186.67,190.52,185.62
186.16,186.93,188.13,184.93
188.82,174.98,193.37,174.73
173.54,166.43,176.80,164.11
167.11,168.30,169.97,160.37
168.34,174.37,175.35,167.57
173.89,161.92,176.00,159.47
160.35,154.93,163.92,154.62
156.87,155.23,159.58,153.36
155.36,155.27,158.21,149.57
156.72,162.34,163.54,153.84
162.31,165.60,167.80,159.88
171.31,171.97,173.91,165.39
172.53,175.10,177.00,170.78
175.22,173.69,177.79,169.66
179.80,163.15,179.80,162.47
162.02,159.34,164.34,158.12
160.42,156.54,163.60,150.38
157.77,161.20,163.23,155.78
160.08,160.89,162.29,155.45
160.49,161.27,166.56,158.75
161.46,161.94,164.02,158.76
160.29,163.42,163.72,157.85
162.17,158.12,163.53,157.02
158.86,154.72,159.52,151.07
153.91,155.78,161.09,153.14
154.91,157.89,158.76,152.80
158.29,160.98,163.17,157.07
161.02,155.75,161.48,155.40
155.71,152.37,155.99,151.46
151.48,152.42,153.37,147.00
152.61,153.94,154.17,150.41
153.04,155.10,156.11,151.82
154.22,150.55,155.21,149.58
151.45,152.82,155.54,149.03
153.37,157.22,158.26,149.66
157.52,161.35,161.88,155.63
162.57,164.58,167.35,160.58
164.17,161.17,167.19,161.12
162.63,160.47,162.63,159.31
169.81,158.55,169.81,155.61
159.41,159.05,160.50,156.37
156.96,156.57,159.14,154.65
155.84,160.40,161.03,154.41
160.56,162.21,164.21,158.23
164.00,169.51,171.00,163.48
168.57,168.90,171.59,167.30
167.81,163.89,168.97,163.51
162.87,164.36,164.97,162.11
164.06,161.93,165.00,160.38
162.10,161.21,163.81,161.09
164.32,161.44,164.63,158.00
161.09,160.08,164.18,159.44
160.00,162.26,162.49,157.81
162.48,159.79,162.86,159.17
160.00,159.12,160.00,158.31
159.37,156.14,159.37,155.51
156.25,157.25,160.66,155.99
155.76,155.79,158.36,153.38
156.36,158.18,158.74,153.05
157.16,157.02,158.78,155.08
160.36,158.17,163.53,157.93
158.96,160.10,162.54,156.80
160.53,156.64,160.88,156.29
156.93,158.58,159.40,155.11
157.53,154.28,157.72,153.86
153.80,147.86,153.80,147.20
148.20,147.63,149.80,147.47
145.72,146.79,147.60,144.37
147.11,147.02,148.47,145.59
148.28,145.93,149.05,145.58
146.44,145.86,147.36,143.76
146.84,144.04,146.84,143.74
143.17,139.16,143.42,138.77
139.04,142.43,143.09,138.49
141.59,138.76,141.59,138.63
139.82,142.62,143.72,139.03
142.21,143.59,144.14,142.13
148.08,153.79,165.83,148.07
152.79,151.02,154.73,148.16
151.23,148.07,151.23,147.34
148.76,148.58,149.84,147.36
149.00,149.74,150.53,148.14
147.99,143.73,150.18,143.43
143.05,143.06,145.23,141.91
143.69,143.11,143.91,141.05
143.00,141.31,143.00,139.84
140.24,141.61,141.77,139.30
142.47,143.51,144.62,139.86
143.98,143.70,144.90,142.66
144.50,145.38,145.63,143.23
144.95,145.77,146.85,144.95
146.12,143.99,146.12,143.53
143.78,144.61,144.97,142.75
145.24,145.93,146.12,143.74
148.88,148.17,150.62,147.75
148.20,147.15,148.20,147.04
146.94,149.08,149.49,145.91
148.99,149.77,151.74,148.85
149.34,148.65,149.98,148.00
149.74,147.81,151.09,147.00
147.81,148.16,148.96,146.46
147.55,145.40,148.01,144.89
144.76,142.42,144.76,142.01
142.76,144.75,145.33,141.88
145.23,146.41,147.84,145.16
146.88,145.16,147.01,144.01
145.71,143.91,145.71,143.25
143.24,146.29,146.46,142.01
146.64,146.07,147.31,145.96
145.44,144.32,145.63,144.06
144.73,147.87,148.00,143.34
146.48,157.96,158.32,146.48
157.56,159.49,160.02,156.54
158.85,156.28,158.85,155.39
155.69,156.43,157.07,155.27
156.41,157.54,158.26,155.29
158.09,159.58,160.55,156.96
159.49,158.94,159.98,158.06
158.04,155.57,158.40,154.67
154.71,156.63,157.75,154.26
156.70,158.57,158.75,155.82
157.87,157.81,159.38,156.50
158.15,157.63,159.23,157.21
155.79,155.83,157.04,153.05
156.15,155.54,156.24,152.62
155.44,152.53,155.57,151.41
151.93,149.48,152.75,147.99
150.81,152.24,152.88,149.86
152.43,150.78,153.59,149.75
150.30,146.51,150.30,146.30
147.17,150.73,151.10,144.73
151.15,146.22,151.76,142.50
145.60,142.12,148.40,142.01
142.50,137.60,144.22,137.37
138.95,138.78,141.35,137.81
136.76,139.00,140.80,134.38
137.16,138.61,141.00,135.77
140.76,142.67,144.81,140.17
142.03,142.53,145.54,141.16
143.63,147.44,148.24,142.81
147.10,143.42,148.05,143.14
144.37,146.89,149.50,144.37
147.33,148.32,148.43,145.74
147.51,148.30,149.66,146.66
148.61,151.00,151.20,148.13
149.55,149.94,152.00,149.17
157.00,161.23,173.22,155.60
162.79,161.09,167.66,160.83
162.04,160.76,165.55,159.48
160.45,160.94,161.55,157.50
161.50,159.92,161.84,159.49
159.12,159.04,160.34,157.33
158.62,159.09,159.84,157.73
160.70,159.98,163.50,157.33
159.74,160.63,161.09,157.52
159.61,162.01,162.86,159.61
162.68,160.07,163.77,158.95
159.26,160.57,161.25,158.82
160.57,159.34,161.60,158.49
159.44,162.61,163.17,158.26
162.65,163.38,163.75,161.08
162.04,165.98,166.60,161.66
168.36,167.65,168.36,165.44
168.81,168.82,170.55,165.64
169.03,169.03,170.03,167.14
168.57,168.73,170.16,167.65
168.43,170.26,171.98,166.65
169.47,166.97,169.47,165.30
166.36,168.13,170.60,166.00
168.43,167.98,168.77,166.77
167.39,166.48,168.01,165.68
166.30,167.30,167.98,166.00
166.43,164.55,168.66,164.10
162.46,164.96,165.92,161.30
164.10,167.05,167.74,163.37
167.06,169.00,170.46,167.06
167.24,167.52,170.18,166.20
168.33,168.42,169.72,165.03
167.77,171.16,171.70,167.77
172.21,176.25,176.59,170.36
179.55,182.35,184.48,177.03
181.40,185.16,185.61,178.48
184.95,187.02,187.70,183.37
188.26,187.05,188.26,185.04
187.70,185.62,189.56,185.28
185.80,188.39,189.36,184.13
188.00,184.84,188.36,182.03
184.79,183.92,186.25,176.58
183.98,183.63,186.29,182.52
184.60,180.13,184.60,179.78
178.28,176.55,180.33,174.40
177.36,175.83,178.49,172.54
177.35,176.77,178.03,174.55
178.32,180.04,182.14,176.72
179.93,177.20,181.80,176.89
177.62,176.94,178.76,175.40
178.24,175.23,180.54,172.88
172.57,174.43,176.69,172.57
175.07,169.95,176.45,169.36
169.03,174.89,175.21,168.76
174.89,175.86,177.43,172.05
175.52,177.13,177.33,175.15
177.87,182.23,182.93,177.18
182.06,188.05,188.66,182.00
188.62,187.28,188.62,184.74
184.51,186.01,187.31,182.09
187.47,184.42,187.53,183.76
184.60,185.78,185.93,182.65
184.83,184.51,187.33,183.30
184.89,186.71,187.03,182.21
188.93,191.31,191.39,187.63
189.90,190.73,191.53,188.89
191.86,195.06,195.16,191.39
194.93,192.02,195.00,191.74
190.76,190.88,192.00,189.54
192.07,193.04,193.65,191.07
192.42,195.76,196.05,192.42
197.60,199.97,200.49,196.33
199.72,200.54,200.99,198.78
200.53,187.90,200.53,183.41
186.75,185.23,188.32,184.44
183.67,188.24,188.30,182.73
187.44,191.24,191.66,186.25
190.16,189.25,191.42,188.11
187.94,186.85,188.54,185.26
186.20,191.76,191.84,185.48
184.00,195.85,196.21,182.68
196.72,199.16,199.35,194.59
195.90,198.87,199.00,195.60
198.95,198.14,198.95,195.90
197.14,194.61,197.79,194.30
194.34,193.69,195.90,192.31
193.10,192.14,194.30,190.61
192.00,192.47,193.38,189.92
190.76,190.92,193.12,188.26
190.82,191.03,192.89,187.99
191.74,192.66,193.19,190.92
192.50,191.91,193.14,189.63
192.87,195.50,195.92,191.89
194.41,194.94,196.64,193.50
194.33,195.86,198.29,193.55
195.67,197.66,198.58,194.51
201.03,196.78,201.89,195.27
197.10,200.62,201.25,194.60
200.98,195.36,200.98,194.43
195.83,188.06,195.87,187.81
187.56,189.14,190.23,186.10
188.68,192.06,193.94,187.73
193.34,197.64,198.73,193.28
197.05,197.83,199.11,195.68
197.83,197.66,198.07,195.29
197.66,198.29,199.83,196.55
198.57,200.06,200.94,197.00
199.57,197.08,202.50,196.72
197.45,196.78,198.68,193.42
196.99,200.32,200.88,194.86
200.33,207.36,207.51,200.33
207.51,199.59,207.88,198.89
199.59,197.64,199.59,195.85
198.05,195.45,199.64,195.35
195.26,196.20,197.96,193.92
194.07,193.36,196.03,192.29
194.92,196.99,197.79,194.50
197.57,199.43,199.83,197.53
200.00,198.86,200.00,197.25
197.87,200.72,202.42,196.32
201.96,199.49,203.03,198.72
200.60,200.11,202.64,199.45
199.12,200.19,202.58,198.46
198.69,200.00,203.74,198.69
210.00,204.43,213.57,193.22
207.13,204.47,207.98,200.74
204.84,202.44,204.93,201.58
201.20,199.27,203.38,198.54
199.95,197.68,200.74,196.22
196.65,198.53,201.52,196.65
200.83,202.46,203.92,198.67
201.88,203.34,205.41,200.43
201.86,205.97,206.31,201.30
207.50,205.18,207.50,203.92
206.57,209.65,209.89,203.82
208.84,211.66,212.76,207.03
211.80,213.13,213.63,209.62
213.00,214.20,216.67,211.74
214.75,210.29,215.01,209.66
209.26,212.47,214.98,208.26
210.96,209.63,212.78,209.36
209.45,208.38,209.98,205.95
208.80,210.45,211.08,207.14
210.00,211.98,212.49,207.79
211.47,208.91,211.76,207.76
209.29,206.59,210.04,205.74
205.94,205.96,208.40,205.12
205.03,207.69,208.97,204.11
207.00,205.83,208.46,204.56
205.28,210.15,211.00,204.60
210.68,205.85,213.56,204.60
204.94,201.31,206.65,199.35
202.31,205.75,207.20,201.95
206.50,204.18,208.94,203.24
203.15,206.34,206.97,202.52
205.22,204.89,206.55,203.02
204.64,207.27,208.66,203.80
207.43,206.30,209.08,205.15
206.74,208.40,209.22,205.38
209.52,206.99,209.52,205.96
208.50,208.32,209.27,207.02
208.84,205.80,208.84,205.05
205.34,203.50,206.90,202.37
203.58,206.34,207.30,202.52
206.86,206.06,208.09,203.45
204.27,201.52,205.12,200.70
202.47,201.26,202.68,199.71
203.27,201.31,203.27,197.18
201.29,202.46,203.04,199.42
201.90,202.80,205.20,198.46
202.60,204.46,204.49,198.90
202.44,200.36,204.41,199.75
202.52,203.77,205.36,201.95
206.72,208.12,209.00,204.45
209.13,207.89,210.74,207.11
207.91,206.11,210.28,199.92
206.69,210.41,210.57,205.65
210.85,215.23,215.57,209.67
215.25,216.45,217.23,214.04
216.90,217.05,217.81,214.26
217.50,218.43,223.49,216.66
216.68,213.76,219.82,213.29
213.78,214.00,217.06,212.74
214.68,214.83,216.81,213.80
212.81,209.52,214.74,208.14
210.52,211.36,212.05,207.04
210.36,212.85,214.03,209.22
213.94,207.49,215.00,206.13
207.70,201.29,208.00,200.82
201.19,197.27,203.13,191.45
197.27,195.87,198.77,194.45
196.49,197.95,201.57,196.49
198.55,194.55,198.63,193.83
194.10,196.91,197.33,193.34
197.93,200.28,200.46,196.38
199.79,198.56,200.04,195.50
197.10,196.51,198.55,191.64
195.30,195.46,196.64,192.47
195.40,195.58,196.71,193.37
194.70,196.16,196.18,193.62
195.77,193.68,196.22,193.53
193.14,192.14,193.14,190.00
191.00,188.10,191.00,187.96
186.03,181.61,186.96,180.37
171.22,170.00,176.47,169.69
174.67,170.74,178.10,170.36
175.37,175.24,175.64,167.44
177.11,179.41,180.81,175.84
178.92,181.38,182.03,178.14
180.26,177.04,181.64,175.78
173.83,171.38,176.60,170.11
172.75,174.58,174.66,170.69
175.12,178.18,178.44,174.43
176.08,174.80,176.98,173.97
177.67,179.43,180.46,175.66
181.29,177.39,182.79,176.79
177.20,177.98,179.44,177.01
175.04,179.24,179.57,175.04
179.43,177.13,179.43,175.60
177.15,179.61,180.00,176.94
180.00,179.94,182.10,178.94
180.03,181.01,182.52,178.40
178.99,176.66,179.41,173.16
177.80,178.56,181.54,177.02
175.94,175.88,178.53,174.14
176.13,174.93,177.10,172.37
173.03,171.77,176.69,170.14
173.66,171.24,173.98,169.20
170.62,166.26,172.07,164.50
166.34,164.53,167.57,163.49
165.86,173.06,174.59,165.86
174.09,170.07,174.09,167.98
168.17,175.24,175.28,168.17
176.45,179.73,180.10,175.58
180.38,181.81,183.01,178.71
183.11,185.72,186.06,181.87
185.29,188.63,189.42,185.29
188.84,187.69,190.74,186.21
187.59,187.57,189.43,186.07
186.70,184.54,192.75,183.97
184.65,182.52,186.08,181.86
183.52,185.50,185.63,181.42
185.17,184.81,185.83,183.27
184.05,185.85,186.37,183.08
185.80,183.12,186.51,181.52
183.74,182.45,184.92,180.56
184.24,186.71,188.69,183.52
188.93,190.87,191.98,187.18
191.07,190.60,193.01,189.19
190.66,191.18,192.40,189.61
190.73,192.27,193.57,189.99
192.30,202.68,204.12,190.12
201.97,203.07,205.72,201.97
204.03,203.71,206.92,201.99
202.97,201.22,203.75,200.71
202.22,203.52,204.16,200.15
203.77,204.50,205.09,200.74
202.81,204.09,204.91,202.27
203.45,203.56,204.04,200.16
202.88,204.34,204.53,200.28
205.09,204.67,206.33,202.62
203.89,204.17,206.68,203.15
202.77,199.82,203.21,199.34
198.72,201.61,203.06,198.72
201.80,202.49,203.99,200.46
202.75,207.89,209.43,202.39
209.27,205.00,209.27,204.73
205.43,204.55,205.49,203.30
204.00,205.27,205.53,203.27
205.00,209.54,209.93,203.68
210.00,208.94,211.75,208.73
209.66,210.00,211.04,208.46
209.49,209.24,210.26,207.19
209.55,209.42,211.33,208.18
210.15,208.24,211.16,208.02
209.40,204.76,209.40,202.86
204.46,209.05,209.05,203.68
208.31,206.81,209.88,205.96
204.89,206.55,208.10,203.62
205.41,206.30,209.22,205.22
205.41,207.58,208.93,203.79
205.21,202.55,206.77,201.93
202.86,203.59,205.28,200.39
204.85,202.75,208.18,202.36
203.67,207.98,208.77,202.30
208.00,205.82,209.80,204.91
205.82,203.67,208.11,202.72
205.30,204.37,207.43,202.86
202.08,201.74,206.26,196.58
203.17,202.62,204.90,200.96
203.02,207.73,209.16,202.74
207.62,209.57,209.97,207.44
210.23,210.42,213.51,208.98
210.92,207.44,213.10,207.04
206.80,206.69,210.00,204.61
203.32,197.54,204.98,196.54
198.16,199.73,201.22,195.34
195.84,194.87,198.79,193.75
191.38,184.29,192.70,182.90
184.43,182.12,187.50,180.85
182.65,180.12,183.56,176.65
181.73,185.27,186.31,181.68
187.30,180.23,190.91,180.10
179.35,183.49,185.68,178.44
177.76,178.20,182.98,176.27
180.05,177.52,180.05,174.82
174.13,174.22,176.18,165.66
175.23,176.18,177.66,174.78
177.98,178.34,180.15,177.37
177.81,170.97,181.94,169.99
171.46,170.69,171.84,164.92
170.54,170.10,173.46,169.43
172.67,170.40,172.67,168.32
171.18,175.37,175.65,171.18
174.07,177.26,178.63,174.07
175.53,169.11,175.53,168.61
170.57,167.10,171.50,164.16
166.33,172.39,173.14,165.62
171.39,163.28,173.20,162.49
160.20,148.90,160.20,146.81
147.08,154.01,156.94,146.53
155.37,157.03,158.57,153.99
154.77,155.41,156.94,152.55
157.23,157.71,160.08,154.21
160.60,162.47,163.13,158.10
163.78,170.09,172.02,163.58
170.16,168.19,173.62,166.01
167.55,171.61,173.34,167.44
173.33,172.30,176.98,170.85
171.24,172.80,174.58,168.81
170.81,172.88,174.94,167.56
173.43,171.16,182.38,161.66
172.01,179.24,179.78,170.85
179.54,177.06,180.78,176.70
178.55,179.20,180.27,175.80
178.66,179.29,179.74,172.68
179.73,181.31,181.51,178.82
181.47,183.25,185.94,177.70
182.76,184.68,186.70,181.45
183.26,177.65,184.56,177.06
179.05,179.31,180.66,175.60
179.83,177.65,182.84,175.67
179.16,182.75,183.71,178.60
182.95,182.49,185.00,178.29
181.21,177.36,181.61,177.21
176.54,184.10,184.95,174.35
183.55,185.83,187.92,182.90
186.85,186.50,191.15,184.73
186.45,189.20,190.17,184.73
188.16,189.76,191.12,188.16
189.26,183.20,191.30,182.92
182.20,183.22,183.34,180.60
183.20,183.96,186.30,180.72
183.52,186.24,187.53,182.22
187.11,186.51,188.90,185.55
186.31,188.17,191.24,185.06
187.03,186.49,187.03,182.30
186.74,184.93,188.65,183.60
183.20,181.31,184.42,179.53
181.74,186.07,188.97,178.64
185.05,180.03,185.36,179.55
181.50,180.08,181.50,179.36
180.80,176.85,183.37,176.85
176.70,177.30,178.84,174.49
178.26,181.50,181.80,178.26
181.54,179.79,183.70,177.54
179.46,181.34,181.71,177.53
180.07,183.18,184.20,180.07
184.05,183.97,185.15,182.48
183.47,183.43,184.80,181.82
182.94,182.86,184.78,182.15
182.17,184.36,184.50,181.13
184.28,183.28,184.75,182.02
182.85,182.99,185.09,181.47
182.40,179.50,183.60,175.44
191.60,194.48,200.75,191.60
195.48,197.31,198.91,191.07
198.39,198.88,200.84,196.32
197.79,195.20,199.10,194.90
193.63,194.81,195.59,191.57
195.66,193.33,196.23,193.01
192.58,195.83,196.03,190.44
195.29,197.08,198.85,194.99
198.08,202.77,203.04,197.00
202.00,197.72,203.39,197.43
199.18,200.41,201.71,198.23
198.99,197.61,200.70,193.86
197.89,197.69,199.93,195.44
197.58,195.33,198.09,195.18
194.95,197.22,197.75,192.41
196.47,195.98,199.90,195.10
196.56,197.64,200.00,196.56
197.38,198.72,199.29,196.00
200.54,201.36,202.63,199.02
201.53,202.47,203.32,199.83
202.00,204.00,204.25,200.02
203.42,206.50,207.75,201.78
206.27,206.59,207.61,204.83
206.49,209.16,209.94,205.50
207.80,209.30,209.75,206.33
207.94,207.67,208.59,205.82
207.02,209.51,209.67,206.68
209.90,211.50,212.71,209.50
211.81,212.66,213.28,209.46
211.19,214.57,215.02,210.28
212.52,209.11,214.36,208.92
207.76,208.91,210.28,207.43
209.10,210.70,210.72,206.96
211.41,209.55,211.74,208.94
208.80,210.23,211.82,206.41
210.25,206.58,210.49,206.05
208.94,210.09,211.91,208.92
210.38,209.84,212.00,208.63
209.81,209.70,211.98,208.80
211.58,217.44,217.86,209.97
207.32,212.80,213.41,205.94
209.33,202.38,214.13,200.58
204.82,204.98,207.35,202.66
207.35,212.24,212.90,207.32
213.25,218.66,218.78,205.32
219.33,218.47,220.38,217.37
216.58,216.04,216.86,213.80
215.53,215.83,217.91,214.80
216.79,216.99,219.47,215.82
218.71,221.54,224.49,218.30
223.59,221.81,224.79,221.56
223.79,222.11,224.04,221.76
222.11,221.08,222.13,219.45
222.85,220.42,222.85,220.17
220.30,218.65,220.50,217.93
218.64,219.77,219.95,218.62
219.08,219.51,220.20,218.53
220.14,219.93,221.90,219.67
219.15,218.07,221.52,217.65
217.82,222.19,222.28,217.34
221.25,221.07,222.51,220.57
221.12,224.10,224.28,220.80
223.84,222.71,224.10,220.89
211.00,207.20,218.00,205.04
207.00,207.90,208.93,204.49
208.07,205.40,208.35,204.56
205.61,204.82,206.40,202.50
204.31,206.01,207.30,203.50
205.58,205.33,208.05,204.66
205.85,205.68,206.95,204.68
206.14,207.06,207.26,205.06
207.00,207.47,208.05,206.94
206.91,208.06,208.73,206.17
208.92,207.97,209.00,205.22
206.97,207.84,209.17,205.98
207.55,209.05,209.91,206.10
208.39,208.78,209.32,202.62
208.22,205.46,209.21,204.81
206.13,207.72,207.94,205.59
206.58,208.23,209.57,206.58
208.77,207.61,209.68,206.10
207.68,208.60,209.77,207.68
208.71,206.51,209.42,205.78
206.03,206.72,207.28,205.31
206.32,207.95,210.29,206.32
207.99,207.31,209.25,207.00
207.18,205.02,208.39,203.93
205.61,207.25,207.82,204.02
207.45,210.08,210.17,207.05
210.37,213.05,214.01,210.29
212.82,214.45,215.87,211.99
214.28,216.10,216.19,213.88
215.00,216.53,217.68,214.34
214.78,205.69,214.78,205.57
204.56,211.00,211.53,204.56
208.98,206.81,210.08,204.67
206.77,207.09,208.97,204.98
208.23,211.88,213.53,203.72
210.37,210.39,212.10,209.58
210.79,211.01,212.84,210.33
211.85,211.21,213.06,210.20
211.49,215.60,216.61,211.49
216.87,218.64,219.24,216.14
218.32,218.00,219.40,217.23
216.25,215.17,216.87,214.78
215.64,219.80,220.12,215.64
220.99,222.31,222.74,219.81
222.24,216.12,222.62,215.88
217.75,216.53,217.75,214.30
216.73,215.49,219.68,213.86
216.49,214.28,218.33,213.51
215.74,215.75,224.44,213.38
214.58,214.15,215.36,212.50
214.05,211.57,214.05,210.44
212.77,212.68,214.72,212.64
212.71,208.95,212.71,207.55
208.84,208.75,210.56,207.63
207.09,207.03,208.44,205.00
207.50,208.57,210.22,206.99
208.27,207.89,208.60,206.91
209.68,209.75,211.74,207.15
209.37,210.68,211.37,209.37
209.89,208.58,211.08,207.60
208.11,209.71,210.00,206.31
211.06,212.31,213.55,210.38
212.92,211.67,214.17,210.54
210.14,209.02,212.67,208.43
204.02,192.24,213.25,180.42
190.85,190.74,196.49,190.42
191.50,187.12,191.70,186.06
188.00,184.65,189.29,183.48
184.50,183.04,184.50,182.11
183.76,182.97,185.87,182.57
182.57,183.50,183.78,181.77
187.07,184.91,188.82,184.23
184.36,184.25,186.18,182.11
181.05,186.77,187.16,180.86
187.86,183.66,189.57,181.87
182.99,186.15,187.56,182.34
186.72,193.46,194.00,184.29
194.53,195.29,200.59,194.46
195.00,197.22,198.76,194.44
196.48,198.99,199.90,194.84
198.52,194.78,200.13,194.74
195.08,197.28,197.42,193.70
196.88,197.86,198.50,195.47
197.32,201.22,201.25,196.37
202.73,203.39,203.73,201.07
202.55,198.38,204.34,197.48
197.95,195.01,198.05,194.67
196.26,191.11,197.15,188.72
192.31,180.29,195.27,179.31
180.69,183.24,184.28,179.22
184.41,184.25,188.59,183.48
185.46,187.20,188.88,183.20
