DRYS,DryShips Inc. - Common Stock,NASDAQ
6630.00,6360.00,6660.00,6255.00
6360.00,6345.00,6435.00,6240.00
6390.00,6330.00,6540.00,6330.00
6345.00,6360.00,6435.00,6285.00
6450.00,6390.00,6525.00,6345.00
6315.00,6375.00,6405.00,6285.00
6330.00,6315.00,6345.00,6270.00
6315.00,6270.00,6345.00,6210.00
6254.85,6172.50,6270.00,6120.00
6195.00,6105.00,6240.00,6090.00
6165.00,6225.00,6255.00,6120.00
6240.00,6300.00,6300.00,6150.00
6375.00,6555.00,6570.00,6345.00
6555.00,7035.00,7140.00,6555.00
7005.00,7275.00,7395.00,6975.00
7410.00,7575.00,7875.00,7365.15
7725.00,7717.50,7800.00,7500.00
7935.00,8445.00,8460.00,7650.00
8400.00,8085.00,8400.00,7875.00
8100.00,8235.00,8355.00,8025.00
8175.00,7875.00,8235.00,7725.00
7890.00,7785.00,8115.00,7785.00
8385.00,8385.00,8685.00,8370.00
8250.00,8235.00,8340.00,8040.00
8235.00,8175.00,8310.00,8145.00
7875.00,7755.00,7995.00,7665.00
7935.00,7800.00,7965.00,7770.00
7755.00,7800.00,7815.00,7650.00
7965.15,7950.00,8025.00,7830.00
7890.00,7755.00,7935.15,7725.00
7980.00,7875.00,7995.00,7770.00
7935.00,7845.00,7995.00,7785.00
8310.00,8816.25,8895.00,8175.00
9000.00,9315.00,9555.00,8940.00
9495.00,9029.85,9540.00,9015.00
9030.00,8865.00,9270.00,8850.00
9015.00,9007.50,9120.00,8880.00
9480.00,9495.00,9585.00,9315.00
9644.85,9446.25,9660.00,9345.00
9450.00,9300.00,9510.00,9300.00
9300.00,8955.00,9390.00,8775.00
9030.00,8985.00,9120.00,8835.00
8985.00,8940.00,9015.00,8895.00
8985.00,8775.00,9018.75,8745.00
8880.00,8970.00,8970.00,8775.00
8970.00,8895.00,9015.00,8850.00
8895.00,8955.00,8985.00,8850.00
8895.00,8325.00,8910.00,8325.00
8385.00,8295.00,8430.00,8190.00
8250.00,8190.00,8310.00,8160.00
8204.85,8055.00,8220.00,8025.00
8025.00,8235.00,8370.00,8025.00
8055.00,7785.00,8070.00,7770.00
8055.00,7995.00,8175.00,7830.00
7965.00,8070.00,8130.00,7905.00
8115.00,8175.00,8415.00,8115.00
8250.00,8100.00,8265.00,7950.00
8070.00,7995.00,8100.00,7845.00
8040.00,8085.00,8205.00,8025.00
8250.00,8250.00,8415.00,8145.00
8250.00,8175.00,8325.00,8115.00
8130.00,8115.00,8250.00,8040.00
8085.00,7875.00,8160.00,7875.00
7875.00,7680.00,7935.00,7590.00
7635.00,7575.00,7665.00,7455.00
7650.00,7500.00,7680.00,7440.00
7470.00,7365.00,7485.00,7290.00
7005.00,7140.00,7140.00,6915.00
7170.00,7365.00,7395.00,7140.00
7350.00,7215.00,7380.00,7095.00
7320.00,7275.00,7530.00,7155.00
7305.00,7230.00,7395.00,7185.00
7290.00,7305.00,7350.00,7245.00
7350.00,7425.00,7575.00,7230.00
7500.00,7560.00,7620.00,7440.00
7620.00,7515.00,7650.00,7395.00
7575.00,7567.50,7635.00,7470.00
7575.00,7740.00,7785.00,7560.00
7710.00,7695.00,7755.00,7560.00
7530.00,7545.00,7605.00,7380.00
7530.00,7552.50,7620.00,7500.00
7545.00,7755.00,7770.00,7545.00
7725.00,7695.00,7770.00,7635.00
7710.00,7620.00,7770.00,7620.00
7635.00,7635.00,7665.00,7530.00
7590.00,7537.50,7635.00,7470.00
7425.00,7192.50,7455.00,7155.00
7185.00,7275.00,7275.00,7005.00
7215.00,7305.00,7350.00,7170.00
7350.00,7350.00,7395.00,7290.00
7410.00,7365.00,7425.00,7305.00
7530.00,7387.50,7590.00,7365.00
7380.00,7515.00,7556.25,7365.00
7582.50,7567.50,7650.00,7485.00
7590.00,7567.50,7605.00,7425.00
7485.00,7350.00,7546.50,7245.00
7245.00,7290.00,7395.00,7230.00
7320.00,7245.00,7365.00,7200.00
7170.00,7080.00,7200.00,7020.00
6960.00,7110.00,7110.00,6930.00
7035.00,7170.00,7350.00,6975.00
6930.00,6990.00,7020.00,6870.00
6960.00,6750.00,7050.00,6720.00
6810.00,6780.00,6900.00,6750.00
6825.00,6780.00,6885.00,6750.00
6885.00,6960.00,7020.00,6810.00
7005.00,6990.00,7095.00,6915.00
6930.00,6945.00,6960.00,6855.00
6960.00,7170.00,7320.00,6960.00
7200.00,7350.00,7395.00,7185.00
7290.00,7440.00,7530.00,7275.00
7425.00,7440.00,7515.00,7365.00
7470.00,7395.00,7500.00,7380.00
7635.00,7425.00,7681.05,7320.00
7485.00,7170.00,7500.00,7140.00
7215.00,7050.00,7215.00,7020.00
6975.00,7080.00,7170.00,6915.00
7185.00,7440.00,7530.00,7140.00
7425.00,7515.00,7530.00,7425.00
7545.00,7545.00,7650.00,7395.00
7590.00,7275.00,7620.00,7215.00
7200.00,7185.00,7275.00,7125.00
7170.00,7140.00,7275.00,7125.00
7080.00,7065.00,7110.00,7020.00
7035.00,7095.00,7125.00,7020.00
7005.00,6960.00,7050.00,6900.00
6945.00,6870.00,7020.00,6795.00
6960.00,6990.00,7020.00,6885.00
6975.00,7020.00,7035.00,6960.00
7005.00,6960.00,7035.00,6900.00
6945.00,7222.50,7230.00,6915.00
7215.00,7125.00,7230.00,7080.00
7095.00,6997.50,7185.00,6990.00
6990.00,7050.00,7110.00,6990.00
7065.00,6975.00,7095.00,6930.00
6930.00,6900.00,7005.00,6900.00
6900.00,6826.50,6945.00,6750.00
6795.00,6840.00,6915.00,6765.00
6900.00,6825.00,6945.00,6780.00
6825.00,6870.00,6915.00,6750.00
6870.00,7050.00,7080.00,6840.00
7005.00,6960.00,7080.00,6885.00
6870.00,7020.00,7080.00,6780.00
7050.00,6600.00,7050.00,6570.00
6585.00,6135.00,6600.00,6105.00
6120.00,5985.00,6134.85,5880.00
5970.00,6060.00,6195.00,5955.00
6150.00,5820.00,6169.50,5685.00
5865.00,5730.00,5925.00,5700.00
5670.00,5595.00,5700.00,5520.00
5640.00,5445.00,5715.00,5340.00
5460.00,5625.00,5700.00,5430.00
5625.00,5565.00,5700.00,5550.00
5610.00,5595.00,5640.00,5565.00
5700.00,6082.50,6105.00,5685.00
6060.00,5872.50,6097.50,5805.00
5865.00,5745.00,5925.00,5700.00
6165.00,6223.50,6375.00,6150.00
6000.00,5895.00,6270.00,5850.00
5970.00,5790.00,6000.00,5775.00
5760.00,5640.00,5790.00,5595.00
5685.00,5550.00,5745.00,5535.00
5535.00,5640.00,5670.00,5392.50
5640.00,5640.00,5805.00,5595.00
5880.00,5880.00,5940.00,5730.00
5790.00,5790.00,5880.00,5743.50
5850.00,5745.00,5880.00,5700.00
5940.00,5910.00,5970.00,5850.00
5940.00,5955.00,5985.00,5865.00
6015.00,6060.00,6120.00,5955.00
6090.00,6120.00,6180.00,6060.00
6015.00,6030.00,6075.00,5820.00
6060.00,5940.00,6105.00,5880.00
6030.00,5940.00,6075.00,5910.00
6015.00,6075.00,6090.00,5970.00
6120.00,6195.00,6240.00,6075.00
6240.00,6285.00,6330.00,6180.00
6345.00,6465.00,6510.00,6255.00
6495.00,6165.00,6510.00,6120.00
6150.00,6180.00,6255.00,6045.00
6270.00,6300.00,6345.00,6210.00
6150.00,6210.00,6210.00,6090.00
6120.00,6060.00,6150.00,5970.00
5970.00,5977.50,6060.00,5925.00
6060.00,6030.00,6120.00,6015.00
6060.00,6090.00,6150.00,5955.00
6120.00,6060.00,6120.00,5985.00
6030.00,5940.00,6030.00,5745.00
5955.00,5985.00,6045.00,5932.50
6015.00,6075.00,6135.00,6015.00
6045.00,6045.00,6120.00,6000.00
6000.00,5895.00,6000.00,5805.00
5895.00,5745.00,5895.00,5745.00
5640.00,5655.00,5745.00,5460.00
5580.00,5595.00,5737.50,5520.00
5625.00,5640.00,5760.00,5595.00
5565.00,5625.00,5685.00,5490.00
5760.00,5700.00,5790.00,5595.00
5700.00,5085.00,5400.00,4830.00
5083.35,5025.00,5400.00,4830.00
5025.00,4710.00,5025.00,4575.00
4710.00,4335.00,4770.00,4110.00
3930.00,3315.00,4065.00,3285.00
3615.00,3795.00,3900.00,3390.00
3645.00,3705.00,3945.00,3555.00
3915.00,3945.00,3990.00,3690.00
4020.00,4080.00,4155.00,3960.00
4215.00,4710.00,4725.00,4185.00
4575.00,4500.00,4620.00,4425.00
4545.00,4650.00,4725.00,4500.00
4350.00,4425.00,4485.00,4170.00
4275.00,4110.00,4454.25,3975.00
4275.00,3930.00,4275.00,3915.00
3975.00,3870.00,4005.00,3750.00
3810.00,3975.00,4035.00,3780.00
4020.00,3990.00,4080.00,3900.00
4050.00,4095.00,4200.00,3840.00
4290.00,4635.00,4672.50,4260.00
4575.00,4755.00,5040.00,4515.00
4320.00,4425.00,4710.00,4245.00
4425.00,4590.00,4650.00,4425.00
4380.00,4425.00,4560.00,4350.00
4245.00,4230.00,4297.50,4125.00
4335.00,4455.00,4500.00,4305.00
4425.00,4455.00,4560.00,4335.00
4515.00,4372.50,4560.00,4290.00
4290.00,4365.00,4365.00,4155.00
4365.00,4530.00,4635.00,4334.85
4620.00,4800.00,4890.00,4515.00
4875.00,4867.50,4890.00,4680.00
4875.00,4860.00,4875.00,4695.00
4680.00,4740.00,4815.00,4545.00
4785.00,4740.00,4860.00,4650.00
4710.00,4380.00,4770.00,4350.00
4125.00,3960.00,4155.00,3870.00
4005.00,3990.00,4095.00,3960.00
4050.00,3990.00,4080.00,3780.00
4125.00,3960.00,4200.00,3915.00
3990.00,3810.00,4065.00,3795.00
3930.00,3735.00,3960.00,3645.00
3720.00,3510.00,3720.00,3510.00
3480.00,3030.00,3480.00,2985.00
2955.00,2947.50,3000.00,2625.00
3000.00,3135.00,3270.00,2955.00
3165.00,3585.00,3630.00,3090.00
3600.00,3360.00,3645.00,3315.00
3510.00,3525.00,3630.00,3450.00
3525.00,3645.00,3720.00,3480.00
3750.00,3885.00,4005.00,3720.00
3915.00,3975.00,4020.00,3645.00
4050.00,4110.00,4125.00,3930.00
4050.00,3825.00,4050.00,3810.00
3825.00,4005.00,4035.00,3720.00
4005.00,3765.00,4080.00,3675.00
3750.00,3855.00,3885.00,3705.00
3930.00,3900.00,3967.50,3855.00
3960.00,4020.00,4080.00,3930.00
4035.00,3855.00,4035.00,3795.00
3930.00,3900.00,3930.00,3780.00
4110.00,4110.00,4185.00,4005.00
4065.00,4350.00,4380.00,4018.50
4200.00,3975.00,4200.00,3960.00
3750.00,3960.00,4050.00,3690.00
4065.00,4050.00,4140.00,3960.00
4095.00,4080.00,4125.00,3832.50
3975.00,4140.00,4155.00,3975.00
4155.00,4080.00,4245.00,3990.00
4290.00,4485.00,4485.00,4245.00
4260.00,4215.00,4395.00,4200.00
4275.00,4245.00,4320.00,4125.00
4305.00,4320.00,4425.00,4290.00
4395.00,4275.00,4410.00,4215.00
4230.00,4200.00,4335.00,4200.00
4170.00,4125.00,4275.00,4095.00
4140.00,3840.00,4177.80,3802.50
3930.00,3810.00,3945.00,3780.00
3720.00,3600.00,3735.00,3495.00
3585.00,3465.00,3585.00,3390.00
3375.00,3270.00,3405.00,3210.00
3285.00,3225.00,3315.00,3225.00
3435.00,3405.00,3510.00,3330.00
3285.00,3210.00,3420.00,3150.00
3375.00,3375.00,3420.00,3330.00
3420.00,3750.00,3765.00,3390.00
3810.00,3630.00,3885.00,3540.00
3720.00,3720.00,3795.00,3690.00
3795.00,3810.00,3810.00,3675.00
3780.00,3765.00,3795.00,3675.00
3705.00,3510.00,3765.00,3495.00
3540.00,3555.00,3615.00,3540.00
3555.00,3405.00,3555.00,3360.00
3435.00,3225.00,3480.00,3195.00
3240.00,3195.00,3300.00,3120.00
3255.00,3210.00,3285.00,3135.00
3255.00,3150.00,3270.00,3150.00
3150.00,3022.50,3187.50,3015.00
3075.00,3082.50,3120.00,3060.00
3075.00,3135.00,3135.00,3000.00
3135.00,3285.00,3300.00,3090.00
3300.00,3225.00,3375.00,3180.00
3195.00,3075.00,3225.00,3075.00
3075.00,3015.00,3104.85,2970.00
3030.00,3030.00,3075.00,3015.00
3000.00,3000.00,3030.00,2970.00
3090.00,3225.00,3255.00,3075.00
3210.00,3300.00,3315.00,3120.00
3255.00,3360.00,3375.00,3210.00
3360.00,3315.00,3375.00,3270.00
3270.00,3120.00,3300.00,3075.00
3165.00,3225.00,3225.00,3148.50
3165.00,3345.00,3345.00,3165.00
3330.00,3435.00,3510.00,3285.00
3405.00,3285.00,3420.00,3270.00
3300.00,3390.00,3435.00,3300.00
3390.00,3480.00,3495.00,3390.00
3495.00,3525.00,3630.00,3480.00
3495.00,3540.00,3540.00,3465.00
3495.00,3390.00,3555.00,3375.00
3375.00,3292.50,3390.00,3240.00
3300.00,3330.00,3397.50,3240.00
3330.00,3300.00,3420.00,3285.00
3285.00,3315.00,3345.00,3270.00
3270.00,3330.00,3375.00,3255.00
3345.00,3330.00,3390.00,3240.00
3360.00,3285.00,3360.00,3270.00
3285.00,3240.00,3300.00,3225.00
3315.00,3607.50,3660.00,3270.00
3570.00,4207.50,4275.00,3555.00
4125.00,4140.00,4410.00,3960.00
4290.00,4470.00,4470.00,4125.00
4485.00,4590.00,4800.00,4245.00
4455.00,4500.00,4732.50,4425.00
4710.00,5010.00,5130.00,4605.00
5190.00,5610.00,5760.00,5160.00
5700.00,5220.00,5700.00,5175.00
5129.85,5332.50,5370.00,5025.00
5505.00,5565.00,5580.00,5430.00
5700.00,5325.00,5730.00,5250.00
5220.00,5160.00,5295.00,5160.00
5040.00,5400.00,5700.00,4635.00
5475.00,5430.00,5625.00,5385.00
5340.00,5340.00,5430.00,5175.00
5370.00,5220.00,5385.00,5175.00
5250.00,5220.00,5355.00,5160.00
5235.00,5265.00,5325.00,5160.00
5250.00,5287.50,5370.00,5205.00
5220.00,4950.00,5250.00,4935.00
4740.00,4680.00,4755.00,4575.00
4815.00,4785.00,4905.00,4725.00
4875.00,4980.00,5025.00,4800.00
4995.00,4965.00,5010.00,4890.00
4890.00,4740.00,4935.00,4695.00
4740.00,4710.00,4785.00,4680.00
4710.00,4665.00,4740.00,4575.00
4740.00,5085.00,5100.00,4635.00
5220.00,5460.00,5475.00,5220.00
5385.00,5355.00,5625.00,5340.00
5250.00,5145.00,5280.00,5040.00
5175.00,5182.50,5280.00,5100.00
5070.00,4995.00,5175.00,4890.00
4995.00,5070.00,5130.00,4965.00
5115.00,5160.00,5220.00,5100.00
5145.00,4965.00,5145.00,4935.00
4980.00,4950.00,5055.00,4875.00
4875.00,5010.00,5025.00,4800.00
5025.00,5220.00,5309.85,4950.00
5235.00,5250.00,5385.00,5145.00
5295.00,5160.00,5370.00,5115.00
5055.00,5017.50,5115.00,4965.00
5010.00,4860.00,5025.00,4800.00
4710.00,4740.00,4770.00,4650.00
4725.00,4365.00,4815.00,4350.00
4545.00,4792.50,4800.00,4515.15
4800.00,5115.00,5130.00,4770.00
5025.00,4935.00,5070.00,4890.00
4995.00,4897.50,5070.00,4845.00
4980.00,4950.00,5055.00,4905.00
4875.00,4755.00,4907.10,4695.00
4740.00,4755.00,4875.00,4665.00
4785.00,4740.00,4845.00,4710.00
4605.00,4755.00,4800.00,4440.00
4710.00,4755.00,4875.00,4631.25
4860.00,4755.00,4875.00,4680.00
4755.00,4890.00,4920.00,4725.00
4890.00,4830.00,4905.00,4770.00
4830.00,4740.00,4845.00,4680.00
4740.00,4770.00,4845.00,4680.00
4710.00,4702.50,4785.00,4620.00
4665.00,4500.00,4710.00,4470.00
4500.00,4365.00,4500.00,4320.00
4275.00,4290.00,4410.00,4200.00
4260.00,4275.00,4305.00,4200.00
4200.00,4155.00,4230.00,4125.00
4260.00,4125.00,4274.25,4095.00
4065.00,3855.00,4155.00,3795.00
3765.00,3757.50,3840.00,3735.00
3735.00,3528.00,3802.50,3480.00
3555.00,3360.00,3600.00,3345.00
3510.00,3225.00,3510.00,3225.00
3300.00,3210.00,3360.00,3210.00
3210.00,3375.00,3375.00,3210.00
3525.00,3420.00,3735.00,3345.00
3375.00,3465.00,3495.00,3255.00
3465.00,3375.00,3495.00,3345.00
3420.00,3435.00,3495.00,3375.00
3585.00,3435.00,3585.00,3390.00
3225.00,3555.00,3585.00,3225.00
3525.00,3315.00,3525.00,3225.00
3225.00,3180.00,3300.00,3165.00
3120.00,2940.00,3142.50,2895.00
2925.00,3060.00,3105.00,2865.00
3120.00,3172.50,3210.00,3120.00
3225.00,3105.00,3270.00,3075.00
3075.00,3180.00,3210.00,3015.00
3240.00,3037.50,3255.00,3030.00
3105.00,3105.00,3135.00,3045.00
3075.00,3045.00,3120.00,3030.00
3030.00,3030.00,3090.00,3000.00
3045.00,3120.00,3120.00,3028.65
3075.00,3105.00,3120.00,3045.00
3135.00,3330.00,3360.00,3120.00
3345.00,3375.00,3405.00,3292.50
3360.00,3165.00,3375.00,3135.00
3195.00,3195.00,3225.00,3150.00
3150.00,3060.00,3150.00,3030.00
3075.00,3052.50,3105.00,3000.00
3045.00,3105.00,3105.00,3045.00
3030.00,3135.00,3150.00,3015.00
3285.00,3285.00,3300.00,3180.00
3270.00,3382.50,3420.00,3240.00
3390.00,3465.00,3570.00,3390.00
3465.00,3765.00,3900.00,3465.00
3690.00,3685.50,3720.00,3570.00
3615.00,3525.00,3675.00,3525.00
3495.00,3375.00,3615.00,3345.00
3390.00,3345.00,3450.00,3330.00
3315.00,3210.00,3315.00,3180.00
3240.00,3300.00,3330.00,3210.00
3285.00,3240.00,3300.00,3225.00
3270.00,3255.00,3300.00,3210.00
3255.00,3390.00,3405.00,3255.00
3435.00,3540.00,3630.00,3322.50
3495.00,3390.00,3495.00,3390.00
3225.00,3240.00,3285.00,3180.00
3225.00,3165.00,3240.00,3150.00
3225.00,3225.00,3300.00,3180.00
3315.00,3240.00,3345.00,3225.00
3270.00,3480.00,3540.00,3239.85
3450.00,3480.00,3690.00,3405.00
3405.00,3315.00,3480.00,3300.00
3315.00,3285.00,3345.00,3225.00
3180.00,3195.00,3300.15,3165.00
3285.00,3315.00,3435.00,3270.00
3330.00,3450.00,3510.00,3330.00
3465.00,3480.00,3540.00,3435.00
3435.00,3480.00,3562.50,3390.00
3480.00,3570.00,3615.00,3465.00
3555.00,3555.00,3585.00,3495.00
3525.00,3367.50,3585.00,3300.00
3375.00,3390.00,3450.00,3330.00
3375.00,3465.00,3495.00,3345.00
3435.00,3465.00,3525.00,3405.00
3285.00,3345.00,3405.00,3255.00
3480.00,3555.00,3585.00,3300.00
3615.00,3615.00,3825.00,3570.00
3585.00,3555.00,3645.00,3510.00
3525.00,3442.50,3600.00,3435.00
3420.00,3465.00,3540.00,3409.50
3465.00,3450.00,3540.00,3450.00
3420.00,3315.00,3480.00,3315.00
3300.00,3345.00,3375.00,3300.00
3345.00,3300.00,3345.00,3300.00
3345.00,3285.00,3360.00,3270.00
3315.00,3315.00,3330.00,3225.00
3315.00,3300.00,3360.00,3285.00
3345.00,3405.00,3450.00,3345.00
3450.00,3525.00,3570.00,3435.00
3495.00,3540.00,3660.00,3421.50
3630.00,3750.00,3840.00,3555.00
3825.00,3720.00,3930.00,3690.00
3660.00,3750.00,3825.00,3540.00
3825.00,3877.50,3975.00,3810.00
3810.00,3720.00,3945.00,3675.00
3675.00,3735.00,3870.00,3615.00
3945.00,3945.00,4110.00,3900.00
3825.00,3825.00,3915.00,3795.00
3855.00,3795.00,3915.00,3780.00
3720.00,3765.00,3885.00,3675.00
3765.00,3465.00,3780.00,3463.50
3465.00,3502.50,3555.00,3390.00
3480.00,3600.00,3615.00,3435.00
3540.00,3510.00,3570.00,3495.00
3510.00,3450.00,3570.00,3450.00
3450.00,3450.00,3480.00,3420.00
3480.00,3390.00,3480.00,3375.00
3420.00,3405.00,3480.00,3390.00
3450.00,3435.00,3480.00,3420.00
