CXO,Concho Resources Inc. Common Stock,NASDAQ
85.20,84.59,85.90,84.16
87.25,85.18,87.25,83.57
84.20,84.42,85.59,83.14
85.94,85.59,86.33,84.28
85.99,85.97,86.58,85.22
86.69,84.80,87.17,84.80
84.51,83.72,84.85,83.64
84.22,83.95,84.61,83.44
84.15,84.60,85.22,83.81
85.10,85.99,86.29,84.53
86.42,87.07,87.43,85.72
87.07,86.46,87.91,85.95
86.61,88.34,88.99,86.57
88.82,88.30,89.43,87.52
89.19,88.14,89.70,87.07
87.87,87.26,88.15,86.40
87.11,87.03,87.44,85.95
87.25,86.30,87.29,85.39
86.78,86.26,86.97,85.77
86.44,87.50,87.79,86.44
87.62,89.48,89.79,86.80
89.10,90.93,91.00,88.47
91.00,90.81,92.94,90.61
90.79,88.13,91.02,87.55
88.56,88.01,89.64,87.00
87.59,87.07,88.18,86.25
86.94,88.06,88.47,86.25
88.49,88.90,89.37,87.42
89.37,89.69,91.22,88.94
92.23,95.12,96.25,91.35
94.80,94.54,96.04,94.25
94.30,94.39,95.39,94.03
94.30,95.01,95.26,93.57
94.73,94.00,95.58,93.84
95.19,97.85,98.61,93.73
97.60,98.50,98.51,96.71
97.82,95.85,98.40,95.66
96.15,94.42,96.15,94.14
94.13,93.51,94.75,93.03
93.02,93.56,94.07,92.37
93.18,94.32,94.94,93.01
94.01,92.41,94.59,92.23
91.93,92.84,94.34,91.75
92.74,91.92,93.22,91.78
92.71,95.00,95.57,92.58
95.24,96.16,96.19,94.14
96.51,96.89,97.88,96.03
96.28,95.88,97.70,95.45
96.31,98.03,99.27,96.31
97.53,96.41,98.02,96.00
96.16,96.51,97.04,95.88
97.91,96.94,97.96,96.44
96.54,97.30,97.69,96.19
97.64,99.49,100.22,97.25
99.67,99.84,101.51,99.65
100.16,100.98,101.91,100.07
100.11,100.80,100.83,98.49
100.34,103.14,103.29,99.79
102.89,103.78,105.64,102.85
103.78,103.13,104.26,102.80
104.12,103.06,104.56,102.59
103.47,104.01,104.58,103.18
103.95,105.88,106.48,103.45
106.32,105.42,107.27,105.30
105.26,103.99,105.75,103.80
103.14,105.14,105.40,102.61
105.33,106.69,107.67,104.47
106.80,107.50,108.84,106.67
107.94,109.29,110.37,107.04
108.50,107.93,108.62,107.59
108.83,108.81,108.92,106.18
109.25,113.65,114.32,108.94
112.44,114.04,114.38,111.30
114.33,113.99,115.84,113.47
114.58,115.24,117.91,113.84
111.32,111.80,114.41,111.01
112.00,109.14,112.56,109.13
109.02,107.45,109.46,105.96
108.88,109.66,110.23,108.65
108.05,110.29,112.68,108.03
109.53,110.41,110.99,108.50
110.19,111.41,113.23,109.77
112.51,117.03,117.22,112.51
116.71,119.13,119.47,116.41
121.04,120.72,122.81,119.53
120.53,117.98,121.91,117.91
118.98,113.13,119.54,113.06
111.63,109.04,111.63,107.01
108.53,112.02,112.47,107.27
112.02,112.54,113.40,111.36
112.94,110.00,112.97,109.77
110.50,112.92,112.94,110.50
114.72,112.00,116.90,109.89
111.79,110.61,112.35,108.08
110.55,107.77,111.06,106.15
108.64,112.17,113.06,108.25
111.93,111.26,113.50,109.76
112.35,106.88,114.41,106.86
107.25,105.80,109.36,99.99
107.85,110.20,111.47,107.01
110.89,112.54,113.15,109.94
112.13,107.23,112.13,106.42
107.01,110.38,110.60,106.66
111.43,111.14,111.52,107.92
112.15,110.90,112.37,109.74
111.33,107.09,111.34,106.02
107.09,105.54,108.30,104.87
107.33,104.24,107.65,103.42
108.73,106.89,108.73,104.34
106.39,106.09,107.19,104.72
105.63,104.67,105.68,101.91
105.32,107.43,108.03,103.75
106.35,104.17,107.85,103.73
104.03,103.93,104.95,101.56
104.70,102.82,104.70,101.87
102.62,103.66,104.66,101.60
103.89,105.04,105.89,102.67
103.76,103.90,105.25,103.46
104.80,99.60,105.37,99.27
99.81,98.99,100.50,97.62
99.48,100.02,102.23,98.70
99.48,98.12,100.27,97.80
98.21,99.78,100.22,98.17
98.95,100.14,100.39,97.21
100.48,100.72,101.59,99.74
100.76,101.68,102.45,99.75
101.95,103.27,104.75,101.03
102.81,104.96,105.56,102.49
105.07,106.47,107.25,104.73
106.88,106.50,107.71,106.09
106.28,106.57,107.12,105.86
106.57,106.28,107.63,105.56
106.93,108.26,108.71,105.63
108.29,106.46,108.91,106.08
106.76,108.00,108.26,105.82
106.44,103.14,108.84,101.42
103.25,102.62,104.24,101.24
102.82,100.40,102.82,100.10
101.16,101.10,103.34,100.89
101.30,100.61,102.75,99.61
100.63,98.71,101.40,97.50
99.07,98.90,100.69,98.44
99.64,95.63,99.64,95.33
96.51,99.26,99.91,96.51
99.69,99.64,100.68,99.13
99.20,100.80,101.71,99.07
101.49,99.60,101.49,98.76
98.92,99.39,100.83,98.64
100.48,101.94,102.12,99.89
101.33,99.51,102.24,99.05
99.20,96.89,99.20,96.23
96.76,96.00,97.20,94.83
96.78,97.82,98.45,95.96
96.43,95.78,97.39,94.51
96.44,96.91,97.79,96.10
95.33,97.79,98.61,94.84
97.67,96.41,98.81,95.53
97.46,99.83,100.57,97.06
101.20,100.34,101.20,98.80
100.47,104.63,104.96,100.47
105.69,108.14,110.00,105.69
107.93,108.45,108.90,106.01
107.97,108.46,109.70,106.86
109.33,110.22,110.67,107.84
109.67,110.69,111.96,108.64
110.85,111.99,112.20,110.25
112.50,115.85,116.58,112.50
114.94,114.83,115.68,113.11
113.80,116.27,119.00,113.68
116.19,114.70,117.08,114.48
118.34,118.55,120.73,116.90
118.18,119.00,119.06,115.54
119.41,117.82,120.00,117.67
117.18,119.90,119.96,117.06
120.04,121.13,122.02,119.60
120.81,122.45,123.05,119.65
122.79,122.80,123.38,121.59
122.75,120.85,123.35,120.18
121.25,121.81,122.34,119.78
121.85,121.60,123.35,120.55
120.48,120.52,121.60,119.23
120.50,117.62,121.42,117.23
115.88,116.69,117.84,114.59
117.12,116.13,118.09,115.93
116.09,118.37,118.48,115.36
118.35,118.07,119.10,117.10
118.30,119.22,119.90,117.61
119.30,117.05,119.87,116.55
116.37,116.66,117.35,115.68
117.70,120.22,120.32,117.41
120.85,119.48,121.87,118.10
120.39,119.64,120.92,119.42
120.27,118.33,120.70,118.26
118.87,122.19,124.85,118.29
122.62,124.35,125.15,122.41
124.71,122.50,124.71,121.34
123.16,124.31,124.35,121.36
123.76,125.61,125.71,123.69
125.44,125.85,128.38,124.74
127.35,124.92,127.53,124.34
124.15,121.35,124.71,120.57
121.82,124.97,125.27,121.21
125.79,126.88,126.95,123.62
126.20,123.73,127.38,123.06
123.31,125.32,126.00,122.94
126.46,127.23,128.53,124.75
127.11,129.71,131.11,126.55
131.31,131.97,132.66,130.39
131.99,133.20,134.00,131.48
133.43,133.39,133.85,131.30
133.24,131.04,133.24,129.39
131.45,132.72,133.55,131.39
133.89,133.60,135.33,132.79
132.53,128.70,133.08,128.02
128.67,127.90,130.03,125.06
129.49,130.67,133.45,129.31
129.84,130.45,130.66,128.06
129.42,130.03,130.80,128.09
130.22,131.65,132.27,129.63
130.50,131.62,132.47,129.70
131.22,131.22,132.18,129.50
133.86,134.60,135.35,131.05
134.50,133.61,135.28,133.30
133.47,134.48,134.72,132.28
133.05,129.94,134.37,129.11
131.65,131.99,132.98,130.30
132.16,132.49,134.24,131.99
132.14,130.74,132.23,128.55
130.43,130.10,131.02,128.49
130.51,130.57,132.19,130.00
130.50,131.01,131.29,129.31
131.36,132.58,133.18,130.72
132.57,132.25,134.36,131.99
131.85,130.75,132.50,130.52
131.22,131.56,132.22,129.77
131.78,129.98,131.99,129.23
130.27,133.25,133.33,130.19
132.58,131.80,132.88,130.65
131.55,131.19,132.53,130.17
130.76,132.39,132.52,130.19
132.64,133.77,134.46,131.24
133.36,133.36,134.19,132.42
134.36,134.83,135.96,133.76
135.11,133.81,135.98,133.40
133.36,133.88,134.50,133.33
133.46,137.46,137.96,133.15
138.77,138.77,142.15,137.81
139.94,141.83,142.08,136.84
141.83,140.09,142.12,139.86
139.41,137.83,140.04,137.23
137.95,139.30,139.42,137.26
139.82,140.46,140.47,138.26
141.33,143.26,143.26,140.08
143.25,143.20,145.70,142.99
142.37,136.39,142.99,136.01
136.14,140.29,140.54,136.13
139.79,139.18,139.79,137.18
139.36,142.04,142.05,138.46
141.95,144.50,144.61,141.76
145.97,142.72,145.99,141.78
142.12,140.38,143.88,139.77
141.17,142.33,142.35,139.76
141.38,142.43,142.73,140.46
142.25,144.50,144.64,141.58
143.98,147.88,148.19,143.56
145.56,147.76,148.61,144.40
147.49,146.56,147.49,145.11
147.31,148.00,148.43,146.43
147.61,141.86,147.61,141.69
143.20,145.53,145.88,142.46
145.01,142.78,147.37,142.54
142.96,144.99,145.48,142.40
144.86,145.38,145.85,144.00
146.30,146.31,147.20,145.09
147.35,147.21,147.83,145.59
147.54,147.45,148.30,145.94
146.31,146.37,146.90,144.79
145.80,145.04,146.52,143.57
144.22,145.90,146.90,144.22
147.34,144.52,147.72,144.00
144.02,140.80,144.02,140.11
139.67,136.56,140.32,135.09
137.74,141.20,142.00,136.78
140.13,135.71,140.74,135.03
136.13,136.22,139.56,134.04
135.74,130.92,135.74,130.71
130.91,133.33,133.63,130.11
135.00,133.87,135.84,133.80
133.75,130.91,134.77,130.16
131.51,131.46,133.37,131.24
131.50,127.95,131.50,127.32
128.01,129.50,130.25,128.01
129.67,129.28,130.35,128.27
129.93,128.21,131.94,128.06
127.91,130.30,130.42,126.95
129.95,133.09,133.20,129.62
133.09,132.29,133.47,131.91
132.70,138.28,138.68,132.70
138.75,137.72,140.29,137.22
137.83,137.50,138.97,135.61
137.44,139.00,139.61,137.13
140.00,142.04,143.10,139.52
141.85,139.16,142.04,138.68
141.38,140.22,142.66,139.42
139.65,135.06,140.25,133.35
134.86,135.72,136.38,133.61
134.01,130.45,134.23,128.26
130.49,129.35,132.31,128.43
128.78,131.96,132.25,126.85
129.54,132.90,133.08,128.41
131.97,130.46,132.76,130.00
130.05,131.51,133.12,129.05
131.87,133.65,134.79,130.94
134.39,134.28,136.10,133.91
134.29,132.36,134.29,130.99
133.22,131.71,134.39,131.56
130.84,126.63,130.98,123.94
126.50,125.83,128.31,124.99
125.78,127.70,129.15,124.07
127.70,126.23,127.70,124.11
125.80,127.45,128.41,125.50
125.26,130.07,130.45,125.08
129.92,125.39,130.82,124.35
125.70,121.44,128.05,120.34
120.11,120.36,121.10,115.32
120.28,116.92,121.00,116.78
117.17,116.60,118.48,115.09
115.38,115.14,117.47,114.65
114.25,114.50,114.74,109.13
112.96,109.46,114.26,109.35
109.03,105.56,109.39,104.78
105.00,97.92,107.03,97.70
99.06,97.18,102.86,96.62
94.91,101.74,102.11,93.19
98.87,104.66,107.11,97.81
107.49,104.84,110.05,102.86
104.56,105.18,107.99,102.65
106.80,110.60,110.71,106.73
111.09,106.25,111.67,106.11
108.83,110.92,112.15,107.61
109.26,108.99,109.53,106.28
106.16,105.46,106.25,102.18
106.18,107.47,108.17,104.26
109.28,108.97,110.98,107.57
107.82,106.76,109.61,105.35
107.09,109.03,109.21,103.80
109.80,106.44,112.56,106.21
103.93,102.72,104.88,102.05
104.81,106.49,107.03,103.04
104.48,112.20,112.42,103.01
112.37,117.88,118.78,112.05
118.81,115.58,121.18,114.33
115.54,116.43,117.71,113.58
114.45,115.53,116.80,114.12
114.55,114.97,116.17,113.02
116.41,117.84,118.48,115.00
116.39,114.13,117.21,113.74
114.12,114.98,116.05,112.50
115.24,115.16,117.15,112.97
115.83,117.83,119.98,115.48
121.35,121.00,122.63,119.42
120.08,118.42,121.00,117.81
119.23,115.39,120.43,115.30
114.62,112.15,115.03,112.11
101.73,95.25,101.97,93.38
94.37,92.43,94.97,91.03
92.25,93.28,94.73,91.00
94.00,96.86,98.40,93.75
93.78,96.88,97.02,93.03
96.32,95.44,98.91,94.72
94.22,86.99,94.27,86.88
88.05,90.72,91.30,87.62
87.65,86.71,88.34,85.97
88.17,85.95,88.80,85.73
82.94,85.36,87.31,77.22
86.18,83.01,86.56,82.30
81.81,83.55,85.73,81.17
84.20,91.59,92.79,83.75
95.26,93.97,95.89,91.78
94.69,98.98,99.16,94.07
96.95,97.18,97.99,94.29
98.08,99.90,100.19,97.02
98.97,99.86,100.63,97.09
100.93,100.63,102.38,99.17
101.62,100.41,102.51,99.48
99.53,99.39,102.35,98.05
98.30,99.75,100.68,97.36
99.69,101.01,102.52,97.46
99.15,96.11,99.15,94.05
94.83,94.18,97.02,93.17
95.09,91.99,96.68,91.26
92.96,96.40,97.32,92.21
97.56,99.42,100.11,95.26
97.36,95.08,97.37,94.29
95.80,96.98,97.99,94.52
95.69,100.66,100.98,95.57
103.56,100.51,105.02,100.27
101.58,105.00,106.59,101.34
104.53,105.67,105.95,99.54
107.40,108.49,110.16,106.44
109.65,106.40,109.65,104.42
105.98,106.72,110.78,105.31
107.21,110.66,110.72,105.30
110.19,112.57,113.86,109.46
112.08,106.46,112.93,106.20
107.27,106.46,108.29,103.28
105.43,110.85,112.85,104.69
111.66,116.02,116.62,111.66
118.25,115.72,119.82,111.57
113.04,109.81,113.90,108.69
111.91,113.04,113.86,110.71
114.35,114.48,115.64,112.22
115.30,112.04,116.89,111.96
112.23,110.25,112.31,107.59
107.45,110.98,111.17,104.34
113.41,115.60,117.34,113.41
117.34,117.11,118.99,114.72
116.36,118.16,118.77,114.78
116.33,118.26,119.94,115.75
112.54,118.37,120.08,112.26
118.70,117.22,119.24,115.78
114.90,117.07,118.41,114.18
118.41,113.35,118.70,112.86
112.80,116.78,117.24,111.83
122.14,112.97,122.14,110.68
109.25,108.92,111.33,107.87
109.50,113.92,114.49,106.96
114.00,114.78,116.79,113.83
115.67,114.16,116.07,110.14
114.39,113.46,114.60,112.69
111.65,111.11,113.14,110.87
111.38,110.49,112.66,109.75
108.00,106.59,110.61,106.52
106.92,107.82,108.85,106.29
108.92,106.76,109.00,106.35
105.59,105.49,106.42,103.19
104.59,108.28,108.33,103.78
107.57,105.84,108.75,105.78
104.45,107.40,108.84,103.95
105.13,106.20,106.49,104.25
107.22,108.18,109.54,105.92
108.93,105.73,109.61,105.65
105.65,106.24,106.99,105.06
107.30,108.45,109.14,105.75
110.32,111.77,113.70,110.32
110.56,112.84,112.90,109.47
113.97,114.99,115.99,113.26
113.59,115.92,116.94,113.53
116.75,118.13,120.28,116.02
118.62,119.35,121.05,117.91
120.54,121.16,122.69,119.03
121.12,121.00,122.89,120.26
124.35,119.75,124.35,119.00
120.50,122.20,122.65,119.86
122.80,120.91,122.80,120.11
121.57,119.44,122.25,118.68
120.63,122.26,122.46,119.84
121.47,125.04,125.89,121.47
124.21,125.57,128.36,122.99
124.19,124.75,125.50,122.98
124.17,125.48,127.27,123.78
125.67,123.27,126.76,123.13
124.12,123.60,124.65,122.32
124.40,126.48,127.76,123.94
126.18,125.84,126.65,124.48
126.95,125.04,127.03,124.02
125.45,126.01,126.24,123.50
125.86,128.31,128.55,124.30
128.40,126.66,128.82,124.60
125.83,124.60,127.35,124.14
125.27,126.74,127.00,122.61
134.07,121.04,134.13,119.71
123.00,120.10,123.60,119.11
120.27,117.12,120.31,115.41
117.93,118.30,118.95,115.34
119.53,115.35,119.64,114.30
115.71,119.59,119.68,115.48
120.36,118.07,120.61,116.99
118.53,114.15,118.53,113.64
113.00,115.84,117.03,111.78
116.33,118.66,119.06,115.02
117.21,116.61,117.85,115.20
117.34,118.90,119.25,114.91
119.73,122.03,122.09,119.27
120.52,121.49,122.79,120.01
119.28,119.45,120.71,118.00
119.47,118.52,120.33,117.66
117.58,117.31,118.54,114.88
118.11,120.30,121.28,117.37
120.86,120.26,120.99,119.62
121.18,122.25,124.32,121.18
121.95,119.59,123.82,119.58
118.25,118.04,119.29,117.80
117.07,118.16,120.85,117.07
117.66,120.23,120.56,116.72
121.77,122.55,124.31,121.52
124.69,125.67,126.11,123.65
126.08,124.40,126.30,123.55
123.71,123.95,124.31,122.75
122.75,124.09,124.72,122.36
123.60,125.00,125.60,123.60
127.39,124.17,127.48,123.08
124.50,123.92,125.55,123.35
123.58,123.70,124.44,122.70
124.20,125.48,126.26,122.91
125.39,124.74,125.86,123.47
124.01,120.90,125.48,119.77
120.85,117.07,121.62,116.76
116.43,112.59,116.52,112.13
111.29,111.97,113.95,110.44
113.29,113.86,114.43,112.20
113.90,111.61,115.13,111.55
112.03,112.37,113.23,111.72
110.09,107.39,111.36,107.26
107.50,109.49,109.58,103.97
108.72,106.85,109.57,106.77
107.94,109.73,111.21,107.94
110.99,108.44,111.70,108.00
108.50,110.17,110.36,107.50
109.52,111.25,112.20,109.10
110.28,108.10,111.46,107.00
109.08,107.51,109.42,106.83
107.27,105.04,107.56,104.82
104.83,102.65,105.56,101.84
103.52,104.18,106.52,103.52
104.44,105.41,105.70,102.94
105.71,105.62,106.92,104.20
105.43,103.01,106.02,102.57
101.15,99.19,101.77,98.03
99.97,102.19,102.45,98.91
101.99,106.78,107.43,101.33
107.46,108.45,112.59,107.16
107.55,106.56,108.40,106.37
105.37,104.50,108.19,103.89
105.63,105.15,107.29,104.45
106.59,105.95,108.30,105.42
105.03,108.96,109.54,104.03
108.50,107.32,111.59,106.66
107.89,111.76,111.87,106.93
109.86,111.93,112.20,107.95
111.43,114.09,114.15,110.03
112.78,109.97,113.44,109.67
109.82,110.13,111.65,109.28
109.49,109.78,110.32,108.60
109.18,110.57,110.70,108.47
109.76,105.59,110.97,105.07
105.75,104.15,106.26,103.65
103.74,100.77,104.62,100.23
94.96,95.38,99.16,93.31
98.69,92.53,99.34,92.41
94.93,95.09,95.38,93.27
97.99,102.99,103.54,97.84
102.41,105.83,108.44,102.41
104.50,108.16,109.23,102.13
104.89,103.16,107.95,102.38
104.88,105.57,105.61,100.85
106.65,106.42,109.36,104.85
104.64,104.47,105.57,103.10
105.06,106.92,107.26,103.14
108.01,101.58,108.69,101.42
102.14,102.01,103.22,100.11
99.97,98.62,100.23,96.96
98.27,96.27,98.36,95.06
96.86,98.10,98.11,96.24
99.72,104.93,105.14,99.62
105.04,105.27,107.84,104.05
102.36,102.67,104.23,101.89
104.13,104.38,105.28,102.68
102.16,103.00,105.43,101.26
103.28,100.98,104.06,100.61
100.10,101.73,102.57,99.07
102.82,100.96,103.66,100.44
99.88,95.14,100.54,94.78
96.02,96.60,98.08,95.06
97.57,98.30,100.17,95.78
95.48,98.21,98.85,94.83
97.22,102.62,103.50,96.03
104.00,107.55,108.28,103.00
107.29,107.56,109.32,104.96
110.18,111.04,116.40,105.69
111.13,116.43,116.46,110.43
116.50,115.90,117.19,112.37
116.00,115.08,116.00,112.67
115.03,115.60,117.90,113.40
115.55,115.61,117.09,113.56
114.74,116.20,117.11,113.77
116.70,116.63,117.60,115.04
114.84,111.73,114.85,110.43
111.81,113.78,114.46,111.22
112.69,111.76,113.90,111.20
112.60,112.83,114.46,110.95
111.83,112.60,113.77,109.71
112.02,111.45,113.21,110.92
109.34,110.78,111.06,106.66
110.86,114.78,115.89,109.31
114.50,116.00,117.75,113.79
116.23,115.91,117.52,113.03
115.17,115.14,116.57,114.39
115.95,117.83,120.41,115.95
117.77,116.75,119.24,113.82
114.34,113.20,116.81,109.29
112.65,111.43,115.17,110.59
111.79,111.53,113.28,109.93
111.04,111.34,111.66,108.39
111.07,107.18,112.58,106.00
105.99,104.81,106.99,103.61
103.98,104.92,105.41,101.51
105.07,107.76,107.91,103.75
107.26,109.08,109.94,104.70
110.19,112.06,112.21,108.19
110.61,109.12,111.19,107.14
109.27,108.71,110.81,107.60
108.72,109.50,110.25,107.05
110.31,112.53,113.82,110.31
110.98,111.00,111.74,109.90
109.21,108.30,109.94,107.15
108.76,109.44,110.16,108.04
110.52,111.91,112.50,110.00
111.35,106.00,111.42,105.67
107.52,106.20,108.39,105.48
105.00,105.84,107.56,103.27
102.50,99.59,102.76,98.88
99.45,100.19,102.12,97.05
100.84,99.36,102.72,98.46
98.70,103.70,105.22,98.49
102.33,98.99,102.80,98.78
98.27,102.43,102.90,98.27
103.93,108.57,108.87,102.63
108.48,102.15,108.84,101.88
102.31,95.47,102.70,95.06
95.80,91.97,97.14,91.92
92.27,86.67,92.99,85.87
86.91,88.41,90.06,86.10
90.01,96.54,96.67,89.93
96.02,95.77,97.00,94.16
93.70,90.50,93.75,89.89
92.48,92.72,94.92,90.79
90.81,91.58,92.78,90.03
91.28,92.86,94.29,91.28
92.68,90.29,93.79,88.87
90.60,91.05,92.00,88.88
86.84,84.29,87.01,82.76
81.87,82.42,85.89,80.59
83.33,84.42,85.56,81.76
85.50,82.17,86.28,80.54
83.59,80.52,84.89,77.41
82.11,78.40,83.85,76.89
79.17,80.95,81.96,75.58
76.64,77.07,79.09,74.02
78.66,75.98,79.29,74.77
73.62,72.52,74.58,69.94
72.69,81.39,82.16,72.24
86.04,85.87,88.90,83.25
83.69,80.68,86.95,80.46
83.29,88.15,88.63,81.62
86.61,87.94,92.54,86.09
93.49,91.08,93.54,88.58
91.49,95.13,95.21,91.05
93.82,92.01,94.41,89.42
88.42,88.92,91.51,87.50
90.84,91.30,92.46,87.66
92.71,90.00,93.20,88.72
88.91,87.27,90.23,85.85
85.00,87.15,88.06,82.81
85.94,85.58,87.65,83.10
85.49,85.97,88.91,83.55
84.23,84.90,85.16,80.70
87.40,87.15,87.77,84.45
89.20,88.14,89.50,86.63
94.11,95.51,97.00,93.11
95.57,93.96,96.24,92.70
92.83,92.29,94.42,91.66
93.53,94.97,95.19,92.75
93.93,90.87,94.35,90.16
90.25,91.54,92.00,88.05
88.50,88.78,91.00,87.55
93.00,91.93,94.26,90.60
92.21,90.24,92.89,89.52
90.58,91.24,92.06,89.06
90.92,96.74,96.94,90.89
95.78,97.23,100.16,95.24
98.06,98.16,102.30,95.17
98.10,101.15,101.21,95.90
99.57,95.45,100.20,94.61
97.63,96.68,98.69,94.85
96.16,96.84,97.61,94.26
98.61,102.06,102.43,98.12
99.69,102.19,103.30,99.50
99.99,102.50,102.55,99.41
103.52,105.37,105.93,102.58
106.32,104.96,107.00,104.46
106.20,104.90,106.78,102.74
104.51,104.33,106.15,102.76
103.44,103.36,104.43,102.73
101.85,101.54,103.62,100.70
99.11,103.61,104.08,97.75
103.80,101.85,104.02,100.50
100.08,103.49,104.00,99.70
104.94,101.95,105.61,100.98
101.72,101.04,102.55,99.18
98.65,101.13,101.71,98.26
101.73,97.90,102.26,97.76
96.48,97.48,98.74,95.87
98.48,101.90,102.83,97.72
101.25,103.13,103.18,100.44
106.15,105.20,106.70,104.01
105.87,104.71,106.69,104.62
105.55,107.09,108.89,104.55
107.43,107.28,107.81,105.30
107.42,107.80,108.19,106.32
107.00,104.65,107.00,104.29
100.74,107.34,107.70,99.24
108.83,110.03,111.54,108.00
108.96,111.99,112.98,108.10
112.38,112.01,113.74,110.26
112.30,114.26,114.75,112.30
113.91,113.20,114.70,112.08
113.77,118.96,119.13,113.40
120.13,121.51,122.50,119.55
120.69,119.03,122.53,118.66
119.22,116.17,121.11,114.70
116.22,117.06,117.79,114.84
115.37,112.83,116.26,111.76
113.35,111.55,115.26,110.50
115.02,116.91,118.39,114.42
115.40,114.66,117.82,114.02
113.98,113.53,114.69,112.14
114.01,117.09,117.19,113.58
116.51,116.53,117.98,114.64
118.64,117.53,120.28,116.60
116.89,115.83,118.07,115.59
118.00,118.16,119.79,117.72
118.72,118.83,118.92,117.17
118.57,116.84,119.48,115.88
114.73,116.89,116.95,111.93
117.45,117.77,118.01,114.84
116.77,117.64,118.56,116.61
118.69,117.68,119.41,116.77
118.59,120.25,121.24,118.00
121.34,122.40,123.01,120.13
121.43,122.19,122.39,120.24
122.78,121.34,123.88,120.56
120.13,121.30,121.77,119.84
120.00,120.98,121.28,118.77
121.31,119.35,121.57,118.81
121.10,120.51,121.11,119.15
121.72,126.26,126.47,121.08
127.75,126.29,129.07,125.82
124.35,124.47,125.77,124.15
122.88,119.78,123.72,119.13
119.49,119.67,121.39,118.86
119.33,122.46,122.62,119.09
121.53,122.16,123.83,120.26
120.24,117.84,120.24,116.82
119.13,120.81,121.00,119.05
122.75,122.45,123.56,121.91
122.07,125.55,125.85,121.21
126.40,125.74,126.78,123.89
126.93,129.95,130.03,126.44
124.22,121.06,126.01,120.57
119.53,115.48,120.65,114.94
118.56,118.81,120.22,117.39
120.26,120.50,121.13,119.83
120.43,119.27,120.43,118.00
119.44,119.03,120.68,118.19
116.70,116.56,117.10,114.33
116.45,118.33,118.63,115.40
120.01,115.83,120.33,115.12
117.47,118.39,119.12,115.58
119.30,118.28,119.63,117.29
120.56,122.35,123.76,120.07
123.00,121.04,123.49,119.86
122.63,123.30,123.31,121.20
123.91,122.98,124.61,122.20
122.44,122.15,123.34,120.31
122.22,121.48,122.22,120.46
120.53,121.56,122.26,118.51
121.56,121.16,123.31,120.81
121.65,122.84,123.10,121.46
121.40,118.47,121.93,116.76
117.68,120.74,120.80,117.06
121.00,119.61,122.84,118.40
119.40,119.66,121.72,118.38
117.87,124.20,124.35,117.87
123.31,118.09,123.44,117.88
119.72,121.29,121.33,117.80
121.78,126.01,126.43,118.40
125.75,125.90,128.19,124.72
126.52,128.92,129.21,125.54
130.22,129.88,132.33,129.50
130.78,129.46,131.59,128.30
129.89,128.50,130.91,128.02
129.71,132.13,133.05,128.81
132.71,133.73,134.03,131.26
134.65,136.44,137.40,134.16
130.87,131.78,133.01,130.20
132.70,132.79,133.16,130.84
133.66,135.44,135.48,133.13
134.90,134.00,135.37,132.66
132.88,133.24,133.61,131.23
133.41,134.02,135.12,132.56
133.15,132.38,134.40,131.83
132.50,132.03,132.70,130.73
132.90,132.84,134.71,131.36
132.31,132.97,133.55,132.05
133.80,132.27,134.19,131.05
131.59,129.20,132.07,128.26
128.57,130.50,130.54,128.04
132.22,131.49,132.61,130.39
131.99,132.53,132.55,128.72
133.03,133.61,134.53,132.70
134.91,134.17,136.12,133.43
132.21,130.47,133.47,130.40
130.03,130.78,132.23,128.76
128.11,124.52,128.30,123.67
124.37,123.45,125.79,122.15
124.15,125.35,126.46,123.43
123.04,125.39,125.66,122.51
126.58,124.02,127.52,123.96
123.60,122.77,125.14,122.50
124.60,128.31,128.43,124.46
130.22,127.67,131.01,127.44
126.51,125.03,128.68,124.26
125.67,126.51,129.25,125.56
124.23,122.89,124.80,121.56
124.09,130.04,130.14,122.06
129.72,133.66,134.73,129.55
134.40,137.35,137.83,133.57
137.64,137.66,138.42,134.77
138.35,137.20,138.55,136.22
139.41,140.80,142.10,137.92
141.00,140.86,141.61,139.58
141.18,139.57,141.36,139.20
141.64,141.86,143.60,141.50
141.45,140.08,141.56,138.75
138.76,138.69,139.76,137.49
137.61,138.29,139.26,135.74
139.66,136.70,140.29,136.40
136.02,136.93,137.89,135.53
138.89,136.55,140.45,135.41
138.19,139.47,141.41,137.90
137.85,139.49,140.39,137.09
137.94,138.00,138.90,137.14
137.93,135.75,138.52,133.64
135.51,133.07,137.97,132.98
131.69,134.04,134.14,130.19
134.94,133.65,135.35,133.24
133.50,129.13,135.32,128.95
128.70,126.94,129.65,126.10
128.07,128.60,129.44,126.25
126.25,128.39,128.92,123.88
129.07,129.04,129.95,125.10
128.75,126.68,129.96,124.34
129.33,131.10,131.18,127.76
129.94,134.06,135.46,129.14
133.34,132.68,137.99,130.03
131.37,131.25,133.26,129.41
130.23,126.89,131.38,125.22
126.49,128.41,128.62,125.16
130.48,133.59,134.12,130.19
133.11,131.50,135.08,130.77
133.45,130.44,135.99,129.88
131.12,130.05,131.97,129.33
133.46,136.96,137.93,132.76
137.66,138.54,138.87,136.05
137.39,138.39,139.27,135.74
137.19,134.26,138.20,133.71
135.83,129.50,135.91,129.20
127.03,127.33,128.90,124.90
135.92,143.02,143.66,135.88
146.47,141.79,146.87,140.98
141.75,142.60,143.62,140.21
144.15,142.72,146.38,142.54
