LNN,Lindsay Corporation Common Stock,NASDAQ
78.14,77.00,78.14,76.29
77.24,76.63,77.28,74.73
75.65,73.92,75.65,73.79
74.50,74.91,75.11,73.48
78.35,76.12,79.93,76.00
76.54,76.51,76.91,74.38
76.33,74.98,76.80,74.94
75.89,76.19,76.88,75.00
76.00,74.94,77.00,74.67
74.88,74.89,75.83,74.70
75.89,75.24,75.94,74.77
75.67,76.58,76.87,75.20
77.00,77.95,79.05,76.83
77.99,77.89,78.62,77.54
78.69,78.98,79.45,78.03
79.00,79.28,79.87,78.57
79.56,79.30,79.98,79.06
78.94,79.13,80.15,78.89
79.67,79.02,80.23,78.80
78.94,78.52,79.42,77.95
78.49,78.51,78.98,77.96
78.78,78.52,78.97,78.05
78.90,77.52,78.97,77.02
77.81,76.49,77.82,76.27
76.50,76.51,76.76,75.04
76.16,75.29,76.45,74.92
75.39,74.44,75.54,74.32
74.24,74.78,75.08,72.54
75.19,75.10,77.31,75.00
75.85,75.59,76.19,74.86
76.88,77.42,78.41,76.51
77.53,76.48,78.10,76.25
76.62,75.47,77.09,75.27
75.48,73.71,75.48,73.09
74.43,75.25,75.86,74.29
75.25,73.74,76.08,73.12
73.63,74.00,74.27,73.63
74.00,75.16,75.47,73.76
75.15,75.17,75.73,74.82
74.33,74.14,75.46,73.85
74.00,75.18,75.92,73.71
75.36,75.25,76.18,75.08
75.58,76.41,76.67,75.26
76.48,76.67,77.10,75.94
77.10,78.67,79.10,76.71
78.94,79.22,79.42,78.51
79.22,80.19,81.65,79.02
79.07,77.29,79.43,77.27
77.37,77.17,78.00,77.01
77.25,77.14,77.75,76.90
77.08,76.02,77.08,75.73
76.96,77.15,77.50,76.04
77.28,78.94,79.44,77.00
79.00,79.15,79.80,78.90
79.35,79.15,79.98,78.14
79.25,80.90,81.10,79.25
81.27,81.05,81.69,80.61
81.13,81.77,82.09,80.88
81.50,80.06,81.75,80.01
80.41,80.05,80.51,79.68
81.36,80.21,81.92,80.13
80.07,81.47,81.61,80.00
81.34,82.49,82.89,80.49
82.58,83.24,83.44,82.36
83.72,83.98,84.15,83.01
84.20,83.51,84.20,82.99
83.75,87.55,88.05,83.50
87.45,88.25,90.00,87.33
86.42,84.50,86.93,83.80
83.65,82.42,84.15,82.20
81.39,81.62,82.86,81.20
81.25,81.63,81.80,81.00
80.93,81.13,81.60,80.51
81.25,80.10,81.37,80.02
80.00,80.41,81.08,80.00
79.75,80.01,80.17,78.75
80.42,79.62,80.75,78.98
79.77,80.07,80.35,78.96
77.75,75.35,77.75,74.23
74.83,72.88,75.63,72.25
72.17,73.04,73.71,72.10
72.71,72.04,73.70,71.61
72.33,72.14,72.50,71.74
71.95,72.00,72.03,71.13
72.60,73.30,73.43,72.24
73.64,73.49,73.90,73.36
73.62,73.83,74.19,73.25
73.76,74.30,75.20,73.32
74.68,73.66,75.00,73.44
73.65,76.37,76.97,73.65
76.89,76.97,79.15,76.89
76.98,76.03,77.05,75.95
75.93,75.00,75.93,74.78
75.00,76.01,76.74,74.50
75.92,76.00,76.31,75.17
76.04,76.73,77.09,75.91
76.47,77.48,78.14,76.09
77.65,77.85,78.14,77.02
78.01,77.23,78.81,77.16
77.15,77.30,77.67,77.02
77.31,78.73,79.15,77.00
78.64,77.93,78.64,77.14
77.34,79.14,79.29,77.34
79.51,79.19,79.86,78.79
79.07,79.91,80.08,78.50
80.00,80.09,81.37,79.35
80.13,78.86,80.69,78.63
78.75,76.54,79.56,76.46
76.60,77.09,78.01,76.26
77.34,76.95,77.34,76.27
77.13,76.40,77.29,76.19
76.57,76.46,76.62,75.09
76.64,76.00,76.93,75.78
76.37,76.39,77.12,75.62
76.65,77.86,78.87,75.76
77.84,78.04,78.11,77.60
77.58,77.94,78.34,76.25
78.04,77.41,78.10,77.07
77.50,77.31,77.70,77.11
77.02,78.21,78.22,76.81
77.95,78.52,79.03,77.95
78.18,77.10,78.18,76.10
77.10,77.50,77.89,77.05
77.43,77.08,77.52,76.31
78.17,80.65,81.30,78.04
80.84,80.69,80.92,79.68
80.56,82.50,82.85,80.05
83.64,82.36,83.82,82.02
82.78,81.71,82.84,81.63
81.78,82.80,83.12,80.78
82.88,83.60,84.17,82.34
83.63,82.99,83.63,82.52
83.10,83.17,84.22,82.98
83.86,82.87,85.00,82.71
82.87,82.75,83.24,81.81
83.05,82.52,83.99,81.17
80.20,83.10,84.91,80.05
83.60,81.80,83.79,80.79
81.78,82.52,83.34,81.23
82.64,82.44,83.33,81.77
83.03,83.13,84.27,82.62
82.99,82.81,84.08,82.28
82.98,82.95,83.14,82.00
82.95,83.61,84.21,82.77
83.81,84.87,85.26,83.60
85.13,84.75,85.80,84.25
84.75,84.49,85.42,83.94
84.76,83.65,85.30,83.15
83.92,84.32,84.41,83.22
83.80,84.78,84.80,83.19
84.22,83.45,84.22,82.57
83.45,83.95,84.56,83.23
83.75,84.02,84.70,83.56
88.92,83.43,88.92,82.87
83.84,84.72,85.00,83.01
84.27,85.00,85.19,84.20
85.00,84.62,85.00,83.71
84.70,85.32,85.80,84.40
84.88,84.91,85.49,83.28
84.93,87.07,87.08,84.20
87.40,92.93,92.93,86.53
90.99,88.86,91.00,87.34
88.98,88.26,89.61,87.75
87.63,91.80,92.44,87.32
91.64,90.02,91.64,89.47
90.82,91.97,92.01,90.06
92.08,91.35,92.11,90.26
91.14,89.28,92.24,89.17
89.27,88.84,89.86,86.28
88.00,84.94,88.84,84.85
85.04,84.97,85.64,83.85
85.15,84.68,85.15,83.85
85.06,85.78,87.01,85.06
85.86,85.04,86.26,84.60
85.30,84.86,85.73,84.33
86.41,83.96,86.41,83.91
85.24,84.54,85.30,84.13
84.65,85.50,86.26,84.28
85.75,85.21,86.00,84.97
86.01,84.46,86.30,84.27
84.35,84.35,85.27,84.10
84.27,83.89,85.18,83.10
83.70,83.74,84.22,82.48
84.02,82.41,84.09,82.00
84.00,82.20,84.00,82.01
82.27,80.19,83.29,80.01
80.56,81.50,81.76,80.10
81.10,80.08,81.53,79.81
79.75,80.82,81.11,79.74
81.01,80.65,82.16,80.50
80.43,80.05,81.00,79.65
80.23,80.37,80.97,79.77
77.51,81.24,86.35,77.50
82.32,84.79,84.97,81.09
84.61,84.41,85.10,83.46
84.59,88.18,88.42,84.00
88.00,86.46,89.38,85.74
86.19,86.40,86.67,85.53
86.45,86.18,87.44,85.56
86.73,84.89,87.01,84.24
84.87,85.20,85.52,83.76
85.17,86.48,86.56,84.40
86.75,87.81,88.50,86.16
87.79,88.60,88.91,86.86
87.74,88.24,88.60,87.30
88.94,88.52,89.44,87.42
88.83,88.42,88.83,87.06
88.74,88.49,88.88,87.88
88.48,88.48,88.95,88.14
88.23,88.33,88.82,87.48
88.43,88.97,89.25,88.08
88.65,88.23,89.64,88.01
89.00,90.95,91.60,88.10
90.47,89.41,91.60,89.18
89.74,88.28,90.41,87.10
88.97,88.67,89.70,87.92
88.12,88.13,88.89,87.70
87.98,88.12,88.45,87.25
88.02,89.33,90.00,88.02
88.55,87.61,89.03,86.60
87.16,85.44,87.16,85.00
85.39,85.31,85.88,82.92
85.20,85.77,86.81,84.51
85.36,85.80,86.74,84.72
86.29,87.54,88.38,85.91
87.78,85.54,87.78,85.00
85.34,84.54,85.53,84.19
84.12,85.05,85.42,83.68
84.88,84.29,86.00,83.64
83.72,83.96,84.77,83.45
83.74,82.93,83.96,82.35
82.95,84.28,84.98,82.65
84.64,84.87,86.14,84.64
85.00,84.76,86.36,84.00
85.49,86.01,87.45,85.27
85.73,85.33,86.58,85.10
85.02,84.90,85.40,84.11
84.90,84.29,85.30,84.11
84.79,83.67,84.95,83.48
83.03,82.72,84.07,82.51
82.74,83.01,83.89,82.50
83.33,84.75,85.80,83.14
85.00,86.02,86.41,84.60
85.72,87.77,87.83,85.51
87.24,87.82,88.26,87.09
87.42,89.02,89.30,86.60
89.02,88.08,89.82,87.60
88.48,88.00,88.48,87.36
87.96,86.96,88.42,86.27
86.57,87.00,87.44,86.09
87.19,87.14,87.69,86.87
87.50,87.52,88.42,87.29
88.00,87.66,88.24,87.20
88.00,88.12,88.64,87.72
87.86,88.05,88.85,87.53
83.99,83.81,87.39,83.57
83.03,83.20,83.89,82.85
83.20,84.44,84.59,82.94
83.97,84.47,84.59,83.76
84.71,84.81,85.62,84.51
84.81,85.04,85.62,84.57
84.93,86.13,86.34,84.93
86.24,85.46,86.24,85.18
85.10,85.20,85.74,84.55
85.43,84.73,85.43,84.00
83.85,83.62,84.47,83.15
83.76,83.82,84.18,83.25
83.15,82.43,83.73,82.18
82.09,82.20,82.50,81.65
82.26,82.17,82.68,80.26
82.05,82.00,82.30,81.81
82.00,82.28,82.50,82.00
82.10,82.60,82.79,81.81
82.80,84.02,84.30,82.39
84.00,84.05,84.33,83.61
83.82,83.19,84.31,82.93
82.96,83.41,84.04,82.96
83.24,82.70,83.24,82.15
82.85,82.31,83.11,81.93
82.48,82.06,82.77,82.00
82.00,80.95,82.10,80.67
80.92,80.09,81.28,79.48
80.28,79.28,80.30,78.88
79.11,78.61,79.11,77.48
78.42,77.00,78.42,76.87
77.15,77.15,78.41,76.90
77.12,76.84,77.75,76.14
77.03,77.74,79.17,77.03
77.54,77.79,78.40,77.46
77.57,77.07,78.08,76.87
76.96,77.24,77.54,76.02
77.78,76.79,78.02,76.67
77.10,77.74,77.79,76.68
77.78,77.61,78.43,77.50
77.39,77.58,78.60,77.10
77.60,77.72,78.30,77.05
77.82,78.38,79.42,77.73
78.53,78.06,79.12,77.96
78.04,79.45,79.58,77.86
79.33,78.32,79.58,78.25
77.95,77.78,78.14,77.52
77.92,77.78,78.07,77.30
77.69,76.61,78.21,76.50
76.67,75.53,77.27,75.46
75.50,75.25,76.83,75.09
75.01,75.07,75.44,74.51
74.81,76.52,76.75,74.62
76.13,75.19,76.79,75.00
75.06,75.42,75.87,74.96
74.92,76.15,76.75,74.77
75.90,75.64,75.94,75.31
75.30,75.00,75.39,74.80
74.81,75.14,75.62,74.45
74.97,75.24,75.93,74.79
75.18,75.73,75.91,74.99
75.68,74.95,75.68,74.88
74.34,73.76,74.67,73.01
73.45,74.39,74.80,73.22
74.62,75.01,75.10,74.18
75.00,75.25,75.46,74.69
75.27,76.05,76.26,74.97
75.51,75.65,76.03,75.33
75.54,74.75,75.98,74.74
74.57,74.35,75.20,73.40
73.95,75.20,75.76,73.95
76.10,75.63,76.10,75.01
76.13,76.23,77.99,75.99
75.85,73.48,75.85,73.41
73.62,74.85,75.24,73.53
82.50,79.86,85.73,78.49
76.81,76.64,78.80,76.52
77.19,80.06,80.16,76.47
80.30,81.95,82.95,80.06
81.00,84.47,84.88,80.01
84.29,85.26,85.94,83.46
86.27,86.43,86.83,85.05
85.16,85.63,86.91,84.63
85.60,86.39,86.57,84.81
86.46,85.12,86.98,84.91
86.06,85.85,87.50,85.38
86.11,83.53,86.30,83.48
83.09,83.72,84.00,82.72
83.75,85.50,86.00,83.32
85.69,86.02,86.25,85.17
85.37,87.17,87.33,85.19
88.43,87.70,88.43,86.46
87.29,86.45,87.99,85.66
85.89,86.30,86.76,85.64
86.12,86.00,86.99,85.45
85.50,86.21,86.58,85.50
86.43,86.00,86.43,85.75
85.82,86.00,86.99,85.54
85.72,85.95,86.31,84.85
85.45,85.50,86.93,84.14
84.95,85.07,86.90,84.95
85.06,84.56,86.16,84.02
84.28,84.07,85.27,82.85
84.00,85.80,86.35,83.47
85.27,86.75,87.03,84.32
86.06,86.95,87.10,86.06
87.00,86.96,87.47,86.41
86.92,88.58,88.88,86.52
88.60,88.70,89.50,88.43
89.24,88.51,89.24,87.41
88.09,87.93,88.85,86.96
87.56,87.54,89.02,87.35
87.54,87.68,88.50,87.02
87.61,89.68,89.95,87.61
89.26,89.33,90.30,88.02
88.87,89.12,90.27,88.42
87.49,87.76,89.17,86.90
86.69,88.48,89.27,86.49
88.06,87.70,89.10,87.06
88.16,88.00,89.27,87.12
87.19,88.63,89.37,87.19
89.04,89.25,89.58,87.10
89.15,84.82,89.25,84.72
84.97,84.52,85.53,83.01
85.00,84.27,85.00,83.88
84.00,84.17,85.18,83.60
84.37,84.50,85.03,83.50
84.64,85.92,86.69,84.64
85.33,85.70,86.52,85.21
86.10,87.06,87.58,86.10
86.82,86.96,87.68,86.78
86.69,86.39,87.83,86.25
86.42,85.74,86.89,85.12
85.53,85.14,86.72,84.53
85.14,83.08,85.14,83.01
80.09,80.83,82.32,80.02
81.26,82.00,82.96,80.34
82.35,84.97,85.18,82.15
84.96,85.09,85.49,83.97
85.09,84.71,85.64,84.03
85.46,83.60,87.03,82.80
83.24,83.15,84.06,82.41
83.21,82.41,83.86,81.67
81.92,82.92,83.25,81.69
83.02,83.55,83.77,82.53
83.15,83.08,84.24,82.75
83.62,85.51,85.69,83.12
85.22,86.31,87.07,84.26
85.99,85.80,86.80,85.37
85.00,86.16,86.41,84.39
85.68,84.94,86.07,84.48
84.91,87.94,87.94,84.32
87.21,86.42,87.74,86.04
86.34,85.72,86.74,84.79
85.80,85.30,87.35,84.99
85.29,85.52,86.14,84.82
85.23,87.61,87.80,85.06
87.31,87.97,88.69,87.31
87.58,87.20,88.86,86.96
87.44,87.62,87.85,86.33
87.00,87.73,88.07,86.08
88.02,88.96,89.39,87.22
89.12,88.94,89.93,88.35
89.00,87.92,89.80,87.55
87.33,88.09,88.43,86.71
88.12,88.09,88.79,87.42
88.16,88.57,88.84,86.77
88.53,87.94,88.76,87.40
87.60,88.14,89.23,87.60
88.19,88.17,88.66,88.03
87.92,88.88,89.24,87.80
88.92,87.58,89.00,87.48
87.64,87.61,89.33,87.05
87.18,87.14,87.60,86.75
85.70,84.17,85.87,83.89
83.98,82.25,83.98,82.06
81.73,81.06,82.15,80.89
80.96,81.61,82.53,80.32
80.75,79.36,81.37,79.34
79.27,77.84,79.35,77.80
79.01,79.70,81.83,79.01
79.79,81.22,81.35,78.78
81.63,81.13,82.69,81.03
80.92,81.35,81.97,80.49
80.85,82.52,82.93,79.78
81.92,82.63,82.68,80.32
83.03,82.19,83.03,81.63
81.98,81.37,83.33,81.32
81.36,79.97,82.08,79.65
75.75,75.60,77.94,74.49
74.76,74.70,75.52,74.20
74.70,76.55,76.75,74.32
76.48,75.06,76.81,74.90
75.03,76.25,76.46,75.00
76.18,75.49,76.18,74.90
75.42,77.58,77.86,75.14
77.30,75.21,77.30,75.00
75.01,75.14,76.61,74.92
75.01,75.05,75.60,74.97
75.29,75.00,75.73,74.71
75.00,75.19,76.00,75.00
75.29,75.00,75.89,74.98
75.00,76.03,76.99,74.91
76.36,76.40,76.88,75.86
76.15,75.51,76.45,75.35
75.20,75.22,75.58,74.91
75.50,76.97,78.18,75.25
77.13,75.10,77.57,75.09
75.34,75.75,76.35,75.07
75.23,76.65,77.25,75.19
76.99,76.95,77.65,76.43
76.98,77.65,78.32,76.93
77.31,77.62,78.49,77.20
77.19,82.09,82.42,77.18
81.72,79.19,81.84,78.76
79.15,78.48,79.99,77.86
78.43,78.28,79.40,78.13
78.24,77.45,79.27,77.08
77.56,77.89,78.33,76.76
77.77,77.45,79.23,76.93
78.12,76.72,78.53,76.33
76.57,77.89,78.58,76.52
77.64,77.08,78.31,76.65
76.82,77.51,78.22,76.60
77.91,80.00,80.22,77.55
79.62,79.55,79.96,78.69
79.26,79.83,80.41,78.70
80.15,79.95,80.16,79.08
79.69,80.34,80.88,79.55
80.43,80.86,81.99,80.42
81.23,80.00,81.23,79.51
79.52,79.70,80.05,78.37
79.70,80.89,81.04,79.46
80.63,80.53,81.00,80.14
80.51,80.54,81.97,80.13
80.58,80.50,81.14,80.18
80.51,80.75,81.44,80.43
80.77,80.79,81.39,80.50
80.74,80.54,80.74,79.66
80.60,81.19,81.25,79.62
80.98,81.32,82.27,80.40
81.32,81.05,82.27,80.71
81.70,82.33,82.67,81.52
82.18,81.20,82.18,81.03
80.82,80.90,81.44,80.56
80.08,80.57,80.99,79.39
80.50,80.52,80.88,80.03
80.48,80.26,81.39,80.00
80.28,80.24,81.99,80.01
80.60,80.62,81.54,80.04
81.00,82.05,82.05,80.62
82.52,84.47,84.89,82.52
84.17,82.62,84.51,82.29
85.86,89.70,91.93,85.81
89.70,87.70,89.75,87.13
87.97,86.61,88.48,86.50
87.54,87.91,88.53,86.68
88.00,87.30,88.00,86.85
87.28,87.97,88.05,87.11
88.00,87.59,88.71,86.56
87.75,87.62,88.18,87.20
87.03,84.67,87.33,84.11
85.15,84.75,86.18,84.50
85.45,85.25,86.19,84.73
85.27,84.65,85.42,84.56
84.38,84.99,85.51,84.11
84.77,83.72,85.46,83.58
83.93,85.07,85.86,83.93
85.23,85.04,86.15,84.92
85.56,84.22,86.56,84.02
84.38,84.18,84.55,83.34
84.16,83.33,84.75,82.64
84.56,84.99,85.17,83.52
84.63,83.15,85.90,82.91
82.51,82.57,83.28,82.14
83.28,83.16,83.33,82.03
82.82,83.11,84.46,82.82
83.13,82.81,83.72,81.55
82.84,83.87,84.66,82.59
83.55,83.07,83.96,82.46
82.73,82.82,84.31,81.70
83.54,84.21,85.57,83.53
84.15,84.39,85.06,83.39
83.95,84.86,85.44,83.95
85.01,85.75,86.12,84.36
85.07,85.18,87.08,84.69
85.12,84.49,85.80,83.66
83.89,83.28,84.35,82.95
83.11,84.23,84.64,82.65
84.00,83.66,84.00,82.79
83.33,82.41,83.45,82.12
81.93,79.05,81.93,79.00
78.08,76.86,78.56,76.19
75.50,75.40,76.79,75.15
72.26,74.93,77.90,72.25
77.01,74.98,77.01,74.74
76.07,74.87,76.85,74.35
75.87,75.90,76.39,74.11
75.56,76.16,76.50,75.55
76.00,76.23,77.23,76.00
76.00,75.84,77.34,75.60
76.35,75.62,76.35,74.70
76.00,76.13,76.42,75.86
75.68,74.68,76.24,74.64
75.88,74.43,76.03,74.34
75.63,74.61,76.00,74.58
74.28,74.43,74.64,73.44
73.88,74.03,74.50,73.74
73.49,74.15,74.46,72.95
74.43,74.04,74.48,73.82
74.40,74.16,74.93,73.85
74.02,73.31,74.39,73.10
72.59,70.86,72.90,70.76
71.00,71.56,72.47,70.88
71.19,70.73,71.54,70.52
71.05,68.97,71.64,68.93
68.36,68.42,68.58,66.55
68.52,68.76,70.09,67.53
68.36,67.26,68.73,66.94
67.24,67.45,68.02,67.13
67.69,67.79,68.03,66.76
67.60,66.04,67.60,64.99
65.70,67.19,67.30,65.39
67.56,70.67,70.93,67.56
70.98,70.92,71.64,69.83
71.20,71.65,72.44,70.76
71.40,72.49,73.05,71.26
72.67,71.26,73.07,70.97
71.20,69.88,71.59,69.80
69.67,68.35,70.03,68.25
68.50,68.64,69.50,67.77
65.56,66.19,67.97,63.98
65.63,64.06,65.64,63.19
64.01,64.65,64.89,63.28
64.65,65.51,66.28,64.56
65.73,64.52,66.56,64.47
64.71,67.08,67.54,64.53
67.15,67.68,67.94,65.53
67.71,65.55,68.18,65.16
65.00,64.99,65.67,64.07
65.05,67.39,67.63,65.05
66.82,66.51,67.72,66.12
66.74,67.78,68.08,66.19
67.67,69.51,69.60,67.50
69.50,69.36,70.86,69.24
69.52,69.03,70.32,68.77
68.97,69.47,69.99,68.23
69.00,69.72,70.26,68.08
69.70,70.75,71.11,68.62
70.53,71.32,71.58,70.05
71.32,70.46,71.44,70.44
69.11,68.73,71.09,68.43
68.28,69.11,70.67,68.28
68.62,70.24,70.41,68.62
69.88,68.99,69.99,68.07
68.72,69.75,69.87,68.60
69.81,68.79,69.81,68.30
69.26,68.90,70.09,68.52
69.06,69.00,69.54,68.60
68.70,69.89,70.44,68.46
70.07,69.87,70.54,69.20
69.97,70.28,71.28,69.70
70.09,69.76,71.18,69.44
69.30,69.98,70.72,68.45
69.68,70.01,70.72,69.43
70.05,70.37,70.79,69.77
70.15,71.50,71.98,70.14
71.09,70.92,71.85,70.22
70.19,69.13,71.71,69.06
69.20,69.02,70.85,68.57
68.80,69.32,70.29,68.28
68.32,67.30,69.67,67.11
67.54,66.79,68.96,66.52
67.12,67.22,67.60,66.10
67.10,68.44,69.04,66.81
68.76,69.23,69.97,68.13
69.90,67.50,70.09,67.37
69.40,67.62,69.68,67.27
67.61,68.50,69.71,67.35
70.77,74.94,76.58,70.00
75.12,74.65,75.45,74.03
74.61,74.19,75.13,73.34
74.48,74.37,75.04,73.26
73.97,73.16,74.92,73.07
72.88,72.40,73.43,72.38
71.48,69.06,71.48,67.64
68.93,68.83,69.32,67.72
67.86,68.27,68.80,67.54
67.22,67.80,68.47,67.22
67.88,64.70,69.27,64.52
64.63,65.85,66.02,64.23
66.65,65.92,67.10,64.83
65.92,64.75,66.39,64.21
65.08,65.80,66.77,64.34
64.30,65.30,65.37,63.51
65.71,64.70,66.00,64.01
64.10,65.65,66.33,62.99
65.80,64.37,66.18,64.09
65.23,65.50,66.63,64.35
64.96,64.57,67.10,64.19
64.73,67.14,67.56,64.73
66.98,66.53,68.47,66.17
66.08,66.86,67.99,66.08
67.16,70.34,70.34,67.16
69.60,68.21,70.20,67.76
67.85,67.23,68.62,65.44
67.91,68.21,68.26,66.78
67.79,70.14,71.25,67.14
69.72,70.06,71.10,69.66
69.38,70.42,70.68,68.68
69.46,70.27,71.26,69.25
70.68,70.64,71.40,70.05
69.79,70.53,71.16,67.49
71.10,72.24,72.92,70.51
72.93,74.42,74.95,72.26
74.97,75.11,76.30,74.82
75.49,77.81,78.12,75.14
77.29,77.64,79.27,75.84
77.71,78.12,78.45,77.47
77.37,73.79,78.17,73.00
72.71,73.71,74.76,71.85
73.73,72.38,75.47,70.82
72.94,72.33,73.91,72.27
72.50,72.40,74.27,72.25
73.07,74.54,74.62,72.28
74.34,73.06,76.08,72.25
72.68,74.29,74.44,71.23
74.12,75.01,76.25,74.12
75.02,74.50,75.43,73.91
73.84,74.74,75.71,73.40
75.28,74.75,75.99,74.43
74.76,74.30,75.15,72.77
75.08,76.10,76.12,74.04
75.81,75.40,76.73,75.08
74.78,74.89,75.31,73.62
74.89,75.74,76.26,74.35
76.17,78.22,78.86,76.17
78.76,77.59,78.78,76.38
77.51,78.34,78.65,77.50
77.90,78.23,79.17,77.88
77.93,76.37,78.16,76.36
76.04,76.74,77.09,76.04
77.76,77.37,78.05,76.34
76.74,78.37,79.06,76.24
78.90,78.57,79.22,77.94
75.50,71.61,75.50,70.69
70.56,69.51,71.05,69.01
69.56,68.16,69.88,67.88
67.63,68.01,69.10,67.39
67.93,66.59,68.43,65.78
66.43,67.05,67.66,66.13
67.90,67.78,68.35,67.19
68.27,68.31,69.94,67.97
68.31,67.48,69.15,67.12
67.95,70.16,70.31,67.95
70.31,71.82,71.92,70.31
71.86,71.97,72.22,71.37
71.93,72.16,72.23,71.19
72.24,74.00,74.25,72.24
74.19,75.13,75.79,73.67
74.91,76.47,77.33,74.91
76.34,76.96,79.04,76.22
76.55,76.77,77.12,75.53
77.36,77.89,77.92,77.15
78.14,78.26,78.47,77.57
77.59,76.91,78.21,76.76
76.48,76.46,77.17,75.72
76.92,76.64,77.33,75.39
76.20,73.76,76.53,72.98
73.31,71.48,73.57,71.16
73.13,70.43,73.13,70.03
69.98,70.73,71.03,69.37
70.40,69.50,70.40,68.75
69.89,71.12,71.43,69.27
70.82,69.63,71.08,69.33
69.80,69.13,70.39,68.22
68.94,69.68,70.90,68.11
70.04,71.91,73.92,69.12
71.69,70.37,72.04,69.59
69.62,69.15,70.33,68.43
69.47,67.25,69.74,66.82
67.36,67.27,67.52,65.78
67.34,68.22,69.41,66.45
68.63,69.83,70.07,67.51
70.00,70.40,70.54,68.76
70.57,69.58,70.96,69.50
69.22,69.11,70.13,68.23
69.37,71.34,71.40,68.75
71.08,71.83,72.07,70.67
69.23,69.68,69.90,67.10
69.77,70.49,70.82,69.20
70.43,74.15,74.25,70.43
74.72,74.52,75.45,74.29
75.14,74.55,75.57,74.41
73.74,74.18,75.48,73.40
73.78,72.27,74.28,71.99
71.24,71.45,72.47,69.43
70.86,70.05,72.68,69.00
70.54,69.57,70.94,69.00
68.50,69.00,70.10,67.70
68.60,67.80,69.37,67.17
68.55,72.04,72.51,68.55
72.13,71.27,73.59,70.55
70.94,70.81,71.78,70.44
71.95,72.41,73.05,71.28
69.59,70.56,71.81,69.55
69.62,67.62,69.62,66.97
68.09,66.76,68.64,65.82
67.58,68.86,69.06,67.07
70.75,67.86,75.70,66.84
67.27,68.28,69.81,66.91
67.67,66.80,68.19,65.80
66.42,67.04,67.64,66.00
67.03,67.20,67.99,66.45
67.60,70.48,72.64,67.60
70.49,68.94,70.71,68.93
69.75,69.45,69.98,68.56
70.10,69.21,70.56,68.74
69.71,69.57,70.55,69.30
70.00,68.61,70.02,68.00
68.63,69.34,69.50,68.14
69.93,68.44,69.93,68.39
68.42,67.67,68.81,67.53
68.41,68.05,68.75,67.53
67.85,69.60,69.68,66.99
69.07,68.99,69.89,68.51
69.15,70.14,70.75,69.15
70.39,70.25,70.69,69.27
70.22,69.51,70.22,69.21
69.24,70.16,70.24,69.20
70.10,70.33,70.85,69.34
70.27,69.79,70.63,69.57
69.90,70.58,71.17,69.32
70.89,69.37,71.28,69.35
69.60,70.05,70.65,69.60
69.71,69.99,70.55,69.71
70.23,70.25,71.60,69.55
70.17,70.01,70.98,69.62
69.75,70.36,70.64,69.53
70.56,71.28,71.46,70.44
70.94,71.70,72.68,70.79
71.24,71.28,71.61,71.01
71.12,71.41,72.67,70.94
71.21,71.74,72.40,71.05
71.51,73.04,73.23,71.51
72.54,73.25,73.56,72.06
73.46,73.83,74.51,73.29
73.90,74.33,74.77,73.52
74.25,74.32,74.87,72.41
74.18,74.18,74.44,73.50
74.16,73.20,74.61,73.15
73.64,73.23,73.75,72.86
73.10,71.96,73.16,71.94
71.98,71.52,71.98,70.98
72.06,72.79,72.97,71.72
72.68,71.15,72.68,70.76
71.22,71.18,71.50,69.94
71.20,72.19,72.28,70.52
71.83,70.45,72.09,70.36
70.16,71.19,71.60,69.51
70.83,70.05,71.46,69.14
70.00,70.11,70.39,69.48
69.87,71.29,71.76,69.56
71.25,70.79,71.86,69.69
71.18,71.41,72.70,70.99
71.63,71.66,72.50,71.12
72.19,72.13,72.80,71.16
72.81,73.95,74.13,72.43
73.53,73.11,74.47,72.75
72.88,72.27,73.44,71.66
72.31,72.14,73.62,71.31
72.32,73.33,74.69,72.32
73.33,72.77,73.92,72.73
73.13,73.98,74.41,72.22
73.75,73.67,74.39,73.04
74.02,73.09,74.65,72.77
73.61,73.01,74.40,72.68
73.10,73.05,73.26,72.48
73.16,71.28,73.16,71.22
71.74,71.71,72.56,70.19
71.22,70.70,71.40,69.42
70.63,69.30,70.87,69.11
74.40,76.93,80.28,73.57
78.28,78.42,79.23,77.68
78.72,77.55,78.75,77.38
78.28,78.40,78.73,77.48
78.74,78.01,78.74,77.89
77.76,76.93,78.08,76.41
76.27,78.23,78.38,76.27
79.02,78.50,79.04,78.29
78.25,78.39,78.98,78.07
77.88,78.07,78.81,77.76
78.16,78.10,78.51,76.95
77.77,78.39,78.77,77.77
78.57,78.30,78.77,77.92
78.19,77.30,78.19,76.75
77.28,76.80,78.03,76.42
76.75,75.96,76.76,75.74
76.13,76.76,78.50,76.12
78.05,77.41,79.20,76.99
77.13,77.09,77.88,75.65
76.59,77.69,79.33,74.52
78.57,78.63,79.02,77.05
78.52,78.52,78.63,76.44
78.28,77.82,79.20,76.19
77.74,78.37,78.59,77.65
77.64,78.93,79.04,77.08
78.93,79.04,79.08,77.40
79.00,78.98,79.25,78.43
78.78,79.04,79.27,77.44
79.00,79.02,79.27,78.08
79.71,80.68,81.53,79.71
80.88,81.55,81.87,80.44
83.55,83.56,85.09,82.50
83.04,82.98,83.52,82.10
83.99,84.28,85.68,83.99
84.97,85.60,87.30,84.96
85.62,85.37,87.14,85.04
85.66,86.38,86.73,85.57
