GLBS,Globus Maritime Limited - Common Stock,NASDAQ
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.65,1.65,1.65,1.65
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
9.87,9.87,9.87,9.87
11.90,12.25,13.00,11.90
12.25,12.50,12.50,12.25
12.47,12.50,12.60,12.47
12.40,12.25,13.38,12.20
12.01,12.46,12.65,11.02
12.99,12.60,12.99,12.36
12.50,12.60,12.77,12.50
12.70,12.49,12.70,12.40
12.25,12.12,12.48,12.01
12.49,12.55,13.10,12.49
12.25,12.20,12.50,12.01
12.98,11.97,12.98,11.90
12.00,12.18,12.25,12.00
12.86,12.40,12.86,12.40
12.72,12.53,13.59,12.11
12.46,12.00,12.49,11.49
11.97,10.99,11.97,10.00
11.35,11.14,11.75,11.14
11.00,10.05,11.02,10.00
10.00,9.78,10.70,9.72
10.45,10.30,10.59,10.18
10.30,9.33,10.34,9.11
9.49,9.55,9.59,9.45
9.59,9.18,9.92,9.00
9.05,9.06,9.11,8.99
9.95,9.73,9.95,9.00
9.95,9.95,10.04,9.90
10.00,10.35,10.49,10.00
10.13,10.28,10.29,10.00
10.26,10.11,10.26,10.04
10.30,9.93,10.30,9.90
10.00,9.80,10.00,9.80
9.76,10.00,10.40,9.76
9.81,9.81,10.40,9.77
9.85,9.85,10.50,9.81
9.78,9.71,9.78,9.71
10.43,9.70,10.43,9.70
9.70,9.65,9.70,9.65
9.99,9.67,9.99,9.60
9.95,9.70,9.95,9.70
9.63,9.66,9.67,9.60
9.63,9.64,9.66,9.63
9.64,9.64,9.64,9.64
9.63,9.25,9.63,9.25
9.27,9.11,9.50,7.93
9.11,9.11,9.11,9.11
9.19,9.53,9.53,9.00
9.16,9.43,9.48,9.16
9.00,9.01,9.36,9.00
9.01,9.27,9.27,9.01
9.01,9.20,9.20,9.00
9.00,9.00,9.01,9.00
9.37,8.90,9.38,8.90
8.32,9.00,9.00,8.16
8.74,8.70,8.99,8.70
8.70,8.70,8.70,8.70
8.57,9.20,9.20,8.51
8.85,9.14,9.20,8.51
8.90,9.11,9.11,8.52
9.15,8.99,9.15,8.82
8.99,8.99,8.99,8.99
9.00,9.11,9.11,9.00
9.00,7.94,9.00,7.94
9.00,8.90,9.00,8.55
8.90,8.90,8.90,8.90
8.95,8.95,8.95,8.95
8.99,8.36,8.99,8.12
8.93,8.51,8.93,8.51
8.51,8.51,8.51,8.51
8.12,8.72,8.90,8.11
8.72,8.72,8.72,8.72
8.72,8.72,8.72,8.72
8.21,8.43,8.47,8.21
8.45,8.49,8.49,8.45
8.49,8.49,8.49,8.49
8.35,8.49,8.49,8.35
8.50,8.48,8.50,8.48
8.48,8.48,8.48,8.48
8.48,8.48,8.48,8.48
8.25,8.08,8.25,8.08
8.00,8.05,8.14,7.95
8.19,8.00,8.19,7.95
7.84,8.39,8.50,7.80
8.50,8.89,8.99,8.50
8.54,8.60,8.60,8.54
8.50,8.68,8.68,8.50
8.95,8.99,9.00,8.50
8.85,8.90,9.00,8.80
8.37,8.82,8.90,6.84
8.82,8.82,8.82,8.82
8.75,8.79,9.00,8.65
8.83,8.90,9.00,8.83
9.00,8.95,9.00,8.90
8.95,8.93,9.00,8.93
8.71,8.60,8.71,8.50
8.60,8.60,8.60,8.60
8.71,8.65,8.71,8.64
8.55,8.90,8.90,8.55
8.75,8.81,8.81,8.75
8.85,9.00,9.00,8.85
9.00,9.00,9.00,9.00
9.00,8.52,9.00,8.52
8.53,8.53,8.94,8.53
8.94,8.89,8.95,8.89
8.89,8.89,8.89,8.89
9.00,8.93,9.00,8.93
8.93,8.93,8.93,8.93
8.93,9.00,9.00,8.93
9.00,9.00,9.00,9.00
8.90,9.00,9.00,8.90
8.95,8.95,8.95,8.95
8.95,8.95,8.95,8.95
9.00,9.50,9.99,8.58
9.00,8.84,9.00,8.84
8.98,8.97,8.98,8.97
8.95,8.95,8.95,8.95
8.95,8.95,8.95,8.95
8.94,8.94,8.94,8.76
8.90,8.90,8.90,8.90
9.00,8.88,9.00,8.88
9.00,8.98,9.00,8.98
9.00,8.99,9.00,8.99
9.00,9.00,9.00,8.80
9.00,8.98,9.00,8.95
8.98,9.00,9.00,8.98
8.98,8.91,8.98,8.91
9.00,8.80,9.00,8.80
8.99,8.99,8.99,8.99
8.80,8.80,8.80,8.70
8.90,8.80,8.90,8.80
8.90,9.00,9.00,8.90
9.00,9.02,9.12,8.75
9.49,9.49,9.49,9.49
9.35,9.27,9.50,9.25
9.47,9.19,9.53,9.15
9.15,9.94,10.27,9.15
9.94,9.68,9.98,9.51
10.92,10.80,10.92,10.00
10.30,10.48,10.48,9.81
10.49,10.84,10.84,9.87
10.70,10.24,10.80,10.18
10.67,10.00,10.70,9.79
10.04,9.10,10.04,8.76
8.96,10.20,10.40,8.96
10.08,8.44,10.15,8.20
8.99,8.58,10.24,8.44
7.97,8.23,8.50,7.97
8.26,8.24,8.37,8.00
8.00,7.70,8.03,7.25
7.95,7.98,8.00,7.57
7.77,7.82,7.95,7.75
7.78,7.71,7.85,7.71
7.75,7.38,7.75,7.38
7.58,7.32,7.60,7.28
7.33,7.30,7.33,6.99
7.30,7.05,7.35,6.95
7.00,7.05,7.10,6.95
7.20,7.07,7.22,7.00
7.05,7.00,7.05,7.00
7.01,6.96,7.02,6.95
6.95,7.00,7.04,6.95
7.20,7.20,7.20,7.13
7.61,7.21,7.61,7.12
7.10,7.14,7.20,6.90
7.02,7.16,7.20,6.90
7.20,7.20,7.24,7.00
7.14,7.09,7.19,6.76
6.93,6.70,6.93,6.63
6.97,6.90,6.99,6.66
6.62,6.51,6.73,6.31
6.60,6.36,6.60,6.25
6.45,6.53,6.65,6.30
6.36,6.40,6.84,6.31
6.30,6.35,6.56,5.81
6.49,5.52,6.49,5.36
5.75,5.03,5.76,5.01
5.72,5.30,6.00,5.02
5.50,5.91,5.99,5.50
