PNRA,Panera Bread Company - Class A Common Stock,NASDAQ
185.20,183.05,185.94,182.88
183.30,179.06,184.58,177.63
176.81,179.35,181.52,174.18
180.72,179.72,181.97,178.51
180.85,182.00,182.30,179.22
183.01,185.00,185.17,182.42
184.36,185.94,187.66,184.07
186.44,186.91,188.93,185.21
187.27,189.44,190.16,186.67
189.76,189.52,191.26,188.01
190.15,190.52,191.07,189.36
191.35,190.71,191.80,189.71
191.83,188.12,191.98,186.82
185.88,188.32,189.00,184.64
190.05,189.19,190.36,187.20
188.80,189.73,190.23,188.65
189.62,189.40,191.01,189.13
188.97,188.46,190.00,187.59
188.22,185.51,188.62,184.62
186.31,187.00,188.75,185.88
184.02,186.30,187.71,184.02
187.31,186.67,187.44,185.31
186.69,182.01,187.43,170.00
172.49,169.62,172.50,166.09
169.21,167.65,170.37,165.60
168.38,168.65,170.00,168.01
168.65,166.36,169.13,165.91
167.00,166.19,168.00,165.55
167.44,167.19,167.91,166.38
168.10,170.46,171.34,167.70
171.03,170.01,171.03,169.28
170.04,171.57,171.68,168.63
170.80,170.97,171.87,169.29
170.50,173.06,173.25,170.50
176.24,175.57,177.18,174.71
174.92,175.81,177.13,174.32
174.43,174.98,176.90,174.06
175.79,175.36,176.74,174.16
175.36,173.79,175.57,173.04
172.90,172.05,173.48,171.65
171.90,172.41,173.14,171.26
172.48,173.66,174.72,172.48
171.67,173.72,174.93,171.52
173.14,170.63,173.95,170.51
171.22,172.00,173.00,170.71
171.00,168.53,171.90,167.80
169.16,168.03,170.18,168.00
167.00,166.88,168.49,166.30
166.82,165.21,168.06,165.11
165.28,164.99,166.75,164.56
165.45,164.02,165.88,163.43
165.56,164.28,166.30,163.17
164.29,165.40,165.95,164.29
165.56,166.15,166.81,164.75
166.57,165.25,166.77,164.18
166.08,167.33,168.15,165.38
168.13,164.63,168.87,164.05
164.45,167.93,169.01,162.36
168.59,168.46,171.41,168.00
169.46,166.98,169.51,165.75
167.66,168.52,169.38,167.04
168.96,171.64,172.37,167.76
172.73,172.89,173.85,171.06
172.82,170.23,173.83,169.10
170.09,168.43,170.65,168.32
168.36,168.80,169.94,166.42
168.31,168.65,170.80,168.00
167.00,165.36,167.56,165.12
165.66,165.43,167.23,165.01
165.03,164.03,166.48,164.00
160.00,158.53,161.95,158.00
158.28,161.97,162.27,158.15
160.78,160.75,161.78,159.36
160.17,156.90,160.78,156.72
158.00,159.17,159.90,157.76
158.41,158.58,159.10,157.80
158.54,156.59,158.76,156.46
156.28,158.83,159.48,155.07
160.54,159.55,162.25,158.70
159.93,159.57,160.68,158.04
159.04,159.93,160.29,158.04
159.93,160.55,162.32,158.92
160.94,161.71,162.99,160.63
161.70,160.55,163.10,159.69
158.21,159.90,160.10,155.25
159.57,162.76,163.63,159.17
164.44,162.44,165.63,162.05
153.65,153.15,155.69,151.90
152.25,153.94,154.57,150.33
153.55,153.70,155.03,153.43
154.44,159.19,159.43,154.01
159.05,158.62,160.46,157.72
158.78,156.65,159.60,155.97
156.61,157.92,158.59,156.21
158.63,163.86,163.99,158.25
164.42,164.18,165.00,163.03
163.91,167.01,167.92,163.51
167.59,167.34,168.68,166.51
166.84,167.00,168.75,166.55
166.75,166.92,168.36,164.55
167.70,166.87,167.82,165.82
166.64,167.08,167.77,166.02
166.04,168.53,168.62,165.71
168.12,170.12,170.46,168.12
170.86,170.20,171.92,169.52
171.09,170.26,171.83,169.94
170.26,172.45,173.14,169.50
172.00,172.48,173.27,171.76
172.40,176.11,176.25,172.15
176.73,178.92,180.85,176.12
179.00,178.86,179.79,177.27
178.52,178.00,179.42,177.89
177.79,177.35,178.27,177.02
177.22,176.89,178.46,176.01
177.24,177.90,179.59,176.76
177.32,176.15,178.09,175.40
175.68,176.30,176.91,174.42
176.51,176.52,177.00,174.91
176.63,177.40,178.35,176.28
177.04,176.90,178.11,176.32
176.41,176.96,178.17,175.51
177.09,174.25,177.49,174.03
174.00,172.34,174.50,172.03
171.13,169.52,173.02,169.24
169.80,171.67,172.25,169.47
169.98,168.95,170.18,167.48
169.62,169.53,169.62,167.51
169.18,168.42,169.95,166.71
170.95,175.13,176.37,170.57
174.93,176.45,176.99,174.61
175.83,176.09,176.81,175.74
176.10,176.17,177.37,175.89
176.08,176.06,176.71,175.45
176.06,177.37,178.60,175.98
177.30,176.69,177.80,176.03
176.00,176.07,177.65,175.38
176.10,176.07,176.96,175.73
175.99,173.60,176.07,172.90
174.63,174.13,175.87,173.00
178.71,181.74,182.88,178.09
181.73,177.33,181.73,177.25
178.34,177.19,179.42,176.93
177.19,172.24,177.23,171.91
173.43,174.17,175.70,173.11
175.39,173.81,175.39,171.92
173.96,174.06,175.86,172.54
174.53,172.19,175.05,171.86
173.16,171.60,173.41,170.94
172.13,171.78,173.41,171.44
170.76,168.94,171.74,167.45
168.60,166.82,169.19,166.00
167.61,168.57,169.92,166.90
169.21,167.04,169.47,166.71
166.01,164.46,166.65,164.01
164.31,167.80,169.08,164.17
167.02,169.07,171.47,165.60
168.44,166.98,170.99,166.18
168.36,167.84,169.82,167.32
167.75,167.40,168.50,165.01
167.30,169.61,170.45,167.02
170.54,172.19,172.69,168.70
171.39,174.58,175.00,171.39
174.23,173.89,175.90,173.73
175.00,176.67,176.94,173.56
176.26,177.88,179.16,175.27
178.09,178.22,178.84,177.02
176.56,173.18,179.37,172.28
172.91,179.56,184.48,172.57
179.56,180.48,180.95,178.17
181.18,183.40,185.28,179.42
184.02,184.41,185.74,183.50
184.14,185.92,187.10,184.14
186.55,183.43,187.25,182.87
183.28,183.15,184.11,181.28
182.23,181.32,183.98,180.83
179.60,181.35,181.84,179.27
182.12,182.63,183.42,181.29
181.36,180.92,182.59,180.57
181.50,182.63,185.84,181.34
183.33,184.81,185.44,183.33
184.98,185.04,185.97,183.35
182.00,182.94,185.79,181.15
182.36,183.78,184.15,181.95
184.56,181.26,184.82,181.08
181.84,182.20,183.54,181.56
183.22,184.85,185.69,182.95
185.45,186.16,186.78,184.21
185.90,186.68,188.49,185.50
186.75,190.38,192.28,186.75
190.50,188.95,193.18,188.68
190.41,186.69,190.92,185.67
187.10,185.82,187.21,184.01
180.55,170.05,180.55,170.03
170.04,169.31,170.06,167.04
170.91,174.00,174.65,169.96
178.49,176.47,179.94,175.95
177.19,174.97,178.46,174.74
175.06,173.67,175.87,173.23
173.44,171.62,174.44,170.80
173.00,168.91,173.65,167.72
169.40,166.19,169.99,164.11
167.50,169.40,170.59,165.75
169.28,170.59,171.01,167.61
170.50,167.74,171.74,166.52
166.28,166.46,168.43,165.52
168.53,170.80,172.20,168.35
170.82,170.71,172.00,168.03
170.65,169.89,171.46,168.29
170.40,168.00,171.26,167.93
168.00,168.41,168.99,166.18
168.75,172.12,173.86,168.75
172.12,169.63,173.43,169.35
170.85,170.72,171.55,169.05
170.61,168.16,170.76,168.08
165.43,163.33,167.88,159.38
163.58,163.18,164.47,161.51
153.90,152.97,155.49,149.60
153.90,156.93,157.33,153.78
156.78,159.18,160.02,156.30
158.33,157.35,160.35,157.15
157.28,155.66,158.31,155.38
156.16,156.59,158.00,154.80
156.43,158.50,159.22,156.41
158.50,157.75,159.24,156.90
158.31,157.56,159.14,157.02
157.28,155.75,157.61,154.41
155.67,153.17,156.21,152.86
153.00,152.66,153.23,149.94
152.93,152.89,153.40,151.51
152.63,153.50,154.17,152.31
153.45,153.15,153.69,152.53
153.25,152.49,154.08,152.04
152.65,154.95,155.96,152.65
155.03,154.89,155.39,153.06
155.13,153.59,155.33,153.36
153.19,154.78,155.13,152.41
155.30,152.32,155.30,152.22
152.00,153.61,154.31,152.00
154.17,154.65,155.47,153.03
154.00,154.02,155.00,153.52
153.53,154.46,155.39,153.53
154.78,155.69,156.18,154.24
158.90,159.11,160.13,157.76
159.75,157.11,159.75,156.68
155.53,151.90,156.43,151.89
152.01,152.06,152.68,151.39
151.47,150.59,152.15,150.55
152.03,151.40,152.28,150.57
150.50,149.50,151.79,149.03
149.08,147.94,149.68,147.79
147.94,149.41,149.79,147.28
149.49,148.98,151.21,148.89
150.29,149.02,150.50,148.10
149.09,150.55,150.92,149.04
149.75,149.94,150.99,149.01
149.50,149.96,150.25,149.27
149.50,149.02,150.01,148.35
150.52,149.56,150.52,148.60
150.04,149.83,150.22,148.19
150.09,149.80,151.73,149.67
149.11,147.58,149.98,146.32
148.38,149.17,149.61,147.77
148.04,149.46,149.82,148.00
149.03,148.81,149.87,147.92
148.24,149.51,149.65,148.10
147.36,147.38,148.45,147.01
147.00,147.15,147.45,145.91
147.57,148.08,148.50,147.39
148.41,147.73,148.57,147.02
148.85,147.82,149.10,147.09
147.65,144.56,147.95,144.34
145.12,146.33,146.91,144.33
145.25,144.55,145.96,144.43
145.64,145.25,146.74,144.85
145.25,144.41,145.88,143.83
144.06,145.63,146.28,144.06
144.44,143.35,145.35,142.41
142.95,143.81,145.61,142.91
145.17,146.62,148.14,144.25
148.82,151.76,154.80,148.27
150.04,147.30,150.50,146.00
147.41,149.20,149.79,146.92
149.38,151.03,151.14,148.52
148.93,149.26,150.66,147.10
147.97,147.90,150.01,147.68
148.71,145.63,148.75,145.13
145.47,145.39,146.40,144.91
146.00,147.75,147.90,145.64
147.39,147.28,148.15,145.94
147.12,147.22,147.60,146.51
146.75,147.71,147.84,146.75
147.92,147.20,147.92,146.43
147.98,148.92,149.28,147.13
149.23,151.74,151.86,149.06
153.84,152.58,153.87,150.38
153.10,152.01,153.32,151.77
152.17,152.23,152.89,151.32
152.79,152.36,152.80,151.26
152.16,151.73,152.75,151.08
151.27,149.93,151.89,149.32
148.97,149.58,149.82,148.02
149.82,149.94,150.00,148.50
150.01,149.85,150.72,147.84
149.88,149.56,151.09,149.03
149.74,153.15,153.58,148.50
153.34,155.44,155.68,151.81
155.12,155.74,156.00,154.18
155.41,155.09,155.41,154.46
154.99,155.36,155.85,154.42
155.09,155.86,156.09,154.18
155.37,154.74,155.73,154.16
155.15,154.84,155.25,154.27
154.66,155.65,155.77,153.69
156.20,158.94,160.00,156.15
158.99,161.23,161.33,157.13
161.34,160.23,162.10,159.68
160.18,157.48,161.00,156.46
156.20,156.47,157.14,156.16
157.09,158.68,158.95,156.90
157.99,156.50,158.47,156.31
156.73,156.75,157.86,156.39
155.60,158.73,158.79,155.00
162.16,162.72,164.54,160.41
165.38,164.45,166.95,163.76
164.44,164.97,167.13,164.44
166.87,167.89,169.73,166.50
168.60,164.50,168.79,164.45
164.00,164.38,165.68,163.42
164.14,165.39,165.53,162.36
165.52,163.67,166.46,163.64
162.34,161.27,165.05,161.21
161.06,159.89,161.96,159.31
160.35,164.41,165.11,160.21
162.88,164.61,165.89,161.99
162.72,166.01,166.15,161.51
167.43,167.46,168.57,166.03
167.13,171.49,171.62,167.11
172.54,169.06,172.99,168.30
169.68,167.29,170.91,167.12
168.11,166.74,168.51,165.49
166.50,169.20,169.69,165.88
169.40,169.59,171.11,168.82
170.06,171.00,171.28,168.17
161.51,165.42,165.70,160.27
164.93,162.35,164.94,161.42
163.22,161.64,163.98,161.33
161.74,161.30,162.30,160.34
161.00,165.50,165.55,161.00
167.67,165.29,167.99,164.43
165.15,167.29,167.80,165.15
166.74,168.29,168.58,166.12
168.99,169.31,169.80,168.06
169.00,168.42,169.71,168.18
167.90,169.83,170.29,167.35
170.00,170.23,171.97,169.18
169.72,169.76,171.26,169.32
170.04,168.56,170.99,168.35
167.25,167.95,169.43,167.25
168.34,168.15,169.48,167.51
167.55,167.58,169.65,167.36
168.52,166.41,168.72,166.20
167.22,168.00,168.56,166.59
167.51,165.13,168.08,164.79
165.13,165.36,166.18,164.87
166.08,167.40,169.68,166.03
167.41,165.84,169.55,165.77
166.58,164.63,167.87,164.24
164.38,165.27,166.30,164.00
165.71,163.13,165.71,162.56
162.99,162.35,164.55,161.36
160.25,162.52,164.86,160.00
160.54,163.08,163.17,160.26
161.95,161.62,163.84,161.11
162.57,164.34,164.54,162.00
163.43,164.89,167.25,163.33
165.69,166.01,168.38,165.25
165.67,164.37,166.49,163.95
164.56,167.08,167.18,163.26
167.41,168.68,169.43,166.83
169.00,165.60,169.30,165.55
165.50,168.76,168.80,165.44
168.88,171.91,172.99,168.76
172.00,171.31,172.00,170.30
171.85,173.25,173.59,171.20
172.23,176.19,176.54,171.87
176.38,174.89,177.37,174.13
174.98,174.80,176.67,173.82
175.03,173.10,176.16,172.25
171.88,172.26,173.84,171.88
170.94,169.39,171.15,165.74
170.11,172.87,173.86,169.44
174.40,174.23,175.08,172.78
174.89,175.64,175.92,172.60
176.32,175.80,176.95,174.71
176.57,176.52,178.70,174.76
175.24,175.23,177.47,174.99
175.84,171.22,178.00,169.79
170.98,171.40,172.02,169.06
168.00,168.37,171.29,165.57
167.79,170.05,170.20,166.80
171.40,171.08,172.50,169.79
170.94,170.35,173.31,170.22
169.75,170.09,172.00,169.08
168.85,171.22,172.00,168.64
172.36,171.12,173.80,170.72
171.73,173.32,173.57,170.28
172.63,171.86,174.43,171.33
173.00,172.85,173.84,169.89
172.98,172.71,174.73,171.72
171.99,171.78,174.66,171.38
171.68,172.40,173.20,171.46
172.85,172.88,173.90,170.85
171.94,173.76,175.10,171.11
175.00,176.62,177.13,173.01
178.38,176.48,179.03,176.00
163.00,157.33,166.00,156.76
158.11,155.02,158.26,155.00
155.68,153.68,156.35,153.00
153.83,155.27,156.50,153.39
155.86,158.98,159.53,155.60
159.10,157.48,159.37,157.21
157.50,158.13,158.59,157.08
158.12,159.63,159.75,157.23
159.94,158.98,160.50,158.50
159.19,161.54,161.88,159.06
161.76,161.43,163.50,161.28
161.19,163.20,163.60,161.19
163.18,162.78,164.33,162.39
162.60,161.52,162.60,160.44
161.65,161.54,162.61,161.01
161.54,159.42,162.46,159.00
159.00,159.00,160.40,158.55
158.00,157.15,158.89,156.88
158.28,158.59,158.94,157.19
158.84,163.76,164.45,158.79
163.21,163.45,164.96,162.36
164.20,164.08,165.99,163.72
164.00,163.68,164.49,162.98
161.83,161.56,162.64,159.21
162.07,160.92,162.46,160.19
161.75,161.67,162.19,160.83
161.79,160.54,162.00,160.08
160.30,159.48,160.98,159.22
160.12,157.42,160.57,157.12
157.08,157.27,158.45,156.47
157.60,159.22,159.46,157.48
159.05,159.53,160.82,158.59
159.24,160.00,160.90,158.41
164.23,164.49,165.60,162.60
164.06,166.04,166.59,162.32
166.04,164.69,166.83,163.70
165.31,164.92,166.73,164.10
165.21,165.97,166.18,164.55
165.41,164.46,166.65,163.02
164.73,166.30,167.50,164.73
165.65,165.30,166.25,164.79
165.72,162.52,165.72,162.07
162.33,163.92,164.40,162.33
184.85,182.89,185.25,180.25
181.43,182.77,183.27,181.11
183.09,182.00,184.09,180.65
181.98,183.85,184.98,181.27
183.51,181.59,183.56,180.91
181.98,182.69,183.35,181.78
183.19,184.36,184.92,182.39
183.90,184.80,185.73,183.38
184.07,185.57,185.99,181.86
181.60,184.39,186.47,180.54
183.00,182.48,183.99,182.42
184.00,183.19,184.87,181.75
183.22,183.02,184.54,182.77
182.14,182.83,183.54,181.40
183.19,182.24,183.86,181.37
182.74,183.13,184.31,181.90
184.49,184.36,185.87,182.22
182.58,182.87,184.37,182.01
182.10,183.11,183.41,180.62
184.02,182.04,184.22,182.01
182.88,183.50,184.22,181.40
183.00,183.32,183.56,181.24
183.30,183.20,184.15,183.00
185.78,186.80,188.24,185.31
187.00,186.14,188.00,185.59
185.95,185.71,187.23,185.10
185.82,185.21,186.66,184.19
185.97,184.44,186.66,183.27
184.49,183.21,185.94,182.57
183.61,183.29,184.90,182.57
183.53,182.00,183.65,181.93
181.93,181.32,182.71,180.73
180.35,181.85,183.15,180.28
182.69,181.78,182.92,181.37
182.02,182.01,183.02,181.39
182.12,183.63,183.98,180.60
183.37,182.38,183.37,181.61
181.56,181.79,182.91,181.25
181.68,183.04,183.95,181.31
182.98,184.84,185.32,182.78
184.55,184.45,185.25,183.40
184.07,183.74,184.88,182.24
184.59,182.38,184.84,181.54
182.36,182.61,183.27,181.76
183.30,182.04,183.59,181.60
182.52,181.64,183.68,181.29
182.42,182.73,183.68,181.21
182.73,179.91,183.59,179.57
179.37,178.14,180.37,177.93
178.41,176.89,179.50,176.44
177.04,175.87,178.00,175.00
174.59,172.25,175.43,172.13
173.47,174.77,175.78,172.15
175.36,174.51,176.70,173.76
174.98,174.95,175.80,174.03
173.96,174.86,175.48,173.05
175.26,175.56,176.53,173.40
174.37,174.73,177.46,174.12
176.76,177.14,179.29,175.89
179.66,179.25,180.15,176.65
181.05,182.86,183.55,180.65
181.95,180.50,182.88,179.47
183.88,181.09,184.41,180.42
181.23,181.32,182.65,180.43
181.12,181.09,181.59,179.93
180.72,182.27,183.59,179.29
181.64,181.44,182.19,179.76
181.88,183.91,184.70,180.59
184.40,184.62,185.35,182.89
185.03,183.21,186.70,182.60
183.95,184.01,185.61,182.62
185.03,186.99,187.50,182.86
198.98,202.27,208.00,197.50
201.56,204.48,205.26,199.56
204.65,204.12,205.95,203.58
204.00,202.50,204.76,201.98
201.71,202.00,203.14,200.17
201.54,202.52,203.56,201.29
203.00,200.70,203.14,199.06
201.08,202.05,202.41,198.82
202.74,202.14,203.53,200.55
199.49,201.66,203.49,198.72
199.90,197.73,201.65,197.00
197.93,196.12,199.18,192.65
196.45,195.60,199.00,195.01
196.27,198.53,199.18,195.62
193.53,191.50,195.56,191.31
190.83,191.00,192.02,188.60
189.51,187.85,191.49,187.85
186.58,185.52,186.82,183.88
176.53,177.86,178.99,174.00
180.01,175.41,180.90,175.07
179.78,177.20,180.87,175.84
179.08,180.50,181.89,177.30
181.58,180.56,182.39,179.55
180.20,178.30,181.66,178.15
175.48,175.69,176.66,173.51
177.04,176.59,179.32,175.52
177.05,178.66,180.58,177.05
176.65,178.30,180.79,176.65
180.79,181.45,181.98,178.76
182.62,179.19,183.53,178.84
179.03,179.86,181.79,179.03
179.51,182.62,182.70,178.80
181.95,183.41,183.77,181.76
182.75,184.08,185.38,181.74
183.66,183.75,184.74,181.57
183.83,185.28,187.99,183.40
183.32,184.49,186.18,182.21
184.50,186.04,186.50,183.93
184.46,186.57,186.81,184.40
186.20,188.02,189.14,186.00
186.89,189.95,190.29,185.60
191.06,190.71,193.31,189.31
191.66,189.27,192.75,188.00
190.19,191.93,193.27,188.50
193.59,193.41,195.35,191.56
193.07,193.02,193.40,189.85
193.22,194.73,194.97,190.83
196.00,196.22,196.95,193.38
195.60,195.85,197.16,194.89
195.06,197.68,197.74,191.11
199.10,196.58,199.10,194.57
195.18,191.92,195.18,190.05
192.71,190.75,193.20,188.94
190.55,188.11,191.16,187.91
188.57,185.59,190.08,184.66
186.92,187.79,188.61,183.43
188.48,187.93,189.31,187.22
188.01,190.90,191.42,188.01
190.92,190.18,191.69,189.82
189.06,183.31,189.67,180.87
182.44,181.08,184.35,178.71
182.03,187.05,188.24,182.03
187.53,189.15,190.70,186.72
189.00,186.07,189.99,184.32
183.00,183.88,186.12,176.49
182.74,179.69,184.36,178.80
179.94,177.37,181.98,177.01
178.47,180.41,181.34,178.47
179.68,178.43,181.48,177.83
179.03,177.01,180.13,176.06
177.32,177.73,177.94,175.92
177.98,176.95,177.98,176.04
176.39,175.24,178.48,173.21
174.60,175.81,176.56,174.16
176.09,174.39,176.26,174.21
173.50,172.28,175.10,172.00
172.37,168.12,173.99,167.74
167.21,168.41,168.46,165.17
167.39,166.26,169.64,166.19
167.62,170.48,170.98,166.52
170.94,172.34,173.00,169.25
172.65,172.68,174.97,172.35
176.53,177.70,179.19,176.00
176.70,180.99,181.87,174.97
181.68,182.03,183.27,181.51
181.65,182.13,183.12,180.43
181.45,181.80,182.10,179.78
182.21,181.60,183.01,180.25
182.04,182.12,182.64,181.00
182.41,182.70,183.90,181.00
183.19,185.68,186.27,182.70
185.87,189.77,191.48,184.90
185.87,190.32,190.72,184.61
189.72,190.31,192.69,189.14
190.94,189.98,191.98,189.48
188.32,190.35,191.96,188.32
190.30,191.94,191.95,189.00
194.50,194.06,195.83,192.60
194.55,194.16,195.30,191.55
194.78,193.35,195.31,190.73
193.37,194.89,196.09,191.61
195.92,191.43,196.13,189.82
192.10,194.37,194.91,190.60
194.26,193.87,195.32,192.66
193.95,194.83,195.44,193.50
194.00,196.39,198.35,193.57
196.71,197.08,198.68,195.84
196.50,195.19,196.90,194.50
194.63,194.78,196.63,194.01
192.86,190.88,193.36,189.86
191.41,188.84,192.21,188.03
187.28,187.79,189.21,186.73
185.78,188.94,191.61,185.02
191.00,187.50,191.95,187.11
187.53,186.76,189.11,185.10
187.54,190.49,191.17,187.54
190.47,189.36,192.66,187.03
189.30,192.15,193.73,187.34
189.19,188.54,190.73,187.30
190.50,189.27,192.14,187.88
188.50,180.25,188.59,179.07
182.03,179.07,182.78,178.99
180.00,183.76,183.97,179.81
182.99,184.38,185.58,182.15
184.70,187.29,188.44,184.17
188.28,189.16,191.82,187.97
189.11,190.50,191.79,188.13
192.00,194.00,194.87,187.22
193.37,194.31,195.24,191.32
193.81,195.09,195.78,192.59
195.17,193.35,195.17,190.25
192.18,198.19,198.78,191.31
197.84,191.53,198.60,190.68
190.39,186.67,190.39,183.48
184.34,184.72,189.60,182.64
186.41,193.86,197.77,186.41
192.86,191.22,194.78,189.07
192.01,199.36,200.00,192.01
200.55,203.42,204.45,200.20
205.00,207.03,207.14,203.04
206.83,201.06,207.44,199.50
201.06,203.51,204.96,199.05
204.68,205.71,207.05,204.23
205.51,204.46,207.56,203.51
202.86,205.64,206.00,202.00
206.00,205.02,206.74,202.82
207.58,205.99,207.59,203.88
205.65,207.20,207.79,204.14
208.00,210.74,211.41,206.31
212.00,210.65,212.45,208.82
210.96,215.12,216.06,210.96
215.89,214.69,216.18,214.13
213.12,215.32,218.97,213.12
219.56,210.93,220.44,210.52
211.95,209.52,213.00,206.82
210.90,207.14,211.10,204.68
207.49,208.83,210.50,207.15
209.28,210.95,212.46,208.76
208.96,210.00,210.05,206.91
210.95,212.16,213.48,208.40
209.59,209.71,211.00,207.06
209.25,209.94,211.80,208.92
209.46,208.32,210.19,207.37
207.18,204.43,207.83,204.05
204.18,206.16,207.39,201.44
205.18,204.60,205.42,202.61
204.40,205.79,207.30,203.41
206.03,207.73,208.36,205.35
207.91,207.13,209.63,206.81
207.20,204.83,208.65,204.83
204.89,212.93,213.43,204.32
213.16,211.02,213.16,208.95
208.54,208.08,212.23,207.25
208.00,211.11,211.72,206.04
210.62,210.30,213.71,209.03
210.12,209.64,210.75,207.76
209.34,207.39,210.57,207.25
207.79,206.27,208.23,204.00
207.20,208.62,208.93,205.13
209.12,206.00,209.87,206.00
206.71,210.11,210.50,206.57
208.22,211.36,211.66,205.25
218.24,217.25,219.22,214.23
217.19,216.62,219.38,216.27
218.82,216.65,218.85,215.00
215.98,215.00,216.94,211.16
215.50,215.70,218.60,214.37
215.60,212.47,216.30,211.29
216.39,213.27,217.60,208.02
212.87,212.58,215.67,212.28
213.08,214.49,215.49,210.20
215.04,214.58,215.76,213.37
213.02,211.81,215.00,211.60
210.96,214.13,214.93,210.96
213.64,213.46,215.10,211.33
212.87,210.63,214.00,208.07
210.34,217.33,218.00,209.30
216.94,215.02,216.94,213.22
213.64,210.66,215.24,210.04
211.87,210.74,213.61,209.56
210.73,210.13,211.04,208.30
209.75,212.01,212.12,208.64
211.49,207.67,212.70,206.03
206.11,206.65,209.18,205.42
206.07,207.18,208.49,205.97
208.60,211.13,211.53,207.17
210.48,212.13,212.77,210.48
212.93,214.49,215.11,212.54
215.01,215.19,215.72,213.11
216.35,217.49,217.81,215.83
217.68,218.52,218.92,217.50
219.24,219.15,219.79,217.80
218.74,219.43,221.44,218.59
219.42,221.25,221.31,218.88
220.93,218.83,220.93,218.83
218.59,218.70,219.79,215.55
218.70,216.49,219.55,216.27
215.93,218.82,219.77,214.63
218.53,218.69,219.90,217.08
217.96,213.23,217.97,213.09
214.38,211.92,215.88,211.49
211.44,215.32,215.41,210.72
216.47,214.37,216.47,214.04
213.06,212.91,213.80,210.16
213.21,211.87,213.45,210.25
212.33,214.81,215.58,212.00
215.36,213.56,215.39,212.27
213.77,212.22,214.63,211.91
212.90,213.17,213.59,211.34
210.00,211.64,215.61,209.12
210.10,207.46,211.02,207.20
207.89,209.53,210.64,207.77
211.34,212.47,212.59,209.82
212.30,211.94,212.75,211.31
212.43,207.85,212.75,207.25
206.58,208.26,208.87,206.53
207.43,210.22,210.85,207.22
210.43,207.42,211.15,206.80
208.87,210.26,211.64,208.00
210.26,212.33,213.79,209.45
212.40,212.88,214.93,211.66
213.88,211.00,214.98,210.37
212.86,215.32,215.77,211.85
214.60,208.59,214.94,208.23
208.59,208.71,209.89,207.62
208.94,206.70,210.00,205.42
210.85,210.04,213.00,209.93
210.04,209.95,210.14,207.80
211.51,215.54,215.97,211.08
216.50,216.99,217.25,213.81
212.51,207.61,213.70,206.08
216.66,214.54,217.87,210.25
214.54,221.63,224.15,214.41
221.63,219.32,222.34,217.65
219.92,221.38,221.97,218.63
221.19,215.78,221.19,215.75
215.95,214.83,216.28,214.42
215.05,214.68,216.67,213.78
216.08,219.07,219.96,215.65
218.24,218.23,219.37,216.92
218.95,219.20,221.06,217.29
219.99,219.00,220.17,217.55
219.01,221.70,222.46,218.87
221.18,221.24,224.14,220.98
221.38,220.79,223.28,220.05
220.00,218.73,220.93,218.55
218.69,216.24,219.17,215.16
217.93,218.57,219.49,215.48
217.49,216.07,218.17,215.54
215.86,218.41,219.34,215.46
219.46,217.99,219.46,217.45
217.95,215.90,219.04,215.67
215.08,218.42,218.85,215.08
218.77,217.44,218.77,215.75
217.56,220.28,221.50,217.39
220.53,217.71,220.99,217.47
217.00,217.15,219.15,216.04
218.17,215.59,218.95,214.56
215.80,217.26,217.43,215.02
217.25,216.28,217.71,216.03
216.96,216.39,217.77,215.35
215.48,211.02,216.08,210.82
210.00,207.92,210.37,207.74
207.91,210.26,211.64,207.71
209.88,207.92,210.71,206.64
207.33,203.33,207.69,202.45
202.77,204.36,206.05,202.37
204.59,200.12,205.00,199.95
204.55,201.08,204.55,198.38
201.21,197.58,201.88,196.51
198.00,197.68,198.73,195.58
198.31,198.34,199.76,197.91
197.69,199.02,200.07,197.48
198.01,195.39,198.71,195.18
195.65,193.51,195.65,191.75
193.50,192.18,193.51,189.10
192.08,192.30,194.62,191.77
194.01,194.72,195.82,192.00
193.94,191.85,194.13,191.46
193.16,192.67,195.20,191.51
192.78,192.20,193.31,190.87
191.90,190.13,191.92,189.92
190.07,189.28,190.66,187.86
192.58,192.73,194.99,191.96
192.24,188.79,192.81,188.63
188.70,190.43,191.66,188.23
189.28,190.82,192.31,189.13
191.02,191.31,192.91,190.32
191.40,191.19,192.56,189.95
193.09,192.21,194.19,191.92
192.50,196.34,196.59,192.50
195.83,195.32,196.98,194.73
195.79,196.86,197.67,194.01
197.29,198.62,200.16,197.29
196.85,194.56,197.00,191.57
203.99,191.11,204.51,190.03
191.90,189.42,191.90,185.80
189.31,194.26,194.36,189.06
193.81,190.76,195.01,190.55
191.48,192.42,193.45,190.68
192.66,192.69,193.80,191.21
192.44,190.91,193.46,190.56
190.63,186.74,191.62,186.54
188.76,190.03,190.90,188.06
189.09,188.28,190.10,187.76
186.00,196.62,197.99,185.69
197.08,196.67,201.19,196.62
196.30,202.12,202.43,196.00
203.45,209.38,210.91,203.45
207.60,208.76,209.48,205.13
208.00,206.96,208.74,205.40
206.30,210.52,211.35,205.49
210.00,209.47,210.74,208.30
209.11,212.83,212.86,209.05
212.28,215.19,215.31,211.59
215.49,217.90,218.00,215.34
217.39,217.16,217.39,215.64
213.39,212.19,214.88,212.06
213.20,211.84,213.97,211.17
212.61,212.11,213.16,210.39
211.63,213.69,214.25,210.40
212.76,213.67,214.56,212.01
214.69,213.51,215.74,212.19
