TGC,Tengasco,NASDAQ
0.54,0.54,0.55,0.53
0.55,0.54,0.55,0.53
0.56,0.55,0.56,0.54
0.53,0.53,0.55,0.53
0.53,0.55,0.55,0.53
0.53,0.53,0.54,0.53
0.53,0.53,0.54,0.53
0.53,0.52,0.54,0.52
0.52,0.48,0.52,0.45
0.50,0.50,0.51,0.49
0.49,0.50,0.51,0.49
0.49,0.51,0.51,0.49
0.51,0.51,0.52,0.50
0.52,0.51,0.52,0.50
0.52,0.53,0.54,0.52
0.54,0.53,0.54,0.51
0.51,0.51,0.53,0.51
0.51,0.52,0.54,0.51
0.52,0.53,0.53,0.52
0.53,0.53,0.53,0.51
0.53,0.55,0.57,0.52
0.55,0.56,0.58,0.52
0.54,0.54,0.56,0.53
0.53,0.53,0.56,0.53
0.53,0.52,0.54,0.52
0.53,0.52,0.54,0.52
0.52,0.53,0.54,0.51
0.52,0.52,0.56,0.51
0.52,0.53,0.53,0.52
0.53,0.51,0.53,0.51
0.51,0.53,0.53,0.50
0.52,0.52,0.53,0.51
0.51,0.53,0.53,0.51
0.51,0.53,0.53,0.51
0.53,0.51,0.53,0.51
0.51,0.52,0.52,0.50
0.52,0.51,0.52,0.51
0.51,0.50,0.51,0.49
0.50,0.50,0.51,0.50
0.50,0.51,0.51,0.50
0.50,0.50,0.51,0.50
0.50,0.49,0.51,0.49
0.48,0.47,0.49,0.47
0.48,0.47,0.48,0.47
0.47,0.47,0.48,0.47
0.48,0.47,0.50,0.47
0.47,0.46,0.48,0.43
0.45,0.40,0.46,0.39
0.40,0.38,0.40,0.36
0.39,0.42,0.43,0.38
0.43,0.40,0.43,0.40
0.42,0.39,0.42,0.39
0.39,0.40,0.41,0.39
0.41,0.39,0.41,0.37
0.37,0.36,0.38,0.36
0.36,0.36,0.38,0.35
0.37,0.39,0.39,0.37
0.39,0.40,0.41,0.39
0.41,0.41,0.43,0.40
0.39,0.44,0.44,0.39
0.45,0.43,0.45,0.40
0.40,0.40,0.42,0.40
0.40,0.41,0.41,0.40
0.40,0.41,0.42,0.40
0.40,0.42,0.42,0.40
0.42,0.45,0.45,0.41
0.47,0.42,0.47,0.41
0.44,0.43,0.44,0.42
0.42,0.45,0.45,0.42
0.45,0.45,0.45,0.44
0.45,0.43,0.45,0.42
0.42,0.42,0.44,0.42
0.42,0.41,0.42,0.41
0.41,0.42,0.43,0.41
0.42,0.41,0.42,0.40
0.40,0.42,0.42,0.40
0.41,0.41,0.42,0.41
0.41,0.41,0.41,0.41
0.40,0.40,0.41,0.38
0.38,0.38,0.40,0.38
0.38,0.39,0.41,0.38
0.38,0.40,0.40,0.38
0.41,0.38,0.41,0.37
0.38,0.39,0.40,0.38
0.39,0.41,0.41,0.38
0.39,0.42,0.43,0.39
0.39,0.45,0.45,0.39
0.43,0.43,0.45,0.43
0.41,0.41,0.43,0.41
0.44,0.44,0.45,0.43
0.42,0.42,0.43,0.42
0.42,0.43,0.44,0.42
0.42,0.45,0.45,0.42
0.45,0.45,0.45,0.42
0.45,0.44,0.45,0.43
0.45,0.43,0.45,0.43
0.42,0.41,0.44,0.41
0.41,0.41,0.41,0.41
0.41,0.42,0.43,0.41
0.41,0.41,0.42,0.41
0.41,0.41,0.42,0.41
0.41,0.43,0.43,0.40
0.42,0.42,0.44,0.42
0.42,0.45,0.45,0.42
0.45,0.42,0.45,0.41
0.42,0.41,0.42,0.41
0.41,0.41,0.42,0.41
0.42,0.45,0.46,0.41
0.45,0.46,0.46,0.43
0.46,0.45,0.46,0.45
0.44,0.46,0.46,0.43
0.44,0.47,0.47,0.44
0.47,0.46,0.47,0.44
0.45,0.45,0.47,0.44
0.42,0.44,0.46,0.42
0.43,0.45,0.45,0.43
0.43,0.45,0.45,0.43
0.45,0.45,0.47,0.44
0.45,0.44,0.48,0.41
0.42,0.41,0.43,0.41
0.41,0.41,0.42,0.41
0.41,0.40,0.41,0.40
0.40,0.39,0.40,0.39
0.39,0.39,0.41,0.39
0.41,0.38,0.41,0.38
0.39,0.39,0.40,0.38
0.39,0.39,0.40,0.39
0.39,0.38,0.39,0.38
0.38,0.38,0.40,0.38
0.40,0.39,0.40,0.38
0.38,0.40,0.40,0.38
0.39,0.40,0.40,0.39
0.40,0.40,0.40,0.39
0.39,0.40,0.40,0.39
0.39,0.39,0.40,0.39
0.39,0.39,0.41,0.38
0.38,0.41,0.41,0.38
0.41,0.42,0.42,0.40
0.41,0.39,0.42,0.39
0.40,0.39,0.40,0.39
0.40,0.39,0.40,0.39
0.39,0.40,0.40,0.39
0.40,0.39,0.42,0.39
0.39,0.41,0.42,0.39
0.37,0.44,0.44,0.37
0.40,0.49,0.50,0.40
0.50,0.48,0.54,0.48
0.47,0.48,0.49,0.47
0.46,0.44,0.54,0.44
0.44,0.46,0.50,0.44
0.48,0.48,0.48,0.45
0.45,0.46,0.47,0.45
0.47,0.43,0.47,0.42
0.45,0.43,0.45,0.41
0.43,0.46,0.47,0.42
0.43,0.43,0.46,0.42
0.41,0.43,0.44,0.41
0.42,0.41,0.42,0.41
0.41,0.40,0.43,0.40
0.41,0.41,0.41,0.38
0.39,0.41,0.43,0.39
0.44,0.41,0.44,0.41
0.44,0.42,0.44,0.41
0.41,0.42,0.43,0.41
0.43,0.43,0.44,0.43
0.43,0.46,0.46,0.43
0.46,0.45,0.46,0.43
0.45,0.44,0.46,0.44
0.45,0.43,0.46,0.42
0.43,0.44,0.45,0.43
0.43,0.45,0.46,0.43
0.44,0.44,0.45,0.43
0.45,0.45,0.46,0.44
0.45,0.44,0.45,0.43
0.45,0.44,0.45,0.43
0.43,0.41,0.44,0.41
0.42,0.42,0.44,0.42
0.44,0.42,0.44,0.42
0.41,0.44,0.44,0.41
0.43,0.43,0.44,0.42
0.42,0.42,0.43,0.41
0.41,0.48,0.51,0.41
0.48,0.44,0.50,0.44
0.48,0.46,0.48,0.44
0.45,0.46,0.46,0.44
0.48,0.45,0.48,0.44
0.44,0.44,0.47,0.44
0.44,0.47,0.50,0.44
0.49,0.46,0.49,0.46
0.47,0.49,0.51,0.45
0.49,0.54,0.54,0.47
0.55,0.48,0.57,0.47
0.50,0.48,0.51,0.47
0.47,0.46,0.50,0.46
0.47,0.49,0.50,0.46
0.49,0.50,0.50,0.49
0.52,0.51,0.53,0.47
0.50,0.48,0.51,0.46
0.47,0.48,0.48,0.47
0.50,0.49,0.50,0.47
0.49,0.48,0.50,0.48
0.48,0.49,0.50,0.46
0.49,0.49,0.49,0.48
0.48,0.51,0.51,0.48
0.51,0.52,0.52,0.49
0.51,0.50,0.52,0.49
0.50,0.50,0.52,0.49
0.50,0.50,0.51,0.49
0.50,0.51,0.52,0.50
0.52,0.51,0.52,0.49
0.51,0.52,0.52,0.50
0.51,0.50,0.52,0.49
0.49,0.47,0.52,0.46
0.47,0.48,0.48,0.46
0.46,0.47,0.48,0.46
0.47,0.46,0.47,0.44
0.46,0.43,0.46,0.43
0.44,0.47,0.49,0.44
0.49,0.47,0.49,0.47
0.46,0.50,0.50,0.46
0.50,0.49,0.50,0.49
0.50,0.50,0.50,0.48
0.49,0.49,0.50,0.49
0.50,0.49,0.50,0.48
0.49,0.47,0.49,0.47
0.47,0.46,0.48,0.45
0.46,0.46,0.47,0.45
0.46,0.44,0.46,0.44
0.43,0.45,0.46,0.43
0.44,0.44,0.46,0.43
0.44,0.45,0.45,0.43
0.45,0.45,0.45,0.44
0.44,0.44,0.44,0.43
0.44,0.45,0.48,0.44
0.47,0.45,0.47,0.44
0.44,0.44,0.45,0.42
0.43,0.42,0.45,0.41
0.44,0.42,0.44,0.41
0.42,0.44,0.44,0.42
0.44,0.44,0.45,0.44
0.44,0.44,0.45,0.42
0.43,0.45,0.45,0.43
0.44,0.44,0.45,0.42
0.42,0.43,0.45,0.42
0.42,0.44,0.44,0.42
0.43,0.43,0.43,0.42
0.42,0.42,0.43,0.41
0.43,0.44,0.45,0.42
0.45,0.47,0.47,0.44
0.47,0.48,0.49,0.44
0.48,0.45,0.48,0.45
0.48,0.46,0.48,0.44
0.45,0.46,0.49,0.45
0.46,0.48,0.48,0.45
0.48,0.50,0.52,0.45
0.50,0.47,0.50,0.47
0.49,0.47,0.49,0.46
0.48,0.47,0.48,0.46
0.48,0.45,0.48,0.45
0.45,0.44,0.46,0.44
0.44,0.45,0.45,0.44
0.45,0.45,0.46,0.45
0.44,0.44,0.45,0.44
0.45,0.45,0.46,0.44
0.45,0.45,0.45,0.44
0.45,0.44,0.45,0.44
0.44,0.45,0.45,0.44
0.44,0.44,0.45,0.43
0.44,0.44,0.45,0.44
0.45,0.44,0.45,0.43
0.43,0.44,0.44,0.43
0.45,0.45,0.46,0.44
0.45,0.47,0.47,0.44
0.47,0.46,0.48,0.45
0.48,0.47,0.48,0.46
0.47,0.47,0.47,0.46
0.46,0.46,0.47,0.45
0.44,0.46,0.46,0.44
0.47,0.44,0.47,0.44
0.44,0.44,0.45,0.44
0.47,0.44,0.47,0.44
0.44,0.45,0.45,0.44
0.44,0.46,0.46,0.43
0.43,0.43,0.43,0.41
0.43,0.43,0.43,0.42
0.43,0.43,0.45,0.42
0.42,0.43,0.44,0.42
0.41,0.44,0.44,0.41
0.45,0.46,0.46,0.44
0.43,0.46,0.46,0.43
0.43,0.43,0.44,0.43
0.41,0.43,0.44,0.41
0.43,0.41,0.43,0.40
0.41,0.42,0.45,0.40
0.41,0.42,0.44,0.40
0.41,0.43,0.44,0.41
0.42,0.43,0.44,0.42
0.42,0.42,0.43,0.41
0.42,0.44,0.44,0.41
0.43,0.42,0.43,0.41
0.42,0.43,0.43,0.42
0.43,0.42,0.46,0.41
0.41,0.42,0.44,0.41
0.40,0.43,0.45,0.40
0.45,0.45,0.45,0.42
0.44,0.46,0.48,0.43
0.47,0.47,0.47,0.47
0.47,0.48,0.48,0.43
0.48,0.48,0.48,0.46
0.44,0.46,0.48,0.43
0.47,0.47,0.48,0.44
0.48,0.43,0.48,0.43
0.43,0.47,0.47,0.43
0.47,0.47,0.47,0.46
0.47,0.47,0.48,0.46
0.46,0.45,0.48,0.44
0.45,0.44,0.48,0.44
0.44,0.48,0.49,0.44
0.47,0.47,0.50,0.46
0.45,0.48,0.50,0.45
0.48,0.50,0.50,0.47
0.49,0.49,0.50,0.48
0.48,0.48,0.49,0.47
0.47,0.47,0.48,0.45
0.47,0.44,0.47,0.44
0.44,0.47,0.48,0.44
0.46,0.46,0.46,0.44
0.46,0.49,0.49,0.44
0.48,0.49,0.50,0.48
0.49,0.47,0.50,0.47
0.47,0.46,0.49,0.46
0.47,0.50,0.50,0.45
0.48,0.48,0.51,0.48
0.48,0.50,0.50,0.48
0.48,0.47,0.48,0.46
0.47,0.48,0.48,0.46
0.48,0.45,0.50,0.45
0.49,0.47,0.49,0.46
0.48,0.47,0.48,0.46
0.48,0.46,0.49,0.46
0.47,0.46,0.47,0.46
0.47,0.45,0.47,0.45
0.45,0.45,0.46,0.45
0.45,0.44,0.45,0.43
0.43,0.45,0.45,0.43
0.46,0.44,0.46,0.43
0.44,0.43,0.44,0.38
0.43,0.43,0.44,0.42
0.43,0.42,0.44,0.40
0.42,0.42,0.45,0.42
0.46,0.45,0.46,0.44
0.45,0.44,0.45,0.42
0.42,0.43,0.44,0.42
0.44,0.43,0.44,0.43
0.43,0.45,0.47,0.42
0.45,0.43,0.45,0.43
0.43,0.43,0.45,0.42
0.43,0.40,0.43,0.40
0.40,0.41,0.43,0.40
0.43,0.41,0.43,0.41
0.40,0.41,0.42,0.40
0.42,0.42,0.43,0.42
0.43,0.43,0.43,0.42
0.43,0.41,0.43,0.41
0.41,0.42,0.43,0.41
0.41,0.42,0.42,0.41
0.42,0.42,0.43,0.42
0.41,0.41,0.43,0.41
0.41,0.41,0.42,0.41
0.41,0.40,0.41,0.40
0.40,0.41,0.41,0.40
0.40,0.41,0.41,0.40
0.41,0.40,0.41,0.40
0.40,0.37,0.40,0.37
0.37,0.33,0.38,0.32
0.32,0.31,0.33,0.28
0.31,0.25,0.31,0.25
0.25,0.29,0.30,0.25
0.28,0.29,0.29,0.27
0.27,0.26,0.30,0.25
0.26,0.26,0.29,0.26
0.28,0.28,0.28,0.26
0.27,0.28,0.29,0.27
0.31,0.28,0.31,0.28
0.27,0.27,0.28,0.26
0.25,0.28,0.28,0.25
0.25,0.27,0.27,0.25
0.26,0.26,0.26,0.25
0.25,0.25,0.27,0.25
0.26,0.26,0.27,0.25
0.27,0.27,0.28,0.27
0.29,0.28,0.29,0.27
0.29,0.28,0.29,0.28
0.30,0.25,0.30,0.25
0.28,0.28,0.28,0.26
0.25,0.26,0.28,0.25
0.28,0.28,0.28,0.26
0.28,0.28,0.28,0.26
0.26,0.29,0.29,0.26
0.29,0.27,0.29,0.27
0.26,0.27,0.29,0.26
0.26,0.26,0.27,0.25
0.28,0.27,0.28,0.26
0.26,0.28,0.28,0.25
0.27,0.27,0.28,0.25
0.27,0.27,0.27,0.26
0.26,0.27,0.27,0.25
0.26,0.26,0.26,0.25
0.27,0.25,0.27,0.25
0.27,0.28,0.30,0.26
0.27,0.28,0.28,0.26
0.27,0.28,0.28,0.26
0.26,0.27,0.28,0.26
0.28,0.28,0.32,0.27
0.27,0.27,0.28,0.27
0.28,0.29,0.31,0.27
0.30,0.28,0.30,0.27
0.29,0.28,0.29,0.27
0.29,0.28,0.29,0.28
0.30,0.28,0.30,0.27
0.27,0.27,0.28,0.26
0.26,0.28,0.28,0.26
0.28,0.26,0.28,0.26
0.27,0.26,0.28,0.26
0.26,0.28,0.28,0.26
0.28,0.27,0.28,0.26
0.27,0.27,0.27,0.26
0.26,0.27,0.28,0.26
0.26,0.27,0.27,0.26
0.28,0.27,0.28,0.26
0.26,0.27,0.27,0.26
0.27,0.27,0.27,0.26
0.26,0.25,0.27,0.25
0.25,0.23,0.26,0.23
0.24,0.23,0.25,0.23
0.24,0.23,0.24,0.23
0.23,0.23,0.24,0.23
0.23,0.24,0.24,0.23
0.24,0.24,0.25,0.23
0.23,0.23,0.25,0.23
0.25,0.24,0.25,0.23
0.24,0.25,0.26,0.23
0.23,0.24,0.25,0.23
0.25,0.23,0.25,0.23
0.23,0.23,0.25,0.23
0.23,0.23,0.23,0.23
0.24,0.24,0.24,0.23
0.24,0.24,0.24,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.24,0.23
0.23,0.23,0.24,0.23
0.23,0.23,0.24,0.23
0.23,0.23,0.24,0.23
0.23,0.23,0.24,0.23
0.23,0.24,0.24,0.23
0.25,0.24,0.25,0.23
0.23,0.24,0.25,0.23
0.25,0.27,0.27,0.23
0.26,0.26,0.27,0.26
0.26,0.26,0.26,0.25
0.25,0.24,0.25,0.23
0.23,0.23,0.24,0.23
0.23,0.25,0.25,0.23
0.24,0.23,0.24,0.23
0.23,0.23,0.24,0.23
0.24,0.23,0.25,0.23
0.23,0.25,0.25,0.23
0.25,0.24,0.25,0.23
0.25,0.24,0.25,0.23
0.24,0.26,0.26,0.23
0.23,0.25,0.27,0.23
0.25,0.27,0.27,0.24
0.25,0.27,0.27,0.25
0.24,0.25,0.26,0.24
0.26,0.25,0.28,0.24
0.25,0.26,0.26,0.25
0.26,0.27,0.28,0.26
0.26,0.27,0.27,0.26
0.26,0.26,0.27,0.25
0.26,0.26,0.27,0.26
0.26,0.26,0.27,0.26
0.26,0.26,0.27,0.26
0.27,0.27,0.27,0.26
0.26,0.26,0.27,0.26
0.26,0.27,0.27,0.26
0.27,0.26,0.27,0.26
0.25,0.25,0.27,0.25
0.25,0.25,0.25,0.24
0.25,0.24,0.25,0.24
0.26,0.26,0.26,0.26
0.24,0.25,0.25,0.24
0.25,0.24,0.25,0.24
0.26,0.24,0.26,0.24
0.25,0.24,0.25,0.24
0.24,0.24,0.24,0.24
0.24,0.24,0.25,0.24
0.24,0.24,0.26,0.24
0.26,0.25,0.26,0.24
0.24,0.25,0.25,0.24
0.24,0.24,0.24,0.24
0.25,0.24,0.25,0.24
0.25,0.24,0.25,0.24
0.25,0.24,0.25,0.24
0.23,0.25,0.25,0.23
0.24,0.24,0.25,0.23
0.23,0.24,0.24,0.22
0.24,0.23,0.24,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.25,0.23
0.24,0.26,0.26,0.24
0.25,0.27,0.27,0.25
0.27,0.27,0.27,0.25
0.26,0.26,0.26,0.26
0.26,0.25,0.26,0.25
0.25,0.26,0.27,0.25
0.25,0.25,0.26,0.25
0.25,0.26,0.26,0.25
0.25,0.25,0.26,0.25
0.25,0.26,0.26,0.25
0.26,0.26,0.26,0.25
0.25,0.25,0.26,0.24
0.25,0.24,0.25,0.24
0.25,0.24,0.25,0.24
0.24,0.24,0.25,0.24
0.24,0.24,0.25,0.24
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.23,0.22,0.23,0.21
0.22,0.22,0.23,0.22
0.22,0.22,0.23,0.22
0.21,0.21,0.22,0.21
0.21,0.21,0.23,0.21
0.22,0.21,0.22,0.19
0.21,0.22,0.22,0.21
0.21,0.21,0.21,0.21
0.21,0.18,0.21,0.15
0.19,0.18,0.21,0.17
0.18,0.20,0.21,0.18
0.20,0.22,0.23,0.20
0.22,0.22,0.22,0.20
0.22,0.22,0.22,0.22
0.23,0.23,0.23,0.20
0.22,0.20,0.22,0.20
0.23,0.23,0.23,0.21
0.22,0.22,0.22,0.20
0.22,0.22,0.22,0.20
0.21,0.22,0.22,0.21
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.21,0.22,0.23,0.21
0.22,0.21,0.22,0.21
0.22,0.23,0.23,0.22
0.22,0.21,0.23,0.21
0.22,0.21,0.22,0.19
0.21,0.22,0.22,0.21
0.21,0.21,0.23,0.20
0.22,0.21,0.22,0.20
0.20,0.23,0.23,0.20
0.24,0.22,0.24,0.20
0.20,0.20,0.21,0.20
0.24,0.21,0.24,0.21
0.21,0.22,0.23,0.21
0.24,0.21,0.24,0.21
0.21,0.21,0.23,0.21
0.22,0.21,0.22,0.21
0.22,0.22,0.22,0.21
0.21,0.58,0.58,0.20
0.31,0.26,0.31,0.25
0.28,0.24,0.28,0.22
0.24,0.22,0.25,0.22
0.22,0.25,0.25,0.22
0.25,0.25,0.26,0.22
0.25,0.24,0.25,0.23
0.22,0.22,0.25,0.22
0.22,0.23,0.24,0.22
0.24,0.22,0.24,0.22
0.22,0.22,0.23,0.22
0.22,0.24,0.26,0.22
0.24,0.25,0.26,0.24
0.25,0.26,0.29,0.24
0.26,0.26,0.28,0.26
0.28,0.27,0.28,0.26
0.26,0.25,0.27,0.25
0.26,0.26,0.28,0.26
0.26,0.23,0.26,0.22
0.23,0.25,0.25,0.23
0.25,0.27,0.27,0.24
0.26,0.24,0.26,0.24
0.24,0.24,0.25,0.23
0.25,0.23,0.25,0.23
0.24,0.22,0.24,0.22
0.22,0.27,0.27,0.20
0.25,0.25,0.25,0.25
0.25,0.23,0.25,0.23
0.23,0.22,0.23,0.22
0.22,0.22,0.23,0.22
0.24,0.23,0.25,0.22
0.24,0.23,0.25,0.23
0.22,0.24,0.24,0.22
0.22,0.22,0.23,0.22
0.24,0.22,0.25,0.22
0.22,0.22,0.22,0.21
0.21,0.20,0.22,0.20
0.20,0.20,0.22,0.20
0.23,0.20,0.23,0.20
0.20,0.20,0.22,0.20
0.19,0.20,0.21,0.19
0.21,0.20,0.21,0.20
0.21,0.21,0.23,0.20
0.20,0.21,0.22,0.20
0.20,0.19,0.21,0.19
0.19,0.19,0.19,0.19
0.18,0.19,0.21,0.18
0.19,0.19,0.20,0.19
0.18,0.18,0.20,0.18
0.20,0.18,0.20,0.18
0.18,0.20,0.20,0.18
0.19,0.19,0.21,0.18
0.20,0.18,0.20,0.18
0.18,0.20,0.20,0.18
0.18,0.19,0.20,0.18
0.18,0.18,0.19,0.16
0.16,0.17,0.18,0.16
0.16,0.17,0.18,0.16
0.17,0.17,0.18,0.16
0.17,0.18,0.19,0.16
0.17,0.17,0.17,0.17
0.17,0.14,0.18,0.10
0.15,0.15,0.15,0.14
0.15,0.12,0.16,0.08
0.15,0.12,0.15,0.11
0.13,0.14,0.14,0.13
0.15,0.13,0.15,0.13
0.13,0.14,0.15,0.13
0.14,0.14,0.15,0.14
0.13,0.12,0.14,0.11
0.11,0.12,0.13,0.11
0.11,0.13,0.14,0.11
0.13,0.12,0.13,0.11
0.11,0.12,0.13,0.11
0.12,0.11,0.12,0.11
0.11,0.12,0.12,0.10
0.12,0.12,0.14,0.12
0.12,0.12,0.13,0.12
0.11,0.12,0.12,0.11
0.11,0.10,0.12,0.10
0.11,0.14,0.14,0.10
0.13,0.13,0.13,0.11
0.12,0.13,0.15,0.12
0.11,0.13,0.13,0.11
0.14,0.13,0.14,0.13
0.13,0.12,0.13,0.11
0.14,0.18,0.18,0.14
0.18,0.15,0.18,0.15
0.15,0.16,0.16,0.14
0.15,0.14,0.15,0.13
0.13,0.14,0.14,0.13
0.14,0.17,0.18,0.14
0.17,0.17,0.18,0.17
0.17,0.16,0.18,0.16
0.17,0.17,0.17,0.13
0.16,0.16,0.16,0.14
0.17,0.15,0.17,0.15
0.14,0.15,0.16,0.14
0.16,0.16,0.16,0.15
0.14,0.15,0.16,0.14
0.14,0.15,0.16,0.13
0.13,0.15,0.15,0.13
0.15,0.14,0.15,0.13
0.14,0.14,0.15,0.13
0.13,0.14,0.14,0.13
0.14,0.14,0.15,0.12
0.15,0.15,0.16,0.15
0.15,0.13,0.15,0.11
0.13,0.14,0.16,0.11
0.12,0.13,0.15,0.12
0.14,0.13,0.14,0.13
0.13,0.13,0.14,0.13
0.13,0.12,0.13,0.12
0.11,0.13,0.13,0.11
0.14,0.14,0.17,0.12
0.16,0.16,0.18,0.15
0.16,0.23,0.24,0.16
0.23,0.16,0.23,0.16
0.17,0.17,0.19,0.17
0.18,0.17,0.18,0.16
0.18,0.16,0.20,0.15
0.16,0.15,0.16,0.15
0.15,0.16,0.17,0.15
0.16,0.20,0.20,0.16
0.20,0.22,0.23,0.16
0.21,0.18,0.21,0.17
0.18,0.17,0.21,0.17
0.17,0.17,0.19,0.16
0.17,0.15,0.19,0.14
1.40,1.40,1.54,0.90
1.45,1.42,1.48,1.35
1.45,1.43,1.50,1.42
1.45,1.60,1.60,1.41
1.57,1.35,1.60,1.26
1.45,1.50,1.60,1.20
1.56,1.33,1.59,1.24
1.25,1.43,1.60,1.16
1.36,1.33,1.45,1.26
1.38,1.37,1.40,1.25
1.44,1.37,1.60,1.37
1.33,1.33,1.35,1.26
1.31,1.44,1.52,1.25
1.39,1.45,1.45,1.38
1.41,1.33,1.43,1.26
1.32,1.33,1.38,1.32
1.38,1.32,1.38,1.32
1.34,1.37,1.40,1.33
1.33,1.40,1.44,1.32
1.37,1.45,1.54,1.35
1.43,1.46,1.54,1.39
1.44,1.44,1.46,1.33
1.50,1.44,1.50,1.35
1.33,1.44,1.48,1.33
1.41,1.34,1.45,1.34
1.38,1.38,1.43,1.31
1.33,1.30,1.38,1.30
1.29,1.25,1.30,1.24
1.29,1.28,1.38,1.00
1.30,1.19,1.30,1.16
1.16,1.12,1.20,1.08
1.15,1.22,1.27,1.13
1.22,1.17,1.22,1.13
1.20,1.17,1.21,1.12
1.17,1.17,1.17,1.15
1.13,1.06,1.29,1.06
1.09,1.09,1.17,1.07
1.11,1.07,1.14,1.07
1.07,0.95,1.07,0.89
1.00,1.03,1.03,0.98
1.01,0.96,1.02,0.96
1.00,0.95,1.04,0.91
0.95,0.91,0.96,0.88
0.92,0.75,0.93,0.70
0.76,0.70,0.76,0.66
0.68,0.73,0.73,0.68
0.73,0.76,0.80,0.73
0.75,0.78,0.80,0.72
0.78,0.69,0.78,0.69
0.69,0.66,0.72,0.60
0.73,0.66,0.73,0.63
0.65,0.75,0.95,0.63
0.78,0.84,0.95,0.78
0.87,0.83,0.87,0.83
0.82,0.95,1.01,0.78
0.92,0.86,0.92,0.86
0.86,0.83,0.86,0.83
0.87,0.82,0.87,0.82
0.75,0.72,0.75,0.67
0.76,0.81,0.81,0.68
0.79,0.84,0.85,0.77
0.85,0.80,0.85,0.80
0.77,0.75,0.77,0.67
0.78,0.78,0.81,0.75
0.72,0.78,0.78,0.72
0.80,0.72,0.80,0.70
0.72,0.80,0.86,0.72
0.82,0.79,0.82,0.77
0.76,0.75,0.78,0.74
0.75,0.73,0.75,0.73
0.67,0.81,0.86,0.67
0.83,0.85,0.85,0.80
0.88,0.89,0.96,0.80
0.93,0.87,0.93,0.87
0.93,0.92,0.95,0.89
0.92,0.91,0.93,0.89
0.91,0.92,0.92,0.91
0.92,1.22,1.52,0.92
1.25,1.02,1.28,1.00
1.04,0.87,1.05,0.72
0.93,0.91,0.95,0.85
0.87,0.89,0.91,0.87
0.87,0.90,0.90,0.87
0.90,1.04,1.09,0.90
1.00,0.93,1.00,0.92
0.93,0.93,0.93,0.93
0.93,0.90,1.05,0.86
0.90,1.03,1.05,0.87
0.95,1.18,1.45,0.91
1.27,1.13,1.59,1.06
1.14,1.13,1.17,1.08
1.08,1.24,1.42,1.04
1.20,1.29,1.34,1.14
1.28,1.25,1.30,1.19
1.26,1.23,1.26,1.07
1.22,1.13,1.22,1.12
1.22,1.20,1.22,1.16
1.18,1.16,1.33,1.15
1.16,1.17,1.28,1.15
1.16,1.19,1.20,1.15
1.17,1.18,1.18,1.15
1.18,1.19,1.20,1.15
1.15,1.15,1.24,1.15
1.16,1.16,1.18,1.15
1.15,1.17,1.18,1.15
1.15,1.12,1.16,1.10
1.09,1.05,1.10,1.00
1.02,1.02,1.12,1.01
1.02,1.01,1.04,1.01
1.08,1.01,1.08,1.01
1.00,1.04,1.09,1.00
1.07,1.05,1.08,1.02
1.10,1.08,1.12,1.00
1.08,1.08,1.19,1.08
1.13,1.07,1.17,1.07
1.05,1.15,1.15,1.03
1.12,1.20,1.21,1.07
1.18,1.11,1.31,1.11
1.10,1.07,1.12,1.06
1.08,1.15,1.16,1.03
1.14,1.13,1.14,1.07
1.10,1.12,1.14,1.02
1.10,1.20,1.20,1.09
1.22,1.18,1.31,1.15
1.20,1.16,1.22,1.13
1.18,1.14,1.22,1.13
1.16,1.22,1.35,1.14
1.24,1.19,1.24,1.13
1.15,1.09,1.15,1.06
1.12,1.11,1.17,1.11
1.11,1.14,1.20,1.09
1.17,1.15,1.23,1.10
1.17,1.17,1.19,1.15
1.15,1.17,1.24,1.15
1.15,1.13,1.25,1.09
1.13,1.15,1.15,1.12
1.15,1.12,1.15,1.12
1.12,1.16,1.16,1.12
1.17,1.16,1.17,1.12
1.16,1.12,1.16,1.12
1.12,1.17,1.17,1.11
1.16,1.17,1.19,1.12
1.15,1.18,1.18,1.12
1.14,1.13,1.15,1.12
1.13,1.03,1.15,0.96
1.03,1.03,1.06,1.03
1.01,1.06,1.06,1.00
1.04,1.01,1.04,1.01
0.99,1.05,1.05,0.99
1.01,1.02,1.12,0.99
1.04,0.98,1.04,0.98
0.98,0.98,1.01,0.98
0.99,0.90,0.99,0.90
0.95,0.88,0.99,0.88
0.91,0.72,0.93,0.72
0.73,0.73,0.74,0.72
0.71,0.65,0.74,0.60
0.68,0.65,0.70,0.64
0.68,0.65,0.68,0.60
0.65,0.64,0.66,0.63
0.60,0.60,0.67,0.56
0.57,0.63,0.75,0.57
0.60,0.63,0.63,0.52
0.63,0.68,0.68,0.55
0.71,0.70,0.85,0.66
0.70,0.71,0.71,0.68
0.72,0.72,0.80,0.66
0.70,0.70,0.71,0.70
0.69,0.71,0.72,0.69
0.69,0.72,0.85,0.67
0.71,0.68,0.72,0.68
0.66,0.71,0.71,0.66
0.72,0.73,0.74,0.70
0.74,0.71,0.74,0.71
0.74,0.69,0.85,0.60
0.66,0.75,0.80,0.65
0.77,0.70,0.78,0.65
