TGC,Tengasco,NASDAQ
0.70,0.76,0.82,0.65
0.75,0.75,0.80,0.67
0.76,0.74,0.79,0.70
0.75,0.74,0.78,0.63
0.73,0.75,0.76,0.69
0.76,0.73,0.76,0.66
0.70,0.74,0.78,0.70
0.75,0.72,0.81,0.70
0.73,0.73,0.74,0.68
0.72,0.70,0.72,0.68
0.70,0.69,0.78,0.69
0.70,0.72,0.75,0.68
0.72,0.73,0.75,0.70
0.72,0.74,0.76,0.68
0.75,0.73,0.76,0.70
0.71,0.74,0.83,0.68
0.77,0.71,0.77,0.68
0.74,0.72,0.74,0.69
0.72,0.70,0.72,0.68
0.70,0.70,0.73,0.70
0.71,0.72,0.75,0.69
0.70,0.70,0.76,0.68
0.69,0.67,0.69,0.64
0.69,0.66,0.70,0.64
0.66,0.67,0.67,0.62
0.64,0.66,0.66,0.63
0.65,0.68,0.69,0.65
0.70,0.66,0.70,0.66
