UAA,Under Armour,NASDAQ
57.77,56.82,57.80,56.23
56.35,56.68,57.29,55.63
57.01,57.50,58.01,56.84
58.14,57.75,58.24,57.65
58.16,58.46,58.81,57.66
58.45,59.71,59.95,58.05
59.80,60.08,61.06,59.76
59.96,60.02,60.87,59.45
59.63,60.76,60.76,59.58
60.95,61.22,61.50,60.56
61.41,61.58,62.00,61.41
61.70,61.68,62.00,60.90
61.72,61.81,62.40,61.32
62.25,60.35,62.25,59.90
60.35,60.80,61.08,60.35
61.00,60.86,61.54,60.67
60.89,59.82,60.98,59.45
59.96,60.34,60.45,59.82
60.82,61.11,61.47,60.52
61.36,61.53,61.70,60.56
61.44,61.47,61.87,60.95
61.60,61.90,62.36,61.37
62.03,61.83,62.69,61.57
65.38,69.38,69.55,65.35
68.21,68.53,68.73,66.86
67.16,67.66,68.08,66.86
67.82,67.83,68.38,66.90
68.13,67.13,68.36,67.02
67.94,69.50,69.72,67.64
69.05,69.13,69.50,68.41
69.17,69.27,69.90,68.73
68.95,70.04,70.30,68.82
69.24,69.50,70.34,69.16
69.62,71.98,72.47,69.27
71.69,72.69,73.15,71.29
72.49,73.93,74.45,72.28
73.92,74.07,74.22,73.30
73.95,73.30,74.11,72.62
72.27,70.60,72.33,70.51
70.45,68.93,70.90,68.86
69.02,70.67,71.00,68.94
70.11,71.51,72.05,69.71
71.35,72.45,72.87,71.11
72.55,72.20,72.89,71.79
72.22,73.16,73.27,71.74
73.57,73.86,74.58,73.33
73.05,72.07,73.28,71.79
71.79,72.35,72.67,71.27
72.35,73.32,73.68,72.35
73.48,72.64,73.63,72.43
73.54,74.13,74.55,73.34
74.33,74.79,75.00,73.85
74.93,76.89,77.34,74.73
78.06,77.20,78.06,76.09
77.72,79.31,79.62,77.72
79.48,80.06,80.45,79.07
79.88,81.17,81.64,79.78
80.59,80.59,80.97,79.90
79.00,78.50,79.37,78.27
78.24,75.44,78.38,74.76
76.09,76.82,76.88,75.91
76.94,77.96,78.19,76.81
78.31,77.64,78.82,77.17
77.94,77.88,78.25,77.21
77.89,77.18,78.07,75.62
77.48,77.59,78.20,76.94
77.77,77.81,78.48,77.41
77.83,79.11,79.37,77.83
80.68,79.99,81.15,79.89
79.08,79.45,79.95,78.67
80.39,82.69,82.79,80.27
82.22,82.40,82.68,82.02
82.61,80.88,83.40,79.67
80.70,81.11,81.33,80.46
80.45,79.39,80.67,79.36
79.41,76.35,79.77,75.72
76.86,77.54,77.92,75.44
78.00,79.00,79.45,78.00
79.00,78.37,79.00,77.30
77.52,79.26,79.32,77.24
79.40,80.56,81.08,79.35
81.35,82.22,82.95,80.75
82.29,82.12,82.81,81.21
82.78,85.29,85.32,82.72
85.75,83.98,86.02,83.13
84.68,83.23,85.12,82.30
82.81,83.98,84.00,82.23
78.99,79.98,80.84,77.35
80.38,80.18,80.38,78.50
80.30,81.00,81.49,79.95
81.17,81.07,81.50,79.69
82.02,81.46,82.03,80.83
81.42,81.15,81.95,79.94
81.51,80.26,81.81,79.80
80.68,80.39,80.83,79.89
80.31,80.19,80.43,79.69
80.33,79.26,80.70,78.49
79.63,76.35,79.68,76.03
76.13,78.94,78.97,76.11
78.99,80.28,80.84,78.69
79.99,80.07,80.68,79.60
79.91,82.64,82.67,79.69
82.89,83.53,83.63,81.77
83.53,83.55,83.74,82.60
83.69,81.51,83.82,81.20
81.13,79.98,81.73,79.78
80.03,79.11,80.57,78.97
79.55,80.67,80.79,79.11
80.67,80.48,81.15,80.36
80.85,80.31,81.06,80.08
80.30,81.12,81.38,80.01
81.60,81.93,82.00,81.12
81.93,80.70,82.39,80.59
81.13,81.17,82.49,80.37
80.73,81.11,81.77,80.43
80.77,80.49,81.64,79.52
80.29,81.97,82.23,79.80
82.26,82.09,83.25,81.39
82.10,82.16,83.00,81.77
81.77,83.07,83.24,81.17
83.26,84.47,85.65,83.24
84.15,84.18,84.45,82.40
84.53,83.69,85.00,83.45
83.97,84.57,85.00,83.72
84.43,84.62,84.77,83.51
84.64,86.33,86.59,83.85
86.30,86.05,87.56,85.73
86.15,86.04,87.92,85.81
86.69,85.93,86.93,85.38
86.03,86.25,86.53,85.52
86.68,86.47,87.28,86.14
86.46,85.98,87.37,85.30
85.89,86.95,87.26,85.39
87.02,87.30,87.40,86.70
87.30,86.98,88.03,86.47
86.98,86.99,87.48,86.66
87.36,86.61,87.70,86.49
86.85,86.78,87.53,86.73
86.98,86.90,86.98,86.20
87.24,87.89,88.28,86.70
88.24,88.75,88.77,87.27
88.44,84.93,88.75,84.65
85.00,85.09,85.52,84.18
85.51,85.03,85.83,84.41
84.68,82.42,84.99,82.02
82.41,81.99,83.28,81.95
82.29,84.78,85.42,82.29
85.19,83.99,85.91,83.63
83.80,83.90,84.04,82.58
83.10,83.49,84.60,83.00
83.45,82.93,84.24,82.16
83.59,85.78,86.00,83.59
85.67,85.22,87.53,84.95
96.70,104.76,106.65,96.00
103.24,108.11,108.72,102.59
106.57,105.64,107.98,105.30
105.75,104.65,106.68,104.24
104.65,104.87,106.33,103.42
105.21,106.17,106.90,104.66
107.11,109.18,110.00,107.00
109.28,108.23,109.71,107.06
108.56,108.25,109.50,107.61
108.70,107.96,109.50,107.08
107.22,108.58,109.83,107.09
107.72,106.00,108.04,105.17
105.11,107.46,108.30,103.00
107.63,107.03,108.26,106.83
107.00,107.19,108.44,106.52
107.74,112.68,114.22,107.65
113.81,115.23,116.26,113.36
115.50,116.70,117.53,115.26
117.20,116.10,119.97,115.89
116.14,116.35,116.64,114.68
116.12,113.15,116.35,112.00
111.35,113.63,114.10,110.01
115.75,117.18,117.35,115.35
117.19,116.06,117.60,115.04
116.32,115.80,116.80,114.59
116.73,116.41,118.71,115.89
116.40,117.40,117.44,115.38
117.48,116.50,118.87,116.20
116.08,117.42,117.52,114.69
117.65,116.41,117.90,115.60
116.00,117.35,118.21,115.35
119.65,119.67,121.43,119.28
120.56,124.44,124.50,120.40
124.44,122.01,124.79,121.25
120.17,121.85,122.03,118.76
122.45,120.16,122.99,119.84
121.27,118.64,121.50,115.78
119.42,114.54,120.39,114.35
115.72,113.58,117.00,112.65
113.78,114.60,116.06,112.50
114.81,115.22,116.08,114.55
115.91,114.64,116.38,114.31
115.00,116.00,116.22,114.87
116.88,118.88,119.78,116.28
119.03,112.66,119.68,112.14
113.56,104.33,114.29,103.56
105.00,102.51,105.50,100.65
102.40,105.86,106.31,102.25
108.00,108.63,108.71,105.55
108.50,102.24,108.53,101.85
101.55,101.88,104.33,101.29
103.38,102.16,103.38,100.77
51.82,52.45,53.59,50.56
53.51,53.75,54.26,52.11
53.73,53.06,54.15,53.03
53.50,53.01,53.69,52.45
53.70,53.87,54.00,53.01
53.84,54.44,55.12,53.25
51.89,50.42,52.31,48.78
50.91,48.42,51.00,48.19
49.01,46.74,49.05,45.45
46.79,47.17,47.46,46.01
47.17,48.89,49.89,47.12
48.94,49.18,50.33,48.55
49.45,48.84,49.75,48.30
48.25,48.58,48.93,47.76
48.35,47.72,48.58,47.52
47.66,46.24,47.77,45.60
46.43,46.57,47.97,46.10
46.27,46.79,47.00,45.77
46.90,48.95,48.98,46.90
49.03,48.10,49.22,47.70
48.07,47.32,48.50,47.15
46.96,46.32,47.15,45.05
46.40,46.67,46.72,45.86
46.64,47.40,47.46,46.50
46.98,46.79,47.20,46.25
46.84,47.12,47.22,46.55
47.03,47.89,48.42,46.80
47.97,48.37,48.44,47.70
49.00,49.85,49.92,48.84
50.05,50.15,50.25,49.30
50.16,50.79,50.81,49.84
50.88,50.79,50.97,50.29
51.00,51.47,51.73,50.66
51.21,51.10,51.37,50.84
52.02,53.62,53.99,51.07
53.75,55.05,55.08,52.57
55.05,56.01,56.04,54.80
55.93,55.86,56.38,55.30
55.71,56.19,56.50,55.65
55.66,56.03,56.07,55.37
55.80,56.61,57.00,55.77
56.44,57.51,57.83,56.26
57.47,58.51,58.59,57.31
58.47,59.59,60.13,58.38
59.52,59.65,59.81,58.04
59.74,58.74,59.74,58.27
58.89,58.88,59.05,58.57
59.05,58.45,59.15,57.89
58.48,57.82,59.14,57.75
57.79,59.16,59.20,57.76
59.14,59.17,59.56,58.51
59.26,59.49,59.75,59.08
59.48,59.49,60.17,59.07
59.72,60.28,60.79,59.42
60.37,59.26,60.57,59.18
59.66,60.25,60.40,59.46
60.19,59.33,60.59,58.87
59.37,58.22,59.48,56.91
58.53,59.91,59.97,58.43
58.67,58.19,58.95,57.33
58.46,58.74,58.82,58.25
59.24,58.98,59.30,58.68
58.70,58.37,58.81,57.60
58.75,57.34,58.87,57.28
57.19,57.00,57.99,56.79
57.50,58.61,58.77,57.23
58.29,58.96,59.48,58.05
59.25,60.26,60.63,59.22
60.21,60.63,60.68,59.50
65.51,69.55,70.25,65.50
69.01,69.11,70.94,68.89
69.05,69.63,70.09,68.34
69.98,68.85,69.98,68.68
69.24,69.22,69.66,68.68
68.26,66.75,68.97,66.28
66.92,67.44,67.89,66.45
67.95,68.28,68.64,67.18
68.05,68.35,68.91,67.70
67.61,68.24,68.92,67.18
68.50,67.74,68.99,67.41
67.95,68.49,68.59,67.17
68.90,68.90,69.40,68.15
69.03,68.36,70.07,68.10
68.59,69.09,69.27,68.00
69.39,68.80,69.45,68.36
69.23,68.84,69.51,68.09
69.40,70.18,70.41,69.24
70.61,70.12,71.79,69.64
69.79,70.56,71.27,69.59
70.88,69.44,70.89,69.08
69.55,70.62,70.89,68.89
71.17,70.55,71.39,70.46
70.64,70.82,71.19,70.00
70.69,70.06,70.84,69.64
69.79,69.68,69.85,69.22
69.96,68.36,69.98,68.11
68.56,71.13,71.17,68.40
71.76,70.34,72.38,70.14
70.56,71.97,72.65,70.48
71.68,72.53,72.64,71.15
72.53,72.69,73.42,71.93
72.86,70.60,72.86,70.37
70.60,70.12,71.09,69.51
70.11,69.92,70.37,69.33
70.03,69.24,70.41,68.62
69.27,67.19,69.39,66.23
67.00,67.75,68.03,66.51
68.19,69.09,69.60,68.19
69.23,69.57,69.75,69.06
70.06,68.41,70.16,68.25
68.31,66.47,68.43,65.14
66.22,66.88,68.00,66.17
66.91,68.68,68.74,66.47
68.40,67.55,68.88,67.50
69.26,69.82,70.57,69.10
68.90,70.12,70.29,68.76
70.07,69.10,70.50,68.88
68.90,66.37,69.01,65.62
66.34,66.79,67.03,64.44
67.49,67.84,68.34,67.15
68.28,66.80,68.40,66.50
66.45,66.01,67.14,65.75
66.09,67.51,67.71,64.88
67.45,65.37,67.89,65.11
65.37,63.72,65.92,63.26
63.51,61.64,63.65,60.24
62.22,61.71,62.82,61.09
60.61,63.01,63.30,60.00
61.69,64.63,64.82,61.56
65.77,65.13,66.48,64.90
65.07,65.11,65.54,64.60
65.73,67.45,67.49,65.68
67.82,66.05,68.24,65.76
62.79,64.34,67.40,61.82
64.35,64.25,65.05,63.88
64.14,64.71,65.15,63.78
64.71,64.30,64.90,63.97
64.06,64.27,64.36,63.59
64.24,64.23,65.06,63.99
65.45,65.58,66.22,64.86
65.71,65.99,66.69,65.56
65.55,64.79,65.69,64.61
65.08,64.25,65.29,63.65
64.46,66.28,66.32,64.34
66.69,66.98,67.44,66.24
67.20,68.34,68.85,67.05
68.39,68.32,68.73,67.81
68.08,69.15,69.35,67.95
69.16,69.05,70.00,68.84
69.05,69.15,69.67,69.01
68.85,68.89,69.46,68.38
69.25,69.37,69.65,68.50
69.30,70.48,70.72,68.37
70.20,70.41,70.92,69.63
71.19,69.30,71.19,68.72
69.66,70.00,70.14,69.37
70.32,70.67,70.90,70.22
70.67,71.48,71.82,70.50
71.92,72.49,72.98,71.90
72.55,69.78,72.75,69.67
70.00,69.47,70.23,69.12
69.83,69.88,69.96,69.20
69.64,69.59,70.65,69.23
69.74,69.43,69.94,69.11
69.38,68.63,70.27,68.07
68.02,68.34,68.45,66.42
68.30,67.80,68.98,67.26
68.16,68.53,69.38,67.63
68.07,68.83,69.82,68.04
69.10,68.54,69.60,67.82
68.54,66.45,68.69,66.37
66.45,69.15,69.32,66.45
70.24,70.94,70.98,69.58
70.79,69.09,71.00,69.04
69.10,68.06,69.64,67.91
68.48,67.79,68.49,67.68
67.82,67.97,68.47,67.75
68.35,68.09,68.74,68.01
68.09,68.80,69.09,68.00
68.80,68.33,69.47,68.29
68.54,67.90,69.20,67.85
68.42,66.89,68.51,66.12
65.88,65.30,66.08,64.79
66.86,64.22,66.97,64.12
65.12,66.56,66.72,65.02
67.08,68.27,68.30,67.08
68.55,67.65,68.67,67.18
67.76,67.13,67.97,66.78
67.59,66.60,67.89,65.91
65.54,65.75,66.26,64.94
66.09,64.65,66.25,64.53
64.51,65.20,65.28,63.77
65.32,65.47,65.91,64.38
65.41,66.58,66.86,65.02
67.08,69.42,69.65,66.47
69.40,69.82,70.15,69.00
69.88,71.61,71.89,69.84
70.21,71.96,72.70,70.03
72.35,70.87,72.49,70.73
71.25,72.80,72.98,70.95
72.39,72.08,73.67,71.52
72.20,71.95,72.52,71.01
72.57,72.83,72.88,71.88
72.80,73.57,73.95,72.02
74.07,73.30,76.54,72.34
73.42,74.11,74.87,72.90
73.92,72.68,73.92,72.17
73.29,73.37,73.68,72.72
73.38,73.78,74.38,73.19
73.97,73.95,74.10,73.35
74.01,73.76,74.73,73.61
73.56,72.90,74.10,72.72
72.87,74.12,74.16,72.54
74.05,73.83,74.17,73.43
73.74,75.03,75.20,73.29
75.80,75.87,76.32,75.56
75.87,75.55,76.50,75.35
75.92,76.45,77.23,75.88
76.63,77.01,77.28,76.54
77.00,77.01,77.15,76.56
76.99,77.04,77.49,76.62
77.07,76.44,77.07,76.03
76.01,75.51,76.25,75.11
75.59,75.79,76.32,75.51
75.79,74.80,76.32,74.54
74.84,75.80,75.91,74.69
75.03,74.60,75.30,74.50
74.69,74.61,75.33,74.40
75.10,76.69,76.85,74.75
76.49,76.05,77.19,75.44
76.38,77.29,77.30,76.10
77.20,78.81,78.93,77.00
78.48,80.03,80.46,78.01
80.02,81.01,81.16,79.89
82.07,81.43,82.34,81.04
81.79,81.84,82.67,81.33
81.65,81.50,81.91,81.06
81.39,79.45,81.50,79.44
79.08,78.63,79.44,77.52
79.60,79.70,79.87,78.80
80.40,79.91,80.87,79.85
80.59,80.75,81.79,80.46
80.63,78.80,80.63,78.08
78.90,79.41,79.92,78.84
79.05,80.25,80.49,78.53
80.41,80.84,81.62,80.41
81.27,82.72,82.80,81.14
82.95,84.19,84.44,82.85
84.30,83.75,84.49,83.25
85.31,85.11,85.94,84.32
85.51,84.01,85.68,83.34
84.49,84.21,84.87,83.73
84.50,85.71,85.78,84.35
85.25,85.14,85.50,84.37
86.30,87.76,88.15,85.80
85.78,83.52,85.78,83.18
84.01,82.27,84.05,81.53
82.13,83.26,84.10,82.07
83.56,82.56,83.56,82.36
82.84,81.45,83.03,81.30
81.00,80.49,81.16,79.64
79.95,78.90,80.02,78.16
78.90,77.55,79.29,77.06
77.81,77.96,78.38,77.51
78.11,77.11,78.39,76.80
76.90,77.08,77.57,76.34
77.12,76.74,77.40,76.15
77.00,77.76,78.35,76.83
78.74,79.08,79.69,78.45
79.02,78.26,79.44,78.21
77.60,77.92,78.29,77.05
77.91,77.37,78.17,76.88
77.68,78.09,78.38,76.51
78.23,77.82,78.44,77.64
77.92,78.86,79.06,77.82
79.01,78.58,79.39,78.43
78.73,78.59,78.85,77.66
78.59,78.20,78.79,77.70
78.15,78.47,78.93,78.02
78.15,77.72,78.44,77.61
77.56,76.92,77.70,76.67
76.92,78.38,78.43,76.61
78.51,78.41,78.89,77.81
78.58,78.62,78.94,77.70
78.55,77.90,78.73,77.79
78.28,78.38,78.60,77.85
77.90,78.04,78.59,77.55
79.40,81.84,82.00,79.16
81.70,80.96,82.13,80.91
80.94,80.67,81.15,79.63
81.09,81.56,81.85,80.54
81.29,81.26,82.15,80.91
80.68,81.29,81.62,80.62
80.77,81.19,81.60,80.40
81.38,82.78,82.79,81.21
83.06,82.64,83.06,82.05
82.69,83.70,83.93,82.69
83.51,83.18,83.93,83.08
84.00,84.90,85.08,83.75
85.14,85.39,85.59,84.50
85.27,84.34,85.27,84.20
84.83,85.15,85.29,84.30
85.71,85.93,86.30,85.38
84.97,82.93,85.19,82.85
83.89,83.44,84.04,83.03
84.26,84.26,84.74,83.71
84.49,84.59,84.78,83.90
83.99,84.58,85.00,83.71
84.80,84.94,84.95,83.31
84.37,84.39,85.13,83.87
85.39,84.49,85.80,84.48
85.45,86.24,86.40,84.77
87.16,89.35,89.46,87.09
89.28,88.80,89.30,88.27
88.80,88.28,89.00,88.10
86.95,85.35,87.23,84.37
85.52,87.22,87.65,85.42
87.90,88.95,89.47,87.66
88.67,88.34,89.10,87.60
88.00,89.37,89.96,88.00
93.50,95.93,97.69,93.35
96.71,96.05,97.19,94.75
95.23,96.43,96.49,94.19
97.00,97.85,97.93,96.01
97.85,98.82,98.91,97.60
98.66,99.28,99.43,98.15
99.89,99.33,100.02,98.70
99.66,98.26,99.67,97.09
98.54,99.35,99.59,97.76
99.84,101.04,101.82,99.51
101.14,98.19,101.78,97.58
98.15,97.93,98.20,96.33
98.93,98.75,100.19,98.56
98.39,99.09,99.36,97.69
98.44,97.77,98.46,95.85
98.13,99.40,100.51,97.65
99.61,100.25,100.64,98.93
100.23,100.74,100.75,98.70
100.61,100.36,101.68,100.00
99.87,100.06,100.60,99.10
99.01,96.65,99.25,96.55
95.07,90.03,95.40,89.26
81.12,85.44,88.69,80.12
89.05,87.02,91.37,87.00
89.69,90.76,90.92,87.03
93.55,95.69,95.78,92.60
95.12,96.41,97.41,94.61
96.03,95.53,97.49,95.19
93.36,93.16,95.03,92.52
94.53,95.64,95.64,93.20
96.09,95.63,97.02,95.07
94.52,95.00,95.67,93.91
97.00,97.07,97.66,95.53
97.90,95.11,97.98,94.86
95.00,96.17,96.86,94.18
95.66,96.59,96.91,95.30
96.52,96.15,96.94,95.09
96.59,98.68,98.88,95.72
98.63,103.36,103.56,97.33
103.36,104.10,105.89,103.06
102.62,101.80,104.59,101.77
102.24,103.07,104.37,101.60
101.52,101.89,102.60,100.63
102.01,101.43,102.54,100.85
100.87,102.19,102.45,99.22
104.59,103.71,105.85,103.04
103.57,100.79,104.02,100.21
100.83,93.96,100.96,93.32
96.21,96.78,98.54,94.68
97.06,98.84,98.95,95.65
97.60,100.25,100.25,95.83
101.35,101.86,102.00,99.63
101.49,99.86,102.17,99.30
100.25,99.06,100.55,96.88
99.00,101.14,101.45,98.14
101.00,102.32,102.47,100.06
102.28,103.35,104.74,101.64
101.09,101.30,102.72,100.48
100.49,97.28,101.60,96.93
98.37,99.49,99.72,97.63
100.96,100.08,101.43,98.98
99.80,100.45,100.69,98.88
100.31,99.97,101.24,98.95
100.60,99.15,100.74,98.66
98.07,93.81,100.67,90.63
93.38,92.02,93.68,88.01
92.00,94.06,94.72,91.50
93.77,94.73,95.21,93.27
94.96,96.54,96.56,94.23
96.29,96.36,96.92,94.75
96.45,95.08,96.50,94.96
95.24,95.70,95.97,93.65
95.59,96.40,96.49,95.18
96.36,95.30,96.59,94.81
96.07,96.03,96.66,94.38
95.50,96.01,97.54,95.50
95.35,93.51,95.81,93.12
93.32,95.48,95.58,92.73
95.44,93.57,95.84,92.53
93.18,92.36,94.16,92.28
90.89,87.43,91.00,86.08
87.41,90.00,90.07,86.42
87.49,84.99,88.00,84.19
85.24,87.30,87.34,84.65
87.75,89.25,89.65,87.50
90.49,92.01,92.99,90.49
92.01,92.16,93.02,91.94
91.30,92.08,92.92,91.15
92.00,92.10,92.59,91.75
92.52,89.68,92.71,89.32
87.58,86.22,87.65,85.78
86.79,87.18,87.69,86.11
87.00,86.92,88.56,86.41
87.01,84.15,87.50,83.11
84.50,87.31,87.47,84.00
87.00,86.58,87.44,85.78
86.03,87.23,87.99,85.71
86.48,86.31,88.27,85.32
86.26,85.67,86.77,85.48
84.86,82.56,84.92,82.12
82.62,83.16,83.58,82.29
83.83,81.52,83.84,81.37
81.90,83.11,83.20,81.03
83.62,81.27,83.80,81.23
81.70,80.87,82.72,80.84
81.31,80.97,82.00,80.41
81.05,80.37,81.35,77.78
82.91,81.99,83.00,80.89
81.71,81.20,81.91,79.91
81.10,81.22,81.92,80.11
81.68,82.25,82.75,81.39
82.19,80.96,82.45,80.64
80.89,80.61,81.72,80.47
79.67,79.66,80.12,78.45
81.23,80.15,81.50,79.55
78.75,79.87,80.86,78.63
78.61,78.00,80.63,77.53
78.35,75.00,78.48,74.78
70.87,69.96,72.41,67.43
71.05,72.15,72.19,69.32
71.87,71.87,73.90,71.69
71.75,69.87,71.85,67.85
67.76,68.63,69.41,67.25
69.05,67.11,69.56,66.43
65.80,67.34,68.30,63.23
67.60,69.06,70.34,67.00
69.84,70.79,70.81,69.13
70.75,68.16,70.80,67.79
67.11,67.36,68.40,66.09
67.00,68.58,70.26,66.93
79.49,84.07,84.78,78.11
83.88,85.43,86.29,82.01
84.80,85.13,85.58,83.31
84.92,82.00,85.95,80.92
82.17,80.90,82.79,78.33
80.09,80.54,80.68,78.63
80.48,77.33,80.89,74.44
76.36,72.56,76.36,70.33
71.45,72.35,75.30,70.84
73.01,74.48,76.05,71.80
73.07,72.58,73.98,71.19
73.86,76.29,76.36,72.84
77.99,79.94,81.22,77.68
80.95,82.97,83.63,80.24
83.16,81.03,83.45,80.72
80.50,80.64,81.87,79.04
81.14,81.09,82.20,80.65
81.07,80.50,81.98,79.83
79.85,82.15,82.60,79.19
82.41,83.06,83.70,81.87
83.20,83.81,84.93,82.50
84.20,83.69,84.44,83.14
84.14,84.93,85.79,83.85
84.83,83.93,84.97,83.07
82.40,83.09,83.47,80.57
83.35,84.00,84.64,82.25
83.56,83.20,84.49,82.38
82.44,81.30,82.92,81.19
81.59,80.30,81.68,78.90
81.15,81.03,82.19,80.04
81.56,82.45,82.78,80.37
82.39,81.81,82.40,81.40
81.69,81.02,81.80,80.37
80.88,81.00,81.18,79.86
81.14,83.14,83.99,80.97
83.54,84.28,85.30,83.42
84.57,85.51,86.54,84.33
85.36,84.45,85.36,83.55
83.22,82.88,83.96,82.70
82.64,82.16,82.87,81.26
82.87,82.94,83.52,82.16
83.00,83.51,83.63,82.75
84.27,85.64,86.20,83.85
85.62,84.83,86.83,84.74
84.05,84.70,85.02,83.13
85.16,83.38,85.19,82.90
83.08,83.54,84.18,82.17
83.84,85.84,86.21,83.24
85.82,85.97,86.45,84.78
45.27,43.54,45.43,42.49
43.36,41.15,43.47,40.86
41.15,41.40,41.41,40.01
41.84,42.96,43.12,41.55
43.13,43.48,44.03,43.07
42.85,43.08,43.11,42.22
42.96,43.71,43.74,42.96
43.95,43.95,44.49,43.41
43.95,43.95,44.37,43.51
47.61,46.93,47.80,46.15
47.20,46.99,47.95,45.82
46.76,46.59,46.89,46.25
46.54,46.75,47.38,46.25
46.56,44.80,46.58,44.30
44.84,44.66,45.99,44.55
44.61,43.94,44.66,43.37
43.89,43.74,44.10,43.16
43.29,42.73,43.39,42.37
41.50,39.51,41.66,39.44
39.85,39.75,40.24,39.28
39.60,38.70,39.67,38.55
38.66,38.70,38.99,38.32
38.90,39.08,39.64,38.75
38.60,37.38,38.73,37.20
37.63,37.66,38.07,37.08
37.45,37.15,38.10,37.00
37.21,37.12,37.48,36.76
37.12,36.89,37.36,36.69
36.75,36.57,36.96,36.20
36.68,37.44,37.65,36.61
37.39,37.89,38.09,37.16
37.99,37.27,38.51,37.15
37.41,38.22,38.69,37.40
38.72,38.31,38.73,37.90
38.40,37.76,38.45,37.73
37.84,37.92,38.14,37.73
38.19,37.73,38.40,37.65
37.73,36.25,37.73,35.35
36.37,36.56,36.87,36.26
36.44,36.40,36.85,36.30
36.70,36.81,37.08,36.46
37.31,37.77,37.90,36.66
38.32,39.04,39.35,37.84
38.80,38.66,38.83,38.29
38.32,38.38,38.95,38.20
38.30,37.45,38.38,37.41
37.45,37.19,37.57,36.89
37.36,37.76,38.44,37.35
37.25,36.42,37.27,36.12
36.81,37.22,37.23,36.54
37.90,38.11,38.48,37.80
38.20,38.36,38.89,38.15
38.37,37.69,38.50,37.67
38.01,38.32,38.40,37.64
36.74,37.38,37.75,36.60
36.99,35.92,37.00,35.56
36.51,37.52,37.66,36.46
38.40,39.75,39.99,38.40
39.70,40.13,40.28,39.15
40.12,40.43,40.69,40.09
40.25,39.20,40.25,38.85
39.07,39.85,39.91,38.86
39.88,40.52,40.59,39.87
40.65,40.43,40.84,40.13
40.62,40.30,40.82,40.27
40.56,41.80,42.10,40.56
41.69,41.51,41.99,41.22
41.79,41.54,42.24,41.40
41.79,41.68,42.03,41.56
41.67,41.69,41.95,41.57
41.58,41.92,41.95,41.39
42.00,42.16,42.32,41.62
42.25,42.64,42.98,42.15
42.48,42.85,42.94,42.11
42.85,43.59,43.70,42.19
43.50,41.36,44.68,40.54
41.50,39.72,41.57,39.18
39.83,39.65,40.03,39.10
39.57,39.46,39.87,39.10
39.55,39.44,39.91,39.22
39.38,37.97,39.39,37.91
37.38,38.91,39.19,37.23
38.98,38.95,39.42,38.76
39.31,40.03,40.26,39.13
40.30,39.74,40.87,39.57
39.92,39.31,40.06,39.22
39.59,39.09,40.25,39.05
39.60,40.94,41.28,39.60
40.98,41.09,41.55,40.69
41.31,42.24,42.65,41.31
42.72,42.33,42.82,42.28
42.33,41.67,42.46,41.41
41.52,42.06,42.12,41.52
42.24,43.01,43.30,42.19
42.93,42.98,43.17,42.55
43.17,43.59,43.72,43.03
43.47,43.15,43.85,42.96
43.15,42.23,43.33,41.93
42.40,42.12,42.55,41.82
42.10,42.11,42.52,41.80
41.84,41.56,41.99,41.24
41.12,39.63,41.12,39.51
39.87,39.75,39.89,39.26
39.70,38.56,39.75,38.52
38.81,38.93,39.29,38.44
39.23,39.92,40.00,38.87
39.70,39.35,40.15,39.14
39.10,38.36,39.33,38.35
38.22,39.26,39.35,38.08
38.91,38.33,39.09,37.94
38.21,38.25,38.84,38.00
38.18,38.56,38.64,37.72
38.48,38.91,39.17,38.29
39.18,38.74,39.22,38.53
38.90,38.61,39.00,38.53
38.68,39.61,39.83,38.52
39.81,39.90,40.09,39.54
39.94,39.45,40.14,39.33
39.20,38.60,39.30,38.40
38.44,39.19,39.22,38.20
39.59,39.38,40.02,39.12
39.39,38.60,39.92,38.60
38.91,38.68,39.02,38.57
38.81,38.63,38.81,38.17
38.68,38.49,38.81,38.25
38.58,38.41,38.89,38.24
38.35,37.82,38.39,37.40
37.99,37.78,38.14,37.61
38.52,38.28,38.58,38.19
38.34,38.12,38.79,37.97
38.10,38.52,38.81,38.00
38.11,38.18,38.24,37.47
38.94,38.49,39.20,38.35
38.45,37.63,38.48,37.54
38.10,38.30,38.50,37.93
38.36,38.82,39.12,38.33
38.49,38.41,38.80,38.06
38.24,37.94,38.24,37.72
38.11,37.90,38.38,37.65
32.67,32.89,33.64,32.25
32.89,31.81,32.89,31.72
32.05,31.40,32.08,30.63
31.45,30.94,31.54,30.81
30.72,31.10,31.30,30.57
31.26,30.52,31.39,30.06
30.41,30.79,31.43,30.21
30.83,30.30,30.90,30.17
30.32,30.80,30.99,30.30
31.27,31.26,31.39,31.04
31.30,31.33,31.58,31.07
30.49,31.59,31.84,30.25
32.08,31.57,32.61,31.33
31.54,31.82,31.99,31.33
31.99,31.17,32.13,31.05
31.23,31.94,32.19,31.01
31.93,32.10,32.56,31.66
32.31,32.31,32.51,31.92
32.40,30.95,32.46,30.45
30.98,30.87,31.29,30.61
30.95,30.83,30.99,30.46
30.63,30.71,30.78,30.34
30.77,30.60,31.00,30.52
30.63,31.17,31.65,30.25
31.18,30.90,31.53,30.67
31.00,30.80,31.40,30.67
30.80,30.47,31.15,30.26
30.32,30.03,30.32,29.60
30.20,30.43,30.90,30.15
31.00,30.94,31.10,30.52
