CPT,Camden Property Trust Common Stock,NASDAQ
63.54,62.98,63.64,62.58
63.61,65.31,66.09,63.51
64.58,65.99,67.43,64.02
66.27,67.38,68.00,65.89
67.53,67.87,68.32,67.29
68.28,69.44,69.56,68.28
69.42,69.14,70.05,69.12
69.35,69.23,70.01,68.94
69.32,70.42,70.52,69.14
69.99,69.95,70.26,69.02
70.03,69.55,70.51,67.90
69.50,69.90,70.26,69.40
69.99,70.81,71.58,69.59
70.89,71.35,71.35,70.28
71.99,73.37,73.43,71.95
73.17,72.97,73.46,72.65
72.94,72.84,73.30,72.45
72.76,72.98,73.30,72.70
72.82,73.25,73.37,72.33
73.46,73.58,74.23,73.11
73.87,73.23,74.20,73.09
73.34,73.53,73.61,73.08
73.66,73.74,73.77,73.32
73.93,72.06,74.00,71.79
71.94,72.17,72.27,71.48
72.37,71.98,72.37,71.07
72.03,71.94,72.37,71.45
72.01,71.63,72.71,71.29
71.95,70.54,72.46,70.06
70.96,71.22,71.70,70.75
71.23,70.24,71.79,70.16
69.99,69.74,70.54,69.47
69.77,69.41,70.45,69.10
69.38,68.62,69.61,68.62
68.94,68.12,69.10,67.83
68.26,69.16,69.38,67.91
69.00,68.04,69.00,67.51
68.12,67.11,68.22,66.89
67.18,66.78,67.38,66.65
66.38,64.86,66.38,64.78
64.73,62.97,64.73,62.85
63.10,63.01,63.52,62.84
63.25,63.70,64.05,63.05
63.55,63.62,64.50,62.34
63.90,63.70,63.90,62.89
63.65,63.85,64.35,63.10
63.87,63.50,64.19,63.32
63.19,63.42,63.96,62.92
63.39,62.58,63.67,62.42
62.38,62.56,62.94,62.02
62.69,61.79,63.22,61.66
62.18,60.65,62.29,60.18
60.83,60.95,61.36,60.53
61.20,60.91,61.23,60.00
61.68,61.93,62.31,61.53
61.87,63.32,63.34,61.64
63.54,63.95,63.97,63.09
63.90,64.72,64.85,62.55
64.63,64.54,65.21,64.30
64.47,65.14,65.14,64.09
66.16,65.79,66.63,65.46
65.66,64.89,66.32,64.45
64.73,66.74,66.77,63.88
66.77,66.98,67.72,66.51
66.88,65.09,67.02,65.07
64.70,64.30,64.84,63.81
64.40,63.36,64.51,63.14
63.34,63.17,63.96,62.66
62.73,63.38,63.41,62.58
63.12,62.97,63.69,62.64
62.71,61.44,63.36,61.06
61.34,63.02,63.72,61.23
62.74,63.55,63.61,62.61
63.21,62.80,63.52,62.45
62.67,62.24,63.30,61.96
61.74,62.36,62.90,61.69
62.53,62.34,62.79,62.21
62.37,62.66,63.19,62.32
63.07,64.30,64.43,62.90
64.31,64.91,64.91,63.61
64.51,64.84,65.06,64.17
64.59,64.45,64.98,64.25
64.60,65.47,65.74,64.43
65.21,66.51,66.63,65.05
66.53,65.94,66.67,65.60
65.85,65.41,65.85,65.03
65.60,65.74,66.72,65.54
65.74,66.15,66.17,65.40
66.00,64.35,66.14,63.89
64.58,65.07,65.67,64.27
65.18,65.00,65.23,64.19
64.94,64.77,64.94,64.05
64.65,64.87,65.12,64.39
64.79,64.20,65.20,64.00
63.33,61.52,63.33,61.44
61.75,62.39,62.56,61.54
62.21,60.97,62.42,60.87
61.26,61.64,61.94,61.14
61.61,60.91,61.69,60.69
60.80,59.98,61.00,59.36
60.06,60.40,60.80,59.80
60.38,60.40,60.58,59.59
60.27,60.61,60.70,60.02
60.73,60.19,61.63,60.13
60.23,59.86,60.50,59.77
59.80,59.58,60.07,59.39
59.43,59.34,60.15,59.04
59.34,58.37,60.12,58.21
58.38,59.09,59.29,58.25
59.16,58.65,59.20,58.34
58.62,57.89,58.65,57.80
57.94,57.57,57.94,57.03
57.77,58.47,58.68,57.63
58.45,57.92,58.61,57.80
57.99,58.13,59.28,57.52
58.06,58.76,58.99,57.98
58.24,60.56,61.27,58.21
60.28,61.13,61.18,59.78
61.12,60.12,61.66,59.93
58.53,59.40,59.82,58.53
59.23,59.30,59.84,59.23
59.44,57.60,59.44,57.55
57.77,57.23,57.92,57.11
57.18,56.80,57.51,56.50
56.76,56.79,56.96,56.57
56.97,57.41,57.48,56.58
57.38,58.05,58.39,56.59
57.87,56.79,57.91,56.43
56.09,56.88,56.99,56.09
57.08,57.06,57.57,56.83
57.14,57.46,57.67,57.13
57.52,57.46,58.05,57.31
57.46,57.76,57.84,57.00
57.75,57.91,58.24,57.68
57.85,56.88,58.17,56.80
56.88,57.64,58.02,56.88
57.75,58.53,58.68,57.50
58.57,59.61,59.70,58.19
59.54,58.92,59.74,58.90
58.93,58.85,59.17,58.35
59.04,58.98,59.20,58.25
58.12,59.36,59.42,57.96
59.17,58.85,59.59,58.60
59.16,59.44,59.81,58.99
59.57,60.17,60.48,59.32
60.16,60.28,60.60,60.15
60.20,60.33,60.45,60.01
60.74,60.90,61.13,60.42
60.99,61.04,61.42,60.66
60.73,60.50,61.41,60.15
60.47,60.04,60.62,59.90
59.77,59.41,60.16,59.25
59.54,60.20,60.33,59.54
59.96,60.35,60.64,59.96
60.67,61.41,61.99,60.50
61.24,61.82,62.44,60.37
61.82,61.36,61.93,61.04
61.59,62.71,62.85,61.09
62.64,63.51,63.52,62.32
64.04,64.75,64.81,63.81
64.97,65.58,65.63,64.76
65.65,66.37,66.54,65.38
66.24,66.46,67.24,66.05
66.46,65.50,66.76,65.39
65.05,65.29,65.63,64.98
65.07,65.01,65.40,64.85
64.99,65.35,65.44,64.64
64.98,65.30,66.09,64.92
65.28,65.26,65.70,64.96
65.37,65.43,65.73,64.79
65.26,65.27,65.98,65.21
65.31,65.85,66.18,65.15
66.16,66.14,66.60,65.83
65.94,65.58,66.20,65.30
65.52,66.70,67.06,65.34
66.44,66.50,66.96,66.28
67.08,67.00,67.45,66.70
67.19,66.92,67.48,66.41
66.94,66.39,67.16,65.87
66.33,66.51,66.61,65.60
66.36,65.71,66.50,65.54
65.83,66.24,66.29,65.54
66.15,66.33,66.53,65.91
66.41,66.41,66.64,65.65
66.42,66.91,67.25,66.42
66.98,67.26,67.49,66.68
67.30,67.45,67.60,66.82
67.48,65.92,68.01,65.66
65.97,66.84,66.86,65.57
66.96,66.77,67.69,66.53
67.10,66.68,67.23,65.98
66.97,67.59,67.80,66.86
67.94,66.47,67.94,66.42
65.70,66.55,66.60,65.45
66.84,66.49,67.05,66.24
66.65,67.34,67.65,66.11
67.33,66.97,67.39,66.49
67.03,67.41,67.46,66.69
67.55,66.69,67.73,66.59
66.96,67.57,67.68,66.63
67.68,68.11,68.60,67.63
67.97,68.54,68.69,67.71
68.55,68.34,68.91,68.09
68.41,67.60,68.85,67.36
67.28,67.05,67.93,66.89
67.22,67.11,67.77,66.77
67.19,67.73,68.15,67.01
68.02,68.21,68.39,67.65
68.04,67.83,68.18,67.18
67.85,68.27,68.30,67.52
68.30,68.25,68.48,67.48
68.25,67.61,68.27,67.34
67.92,68.24,68.27,67.41
68.24,68.49,68.67,68.12
68.75,69.03,69.19,68.45
69.24,68.60,69.57,68.15
68.62,68.49,68.78,67.90
68.55,68.64,68.85,67.89
68.49,69.47,69.53,68.17
69.28,69.73,69.82,69.15
69.70,69.65,69.83,69.21
69.77,71.07,71.30,69.77
71.18,71.23,71.53,70.90
71.22,71.28,71.48,70.78
71.46,71.02,71.76,70.96
70.93,70.61,71.70,70.47
70.72,70.66,71.08,70.26
70.58,70.18,70.80,69.75
70.12,70.54,70.57,69.97
70.49,70.40,70.80,70.25
70.40,70.57,71.01,70.25
70.61,69.56,71.01,69.52
69.52,69.20,69.86,69.16
69.38,69.37,69.63,69.11
69.72,69.98,70.15,69.50
69.82,69.78,69.99,69.35
69.93,69.90,70.03,69.60
69.96,70.24,70.45,69.81
70.43,70.59,70.82,70.14
70.45,70.74,70.78,70.34
70.63,70.95,71.14,70.38
71.10,72.08,72.14,70.72
72.29,71.32,72.30,71.11
71.21,70.34,71.68,69.95
70.13,70.01,70.34,69.42
69.85,69.69,70.03,69.10
69.79,70.05,70.24,69.25
70.07,70.29,70.42,69.50
70.24,69.66,70.60,69.50
69.70,69.84,70.31,69.44
69.54,70.10,70.27,69.30
70.17,70.43,70.44,69.90
70.48,70.36,70.57,69.82
70.46,70.24,70.60,70.08
70.26,70.46,70.56,70.06
70.51,70.87,70.95,70.34
70.25,70.02,70.30,69.79
69.98,70.90,70.90,69.87
70.94,71.15,71.15,70.50
71.17,71.35,71.49,70.65
71.13,71.05,71.16,70.58
70.97,70.62,70.97,70.34
70.62,70.83,70.98,70.51
70.68,71.30,71.64,70.68
71.58,71.47,71.67,70.92
70.98,71.65,71.97,70.98
71.70,71.97,72.04,71.33
71.95,72.15,72.17,71.54
72.27,72.51,72.67,71.98
72.56,72.67,72.92,72.16
72.49,72.44,72.79,72.35
72.67,73.15,73.36,72.58
73.17,73.03,73.23,72.75
73.18,73.15,73.56,73.04
73.32,73.57,73.64,73.18
73.58,73.67,73.85,73.40
73.50,73.02,73.64,72.77
73.00,73.90,73.95,72.89
73.81,73.62,74.05,73.33
73.53,73.92,74.12,73.49
73.46,72.36,73.54,72.35
72.56,72.48,73.14,71.00
72.70,73.27,73.47,71.83
73.22,72.87,73.65,72.64
72.73,72.18,72.93,72.15
72.53,72.39,72.82,72.07
72.64,72.95,73.06,72.14
73.09,73.37,73.65,72.97
73.30,73.48,73.76,73.30
73.76,74.47,74.74,73.73
74.50,73.96,74.57,73.78
74.07,73.85,74.23,73.63
74.27,74.69,74.70,74.13
74.94,74.74,74.94,74.34
74.70,75.04,75.13,74.19
75.22,74.68,75.46,74.59
74.63,74.01,74.72,73.66
74.53,74.06,74.53,73.81
74.23,74.31,74.44,74.06
74.55,74.15,74.66,73.87
74.12,74.07,74.30,73.70
74.35,74.84,75.10,74.19
75.07,75.04,75.29,74.79
75.28,75.41,75.53,74.99
75.14,74.84,75.67,74.54
75.02,75.51,75.55,74.83
75.58,75.49,75.84,75.30
75.48,75.06,75.58,74.88
74.86,73.07,74.86,72.89
72.96,73.08,73.48,72.71
72.88,71.12,72.88,70.51
70.25,69.68,70.85,69.65
69.51,69.83,70.17,69.46
70.10,69.83,70.69,69.52
69.92,68.80,70.17,68.78
69.06,69.08,69.42,68.65
69.06,68.68,69.24,68.58
68.65,68.35,69.03,68.34
68.40,67.96,69.13,67.93
67.95,67.83,68.04,67.21
67.21,68.23,68.30,66.66
67.83,68.34,68.35,67.32
68.31,68.53,68.81,67.78
68.40,68.65,69.07,68.36
68.55,68.66,69.07,68.20
69.03,68.47,69.05,68.45
68.56,68.69,68.96,68.36
68.54,68.66,69.29,68.32
68.79,70.31,70.37,68.69
70.30,70.39,71.20,70.11
70.12,70.33,71.12,70.12
70.40,70.54,70.91,70.08
70.71,71.95,72.22,70.71
71.41,71.67,72.51,71.13
71.35,71.46,71.77,70.44
72.20,71.13,72.20,70.56
71.08,72.68,72.70,71.08
72.96,73.47,73.48,72.29
73.64,73.70,74.13,73.15
74.17,74.58,74.82,73.84
74.55,73.98,74.85,73.53
74.01,74.68,74.69,74.01
74.65,74.93,74.96,74.19
74.85,75.24,75.41,74.52
74.98,75.67,75.67,74.60
76.19,76.67,77.03,75.47
76.94,77.87,77.90,76.80
77.56,77.33,77.88,76.38
77.67,76.80,77.67,76.25
76.89,75.92,76.98,75.79
75.99,75.55,76.00,75.40
75.57,76.75,76.77,75.46
76.66,76.18,76.66,75.91
76.18,75.56,76.19,75.32
75.82,76.00,76.31,75.44
76.06,74.93,76.26,74.77
74.93,75.41,75.66,74.59
75.54,75.56,75.82,75.12
75.27,74.70,75.72,74.54
74.72,75.01,75.01,74.32
75.46,75.68,75.68,74.93
75.90,76.08,76.18,75.73
76.27,76.16,76.45,75.69
76.29,76.78,77.03,76.29
76.82,76.68,77.49,76.47
76.50,73.88,76.66,73.62
73.69,73.72,74.15,73.20
73.90,73.00,73.92,72.85
72.98,74.41,74.46,72.80
73.82,74.51,74.56,73.38
74.41,74.84,75.72,74.41
74.46,74.70,75.10,74.39
74.74,74.84,75.47,74.34
75.15,74.29,75.32,74.29
74.35,73.14,74.35,73.07
72.98,72.40,73.24,72.03
72.28,73.05,73.52,71.79
73.31,74.68,74.70,72.89
74.92,74.90,75.37,74.48
75.04,75.06,75.41,74.70
75.26,76.45,76.49,74.95
76.69,76.00,76.72,75.66
76.05,75.44,76.38,75.31
75.43,75.56,75.87,75.25
75.54,75.74,76.36,75.43
75.20,74.96,76.01,74.19
75.23,73.84,75.61,73.75
74.02,75.25,75.39,73.96
74.89,74.95,75.55,74.80
75.31,75.62,76.05,75.07
76.03,77.70,77.90,75.27
77.90,76.89,77.90,76.80
76.89,77.66,77.82,76.28
77.50,78.72,78.88,77.37
78.70,77.39,78.82,76.88
77.01,78.00,78.20,76.84
78.12,78.85,78.89,77.75
78.69,79.31,79.46,78.31
79.71,78.59,80.06,78.31
78.59,79.39,79.42,78.36
79.85,80.20,80.57,79.03
80.43,79.69,80.60,79.18
79.60,80.92,80.94,79.26
80.74,80.77,81.36,80.26
80.86,79.86,81.33,79.79
78.86,79.39,80.12,77.48
79.35,77.05,79.35,77.00
77.08,76.67,77.37,74.97
76.75,77.55,77.61,75.36
77.49,76.99,77.94,76.67
77.13,77.26,77.37,76.80
77.19,75.19,77.19,74.83
75.27,75.03,76.19,74.99
75.08,75.17,75.35,74.30
75.14,74.99,75.72,74.51
75.02,76.27,76.36,74.86
76.15,75.24,76.15,74.99
75.22,75.05,75.91,74.85
75.16,75.82,75.84,74.85
75.49,74.36,75.69,74.20
74.07,75.67,75.74,74.07
75.73,75.25,76.39,74.97
74.97,73.30,74.97,72.94
73.43,72.87,73.68,72.67
72.97,72.37,73.09,72.07
72.41,72.79,72.96,72.04
72.65,73.12,73.92,72.49
73.11,73.13,73.36,72.50
73.29,72.62,73.29,72.32
72.78,73.56,74.03,72.68
72.13,73.27,73.29,71.31
73.35,74.68,74.72,73.16
74.51,75.30,75.59,74.32
75.42,74.68,75.64,74.60
74.88,75.63,75.88,74.54
75.60,75.63,75.98,75.14
76.09,76.65,77.08,75.56
76.76,76.64,77.01,76.40
76.57,77.94,78.13,75.66
77.55,77.86,78.36,77.32
78.26,80.61,80.71,77.77
80.61,80.47,81.10,80.17
80.44,79.60,80.67,79.55
79.75,78.42,79.97,78.20
78.16,78.03,78.65,77.55
77.44,77.48,77.88,77.00
77.77,78.73,78.82,77.18
78.66,78.13,79.14,77.82
78.42,77.63,78.51,77.31
77.52,78.52,78.97,77.46
78.81,79.11,79.42,78.53
78.93,78.50,79.13,78.31
78.91,78.88,79.58,78.32
78.63,76.75,78.90,76.53
77.08,76.63,77.81,76.37
76.37,76.02,76.82,76.01
76.40,76.62,77.14,76.40
76.66,75.85,76.97,75.82
75.64,76.28,76.66,75.49
75.98,75.97,76.61,75.43
76.06,76.04,76.27,75.46
76.44,76.75,76.91,76.26
76.64,77.50,77.95,76.64
77.50,77.44,77.88,77.31
77.41,77.27,78.15,77.23
77.49,77.65,78.17,76.94
77.57,77.45,77.73,76.72
76.51,76.28,77.48,75.97
75.86,75.08,76.50,74.56
75.67,74.97,76.26,74.80
74.99,75.50,75.86,74.99
75.25,73.44,75.34,73.17
73.58,73.86,74.18,73.27
74.06,75.06,75.69,74.00
76.08,75.76,76.93,75.55
75.52,74.51,75.65,74.15
74.05,74.94,75.22,73.46
75.31,73.96,75.76,73.76
74.17,75.05,75.21,73.96
75.30,76.15,76.28,73.80
75.80,75.37,75.97,75.08
75.22,75.82,76.00,75.01
75.80,75.87,76.22,75.40
75.96,75.59,76.28,75.30
75.44,75.53,75.94,74.76
75.41,74.94,75.66,74.56
74.93,75.74,75.84,74.63
75.79,76.03,76.15,75.25
76.03,74.98,76.34,74.76
75.19,76.00,76.12,74.74
75.60,74.98,75.60,74.70
75.03,73.63,75.31,73.50
73.47,73.64,73.90,73.12
72.56,73.58,74.03,72.37
73.70,73.57,74.25,73.20
73.42,73.03,73.94,72.87
73.10,73.77,74.40,72.73
74.21,74.72,74.85,73.97
74.79,75.16,75.50,74.74
75.10,74.78,75.10,74.14
74.77,75.80,75.81,74.08
75.78,76.16,76.38,75.07
76.44,77.73,77.91,76.39
77.61,76.81,77.61,75.90
77.00,76.30,77.28,76.19
76.13,75.52,76.37,75.23
75.64,75.04,76.09,75.01
74.98,74.71,75.57,74.64
74.20,74.75,74.81,73.57
74.70,74.10,75.62,74.05
74.44,74.28,75.15,73.96
74.54,75.88,75.98,74.04
76.38,76.38,77.17,75.88
76.12,76.60,77.02,75.95
76.94,77.17,77.72,75.49
76.89,76.88,77.34,76.70
77.27,77.21,77.82,77.00
77.35,77.56,78.44,77.35
78.03,77.55,78.64,77.10
77.80,77.86,78.30,77.28
77.79,78.01,78.39,77.13
78.15,78.36,78.66,78.11
78.27,78.44,78.55,77.35
78.34,78.89,79.05,77.42
79.31,78.45,79.87,78.43
78.47,78.92,79.37,78.47
79.02,78.26,79.05,77.79
78.17,78.94,79.27,78.00
78.93,78.92,79.82,78.81
78.90,78.62,79.25,78.47
78.47,78.62,78.73,77.81
78.46,78.70,78.89,77.85
79.07,79.63,80.62,79.07
79.90,79.75,79.98,79.04
79.76,79.17,80.13,79.02
79.39,78.85,79.61,78.50
78.85,79.00,79.23,77.59
78.95,79.62,79.84,78.48
79.94,79.73,79.96,79.41
79.57,79.86,80.39,79.26
79.69,80.09,80.10,78.71
79.83,80.00,80.17,78.97
80.00,80.12,80.20,79.13
80.03,80.75,80.81,78.58
80.78,81.28,81.41,80.64
80.78,80.21,80.96,80.08
79.16,79.00,79.48,78.25
78.74,77.46,78.95,77.45
75.13,72.76,75.95,72.74
73.52,71.47,74.03,71.36
72.73,72.40,72.96,71.37
72.83,73.75,74.67,72.09
73.79,73.96,74.95,72.56
73.91,72.03,75.46,71.95
71.15,70.76,71.81,70.15
71.54,71.13,71.82,70.38
71.58,71.09,71.77,70.87
70.44,69.48,70.60,69.36
70.17,70.78,71.03,69.82
71.57,69.45,71.86,69.35
69.07,69.80,70.71,68.87
69.83,70.73,70.82,69.56
70.99,70.54,71.24,70.24
70.66,71.56,71.82,70.02
71.68,72.33,72.83,71.48
72.33,72.70,73.81,71.32
71.78,72.88,74.22,71.78
72.99,73.21,73.93,72.96
72.72,72.61,73.12,72.31
72.72,73.10,73.42,72.24
73.01,72.08,73.76,71.48
72.16,72.42,72.93,71.81
71.81,71.19,72.39,70.17
71.35,73.27,73.44,70.98
73.64,73.90,74.12,73.31
74.10,74.12,74.42,73.41
74.13,74.65,74.71,73.30
74.89,75.35,75.49,74.49
75.32,74.80,75.87,74.71
74.92,76.07,76.08,74.91
76.07,76.94,77.03,75.55
76.87,76.80,77.27,76.24
76.95,77.35,77.43,76.52
76.91,76.86,77.43,76.55
77.12,76.31,77.27,76.15
76.50,77.42,77.50,76.42
77.47,77.62,78.93,77.39
77.40,79.04,79.09,77.40
79.00,78.75,80.00,78.41
78.92,78.56,79.44,78.22
79.18,78.95,79.37,78.59
78.80,78.11,79.27,77.56
77.60,77.56,78.08,77.00
77.66,77.58,78.18,77.13
77.55,76.71,78.18,75.28
76.23,76.38,77.42,75.73
76.80,73.79,76.95,73.12
73.79,76.06,76.09,73.65
75.80,75.88,76.22,75.13
75.85,75.48,76.19,75.04
75.32,76.34,76.37,74.83
75.57,73.99,75.97,73.23
73.34,73.56,73.78,72.59
74.30,75.15,75.62,74.19
75.18,75.57,76.18,74.97
75.39,74.98,76.08,74.83
75.26,74.34,75.54,74.25
74.31,75.22,75.28,67.27
74.95,75.60,76.10,74.68
75.90,75.74,75.98,74.77
75.83,76.04,76.33,75.46
76.29,76.45,78.61,75.08
76.62,76.52,77.23,76.11
76.02,75.98,76.38,75.53
76.13,76.83,76.91,76.13
76.97,77.72,77.87,76.58
78.09,76.38,78.46,76.28
76.80,77.97,77.98,76.36
77.75,76.69,78.25,76.58
76.44,75.28,76.49,75.06
75.72,77.39,77.89,75.72
77.39,76.20,77.39,75.90
75.95,76.42,76.50,75.30
75.82,75.74,76.47,75.18
75.87,74.61,76.22,74.53
74.40,74.90,75.50,74.11
74.51,74.74,75.01,73.60
74.95,74.55,75.39,74.46
75.37,75.63,76.37,75.24
75.86,75.33,76.12,75.33
75.10,74.68,75.30,74.53
75.25,75.87,75.97,75.01
76.17,75.55,76.82,75.50
75.81,76.69,76.78,75.81
76.56,76.35,76.64,76.14
76.31,76.85,76.99,75.94
77.34,77.45,77.72,77.06
77.41,77.41,77.76,77.09
77.60,76.76,77.80,76.75
76.60,75.79,76.61,75.12
76.12,77.20,77.49,75.65
76.89,76.93,77.30,76.52
75.73,75.90,76.44,75.39
76.10,74.59,76.52,74.50
74.65,74.99,75.49,74.37
75.48,74.60,75.77,74.14
74.75,73.81,75.80,73.77
74.19,73.16,75.46,73.13
72.03,72.24,72.70,71.55
72.77,73.31,73.66,72.26
73.12,70.55,73.12,69.76
71.05,70.59,71.64,70.36
71.30,72.15,72.46,71.24
71.93,71.65,73.16,71.50
71.77,73.78,73.78,71.77
73.44,73.68,74.15,72.84
73.43,73.72,74.57,73.08
73.34,76.30,76.32,73.34
75.57,76.24,77.38,75.27
76.13,75.59,77.01,74.96
75.96,76.59,77.06,75.55
76.23,77.23,77.74,75.46
77.14,73.93,77.14,73.84
73.91,72.63,73.91,71.54
71.83,72.65,73.68,71.80
72.95,72.62,73.54,72.58
71.61,71.39,72.10,71.21
71.88,71.71,73.25,70.66
72.34,73.58,73.61,71.97
73.93,73.41,74.53,72.61
73.41,73.68,74.01,72.81
73.28,73.84,74.63,72.78
74.36,74.53,75.39,74.30
74.45,74.33,75.25,74.01
73.98,73.83,74.68,73.33
74.12,74.26,74.69,73.99
74.21,74.28,75.01,73.95
74.31,74.74,76.21,74.31
75.21,76.76,76.79,75.18
76.71,78.43,78.52,76.71
78.48,79.22,79.27,77.84
78.95,79.14,79.22,78.24
78.69,79.06,79.38,78.46
79.22,79.05,79.49,78.61
79.04,79.22,79.59,78.85
79.68,78.75,79.98,77.83
79.53,79.19,79.55,78.74
79.37,79.36,79.97,79.07
78.88,79.75,80.00,78.88
79.59,80.18,80.20,79.10
80.42,81.92,82.02,80.01
81.91,82.37,83.78,81.77
82.31,81.73,82.70,80.65
81.40,82.10,82.30,81.40
82.08,82.02,82.37,81.76
81.55,81.55,81.95,81.09
81.55,82.27,82.68,81.50
81.69,83.50,83.59,81.69
83.54,83.52,84.21,83.27
82.79,84.09,84.19,82.36
83.59,83.83,84.07,83.07
84.00,84.07,84.52,83.39
83.45,82.97,84.01,82.78
82.88,83.42,83.75,82.81
83.06,82.68,83.35,82.21
83.13,82.90,83.22,82.60
83.07,82.33,83.13,82.19
82.30,82.51,83.04,81.65
82.86,81.90,82.86,81.50
81.68,80.08,81.89,80.08
79.97,81.82,82.07,79.97
81.73,82.17,82.22,81.24
82.26,82.21,82.57,81.78
82.08,80.76,82.37,80.56
80.76,80.11,81.46,79.68
80.49,81.32,81.86,79.99
81.13,82.57,82.59,81.13
82.63,82.64,83.63,82.20
82.35,82.04,82.68,81.11
81.51,82.27,82.84,81.51
81.14,80.73,81.79,79.70
80.85,82.30,82.57,80.80
81.83,81.68,81.99,80.97
81.08,83.24,83.42,81.03
83.18,84.05,84.44,82.74
84.17,85.67,85.75,83.53
85.27,86.13,86.18,84.77
86.18,86.46,87.18,84.97
86.40,85.57,86.44,84.86
85.53,86.63,86.67,84.53
86.19,85.95,86.29,85.36
85.91,86.80,87.19,85.46
86.59,85.80,86.59,85.37
85.67,85.32,85.87,84.27
84.66,83.63,84.74,83.61
84.10,84.51,85.11,83.82
84.92,84.17,84.92,83.98
84.74,85.04,85.38,84.41
85.03,84.67,85.46,84.29
84.82,84.89,85.32,84.07
84.96,85.23,85.60,84.57
85.35,85.21,85.47,84.50
84.54,84.10,84.84,83.82
83.67,83.99,84.03,82.77
84.41,82.06,84.78,81.96
82.11,80.34,82.11,80.02
80.56,81.13,81.29,80.40
80.91,80.56,80.97,80.01
80.50,80.81,80.93,80.32
80.23,80.81,80.91,79.45
81.03,81.61,81.93,80.88
81.68,81.84,82.31,81.32
82.04,83.20,83.46,81.81
83.06,83.82,83.87,82.94
83.57,82.95,83.58,82.24
83.63,83.44,84.31,83.33
83.55,83.43,83.97,83.08
83.76,84.23,84.93,83.33
84.69,85.05,85.15,84.60
83.43,84.49,85.50,82.59
84.09,85.32,85.64,83.74
84.99,85.76,85.78,84.22
86.38,87.20,87.80,86.38
87.25,88.42,88.44,86.70
88.80,88.81,88.98,88.13
88.88,89.84,89.97,88.80
89.70,89.99,90.14,89.26
89.89,89.75,89.89,88.57
90.58,90.16,90.91,89.77
90.56,90.29,90.56,89.72
90.15,89.91,90.27,89.33
90.26,90.14,90.56,89.80
90.18,88.38,90.45,88.34
88.34,87.67,88.57,87.47
87.89,87.92,88.18,87.35
87.81,88.68,88.69,87.53
88.54,88.89,88.98,88.54
88.64,89.55,89.66,88.32
89.58,89.58,90.48,89.58
89.64,89.19,90.14,88.93
89.18,87.98,89.21,87.92
87.56,86.36,87.97,85.91
86.36,86.81,87.08,85.85
86.80,89.59,90.48,86.43
89.37,89.57,90.40,89.01
89.21,87.84,89.62,87.56
87.94,86.99,89.61,86.63
87.22,86.11,87.22,85.69
86.25,86.23,86.66,85.86
86.46,87.17,87.38,85.75
87.28,87.45,87.51,86.48
87.06,86.64,87.44,86.23
86.72,85.97,86.86,85.44
85.97,86.71,87.49,85.78
87.82,88.48,89.19,87.82
88.02,86.60,88.32,86.00
86.82,86.99,87.00,85.23
86.80,86.91,87.48,86.10
86.76,86.37,87.06,85.88
86.38,86.62,86.74,85.77
86.85,86.62,87.22,86.44
86.69,85.83,86.79,85.48
85.59,86.60,87.17,85.59
86.65,86.18,87.94,85.66
86.31,87.20,87.63,86.30
87.42,87.26,87.42,85.99
87.17,87.77,88.09,86.97
87.60,88.94,88.97,87.00
89.40,89.59,90.70,89.36
89.75,90.04,90.19,88.74
90.00,90.67,90.83,89.31
90.02,88.50,90.26,88.47
87.71,85.29,87.71,85.21
84.76,86.80,87.21,84.01
85.75,83.69,85.81,83.56
83.95,84.50,84.94,83.72
84.30,84.93,85.16,83.91
84.89,84.74,85.11,84.49
85.00,87.41,87.55,84.68
87.97,87.70,88.36,87.64
84.12,84.10,84.14,81.17
84.97,85.89,86.11,84.77
85.50,86.48,87.29,85.09
86.28,87.29,87.53,85.87
87.56,86.67,87.73,86.58
86.29,86.43,86.51,85.08
86.19,84.82,86.20,84.77
85.32,83.74,85.49,83.72
83.56,81.92,83.56,81.78
81.74,81.00,81.74,80.18
81.28,78.77,81.50,78.52
78.41,77.89,79.00,77.48
78.22,77.50,79.27,77.22
77.64,78.05,78.53,77.62
77.70,76.82,78.22,76.43
77.07,77.44,77.44,76.64
77.16,77.83,77.97,76.91
77.84,77.83,78.24,77.24
77.83,77.92,78.55,77.73
78.68,77.98,78.73,77.90
77.70,78.49,78.56,77.58
78.18,78.45,79.15,78.11
78.02,78.75,78.98,78.02
80.68,79.23,80.68,78.62
78.49,79.24,79.34,77.65
78.82,79.60,80.03,77.91
79.47,77.56,79.82,77.13
78.31,79.36,80.51,78.31
79.48,81.44,81.50,79.24
81.30,80.50,81.42,80.17
80.65,80.73,81.68,80.39
80.86,81.25,81.71,80.38
81.40,81.75,82.28,81.20
82.73,81.36,82.77,81.01
81.39,82.19,82.52,81.36
80.60,80.06,82.03,79.51
79.78,77.66,79.78,77.13
77.78,77.41,78.74,76.92
77.42,78.42,78.96,76.27
78.82,76.46,78.97,75.75
76.45,77.36,77.71,76.29
77.38,76.50,78.35,76.47
76.51,76.05,76.84,75.36
76.31,76.00,77.12,75.86
76.39,77.72,77.72,75.95
77.48,77.72,78.00,76.89
77.90,78.34,78.86,77.90
78.37,78.71,79.68,78.37
78.85,79.26,80.04,78.85
78.38,78.71,79.60,78.01
78.65,78.48,79.82,77.68
78.69,78.77,80.49,78.41
78.86,78.58,79.09,77.91
