HIFS,Hingham Institution for Savings - Common Stock,NASDAQ
60.80,60.57,61.30,60.57
61.11,60.90,61.11,60.53
60.91,61.17,61.28,59.28
61.38,61.93,61.93,61.10
62.00,61.75,62.00,60.84
61.99,62.44,63.00,61.89
62.50,67.88,68.67,62.50
67.80,69.00,69.03,67.46
68.59,68.00,69.10,67.75
67.80,68.22,68.22,67.60
68.92,70.01,70.01,68.92
69.32,68.59,69.32,68.42
68.54,67.97,68.54,67.58
67.80,68.25,68.60,67.80
68.43,70.61,70.61,67.57
69.03,69.52,69.52,69.03
69.46,69.19,69.65,68.21
68.82,69.20,69.40,68.75
69.60,70.00,70.00,68.98
70.26,71.93,71.93,70.01
71.29,72.89,72.89,71.12
70.72,69.58,70.82,69.58
69.98,71.42,71.57,69.98
71.00,70.74,71.00,70.36
70.22,70.78,70.78,70.22
69.70,71.47,71.81,69.70
67.99,70.60,71.32,67.99
71.19,71.26,71.75,70.60
71.71,71.87,72.02,71.26
72.30,72.40,73.80,71.22
73.00,72.52,73.00,72.06
72.20,72.27,72.70,71.84
72.10,71.35,72.20,71.20
71.52,69.78,71.72,69.01
69.41,69.90,70.00,68.36
68.67,69.56,69.88,68.67
69.01,69.37,69.60,69.00
68.82,69.48,69.48,68.81
69.53,70.59,70.59,69.20
69.66,70.67,70.91,68.86
70.40,69.79,71.14,69.79
70.02,69.77,70.70,69.50
70.10,69.40,70.10,69.16
69.50,69.20,69.66,69.04
69.36,69.15,69.36,68.25
68.87,69.21,70.08,68.70
69.06,68.81,69.49,68.60
68.03,67.22,68.25,66.73
67.58,67.65,68.48,67.58
68.15,67.20,68.90,67.20
67.80,66.20,68.26,66.20
67.16,66.99,67.66,66.70
66.89,66.73,67.50,66.01
66.65,70.10,70.10,66.65
69.65,74.46,77.00,69.56
74.25,72.90,74.25,72.90
72.47,71.56,72.50,71.56
72.00,70.55,72.70,70.16
71.42,69.95,71.50,69.70
70.84,69.27,70.84,68.77
69.75,69.60,69.95,69.05
69.58,68.42,69.58,68.00
68.31,68.24,68.67,67.40
67.62,66.81,67.64,66.68
66.71,67.02,69.53,66.71
67.24,67.65,68.17,67.24
66.02,66.65,67.97,66.02
66.48,67.51,67.64,66.48
67.34,67.34,67.59,66.57
66.82,67.13,67.31,66.82
66.68,69.91,69.91,66.50
68.98,67.50,68.98,66.64
66.98,67.10,67.56,66.98
66.98,67.04,67.48,66.80
67.50,67.59,69.50,67.21
68.12,68.51,69.52,67.33
68.28,68.55,68.68,68.28
68.69,68.69,68.69,68.69
69.18,69.65,69.75,69.18
69.98,69.98,69.98,68.70
70.00,69.66,70.08,69.66
68.50,69.33,69.96,68.50
69.95,71.85,71.85,69.95
71.76,70.22,72.69,70.00
70.50,72.78,72.78,70.50
73.36,72.46,73.36,72.45
73.21,72.49,73.23,72.49
72.98,73.00,73.50,72.98
72.11,72.52,72.52,72.11
72.49,72.46,72.49,72.46
73.40,72.50,73.40,72.50
71.36,71.36,71.36,71.36
71.40,73.15,73.15,71.40
72.34,72.72,72.98,72.34
72.86,71.62,73.49,66.01
73.48,72.97,73.48,72.97
72.50,72.70,72.70,72.50
73.00,72.65,73.00,72.64
72.70,72.70,72.70,72.70
72.88,72.88,72.88,72.88
72.87,72.87,72.87,72.87
72.80,72.94,72.94,72.75
72.75,73.45,74.00,72.75
73.94,74.82,74.83,73.89
74.34,74.00,74.41,74.00
73.55,73.27,73.89,73.03
73.19,73.65,73.88,73.08
73.35,73.00,74.06,72.99
73.02,73.70,74.40,73.01
73.34,77.30,78.00,73.20
77.80,78.56,79.56,77.50
79.10,78.45,79.10,78.45
79.10,78.56,79.10,78.20
78.03,79.09,79.09,78.03
78.75,78.17,78.75,77.50
78.71,78.08,78.74,77.46
78.60,78.88,78.88,77.34
78.66,77.99,78.66,77.84
78.52,77.80,78.52,77.30
77.30,77.53,77.53,76.64
77.23,77.16,77.49,76.71
76.82,77.12,77.25,76.52
77.25,77.88,77.88,76.75
77.47,77.98,78.00,77.00
77.83,78.50,78.52,77.83
77.86,78.10,78.98,77.70
78.42,78.72,79.00,77.98
78.73,78.31,78.98,78.04
77.88,79.11,79.11,77.65
79.07,79.09,79.09,78.75
79.06,78.99,79.08,78.74
78.50,78.99,79.00,78.30
78.82,78.60,78.90,78.20
78.97,78.43,78.97,78.28
78.86,78.49,79.10,78.41
78.48,78.13,78.55,77.64
78.60,78.20,78.60,77.74
77.50,78.20,78.20,77.18
77.75,78.20,78.20,77.32
78.00,78.00,78.01,77.67
77.73,78.04,78.20,77.51
77.95,78.50,79.06,77.50
78.02,78.06,78.85,77.88
78.25,78.30,78.72,78.08
78.22,78.83,78.83,78.22
78.33,78.40,78.99,78.20
78.75,78.60,78.75,78.37
77.59,78.73,78.75,77.59
78.88,78.71,78.88,78.15
78.13,78.33,78.59,78.10
78.26,78.34,78.50,78.26
78.30,78.64,78.70,78.22
78.99,78.36,78.99,78.36
78.38,78.25,78.50,77.27
77.92,78.70,79.10,77.92
78.70,78.58,78.70,78.25
78.79,78.65,78.89,77.85
78.31,78.59,78.59,78.20
78.00,78.25,78.26,78.00
78.25,77.49,78.25,77.49
77.49,77.56,78.00,77.49
77.65,77.11,77.89,76.39
76.00,76.92,77.60,76.00
76.80,76.80,76.80,76.80
76.70,77.57,77.57,76.70
77.00,77.01,77.96,77.00
77.60,77.65,77.70,77.60
77.96,77.51,77.96,77.42
77.32,78.26,78.59,77.32
77.95,78.44,78.56,77.86
78.45,78.56,78.57,78.30
78.55,78.57,78.57,78.40
78.57,78.57,78.57,78.57
78.59,78.56,78.59,78.56
81.00,78.30,81.00,78.30
78.59,78.45,78.59,78.15
78.59,78.58,78.59,78.57
78.57,78.37,78.59,78.37
77.12,77.54,78.37,77.10
78.59,78.30,78.59,77.10
78.47,78.32,78.49,78.32
78.32,78.11,78.32,78.11
78.50,78.40,78.50,77.12
77.80,78.01,78.50,77.80
78.01,78.01,78.01,78.01
77.90,78.15,78.59,77.90
78.58,78.58,78.58,78.58
78.59,78.47,78.59,78.46
74.76,78.39,78.58,74.76
78.39,77.96,78.39,77.62
76.10,78.00,78.02,76.10
76.23,78.45,78.58,76.23
77.52,77.70,77.70,77.52
77.70,77.73,77.84,77.70
77.81,77.89,77.89,77.81
77.91,78.50,78.55,77.91
77.33,77.18,77.33,76.81
72.33,75.64,76.50,72.33
76.00,73.33,76.50,73.03
73.51,72.23,73.51,72.23
70.57,70.44,71.00,66.12
70.00,70.50,71.00,68.47
73.81,72.00,73.81,70.50
73.95,70.20,73.95,70.00
70.00,70.17,70.65,69.10
77.89,75.70,77.89,72.20
74.00,74.70,75.00,74.00
76.00,75.50,76.00,74.11
74.31,74.06,75.89,74.02
74.00,73.49,74.97,72.55
74.50,73.67,74.50,72.75
73.75,72.64,74.00,68.41
72.70,70.93,72.70,68.62
69.55,68.80,69.96,68.01
70.50,69.00,70.50,68.60
69.56,69.90,69.95,69.50
71.00,69.51,72.00,69.12
68.95,70.40,73.58,68.95
70.30,71.75,71.99,69.91
70.15,70.70,70.70,70.15
72.40,72.01,74.00,70.52
72.18,71.19,72.18,70.21
71.20,70.28,71.60,70.03
70.22,70.64,71.99,70.06
71.50,72.29,72.29,71.16
71.25,71.80,73.03,71.25
71.03,70.05,71.03,69.90
70.35,69.75,70.35,68.50
70.00,70.79,70.94,68.72
68.93,72.30,72.88,68.93
72.02,73.81,74.38,71.95
73.70,73.50,73.90,72.50
73.51,73.42,73.94,72.75
72.79,74.74,74.74,72.75
73.05,74.25,74.25,73.05
72.29,72.89,73.60,72.29
74.00,74.00,74.00,72.71
74.60,72.79,74.60,72.71
73.03,73.02,74.95,72.01
72.95,72.97,73.00,71.55
72.99,73.97,74.70,72.50
72.20,74.64,75.44,72.20
74.64,74.09,74.64,74.09
75.55,74.90,75.55,74.21
74.32,75.44,75.79,74.32
75.79,76.25,76.25,75.20
76.26,76.87,77.29,76.25
77.44,77.44,77.44,77.44
78.00,77.84,78.59,75.00
78.10,76.47,78.10,76.01
75.58,75.60,75.80,74.79
74.65,75.20,75.21,74.65
76.04,74.88,77.54,74.85
74.85,74.04,75.95,73.61
74.04,72.69,74.74,71.25
74.47,72.59,74.47,71.32
72.15,73.40,74.50,71.90
73.11,76.05,76.05,72.00
76.10,79.40,80.00,75.50
79.95,82.19,88.89,79.50
79.19,80.91,81.99,79.19
80.91,80.91,80.91,80.91
79.56,80.50,80.50,79.56
82.29,79.20,82.29,78.53
79.38,79.39,79.39,79.09
80.97,81.39,81.88,80.60
80.60,80.63,80.63,80.40
81.30,80.55,83.10,80.24
79.55,80.32,81.40,79.00
80.40,81.00,83.51,79.77
81.00,81.92,82.00,81.00
81.91,82.00,82.00,81.61
82.00,81.87,82.05,81.64
82.00,83.10,84.02,82.00
83.30,83.12,83.35,82.51
82.94,83.00,83.30,82.39
82.15,83.01,83.01,82.00
82.98,82.91,83.55,82.49
82.49,82.47,83.30,82.00
83.25,83.29,83.29,81.55
82.50,82.58,82.58,81.54
81.55,80.55,81.55,80.55
80.33,82.97,82.97,80.33
83.40,83.40,83.40,83.40
83.50,83.27,83.50,83.27
83.31,83.37,83.37,82.90
83.23,83.75,83.75,82.75
84.01,83.19,84.01,83.19
83.29,83.50,85.90,82.91
83.50,83.05,83.50,83.05
82.90,82.90,82.90,82.90
82.90,82.75,82.90,82.75
83.68,83.25,83.68,81.55
82.39,82.81,82.81,82.39
81.55,82.52,82.52,81.55
81.75,82.00,83.00,81.55
81.55,81.55,81.55,81.05
82.89,82.71,82.89,81.64
81.56,82.48,82.48,81.55
82.35,83.10,88.29,81.55
83.13,83.11,83.14,83.10
83.11,83.11,83.11,83.11
81.55,81.55,81.58,81.55
81.06,81.65,82.00,81.06
81.65,81.10,81.65,81.10
81.98,81.55,81.98,81.01
81.70,81.55,81.70,81.55
81.70,81.70,81.70,81.70
82.00,81.56,82.10,81.56
81.06,81.46,82.10,81.06
81.66,81.47,81.99,81.47
81.75,81.48,81.75,81.48
81.75,81.55,81.90,81.55
81.60,81.49,81.61,81.49
81.40,81.70,81.91,81.05
81.71,81.44,81.71,81.44
81.62,81.14,81.62,81.10
81.22,80.62,81.89,80.55
81.78,81.26,81.78,81.26
81.25,81.25,81.25,81.25
81.14,81.14,81.25,81.14
82.00,81.55,82.00,81.55
81.88,81.55,81.90,81.55
81.55,81.27,81.55,81.18
81.27,81.27,81.27,81.27
81.75,81.75,81.75,81.75
81.50,81.66,81.66,81.50
81.87,81.87,81.87,81.87
81.55,81.86,81.86,81.55
81.86,81.86,81.86,81.86
81.86,81.86,81.86,81.86
81.86,81.86,81.86,81.86
80.97,81.45,81.85,80.97
81.22,81.84,81.84,80.26
82.10,81.85,82.13,81.46
82.65,82.51,82.65,82.00
82.51,82.51,82.51,82.51
82.44,80.98,82.44,80.56
80.98,80.98,80.98,80.98
80.98,80.98,80.98,80.98
81.05,81.13,81.13,81.05
82.75,82.75,82.75,82.75
81.99,82.00,82.23,81.80
82.10,81.86,82.10,81.86
82.74,82.00,82.74,82.00
82.75,82.03,82.75,81.57
81.55,81.55,82.09,81.55
81.56,82.00,82.00,81.05
82.74,82.71,82.74,81.75
81.41,82.72,82.73,81.41
82.72,83.67,83.67,82.71
85.00,87.00,89.80,84.59
88.35,86.20,88.75,86.20
86.21,86.27,88.27,86.20
87.87,87.87,87.87,87.87
87.42,87.42,87.42,87.42
86.34,86.34,86.34,86.34
87.61,90.77,90.77,86.33
88.10,88.75,89.01,88.10
88.99,88.43,88.99,88.25
88.96,87.78,88.96,87.78
85.50,85.50,85.50,85.50
88.50,86.06,89.49,85.55
86.19,86.19,86.19,86.19
86.19,86.19,86.19,86.19
85.50,85.50,85.50,85.50
85.50,85.50,85.50,85.50
86.50,86.50,86.50,86.39
86.50,83.49,86.50,83.49
83.49,83.49,83.49,83.49
84.00,84.00,84.00,84.00
83.97,84.00,84.00,83.96
82.25,82.25,82.25,82.25
84.05,83.83,84.05,82.55
81.66,82.03,82.65,81.66
84.00,84.00,84.00,84.00
84.00,83.50,84.00,81.64
81.70,82.36,82.65,80.50
84.98,88.20,88.20,83.20
88.00,87.35,88.00,83.21
90.00,84.00,90.00,83.55
84.25,83.75,84.25,83.75
83.81,83.86,83.86,83.81
84.01,87.95,89.83,84.01
84.00,84.00,84.00,84.00
84.16,85.50,85.50,83.20
85.00,87.01,87.01,85.00
85.00,85.00,85.00,85.00
84.00,84.00,84.00,84.00
84.00,85.50,85.63,84.00
84.48,84.48,84.48,84.48
85.00,88.36,88.36,85.00
89.36,86.04,89.36,84.66
86.28,86.28,86.28,86.28
86.28,86.28,86.28,86.28
84.00,84.02,84.02,84.00
84.21,87.36,87.36,84.21
87.37,82.24,87.37,82.24
87.20,87.75,87.75,86.00
88.34,85.01,88.34,85.01
87.50,87.96,87.96,87.50
87.96,87.96,87.96,87.96
87.86,86.96,87.99,86.85
86.96,86.96,86.96,86.96
87.46,87.46,87.46,87.46
87.46,87.50,87.50,87.46
87.95,87.00,87.99,87.00
87.81,88.00,88.00,87.22
88.00,88.00,88.00,88.00
87.25,88.00,88.00,87.25
88.00,88.00,88.00,88.00
88.00,88.00,88.00,88.00
88.00,88.00,88.00,88.00
88.00,88.00,88.00,88.00
87.04,87.50,87.90,87.00
88.00,88.20,89.12,87.11
87.90,87.30,90.50,86.21
87.56,89.00,89.00,87.56
89.50,88.69,91.62,88.25
89.50,91.55,91.99,88.25
92.00,100.75,103.75,91.99
88.83,98.04,98.04,88.83
97.99,97.99,97.99,97.99
99.00,99.00,99.00,97.25
99.00,99.00,99.00,97.49
99.00,96.93,99.00,96.31
99.04,97.90,99.04,95.70
96.30,98.87,99.00,96.23
98.35,95.74,99.00,94.22
99.49,97.95,99.49,97.42
98.30,97.08,98.40,95.68
99.00,99.75,99.75,98.00
99.90,99.00,99.90,98.99
99.00,98.75,99.56,98.75
99.00,98.45,99.00,98.45
99.00,98.99,99.00,97.21
98.99,98.99,98.99,98.99
99.00,97.18,99.00,97.18
97.23,97.23,97.23,97.23
99.00,96.52,99.00,96.46
99.00,95.97,99.00,95.97
97.96,95.75,98.75,95.75
97.71,98.00,98.00,95.76
98.76,99.00,99.00,98.76
100.10,98.75,100.10,97.00
99.00,99.00,99.00,99.00
100.00,98.20,100.00,96.03
99.00,99.00,99.00,99.00
98.00,98.93,99.00,98.00
99.00,99.36,100.00,99.00
99.92,98.20,99.92,98.20
99.49,99.50,99.50,99.20
99.83,99.82,99.83,98.99
99.50,99.81,99.81,98.34
99.50,99.81,99.81,99.50
101.75,99.75,102.00,99.06
101.45,100.53,101.45,99.91
100.74,99.97,101.39,99.97
101.00,100.20,101.00,100.20
101.25,101.25,102.11,101.00
103.05,103.26,103.26,100.60
104.45,102.22,104.45,101.05
102.40,106.50,110.16,101.72
107.40,105.35,107.40,103.31
105.01,112.75,114.00,104.11
112.80,107.00,113.49,103.10
110.00,109.64,110.00,108.59
110.77,108.99,111.87,107.80
108.50,110.80,110.80,104.00
109.10,107.44,111.07,100.15
107.44,112.00,112.00,107.44
111.89,111.89,111.89,111.89
110.87,112.41,114.84,110.16
113.96,113.53,113.96,107.52
115.00,110.25,115.00,107.66
110.00,111.06,113.00,109.47
110.80,113.11,113.11,108.50
114.28,114.97,116.84,112.70
112.64,115.85,115.85,112.64
115.20,115.07,115.80,114.05
115.75,115.27,115.75,112.50
115.19,115.90,115.99,113.38
114.69,115.82,115.82,114.30
114.32,114.45,115.24,113.50
114.45,114.39,115.12,114.39
112.50,113.00,113.78,111.43
113.35,113.99,114.41,113.13
112.70,113.35,113.95,111.56
113.74,112.00,114.00,111.74
113.00,113.36,114.00,112.02
113.50,113.00,113.50,111.64
113.00,110.87,113.00,110.87
112.00,111.70,112.00,110.50
110.75,112.00,112.86,110.75
110.75,111.47,112.77,110.19
112.00,109.15,112.75,108.81
109.86,110.68,112.00,106.36
108.09,108.25,108.25,108.09
109.85,110.75,112.00,108.50
109.46,108.79,110.74,108.70
109.92,109.18,111.84,107.80
107.08,106.35,107.08,106.23
107.72,105.70,108.37,105.70
107.00,106.24,107.00,104.21
104.54,103.68,107.00,103.68
104.69,105.00,105.00,101.32
107.29,106.02,110.00,105.00
105.37,109.45,109.50,103.00
107.27,110.12,111.81,101.63
110.67,113.48,113.83,110.26
113.48,115.11,115.11,111.56
114.63,114.05,114.63,111.93
115.49,112.66,115.49,110.45
112.95,112.00,112.95,109.68
109.80,112.00,113.14,109.80
110.65,112.00,114.30,110.65
111.11,110.78,111.11,109.50
111.00,111.00,112.27,104.25
111.00,110.83,111.00,105.00
111.00,111.81,112.49,105.00
112.98,110.10,113.74,110.09
105.00,113.06,115.01,105.00
112.25,116.38,116.90,108.78
113.99,112.73,113.99,110.07
111.45,113.33,116.28,111.36
113.99,112.90,113.99,111.41
113.10,116.60,118.34,112.70
115.30,117.73,117.73,112.92
115.33,114.65,115.49,114.00
115.35,119.60,123.98,113.28
113.06,121.75,126.15,113.06
120.00,120.04,124.24,120.00
119.50,121.01,121.79,119.50
122.19,116.11,122.75,114.48
116.36,115.03,116.36,114.52
115.14,116.73,116.99,115.14
116.35,116.22,117.87,114.01
115.96,120.05,122.13,115.61
120.23,118.77,120.23,118.00
118.34,116.90,118.34,114.62
116.30,117.02,117.83,115.03
116.50,116.96,119.99,116.50
117.15,119.80,121.95,117.15
119.50,119.20,119.70,116.89
117.65,117.46,120.70,115.05
117.44,117.21,120.67,115.53
118.35,118.90,120.58,118.35
117.79,118.11,120.69,117.79
115.27,113.60,115.27,113.54
115.45,114.69,116.26,113.55
115.69,116.86,117.44,114.21
117.34,117.96,120.99,116.30
117.21,115.91,117.21,115.91
116.25,116.98,116.98,116.25
115.55,115.99,117.49,115.20
116.77,114.80,121.98,113.02
115.31,113.86,116.00,113.66
113.21,112.58,113.21,110.01
110.23,112.61,114.00,109.14
112.10,112.10,112.10,112.10
112.10,112.10,112.10,112.10
113.94,112.98,113.98,112.00
112.15,112.15,112.15,112.15
112.80,113.68,114.20,112.80
114.65,113.62,114.65,113.62
113.50,112.99,113.50,112.39
112.00,112.70,114.99,111.35
115.00,113.07,115.00,113.07
112.00,112.52,114.38,112.00
114.17,112.61,114.23,112.61
112.50,116.21,122.12,112.50
117.97,117.00,119.50,115.51
116.47,117.89,119.23,110.90
117.50,116.30,119.00,114.64
115.95,116.03,117.00,115.24
116.00,117.31,117.80,116.00
115.06,116.00,116.95,115.06
116.50,115.25,116.50,115.25
115.00,113.53,115.00,112.39
113.61,114.20,114.33,112.45
114.00,116.46,116.46,114.00
116.14,116.14,116.14,116.14
112.80,116.50,116.50,112.80
114.65,115.01,115.01,114.65
113.59,113.59,113.59,113.59
114.90,122.12,122.12,114.90
121.98,124.65,128.98,118.96
124.00,122.00,124.00,119.01
122.50,123.15,123.15,122.50
123.50,124.08,124.08,123.50
126.32,126.32,126.32,126.32
129.00,127.25,129.00,127.16
127.55,128.99,128.99,124.50
125.00,125.33,127.77,125.00
127.00,127.33,127.33,127.00
127.99,125.79,127.99,123.00
125.00,127.41,127.41,125.00
127.49,129.20,129.20,126.82
130.00,130.99,132.48,130.00
130.09,130.00,131.27,130.00
129.00,129.95,130.95,128.99
131.98,131.98,131.98,130.02
135.00,133.18,135.03,133.00
131.00,134.00,134.00,131.00
134.40,133.03,134.50,132.01
133.82,131.99,133.82,130.00
131.97,130.40,133.00,129.95
130.43,131.84,131.84,130.43
132.60,132.07,134.89,132.07
133.50,132.80,133.50,132.10
132.80,132.89,133.20,131.79
133.44,133.92,133.92,132.46
132.28,129.83,132.49,123.53
127.75,130.94,130.94,127.75
129.00,132.32,132.32,129.00
133.50,131.74,133.99,131.70
131.77,130.19,133.70,130.19
130.50,129.94,131.37,129.51
128.00,127.98,128.00,127.98
128.00,129.00,130.00,128.00
130.65,130.16,130.65,130.16
126.05,130.46,130.46,126.00
130.00,130.10,131.50,129.50
130.11,130.11,130.11,130.11
129.50,128.30,129.50,128.30
127.83,127.24,129.84,127.24
129.78,129.78,129.78,129.78
129.10,130.00,130.00,129.10
129.41,130.76,130.76,129.01
131.69,131.00,132.00,130.96
130.33,132.01,134.50,130.33
129.46,129.46,129.46,129.46
128.53,128.52,128.53,128.52
129.88,129.88,129.88,129.88
128.73,125.74,128.73,123.84
123.33,121.51,125.04,120.87
122.00,115.76,122.00,115.05
115.90,121.12,124.60,115.90
119.52,119.80,122.37,116.24
120.57,118.00,121.61,118.00
121.00,120.00,121.00,119.99
121.00,122.33,122.33,119.06
123.24,120.20,123.24,119.88
121.52,122.67,123.00,119.38
122.65,122.05,122.68,121.93
120.95,121.17,122.00,120.20
121.09,119.44,121.09,119.44
121.03,119.96,121.03,119.81
120.33,118.11,120.33,116.00
121.01,123.20,126.96,120.01
123.04,125.88,126.20,121.50
125.00,122.80,126.99,121.54
125.21,124.47,125.21,123.03
124.80,125.99,125.99,123.55
125.05,126.68,127.71,124.95
121.68,121.58,124.45,118.80
123.89,122.32,123.89,120.06
122.51,123.01,123.01,121.01
123.60,122.63,123.60,119.93
124.52,121.45,124.52,121.45
123.64,120.02,123.64,119.53
122.50,122.50,122.50,122.50
122.42,120.02,122.42,120.02
119.53,120.05,122.86,119.53
120.00,120.00,120.01,120.00
116.95,121.90,121.90,116.27
118.45,116.00,118.45,115.85
117.00,118.00,120.73,115.80
119.19,119.45,119.45,119.19
120.00,118.90,120.00,117.29
116.25,116.50,119.68,116.05
117.16,116.75,117.28,116.07
122.80,117.76,122.80,117.76
120.55,119.74,120.58,117.00
118.01,118.00,118.01,118.00
118.58,119.00,120.45,118.00
117.99,117.99,117.99,117.99
118.36,117.45,118.37,117.45
118.90,118.90,118.90,118.90
118.98,117.36,118.98,117.36
118.00,116.22,118.48,116.03
116.67,116.11,116.67,116.11
116.74,117.12,117.12,116.41
116.86,116.44,117.54,116.04
116.52,116.52,116.52,116.52
116.42,116.42,116.42,116.42
122.00,121.00,122.00,121.00
121.99,120.59,121.99,118.02
119.55,119.55,119.55,119.55
119.09,117.84,119.09,117.84
117.23,118.28,118.28,117.23
119.00,119.87,120.50,117.50
118.87,118.40,118.87,117.83
117.78,118.44,119.00,117.78
118.45,118.50,118.51,118.45
118.84,120.04,121.28,118.84
120.11,119.45,120.40,118.14
119.19,119.60,119.88,119.19
119.70,119.65,120.00,119.31
119.60,119.11,119.85,119.11
119.23,120.48,121.60,119.23
122.00,121.86,122.65,121.86
122.01,119.84,122.01,118.00
119.95,121.21,121.21,119.04
120.00,120.03,120.70,120.00
119.13,119.75,119.75,119.13
120.25,120.20,120.30,120.20
118.65,122.50,122.50,118.65
119.90,123.93,125.00,119.90
123.50,123.80,125.07,123.50
122.00,122.93,122.98,122.00
124.74,122.81,124.74,122.81
122.81,122.81,122.81,122.81
125.00,123.90,125.00,123.90
123.00,123.00,123.00,123.00
124.00,123.27,124.00,123.27
123.00,124.97,125.00,123.00
124.80,124.84,124.84,124.80
128.53,125.10,128.53,125.10
126.17,126.17,126.17,126.17
126.00,127.99,128.53,126.00
128.00,129.90,129.90,126.00
129.90,126.43,129.90,126.43
129.40,129.40,129.40,129.40
129.40,128.06,129.40,128.00
128.49,129.80,130.00,128.00
126.64,128.30,128.50,125.13
128.30,129.61,129.61,128.27
128.30,128.31,129.00,125.86
128.31,127.32,128.31,127.32
127.50,128.30,128.30,127.50
128.32,129.76,130.80,128.32
129.70,130.00,130.00,129.01
130.62,131.36,131.36,130.62
130.44,130.18,130.44,130.10
131.36,130.81,134.00,130.00
130.00,130.00,130.00,130.00
130.71,132.75,132.97,130.00
132.75,133.00,133.00,132.72
133.40,131.90,133.40,131.12
132.95,132.73,132.99,131.17
130.75,133.89,133.89,130.75
131.46,134.71,135.00,131.46
135.82,135.69,135.82,132.36
137.45,135.06,137.45,133.98
134.96,135.00,135.06,130.51
132.03,133.11,134.21,132.03
133.67,133.67,133.67,133.67
131.61,133.74,133.74,131.61
131.00,131.00,131.00,131.00
131.30,130.31,131.30,130.31
130.00,126.32,130.00,125.70
122.90,125.13,125.13,122.90
125.45,124.01,125.45,122.73
124.92,125.00,129.96,124.86
125.70,124.90,125.70,124.50
125.00,124.44,125.00,124.09
124.95,124.96,125.00,124.70
124.99,124.99,125.00,123.88
125.60,122.00,127.50,122.00
122.30,123.70,125.04,122.30
124.09,124.15,125.00,123.12
125.00,122.36,125.00,121.43
123.25,122.92,123.25,121.88
122.40,121.45,122.40,121.45
120.55,121.20,121.20,120.25
121.33,123.00,126.07,121.33
123.00,123.00,123.00,123.00
124.29,126.10,126.10,124.29
126.10,125.74,126.10,125.02
126.00,126.43,126.50,126.00
128.00,127.15,128.00,125.71
127.50,127.50,127.50,127.50
128.48,126.03,128.48,125.54
127.30,127.00,127.30,127.00
128.74,127.00,128.77,126.08
126.30,127.55,127.55,126.01
126.20,126.51,127.50,126.00
127.35,129.69,129.69,126.00
129.18,129.69,129.69,129.14
128.91,128.45,129.00,127.00
128.45,128.45,128.45,128.45
128.45,128.45,128.45,128.45
137.87,131.00,137.87,129.76
128.71,132.48,132.48,128.71
130.25,128.86,130.25,127.01
128.70,132.23,132.60,128.70
132.23,132.23,132.23,132.23
132.15,133.90,134.25,132.15
133.90,133.90,133.90,133.90
134.50,133.91,134.50,133.91
132.71,132.71,132.71,132.71
132.22,132.22,132.22,132.22
131.00,132.10,132.10,131.00
132.84,132.84,132.84,132.84
132.89,132.99,132.99,132.89
131.27,132.79,132.79,130.22
132.79,132.79,132.79,132.79
133.00,133.05,133.50,132.00
133.48,133.43,133.49,133.43
133.50,133.47,133.50,132.37
133.28,130.51,133.48,130.51
130.72,130.25,131.35,130.00
129.40,129.33,130.25,129.20
130.00,130.05,130.10,128.08
129.60,129.60,129.60,129.59
129.58,129.92,129.92,129.58
129.60,129.60,129.60,129.54
129.55,130.45,130.45,129.55
132.00,132.06,132.06,131.97
133.43,132.91,133.46,132.91
131.00,133.10,133.50,131.00
133.50,132.51,133.50,132.51
134.80,134.90,136.00,134.80
133.08,134.51,136.00,132.51
135.96,135.91,136.80,135.00
135.20,137.68,137.98,134.80
138.43,135.18,139.90,135.18
135.22,135.95,137.60,135.15
138.07,137.21,138.07,137.21
134.71,135.20,139.88,134.71
135.55,136.72,136.72,135.52
134.85,135.71,136.36,134.85
134.75,135.99,135.99,134.75
134.95,137.40,137.40,134.95
138.28,138.08,138.28,135.04
138.56,137.34,138.59,136.99
136.50,138.50,138.71,136.50
138.51,136.14,139.22,136.14
137.50,138.24,139.57,137.50
137.55,136.62,138.00,136.62
136.70,136.31,139.20,136.31
137.61,137.00,138.78,137.00
136.75,138.85,139.07,136.75
138.90,136.93,138.90,135.05
134.03,138.40,139.99,132.00
136.90,136.80,137.60,136.50
137.20,139.41,140.45,137.20
139.06,138.30,139.06,138.10
133.20,137.90,138.74,133.20
137.80,140.00,141.90,137.80
140.00,141.60,141.67,140.00
142.00,142.35,143.25,142.00
141.50,143.30,143.30,141.50
143.29,143.63,144.95,142.39
142.05,141.80,142.10,140.51
141.05,140.85,142.00,140.51
143.30,142.05,143.30,142.05
142.48,143.45,143.60,141.74
140.73,142.30,143.49,140.73
141.59,141.01,141.96,141.01
142.46,144.46,145.99,142.32
144.09,147.04,147.04,144.09
148.22,146.00,150.00,144.41
145.59,147.00,147.00,145.59
146.25,148.80,148.80,146.25
149.88,151.75,154.35,148.40
152.80,160.79,160.79,152.12
162.47,163.80,164.70,153.89
157.10,161.90,163.74,157.10
161.63,165.66,167.22,161.40
166.09,166.21,166.78,163.00
160.71,164.76,164.76,160.70
165.25,167.60,171.00,164.75
164.06,169.08,169.59,164.06
168.00,168.34,169.60,167.30
168.67,168.32,168.67,168.32
165.71,164.60,169.54,164.60
164.80,164.80,164.80,164.80
168.75,167.52,168.75,165.30
169.18,168.25,169.74,162.80
167.91,175.80,175.80,167.91
169.76,174.50,174.50,169.76
