MJN,Mead Johnson Nutrition Company Common Stock,NASDAQ
79.89,78.11,80.01,77.64
78.56,78.25,79.48,77.54
77.52,76.94,77.76,76.22
77.25,77.30,77.81,76.75
77.86,78.71,79.04,77.86
79.24,78.76,79.74,78.75
78.70,79.23,79.70,78.18
79.62,79.43,80.98,78.99
78.00,74.90,78.00,74.59
72.30,68.85,72.77,66.80
68.94,69.33,69.53,68.28
69.21,69.96,70.39,69.21
70.05,70.25,70.36,68.71
70.41,72.95,73.44,69.74
73.46,74.13,75.00,72.84
73.74,74.27,74.34,73.16
74.59,73.88,74.59,73.25
73.76,73.63,73.76,72.62
74.00,72.22,74.00,71.90
72.39,72.02,72.69,71.95
71.87,73.30,73.48,71.87
73.35,72.73,73.69,72.37
72.36,71.61,72.50,70.84
71.57,70.67,71.74,70.54
76.33,74.45,78.29,74.30
74.01,73.68,74.01,71.74
73.00,72.89,73.35,72.47
73.04,73.04,73.85,72.80
73.13,72.84,73.57,72.23
73.23,72.84,73.72,72.50
75.12,76.00,76.53,73.70
76.69,78.05,78.76,76.38
77.56,77.27,77.91,76.39
78.77,79.05,80.38,78.08
79.01,78.08,79.29,77.84
77.73,77.84,79.00,77.19
77.26,77.56,77.99,76.85
77.90,77.21,77.99,77.01
77.36,76.75,77.45,76.58
76.02,76.35,76.38,75.24
76.45,76.11,76.54,75.77
75.85,76.53,76.75,75.80
76.40,76.35,76.80,75.99
76.20,76.19,76.85,76.10
76.13,76.36,76.86,76.06
76.83,76.95,77.28,76.46
76.99,75.92,77.00,75.75
75.08,74.66,75.20,74.26
74.52,74.10,74.61,73.89
74.14,74.46,74.82,73.70
75.44,75.03,75.98,74.71
74.91,75.28,75.50,74.21
75.21,75.09,75.41,73.97
75.17,74.92,75.33,74.74
75.13,74.76,75.40,73.79
74.97,75.23,75.90,74.97
75.55,74.86,75.74,73.98
75.01,74.90,75.28,74.53
74.84,74.75,74.94,74.70
75.00,75.64,75.74,74.74
76.12,76.11,77.68,75.71
76.65,77.86,78.33,76.65
77.82,78.48,78.50,76.94
78.55,77.75,78.68,77.40
77.68,77.47,77.90,77.30
77.70,76.95,77.83,76.43
76.87,76.17,76.95,75.85
75.98,75.61,76.14,75.15
75.83,75.95,76.55,75.18
75.67,75.24,75.85,74.73
75.03,74.26,75.22,73.95
74.45,74.15,74.45,73.95
74.06,74.25,74.27,73.69
74.28,74.04,74.99,73.82
73.87,75.12,75.29,73.81
74.90,75.09,75.64,74.61
75.00,75.09,75.48,74.68
75.09,74.68,75.72,74.11
75.17,76.48,76.72,75.04
76.17,76.73,76.75,76.07
76.02,75.42,76.02,74.82
75.41,77.16,77.78,75.07
77.51,78.93,79.17,77.51
78.83,79.34,79.61,78.60
79.82,78.81,79.96,78.58
80.12,80.41,81.28,79.31
80.42,81.34,81.94,80.42
81.13,82.36,82.46,80.94
83.20,80.32,84.00,77.61
80.26,81.09,81.39,79.73
80.94,80.98,81.94,80.73
82.72,82.80,82.94,81.33
83.13,82.19,83.24,81.63
81.97,81.66,82.19,81.45
81.86,81.95,82.42,81.39
82.18,81.56,82.66,81.20
81.39,82.07,82.46,80.94
82.52,82.01,82.52,81.66
82.46,79.93,82.46,79.79
80.03,80.48,80.52,79.06
80.74,79.97,80.95,79.48
80.02,80.05,80.41,79.35
79.28,80.78,80.82,78.94
80.78,80.88,81.00,80.40
84.47,84.85,86.63,83.32
85.24,82.69,85.24,82.50
82.87,83.00,83.97,82.04
82.72,83.07,83.70,82.58
83.10,83.70,83.72,82.25
83.51,84.09,84.25,83.34
84.12,83.93,84.40,83.61
83.97,84.73,85.03,83.65
84.90,84.79,85.12,84.25
84.79,84.51,85.09,84.32
84.69,84.56,84.97,84.03
84.52,85.24,85.30,84.31
84.78,85.26,85.81,84.59
85.20,85.08,85.72,84.90
85.58,85.58,85.93,85.26
85.72,85.49,86.20,85.22
85.39,85.00,85.55,84.67
85.29,85.00,85.62,84.84
84.26,83.95,84.90,83.32
84.00,83.16,84.55,83.00
83.69,82.94,83.69,82.16
82.94,82.99,83.63,82.35
83.07,83.92,83.95,82.06
83.62,83.35,83.78,82.37
83.41,82.89,83.55,82.51
83.58,83.12,83.59,82.71
83.30,83.33,83.95,83.24
83.52,83.35,83.85,82.82
83.71,82.95,83.71,82.55
83.27,83.10,83.27,82.65
83.36,83.76,84.29,82.33
82.78,83.17,84.48,82.21
83.12,83.44,84.10,82.42
83.62,83.00,83.89,82.91
83.04,84.00,84.27,83.04
83.90,84.26,84.44,83.65
84.27,84.23,85.00,83.90
84.63,83.83,84.85,83.28
83.52,82.90,84.18,82.83
83.03,83.95,84.07,82.81
83.93,83.49,83.95,82.82
83.45,83.35,84.18,83.01
83.19,82.28,83.47,82.20
83.04,82.28,83.28,81.78
82.33,82.89,83.32,82.03
82.27,80.59,82.29,80.00
79.57,78.29,80.40,78.02
78.61,77.82,78.61,77.41
78.43,79.87,80.29,78.33
79.30,77.80,79.60,77.59
78.00,79.37,79.82,77.67
74.97,76.89,79.00,74.86
76.78,75.45,77.28,74.99
76.13,74.83,76.13,74.58
74.79,73.66,74.79,73.23
73.64,75.95,76.12,73.51
76.27,75.95,77.28,75.60
76.59,77.66,79.19,76.19
77.37,78.12,78.24,76.29
78.39,77.89,78.89,77.66
77.83,78.23,78.74,77.51
78.31,77.67,78.32,77.27
77.89,77.25,78.10,76.82
75.45,78.63,79.22,74.68
79.19,80.73,81.69,78.90
80.77,80.90,81.71,80.36
81.30,80.96,81.80,80.85
81.00,81.48,81.79,81.00
81.79,80.73,81.90,80.35
80.60,81.62,81.83,80.60
81.89,81.55,82.40,81.17
81.38,82.51,82.57,81.04
83.12,84.06,84.12,82.97
83.78,82.94,83.98,82.25
83.09,83.04,83.96,82.65
83.81,83.18,83.85,82.39
83.20,83.17,83.57,82.04
83.58,82.99,83.97,82.62
82.40,83.53,83.68,82.40
83.36,82.72,83.58,82.47
82.41,82.20,83.02,82.05
82.74,82.91,83.11,82.25
82.88,83.07,83.15,82.43
82.90,81.67,83.19,81.44
81.66,82.30,82.46,80.86
82.99,82.09,83.44,82.05
82.49,81.40,82.88,81.05
81.94,82.10,82.42,81.76
82.61,82.99,84.76,82.44
82.78,83.14,83.59,82.12
83.32,83.00,84.07,82.66
83.78,83.14,83.85,82.84
83.20,85.46,85.57,83.20
84.84,86.18,86.50,84.84
86.48,86.65,86.76,85.32
86.94,85.11,87.00,85.04
85.06,85.54,85.91,84.83
85.31,83.94,85.43,83.88
84.37,85.28,85.30,84.00
85.47,83.96,85.92,83.95
83.15,82.20,83.56,81.82
82.70,82.96,83.00,81.99
83.06,82.21,83.52,81.23
83.12,83.74,83.90,83.12
83.58,84.45,84.55,83.28
84.47,84.50,84.90,84.34
84.67,85.17,86.05,84.39
85.43,84.27,85.91,84.02
85.56,88.22,88.49,84.06
88.20,87.10,88.87,86.80
87.23,87.88,88.02,86.80
88.20,88.05,88.54,87.38
87.68,88.26,88.30,87.39
88.03,87.66,88.35,87.24
87.70,87.82,88.25,87.37
87.03,87.67,87.96,86.72
87.64,86.12,87.70,86.10
86.61,87.08,87.30,86.50
87.00,86.55,87.17,86.16
86.70,86.13,86.70,85.66
86.58,86.90,87.52,86.44
87.11,87.67,87.83,87.05
87.68,86.96,87.83,86.82
86.43,85.64,86.50,84.97
85.72,86.28,86.49,85.57
86.23,85.43,86.24,85.33
85.54,85.97,86.17,85.54
85.94,86.19,86.27,85.61
85.96,85.77,86.31,85.75
85.75,86.19,86.38,85.72
86.81,86.98,87.09,86.33
86.94,87.13,87.58,86.62
87.27,88.10,88.20,86.96
87.90,89.47,89.64,87.88
89.40,89.68,89.74,88.97
89.50,89.45,89.76,89.09
89.20,88.50,89.35,88.41
88.83,89.00,89.28,87.77
89.34,89.82,89.85,89.05
89.94,87.39,89.94,87.28
87.28,87.61,87.85,87.05
87.56,86.75,87.56,86.57
86.75,86.65,87.14,85.89
86.71,87.45,87.56,86.39
87.45,87.79,87.85,87.08
88.04,89.19,89.28,87.54
89.29,91.88,91.94,88.89
92.21,92.56,92.74,91.68
92.73,93.14,93.40,92.68
92.98,92.98,93.25,92.47
92.52,93.32,93.43,92.34
92.98,92.28,93.05,91.93
92.43,92.40,92.60,91.62
92.24,92.67,92.81,91.71
92.50,93.17,93.34,92.11
93.00,93.21,93.46,92.23
93.03,93.39,94.00,92.91
93.88,93.73,93.97,93.20
93.23,93.47,93.80,93.12
93.10,92.65,93.28,92.20
92.73,93.26,93.51,92.60
92.32,93.12,93.34,92.19
93.07,92.59,93.14,92.08
93.16,92.87,93.25,92.45
94.34,92.62,94.52,92.44
93.29,93.01,93.36,92.70
92.77,91.92,93.08,91.78
91.98,92.61,92.74,91.80
92.34,92.27,92.45,91.41
92.08,95.42,98.36,91.85
95.27,95.08,96.11,94.98
95.48,95.34,95.48,94.84
94.77,94.64,94.94,93.58
94.87,96.05,96.27,94.61
96.43,94.88,96.79,94.86
94.90,93.10,95.08,93.07
92.84,91.44,93.26,91.44
91.48,92.64,93.12,91.15
92.73,92.83,93.16,92.03
92.63,92.64,93.31,92.44
92.19,93.64,93.82,92.05
93.82,92.24,94.04,91.92
92.50,93.11,93.17,91.20
93.47,93.85,94.28,93.20
93.50,93.63,94.00,93.37
93.96,94.26,94.28,93.52
94.20,94.50,95.22,93.97
94.99,94.22,95.79,93.57
94.69,94.75,94.99,94.20
94.76,94.37,94.97,94.07
94.59,94.48,95.00,94.12
94.75,94.42,95.22,94.35
94.59,94.34,95.00,94.14
95.00,95.61,95.77,94.83
95.93,95.15,96.09,94.86
95.25,94.81,95.39,94.70
94.44,95.05,95.11,94.28
95.40,95.60,95.92,95.09
95.48,95.38,95.96,94.92
95.46,93.93,95.51,93.87
94.61,97.05,97.39,94.31
96.79,97.71,97.79,96.26
97.50,97.00,97.55,96.56
97.10,96.87,97.48,96.69
96.59,96.44,96.86,95.87
96.36,97.01,97.36,95.92
97.20,96.69,97.43,96.42
96.90,96.62,96.90,96.06
96.17,98.30,98.50,95.81
98.17,97.63,98.22,97.12
97.66,97.94,97.98,97.11
98.43,97.46,98.49,97.33
97.43,96.50,97.43,96.48
96.01,96.64,96.90,95.75
96.31,97.21,97.32,96.31
96.73,95.72,96.90,95.50
95.65,96.17,96.37,95.45
95.66,96.81,97.05,95.48
96.57,96.22,96.76,96.03
96.00,95.50,96.12,95.07
95.29,94.18,95.77,94.06
94.49,96.54,96.60,94.29
96.97,96.94,97.03,96.32
96.58,96.34,97.22,96.19
96.17,97.69,97.70,95.86
97.20,95.83,97.90,95.47
96.05,94.14,96.26,94.13
94.21,92.43,94.41,92.37
92.70,92.80,93.84,92.45
92.31,90.99,92.36,89.34
89.59,91.21,91.96,89.38
91.97,100.23,104.89,91.71
94.99,97.02,97.40,94.47
97.51,100.36,100.45,96.78
100.83,99.93,102.33,98.61
97.00,100.66,101.69,96.90
101.89,103.39,104.05,101.47
103.45,101.52,103.58,101.18
101.61,102.90,102.91,101.02
102.96,102.94,103.43,101.54
102.54,103.57,104.13,102.39
101.00,99.31,101.26,96.72
99.54,100.26,101.02,99.38
100.22,98.41,100.96,98.13
98.86,98.79,99.80,98.47
98.86,98.84,99.16,98.07
98.51,98.39,99.04,98.00
98.47,99.32,99.42,98.37
99.70,99.26,100.27,98.63
99.32,99.61,99.91,98.94
99.85,99.65,100.53,98.25
99.35,100.68,101.16,98.96
100.22,100.70,100.84,99.30
100.88,102.06,102.62,100.79
101.68,102.64,102.68,101.02
102.31,101.61,102.41,101.30
102.69,102.33,102.87,102.00
102.75,101.07,102.75,100.62
101.29,101.39,101.81,100.72
101.94,103.41,103.44,101.56
103.67,103.84,104.67,103.41
103.51,103.92,104.43,102.82
103.98,102.87,104.20,102.59
103.07,102.65,103.33,102.37
102.38,101.96,102.73,101.73
102.41,103.38,103.65,101.97
103.36,102.30,103.88,101.98
101.40,102.54,102.59,100.82
102.40,100.80,102.92,100.54
101.05,101.99,103.05,100.96
99.01,97.81,100.94,97.74
98.07,96.20,98.80,95.06
95.95,95.45,97.78,95.36
95.36,98.58,98.77,95.36
100.45,100.58,100.61,99.43
100.81,100.35,100.96,99.98
100.79,101.28,101.53,100.35
101.68,101.56,101.94,101.34
101.52,102.04,103.06,100.75
102.50,102.49,103.49,102.39
102.11,101.96,102.39,101.65
102.38,101.47,102.55,101.39
101.70,100.54,102.24,100.48
100.62,99.94,101.19,99.37
98.80,98.13,99.20,97.13
98.55,97.75,99.61,97.33
98.22,99.48,99.68,97.57
100.07,101.41,101.85,99.72
102.86,101.97,103.76,101.29
101.93,100.09,102.79,99.61
100.74,99.39,101.77,98.50
97.78,98.72,98.76,97.21
98.72,98.55,99.66,98.18
98.63,100.35,100.50,98.23
100.91,100.47,101.14,99.89
100.18,100.52,101.23,99.73
101.33,99.95,101.33,99.30
100.00,98.36,100.00,98.19
98.55,98.14,98.74,97.68
97.53,99.43,100.00,97.09
100.16,98.69,100.78,98.65
99.45,101.76,101.76,97.27
100.59,98.49,101.27,98.21
98.66,99.61,99.62,97.22
99.85,100.08,100.37,98.85
100.27,99.49,101.23,99.13
99.01,100.11,100.14,98.62
100.25,99.61,100.48,99.21
99.59,98.43,99.99,98.31
99.22,98.82,99.22,98.07
99.01,98.87,99.47,97.87
99.07,99.57,99.65,98.59
99.60,101.89,102.02,99.06
101.75,103.49,103.56,101.14
103.09,104.02,104.74,102.87
103.98,104.71,105.39,103.91
104.54,105.01,105.17,103.72
104.51,105.07,105.11,104.16
104.52,104.88,105.18,103.80
104.78,104.74,105.30,104.42
104.53,104.35,104.79,103.92
104.35,104.76,105.45,104.23
104.76,104.64,105.13,104.13
104.22,104.12,104.58,103.25
104.00,102.85,104.00,102.45
102.81,102.97,103.15,101.57
102.34,101.36,102.34,100.94
101.52,101.77,102.07,101.04
101.18,99.51,101.28,99.44
99.29,98.44,99.46,98.17
98.51,99.69,99.72,98.43
99.33,99.40,99.73,98.50
100.00,101.13,101.15,100.00
100.55,99.99,100.59,99.17
99.82,101.38,102.12,98.86
100.91,100.20,101.23,99.79
100.98,102.28,102.41,100.40
102.60,101.89,102.99,101.87
101.89,100.04,102.29,100.03
101.01,99.96,102.09,99.76
99.59,99.31,100.05,98.73
99.10,100.05,100.31,98.95
100.43,101.54,101.93,99.95
101.23,100.53,101.80,100.50
100.55,101.15,101.18,98.99
101.29,103.11,103.56,100.88
102.41,103.01,104.34,102.40
103.02,102.64,103.81,102.61
102.68,102.12,103.23,101.60
102.09,101.49,102.31,100.87
101.83,102.68,103.09,101.48
102.50,101.10,103.01,101.10
100.74,101.30,101.68,100.51
101.30,101.03,102.01,100.93
101.07,100.90,101.62,100.58
100.10,100.16,100.62,99.81
100.49,100.25,101.26,99.90
100.58,99.92,100.76,99.55
100.50,98.92,100.50,98.88
97.50,96.41,97.50,95.46
96.35,97.94,98.47,96.30
98.10,96.22,98.60,96.08
96.23,97.61,98.41,96.02
97.60,97.19,98.31,96.87
97.03,95.92,97.84,95.35
96.05,96.25,96.80,95.06
96.29,96.74,97.25,96.21
96.61,97.05,97.77,96.08
97.39,96.67,97.39,96.39
96.28,96.21,96.97,95.41
97.15,96.00,97.23,95.52
95.70,95.43,96.45,95.20
95.18,95.90,96.33,94.48
96.17,95.60,96.37,95.52
95.97,97.75,97.81,95.83
97.72,97.86,98.06,97.39
97.67,97.80,98.34,97.40
97.53,97.26,97.95,96.97
97.52,97.02,97.78,96.93
97.24,97.74,97.99,96.77
97.84,98.00,98.11,97.35
98.15,97.59,98.19,97.33
97.70,97.73,97.96,96.77
97.49,96.89,97.92,96.63
96.66,97.30,97.81,96.31
97.30,96.96,97.54,96.87
96.76,95.99,96.84,95.46
96.59,96.50,96.83,95.79
95.80,95.40,96.44,95.26
95.40,94.84,95.93,94.41
94.68,94.12,94.85,93.86
93.49,92.71,93.50,92.31
93.49,90.95,93.65,89.26
90.86,90.92,91.13,90.50
90.33,90.78,91.20,89.72
90.30,90.96,91.38,90.11
91.31,92.03,92.11,91.07
91.91,91.74,92.33,91.07
91.61,91.86,92.28,91.36
91.56,91.20,91.98,91.15
91.46,91.29,91.65,90.76
91.67,92.95,93.07,91.52
92.84,91.82,93.00,91.82
91.82,91.05,91.93,90.83
91.48,91.49,91.64,90.99
90.70,89.79,91.40,89.70
90.24,90.22,90.74,89.82
91.08,90.96,91.76,90.38
91.11,90.88,91.58,90.19
90.18,89.70,90.49,89.29
89.69,90.33,90.43,89.00
89.59,88.44,90.04,88.32
89.34,88.14,89.74,87.97
88.92,88.45,89.16,87.89
89.32,89.59,89.71,89.19
89.62,88.13,89.70,87.88
83.78,86.51,87.13,83.50
87.41,87.75,88.34,86.69
87.55,87.79,87.86,86.99
87.74,87.81,87.86,87.13
87.78,88.13,88.19,87.38
87.93,88.97,89.08,87.71
88.55,91.17,91.89,88.25
90.11,89.93,91.63,89.73
89.56,89.52,90.18,88.83
90.11,90.09,90.34,88.96
90.00,90.30,90.42,89.55
89.95,89.48,90.00,89.16
89.75,88.39,89.78,88.06
88.40,87.98,88.49,87.20
87.91,87.75,88.15,87.16
88.28,87.93,88.80,87.79
88.41,88.06,88.82,87.77
87.76,88.16,88.25,87.44
88.62,89.39,89.53,88.30
88.50,86.94,88.50,86.82
86.12,84.87,86.38,84.03
84.77,84.03,84.98,83.50
84.04,83.83,84.24,83.42
83.80,84.41,84.80,83.34
84.17,83.71,84.52,83.67
83.26,82.40,83.52,81.27
81.97,79.60,82.02,79.53
79.33,78.52,79.75,78.52
74.00,76.82,78.15,73.10
78.20,75.43,78.79,75.41
77.01,78.18,78.27,75.85
78.89,78.37,79.01,77.11
78.20,78.57,78.66,77.92
77.94,78.34,78.58,77.22
77.24,76.04,77.57,75.70
76.59,76.73,76.84,75.63
76.84,77.36,77.58,76.47
76.40,75.57,76.50,74.90
76.72,76.19,76.72,75.50
76.55,75.17,76.91,75.01
74.92,74.85,75.62,74.60
74.59,75.62,75.64,74.17
75.63,75.14,75.80,74.75
75.34,75.80,76.16,74.55
75.76,74.81,76.13,74.43
74.91,75.32,76.55,74.61
74.47,74.63,75.55,74.43
75.01,75.04,75.42,74.78
74.13,73.54,74.20,73.15
73.55,72.72,73.87,72.50
72.62,74.73,74.74,72.30
75.02,71.54,75.10,71.02
71.37,70.22,71.55,69.83
70.28,69.64,70.64,69.20
70.42,70.40,70.97,69.69
70.44,70.50,70.81,69.85
70.01,73.12,73.13,69.31
73.58,75.16,75.23,72.58
75.13,75.09,75.56,74.43
74.50,72.35,75.82,71.91
70.68,72.13,72.35,69.84
72.07,72.03,72.98,71.68
72.03,71.30,72.37,70.97
71.25,71.56,72.59,70.89
71.80,71.36,72.49,71.18
72.26,74.51,74.55,72.25
74.54,75.10,75.19,73.79
75.00,75.04,75.28,74.50
74.70,74.76,75.00,73.31
74.90,75.10,76.61,74.48
71.99,79.25,80.30,71.96
79.42,81.12,81.15,79.04
80.73,79.71,80.89,79.26
79.36,79.34,79.71,78.40
79.20,79.77,79.99,77.67
83.59,82.79,83.75,81.56
82.50,82.00,82.93,81.38
82.00,82.47,82.79,81.51
82.25,84.15,84.26,82.04
84.13,83.48,84.49,82.87
83.48,83.32,83.79,82.36
82.84,82.96,83.27,82.04
83.00,82.49,83.52,82.07
82.33,82.33,82.91,81.70
82.87,82.50,82.96,82.02
81.94,81.24,82.05,81.00
81.25,81.31,81.70,80.75
81.00,82.32,82.57,81.00
82.42,81.56,82.65,81.24
81.94,82.57,82.64,81.51
82.66,82.76,83.03,82.32
83.25,82.08,83.42,82.00
82.25,81.59,82.60,81.46
81.53,81.16,81.95,80.38
81.17,81.68,82.31,81.02
81.93,82.01,82.54,81.83
82.13,80.59,82.39,80.52
80.35,80.70,81.07,79.08
80.79,80.13,80.86,79.50
80.57,79.32,81.24,78.70
79.49,79.89,79.93,78.70
79.88,80.11,80.96,79.65
79.31,79.26,79.80,78.51
78.77,79.05,79.50,78.42
79.13,78.58,79.13,78.06
77.56,77.51,77.80,76.68
76.16,77.40,77.51,75.62
77.75,77.03,78.36,76.58
77.43,78.48,78.76,77.31
78.58,77.59,78.65,77.56
77.15,77.00,78.02,76.81
77.62,77.89,78.12,77.37
77.96,78.43,78.77,77.45
78.63,79.20,79.38,78.30
79.35,79.30,79.71,79.29
79.01,78.85,79.25,78.40
79.12,79.81,80.20,78.81
79.83,79.33,79.99,79.28
79.11,78.95,79.52,78.52
77.63,78.18,78.46,77.20
78.30,77.55,78.53,76.90
76.79,77.50,78.15,76.61
76.40,75.64,77.39,75.59
75.49,73.09,75.65,72.58
72.12,70.55,72.15,70.02
70.88,70.67,71.89,70.09
70.95,69.09,71.06,68.85
69.45,69.17,69.96,68.79
67.34,69.74,70.00,67.11
69.82,69.24,70.49,68.73
68.60,68.01,68.83,66.65
68.01,67.64,68.47,66.85
68.51,70.16,70.48,68.19
69.80,68.91,69.93,68.89
69.06,70.13,70.77,69.02
69.71,68.20,70.19,68.04
73.08,70.20,73.21,65.53
71.00,72.49,72.64,70.79
72.26,71.93,72.43,70.57
71.24,68.97,71.26,68.95
69.54,68.93,69.86,68.42
69.12,69.64,70.88,68.65
69.63,71.94,72.38,69.14
71.41,68.22,71.50,66.89
68.01,67.92,68.77,66.66
68.58,70.72,71.23,68.58
69.30,69.22,70.65,69.12
69.97,70.53,70.97,69.67
71.45,72.53,72.92,71.43
73.15,74.99,75.15,73.03
74.85,74.66,75.26,74.08
74.17,74.79,75.00,73.74
75.19,74.00,75.34,73.29
73.51,72.91,73.66,72.66
72.14,72.68,73.03,70.72
72.98,73.37,73.39,71.58
73.96,72.97,74.40,72.76
73.11,73.76,74.32,72.97
74.09,74.05,74.20,72.68
74.02,73.16,74.02,72.79
73.32,75.66,75.86,72.93
75.90,77.24,78.06,75.30
76.86,75.79,77.58,75.74
75.64,74.62,75.64,74.14
74.95,75.02,75.31,74.45
74.96,75.60,76.15,74.62
76.00,75.39,76.22,75.18
75.39,75.44,76.39,75.23
83.61,83.78,83.85,80.75
83.94,82.81,84.46,82.44
82.81,82.06,83.83,82.04
81.89,83.27,83.46,81.50
82.73,81.50,82.93,81.23
81.00,81.01,81.56,80.62
80.76,81.70,81.97,80.18
81.07,81.98,82.04,80.40
81.77,82.61,82.79,81.54
82.29,83.83,83.99,81.93
83.92,84.99,85.07,83.71
84.73,84.97,85.25,84.13
84.70,86.06,86.07,84.23
83.90,84.83,84.84,82.43
84.33,83.43,84.45,82.96
83.27,84.98,85.19,83.14
84.09,84.14,84.92,83.51
84.43,84.57,85.27,83.93
84.79,84.45,85.44,84.42
84.48,84.31,84.74,83.53
84.50,84.95,85.19,83.69
84.85,83.60,85.00,83.24
83.48,84.25,84.31,83.30
84.12,84.25,84.88,83.51
84.33,84.24,84.90,83.78
84.00,83.94,84.52,83.74
84.25,83.01,84.33,82.91
83.31,83.90,84.25,83.06
83.78,84.04,84.43,83.61
84.00,84.31,84.62,83.50
84.47,84.93,85.36,83.95
85.19,87.92,89.44,85.00
87.54,87.15,87.90,86.09
87.16,87.46,87.48,86.40
86.70,85.09,86.87,83.86
84.43,84.87,85.38,84.17
84.86,84.92,86.06,84.66
84.66,85.05,85.46,84.14
85.21,84.55,85.39,83.92
85.19,86.04,86.10,84.91
85.75,85.06,86.11,85.03
85.49,85.07,86.02,84.36
84.83,83.71,85.29,83.08
83.68,84.85,85.08,83.38
84.54,83.30,85.06,82.99
83.14,82.66,83.49,82.17
82.31,82.79,82.98,81.69
82.93,82.20,83.00,82.13
81.90,82.18,82.59,81.53
82.96,82.46,83.29,82.21
82.78,82.80,83.20,82.57
83.06,82.82,83.40,82.78
82.82,83.22,83.48,82.82
83.29,82.28,83.82,82.05
82.03,82.98,83.18,82.03
82.67,83.22,83.33,82.47
83.25,83.21,84.00,82.75
83.35,83.17,83.76,82.77
83.49,83.60,84.19,83.18
83.60,83.62,84.18,83.33
83.57,84.17,84.38,83.41
83.54,83.79,83.91,83.21
83.60,83.52,83.79,82.56
83.22,82.60,83.26,82.22
82.80,84.85,85.58,82.62
84.38,85.28,85.41,83.70
85.15,86.20,86.35,84.80
86.73,87.36,87.82,86.60
87.40,88.41,88.60,87.40
88.04,87.45,88.28,87.31
88.12,88.61,88.63,87.95
86.40,87.55,87.89,85.81
86.77,84.39,86.97,83.96
84.58,86.27,86.32,84.45
86.87,87.65,87.88,86.73
88.00,90.75,92.01,87.65
90.39,90.28,91.19,90.05
90.18,88.83,90.18,87.11
88.48,89.24,89.30,88.17
86.45,87.93,89.12,86.03
88.59,89.36,89.48,87.59
89.36,89.77,90.16,89.02
90.00,90.53,91.00,89.69
90.98,90.95,91.02,90.35
91.11,91.70,91.97,91.00
91.90,91.38,91.91,90.82
91.13,91.20,91.59,90.74
90.86,91.13,91.20,90.41
91.24,91.24,91.40,90.74
91.20,91.24,91.49,90.95
91.50,91.86,92.02,90.87
91.90,92.26,92.39,91.67
93.13,93.00,94.40,92.91
92.98,91.60,93.06,91.54
91.30,89.89,91.50,87.17
88.91,89.20,90.52,88.86
89.20,87.72,89.77,87.64
87.70,87.29,87.79,85.79
88.08,88.29,88.71,87.69
88.59,87.46,88.87,87.22
87.80,87.62,88.52,87.41
87.68,87.89,88.31,87.30
87.96,88.61,89.98,87.90
88.65,88.47,89.08,88.26
88.75,88.78,88.94,88.30
88.68,88.95,89.51,88.40
88.77,89.30,89.87,88.60
88.92,87.78,89.23,87.74
87.16,86.57,87.16,85.47
86.68,85.87,86.92,85.46
85.71,85.90,86.13,85.63
85.77,85.20,85.80,85.09
85.42,84.85,85.59,84.78
84.82,83.91,84.85,83.76
83.84,83.25,83.85,83.13
83.48,83.25,84.22,83.24
83.40,83.69,83.95,83.16
83.76,83.75,84.56,83.30
83.77,85.07,85.61,83.70
84.60,83.32,84.71,82.73
83.63,84.20,84.48,83.58
84.20,84.64,84.76,83.58
84.28,79.96,84.28,79.61
79.83,79.99,80.33,79.20
79.55,77.58,80.11,77.56
77.50,79.31,79.79,77.23
78.51,77.34,78.76,76.93
77.39,77.46,78.18,77.11
76.70,77.29,77.61,76.26
76.84,76.75,77.13,76.30
77.08,77.35,77.72,76.89
77.65,76.76,78.05,76.61
76.76,78.14,78.30,76.75
78.54,79.25,79.69,78.51
79.07,78.35,79.19,78.33
77.89,76.90,77.89,76.83
76.65,76.78,77.07,76.46
77.14,78.31,78.35,76.63
78.35,78.24,79.28,77.91
78.65,79.01,79.23,78.39
78.51,79.08,79.30,78.42
78.98,78.62,79.33,78.15
78.78,79.11,79.28,78.61
78.60,80.48,80.69,78.27
80.30,80.17,81.19,79.97
80.63,80.45,81.38,80.06
80.06,79.85,80.83,79.14
79.76,80.19,80.69,79.35
79.71,80.65,80.87,79.20
80.98,80.96,81.91,80.82
80.85,79.61,81.28,79.45
80.42,80.11,80.65,79.88
79.56,79.92,80.41,76.96
79.91,79.40,79.96,79.17
79.25,79.85,79.99,78.50
80.03,79.28,80.28,79.04
79.42,80.88,81.30,78.99
80.92,80.57,81.59,80.57
79.42,74.65,79.42,74.21
74.19,76.20,76.80,74.08
76.44,74.77,76.52,74.45
75.13,74.59,75.55,74.43
74.32,73.16,74.46,73.06
73.56,73.60,73.92,72.84
73.63,72.68,73.79,72.61
73.81,73.39,74.14,72.80
73.39,73.92,74.46,73.11
72.80,74.21,74.59,72.28
73.98,70.69,74.23,70.49
70.88,71.80,72.02,70.63
71.76,72.25,73.00,71.65
72.30,71.62,72.85,71.27
71.33,72.36,72.39,71.16
72.43,71.59,72.52,71.39
71.40,71.00,71.57,70.84
71.00,72.30,72.34,70.93
72.63,72.23,72.73,71.81
72.19,72.39,73.24,72.19
72.44,72.59,72.77,72.28
72.48,71.73,72.55,71.71
71.62,72.51,72.57,71.55
72.42,72.09,72.60,71.87
72.15,71.33,72.39,70.83
71.26,71.20,71.87,70.68
71.62,72.18,72.22,71.50
