PESI,Perma-Fix Environmental Services,NASDAQ
0.56,0.58,0.58,0.55
0.56,0.56,0.56,0.54
0.55,0.50,0.55,0.50
0.52,0.51,0.52,0.49
0.48,0.50,0.53,0.48
0.50,0.51,0.53,0.50
0.50,0.36,0.53,0.36
0.49,0.45,0.49,0.45
0.45,0.48,0.50,0.45
0.49,0.49,0.49,0.48
0.49,0.49,0.50,0.48
0.49,0.46,0.49,0.45
0.49,0.47,0.49,0.45
0.46,0.48,0.52,0.46
0.50,0.48,0.50,0.48
0.49,0.47,0.49,0.46
0.46,0.47,0.47,0.46
0.47,0.47,0.47,0.46
0.45,0.47,0.47,0.45
0.45,0.46,0.47,0.44
0.44,0.46,0.46,0.44
0.45,0.45,0.50,0.44
0.46,0.43,0.46,0.41
0.45,0.43,0.45,0.43
0.43,0.45,0.46,0.43
0.44,0.43,0.44,0.43
0.44,0.46,0.49,0.44
0.47,0.47,0.48,0.45
0.45,0.50,0.50,0.45
0.50,0.46,0.50,0.45
0.46,0.45,0.47,0.44
0.46,0.43,0.47,0.42
0.42,0.39,0.42,0.39
0.47,0.45,0.49,0.44
0.47,0.47,0.48,0.46
0.47,0.47,0.48,0.47
0.47,0.48,0.49,0.47
0.49,0.48,0.54,0.48
0.49,0.49,0.50,0.48
0.49,0.49,0.50,0.48
0.49,0.47,0.49,0.46
0.48,0.48,0.49,0.47
0.46,0.47,0.48,0.46
0.47,0.49,0.49,0.47
0.48,0.49,0.55,0.48
0.51,0.48,0.51,0.48
0.50,0.48,0.50,0.48
0.49,0.46,0.49,0.46
0.47,0.51,0.51,0.47
0.51,0.48,0.51,0.48
0.51,0.48,0.51,0.48
0.48,0.49,0.51,0.48
0.49,0.49,0.50,0.49
0.50,0.49,0.53,0.49
0.50,0.52,0.53,0.49
0.52,0.56,0.59,0.52
0.58,0.56,0.58,0.56
0.57,0.56,0.57,0.55
0.57,0.56,0.57,0.55
0.56,0.57,0.60,0.56
0.57,0.56,0.59,0.56
0.56,0.54,0.56,0.52
0.54,0.53,0.54,0.52
0.54,0.61,0.64,0.52
0.59,0.58,0.59,0.55
0.60,0.66,0.66,0.56
0.65,0.59,0.65,0.58
0.57,0.64,0.64,0.57
0.70,0.76,0.80,0.70
0.76,0.76,0.79,0.71
0.75,0.73,0.75,0.71
0.72,0.64,0.73,0.64
0.65,0.66,0.69,0.65
0.68,0.64,0.70,0.64
0.67,0.67,0.67,0.64
0.68,0.65,0.69,0.65
0.63,0.63,0.65,0.62
0.63,0.62,0.63,0.61
0.65,0.67,0.70,0.62
0.65,0.67,0.69,0.65
0.71,0.65,0.71,0.62
2.86,3.30,3.49,2.85
3.28,3.24,3.30,3.20
3.22,3.34,3.36,3.20
3.40,3.67,3.73,3.36
3.67,3.74,3.83,3.56
3.78,3.82,3.84,3.70
3.80,3.74,3.88,3.65
3.66,3.71,3.72,3.51
3.71,3.60,3.71,3.55
3.59,3.58,3.65,3.57
3.60,3.36,3.65,3.33
3.37,3.58,3.60,3.32
3.58,3.52,3.60,3.49
3.55,3.65,3.65,3.45
3.68,3.69,3.70,3.68
3.72,4.00,4.07,3.72
4.00,4.00,4.01,3.96
4.00,3.91,4.00,3.91
4.00,3.95,4.00,3.93
4.00,3.98,4.01,3.94
3.99,4.11,4.14,3.91
4.12,4.06,4.28,4.00
3.92,3.82,3.92,3.35
3.93,3.69,4.15,3.41
3.64,3.36,3.66,3.29
3.36,3.49,3.51,3.15
3.57,3.48,3.57,3.40
3.41,3.40,3.48,3.33
3.37,3.44,3.47,3.37
3.39,3.45,3.48,3.27
3.50,3.40,3.50,3.37
3.37,3.40,3.46,3.36
3.45,3.40,3.45,3.40
3.41,3.50,3.50,3.41
3.53,3.62,3.64,3.52
3.63,3.65,3.65,3.52
3.61,3.65,3.65,3.58
3.60,3.66,3.66,3.56
3.61,3.49,3.74,3.45
3.44,3.45,3.48,3.40
3.42,3.26,3.45,3.13
3.25,3.15,3.30,3.09
3.12,3.14,3.20,3.12
3.14,3.05,3.28,3.00
3.04,3.26,3.31,3.04
3.19,3.26,3.40,3.17
3.21,3.19,3.32,3.14
3.15,3.28,3.33,3.12
3.23,3.22,3.26,3.20
3.22,3.09,3.22,3.05
3.01,3.12,3.20,3.01
3.10,3.23,3.23,3.06
3.17,3.09,3.19,3.07
3.09,3.11,3.34,3.07
3.19,3.15,3.35,3.14
3.12,3.34,3.34,3.06
3.36,3.26,3.36,3.16
3.32,3.50,3.50,3.29
3.40,3.45,3.64,3.40
3.48,3.60,3.63,3.41
3.60,3.64,3.64,3.56
3.60,3.63,3.69,3.55
3.61,3.58,3.66,3.48
3.54,3.67,3.68,3.54
3.64,3.64,3.64,3.57
3.65,3.67,3.68,3.63
3.65,3.74,3.76,3.64
3.73,3.75,3.76,3.63
3.71,3.65,3.77,3.62
3.61,3.53,3.67,3.52
3.56,3.52,3.66,3.52
3.49,3.46,3.54,3.32
3.41,3.41,3.48,3.39
3.40,3.35,3.45,3.18
3.30,3.24,3.38,3.22
3.22,3.06,3.22,3.05
3.06,3.00,3.16,2.94
3.03,2.98,3.10,2.93
2.96,3.12,3.12,2.94
3.09,3.12,3.12,3.03
2.81,3.12,3.38,2.81
3.36,3.38,3.40,3.30
3.37,3.40,3.40,3.35
3.27,3.40,3.43,3.22
3.35,3.44,3.44,3.35
3.42,3.54,3.54,3.38
3.55,3.56,3.59,3.53
3.60,3.60,3.60,3.54
3.58,3.56,3.61,3.56
3.60,3.60,3.60,3.57
3.60,3.58,3.62,3.50
3.50,3.51,3.56,3.22
3.51,3.47,3.51,3.47
3.55,3.48,3.55,3.46
3.48,3.64,3.64,3.44
3.40,3.63,3.65,3.40
3.59,3.64,3.65,3.43
3.62,3.61,3.63,3.34
3.60,3.64,3.65,3.56
3.65,3.59,3.65,3.59
3.63,3.60,3.63,3.60
3.59,3.59,3.59,3.51
3.61,3.60,3.61,3.58
3.55,3.58,3.58,3.52
3.55,3.58,3.60,3.35
3.55,3.61,3.68,3.55
3.65,3.75,3.75,3.60
3.71,3.70,3.75,3.70
3.74,3.75,3.75,3.70
3.74,3.67,3.74,3.60
3.71,3.65,3.74,3.56
3.74,3.66,3.74,3.57
3.71,4.42,4.43,3.60
4.33,4.59,4.64,4.25
4.59,4.88,5.15,4.59
5.04,4.78,5.23,4.68
4.84,5.00,5.09,4.50
5.09,4.98,5.10,4.88
5.07,5.08,5.12,5.00
4.96,5.08,5.20,4.90
5.11,5.09,5.13,5.06
5.03,5.41,5.86,4.85
5.50,5.25,5.63,5.21
5.27,5.16,5.27,5.08
5.05,4.94,5.10,4.86
4.50,4.31,4.55,4.26
4.29,4.17,4.42,4.16
4.19,4.09,4.19,3.96
4.15,4.08,4.19,4.02
4.20,4.05,4.20,4.05
4.04,4.10,4.14,4.04
4.06,4.01,4.52,3.99
4.00,4.01,4.08,3.85
4.00,3.98,4.19,3.86
4.04,3.90,4.04,3.79
3.84,3.89,3.92,3.78
3.97,3.98,4.10,3.83
4.14,4.22,4.25,4.09
4.21,4.20,4.25,4.17
4.29,4.25,4.40,4.18
4.25,4.27,4.29,4.22
4.20,4.11,4.37,4.06
4.06,4.07,4.23,4.05
4.12,4.00,4.12,3.99
4.05,3.99,4.05,3.87
3.96,3.97,4.19,3.89
3.85,3.99,4.00,3.85
4.01,4.04,4.04,3.93
3.77,4.20,4.26,3.74
4.20,4.05,4.20,3.96
4.16,4.00,4.16,3.88
4.03,4.16,4.16,3.97
4.06,4.03,4.07,3.97
4.13,3.96,4.13,3.96
3.93,3.99,4.02,3.93
3.98,4.02,4.02,3.98
3.97,4.05,4.05,3.86
4.03,4.05,4.10,3.92
4.02,4.05,4.05,3.97
4.05,4.15,4.15,4.05
4.10,4.08,4.10,4.01
3.99,4.05,4.05,3.99
4.02,4.07,4.09,4.00
4.01,4.08,4.13,4.01
4.10,4.08,4.10,4.02
4.07,4.33,4.53,4.02
4.42,4.19,4.44,4.17
4.31,4.33,4.45,4.15
4.27,4.32,4.39,4.25
4.31,4.26,4.32,4.26
4.25,4.33,4.36,4.25
4.26,4.33,4.37,4.25
4.32,4.41,4.61,4.32
4.36,4.34,4.38,4.27
4.38,4.40,4.45,4.35
4.39,4.52,4.56,4.37
4.53,4.49,4.62,4.49
4.43,4.60,4.62,4.43
4.60,4.63,4.65,4.50
4.66,4.84,4.95,4.57
4.95,5.08,5.12,4.87
5.19,5.08,5.19,4.86
5.14,5.06,5.14,4.86
4.99,4.97,5.02,4.97
5.00,5.00,5.04,4.79
5.09,4.87,5.09,4.81
4.83,4.94,5.00,4.83
5.04,4.95,5.08,4.89
5.00,4.97,5.07,4.65
4.94,4.95,4.95,4.77
4.86,4.83,4.88,4.53
4.80,4.65,4.89,4.54
4.53,4.51,4.69,4.45
4.51,4.52,4.70,4.39
4.57,4.58,4.67,4.56
4.58,4.58,4.58,4.58
4.61,4.61,4.61,4.45
4.58,4.39,4.67,4.32
4.36,4.40,4.40,4.35
4.40,4.32,4.60,4.32
4.47,4.22,4.47,4.12
4.29,4.07,4.41,4.07
4.04,4.26,4.29,4.03
4.00,4.41,4.41,3.96
4.28,4.39,4.40,4.27
4.30,4.41,4.42,4.30
4.33,4.29,4.42,4.19
4.30,4.28,4.30,4.28
4.30,4.22,4.30,4.20
4.22,4.27,4.28,4.15
4.13,4.21,4.24,4.13
4.18,4.20,4.25,4.11
4.17,4.20,4.25,4.11
4.11,4.01,4.11,3.90
3.92,3.91,3.92,3.82
3.90,3.91,3.91,3.90
3.90,3.96,3.96,3.90
3.93,3.90,3.93,3.90
4.16,3.92,4.16,3.88
3.98,3.87,4.06,3.87
3.90,3.86,4.07,3.79
3.85,3.86,3.96,3.85
3.79,3.80,3.90,3.78
3.81,3.91,4.03,3.81
3.90,3.91,3.97,3.81
3.95,3.79,3.95,3.77
3.79,3.78,3.85,3.73
3.73,3.66,3.86,3.65
3.64,3.67,3.84,3.61
3.67,3.70,3.93,3.60
3.65,3.69,3.70,3.60
3.68,3.63,3.83,3.61
3.61,3.70,4.00,3.61
3.67,3.87,3.97,3.67
3.82,3.63,3.82,3.62
3.56,3.74,3.74,3.56
3.74,3.74,3.74,3.74
3.74,3.74,3.74,3.74
3.74,3.74,3.74,3.74
3.66,3.68,3.77,3.66
3.80,3.70,3.80,3.67
3.74,3.82,3.87,3.74
3.82,3.84,3.85,3.70
3.82,3.82,3.82,3.82
3.83,3.85,3.88,3.82
3.81,3.80,3.81,3.80
3.73,3.70,3.80,3.65
3.67,3.77,3.88,3.65
3.72,3.75,3.85,3.72
3.75,3.76,3.83,3.75
3.75,3.75,3.76,3.75
3.75,4.09,4.39,3.75
4.00,3.85,4.00,3.75
3.79,3.97,3.99,3.78
3.98,3.99,4.10,3.76
3.90,3.96,4.10,3.90
4.10,3.97,4.10,3.97
4.01,4.02,4.23,3.97
4.02,4.02,4.02,4.02
3.99,4.05,4.14,3.99
4.04,4.09,4.09,4.03
4.12,4.10,4.12,4.10
4.12,4.11,4.12,4.09
4.07,4.08,4.09,4.07
4.13,4.10,4.15,4.03
4.13,4.25,4.25,4.07
4.25,4.18,4.48,4.18
4.88,4.20,4.88,4.01
5.01,4.79,5.01,4.59
4.80,4.79,4.83,4.55
4.88,4.66,4.89,4.60
4.66,4.66,4.83,4.60
4.53,4.56,4.65,4.53
4.63,4.58,4.65,4.50
4.58,4.48,4.61,4.42
4.45,4.39,4.45,4.34
4.40,4.39,4.45,4.31
4.39,4.45,4.45,4.29
4.32,4.41,4.56,4.31
4.50,4.45,4.65,4.41
4.49,4.50,4.59,4.47
4.50,4.48,4.54,4.46
4.45,4.41,4.45,4.41
4.40,4.40,4.43,4.33
4.40,4.40,4.42,4.32
4.37,4.32,4.38,4.32
4.32,4.44,4.44,4.28
4.47,4.44,4.54,4.41
4.48,4.62,4.70,4.48
4.58,4.64,4.69,4.47
4.56,4.45,4.56,4.38
4.44,4.46,4.53,4.36
4.48,4.38,4.48,4.38
4.37,4.33,4.38,4.22
4.36,4.40,4.47,4.33
4.40,4.48,4.49,4.28
4.49,4.49,4.50,4.43
4.49,4.42,4.49,4.30
4.46,4.35,4.49,4.31
4.30,4.26,4.35,4.25
4.29,4.38,4.41,4.29
4.35,4.38,4.38,4.25
4.28,4.25,4.38,4.25
4.30,4.35,4.38,4.30
4.33,4.43,4.44,4.26
4.46,4.35,4.47,4.26
4.43,4.41,4.46,4.40
4.48,4.34,4.54,4.34
4.30,4.26,4.50,4.26
4.27,4.30,4.39,4.27
4.25,4.35,4.35,4.25
4.30,4.33,4.45,4.30
4.40,4.23,4.51,4.22
4.20,4.14,4.37,4.10
4.18,4.12,4.22,4.10
4.20,4.23,4.26,4.19
4.20,4.15,4.22,4.12
4.13,4.06,4.20,4.02
4.10,4.14,4.14,4.09
4.13,4.07,4.17,4.02
4.07,4.08,4.10,4.06
4.05,4.31,4.31,4.05
4.33,4.30,4.34,4.24
4.20,4.20,4.31,4.17
4.20,4.20,4.20,4.20
4.15,4.15,4.19,4.14
4.15,4.09,4.22,4.09
4.15,4.07,4.15,4.05
4.10,4.15,4.15,4.10
4.09,4.08,4.14,4.08
4.07,4.22,4.27,4.07
4.22,4.30,4.33,4.22
4.30,4.56,4.69,4.24
4.44,4.46,4.61,4.44
4.54,4.33,4.57,4.24
4.41,4.37,4.42,4.29
4.30,4.47,4.47,4.30
4.38,4.25,4.38,4.25
4.30,4.29,4.30,4.29
4.26,4.19,4.29,4.17
4.22,4.19,4.45,4.17
4.25,4.22,4.32,4.22
4.27,4.21,4.31,4.20
4.22,4.33,4.33,4.19
4.35,4.22,4.40,4.22
4.25,4.20,4.29,4.18
4.20,4.15,4.25,4.13
4.17,4.11,4.20,4.10
4.32,4.25,4.33,4.13
4.25,4.19,4.25,4.16
4.11,4.19,4.25,4.11
4.21,4.12,4.23,4.12
4.18,4.13,4.18,4.10
4.14,4.20,4.32,4.14
4.26,4.27,4.30,4.20
4.27,4.30,4.30,4.13
4.30,4.25,4.34,4.19
4.34,4.35,4.37,4.21
4.31,4.34,4.38,4.25
4.32,4.26,4.34,4.21
4.26,4.26,4.28,4.18
4.28,4.25,4.66,4.23
4.25,4.35,4.39,4.25
4.22,4.29,4.35,4.22
4.39,4.22,4.60,4.22
4.26,4.26,4.34,4.22
4.28,3.88,4.35,3.78
3.84,3.85,3.88,3.68
3.93,3.76,3.93,3.73
3.70,3.72,3.84,3.70
3.79,3.65,3.79,3.61
3.60,3.51,3.65,3.50
3.60,3.72,3.73,3.46
3.68,3.60,3.72,3.58
3.54,3.59,3.65,3.47
3.64,3.58,3.65,3.51
3.60,3.59,3.62,3.55
3.53,3.52,3.57,3.52
3.50,3.55,3.57,3.45
3.47,3.47,3.53,3.46
3.53,3.45,3.53,3.45
3.46,3.64,3.65,3.45
3.56,3.52,3.65,3.50
3.52,3.53,3.64,3.47
3.47,3.42,3.55,3.39
3.45,3.48,3.59,3.45
3.43,3.46,3.53,3.38
3.48,3.40,3.48,3.40
3.41,3.48,3.50,3.41
3.53,3.45,3.61,3.44
3.41,3.49,3.59,3.41
3.48,3.52,3.52,3.47
3.47,3.43,3.52,3.32
3.56,3.69,3.74,3.51
3.56,3.65,3.73,3.50
3.63,3.59,3.63,3.45
3.69,3.53,3.69,3.50
3.62,3.57,3.71,3.51
3.62,3.67,3.72,3.57
3.58,3.55,3.68,3.54
3.56,3.60,3.63,3.56
3.60,3.61,3.65,3.58
3.68,3.60,3.69,3.54
3.52,3.53,3.58,3.52
3.53,3.56,3.60,3.50
3.54,3.50,3.56,3.50
3.47,3.53,3.53,3.47
3.48,3.49,3.55,3.48
3.46,3.46,3.52,3.45
3.55,3.64,3.74,3.55
3.71,3.85,3.90,3.68
3.79,3.83,3.97,3.67
3.85,3.76,3.85,3.68
3.85,3.87,3.92,3.81
3.90,3.83,3.90,3.82
3.89,3.84,3.90,3.81
3.89,3.86,3.89,3.85
3.87,3.85,3.89,3.84
3.90,3.86,3.90,3.84
3.83,3.81,3.86,3.81
3.81,3.81,3.81,3.81
3.81,3.84,3.90,3.81
3.83,3.93,3.93,3.82
3.91,3.92,4.00,3.91
3.90,3.88,3.97,3.88
3.95,3.95,4.00,3.86
3.98,3.90,3.99,3.89
3.98,3.96,3.98,3.88
4.01,3.81,4.01,3.81
3.97,3.81,3.97,3.81
3.85,3.80,3.85,3.80
3.89,3.90,3.96,3.81
3.87,3.89,3.91,3.86
3.88,3.93,3.93,3.81
3.83,3.79,3.94,3.79
3.81,3.75,3.82,3.73
3.76,3.79,3.80,3.75
3.80,3.80,3.81,3.79
3.77,3.83,3.84,3.77
3.76,3.74,3.78,3.74
3.75,3.74,3.75,3.68
3.77,3.75,3.77,3.72
3.70,3.70,3.70,3.69
3.70,3.70,3.70,3.68
3.70,3.70,3.70,3.70
3.72,3.70,3.75,3.68
3.70,3.69,3.70,3.68
3.65,3.67,3.67,3.62
3.70,3.68,3.70,3.63
3.70,3.66,3.74,3.63
3.62,3.64,3.64,3.62
3.60,3.58,3.65,3.58
3.59,3.64,3.64,3.59
3.64,3.76,3.78,3.64
3.76,3.73,3.76,3.73
3.55,3.80,3.82,3.53
3.80,3.79,3.82,3.69
3.94,3.80,3.94,3.80
3.78,3.75,3.80,3.68
3.75,3.69,3.78,3.68
3.65,3.68,3.68,3.65
3.69,3.73,3.76,3.68
3.72,3.70,3.77,3.70
3.75,3.94,3.94,3.70
3.80,3.69,3.80,3.68
3.75,3.75,3.75,3.75
3.69,3.71,3.76,3.65
3.60,3.51,3.76,3.51
3.60,3.68,3.68,3.57
3.65,3.80,3.81,3.56
3.69,3.64,3.80,3.64
3.68,3.76,3.82,3.67
3.82,3.95,4.00,3.81
3.98,4.03,4.08,3.96
3.98,4.05,4.10,3.90
4.08,3.97,4.10,3.97
4.01,4.02,4.06,4.01
4.05,4.08,4.11,4.05
4.11,3.99,4.11,3.96
3.96,4.00,4.09,3.96
3.95,3.99,3.99,3.95
3.90,4.04,4.05,3.89
3.98,4.23,4.23,3.98
4.19,4.19,4.23,4.10
4.20,4.18,4.20,4.15
4.13,4.20,4.20,4.13
4.25,4.25,4.34,4.23
4.19,4.16,4.31,4.14
4.23,4.28,4.28,4.21
4.21,4.14,4.21,4.09
4.12,4.10,4.15,4.09
4.04,3.96,4.18,3.96
4.02,3.96,4.04,3.96
3.96,4.03,4.07,3.96
4.09,4.08,4.10,4.05
4.03,4.10,4.15,4.03
4.09,4.03,4.18,4.03
4.07,4.08,4.09,4.04
4.06,4.09,4.20,4.05
4.16,4.19,4.26,4.11
4.15,4.09,4.15,4.06
4.11,4.06,4.11,4.05
4.05,4.05,4.15,4.05
4.15,4.08,4.15,4.04
4.05,4.05,4.05,4.04
4.10,4.25,4.25,4.09
4.20,4.09,4.25,4.09
4.10,4.10,4.10,4.10
4.25,4.14,4.29,4.14
4.30,4.22,4.30,4.19
4.30,4.30,4.35,4.22
4.35,4.33,4.37,4.25
4.35,4.28,4.35,4.22
4.25,4.24,4.25,4.22
4.22,4.25,4.25,4.11
4.16,4.23,4.25,4.13
4.14,4.26,4.32,4.14
4.14,4.25,4.34,4.14
4.14,4.07,4.20,4.04
4.04,4.24,4.24,3.96
4.09,4.07,4.11,4.04
4.06,4.16,4.22,4.05
4.15,4.15,4.23,4.12
4.15,4.14,4.15,4.07
4.05,4.13,4.19,4.05
4.02,4.10,4.10,4.02
4.05,4.14,4.23,4.04
4.12,4.08,4.12,4.05
4.06,4.05,4.08,3.99
4.08,4.02,4.08,4.00
4.01,4.02,4.08,4.01
3.99,4.01,4.09,3.95
3.97,4.02,4.09,3.97
4.00,3.84,4.00,3.83
3.97,3.91,3.97,3.91
3.85,3.86,3.98,3.85
3.99,3.86,3.99,3.86
3.85,3.87,3.94,3.85
3.94,3.83,3.94,3.79
3.81,3.98,3.98,3.81
3.99,3.90,3.99,3.90
3.91,3.90,3.93,3.90
3.92,3.86,3.93,3.86
3.87,3.87,3.90,3.85
3.89,3.81,3.90,3.79
3.80,3.88,3.90,3.80
3.75,3.75,3.80,3.72
3.74,3.73,3.80,3.72
3.73,3.72,3.80,3.65
3.73,3.80,3.80,3.71
3.74,3.71,3.74,3.70
3.70,3.72,3.74,3.69
3.72,3.84,3.84,3.70
3.70,3.82,3.83,3.70
3.80,3.70,3.80,3.70
3.71,3.69,3.74,3.69
3.70,3.75,3.75,3.69
3.74,3.72,3.75,3.72
3.72,3.65,3.73,3.65
3.63,3.69,3.69,3.56
3.60,3.70,3.74,3.60
3.66,3.68,3.70,3.66
3.70,3.71,3.73,3.70
3.72,3.73,3.75,3.71
3.71,3.73,3.75,3.70
3.75,3.75,3.75,3.73
3.72,3.68,3.72,3.68
3.71,3.65,3.71,3.59
3.65,3.70,3.71,3.65
3.63,3.70,3.92,3.52
3.67,3.75,3.75,3.52
3.75,3.85,3.87,3.71
3.85,3.82,3.90,3.82
3.82,3.85,3.90,3.82
3.87,3.75,3.87,3.75
3.82,3.78,3.85,3.78
3.84,3.76,3.85,3.75
3.75,3.88,3.88,3.75
3.83,3.83,3.85,3.83
3.86,3.86,3.86,3.83
3.86,3.84,3.86,3.83
3.83,3.78,3.83,3.75
3.73,3.76,3.79,3.70
3.66,3.65,3.67,3.62
3.70,3.75,3.75,3.70
3.76,3.71,3.76,3.55
3.70,3.83,3.83,3.70
3.78,3.78,3.78,3.78
3.78,3.83,3.83,3.78
3.83,3.85,3.85,3.83
3.83,3.81,3.85,3.81
3.77,3.71,3.77,3.61
3.73,3.71,3.73,3.69
3.70,3.74,3.74,3.70
3.71,3.77,3.77,3.71
3.78,3.81,3.82,3.76
3.79,3.77,3.83,3.75
3.82,3.79,3.82,3.79
3.80,3.83,3.84,3.79
3.82,3.86,3.95,3.82
3.85,3.83,3.90,3.83
3.80,3.73,3.89,3.66
3.77,3.70,3.89,3.70
3.74,3.87,3.88,3.71
3.80,3.80,3.88,3.76
3.81,3.86,3.88,3.81
3.87,3.85,3.88,3.84
3.85,3.80,3.86,3.80
3.76,3.74,3.80,3.74
3.67,3.68,3.79,3.67
3.68,3.66,3.75,3.66
3.68,3.68,3.74,3.68
3.64,3.52,3.64,3.42
3.58,3.63,3.74,3.58
3.66,3.71,3.77,3.62
3.70,3.68,3.79,3.61
3.61,3.67,3.78,3.61
3.72,3.75,3.78,3.70
3.72,3.70,3.78,3.69
3.78,3.70,3.78,3.70
3.74,3.79,3.79,3.74
3.76,3.77,3.77,3.74
3.70,3.70,3.80,3.70
3.75,3.76,3.76,3.75
3.75,3.78,3.78,3.75
3.78,3.74,3.78,3.74
3.76,3.76,3.76,3.76
3.79,3.65,3.92,3.65
3.75,3.74,3.78,3.70
3.74,3.67,3.81,3.67
3.65,3.65,3.77,3.65
3.70,3.64,3.78,3.64
3.70,3.68,3.73,3.66
3.70,3.70,3.71,3.67
3.70,3.66,3.70,3.66
3.72,3.79,3.80,3.70
3.85,3.69,3.93,3.69
3.75,3.70,3.77,3.67
3.80,3.80,3.97,3.78
3.87,3.86,3.95,3.83
3.83,3.93,3.94,3.80
3.92,3.94,3.94,3.92
3.95,3.84,3.99,3.76
3.66,3.71,3.87,3.62
3.85,3.92,3.95,3.85
3.96,4.01,4.12,3.95
3.98,4.01,4.02,3.98
3.98,3.95,3.99,3.95
3.95,3.72,3.95,3.70
3.90,3.97,3.98,3.90
4.08,3.99,4.08,3.86
3.85,3.70,3.87,3.69
3.80,4.07,4.08,3.80
4.05,3.89,4.06,3.86
3.99,4.06,4.07,3.99
4.06,4.10,4.10,4.06
4.15,4.20,4.20,4.15
4.28,4.31,4.31,4.24
4.38,4.38,4.41,4.25
4.42,4.55,4.66,4.31
4.59,4.70,4.71,4.57
4.67,4.83,4.83,4.60
4.84,4.96,4.98,4.82
5.00,5.31,5.34,4.99
5.38,5.33,5.59,5.21
5.30,5.37,5.38,5.11
5.33,5.55,5.56,5.33
5.50,5.52,5.59,5.50
5.48,5.63,5.63,5.24
5.64,5.47,5.64,5.08
5.42,5.24,5.42,4.92
5.20,5.19,5.20,5.00
5.11,5.26,5.26,4.95
5.22,5.32,5.36,4.96
5.28,5.30,5.42,5.24
5.30,5.34,5.48,5.18
5.28,5.22,5.39,5.02
5.18,5.28,5.40,5.18
5.23,5.38,5.41,5.21
5.33,5.35,5.36,5.04
5.30,5.40,5.41,5.27
5.40,5.29,5.40,5.19
5.24,5.09,5.39,5.08
5.11,5.19,5.25,5.11
5.19,5.12,5.19,4.99
5.08,5.02,5.23,5.01
5.02,5.11,5.20,5.02
5.09,5.10,5.20,5.08
5.11,5.19,5.23,5.11
5.15,5.12,5.22,5.01
5.12,5.06,5.12,5.02
5.07,4.99,5.07,4.97
5.05,4.85,5.05,4.80
4.80,4.78,4.98,4.75
4.61,4.76,4.86,4.61
4.72,4.60,4.80,4.60
4.75,4.59,4.75,4.44
4.55,4.52,4.55,4.48
4.50,4.45,4.57,4.29
4.50,4.52,4.59,4.50
4.59,4.60,4.65,4.55
4.60,4.60,4.60,4.60
4.56,4.52,4.65,4.51
4.52,4.52,4.54,4.46
4.54,4.81,4.96,4.51
4.76,5.31,5.36,4.54
5.35,5.30,5.38,5.10
5.34,5.32,5.35,5.18
5.32,5.06,5.32,5.06
5.08,5.05,5.13,4.97
5.07,5.23,5.23,5.07
4.94,5.10,5.15,4.85
5.08,5.08,5.08,5.08
5.04,5.21,5.34,5.04
4.85,5.09,5.09,4.85
5.13,5.12,5.19,4.96
5.05,5.35,5.44,4.98
5.26,5.31,5.35,5.20
5.16,5.55,5.57,5.10
5.57,5.62,5.62,5.35
5.25,5.47,5.62,5.25
5.51,5.51,5.62,5.40
5.43,5.43,5.43,5.43
5.41,5.51,5.59,5.41
5.46,5.49,5.57,5.43
5.28,5.46,5.47,5.28
5.45,5.47,5.51,5.45
5.45,5.47,5.47,5.45
5.58,5.56,5.61,5.49
5.53,5.34,5.55,5.34
5.33,5.36,5.50,5.25
5.40,5.26,5.40,5.26
5.24,5.43,5.50,5.23
5.26,5.44,5.44,5.25
5.26,5.33,5.37,5.20
5.38,5.23,5.38,5.21
5.38,5.04,5.40,5.02
5.07,5.05,5.30,5.01
5.06,5.10,5.10,5.05
5.07,5.04,5.17,4.97
5.05,5.02,5.10,4.99
4.89,4.86,4.97,4.86
4.94,4.88,5.01,4.85
4.89,4.78,4.91,4.77
4.77,4.94,5.04,4.70
4.95,4.80,4.95,4.77
5.01,5.01,5.01,5.01
4.74,4.74,4.94,4.67
4.87,5.23,5.23,4.62
5.07,5.19,5.19,4.96
5.03,5.07,5.07,5.03
5.04,5.21,5.23,5.00
5.24,5.11,5.24,5.11
5.06,5.05,5.06,5.05
5.07,5.07,5.07,5.07
5.06,4.84,5.06,4.75
5.05,4.95,5.05,4.66
4.95,4.96,4.96,4.91
4.95,4.97,5.08,4.94
4.95,4.97,4.97,4.87
4.95,4.83,4.95,4.82
4.85,4.77,4.89,4.77
4.81,4.88,4.96,4.77
4.84,4.65,4.84,4.50
4.58,4.33,4.67,4.32
4.30,4.31,4.33,4.30
4.06,4.11,4.31,4.06
4.20,4.15,4.30,4.10
4.20,4.25,4.30,4.20
4.25,4.20,4.25,4.15
4.20,4.05,4.20,4.05
4.00,4.10,4.25,4.00
4.20,4.25,4.25,4.20
4.25,4.10,4.35,4.10
4.10,4.25,4.30,4.10
4.10,4.05,4.15,4.00
4.10,4.15,4.30,4.00
4.05,4.00,4.20,4.00
4.00,3.80,4.06,3.75
3.85,4.05,4.05,3.80
4.05,3.95,4.20,3.95
4.05,4.10,4.15,3.96
4.15,4.11,4.15,3.80
3.90,4.00,4.00,3.90
4.05,4.00,4.05,3.90
4.00,3.95,4.00,3.88
3.95,3.85,3.95,3.85
3.95,4.00,4.00,3.85
3.95,4.00,4.00,3.85
4.00,4.00,4.25,4.00
4.00,4.00,4.00,4.00
4.05,4.00,4.05,4.00
