SGA,Saga Communications,NASDAQ
46.48,46.89,48.00,46.48
46.82,46.24,46.82,45.92
47.41,46.90,47.41,46.04
45.99,46.79,47.11,45.99
47.41,47.73,47.90,46.79
47.68,45.91,48.19,45.91
46.60,46.65,48.01,45.87
46.68,46.05,47.23,45.75
46.60,46.83,46.83,45.87
47.65,47.39,47.78,46.53
47.50,47.13,47.92,46.75
47.65,47.49,47.81,47.00
47.51,48.19,48.20,46.97
49.43,49.68,49.70,48.85
49.71,50.05,50.10,49.26
50.10,50.60,50.60,50.00
50.36,50.05,50.59,49.49
50.55,50.69,50.70,50.24
50.50,50.78,50.80,50.45
50.49,51.00,51.00,50.20
51.00,51.50,51.50,50.83
51.13,51.53,51.60,51.13
51.37,50.80,51.45,49.68
50.50,51.70,51.79,49.85
51.16,51.14,51.60,50.04
51.18,50.72,51.52,50.40
50.60,50.89,51.37,50.31
51.00,51.85,51.90,50.13
51.75,51.84,51.96,51.44
51.48,51.85,51.98,50.68
51.65,51.99,51.99,50.99
51.76,51.72,51.98,51.09
51.70,51.56,51.99,51.02
51.67,51.54,51.79,51.05
51.54,50.52,51.54,50.06
50.50,50.83,51.05,50.42
50.99,50.71,51.68,50.31
50.46,50.21,50.71,50.04
50.21,48.00,50.21,46.57
47.72,48.19,48.80,47.72
48.04,46.69,48.33,46.67
47.20,47.76,48.18,46.90
47.76,48.23,48.40,47.73
48.25,51.40,51.97,48.25
51.42,50.03,51.42,50.03
50.01,51.19,51.41,49.41
50.64,49.85,50.88,49.53
50.20,50.28,51.01,49.76
50.03,49.98,51.00,49.79
50.10,49.16,50.77,48.47
49.05,50.09,50.39,49.05
50.51,49.94,50.55,49.02
49.22,49.98,50.20,48.01
50.30,49.85,51.27,49.40
50.05,50.74,50.98,50.05
50.96,50.83,51.17,50.60
50.91,50.72,51.00,50.28
50.86,50.67,51.00,50.36
50.96,46.09,50.96,45.18
44.12,44.75,45.58,43.76
44.70,45.12,45.12,44.13
44.66,45.90,45.90,43.48
45.90,45.49,45.90,43.60
45.77,45.40,45.77,44.90
45.63,45.30,45.79,44.78
44.81,44.90,45.17,44.57
44.71,45.12,45.24,43.78
44.95,44.21,45.04,44.10
43.88,45.15,45.15,43.88
44.06,44.38,44.61,43.74
44.43,45.52,45.59,44.43
45.52,44.50,45.52,44.13
44.11,44.62,44.69,44.01
44.44,45.00,45.43,44.44
44.49,44.66,45.19,44.32
44.48,44.64,45.09,43.81
44.50,45.10,45.50,43.80
45.72,45.62,45.74,45.33
45.38,46.35,46.64,44.67
45.93,47.78,47.88,45.81
47.50,47.40,47.64,47.27
47.38,47.74,48.18,47.10
47.22,46.84,47.22,45.07
47.28,47.12,47.95,46.87
46.03,46.90,47.00,46.03
47.16,47.30,47.30,46.60
47.13,46.98,47.29,46.64
46.92,47.74,47.88,46.90
47.66,47.68,47.94,47.00
47.57,48.08,48.40,47.57
48.09,48.12,48.40,47.57
48.20,47.93,48.39,47.82
47.81,47.61,48.23,46.52
47.35,46.29,47.35,46.00
46.32,46.07,46.89,45.52
46.90,46.49,47.18,46.47
46.50,46.51,46.80,46.27
46.61,44.80,46.61,44.80
45.06,45.03,45.44,44.99
45.01,43.73,45.01,43.56
43.73,44.46,44.97,43.48
44.11,45.80,45.80,44.11
46.24,46.27,46.39,45.85
46.19,46.21,46.21,45.83
45.88,44.98,45.88,44.86
44.69,45.23,45.50,44.69
45.50,45.04,45.50,44.72
44.33,46.17,46.36,44.33
46.05,46.38,46.68,45.95
46.39,47.26,47.91,46.39
47.48,48.64,48.95,47.48
47.22,51.57,51.89,47.22
51.98,51.60,51.98,50.50
51.58,50.06,51.58,50.06
49.08,48.33,50.35,47.23
48.87,48.70,49.09,48.70
48.91,49.17,49.24,47.72
49.54,51.08,51.60,49.25
50.98,53.70,54.00,50.98
53.46,51.72,53.80,49.65
52.41,49.77,52.41,48.68
49.68,49.47,51.05,48.73
49.48,50.74,52.00,48.25
51.11,50.53,52.46,50.00
50.60,49.74,50.80,49.42
49.69,50.94,50.95,48.76
50.40,49.74,50.48,49.13
49.70,52.18,53.04,49.70
51.83,53.08,53.08,51.40
53.38,52.84,53.38,52.70
52.00,53.55,53.65,52.00
53.80,53.19,53.91,50.40
52.14,51.53,52.91,51.00
51.19,50.30,51.19,49.90
50.30,50.30,51.26,50.30
50.36,51.46,51.98,50.36
51.50,51.30,51.99,51.30
51.50,50.35,51.50,49.59
50.65,50.68,50.68,49.44
50.02,50.00,50.02,50.00
50.25,50.78,50.97,50.25
50.78,50.78,51.19,50.10
50.78,51.09,51.09,50.78
50.78,51.08,51.08,50.78
50.56,50.89,50.89,50.56
50.90,50.89,51.07,50.70
50.89,51.23,51.23,50.50
50.80,51.60,51.75,50.43
50.59,49.98,51.21,49.49
49.55,49.65,50.00,49.02
49.91,49.74,50.84,48.27
50.03,49.41,50.03,49.00
49.10,49.31,49.60,48.67
50.01,49.23,50.34,49.23
48.46,49.34,49.78,48.46
49.08,48.90,49.93,48.26
49.40,48.91,49.50,48.11
48.75,48.41,49.37,48.20
48.66,43.34,48.70,42.95
43.69,44.20,44.20,42.69
43.96,43.94,44.42,43.22
43.82,44.13,44.57,43.65
44.09,43.35,44.50,43.35
43.30,43.59,43.88,42.28
43.72,43.41,44.00,43.41
43.90,44.54,44.54,43.41
44.14,43.71,45.52,43.71
44.46,44.64,44.80,43.84
44.86,45.34,45.98,44.59
44.99,46.08,46.45,44.99
45.90,46.08,46.60,45.90
46.60,47.06,47.40,46.10
47.10,48.21,48.68,47.10
48.21,48.91,49.69,47.70
48.60,50.81,50.81,47.70
51.22,54.43,55.00,51.22
53.59,53.42,53.93,52.24
53.42,53.45,54.20,52.90
53.61,53.27,53.70,52.45
53.22,53.70,53.79,52.60
53.23,50.39,53.31,49.62
50.50,48.87,50.78,47.30
48.83,49.89,50.30,48.40
49.95,49.87,50.47,49.25
49.96,50.04,50.63,49.03
49.88,50.41,50.52,49.70
49.88,49.74,50.20,49.57
49.91,49.70,50.67,49.39
49.99,51.98,52.98,49.99
51.89,51.46,52.00,50.96
51.87,51.83,51.87,51.25
52.80,51.33,52.98,50.50
51.75,51.05,51.90,50.66
50.88,48.91,50.88,46.56
49.07,49.69,50.28,49.07
49.99,50.54,50.60,49.61
50.50,50.12,50.93,50.12
50.15,49.50,50.29,49.50
49.68,48.01,49.68,47.71
47.68,47.33,47.75,46.15
47.35,48.04,48.24,47.35
48.45,48.62,49.43,48.43
48.74,46.73,48.74,46.46
46.50,45.95,46.65,44.67
46.44,46.57,46.98,45.58
46.35,45.47,46.41,44.07
46.11,45.34,46.11,44.91
45.28,45.70,45.70,44.25
45.74,46.19,47.40,45.21
46.10,46.89,47.11,45.88
46.56,46.94,47.77,46.56
47.41,46.98,47.80,46.92
47.05,45.61,47.05,44.90
45.94,46.01,46.99,45.76
46.25,45.80,46.25,45.10
45.20,44.30,45.60,44.28
44.42,41.02,44.46,40.79
41.03,38.70,41.20,38.34
38.68,38.61,40.90,38.51
40.30,43.03,44.40,39.65
41.60,41.68,42.01,39.90
41.88,42.54,43.69,41.88
42.23,43.00,43.70,41.90
43.88,45.39,45.39,43.70
45.50,44.42,46.09,44.42
44.56,41.79,45.29,41.79
41.79,40.61,41.81,40.10
40.75,42.94,43.13,39.98
42.73,44.10,44.90,42.53
44.25,42.80,44.37,42.10
42.92,43.13,44.35,42.92
43.62,43.90,43.90,42.94
43.93,44.55,44.87,43.88
44.93,45.45,45.89,44.80
44.89,47.09,47.75,44.89
47.50,46.61,47.58,45.60
46.72,46.19,46.72,45.61
46.01,45.08,46.38,44.60
44.61,42.73,44.61,42.40
42.37,41.50,42.53,40.80
41.37,41.99,41.99,41.20
42.40,43.19,43.19,42.20
42.50,43.40,43.40,42.50
43.50,43.56,43.97,42.22
43.16,42.99,44.27,42.67
43.16,42.02,43.16,41.71
42.11,41.61,42.11,40.99
41.25,39.38,41.25,38.69
39.50,39.32,39.76,38.79
38.80,37.96,39.34,37.40
38.72,38.91,39.58,38.43
39.31,38.59,39.74,37.80
38.45,38.56,40.51,37.33
38.32,38.20,39.22,37.71
37.82,37.33,39.09,36.76
37.35,37.74,37.90,36.81
37.71,41.52,41.52,37.71
41.31,42.72,42.82,41.01
42.76,42.54,43.92,41.64
42.24,42.86,43.35,42.24
43.65,41.13,43.65,41.12
41.00,39.54,41.41,38.77
39.31,39.42,39.57,38.17
39.00,39.49,39.70,38.95
38.86,38.78,39.25,38.27
38.78,38.94,39.80,37.96
39.23,38.65,40.48,38.31
38.28,39.42,39.42,38.28
39.35,37.82,39.35,37.78
37.79,37.66,38.92,37.60
37.33,38.11,38.11,37.24
37.75,38.42,39.39,37.75
38.50,38.38,39.32,37.88
38.79,38.00,38.86,38.00
37.86,37.73,38.98,37.43
37.90,37.69,38.95,37.21
37.72,37.81,37.96,37.40
38.24,37.70,38.24,37.50
38.06,37.52,38.10,37.50
37.56,36.00,37.59,36.00
36.30,36.13,36.30,35.65
36.05,35.72,36.20,35.72
35.70,36.08,36.20,35.48
36.06,36.81,37.04,36.00
38.00,36.90,38.00,36.80
36.81,36.58,37.67,36.58
36.72,36.35,37.14,36.35
36.31,36.48,36.55,36.31
36.32,36.48,36.81,36.30
36.70,36.92,37.41,36.54
37.43,37.48,37.90,37.05
38.00,38.52,38.52,36.69
38.48,37.80,38.48,37.79
37.93,37.77,38.15,36.83
37.53,37.74,37.99,36.92
39.13,38.49,39.20,38.00
38.25,38.80,39.42,38.00
38.78,38.79,38.90,38.40
38.86,38.65,38.98,38.65
38.54,37.61,38.67,37.33
37.60,38.03,38.28,37.50
37.27,37.65,38.03,37.26
38.18,37.56,38.19,37.56
37.55,37.60,37.93,37.28
37.51,37.70,38.69,37.49
38.01,38.43,38.45,37.74
37.82,37.61,38.38,37.61
38.23,38.90,38.90,37.82
38.86,38.45,38.90,38.14
38.70,37.46,38.70,37.45
38.75,37.53,38.75,37.46
37.70,37.46,38.00,37.40
37.69,38.47,38.50,37.40
38.41,37.60,38.41,37.60
37.60,37.50,38.19,37.41
37.50,37.75,38.52,37.50
37.84,38.16,38.99,37.84
38.55,38.98,39.00,38.01
38.92,37.42,40.98,37.09
37.78,37.52,37.78,37.22
37.09,37.04,37.09,37.04
37.02,33.58,37.51,33.58
34.71,35.01,36.10,34.71
35.25,35.82,35.82,35.25
36.16,36.33,36.33,36.16
35.52,35.51,35.60,35.50
35.55,35.55,35.95,35.55
35.50,35.81,36.50,35.50
36.36,35.18,36.36,34.62
34.90,34.64,34.90,34.64
35.35,34.57,35.35,34.57
36.36,36.09,36.39,35.31
35.50,36.69,37.67,34.75
36.96,37.50,37.50,36.96
38.25,38.07,39.50,38.07
37.98,38.36,39.77,37.70
39.75,39.00,39.75,38.41
39.23,37.80,39.50,37.80
38.93,38.98,39.00,37.56
39.49,39.49,39.49,39.49
38.87,38.02,38.87,38.02
39.11,39.66,39.75,39.02
38.12,39.25,39.25,38.08
39.25,40.70,41.10,38.22
41.10,40.10,41.10,40.03
39.13,40.89,41.10,39.13
39.57,40.43,41.08,39.57
41.08,41.24,41.32,41.05
40.25,41.15,41.15,40.23
41.98,41.85,41.98,40.19
41.87,42.80,42.80,40.05
42.80,42.60,44.49,42.59
41.91,42.90,42.90,41.91
42.85,42.85,42.85,42.85
43.98,41.14,43.98,41.02
42.07,40.03,42.07,38.49
39.95,39.99,39.99,38.33
39.80,39.79,39.89,39.03
39.25,39.25,40.07,39.25
40.01,40.11,40.78,39.60
39.89,40.73,40.73,39.89
41.98,41.13,41.98,40.50
41.02,41.15,41.27,40.40
40.84,40.02,40.84,40.02
39.50,38.99,39.50,38.96
39.01,39.25,39.25,38.74
39.25,39.24,39.94,39.18
39.98,38.11,40.45,38.11
38.11,38.90,39.03,38.11
39.20,39.08,39.54,39.01
39.08,39.89,39.96,38.84
39.89,39.65,40.33,39.50
38.95,41.05,41.70,38.95
40.30,40.37,42.00,40.05
39.66,39.38,40.74,39.13
39.60,39.80,40.96,39.54
40.51,41.00,41.10,40.44
41.01,43.18,43.18,40.73
42.87,42.54,42.87,41.22
41.30,42.02,42.50,41.30
42.43,42.50,45.49,42.03
42.50,41.76,42.65,41.76
41.80,43.97,43.97,41.80
43.66,43.90,43.90,42.43
43.17,44.00,44.00,42.52
43.35,43.48,44.13,41.41
42.98,43.47,43.74,42.98
44.11,43.00,45.61,43.00
43.58,42.62,44.18,42.41
43.11,43.70,44.60,43.00
43.69,43.57,43.70,43.00
43.00,43.05,43.05,42.99
42.26,42.78,43.98,42.26
42.22,42.36,43.00,42.04
42.00,42.25,42.35,41.02
41.78,42.15,42.50,41.78
41.86,42.87,42.98,41.56
42.46,41.59,42.46,41.46
41.10,40.19,41.10,40.02
40.00,40.77,40.99,40.00
41.10,41.10,41.10,41.10
41.10,40.90,41.20,40.01
40.90,41.99,42.93,40.90
42.90,43.01,44.39,42.81
43.37,42.69,44.41,40.58
42.17,40.67,42.17,40.66
41.00,40.03,41.00,40.00
40.58,40.50,42.55,40.13
40.50,40.01,41.85,40.01
41.39,40.68,41.44,40.25
40.67,40.67,40.67,40.67
41.05,40.89,41.05,40.89
39.88,39.88,39.88,39.88
39.77,39.92,41.47,39.75
40.17,40.42,40.97,40.17
40.99,40.68,41.20,40.68
40.20,40.19,41.57,39.94
40.47,40.84,41.10,40.47
41.07,41.96,41.96,40.95
42.10,42.09,44.37,41.35
41.43,42.03,43.98,40.13
42.91,43.23,43.43,41.72
42.95,40.99,43.43,40.04
41.66,40.86,41.71,40.82
40.74,39.98,41.33,39.93
41.19,40.96,41.19,40.05
40.34,40.73,41.51,40.34
40.50,39.11,41.45,39.04
39.76,39.00,39.81,38.85
39.00,39.94,40.45,38.75
39.93,40.20,40.52,39.02
39.90,40.00,40.38,39.90
40.85,40.36,41.00,40.16
40.71,41.18,41.18,40.42
42.12,40.98,42.12,40.75
41.30,41.34,41.60,41.30
42.01,42.67,42.88,42.01
43.27,43.17,43.27,43.00
43.31,42.51,43.40,42.13
42.52,42.75,43.30,42.52
43.30,42.98,43.70,42.75
43.60,43.55,44.01,43.43
43.47,43.00,43.50,43.00
43.00,43.00,43.50,43.00
43.14,43.56,43.75,43.00
43.75,44.39,44.71,43.75
44.00,44.54,44.54,43.32
43.15,41.90,43.15,41.03
41.93,41.26,41.93,41.10
40.65,42.94,42.97,40.65
42.99,41.00,42.99,40.79
40.94,41.64,42.78,40.68
41.19,41.64,41.64,41.17
41.60,41.10,41.60,41.10
41.52,39.98,41.60,39.93
40.36,40.18,40.50,39.61
40.24,40.95,40.95,39.98
40.82,40.93,41.74,40.82
40.66,40.19,40.91,40.19
40.91,41.19,41.21,40.59
40.82,41.20,41.68,40.76
41.75,41.47,41.75,40.47
38.71,40.70,40.90,38.71
41.07,40.50,41.11,40.19
40.95,39.71,40.95,39.62
40.59,40.50,41.25,40.50
41.40,39.90,41.40,39.90
39.75,39.99,40.80,39.64
40.46,40.71,41.23,39.65
40.59,40.63,41.38,40.37
40.30,40.93,41.72,39.51
40.72,40.88,41.20,40.50
39.99,41.08,41.75,39.99
41.40,41.55,41.78,40.72
41.16,40.76,41.26,40.15
40.80,40.56,41.05,40.00
40.49,39.00,40.50,39.00
39.52,39.50,39.52,38.79
39.57,39.17,39.80,38.83
39.13,39.50,39.50,39.05
39.53,39.19,39.53,38.91
39.22,38.96,39.22,38.96
38.91,39.25,39.30,38.75
38.99,39.05,39.75,38.56
38.97,38.45,39.76,38.45
39.30,39.30,39.57,39.13
39.24,39.75,40.05,38.65
39.70,39.52,40.44,39.02
39.51,39.67,40.50,39.51
39.74,39.99,40.35,39.38
39.89,40.48,40.50,39.89
40.10,39.60,40.10,39.59
39.86,39.96,39.96,39.54
39.48,39.53,39.98,39.48
39.98,39.00,39.98,38.90
39.34,39.97,39.99,39.05
39.48,39.78,39.90,39.46
39.43,39.87,39.97,39.43
39.25,38.09,39.25,38.00
37.93,38.00,38.00,37.81
37.81,37.83,38.08,37.81
37.81,38.01,38.01,37.80
37.85,38.25,38.42,37.75
37.89,38.35,38.43,37.70
38.25,38.35,38.51,38.25
38.56,37.81,38.56,37.73
38.02,37.81,38.49,37.81
37.81,37.51,38.58,37.51
37.51,38.06,38.97,37.51
38.52,37.85,38.55,37.55
38.40,37.76,38.48,37.51
38.01,37.92,38.09,37.91
37.85,37.67,37.91,37.56
37.99,37.75,38.97,37.75
37.84,38.15,38.25,37.84
37.86,37.80,38.62,37.56
38.30,38.91,38.91,38.21
38.96,38.99,38.99,37.75
39.07,39.31,39.31,38.82
38.55,38.47,39.10,38.23
38.91,38.27,38.91,38.16
38.16,38.04,38.33,38.02
38.45,37.71,38.45,37.71
37.80,37.51,37.89,37.51
37.97,37.45,37.97,37.45
37.50,37.40,38.17,37.40
37.40,37.35,38.00,37.31
37.30,37.16,37.94,37.15
37.90,38.50,38.98,37.85
39.01,39.74,39.74,38.66
39.28,39.70,40.39,39.28
40.10,40.50,40.50,39.74
40.60,40.00,40.60,40.00
39.10,39.55,40.00,39.10
39.20,39.11,40.80,39.11
39.40,38.27,40.07,38.02
38.26,38.38,38.61,38.20
39.05,38.83,39.84,38.71
38.82,38.25,38.82,38.25
37.80,37.63,37.94,37.47
37.50,37.56,38.32,37.50
37.48,37.48,37.80,37.46
37.37,38.08,38.08,37.35
37.60,37.10,37.62,37.10
37.10,37.00,37.27,37.00
37.00,36.80,37.00,36.80
36.60,36.50,37.55,36.50
36.50,35.59,36.50,35.59
36.59,36.42,36.59,35.06
36.04,36.17,36.60,36.04
35.31,35.47,36.42,35.20
35.41,34.96,35.41,34.90
36.33,34.91,36.33,34.90
34.90,34.30,35.33,34.30
35.25,34.36,35.25,34.30
34.85,34.30,35.19,34.30
34.30,34.50,34.50,34.10
34.58,33.83,34.58,33.80
34.45,34.00,34.45,33.89
34.01,34.05,34.10,33.90
34.00,34.95,35.65,34.00
35.76,35.07,35.76,34.97
35.34,35.29,35.75,34.74
35.91,35.41,35.95,35.01
35.66,35.12,36.35,34.63
34.52,36.18,36.88,33.88
35.90,36.14,36.78,35.90
36.25,35.91,37.01,35.77
35.36,35.31,35.72,35.18
34.98,34.52,34.98,34.25
34.44,33.60,34.90,33.60
33.60,33.58,34.42,33.58
34.14,33.53,34.14,33.53
33.60,33.61,34.89,33.60
33.90,33.57,34.68,33.57
33.72,34.39,34.77,33.72
34.30,35.47,35.48,34.15
34.99,34.69,35.77,34.21
35.26,35.30,35.54,35.00
35.25,37.18,37.98,35.22
37.73,38.04,38.04,37.73
37.25,38.28,39.01,37.25
37.99,38.58,39.03,37.52
38.11,40.03,40.39,38.10
40.10,41.63,41.63,40.10
41.69,42.80,43.00,41.69
42.49,41.39,43.30,41.19
41.18,40.00,41.18,39.35
39.81,39.15,40.11,39.15
39.87,40.25,40.25,39.87
40.12,41.25,41.25,40.12
41.25,41.45,41.95,40.24
41.45,41.11,42.11,40.90
41.54,41.50,42.11,40.60
40.93,41.94,42.77,40.70
43.21,43.02,43.21,42.19
43.00,42.98,43.40,42.94
41.03,41.99,41.99,40.36
40.89,43.40,43.40,40.89
42.38,42.60,42.60,41.95
41.82,42.55,42.55,41.82
42.67,41.50,42.67,41.34
41.67,41.79,42.55,41.67
41.95,40.52,41.95,40.38
41.25,41.41,41.59,41.25
41.62,40.09,42.19,40.05
40.39,41.06,41.63,39.50
41.28,40.94,42.00,40.22
41.86,42.53,42.94,40.11
41.60,42.50,43.00,41.60
42.97,42.50,43.25,42.50
42.27,42.75,43.00,42.25
42.48,42.70,43.00,42.36
42.00,41.57,43.00,41.49
42.06,42.25,42.39,41.50
43.48,43.10,43.48,41.23
42.94,44.97,45.45,42.94
44.92,46.00,46.00,44.88
46.39,45.99,46.68,45.02
46.02,47.22,47.87,46.02
47.80,46.26,48.09,45.18
46.48,46.34,46.91,46.01
46.10,44.63,47.64,44.63
45.05,45.42,46.12,45.05
44.65,43.60,45.20,43.10
44.01,43.22,44.98,41.75
41.61,42.98,45.00,41.60
42.42,42.85,44.00,42.15
43.00,41.47,43.30,41.47
41.45,40.70,41.69,38.99
40.53,40.46,40.87,39.60
40.60,39.44,40.60,38.63
38.92,38.99,39.25,38.21
38.64,38.64,38.64,38.64
38.51,38.07,39.33,38.07
38.61,38.00,38.61,37.60
38.00,38.00,39.00,37.75
38.20,38.45,41.15,38.10
38.00,37.80,38.35,37.50
38.09,37.90,38.09,37.21
37.63,38.00,38.98,37.60
37.55,37.71,38.77,37.50
37.94,37.54,37.94,37.54
37.30,36.93,39.10,36.93
37.16,38.15,38.63,37.02
38.15,37.00,38.43,36.75
37.70,39.45,39.97,36.99
38.45,37.46,39.00,37.12
38.10,38.33,38.98,38.00
37.95,38.77,38.77,37.28
38.75,39.50,39.50,38.15
39.70,40.75,40.75,38.77
40.52,40.18,41.01,40.05
40.34,39.54,40.85,39.54
40.00,38.90,41.97,38.78
39.65,40.42,40.42,39.39
40.08,41.91,41.97,40.08
41.18,41.24,42.09,41.18
40.85,39.53,40.85,39.53
39.89,38.28,39.89,38.28
39.03,39.85,40.49,38.85
39.42,37.01,39.42,37.01
36.94,36.71,37.76,36.71
37.37,37.43,37.71,37.30
38.23,36.61,38.23,36.48
36.45,35.77,36.45,35.77
37.00,37.26,37.45,36.00
38.86,37.88,38.86,37.88
36.94,39.71,39.71,36.94
39.58,38.54,39.58,38.54
38.71,38.51,39.75,37.85
39.01,39.50,39.50,38.73
39.61,38.04,39.61,38.04
37.60,38.73,38.73,37.60
38.34,38.90,39.35,38.15
38.66,38.76,39.31,38.12
38.52,37.53,38.52,37.40
38.35,40.25,40.25,38.35
39.63,40.64,41.43,39.26
40.65,39.92,40.66,38.58
39.67,40.34,40.45,39.41
40.20,41.18,41.37,39.36
40.83,39.60,42.25,39.60
39.50,40.44,40.60,39.48
40.05,39.18,40.18,39.18
38.00,40.25,40.25,38.00
39.81,39.89,40.70,39.81
40.00,39.28,40.06,39.28
40.02,40.77,40.77,39.50
40.31,41.40,41.77,40.06
41.83,42.25,42.55,41.04
41.90,41.90,41.90,41.90
41.94,40.99,41.94,40.21
40.28,39.08,40.43,39.02
38.94,38.94,38.94,38.94
38.66,39.58,39.76,38.66
39.75,40.70,41.56,39.69
40.90,41.54,42.00,40.50
40.51,40.06,41.35,40.06
39.25,39.96,40.26,39.25
39.96,39.19,39.96,39.19
39.00,38.53,39.50,38.53
38.90,38.22,39.02,37.55
38.10,37.24,38.24,37.02
37.66,37.39,38.98,37.39
37.39,38.00,38.19,37.39
38.00,39.74,39.80,38.00
39.91,40.84,40.84,39.06
40.18,40.93,41.71,40.18
40.99,40.00,41.69,40.00
40.02,39.05,40.12,39.05
39.10,40.40,40.40,38.63
40.24,39.93,40.24,39.93
39.65,39.21,39.65,38.98
39.04,39.35,40.34,39.04
39.48,40.46,40.46,39.48
40.40,41.25,41.38,40.33
40.79,41.99,42.46,40.79
41.32,41.00,41.32,41.00
42.05,42.05,42.05,42.05
42.50,43.50,43.68,41.89
42.50,42.50,42.95,42.05
43.86,44.05,44.05,43.69
44.60,44.40,46.00,43.32
45.17,45.45,46.00,44.60
44.96,44.60,44.96,44.01
44.87,45.50,45.50,44.75
44.23,44.33,44.33,44.23
44.00,44.32,45.00,44.00
44.65,43.91,44.69,43.87
44.21,44.39,44.39,44.00
44.29,43.08,44.29,43.03
43.14,43.14,43.14,43.14
42.30,42.30,42.30,42.30
42.67,41.67,42.85,41.67
42.10,42.11,42.85,41.97
41.65,42.81,42.81,41.65
42.50,42.81,43.11,42.50
42.00,42.30,42.75,42.00
41.60,42.14,42.14,41.60
41.37,41.37,41.37,41.37
40.72,41.65,41.65,40.60
41.52,41.70,42.70,41.48
41.51,42.70,42.70,41.51
42.20,43.00,44.00,42.20
42.86,43.39,44.01,42.76
42.94,43.75,43.75,42.94
43.73,44.44,44.50,43.73
43.69,43.69,44.06,41.84
44.05,43.69,44.05,43.69
43.59,43.71,43.77,43.59
44.27,43.80,44.90,43.50
42.36,43.80,44.41,42.36
43.92,42.73,46.10,42.73
43.97,44.23,45.40,43.86
44.02,44.00,44.50,43.00
43.55,43.80,44.00,42.02
44.00,44.20,45.00,43.80
42.22,40.38,42.50,40.38
38.76,38.00,38.76,38.00
38.85,37.94,38.85,36.70
38.90,38.90,38.90,38.37
39.35,39.54,40.70,39.00
40.20,38.90,41.00,38.90
38.55,37.39,39.05,37.02
37.27,37.69,38.71,37.27
37.78,38.14,38.14,37.78
38.20,39.74,39.74,37.88
39.88,41.30,41.30,39.88
41.18,41.56,41.99,41.12
41.51,41.53,41.53,41.50
42.00,42.80,42.80,41.70
42.55,42.50,43.00,41.78
42.78,41.52,42.78,41.52
41.94,40.10,41.94,39.52
38.07,41.00,41.95,38.07
41.03,41.50,41.50,40.56
41.50,41.38,41.50,40.81
40.66,40.66,40.66,40.66
40.80,41.90,41.90,40.16
40.61,39.24,42.01,38.70
40.30,40.30,40.30,40.30
41.40,41.02,42.71,39.77
41.45,40.75,41.67,40.75
40.81,40.05,42.35,39.75
40.20,40.79,40.79,40.20
41.45,41.33,42.01,40.36
40.20,41.64,41.64,40.20
41.34,41.34,41.34,41.34
40.80,40.90,41.15,40.15
40.76,40.75,41.19,40.75
41.20,41.30,41.30,40.34
40.35,40.35,40.35,40.35
40.85,41.20,41.20,39.80
40.70,39.95,41.50,39.95
40.50,39.86,40.50,39.16
40.95,41.05,41.05,40.33
40.50,41.27,41.60,40.50
41.36,41.46,41.80,41.00
41.41,41.42,41.42,41.41
41.39,40.93,41.80,40.75
41.05,41.25,41.62,41.05
41.10,40.26,41.37,40.26
40.40,41.50,41.50,40.40
41.50,41.50,41.50,41.50
41.50,40.67,41.50,40.67
41.56,41.08,42.14,41.07
41.30,42.70,43.07,41.30
42.59,41.53,43.89,41.53
41.29,42.00,42.75,41.17
43.08,42.01,43.08,42.01
41.69,41.58,42.03,41.58
41.53,42.37,42.37,39.80
41.04,40.29,41.04,40.02
40.01,40.52,40.57,39.99
40.61,42.04,42.04,40.61
42.44,41.10,42.44,40.71
40.74,41.18,42.00,40.44
41.12,41.18,41.78,41.12
41.36,42.23,42.23,40.97
42.50,43.78,43.92,42.30
43.11,43.35,44.00,43.11
42.97,42.74,43.78,42.29
43.40,44.55,44.92,42.81
44.22,44.11,45.02,44.11
44.35,44.98,44.98,44.00
45.00,45.34,45.36,45.00
45.50,45.50,45.50,45.50
46.15,45.75,46.20,45.35
45.45,46.10,46.20,45.45
45.40,45.95,46.20,45.20
46.20,46.15,46.20,45.90
46.30,46.45,46.50,46.10
46.50,46.05,46.50,46.05
45.50,46.15,46.40,45.50
45.50,46.00,46.40,45.50
46.35,45.45,46.35,45.35
45.30,46.20,46.40,45.30
46.50,46.75,46.80,46.45
46.60,47.00,47.10,46.60
46.40,46.65,46.80,46.40
45.90,46.20,46.50,45.85
46.30,45.85,46.30,45.70
45.45,45.45,45.45,45.45
45.15,44.75,45.15,44.75
44.66,44.10,44.70,44.10
44.00,42.85,44.15,42.55
42.75,42.00,42.75,42.00
43.75,41.75,43.75,41.75
41.90,41.90,42.50,41.78
42.65,41.15,43.00,41.00
41.55,40.05,43.00,40.00
41.10,42.30,42.30,40.80
42.00,42.65,42.65,42.00
41.90,42.50,43.18,41.80
42.35,44.64,44.64,42.35
44.20,47.70,47.70,44.20
47.67,47.90,48.00,47.50
47.65,47.55,47.65,47.55
47.85,47.80,47.85,47.80
47.65,48.20,48.45,47.65
48.05,48.35,48.60,47.50
48.40,48.60,48.75,47.70
48.07,48.70,48.95,48.07
48.00,48.80,48.90,48.00
48.20,48.85,48.85,48.20
48.75,48.60,49.05,47.45
48.90,48.10,49.00,48.10
48.40,47.80,48.45,47.80
47.90,46.00,47.90,45.34
47.90,48.25,48.45,47.55
48.05,48.90,48.90,48.05
48.85,48.75,49.10,48.55
