UBFO,United Security Bancshares - Common Stock,NASDAQ
4.10,4.06,4.11,4.00
4.05,4.30,4.30,4.00
3.99,4.16,4.16,3.96
4.17,4.20,4.24,4.10
4.18,4.11,4.18,4.11
4.18,4.27,4.28,4.18
4.15,4.24,4.27,4.11
4.26,4.24,4.26,4.24
4.25,4.18,4.25,4.16
4.18,4.18,4.18,4.18
4.18,4.15,4.18,4.15
4.08,3.97,4.08,3.96
4.05,4.02,4.09,4.02
3.96,4.00,4.01,3.95
4.03,4.09,4.09,4.03
4.09,4.07,4.09,4.07
4.09,4.25,4.25,4.01
4.17,4.16,4.17,4.16
4.18,4.12,4.21,4.12
4.15,4.16,4.19,4.15
4.18,4.16,4.27,4.15
4.07,4.07,4.09,4.07
4.08,4.24,4.24,4.08
4.14,4.31,4.31,4.14
4.26,4.31,4.31,4.25
4.31,4.29,4.31,4.27
4.29,4.26,4.31,4.12
4.23,4.25,4.26,4.15
4.14,4.31,4.31,4.14
4.30,4.31,4.31,4.25
4.25,4.29,4.31,4.25
4.29,4.29,4.29,4.29
4.18,4.22,4.29,4.17
4.29,4.19,4.29,4.19
4.22,4.28,4.29,4.17
4.21,4.26,4.29,4.21
4.28,4.30,4.30,4.28
4.31,4.22,4.31,4.22
4.21,4.30,4.30,4.20
4.31,4.30,4.31,4.30
4.28,4.32,4.32,4.28
4.30,4.30,4.32,4.30
4.30,4.33,4.33,4.29
4.33,4.33,4.33,4.33
4.33,4.33,4.33,4.33
4.27,4.27,4.27,4.25
4.30,4.20,4.30,4.20
4.16,4.01,4.16,4.01
4.07,4.23,4.23,4.07
4.23,4.30,4.30,4.10
4.15,4.28,4.28,4.15
4.25,4.25,4.25,4.25
4.09,4.25,4.28,4.09
4.27,4.28,4.28,4.20
4.30,4.31,4.31,4.29
4.31,4.31,4.31,4.31
4.18,4.35,4.35,4.18
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.30,4.30,4.30,4.20
4.30,4.25,4.30,4.20
4.25,4.36,4.40,4.25
4.31,4.23,4.31,4.20
4.27,4.26,4.30,4.21
4.28,4.35,4.36,4.22
4.36,4.28,4.36,4.26
4.30,4.26,4.30,4.26
4.30,4.28,4.30,4.20
4.28,4.28,4.28,4.28
4.28,4.26,4.28,4.25
4.27,4.23,4.27,4.23
4.35,4.38,4.38,4.26
4.30,4.35,4.35,4.21
4.24,4.22,4.35,4.20
4.21,4.20,4.23,4.19
4.23,4.35,4.35,4.20
4.35,4.60,4.84,4.35
4.51,4.44,4.52,4.35
4.27,4.27,4.27,4.27
4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29
4.29,4.32,4.33,4.25
4.27,4.39,4.39,4.27
4.40,5.19,5.19,4.39
5.30,5.17,5.30,4.72
5.17,5.17,5.17,5.17
5.19,5.23,5.30,5.18
5.39,5.26,5.73,5.25
5.24,5.10,5.69,4.85
4.99,4.99,4.99,4.99
5.08,5.00,5.51,5.00
5.01,5.47,5.47,5.01
5.41,5.16,5.41,5.07
5.34,5.00,5.34,5.00
4.95,4.95,5.15,4.95
5.00,4.90,5.00,4.80
4.93,5.02,5.02,4.93
5.05,4.63,5.05,4.55
4.92,4.92,4.92,4.92
4.87,4.65,4.90,4.45
4.61,4.64,4.68,4.61
4.65,4.65,4.77,4.65
4.90,4.65,4.90,4.65
4.65,4.71,4.74,4.65
4.71,4.71,4.71,4.71
4.78,4.70,4.79,4.68
4.68,4.70,4.72,4.68
4.59,4.79,4.79,4.59
4.79,4.77,4.79,4.67
4.78,4.89,4.90,4.78
4.90,4.90,4.90,4.90
4.83,4.40,4.97,4.40
4.53,4.70,4.74,4.53
4.76,4.78,4.78,4.76
4.84,4.70,4.84,4.69
4.70,4.72,5.00,4.70
4.80,4.81,4.94,4.75
4.94,4.94,4.94,4.94
4.99,5.02,5.10,4.99
5.00,4.98,5.00,4.75
4.71,4.83,4.91,4.71
4.82,4.85,4.85,4.81
4.81,4.85,4.85,4.81
4.85,4.85,4.85,4.85
5.00,4.95,5.02,4.95
4.94,4.94,4.95,4.93
4.95,4.94,5.01,4.94
4.81,4.90,4.90,4.81
4.82,4.80,4.98,4.80
4.97,4.88,4.97,4.80
4.88,4.88,4.88,4.88
4.96,4.97,4.97,4.96
4.97,4.97,4.97,4.97
4.90,4.97,4.97,4.89
5.09,4.92,5.09,4.90
5.07,5.00,5.08,4.92
4.95,4.94,4.95,4.90
4.94,4.91,4.95,4.90
4.91,4.75,4.91,4.56
4.74,4.91,4.91,4.74
4.94,4.92,4.95,4.65
4.89,4.85,4.94,4.54
4.82,4.90,4.90,4.82
4.99,4.99,5.05,4.90
5.00,5.00,5.04,4.86
4.95,4.96,5.02,4.95
4.96,5.05,5.05,4.95
4.95,5.01,5.01,4.95
5.00,5.01,5.10,5.00
5.07,5.07,5.07,4.98
4.98,5.01,5.08,4.98
5.07,5.07,5.07,5.07
5.00,5.01,5.01,5.00
4.85,4.93,4.93,4.85
5.07,4.92,5.07,4.92
4.98,4.93,4.98,4.91
5.03,4.94,5.03,4.90
4.91,4.97,5.08,4.85
4.94,4.97,5.10,4.94
5.07,5.07,5.07,5.07
4.93,4.94,4.94,4.87
4.88,4.99,4.99,4.88
4.96,5.09,5.09,4.96
5.03,5.06,5.06,5.00
5.01,5.01,5.01,4.95
5.10,5.03,5.10,5.03
5.05,5.07,5.10,5.05
5.06,5.05,5.10,5.05
5.05,5.04,5.11,5.01
5.16,5.22,5.22,5.13
5.22,5.23,5.25,5.08
5.23,5.23,5.23,5.23
5.04,5.07,5.07,5.04
5.12,5.38,5.38,5.12
5.44,5.25,5.44,5.25
5.33,5.25,5.33,5.25
5.40,5.40,5.48,5.40
5.40,5.40,5.46,5.26
5.40,5.31,5.40,5.31
5.27,5.34,5.39,5.27
5.30,5.40,5.40,5.30
5.37,5.37,5.37,5.34
5.33,5.30,5.33,5.30
5.35,5.35,5.35,5.35
5.34,5.38,5.38,5.34
5.38,5.38,5.40,5.31
5.32,5.40,5.50,5.32
5.49,5.89,5.94,5.49
5.90,5.91,5.99,5.53
5.75,5.55,5.98,5.51
5.51,5.83,5.99,5.50
5.79,5.77,5.79,5.40
5.78,5.45,5.78,5.39
5.51,5.75,5.79,5.51
5.74,5.55,5.80,5.42
5.75,5.54,5.80,5.42
5.77,5.50,5.77,5.47
5.73,5.50,5.73,5.40
5.55,5.66,5.67,5.49
5.70,5.70,5.70,5.70
5.50,5.50,5.67,5.50
5.55,5.50,5.55,5.41
5.50,5.48,5.68,5.48
5.50,5.29,5.63,5.29
5.28,5.17,5.40,5.15
5.23,5.23,5.23,5.23
5.23,5.35,5.35,5.23
5.29,5.44,5.44,5.20
5.45,5.49,5.49,5.43
5.47,5.63,5.63,5.47
5.51,5.60,5.70,5.51
5.64,5.50,5.64,5.41
5.52,5.46,5.65,5.46
5.49,5.52,5.64,5.47
5.58,5.57,5.64,5.50
5.60,5.63,5.63,5.50
5.50,5.64,5.64,5.50
5.64,5.55,5.67,5.51
5.60,5.59,5.67,5.56
5.52,5.51,5.59,5.50
5.50,5.60,5.60,5.50
5.50,5.55,5.59,5.47
5.57,5.45,5.57,5.45
5.55,5.64,5.64,5.54
5.65,5.66,5.66,5.51
5.61,5.67,5.68,5.58
5.64,5.64,5.64,5.64
5.65,5.65,5.65,5.51
5.60,5.60,5.65,5.60
5.60,5.60,5.60,5.51
5.60,5.50,5.60,5.50
5.56,5.75,5.80,5.56
5.74,5.60,5.74,5.60
5.67,5.65,5.68,5.65
5.65,5.52,5.68,5.52
5.58,5.85,5.85,5.58
5.53,5.60,5.65,5.53
5.61,5.65,5.73,5.50
5.71,5.49,5.71,5.39
5.50,5.60,5.87,5.50
5.83,5.65,5.86,5.52
5.65,5.70,5.72,5.59
5.53,5.60,5.67,5.48
5.45,5.45,5.45,5.45
5.55,5.55,5.55,5.55
5.59,5.73,5.80,5.46
5.45,5.71,5.72,5.45
5.75,5.54,5.75,5.54
5.51,5.67,5.68,5.48
5.60,5.60,5.70,5.48
5.60,5.60,5.75,5.44
5.74,5.46,5.74,5.45
5.51,5.74,5.75,5.51
5.63,5.61,5.77,5.51
5.51,5.56,5.65,5.50
5.55,5.58,5.62,5.52
5.53,5.54,5.64,5.53
5.50,5.65,5.65,5.50
5.65,5.56,5.69,5.55
5.56,5.67,5.77,5.56
5.51,5.65,5.65,5.51
5.60,5.52,5.76,5.52
5.52,5.62,5.62,5.52
5.61,5.61,5.70,5.61
5.55,5.55,5.55,5.55
5.63,5.65,5.67,5.50
5.65,5.68,5.68,5.53
5.58,5.68,5.69,5.54
5.62,5.75,5.75,5.62
5.62,5.82,6.00,5.62
5.76,5.89,5.89,5.75
5.80,5.84,5.84,5.80
5.81,5.83,6.16,5.81
6.22,5.89,6.22,5.85
5.91,6.00,6.03,5.91
5.92,5.86,5.92,5.86
5.82,5.80,5.88,5.80
5.85,5.87,5.94,5.85
5.82,5.85,5.87,5.82
5.92,5.95,5.95,5.85
5.86,5.85,5.86,5.85
5.90,5.94,5.95,5.85
5.86,5.86,5.86,5.86
5.85,5.80,5.86,5.80
5.93,5.80,5.93,5.80
5.93,5.69,5.93,5.58
5.93,5.78,5.93,5.65
5.77,5.75,5.95,5.75
5.94,5.81,5.94,5.80
5.81,5.86,5.94,5.79
5.80,5.90,5.90,5.80
5.85,5.82,5.90,5.80
5.85,5.93,5.93,5.85
5.76,5.85,5.94,5.75
5.85,5.82,5.86,5.81
5.91,5.91,5.91,5.91
5.91,5.82,5.91,5.70
5.86,5.89,5.89,5.70
5.72,5.77,5.80,5.70
5.79,5.80,5.83,5.70
5.79,5.72,5.83,5.72
5.78,5.79,5.79,5.78
5.76,5.77,5.80,5.66
5.66,5.77,5.78,5.66
5.77,5.67,5.79,5.67
5.79,5.79,5.79,5.71
5.66,5.84,5.84,5.66
5.68,5.82,5.83,5.68
5.71,5.76,5.82,5.67
5.66,5.82,5.82,5.66
5.63,5.75,5.77,5.63
5.63,5.70,5.73,5.63
5.75,5.75,5.75,5.75
5.64,5.76,5.80,5.62
5.76,5.76,5.76,5.76
5.61,5.74,5.74,5.61
5.77,5.77,5.77,5.77
5.63,5.55,5.64,5.55
5.68,5.65,5.68,5.55
5.58,5.65,5.65,5.58
5.64,5.56,5.65,5.55
5.56,5.60,5.60,5.55
5.55,5.58,5.65,5.55
5.64,5.64,5.64,5.55
5.65,5.68,5.69,5.64
5.69,5.70,5.70,5.69
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.64,5.64,5.64,5.64
5.69,5.56,5.69,5.56
5.58,5.58,5.58,5.58
5.61,5.58,5.63,5.58
5.58,5.60,5.60,5.55
5.60,5.60,5.60,5.60
5.56,5.60,5.60,5.56
5.60,5.70,5.70,5.57
5.70,5.70,5.70,5.70
5.57,5.50,5.57,5.50
5.54,5.54,5.54,5.54
5.50,5.60,5.60,5.25
5.56,5.60,5.60,5.35
5.36,5.40,5.60,5.35
5.57,5.57,5.57,5.57
5.55,5.55,5.55,5.55
5.48,5.52,5.55,5.31
5.52,5.65,5.65,5.38
5.65,5.65,5.65,5.46
5.62,5.48,5.64,5.48
5.53,5.64,5.64,5.53
5.55,5.55,5.55,5.46
5.50,5.46,5.50,5.46
5.50,5.60,5.60,5.50
5.51,5.48,5.62,5.48
5.50,5.50,5.50,5.49
5.51,5.50,5.51,5.45
5.50,5.50,5.50,5.39
5.49,5.45,5.51,5.41
5.45,5.49,5.49,5.41
5.41,5.50,5.51,5.40
5.58,5.49,5.58,5.41
5.60,5.44,5.60,5.40
5.44,5.44,5.44,5.44
5.41,5.32,5.41,5.32
5.44,5.44,5.44,5.44
5.44,5.44,5.44,5.44
5.33,5.35,5.39,5.20
5.32,5.40,5.40,5.11
5.41,5.41,5.41,5.41
5.38,5.28,5.40,5.24
5.40,5.40,5.40,5.25
5.40,5.36,5.40,5.36
5.26,5.39,5.39,5.26
5.30,5.40,5.40,5.26
5.30,5.30,5.33,5.30
5.40,5.46,5.60,5.39
5.54,5.51,5.59,5.48
5.41,5.54,5.56,5.41
5.60,5.46,5.60,5.46
5.49,5.50,5.58,5.49
5.50,5.50,5.59,5.50
5.58,5.45,5.58,5.44
5.43,5.50,5.58,5.43
5.46,5.46,5.46,5.46
5.48,5.46,5.49,5.45
5.50,5.46,5.50,5.42
5.41,5.48,5.49,5.41
5.49,5.46,5.49,5.45
5.43,5.49,5.49,5.43
5.45,5.41,5.50,5.41
5.50,5.40,5.50,5.40
5.50,5.54,5.54,5.30
5.31,5.32,5.32,5.31
5.40,5.24,5.40,5.24
5.41,5.25,5.49,5.04
5.50,5.35,5.50,5.25
5.26,5.32,5.35,5.25
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.11,5.30,5.30,5.11
5.29,5.28,5.29,5.28
5.10,5.27,5.27,5.10
5.10,5.15,5.24,5.10
5.20,5.12,5.20,5.12
5.12,5.12,5.12,5.12
5.10,5.10,5.15,5.10
5.20,5.20,5.20,5.20
5.12,5.13,5.13,5.12
5.11,5.12,5.20,5.10
5.10,5.15,5.20,5.10
5.10,5.15,5.15,5.10
5.10,5.15,5.18,5.10
5.10,5.10,5.20,5.10
5.20,5.10,5.20,5.09
5.20,5.15,5.20,5.03
5.15,5.11,5.15,5.06
5.10,5.11,5.11,5.10
5.11,5.15,5.25,5.11
5.09,5.19,5.20,5.09
5.11,5.18,5.20,5.10
5.09,5.13,5.13,5.06
5.16,5.05,5.20,5.05
5.13,5.05,5.23,5.05
5.05,5.02,5.19,5.02
5.07,5.16,5.16,5.05
5.04,5.07,5.21,5.04
5.10,5.20,5.23,5.10
5.25,5.22,5.29,5.20
5.25,5.22,5.27,5.22
5.24,5.29,5.53,5.18
5.29,5.35,5.37,5.29
5.25,5.36,5.40,5.23
5.40,5.27,5.40,5.26
5.31,5.40,5.40,5.31
5.30,5.31,5.40,5.30
5.31,5.32,5.40,5.31
5.26,5.40,5.40,5.20
5.39,5.39,5.40,5.37
5.36,5.40,5.40,5.36
5.40,5.40,5.40,5.40
5.24,5.33,5.35,5.22
5.31,5.27,5.38,5.27
5.25,5.35,5.35,5.15
5.26,5.37,5.40,5.21
5.16,5.28,5.34,5.16
5.38,5.38,5.38,5.38
5.38,5.38,5.38,5.38
5.35,5.28,5.35,5.21
5.35,5.37,5.40,5.19
5.31,5.37,5.40,5.31
5.38,5.34,5.40,5.21
5.39,5.23,5.40,5.13
5.20,5.26,5.28,5.15
5.17,5.17,5.17,5.17
5.20,5.19,5.20,5.19
5.20,5.16,5.20,5.11
5.07,5.07,5.15,5.05
5.10,4.90,5.10,4.90
4.93,5.10,5.10,4.93
5.25,5.25,5.25,5.25
5.08,5.13,5.13,5.07
5.15,5.18,5.18,5.14
5.13,5.14,5.15,5.12
5.14,5.15,5.15,5.07
5.13,5.17,5.17,5.13
5.07,5.17,5.17,5.07
5.13,5.12,5.16,5.12
5.08,5.14,5.14,5.08
5.10,5.08,5.10,5.03
5.06,5.06,5.06,5.06
5.07,5.07,5.08,5.07
5.09,5.10,5.11,5.01
5.02,5.05,5.13,5.01
5.06,5.06,5.08,5.06
5.06,5.11,5.11,5.06
5.03,5.07,5.07,4.96
4.98,4.96,5.07,4.96
5.05,4.96,5.05,4.95
4.96,4.96,4.96,4.96
4.96,4.90,5.00,4.90
4.95,5.00,5.01,4.95
5.01,5.03,5.03,4.96
5.08,5.00,5.09,5.00
4.96,5.01,5.02,4.96
4.98,4.99,5.00,4.96
4.97,5.01,5.02,4.97
4.96,4.96,5.00,4.96
4.99,4.97,5.03,4.97
4.97,4.98,4.98,4.97
5.01,5.03,5.05,5.00
5.02,5.01,5.07,5.00
5.00,5.04,5.07,5.00
5.05,5.05,5.10,5.00
5.05,5.05,5.05,5.05
5.02,5.08,5.25,5.02
5.06,5.07,5.07,5.00
5.09,5.14,5.14,5.09
5.03,5.14,5.14,5.03
5.15,5.05,5.15,5.05
5.05,5.13,5.14,5.05
5.04,5.14,5.14,5.04
5.06,5.13,5.13,5.06
5.15,5.06,5.15,5.06
5.05,5.08,5.10,5.05
5.13,5.12,5.13,5.12
5.09,5.12,5.15,5.09
5.20,5.14,5.21,5.12
5.21,5.15,5.21,5.13
5.18,5.12,5.18,5.03
5.03,5.14,5.14,5.03
5.07,5.04,5.08,5.03
5.05,5.04,5.14,5.04
5.13,5.06,5.13,5.05
5.10,5.10,5.13,5.08
5.13,5.18,5.18,5.07
5.14,5.15,5.15,5.14
5.14,5.08,5.14,5.07
5.11,5.08,5.16,5.07
5.17,5.13,5.17,5.06
5.12,5.15,5.17,5.07
5.11,5.10,5.11,5.07
5.08,5.08,5.08,5.08
5.08,5.09,5.10,5.01
5.05,5.10,5.14,5.05
5.18,5.09,5.18,5.06
5.06,5.17,5.17,5.06
5.15,5.15,5.15,5.10
5.11,5.13,5.13,5.10
5.10,5.12,5.12,5.09
5.09,5.08,5.13,5.08
5.09,5.09,5.11,5.09
5.10,5.10,5.10,5.06
5.10,5.10,5.10,5.07
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.08,5.08,5.09,5.08
5.09,5.11,5.13,5.08
5.10,5.06,5.12,5.06
5.10,5.10,5.12,5.10
5.08,5.10,5.10,5.08
5.09,5.10,5.10,5.09
5.10,5.10,5.10,5.10
5.09,5.09,5.09,5.06
5.07,5.09,5.09,5.07
5.09,5.11,5.13,5.09
5.10,5.10,5.11,5.09
5.10,5.14,5.14,5.10
5.10,5.10,5.10,5.10
5.06,5.13,5.15,5.06
5.06,5.10,5.10,5.06
5.10,5.11,5.13,5.07
5.13,5.12,5.13,5.11
5.12,5.11,5.12,5.11
5.13,5.08,5.13,5.08
5.13,5.10,5.13,5.10
5.10,5.11,5.13,5.01
5.13,5.02,5.13,5.02
5.12,5.14,5.14,5.01
5.10,5.15,5.15,5.03
5.15,5.15,5.15,5.03
5.13,5.18,5.18,5.10
5.20,5.31,5.31,5.17
5.37,5.31,5.38,5.17
5.31,5.32,5.32,5.31
5.31,5.29,5.33,5.23
5.21,5.26,5.32,5.20
5.26,5.26,5.26,5.26
5.25,5.32,5.33,5.21
5.23,5.25,5.31,5.14
5.21,5.12,5.31,5.12
5.05,5.05,5.05,5.05
5.19,5.20,5.21,5.05
5.33,5.25,5.33,5.23
5.25,5.25,5.25,5.25
5.28,5.25,5.28,5.25
5.28,5.30,5.33,5.25
5.21,5.29,5.35,5.21
5.34,5.33,5.34,5.33
5.34,5.30,5.36,5.20
5.32,5.36,5.36,5.20
5.26,5.28,5.35,5.17
5.28,5.28,5.28,5.28
5.30,5.30,5.31,5.25
5.25,5.31,5.31,5.25
5.27,5.25,5.30,5.25
5.25,5.28,5.31,5.21
5.25,5.30,5.32,5.25
5.32,5.20,5.35,5.20
5.26,5.26,5.34,5.21
5.28,5.28,5.28,5.26
5.30,5.29,5.30,5.21
5.30,5.28,5.30,5.26
5.30,5.21,5.30,5.20
5.16,5.18,5.19,5.16
5.16,5.25,5.30,5.15
5.34,5.30,5.38,5.30
5.29,5.29,5.29,5.21
5.25,5.26,5.31,5.25
5.38,5.20,5.38,5.20
5.31,5.30,5.31,5.22
5.25,5.21,5.29,5.21
5.21,5.21,5.21,5.21
5.30,5.30,5.31,5.25
5.27,5.30,5.30,5.27
5.24,5.22,5.30,5.22
5.28,5.27,5.32,5.25
5.26,5.33,5.33,5.25
5.33,5.29,5.34,5.25
5.29,5.29,5.29,5.29
5.29,5.29,5.29,5.24
5.29,5.25,5.30,5.21
5.30,5.33,5.35,5.26
5.30,5.29,5.33,5.25
5.33,5.30,5.33,5.30
5.24,5.32,5.32,5.24
5.34,5.33,5.34,5.24
5.33,5.33,5.33,5.33
5.25,5.25,5.32,5.24
5.33,5.30,5.37,5.28
5.38,5.35,5.40,5.32
5.35,5.34,5.40,5.33
5.30,5.39,5.39,5.30
5.32,5.30,5.40,5.30
5.39,5.37,5.40,5.31
5.33,5.25,5.40,5.25
5.33,5.27,5.34,5.25
5.28,5.26,5.32,5.26
5.26,5.34,5.34,5.25
5.25,5.29,5.36,5.25
5.28,5.25,5.34,5.25
5.30,5.30,5.33,5.30
5.30,5.32,5.32,5.25
5.26,5.32,5.32,5.26
5.28,5.38,5.38,5.28
5.35,5.35,5.35,5.35
5.29,5.28,5.34,5.28
5.29,5.25,5.33,5.25
5.27,5.34,5.34,5.25
5.27,5.35,5.35,5.27
5.33,5.35,5.35,5.33
5.35,5.30,5.35,5.30
5.30,5.26,5.30,5.25
5.29,5.25,5.29,5.20
5.29,5.26,5.29,5.25
5.22,5.30,5.32,5.22
5.29,5.29,5.29,5.29
5.25,5.25,5.25,5.25
5.28,5.25,5.28,5.23
5.21,5.29,5.29,5.21
5.20,5.20,5.30,5.20
5.20,5.30,5.30,5.20
5.20,5.29,5.29,5.18
5.25,5.25,5.28,5.20
5.27,5.25,5.27,5.16
5.25,5.19,5.30,5.19
5.25,5.16,5.25,5.16
5.25,5.25,5.25,5.20
5.23,5.30,5.30,5.23
5.29,5.21,5.29,5.21
5.26,5.24,5.27,5.18
5.15,5.25,5.27,5.15
5.20,5.25,5.27,5.18
5.20,5.15,5.24,5.13
5.14,5.17,5.20,5.12
5.08,5.13,5.17,5.07
5.15,5.17,5.20,5.12
5.08,5.13,5.15,5.06
5.02,5.10,5.12,5.00
5.12,5.10,5.14,5.01
4.99,5.13,5.13,4.99
5.14,5.15,5.15,5.13
5.07,5.15,5.15,4.91
5.15,5.12,5.15,5.12
5.15,5.08,5.15,5.04
5.10,5.03,5.10,5.00
4.99,4.83,5.00,4.75
4.93,4.89,4.94,4.73
4.88,4.89,4.89,4.88
4.89,4.82,4.90,4.82
4.94,4.94,4.94,4.92
4.95,4.98,4.98,4.95
4.98,4.94,4.99,4.93
4.95,4.87,4.99,4.87
4.95,4.94,4.95,4.89
4.88,4.94,4.95,4.88
4.95,4.94,4.98,4.92
4.99,4.93,4.99,4.93
4.98,4.94,4.98,4.88
4.90,4.99,4.99,4.90
4.99,4.98,4.99,4.89
4.99,4.96,4.99,4.96
4.98,4.94,4.98,4.92
4.97,4.76,5.03,4.76
4.82,4.84,4.97,4.80
4.96,4.90,4.96,4.80
4.87,4.65,4.94,4.60
4.73,4.82,4.87,4.72
4.87,4.85,4.88,4.75
4.85,4.89,4.92,4.85
4.94,4.99,5.00,4.90
4.88,4.95,5.00,4.88
4.99,4.99,5.00,4.97
4.96,4.96,5.00,4.95
4.95,4.98,4.98,4.95
4.98,4.92,5.00,4.90
4.93,4.96,5.00,4.93
5.00,5.00,5.00,4.95
4.96,4.92,5.08,4.90
4.99,4.96,4.99,4.96
4.96,4.97,5.00,4.96
4.95,4.98,4.98,4.95
4.99,4.96,5.07,4.96
5.04,5.03,5.07,4.96
4.98,5.05,5.14,4.95
5.08,5.10,5.15,5.05
5.16,5.12,5.16,5.09
5.10,5.12,5.19,5.09
5.07,5.14,5.20,5.07
5.19,5.24,5.24,5.16
5.20,5.28,5.40,5.20
5.28,5.31,5.36,5.27
5.29,5.39,5.39,5.27
5.38,5.33,5.40,5.32
5.37,5.38,5.38,5.34
5.34,5.35,5.38,5.27
5.30,5.37,5.39,5.30
5.38,5.31,5.38,5.31
5.30,5.31,5.35,5.30
5.34,5.31,5.38,5.31
5.34,5.31,5.34,5.31
5.35,5.32,5.39,5.31
5.39,5.31,5.39,5.31
5.39,5.38,5.39,5.38
5.35,5.41,5.48,5.35
5.47,5.47,5.47,5.47
5.43,5.41,5.70,5.40
5.47,5.40,5.47,5.40
5.46,5.45,5.46,5.45
5.42,5.44,5.44,5.42
5.47,5.48,5.48,5.47
5.51,5.50,5.51,5.50
5.51,5.47,5.51,5.47
5.44,5.40,5.49,5.40
5.48,5.40,5.48,5.40
5.40,5.40,5.48,5.40
5.44,5.40,5.44,5.15
5.42,5.25,5.42,5.14
5.16,5.27,5.31,5.16
5.20,5.34,5.35,5.20
5.35,5.27,5.38,5.25
5.30,5.30,5.30,5.28
5.35,5.47,5.59,5.34
5.31,5.40,5.50,5.31
5.44,5.49,5.49,5.44
5.50,5.36,5.70,5.30
5.53,5.51,5.56,5.45
5.29,5.38,5.53,5.29
5.33,5.48,5.58,5.30
5.37,5.30,5.44,5.26
5.27,5.27,5.50,5.27
5.35,5.47,5.47,5.33
5.41,5.47,5.47,5.34
5.45,5.47,5.48,5.39
5.48,6.44,6.44,5.43
6.38,6.42,6.80,6.37
6.41,6.46,6.59,6.17
6.47,6.29,6.47,6.12
6.26,6.54,6.54,5.98
6.25,6.25,6.25,6.12
6.18,6.05,6.18,5.94
5.89,6.10,6.10,5.83
5.79,5.89,6.14,5.79
5.83,6.14,6.14,5.83
6.12,6.10,6.14,6.10
6.05,6.14,6.14,6.05
6.13,5.85,6.13,5.69
5.85,5.90,5.90,5.84
5.94,5.94,5.94,5.94
5.98,5.94,6.08,5.94
5.95,5.97,6.05,5.94
5.94,6.12,6.14,5.91
6.05,6.15,6.20,6.05
5.98,5.99,6.04,5.95
5.93,6.37,6.37,5.93
6.34,6.02,6.34,6.02
6.05,5.95,6.06,5.95
5.93,6.11,6.11,5.93
5.93,5.93,5.93,5.93
5.73,5.73,5.73,5.70
5.74,5.87,5.91,5.73
6.08,6.08,6.08,6.08
6.06,6.08,6.08,6.06
6.08,6.08,6.08,6.08
6.11,6.11,6.11,6.11
6.18,6.25,6.31,6.18
6.20,6.02,6.24,6.02
6.01,6.10,6.10,5.97
6.10,6.27,6.27,6.10
6.26,6.19,6.26,6.15
6.24,6.33,6.33,6.24
6.31,6.32,6.32,6.31
6.27,6.30,6.30,6.25
6.32,6.33,6.35,6.32
6.31,6.32,6.32,6.31
6.32,6.26,6.32,6.26
6.31,6.30,6.31,6.30
6.31,6.30,6.31,6.30
6.32,6.28,6.32,6.25
6.27,6.30,6.30,6.27
6.32,6.29,6.32,6.29
6.23,6.32,6.32,6.23
6.31,6.25,6.34,6.25
6.34,6.33,6.34,6.33
6.28,6.34,6.34,6.28
6.30,6.33,6.33,6.30
6.33,6.33,6.34,6.33
6.34,6.34,6.34,6.32
6.32,6.32,6.34,6.32
6.26,6.32,6.42,6.26
6.38,6.36,6.44,6.34
6.36,6.42,6.43,6.36
6.42,6.37,6.45,6.35
6.45,6.35,6.45,6.35
6.35,6.44,6.45,6.35
6.31,6.30,6.43,6.24
6.30,6.30,6.30,6.30
6.30,6.26,6.31,6.05
6.25,6.19,6.30,6.19
6.32,6.32,6.32,6.32
6.23,6.23,6.24,6.07
6.21,6.21,6.22,6.20
6.25,6.13,6.25,6.12
6.11,6.15,6.15,6.11
6.11,6.23,6.25,6.11
6.18,6.20,6.24,6.18
6.26,6.20,6.26,6.20
6.27,6.20,6.27,6.20
6.15,6.10,6.27,6.10
6.15,6.15,6.15,6.15
6.15,6.15,6.15,6.15
6.10,6.20,6.20,6.10
6.20,6.15,6.20,6.15
6.15,6.24,6.24,6.15
6.15,6.15,6.15,6.15
6.25,6.20,6.30,6.20
6.20,6.30,6.30,6.20
6.30,6.15,6.30,6.15
6.25,6.20,6.28,6.20
6.26,6.26,6.26,6.26
6.25,6.30,6.30,6.20
6.21,6.30,6.30,6.20
6.30,6.15,6.30,6.15
6.20,6.15,6.20,6.15
6.25,6.10,6.25,6.10
6.20,6.16,6.20,6.16
6.15,6.10,6.20,6.10
6.15,6.15,6.15,6.10
6.25,6.25,6.35,6.15
6.21,6.30,6.31,6.20
6.40,6.35,6.45,6.20
6.35,6.50,6.50,6.30
6.21,6.39,6.50,6.21
6.45,6.45,6.45,6.40
6.45,6.45,6.45,6.40
6.45,6.45,6.45,6.29
6.45,6.45,6.60,6.44
6.54,6.50,6.65,6.50
6.50,6.55,6.55,6.50
6.50,6.45,6.60,6.45
6.45,6.50,6.50,6.35
6.55,6.60,6.60,6.55
6.60,7.25,7.65,6.60
7.25,7.42,7.84,7.19
7.55,7.75,8.00,7.55
