CACC,Credit Acceptance Corporation - Common Stock,NASDAQ
109.59,108.95,109.70,107.70
109.18,105.97,109.18,100.75
105.35,107.42,109.70,105.35
105.95,106.48,106.88,104.54
107.27,106.76,107.68,105.61
107.41,108.55,109.62,106.88
108.13,105.05,108.18,104.63
106.09,105.63,106.67,105.26
105.28,104.05,106.46,101.26
103.47,104.92,106.24,102.46
106.69,108.50,108.56,104.85
108.34,108.32,109.72,107.69
108.95,109.12,109.97,106.84
108.85,110.28,111.10,108.35
110.88,109.11,112.59,108.63
109.07,110.19,111.68,108.96
111.12,109.72,111.15,108.95
109.50,110.71,111.04,108.79
110.56,110.66,111.80,108.81
111.04,110.97,112.20,110.00
110.48,111.13,111.74,110.25
110.73,111.84,112.22,110.53
112.35,113.17,113.88,112.28
113.73,112.97,114.48,112.35
113.17,115.30,115.50,111.71
114.14,113.00,115.65,111.78
112.80,112.05,113.31,111.42
112.59,111.77,113.65,110.77
112.51,112.49,113.02,111.47
112.72,113.86,114.03,112.25
113.12,114.59,114.59,112.50
114.62,114.46,115.00,113.50
114.56,113.67,114.56,113.44
113.86,112.92,114.42,112.91
114.00,114.52,114.63,112.02
114.64,113.16,114.83,113.14
112.92,113.55,113.83,112.02
113.50,113.92,113.92,113.23
113.79,114.21,114.37,113.50
113.82,111.84,113.84,111.76
111.15,112.48,113.18,110.80
112.59,111.06,112.60,110.72
111.30,112.33,113.19,111.20
111.75,111.01,114.02,110.25
111.00,111.89,112.51,110.64
111.69,113.05,113.31,111.48
112.00,112.46,113.45,111.12
111.63,108.38,112.75,108.00
108.80,107.73,111.06,107.10
107.30,107.84,108.49,107.05
107.27,107.55,108.64,106.60
108.69,109.05,109.86,107.98
108.91,109.00,109.75,108.88
109.01,108.78,109.29,108.24
108.88,107.60,108.95,107.10
108.03,108.70,109.64,107.88
109.53,110.84,111.40,109.53
110.35,110.10,110.69,109.37
109.53,108.58,109.96,108.58
109.10,109.29,109.67,108.46
110.13,110.10,110.61,109.40
109.95,110.11,110.47,109.30
110.36,109.99,110.67,109.10
109.82,110.18,111.64,109.67
110.20,110.20,110.49,109.85
109.88,110.20,110.45,109.88
109.95,109.72,110.60,109.39
110.19,110.82,111.33,109.91
112.04,111.20,112.07,110.76
111.03,110.73,111.45,110.61
109.56,110.81,111.27,109.56
110.85,111.00,111.67,110.60
110.86,110.91,111.60,110.62
110.75,109.43,110.85,109.35
109.35,110.41,110.95,109.35
109.81,108.43,109.81,108.43
108.41,108.15,109.28,107.85
108.51,107.72,108.99,107.38
109.28,109.94,109.94,107.25
109.37,111.00,111.17,109.30
110.60,112.63,113.30,110.60
112.44,112.15,112.94,111.60
112.88,112.21,113.00,111.30
112.00,112.77,113.66,111.94
113.80,113.99,114.59,112.14
113.75,112.90,113.79,112.40
112.99,114.78,115.63,112.99
114.64,114.90,115.39,112.16
115.59,114.67,116.52,114.30
115.30,115.11,115.75,113.93
115.40,119.00,119.29,114.75
118.98,119.12,120.17,116.90
118.24,117.10,120.46,117.10
118.11,118.30,119.00,116.00
118.00,118.93,119.47,116.75
118.95,120.09,120.66,117.98
119.87,121.97,123.07,118.80
122.42,121.93,122.83,121.60
122.76,121.51,122.76,121.50
121.72,122.96,123.50,121.71
122.41,125.48,126.46,122.41
125.25,125.76,126.66,124.90
125.59,125.50,126.41,125.00
125.84,126.87,128.00,125.33
126.63,127.35,127.65,126.50
128.16,126.16,128.16,126.00
125.32,124.58,126.18,123.59
121.03,123.29,124.05,121.03
124.00,125.40,126.73,123.95
125.30,126.18,126.62,124.13
125.90,124.37,126.71,123.93
124.50,126.60,126.60,124.50
127.49,127.05,128.62,125.90
127.75,129.15,129.15,126.64
129.25,126.61,129.99,125.75
125.85,125.40,126.41,123.21
124.65,124.45,126.89,122.95
124.85,125.31,126.00,124.05
126.64,127.14,127.75,125.35
126.95,128.95,129.54,126.16
128.49,126.99,129.17,126.42
126.90,125.61,127.90,125.50
126.31,125.02,126.61,125.02
125.43,125.99,126.56,124.00
126.07,128.14,128.50,126.07
127.77,127.69,128.38,126.40
128.48,131.40,131.52,127.75
130.85,129.94,132.20,129.51
130.53,129.56,131.44,128.91
130.35,129.20,130.46,128.71
129.00,129.41,129.85,128.80
129.80,129.04,129.83,128.00
129.40,128.90,129.40,128.35
126.06,129.09,129.09,126.06
129.40,129.99,130.63,127.85
129.99,129.75,130.49,128.62
129.84,131.46,131.93,127.01
131.45,129.52,132.00,128.35
130.30,129.81,130.80,127.33
130.35,128.42,130.45,127.76
128.93,128.43,128.93,127.31
129.03,134.00,134.18,128.29
133.36,133.82,135.83,133.00
133.92,136.09,136.33,133.50
136.51,136.89,138.71,135.40
136.58,140.55,141.52,136.05
142.57,139.12,143.23,138.35
140.67,139.48,141.10,138.86
140.27,138.56,141.00,138.27
138.44,134.35,138.44,133.24
134.09,131.69,134.09,130.23
132.35,130.26,132.72,130.26
128.32,129.12,130.78,127.60
128.60,128.73,129.83,127.70
130.33,132.15,132.74,130.04
130.50,139.18,149.86,129.47
138.05,133.40,138.85,131.70
132.58,131.70,132.85,127.84
130.57,129.57,135.02,128.75
130.00,129.64,130.51,127.50
129.56,129.84,131.27,129.10
130.00,129.35,130.00,128.00
129.35,131.80,132.16,129.35
131.54,131.90,132.20,130.95
131.28,133.95,134.44,131.28
134.40,134.01,134.70,133.04
134.70,134.56,136.93,133.95
133.88,130.40,133.88,129.82
130.50,133.73,135.59,130.50
134.64,133.20,134.70,132.14
132.81,133.38,134.96,132.81
133.20,133.35,134.40,132.73
133.35,134.48,134.84,133.10
134.37,138.80,139.17,134.37
138.33,138.14,140.00,136.38
136.80,136.20,137.40,135.05
138.14,143.55,145.29,138.08
143.77,146.20,150.89,135.36
146.13,145.34,147.25,144.79
146.69,145.95,146.69,144.67
146.20,146.89,148.78,145.00
147.16,143.04,147.16,141.10
141.79,145.19,145.40,141.31
145.14,141.61,145.14,139.42
140.55,141.30,144.80,140.55
142.64,141.40,145.30,140.70
142.01,141.85,143.50,140.60
141.67,141.85,142.22,140.62
140.84,141.20,142.68,140.84
141.80,141.94,142.70,140.60
142.52,140.60,143.32,140.54
141.98,139.93,142.17,139.50
141.49,139.37,142.24,139.37
139.99,137.41,141.65,137.19
138.30,140.82,143.74,137.94
142.46,142.15,143.92,140.06
141.72,142.28,142.48,138.97
142.50,143.81,144.16,141.67
144.65,143.24,144.65,142.85
144.70,137.17,144.70,136.59
136.52,133.80,136.52,131.06
134.10,137.03,137.46,133.89
138.12,138.31,138.55,137.00
137.53,133.03,137.58,133.00
132.16,131.99,134.32,131.66
132.75,133.19,134.24,131.27
133.94,134.90,135.38,131.12
135.47,138.70,139.62,134.81
138.68,140.07,140.20,138.40
140.85,140.35,141.78,139.26
140.80,141.84,142.51,140.80
141.95,141.31,142.70,140.34
142.50,139.80,142.50,139.07
139.86,140.90,141.84,137.40
140.80,141.34,142.49,138.26
142.71,138.45,142.90,137.57
137.01,131.52,138.86,130.25
131.79,132.46,133.75,130.30
132.17,132.64,134.35,131.75
131.04,132.38,132.90,129.60
132.17,132.75,133.39,131.41
133.38,132.60,133.90,131.85
132.70,130.64,133.00,128.33
129.82,131.24,132.31,129.75
131.51,130.94,132.49,130.13
131.11,129.35,131.67,129.05
129.40,129.60,130.75,128.45
128.62,125.58,128.64,124.35
125.58,127.73,128.08,125.58
127.78,130.30,130.48,127.78
129.20,128.74,129.97,127.26
129.84,129.07,130.50,128.35
128.75,128.51,130.31,127.70
128.76,128.55,129.00,127.74
128.50,130.77,131.10,128.49
130.86,129.10,130.86,128.11
128.83,128.93,129.19,127.99
129.85,130.60,130.94,129.10
130.84,129.05,130.98,129.00
128.89,127.69,129.25,127.52
127.45,128.40,128.89,127.45
129.07,131.90,132.86,128.78
132.79,134.97,135.33,132.79
135.30,134.57,136.89,132.80
134.51,130.50,134.51,129.60
129.89,129.52,131.30,128.83
129.83,128.82,129.99,128.09
129.73,128.80,129.73,126.96
128.93,125.30,128.93,125.07
125.00,126.11,126.87,125.00
126.11,127.20,127.60,126.11
128.08,126.53,128.79,125.00
127.79,126.22,129.70,125.92
126.74,124.10,126.74,123.66
125.00,123.89,125.10,123.48
122.71,124.74,125.89,121.72
124.40,123.51,124.40,122.80
122.51,123.89,124.01,122.50
123.07,123.10,124.34,122.62
123.54,124.15,124.36,122.17
123.63,125.75,126.44,122.75
126.24,126.50,127.77,126.24
126.50,126.73,127.31,126.00
125.36,123.69,125.36,122.31
124.23,123.14,124.33,122.43
121.15,121.04,122.72,120.00
121.04,121.23,122.46,120.37
122.37,121.20,122.37,120.55
121.02,120.99,121.68,120.18
120.23,120.33,120.96,119.63
119.32,118.29,120.30,118.00
118.05,118.79,120.36,118.00
118.25,118.44,119.22,117.98
119.45,120.77,120.79,118.64
120.79,120.02,120.79,120.01
119.77,119.02,120.88,118.96
118.14,117.95,118.89,117.61
118.21,117.96,118.50,117.01
118.27,117.96,118.89,117.90
119.00,117.85,119.00,116.89
115.60,113.72,115.60,110.98
114.05,113.37,115.00,112.36
114.69,116.21,117.34,114.33
115.33,116.02,118.31,115.33
115.11,116.90,118.08,115.01
117.53,120.03,120.34,117.53
120.00,120.05,121.20,120.00
120.89,122.13,123.23,120.89
121.80,122.54,123.22,121.80
123.27,124.94,125.30,123.18
125.50,125.04,125.50,124.55
126.21,125.53,126.21,124.26
126.50,126.50,126.50,125.66
126.50,126.00,126.50,125.81
125.88,125.66,127.19,125.39
126.08,125.78,126.10,125.23
125.75,126.10,126.12,125.37
127.19,126.19,127.63,126.10
126.89,125.93,126.90,125.50
126.00,125.29,127.43,124.89
124.35,123.10,124.35,122.33
122.89,123.24,124.39,122.89
123.72,123.60,124.77,122.58
124.68,123.61,124.79,123.32
122.50,123.24,123.56,122.50
122.84,125.13,125.13,122.65
124.67,123.86,125.98,123.11
123.27,123.53,124.82,123.01
123.50,123.45,124.31,123.29
123.01,123.38,123.82,123.01
123.01,124.00,124.88,123.01
123.87,123.83,124.33,123.36
123.50,124.02,124.40,123.04
123.81,124.69,125.20,123.33
124.81,125.54,125.54,123.39
125.52,124.85,125.88,124.61
124.54,124.97,125.25,124.54
124.50,124.51,124.93,124.25
124.51,124.82,124.99,124.10
124.57,124.15,124.60,123.91
124.15,125.18,125.18,124.15
124.38,125.57,125.71,124.38
125.25,126.07,127.79,124.60
126.00,124.83,126.00,124.54
125.09,124.90,125.15,124.58
125.67,125.25,125.67,124.87
125.55,125.17,125.55,124.92
124.92,124.10,124.94,124.00
124.00,125.29,125.42,123.94
125.01,124.07,125.14,123.99
123.98,123.04,124.75,123.02
123.46,124.27,125.08,123.25
124.97,125.05,125.30,124.65
124.23,125.44,125.53,124.00
124.30,124.74,125.38,124.04
125.60,125.34,125.60,124.77
125.12,128.31,128.50,125.12
129.28,137.39,139.50,129.28
137.91,136.00,139.27,135.46
137.71,135.14,138.28,134.78
134.34,135.39,135.87,134.25
135.82,134.29,136.88,133.00
134.23,136.27,136.99,134.23
137.00,137.01,137.78,135.35
137.32,144.91,145.50,136.34
147.35,147.56,150.49,142.91
147.28,145.60,148.35,144.50
144.94,148.10,148.96,144.30
148.82,148.97,150.47,145.81
149.54,152.94,153.40,147.43
153.44,154.40,155.00,152.01
154.99,158.51,161.22,154.77
158.00,161.50,161.99,157.21
161.60,162.02,164.05,161.05
162.62,161.04,163.77,160.11
160.83,160.56,162.43,160.44
160.25,158.33,160.28,158.04
158.31,157.59,158.86,157.21
156.82,155.81,157.19,152.72
153.47,149.29,153.86,146.86
150.87,148.01,153.56,147.29
148.00,151.65,151.95,145.17
151.35,150.84,152.77,149.91
150.40,150.24,151.95,149.03
150.74,149.75,152.48,149.50
150.04,147.75,151.35,147.24
148.28,150.34,150.98,147.76
150.95,150.42,152.54,150.08
153.92,147.92,153.92,146.58
147.70,147.23,149.10,146.09
147.25,144.23,150.62,143.89
143.45,145.88,146.70,142.50
145.73,143.60,147.64,143.60
143.44,144.60,146.26,143.34
142.55,143.17,144.58,142.55
142.27,138.54,143.94,135.75
137.66,135.98,139.22,135.69
135.21,136.70,137.60,134.97
138.15,138.19,139.21,135.52
137.99,137.50,138.14,135.05
137.42,137.73,138.30,135.07
137.01,139.07,140.70,137.01
139.06,138.10,139.80,137.56
139.22,139.22,140.73,137.38
138.62,138.65,140.39,137.37
137.91,136.10,138.46,135.90
136.75,136.41,138.19,135.16
136.63,136.90,139.74,135.00
135.60,135.21,137.95,135.00
135.35,134.78,137.10,134.39
135.98,135.14,136.14,134.44
136.74,136.69,137.64,134.55
136.69,134.67,137.48,129.82
135.01,132.95,135.96,132.42
134.48,133.73,135.90,132.70
132.68,134.38,134.87,132.49
134.76,136.49,139.45,134.34
135.84,139.84,139.98,135.33
139.74,142.26,143.05,137.80
141.56,139.17,141.70,138.94
140.57,139.83,140.82,136.55
139.44,137.88,140.67,137.88
138.28,139.79,140.72,136.28
139.52,138.25,140.01,136.80
138.30,139.00,140.38,136.60
139.00,142.64,143.62,137.82
143.76,157.64,160.95,143.76
158.50,166.05,166.84,156.36
165.56,170.31,172.43,164.02
170.83,173.02,173.63,168.69
173.29,170.71,177.67,170.57
172.18,170.31,174.80,169.11
170.31,173.43,174.57,169.52
174.53,174.11,176.00,171.25
172.94,174.85,176.50,171.22
176.30,175.38,178.09,172.73
174.38,172.65,175.23,170.30
170.91,172.91,174.37,170.32
171.63,172.76,173.50,171.03
171.91,173.25,175.39,171.91
173.96,172.26,174.35,170.10
172.38,182.49,183.00,171.02
181.19,185.80,189.09,178.31
186.26,183.23,187.00,182.22
182.50,183.87,187.39,182.50
184.00,183.30,187.46,182.74
183.65,185.40,186.41,182.23
184.22,184.02,184.41,181.16
183.00,184.66,187.15,182.82
187.78,184.01,187.78,183.32
184.02,182.17,185.84,180.89
182.64,187.14,189.12,182.52
185.64,189.32,192.10,178.30
191.09,189.26,191.09,186.11
190.80,192.86,193.50,189.74
193.29,188.06,194.70,186.93
190.48,195.76,197.80,189.10
195.97,197.13,197.27,194.65
197.37,206.41,207.59,196.28
208.39,203.94,208.39,202.47
205.00,201.75,209.99,201.24
201.75,195.58,204.49,194.64
194.60,193.39,196.42,192.40
193.05,189.23,194.64,187.68
189.00,193.06,193.79,189.00
192.37,192.29,193.79,190.85
195.33,194.41,195.57,193.60
194.61,195.00,197.71,192.76
193.60,195.20,195.81,191.25
194.30,198.58,201.55,193.67
198.00,197.92,199.70,196.53
198.70,196.11,199.50,195.81
196.00,202.25,203.59,195.01
201.16,199.51,201.16,195.13
200.98,200.45,202.06,199.86
201.21,196.80,203.18,196.14
198.22,200.86,201.16,197.84
203.37,202.42,203.37,200.54
201.63,202.78,203.50,201.63
201.43,197.22,201.67,197.18
198.51,198.77,200.08,198.10
198.37,206.11,206.85,198.29
207.08,211.50,212.20,206.50
210.28,210.99,212.00,209.75
211.96,216.38,217.02,207.55
215.63,216.45,220.28,214.85
216.45,215.01,217.00,214.00
214.90,216.64,218.61,212.05
218.93,236.20,241.99,218.13
236.49,231.00,238.98,228.06
230.49,228.01,233.60,228.01
227.31,227.24,231.74,224.45
228.62,227.60,230.44,224.78
226.85,227.81,230.05,226.53
229.81,228.83,232.26,227.85
229.63,228.28,230.54,227.37
229.50,231.53,232.96,226.94
232.88,231.61,233.03,228.25
232.60,233.51,234.12,228.09
233.99,230.24,236.55,229.07
230.98,229.50,232.25,226.99
230.70,229.01,232.11,228.04
228.70,234.72,235.45,226.22
233.41,234.91,238.16,232.00
233.14,235.10,236.55,232.70
233.17,232.30,235.23,228.30
232.21,236.90,237.32,232.21
237.30,237.02,239.96,232.46
236.51,230.42,238.79,230.00
232.00,230.34,233.38,229.29
230.48,226.73,233.69,225.00
226.85,226.65,227.80,224.39
225.90,220.54,226.18,216.06
220.00,222.94,223.42,218.32
223.17,218.70,223.17,217.46
217.70,219.19,220.39,217.15
218.76,221.70,225.93,218.25
221.75,221.67,223.12,219.25
221.84,222.00,224.17,219.59
220.32,221.33,222.33,218.95
222.20,226.99,230.49,222.01
227.80,225.74,229.79,225.40
226.25,231.45,232.60,226.21
232.45,226.80,232.45,226.01
229.17,232.80,235.00,229.17
233.80,236.49,237.36,228.60
237.30,228.40,237.42,226.72
228.10,229.69,231.85,228.10
231.51,234.03,238.03,229.75
231.83,236.36,238.40,231.83
236.43,246.18,246.45,236.43
250.93,257.10,259.05,250.21
258.38,261.14,262.20,254.42
259.23,263.07,264.56,257.17
264.87,262.06,264.87,257.52
261.35,273.37,274.99,261.35
275.00,252.80,277.98,251.17
253.87,250.60,254.82,248.77
253.80,249.75,257.09,246.35
248.92,250.00,258.60,248.92
246.68,232.08,246.68,226.22
231.58,230.68,237.31,227.95
229.22,233.64,236.51,228.13
233.52,234.13,236.99,233.52
235.07,229.00,235.44,228.46
227.01,229.79,230.63,226.52
228.79,230.18,232.07,228.57
229.18,228.44,234.63,228.00
227.75,227.64,229.65,223.23
228.64,227.35,228.79,223.67
229.21,233.32,234.61,226.44
244.00,249.71,259.53,237.22
250.71,240.21,257.97,239.70
239.21,239.76,241.94,235.33
237.48,237.98,240.93,237.48
238.18,238.16,242.80,237.87
239.16,232.15,239.16,230.56
233.15,231.18,237.70,227.40
231.01,229.95,232.68,227.00
229.84,220.12,230.66,218.31
220.50,214.79,221.65,212.99
215.79,208.35,215.79,206.35
207.02,206.67,210.75,202.21
207.67,206.80,207.67,203.68
205.02,202.52,205.02,202.26
201.52,193.95,202.56,193.56
192.69,191.71,196.06,189.16
190.51,192.85,196.30,189.85
182.78,188.39,199.15,178.78
197.06,190.64,197.06,190.00
197.00,195.68,199.17,192.47
197.26,197.87,199.01,195.03
196.31,197.51,197.86,196.22
197.87,203.81,206.00,195.37
199.72,199.13,203.34,198.11
200.91,202.47,202.68,197.94
202.00,202.59,206.03,200.10
200.95,195.95,202.84,195.03
199.10,202.50,203.16,196.63
203.39,202.29,204.39,201.30
202.41,199.75,203.88,198.03
199.80,202.08,202.50,197.26
203.08,203.76,204.24,200.38
204.47,207.06,208.00,201.99
206.18,206.14,207.40,204.74
205.14,206.60,209.90,205.08
204.24,205.02,206.90,203.35
206.51,206.27,208.66,204.96
204.84,201.00,206.20,197.94
201.46,200.99,202.31,198.80
199.19,204.29,204.69,196.96
206.30,206.25,208.70,203.80
205.03,200.69,205.03,197.68
200.25,193.41,201.02,192.09
195.09,196.87,196.92,194.60
196.42,205.09,205.89,195.00
202.08,210.00,211.75,201.19
210.34,215.58,217.96,210.34
214.58,218.01,219.41,210.73
218.00,221.28,222.79,214.50
220.44,226.74,227.11,212.56
226.06,220.90,228.76,219.32
221.71,220.65,224.53,211.80
219.35,216.73,220.97,215.00
216.06,211.34,220.55,211.17
211.55,216.52,216.99,208.74
217.52,221.06,223.96,217.52
221.17,213.43,221.17,212.90
212.78,209.14,213.48,204.50
209.16,205.61,211.28,202.67
206.71,206.13,208.35,203.59
207.96,213.06,214.10,207.91
214.48,217.68,218.34,214.48
216.03,211.75,216.89,209.91
212.73,217.50,218.12,210.87
216.47,209.64,219.62,202.23
205.21,189.09,205.21,187.00
190.98,195.79,197.25,190.98
194.83,184.10,195.89,177.99
185.00,180.32,190.13,177.50
181.00,177.17,181.97,173.41
177.58,178.99,179.48,174.96
166.00,170.40,172.79,163.31
172.55,169.79,178.39,165.21
170.43,163.08,174.00,159.64
163.47,169.26,171.88,159.43
168.38,162.46,168.72,159.98
163.46,172.78,175.25,159.92
172.30,186.80,190.85,171.24
186.09,177.00,186.61,175.40
176.16,164.17,176.16,162.89
165.00,169.76,175.66,163.56
170.03,181.74,183.41,168.02
180.61,182.14,185.00,178.81
186.00,203.20,211.34,185.57
200.86,200.85,205.65,192.35
199.30,200.42,203.66,193.95
198.42,214.71,215.29,188.95
213.17,230.30,258.58,212.00
228.00,220.58,231.41,215.15
218.37,236.17,248.22,218.37
233.77,237.61,241.90,228.37
235.04,244.86,245.72,229.24
240.20,233.30,256.25,231.12
231.10,223.42,233.92,220.11
220.76,208.97,223.67,205.70
210.31,200.70,215.46,195.09
202.71,208.48,210.54,201.66
208.79,209.40,212.64,199.52
209.40,211.68,219.42,204.60
210.00,208.65,212.13,205.20
210.74,211.61,217.55,210.16
214.54,208.00,217.37,205.41
208.54,209.45,214.99,206.63
211.54,219.11,223.99,211.54
219.07,219.04,222.75,216.09
219.31,208.83,220.53,206.94
209.48,210.36,217.36,207.49
209.54,214.02,220.83,207.45
209.74,213.31,216.13,207.96
212.31,214.03,216.31,210.00
211.14,215.05,215.62,204.34
211.65,206.60,213.87,205.61
208.04,206.80,209.89,203.94
207.70,198.12,207.70,192.57
201.15,200.53,202.58,194.66
200.85,193.85,203.98,190.05
193.50,185.95,194.74,184.53
181.00,178.94,182.46,175.51
181.66,178.91,184.90,176.04
177.50,182.44,186.06,170.51
182.20,178.33,187.81,178.33
179.16,180.69,187.63,171.00
180.00,178.30,191.95,177.98
179.00,185.22,192.43,174.06
185.00,179.66,186.65,175.44
179.93,170.49,181.95,169.60
171.17,178.96,179.89,168.63
178.00,184.31,185.55,170.01
187.24,172.84,198.24,166.10
169.61,173.69,174.99,161.00
172.39,173.46,182.55,168.30
172.81,174.95,179.84,169.50
173.54,177.57,183.57,172.24
173.19,177.97,185.25,172.92
178.79,174.65,185.40,174.15
172.12,174.61,180.25,171.00
178.47,176.00,180.50,172.34
177.00,178.87,184.16,176.07
180.15,196.65,202.32,180.15
196.15,200.70,206.56,192.58
198.69,194.67,200.00,190.76
196.59,194.79,200.62,192.40
192.84,197.73,200.00,192.84
196.06,202.84,205.18,195.25
201.41,194.72,202.55,187.97
195.03,196.96,199.51,194.50
196.20,197.07,199.80,195.00
197.71,196.38,198.78,192.62
194.42,199.85,200.75,192.68
200.57,207.50,210.00,196.56
207.94,208.92,213.59,206.43
208.62,210.30,215.49,205.80
209.57,216.66,223.57,208.00
216.25,217.63,221.31,211.23
220.20,208.10,221.06,203.91
210.33,203.27,210.40,202.00
202.74,200.16,204.21,198.80
198.16,185.42,200.06,183.01
180.79,174.67,180.79,170.00
181.94,194.92,197.50,175.63
193.41,198.01,202.85,192.01
196.84,192.87,202.58,190.33
190.94,186.88,194.04,186.17
185.68,183.48,188.30,180.37
182.82,181.03,185.13,175.98
182.37,180.36,183.35,175.89
182.79,182.81,186.35,178.71
182.28,181.80,190.17,180.36
181.97,181.55,185.00,179.53
182.47,183.60,188.37,182.00
182.62,181.52,184.61,180.48
181.05,179.57,181.20,178.59
179.02,181.18,182.86,179.02
180.61,175.92,181.70,175.10
176.92,173.21,179.69,172.04
173.21,176.04,178.03,172.00
176.40,183.62,185.32,175.82
185.70,187.36,189.37,181.55
186.64,189.25,191.50,181.86
190.13,189.99,192.31,188.27
189.17,194.16,198.00,188.24
195.70,199.42,202.24,193.90
199.75,206.31,208.87,199.75
207.16,200.50,209.99,200.25
198.64,197.57,206.00,196.33
195.37,197.95,200.30,195.37
198.94,200.08,204.00,197.99
200.51,200.10,204.18,198.61
199.41,198.28,204.00,198.20
198.36,196.27,200.74,195.14
196.01,192.15,199.34,189.92
187.15,184.93,188.90,178.31
185.78,184.00,188.58,181.30
184.00,182.85,187.97,182.26
182.23,185.35,186.78,181.43
184.51,183.58,186.96,181.35
183.30,182.90,184.16,181.30
177.03,181.38,183.60,176.01
181.62,177.75,188.16,177.19
177.81,175.34,179.82,174.20
176.66,175.21,178.99,173.35
174.09,176.46,178.49,174.09
176.67,177.53,179.97,175.18
176.47,173.49,177.64,173.18
174.70,176.88,177.99,173.50
177.19,183.76,185.28,177.06
183.15,189.83,191.07,182.74
191.04,186.70,194.95,186.07
187.24,187.34,190.56,182.63
187.26,186.29,193.00,184.91
187.36,187.34,189.50,185.68
185.60,184.32,185.82,181.62
184.00,185.81,186.18,183.11
185.60,182.53,185.98,181.79
182.94,191.26,196.07,182.02
191.99,182.85,195.98,182.30
183.48,180.56,188.14,178.64
181.00,175.08,183.28,172.66
173.86,178.21,179.44,170.96
177.55,176.06,181.52,175.31
175.67,172.01,180.42,170.56
173.26,174.75,178.29,172.24
174.74,170.00,177.13,166.90
170.29,167.49,174.44,167.49
172.21,178.65,187.47,172.21
179.50,173.67,179.50,171.86
175.40,171.89,177.40,171.35
173.61,178.01,180.00,171.74
171.71,172.77,176.74,170.10
171.04,170.03,173.31,168.77
172.03,175.66,178.37,172.00
179.00,179.86,180.44,177.68
179.79,185.08,185.08,179.35
184.76,182.80,186.99,181.59
181.04,172.90,181.16,172.67
172.38,178.89,181.59,172.38
177.81,177.36,179.40,174.35
179.97,184.47,189.44,177.66
183.36,183.59,185.62,181.74
183.78,187.03,189.00,182.23
187.91,190.58,192.99,184.80
192.06,193.33,194.26,187.66
193.76,197.99,198.64,192.38
198.00,196.51,199.53,194.89
194.85,194.64,197.57,192.68
195.10,195.24,196.37,190.80
194.44,199.11,199.89,194.10
199.27,193.67,204.66,193.00
194.00,189.31,194.50,188.99
189.63,188.92,193.28,187.12
184.94,186.33,188.26,179.46
186.36,184.92,187.54,182.67
184.88,180.67,187.49,176.02
191.90,194.19,198.00,179.31
194.19,190.45,197.72,187.72
190.84,196.26,196.50,190.84
195.43,199.12,202.81,195.43
200.52,207.67,209.99,200.52
208.62,205.53,209.43,203.92
204.92,203.00,206.57,202.54
203.00,200.16,203.18,199.11
201.15,200.71,201.69,197.66
199.85,199.85,200.50,197.76
201.05,203.45,205.04,200.86
201.70,202.80,207.47,201.70
203.14,197.96,203.86,195.00
197.87,197.31,199.78,194.99
196.91,196.37,197.50,193.76
196.51,198.98,200.00,193.94
199.21,202.38,204.24,198.98
203.03,199.92,205.89,198.55
199.99,201.01,202.92,199.37
202.25,199.76,203.32,198.88
200.91,205.17,207.37,200.91
205.00,197.22,206.09,196.82
197.01,199.65,200.50,195.60
199.52,200.71,203.37,195.02
200.96,199.72,201.87,198.09
195.74,194.61,199.32,193.61
194.55,202.18,202.18,193.96
201.14,200.23,202.20,198.48
199.79,193.81,200.36,193.80
191.87,200.92,202.11,191.87
198.90,193.82,199.50,192.16
194.43,197.00,198.52,192.15
197.09,197.78,199.48,196.04
197.00,198.60,201.17,196.39
198.60,200.88,201.89,197.19
202.39,198.32,202.39,196.99
199.20,197.85,200.25,196.50
199.39,195.95,199.70,195.28
196.02,195.73,196.96,192.00
196.00,198.02,201.57,193.74
198.28,194.54,201.12,194.16
195.18,195.23,197.87,189.48
195.59,194.93,200.40,194.51
196.53,201.07,201.33,190.55
199.60,192.50,199.72,192.25
192.43,191.53,195.24,190.16
192.79,192.66,197.00,191.13
190.93,191.38,193.04,190.93
191.83,186.06,193.81,183.00
186.71,190.35,192.35,186.71
189.48,190.68,191.80,186.92
189.85,192.13,192.15,189.28
189.37,191.46,192.40,188.23
193.38,188.15,193.89,187.15
187.76,190.37,191.02,187.41
191.64,185.14,191.64,184.68
185.30,184.45,185.98,181.57
184.81,183.92,188.34,180.27
181.90,184.44,184.65,179.56
185.40,186.59,187.91,182.16
185.62,187.39,188.26,181.53
185.82,184.02,187.93,182.52
183.85,182.87,185.30,182.68
182.68,183.08,184.26,181.84
183.21,184.10,184.82,181.75
181.99,185.21,185.38,179.74
183.28,163.09,183.28,160.63
163.94,166.44,169.85,163.21
166.27,167.16,171.34,165.50
169.76,168.04,171.23,166.33
165.97,164.58,167.86,163.17
165.00,177.72,180.71,165.00
178.00,183.11,185.12,178.00
182.75,186.79,192.91,182.75
187.55,190.07,190.75,185.77
189.10,196.31,198.98,188.74
195.33,190.07,198.25,189.60
190.48,190.53,191.00,187.70
190.50,190.00,190.94,189.50
190.99,193.91,194.09,190.10
194.71,196.27,197.28,193.10
195.64,199.27,199.88,195.64
197.78,197.26,198.21,195.69
195.70,197.05,199.76,195.27
197.22,198.17,201.88,197.11
199.36,191.84,199.52,191.41
191.19,191.07,193.98,189.00
192.07,192.78,195.06,190.78
193.78,190.14,198.19,189.62
