CNTF,China TechFaith Wireless Communication Technology Limited - American Depositary Shares,NASDAQ
5.25,5.50,5.60,5.20
5.55,5.45,5.65,5.35
5.35,5.30,5.35,5.15
5.20,5.30,5.35,5.20
5.25,5.05,5.25,5.00
5.10,5.05,5.25,5.05
5.06,5.00,5.15,5.00
5.05,5.15,5.25,4.97
5.15,5.10,5.15,4.95
5.00,5.20,5.24,5.00
5.15,5.00,5.25,5.00
5.15,5.05,5.20,5.05
5.00,5.10,5.25,5.00
5.10,5.05,5.25,5.05
5.06,5.05,5.25,5.05
5.15,5.05,5.20,5.05
5.10,5.05,5.15,5.05
5.05,5.15,5.15,5.05
5.10,5.10,5.15,5.05
5.05,5.00,5.14,4.95
5.14,5.25,5.25,5.05
5.25,5.20,5.25,5.10
5.12,5.30,5.30,5.10
5.30,5.35,5.35,5.20
5.35,5.25,5.40,5.25
5.35,5.10,5.35,5.10
5.30,5.20,5.30,5.05
5.18,5.05,5.18,5.05
5.05,5.00,5.20,5.00
5.20,5.05,5.20,5.05
5.15,5.20,5.20,5.10
5.00,5.15,5.15,5.00
5.10,5.90,6.10,5.10
6.25,6.95,7.30,5.80
7.20,6.70,7.45,6.40
6.55,6.25,6.55,6.05
6.15,6.50,6.90,6.15
7.00,6.65,7.10,6.60
6.55,6.50,6.70,6.20
6.55,7.50,7.80,6.50
7.55,8.35,9.70,7.20
7.80,7.25,8.45,6.99
7.40,7.10,7.40,7.05
7.20,7.05,7.30,6.50
6.65,6.10,7.35,6.00
6.10,6.10,6.40,5.85
6.05,6.15,6.30,6.05
6.10,6.25,6.25,6.10
6.25,5.80,6.25,5.65
5.75,5.75,5.80,5.55
5.75,5.95,5.95,5.70
5.95,5.95,6.10,5.85
5.90,6.00,6.60,5.90
6.00,6.45,6.65,6.00
6.15,6.45,6.65,6.15
6.26,6.45,6.45,6.25
6.35,6.30,6.40,6.10
6.30,6.20,6.45,6.20
6.25,6.60,6.85,6.25
6.60,6.40,6.65,6.35
6.40,6.35,6.44,6.25
6.30,6.10,6.40,6.10
6.15,6.15,6.90,6.15
6.25,6.05,6.30,6.05
6.05,6.05,6.20,6.00
6.00,6.15,6.20,6.00
6.15,6.05,6.15,6.05
6.00,5.95,6.06,5.95
6.00,6.00,6.05,5.90
5.90,6.15,6.15,5.90
6.15,6.25,6.40,5.90
6.25,7.05,7.70,6.25
6.90,7.20,7.60,6.90
7.20,7.05,7.24,6.65
7.10,7.20,7.45,6.90
7.35,7.25,7.90,7.25
7.40,7.25,7.65,7.10
7.10,7.55,7.65,7.05
7.50,6.85,7.50,6.80
7.05,6.90,7.05,6.45
6.85,6.95,6.95,6.75
6.92,7.00,7.10,6.90
6.85,6.95,7.15,6.80
7.00,8.10,8.10,7.00
9.30,9.10,10.40,8.60
9.20,8.65,9.25,8.15
8.75,8.20,8.75,8.15
8.35,8.60,9.00,8.15
8.75,8.15,8.75,8.10
8.20,7.65,8.20,7.60
7.75,7.30,7.95,7.15
7.25,7.00,7.25,6.85
7.00,6.80,7.40,6.80
6.75,7.10,7.15,6.75
7.10,6.85,7.30,6.80
6.90,6.95,6.95,6.65
7.10,6.90,7.15,6.74
6.80,6.90,7.05,6.76
6.85,6.90,7.10,6.80
6.80,6.85,6.90,6.75
6.70,6.60,6.85,6.40
6.70,6.70,6.75,6.50
6.55,7.00,7.20,6.55
7.05,7.02,7.25,6.90
6.95,7.05,7.15,6.95
7.10,6.95,7.10,6.90
6.95,7.20,7.50,6.85
7.10,7.45,8.00,7.10
7.80,7.35,7.80,7.15
7.40,7.35,7.75,7.05
7.40,7.55,7.70,7.40
7.50,7.75,7.75,7.35
7.70,7.25,7.70,7.15
7.10,7.00,7.20,6.95
7.00,7.20,7.45,7.00
7.10,7.45,7.45,7.10
7.40,7.40,7.70,7.10
7.25,7.30,7.40,7.25
7.35,7.45,7.45,7.30
7.25,7.40,7.45,7.15
7.25,7.50,7.60,7.20
7.50,7.15,7.50,7.15
7.16,7.25,7.35,7.05
7.35,7.05,7.35,7.00
7.00,6.85,7.10,6.85
6.85,6.90,6.95,6.70
6.80,6.80,6.85,6.60
6.60,7.00,7.00,6.60
7.00,7.10,7.15,6.80
7.10,7.65,7.75,7.05
7.70,7.60,7.95,7.50
7.70,7.85,8.24,7.65
7.95,7.90,8.10,7.85
7.90,8.00,8.20,7.90
8.20,8.50,8.60,8.10
8.65,8.50,8.75,8.27
8.60,8.35,8.60,8.35
8.35,8.50,8.70,8.10
8.55,9.45,9.65,8.40
9.60,9.45,10.15,9.20
9.45,9.05,9.45,8.95
8.95,9.30,9.30,8.84
9.25,9.50,9.65,8.89
9.55,10.80,11.20,9.50
11.00,10.00,11.25,9.85
10.05,9.92,10.40,9.10
10.10,9.95,10.65,9.90
10.00,10.00,10.10,9.79
10.25,9.80,10.25,9.60
9.95,9.50,9.95,9.50
9.50,9.50,9.75,9.40
9.40,9.05,9.65,9.05
8.95,8.60,9.10,8.55
8.75,8.85,8.90,8.30
8.90,9.95,10.30,8.90
9.90,9.80,10.00,9.65
9.90,9.85,10.03,9.75
9.85,9.45,9.85,9.35
9.45,9.15,9.60,9.05
9.05,9.30,9.40,8.85
9.40,9.35,9.40,8.97
9.40,9.55,9.75,9.20
9.55,9.80,9.90,9.50
9.90,10.25,10.45,9.75
10.45,10.25,10.90,10.20
10.50,9.95,10.50,9.20
9.85,9.65,10.10,9.65
9.80,10.10,10.40,9.58
10.00,10.00,10.16,9.85
10.05,11.00,11.75,10.05
11.15,10.90,11.30,10.80
10.80,10.95,11.20,10.50
11.00,11.10,11.45,10.75
11.05,10.85,11.20,10.80
10.90,11.80,12.35,10.85
12.00,12.45,12.70,11.80
12.60,12.70,13.30,12.55
12.60,11.90,12.60,11.50
11.95,12.20,12.35,11.95
12.25,13.25,13.30,12.25
13.70,14.35,15.05,13.30
14.95,13.78,15.00,13.65
13.90,13.25,13.90,12.65
13.00,13.70,14.75,12.55
10.50,11.35,12.00,10.40
11.25,9.05,11.35,8.90
9.85,9.15,9.85,9.10
9.30,9.25,9.45,8.85
9.25,9.55,9.80,9.12
9.75,9.65,9.85,9.55
9.50,9.35,9.85,9.30
9.50,10.10,10.10,9.35
10.15,9.80,10.25,9.55
9.95,9.70,10.20,9.63
9.70,9.30,9.85,9.15
9.30,9.35,9.50,9.05
9.50,9.30,9.50,9.10
9.25,9.35,9.50,9.11
9.10,9.55,9.60,9.10
9.45,9.55,9.60,9.30
9.45,9.45,9.57,9.35
9.45,9.35,9.90,9.05
9.30,8.65,9.30,8.50
8.65,8.72,8.92,8.60
8.85,9.15,9.25,8.70
9.05,8.90,9.35,8.70
8.70,8.60,8.80,8.60
8.60,8.75,8.80,8.50
8.70,8.40,8.75,8.05
8.40,8.30,8.50,8.05
8.30,8.75,9.00,8.30
8.90,8.90,8.90,8.70
8.80,8.75,8.95,8.73
8.75,8.72,8.85,8.60
8.55,9.55,9.55,8.55
9.55,9.35,9.65,9.25
9.25,8.95,9.30,8.85
8.95,8.95,9.20,8.85
8.95,8.80,8.95,8.50
8.94,8.85,9.15,8.60
8.75,8.80,8.95,8.55
8.65,8.50,8.75,8.30
8.55,8.45,8.72,8.45
8.30,7.95,8.50,7.60
7.95,7.95,8.40,7.85
7.95,8.15,8.29,7.90
8.20,8.45,8.55,8.16
8.45,8.65,8.75,8.45
8.75,8.25,8.75,8.25
8.20,8.20,8.30,8.00
8.00,8.10,8.20,8.00
8.05,8.50,8.55,8.05
7.45,7.85,7.90,7.25
7.80,6.70,7.80,6.50
6.50,6.75,6.95,6.05
6.65,7.30,7.35,6.55
7.00,6.45,7.20,6.30
6.45,6.65,6.85,6.25
6.65,6.65,6.85,6.50
6.55,6.45,6.75,6.30
6.40,6.40,6.55,6.25
6.25,6.50,6.50,5.90
6.55,6.35,6.55,5.90
6.50,6.85,6.85,6.25
6.75,6.80,6.85,6.60
6.75,6.72,6.85,6.50
6.75,7.00,7.25,6.75
7.05,6.90,7.20,6.80
6.80,6.90,6.90,6.70
6.80,7.20,7.25,6.80
7.05,7.15,7.40,7.05
7.30,7.25,7.30,7.20
7.15,7.25,7.40,7.15
7.15,7.15,7.35,7.15
7.20,7.00,7.20,7.00
7.25,6.95,7.25,6.90
7.00,6.65,7.00,6.52
6.65,6.75,6.87,6.52
6.75,6.80,6.95,6.65
6.65,6.45,6.90,6.05
6.20,6.45,6.60,6.20
6.50,6.65,6.75,6.40
6.75,6.85,7.00,6.65
7.10,7.25,7.25,7.00
7.25,6.95,7.40,6.95
6.85,6.75,7.00,6.75
6.75,6.80,6.90,6.75
6.75,6.80,6.80,6.65
6.80,7.00,7.00,6.50
7.00,6.75,7.13,6.65
6.75,6.80,6.90,6.60
6.80,6.80,7.00,6.70
6.80,6.65,6.85,6.55
6.60,6.90,7.25,6.60
6.80,7.20,7.20,6.80
7.10,7.50,7.90,7.10
7.50,7.35,7.60,7.30
7.30,7.55,7.60,7.30
7.55,7.45,7.65,7.45
7.60,7.30,7.60,7.25
7.40,7.50,7.85,7.35
7.55,7.55,7.60,7.35
7.50,7.15,7.55,7.15
7.10,7.10,7.40,6.95
7.00,7.05,7.45,7.00
7.00,7.00,7.15,6.98
7.05,6.95,7.30,6.90
6.90,6.90,7.15,6.90
6.90,6.80,7.15,6.70
6.80,6.85,6.85,6.50
6.60,6.95,6.95,6.60
7.05,6.85,7.05,6.65
6.70,6.80,6.95,6.70
6.75,6.75,6.80,6.75
6.80,7.00,7.25,6.70
7.15,6.70,7.15,6.70
6.70,7.30,7.34,6.70
7.25,7.10,7.70,7.06
7.15,7.15,7.30,7.10
7.30,7.20,7.35,7.10
7.10,7.05,7.20,7.05
7.00,7.00,7.35,7.00
7.00,6.90,7.14,6.90
6.85,6.65,7.00,6.55
6.55,6.75,6.85,6.55
6.75,6.75,6.90,6.60
6.94,6.70,6.95,6.60
6.85,6.95,6.95,6.65
6.95,6.89,7.05,6.65
6.95,7.40,7.90,6.85
7.30,6.95,7.30,6.90
6.90,7.10,7.30,6.90
7.17,7.05,7.22,7.05
6.85,6.85,7.05,6.80
7.00,6.95,7.50,6.65
7.05,6.75,7.10,6.65
6.65,6.80,6.95,6.65
6.70,6.50,6.85,6.50
6.50,6.32,6.64,6.25
6.40,6.35,6.50,6.25
6.35,6.45,6.50,6.30
6.45,6.55,6.60,6.28
6.40,6.60,6.61,6.25
6.55,6.65,6.74,6.50
6.70,6.70,6.90,6.40
6.55,6.50,6.65,6.42
6.55,6.50,6.80,6.45
6.45,6.55,6.65,6.40
6.55,6.50,6.55,6.40
6.52,6.40,6.60,6.30
6.40,6.70,6.90,6.30
6.85,6.42,6.85,6.35
6.45,6.45,6.50,5.75
6.50,6.25,6.50,5.85
5.91,6.20,6.68,5.85
5.96,6.25,6.30,5.90
6.45,6.30,6.45,5.95
6.20,6.30,6.45,6.20
6.20,6.05,6.45,6.00
6.00,6.40,6.45,6.00
6.50,6.20,6.50,6.08
6.15,6.05,6.35,6.05
6.05,6.05,6.25,6.04
6.05,6.20,6.25,6.05
6.10,6.20,6.25,5.95
6.04,6.25,6.25,6.00
6.15,6.00,6.40,6.00
6.00,6.10,6.20,5.85
6.05,6.05,6.35,6.00
6.30,6.25,6.35,5.95
6.25,6.85,7.15,6.24
7.05,6.95,7.20,6.67
6.80,7.00,7.25,6.45
6.95,6.50,6.95,6.50
6.75,6.80,6.95,6.55
6.90,6.75,6.95,6.55
6.60,6.65,6.85,6.50
6.60,6.75,6.95,6.60
6.70,6.85,6.90,6.60
6.75,6.75,6.90,6.45
6.55,6.75,6.75,6.55
6.74,7.05,7.15,6.74
7.00,6.90,7.07,6.80
6.80,6.75,6.90,6.75
6.40,6.35,6.75,6.30
6.40,6.37,6.50,6.35
6.65,6.35,6.65,6.20
6.45,6.45,6.70,6.36
6.50,6.40,6.50,6.30
6.50,6.50,6.50,6.39
6.35,6.44,6.50,6.35
6.45,6.85,7.05,6.45
6.62,6.65,7.00,6.42
6.50,6.55,6.75,6.45
6.50,6.35,6.50,6.30
6.25,6.25,6.45,6.25
6.25,6.05,6.34,6.00
6.20,5.95,6.29,5.85
5.80,5.60,5.98,5.40
5.56,5.75,5.80,5.50
5.65,5.82,5.95,5.55
5.70,5.55,5.95,5.40
5.50,5.50,5.75,5.50
5.50,5.50,5.70,5.50
5.80,5.86,6.25,5.76
6.00,6.00,6.20,5.65
5.95,5.60,6.20,5.30
5.60,5.60,5.80,5.60
5.60,5.60,5.71,5.60
5.63,5.50,5.75,5.50
5.55,5.50,5.55,5.40
5.55,5.50,5.60,5.40
5.50,5.70,5.70,5.40
5.60,5.65,5.72,5.60
5.70,5.50,5.75,5.45
5.70,5.60,5.70,5.45
5.80,5.40,5.80,5.35
5.20,5.30,5.50,5.15
5.15,5.20,5.30,5.15
5.30,5.35,5.40,5.20
5.25,5.20,5.35,5.10
5.20,5.15,5.50,5.10
5.40,5.15,5.55,5.10
5.15,5.15,5.40,5.15
5.15,5.20,5.40,5.15
5.20,5.35,5.45,5.15
5.34,5.34,5.40,5.15
5.25,5.25,5.25,4.85
5.15,4.95,5.35,4.95
4.90,4.85,5.10,4.75
5.05,4.76,5.25,4.75
4.95,5.10,5.18,4.85
4.90,5.00,5.15,4.90
5.10,4.95,5.10,4.85
4.85,4.80,5.05,4.80
4.76,4.80,4.94,4.76
4.85,4.87,5.05,4.80
4.85,5.02,5.10,4.85
5.10,5.40,5.40,5.10
5.38,5.35,5.40,5.10
5.15,5.10,5.35,5.00
5.05,5.10,5.22,5.05
5.10,5.10,5.15,5.00
5.15,5.08,5.20,5.00
5.00,5.00,5.05,4.95
5.00,5.06,5.10,4.95
5.01,5.15,5.27,5.00
5.17,5.35,6.10,5.15
5.60,5.40,5.60,5.30
5.35,5.25,5.60,5.15
5.40,5.05,5.40,5.00
5.20,5.05,5.25,5.00
5.00,5.05,5.10,5.00
5.15,5.00,5.15,5.00
5.00,4.95,5.10,4.95
5.10,5.08,5.30,4.90
5.15,4.95,5.15,4.95
5.00,4.95,5.05,4.95
5.00,5.00,5.06,4.95
4.95,4.97,5.05,4.90
5.00,5.05,5.05,4.90
4.90,4.95,5.05,4.90
5.05,4.75,5.05,4.75
4.90,4.95,5.00,4.75
4.96,5.00,5.05,4.85
5.00,4.90,5.00,4.85
4.90,5.03,5.05,4.80
4.99,4.85,4.99,4.80
4.90,4.85,4.94,4.80
4.80,4.84,4.95,4.80
4.88,4.84,5.04,4.84
4.84,4.82,4.94,4.82
4.95,4.94,4.95,4.81
4.95,4.90,5.00,4.80
4.95,5.05,5.35,4.82
5.15,5.20,5.75,5.00
5.25,5.10,5.50,5.00
5.25,5.15,5.40,5.06
5.15,5.15,5.25,5.10
5.15,5.10,5.15,5.10
5.10,5.20,5.20,5.00
5.00,5.00,5.15,5.00
4.95,4.99,5.15,4.84
4.90,4.90,5.05,4.90
4.90,4.95,5.08,4.80
5.00,5.20,5.20,4.95
5.20,5.15,5.35,5.06
5.15,5.25,5.55,5.15
5.25,5.25,5.45,5.20
5.20,5.75,6.00,5.20
5.85,5.45,5.95,5.30
5.50,5.45,5.70,5.25
5.50,5.65,5.75,5.26
5.50,5.26,5.55,5.20
5.20,5.20,5.29,5.10
5.05,5.20,5.45,5.05
5.15,5.15,5.40,5.15
5.15,5.35,5.65,5.15
5.45,5.65,5.75,5.30
5.40,5.55,5.80,5.40
5.45,6.13,6.20,5.45
6.00,6.35,6.55,6.00
6.35,6.33,6.55,6.25
6.40,6.35,6.40,5.90
6.15,6.25,6.30,6.00
6.17,6.05,6.25,6.00
6.05,6.05,6.25,5.85
5.90,5.85,5.95,5.75
6.25,5.96,6.25,5.85
6.05,5.95,6.05,5.60
6.10,5.85,6.10,5.75
5.85,5.70,5.95,5.50
5.75,5.75,6.00,5.55
5.60,5.77,6.10,5.60
5.76,5.65,5.95,5.65
5.70,5.70,6.00,5.65
5.65,5.75,5.95,5.65
5.88,5.75,5.90,5.65
5.60,5.65,5.90,5.60
5.75,5.65,6.15,5.65
5.70,5.90,6.20,5.70
5.82,6.00,6.15,5.80
6.05,6.50,7.05,6.05
6.35,6.50,7.40,6.35
6.55,7.15,7.25,6.50
7.30,6.74,7.60,6.58
6.85,6.80,6.95,6.60
6.90,6.70,7.15,6.55
6.55,7.15,7.50,6.45
7.10,6.90,7.40,6.80
6.75,6.55,6.95,6.45
6.60,6.05,6.60,6.05
6.20,6.15,6.40,6.10
6.20,6.10,6.35,6.10
6.10,6.10,6.20,6.05
6.05,5.60,6.10,5.60
5.65,5.15,5.65,4.70
4.95,5.00,5.15,4.80
5.25,5.00,5.30,5.00
5.00,5.00,5.10,4.90
5.20,5.10,5.20,4.84
5.05,5.20,5.40,4.90
5.15,4.85,5.15,4.80
4.90,4.85,5.10,4.85
4.95,4.74,5.00,4.35
4.49,4.50,4.71,4.40
4.60,4.80,4.94,4.60
4.85,5.00,5.15,4.75
5.10,4.81,5.15,4.77
4.99,4.61,4.99,4.50
4.45,4.55,4.60,4.30
4.73,5.15,5.20,4.63
5.10,4.98,5.10,4.85
4.95,4.85,4.95,4.55
4.75,4.65,4.94,4.65
4.75,4.70,4.78,4.70
4.95,4.86,4.95,4.65
4.70,4.85,4.86,4.69
4.70,4.75,4.75,4.65
4.65,4.80,4.94,4.60
4.75,4.85,4.99,4.68
4.85,4.94,4.95,4.65
4.64,5.00,5.15,4.64
4.60,4.62,4.90,4.60
4.65,4.70,4.76,4.60
4.65,4.60,4.75,4.60
4.65,4.65,4.88,4.65
4.85,4.60,4.95,4.60
4.65,4.45,4.74,4.22
4.55,4.37,4.60,4.25
4.25,3.90,4.30,2.48
3.90,4.00,4.30,3.90
4.20,3.80,4.20,3.75
3.75,4.20,4.30,3.75
4.20,4.03,4.30,3.90
4.03,4.25,4.25,3.95
4.10,4.10,4.20,3.90
4.10,4.00,4.18,4.00
4.19,3.92,4.19,3.70
4.15,3.93,4.15,3.80
4.07,3.98,4.07,3.91
3.98,3.95,4.10,3.95
3.95,4.00,4.00,3.70
3.85,3.75,3.99,3.75
3.94,3.70,3.94,3.70
3.90,3.70,3.95,3.65
3.72,3.73,3.80,3.55
3.74,3.72,3.75,3.55
3.55,3.70,3.80,3.55
3.95,3.85,3.95,3.70
3.95,3.93,3.95,3.65
3.95,4.09,4.09,3.75
3.80,3.02,3.80,2.85
3.30,2.80,3.30,2.75
2.85,2.72,3.03,2.65
2.65,2.60,2.80,2.55
2.55,2.82,2.92,2.50
2.95,2.75,3.00,2.70
2.82,2.63,2.82,2.56
2.70,3.00,3.12,2.70
3.00,2.95,3.00,2.95
2.95,3.05,3.15,2.95
3.10,3.45,3.45,3.00
3.50,3.50,3.55,3.25
3.60,3.50,3.60,3.34
3.40,3.50,3.55,3.40
3.50,3.40,3.50,3.25
3.40,3.67,3.80,3.39
3.75,4.00,4.00,3.70
4.00,4.10,4.10,3.90
4.18,4.10,4.18,3.90
4.15,3.97,4.15,3.95
4.14,4.15,4.15,3.94
4.15,4.15,4.15,3.95
4.05,4.10,4.15,4.02
4.10,4.00,4.15,4.00
4.00,3.90,4.05,3.75
3.85,3.65,3.85,3.60
3.69,3.84,3.85,3.65
3.90,3.79,3.95,3.74
3.78,4.04,4.05,3.78
3.85,3.95,4.05,3.80
3.95,3.95,3.95,3.74
3.95,3.95,4.10,3.75
3.75,3.89,4.00,3.75
3.78,3.75,4.00,3.75
3.93,3.75,3.95,3.75
3.75,3.68,3.80,3.65
3.75,3.50,3.80,3.50
3.50,3.50,3.60,3.50
3.50,3.65,3.75,3.50
3.60,3.55,3.65,3.50
3.50,3.50,3.75,3.10
3.50,3.55,3.60,3.50
3.45,3.40,3.60,3.40
3.45,3.79,3.80,3.45
3.44,3.55,3.60,3.34
3.50,3.50,3.75,3.50
3.55,3.52,3.69,3.50
3.70,3.85,4.24,3.60
3.85,3.80,4.10,3.75
3.75,3.69,3.84,3.65
3.65,3.61,3.81,3.61
3.65,3.65,3.80,3.56
3.75,3.76,4.00,3.56
3.95,3.99,4.10,3.70
4.00,4.00,4.04,3.75
3.85,3.85,4.10,3.85
3.98,3.80,4.00,3.80
3.95,3.90,4.00,3.75
4.05,4.05,4.05,3.85
3.96,3.88,4.00,3.85
3.80,3.93,4.00,3.80
3.90,3.82,4.00,3.76
3.80,3.82,3.88,3.60
3.80,3.90,3.98,3.80
3.90,3.75,3.90,3.75
3.70,3.76,3.85,3.70
3.75,3.71,3.79,3.60
3.70,3.75,3.80,3.65
3.65,3.68,3.74,3.65
3.60,3.57,3.65,3.45
3.65,3.64,3.65,3.64
3.64,3.62,3.65,3.50
3.52,3.40,3.60,3.40
3.40,3.54,3.65,3.40
3.70,3.35,3.70,3.34
3.40,2.85,3.40,2.61
2.86,2.65,3.00,2.65
3.15,2.70,3.15,2.60
2.75,2.79,3.04,2.75
2.80,3.00,3.13,2.80
3.00,3.00,3.00,2.80
2.95,3.25,3.25,2.80
3.08,3.15,3.24,2.95
3.35,3.30,3.75,3.30
3.55,3.45,3.75,3.40
3.50,3.70,3.70,3.46
3.70,3.52,3.75,3.45
3.52,3.75,3.75,3.52
3.75,3.55,3.75,3.52
3.52,3.65,3.66,3.50
3.74,3.57,3.74,3.40
3.74,3.55,3.74,3.45
3.70,3.64,3.70,3.50
3.50,3.55,3.74,3.50
3.51,3.49,3.60,3.46
3.68,3.42,3.72,3.40
3.42,3.55,3.65,3.35
3.49,2.97,3.49,2.66
3.00,3.23,3.25,3.00
3.30,3.15,3.30,3.00
3.15,3.25,3.28,3.00
3.21,3.21,3.50,3.15
3.25,3.32,3.60,3.25
3.30,3.33,3.41,3.30
3.30,3.40,3.40,3.28
3.60,3.25,3.60,3.20
3.25,3.25,3.30,3.20
3.28,3.15,3.30,3.00
3.10,2.96,3.70,2.90
2.96,3.35,3.41,2.85
3.13,4.11,4.27,3.10
4.12,4.06,4.19,3.80
3.95,4.00,4.00,3.83
3.92,3.95,3.98,3.92
3.94,4.27,4.31,3.93
4.25,4.38,4.45,3.96
4.09,4.40,4.62,4.09
4.40,4.34,4.40,4.12
4.30,4.06,4.30,4.05
4.06,4.20,4.27,3.90
4.20,4.23,4.34,4.07
4.27,4.14,4.32,4.13
4.15,4.26,4.44,4.12
4.28,4.33,4.40,4.17
4.28,4.07,4.34,3.84
4.00,4.05,4.13,3.80
3.97,4.06,4.18,3.82
4.04,4.12,4.21,4.02
4.20,4.18,4.21,3.99
4.18,4.25,4.29,4.11
4.18,4.29,4.35,4.16
4.24,4.13,4.27,4.06
4.22,4.33,4.38,4.22
4.32,4.29,4.32,4.22
4.20,4.20,4.35,4.20
4.35,4.13,4.35,4.13
4.35,4.15,4.35,4.06
4.22,4.12,4.24,4.03
4.14,4.27,4.29,4.14
4.07,4.20,4.21,4.07
4.08,4.06,4.08,4.06
4.08,4.13,4.16,4.03
4.19,4.12,4.19,4.08
4.13,4.16,4.16,4.03
4.04,4.15,4.16,3.93
4.05,4.13,4.14,4.05
4.06,4.14,4.15,4.06
4.13,4.15,4.16,4.05
4.08,4.11,4.17,4.08
4.17,4.14,4.18,4.07
4.19,4.01,4.19,4.00
4.00,4.00,4.15,4.00
3.96,3.93,3.96,3.91
3.96,3.52,3.96,3.52
3.56,3.83,3.90,3.56
3.85,3.77,3.97,3.73
3.81,3.72,3.81,3.57
3.83,3.52,3.83,3.52
3.67,3.60,3.67,3.57
3.59,3.00,3.60,2.96
2.97,3.10,3.25,2.97
3.00,2.88,3.25,2.83
2.74,2.39,2.98,2.25
2.40,2.58,2.84,2.40
2.50,2.36,2.58,2.36
2.34,2.37,2.55,2.03
2.24,2.42,2.46,2.24
2.36,2.01,2.40,2.01
2.07,2.27,2.29,2.07
2.27,2.21,2.37,2.20
2.34,2.24,2.34,2.20
2.25,2.20,2.35,2.20
2.22,2.17,2.28,2.11
2.20,2.11,2.21,2.11
2.10,2.18,2.24,2.10
2.19,2.20,2.37,2.10
2.32,2.25,2.46,2.21
2.25,2.27,2.30,2.11
2.29,2.19,2.32,2.11
2.16,2.11,2.21,2.11
2.14,1.94,2.14,1.86
1.92,1.80,1.98,1.77
1.78,1.74,1.88,1.74
1.75,1.79,1.87,1.75
1.86,1.76,1.86,1.75
1.78,1.77,1.81,1.72
1.73,1.86,1.87,1.73
1.85,1.76,1.87,1.75
1.80,1.83,1.86,1.76
1.75,1.75,1.86,1.72
1.72,1.61,1.72,1.56
1.62,1.61,1.70,1.60
1.68,1.60,1.68,1.60
1.69,1.64,1.82,1.61
1.65,1.77,1.87,1.65
1.79,1.75,1.79,1.66
1.74,1.63,1.75,1.59
1.68,1.79,1.79,1.67
1.82,1.77,1.91,1.68
1.98,1.81,1.98,1.64
1.74,1.70,1.83,1.68
1.71,1.71,1.78,1.66
1.74,1.81,1.99,1.67
1.80,1.70,1.81,1.65
1.72,1.78,1.78,1.69
1.79,1.80,1.82,1.77
1.80,1.79,1.83,1.76
1.88,2.66,3.20,1.81
2.93,2.51,2.93,2.37
2.53,2.55,2.60,2.30
2.56,2.70,2.85,2.22
2.70,2.38,2.70,2.35
2.36,2.23,2.38,2.21
2.23,2.18,2.24,2.12
2.16,2.35,2.47,2.16
2.30,2.25,2.39,2.21
2.19,2.20,2.20,2.10
2.18,2.19,2.32,2.10
2.42,2.23,2.42,2.20
2.26,2.27,2.35,2.26
2.18,2.30,2.30,2.18
2.30,2.34,2.39,2.30
2.38,2.31,2.38,2.24
2.31,2.40,2.55,2.31
2.36,2.40,2.47,2.33
2.42,2.44,2.46,2.30
2.43,2.39,2.43,2.33
2.40,2.42,2.44,2.33
2.47,2.38,2.48,2.30
2.38,2.37,2.43,2.33
2.54,2.83,2.90,2.39
2.89,2.95,3.60,2.80
2.82,2.94,3.06,2.78
2.81,2.87,2.98,2.76
2.79,2.82,2.85,2.62
2.68,2.82,2.84,2.65
2.83,2.75,2.83,2.71
2.78,2.80,2.96,2.75
2.65,2.72,2.75,2.65
2.70,2.82,2.84,2.70
2.71,2.89,2.94,2.70
2.74,2.80,2.85,2.71
2.81,2.69,2.85,2.69
2.83,2.80,2.83,2.68
2.85,2.70,2.85,2.70
2.70,2.66,2.76,2.60
2.68,2.66,2.70,2.64
2.62,2.64,2.65,2.61
2.61,2.69,2.70,2.61
2.66,2.79,2.79,2.64
2.70,2.72,3.03,2.69
2.70,2.71,2.86,2.68
2.71,2.65,2.80,2.65
2.61,2.62,2.62,2.61
2.62,2.70,2.70,2.52
2.56,2.67,2.68,2.40
2.65,2.66,2.67,2.45
2.50,2.70,2.70,2.50
2.60,2.61,2.66,2.60
2.53,2.55,2.65,2.51
2.51,2.55,2.56,2.51
2.52,2.55,2.55,2.51
2.52,2.55,2.65,2.52
2.57,2.55,2.63,2.55
2.52,2.50,2.52,2.50
2.46,2.46,2.46,2.44
2.47,2.45,2.53,2.43
2.42,2.43,2.50,2.42
2.43,2.24,2.43,2.24
2.29,2.37,2.37,2.24
2.33,2.33,2.33,2.33
2.30,2.42,2.48,2.25
2.40,2.40,2.40,2.35
2.46,2.40,2.46,2.30
2.32,2.34,2.34,2.28
2.45,2.36,2.45,2.32
2.31,2.47,2.47,2.31
2.34,2.32,2.35,2.31
2.35,2.37,2.37,2.35
2.37,2.37,2.41,2.37
2.37,2.36,2.37,2.30
2.36,2.47,2.47,2.30
2.35,2.34,2.35,2.30
2.47,2.47,2.47,2.47
2.39,2.42,2.42,2.25
2.42,2.38,2.45,2.35
2.24,2.38,2.43,2.24
2.39,2.18,2.39,2.07
2.30,2.15,2.40,2.10
2.15,2.10,2.20,2.02
2.11,2.09,2.23,2.09
2.08,2.05,2.73,2.01
2.16,2.06,2.19,2.04
2.06,2.07,2.18,2.06
2.07,2.07,2.12,2.07
2.07,2.10,2.19,2.07
2.17,2.11,2.17,2.11
2.15,2.15,2.17,2.09
2.10,2.04,2.15,2.02
2.07,2.28,2.28,2.04
