TMO,Thermo Fisher Scientific Inc Common Stock,NASDAQ
83.73,81.66,83.74,81.18
82.28,83.09,83.52,82.01
82.26,82.24,83.00,81.04
82.91,83.13,83.38,82.48
83.77,83.40,84.21,83.01
84.09,85.37,85.76,84.00
84.99,84.63,85.46,84.62
85.03,86.35,87.49,84.94
86.08,84.99,86.33,84.90
84.57,84.95,85.37,84.41
85.51,85.42,85.58,84.84
86.01,85.94,86.63,85.65
86.85,87.27,87.39,86.25
87.08,88.04,88.07,87.00
88.83,88.42,89.20,88.21
88.53,88.19,88.81,87.89
88.38,88.24,88.63,87.81
88.34,87.56,88.43,86.92
87.81,87.79,87.99,87.17
87.85,88.96,88.99,87.84
89.15,89.58,89.63,88.71
89.42,90.33,90.36,89.35
89.34,89.52,90.32,89.24
90.50,90.61,92.29,90.40
90.37,91.25,91.39,89.79
90.96,90.59,91.16,89.77
90.35,90.40,90.89,90.11
90.75,90.48,90.97,90.33
90.61,91.11,91.87,90.47
92.32,92.02,92.72,91.79
91.65,91.81,92.00,91.53
91.58,92.05,92.30,91.54
92.00,92.08,92.27,91.62
92.01,91.68,92.08,91.43
92.23,91.96,92.40,91.71
91.76,92.47,92.55,91.76
92.06,92.18,92.38,91.60
92.18,92.65,92.67,91.61
92.56,92.06,92.67,91.90
91.30,91.30,91.75,90.96
91.02,90.69,91.17,90.36
90.57,90.42,91.17,90.31
90.44,90.32,90.68,90.05
90.25,90.07,90.73,89.54
90.09,90.35,90.65,90.00
90.56,90.85,91.05,89.95
91.00,90.36,91.59,90.36
89.39,88.83,89.39,88.53
88.82,88.90,89.18,88.13
88.63,89.17,89.81,88.44
89.23,88.83,89.28,88.54
89.97,90.12,90.50,89.41
90.04,90.85,90.93,89.76
90.86,90.68,90.95,90.27
90.88,90.51,91.19,89.71
90.77,91.11,91.50,90.72
91.47,90.77,91.80,90.59
90.78,90.80,91.00,90.09
90.48,91.07,91.33,90.37
91.05,91.11,91.34,90.52
92.01,91.77,92.33,91.37
91.74,93.29,93.31,91.70
93.28,94.25,94.32,92.25
94.50,94.24,94.65,93.90
94.43,93.49,94.74,93.46
93.20,93.32,93.76,92.90
93.37,92.82,93.46,92.46
92.92,92.37,92.92,91.94
92.46,93.01,93.25,92.34
92.63,93.01,93.31,92.29
92.22,92.15,92.67,92.00
92.21,92.85,93.29,92.03
92.09,92.50,92.51,91.51
92.23,91.34,92.26,90.61
91.52,92.36,92.88,91.33
91.96,91.72,92.33,91.51
91.75,90.68,91.75,90.62
90.78,89.93,90.87,89.71
90.52,92.27,92.38,90.37
92.10,92.96,93.08,91.73
92.29,92.66,92.75,91.26
92.42,91.84,92.78,91.64
92.16,93.51,93.81,92.02
93.15,95.62,96.07,92.89
96.16,96.12,96.79,95.60
96.10,95.25,96.67,95.17
95.32,95.82,96.65,95.08
97.52,97.48,97.93,95.23
97.78,97.03,98.36,96.90
97.03,97.81,97.82,96.80
97.77,97.87,98.03,97.48
97.83,98.42,98.45,97.48
98.50,97.49,98.52,96.91
97.62,97.78,98.32,96.31
98.18,97.93,98.49,97.64
98.29,98.05,98.29,97.50
97.55,97.09,97.75,96.83
97.25,97.57,98.41,97.17
97.76,96.16,98.01,96.09
95.98,98.17,98.23,95.52
98.27,98.41,98.45,97.79
98.09,97.69,98.45,97.28
97.29,98.81,98.85,96.88
98.81,100.21,100.21,98.42
100.01,101.37,101.52,100.01
101.39,100.77,101.50,100.45
100.41,100.51,101.04,99.94
100.50,101.07,101.59,100.47
103.12,101.82,103.12,101.33
101.88,101.51,102.20,101.45
101.81,101.99,102.58,101.50
102.22,101.45,102.53,101.43
101.52,101.00,101.67,100.62
101.26,100.85,101.63,100.68
101.09,100.83,101.49,100.61
100.50,100.92,101.07,100.15
100.50,100.22,101.23,99.12
99.97,99.93,101.03,99.75
100.59,102.71,102.81,100.54
102.98,102.02,103.18,101.88
101.94,101.93,102.47,101.45
101.66,101.20,102.23,100.74
100.69,100.23,100.96,100.04
100.53,101.34,101.64,100.42
101.67,102.24,102.51,101.16
102.40,102.32,102.86,101.50
102.74,106.42,106.50,102.46
106.41,108.16,108.28,105.93
108.70,108.57,108.86,108.19
109.50,108.84,109.50,108.44
108.79,109.41,109.66,108.66
109.78,110.27,110.57,109.66
110.40,110.67,111.03,110.35
110.74,110.59,111.09,110.06
110.91,111.35,111.44,110.64
110.69,109.63,111.16,109.29
109.96,110.05,110.48,109.67
110.57,110.06,111.20,109.63
111.09,112.31,112.48,110.75
112.33,114.04,114.14,112.28
114.17,114.00,114.81,113.49
113.58,114.46,114.61,113.57
114.02,112.99,114.59,112.68
113.90,114.76,114.89,112.72
115.12,115.52,115.71,114.59
114.85,116.11,116.16,114.85
115.76,115.89,116.50,115.59
116.29,114.95,116.50,114.60
115.07,114.70,115.36,114.38
114.41,112.81,114.54,111.99
113.14,109.95,113.14,109.93
109.90,109.87,111.30,109.08
110.59,112.32,112.43,110.59
111.18,111.75,112.14,110.34
115.92,114.99,117.68,113.81
114.61,115.14,115.54,113.53
115.17,113.13,115.87,112.90
113.73,112.96,114.42,112.48
112.99,113.20,113.27,111.21
113.57,114.43,114.78,113.27
115.23,117.77,117.91,115.04
117.32,118.61,119.00,117.25
119.76,121.00,121.21,118.75
121.07,121.52,121.93,120.74
120.87,122.90,123.43,120.61
122.79,123.74,123.99,122.63
123.76,123.55,124.17,122.67
123.55,121.81,124.37,121.60
124.33,124.71,125.01,122.49
124.71,123.18,124.85,123.08
123.05,123.37,124.90,123.05
123.48,123.81,124.30,123.09
123.87,124.28,125.18,123.43
124.23,124.91,125.21,123.81
125.29,124.54,125.82,123.61
123.07,123.35,123.98,122.14
124.59,125.35,125.58,124.59
124.87,125.91,126.24,124.19
127.15,126.40,127.63,125.85
127.03,126.67,127.03,125.65
126.48,126.28,126.70,125.25
126.37,126.23,127.05,125.75
125.65,126.49,126.58,125.03
126.55,123.25,126.84,122.59
122.96,122.25,123.59,121.82
123.08,123.02,124.32,122.62
123.00,123.73,123.98,122.90
123.83,122.72,124.32,121.80
122.60,123.58,123.83,122.14
124.83,122.90,125.87,122.84
123.31,120.65,123.56,119.35
121.22,119.35,122.42,117.08
119.72,118.04,120.58,118.03
118.08,117.67,118.58,116.62
118.03,118.50,120.00,117.63
119.46,120.24,120.56,119.46
120.54,121.88,121.98,120.54
121.92,122.20,122.56,121.65
122.32,121.80,122.73,120.71
122.63,119.88,123.37,119.70
119.73,117.80,120.22,116.76
117.50,117.21,118.42,115.31
117.63,120.40,120.43,117.00
120.41,116.98,120.59,116.56
116.15,115.77,117.40,115.25
116.43,116.40,116.85,115.08
116.78,117.65,117.99,114.91
118.55,119.71,119.84,117.66
119.44,119.30,120.11,118.52
119.18,119.36,119.90,118.39
119.47,120.35,121.27,119.13
121.71,119.39,121.77,114.53
119.59,115.38,119.59,114.24
114.82,114.29,115.92,113.73
115.10,113.59,115.42,112.02
113.87,114.64,115.25,113.31
114.52,114.00,114.61,113.17
113.72,114.92,114.96,113.15
114.79,114.22,115.66,114.06
113.78,114.82,115.11,112.75
114.69,114.42,115.34,113.82
114.60,116.44,116.61,113.65
116.25,115.63,117.37,115.40
115.36,116.60,117.15,114.36
117.26,118.36,118.76,115.56
118.44,117.58,118.49,117.47
117.66,116.49,118.06,116.17
116.52,115.55,116.91,114.50
115.46,117.85,117.94,115.21
117.46,119.29,119.37,117.34
119.04,114.47,119.11,114.06
115.35,115.32,116.17,114.57
115.50,115.93,116.15,114.96
116.18,115.74,116.42,115.37
116.21,115.39,116.25,114.76
115.71,116.07,116.86,115.45
116.15,117.11,117.12,115.80
117.11,116.91,117.43,116.80
116.99,116.58,117.03,115.85
116.00,117.88,117.97,115.97
117.57,117.78,118.39,117.30
117.91,119.00,119.10,117.72
119.26,119.81,120.05,119.17
119.86,119.58,120.04,119.28
119.08,119.29,119.69,118.35
119.10,120.21,120.42,119.07
119.64,119.85,120.46,119.33
120.00,119.16,120.43,118.88
118.95,118.69,119.75,117.95
118.19,118.64,119.08,117.83
118.78,119.90,119.98,118.25
120.00,119.71,120.40,118.85
120.00,118.94,120.34,118.85
119.13,119.10,119.71,118.51
119.13,118.56,119.86,118.28
118.11,119.14,119.99,118.10
119.32,119.30,119.52,118.63
119.10,118.30,119.30,118.22
118.20,118.00,118.56,117.68
118.45,118.96,119.29,117.65
119.05,118.05,119.61,117.91
118.44,120.11,120.18,117.91
119.75,119.72,120.32,119.23
119.46,117.99,119.46,117.73
118.02,117.84,118.36,117.45
116.61,117.15,117.79,116.36
116.97,118.27,118.40,116.75
118.90,117.80,119.57,117.57
118.00,118.00,118.48,116.73
118.31,119.22,120.29,118.31
119.48,119.02,120.83,118.61
119.24,121.00,121.25,119.22
120.46,122.14,122.27,120.35
122.44,123.06,124.98,122.44
125.61,124.00,127.21,122.57
124.93,125.51,125.93,123.29
124.30,125.07,125.34,124.30
125.09,124.38,125.46,123.53
124.49,123.54,124.83,123.54
124.41,124.71,125.05,123.44
123.62,121.50,124.26,121.15
121.09,121.38,122.40,120.50
121.42,121.38,121.72,119.85
120.83,120.12,121.57,119.75
119.47,120.16,120.99,119.12
120.60,119.53,120.83,118.96
119.48,121.16,121.23,118.91
121.71,120.92,122.27,120.78
120.92,120.03,121.63,119.87
120.62,121.35,121.45,120.59
121.78,121.78,122.15,121.32
121.95,121.55,122.89,120.16
121.90,122.05,122.51,121.49
122.15,122.39,122.83,121.78
121.94,122.26,122.45,121.50
122.55,121.81,122.70,121.73
121.49,121.22,122.02,121.19
121.87,121.80,122.48,121.57
121.96,120.71,122.02,120.64
120.90,120.08,120.98,119.68
119.58,120.07,120.26,118.71
120.13,120.21,120.80,119.52
120.89,122.72,122.81,120.57
122.83,123.75,124.37,122.82
123.98,123.88,125.24,123.64
123.81,124.63,124.66,123.41
125.01,124.98,125.25,124.07
124.78,124.00,124.95,123.78
124.50,123.61,124.67,123.46
123.24,123.30,123.66,122.45
123.36,123.28,123.46,122.56
123.05,122.34,123.26,121.68
122.08,122.61,122.84,121.47
122.65,123.60,124.09,122.47
123.81,124.13,124.58,123.63
124.80,123.24,125.06,123.04
123.23,121.81,123.23,121.41
121.36,121.16,121.88,120.80
121.00,123.51,123.70,120.80
123.02,120.99,123.71,120.97
120.93,121.36,121.36,120.25
120.49,122.00,122.24,120.38
122.35,121.70,122.92,121.49
122.30,119.57,122.30,119.27
119.57,119.16,120.36,118.16
119.46,121.39,121.53,119.46
122.03,120.63,122.31,119.50
120.33,118.22,120.49,118.19
118.40,121.63,121.70,117.98
121.64,117.82,121.64,117.70
117.98,116.47,119.06,116.42
116.35,112.49,116.47,112.24
112.56,111.78,113.44,111.14
110.30,111.14,111.73,107.33
108.59,109.69,111.64,108.23
110.62,112.36,113.17,110.26
111.92,114.33,114.39,111.67
115.03,118.22,118.25,115.03
114.41,113.83,115.19,112.61
115.59,116.23,117.36,115.02
116.19,117.90,118.49,116.05
117.83,118.00,118.13,117.12
118.42,118.34,118.75,117.84
118.45,116.09,118.62,115.14
115.90,116.59,116.88,115.62
118.41,117.57,118.58,117.06
116.82,118.40,119.06,116.82
118.48,118.32,118.76,117.61
119.00,118.55,119.18,117.92
118.81,118.91,119.15,118.36
118.86,116.60,118.86,116.13
116.42,116.85,117.21,115.61
116.69,118.30,118.64,116.33
117.92,118.51,118.70,117.63
118.67,118.24,118.85,117.86
117.93,118.75,118.86,117.84
118.26,118.43,118.75,117.89
118.43,120.50,120.88,118.31
120.84,124.67,125.32,119.90
123.71,124.58,126.33,123.03
125.36,126.54,127.04,125.36
125.88,127.41,127.87,125.88
127.76,127.88,129.69,127.22
127.90,128.66,128.74,127.47
128.71,129.29,129.77,128.71
129.34,127.96,129.34,127.93
128.19,128.80,129.01,126.75
128.70,128.92,129.37,128.47
128.75,128.39,129.22,127.76
128.33,128.54,129.02,128.03
128.09,128.49,129.04,127.71
127.11,128.29,128.36,126.04
128.22,127.33,129.05,127.19
127.34,126.72,128.94,126.43
125.85,124.99,126.76,124.97
125.42,123.73,126.14,122.89
123.42,121.55,125.38,121.50
122.30,124.77,124.87,121.15
125.86,127.52,127.54,125.20
127.16,128.45,129.29,127.07
128.64,128.93,129.40,127.77
129.36,126.66,129.48,126.63
126.99,126.79,127.95,126.68
127.01,127.67,128.26,126.82
127.17,126.86,127.50,126.02
126.72,126.61,127.26,126.51
127.23,125.29,127.84,125.26
126.30,128.12,128.49,126.16
127.31,126.36,129.14,126.15
126.36,125.18,128.19,124.54
126.56,128.93,128.97,125.94
129.46,130.27,131.06,129.46
130.76,129.75,131.12,129.33
130.11,128.50,130.62,128.30
129.56,128.34,130.31,127.11
126.95,126.20,127.37,125.09
126.20,124.13,126.55,124.11
123.71,125.29,125.51,123.29
126.00,125.24,126.50,124.09
125.02,125.36,126.36,124.87
126.35,127.00,127.57,125.38
126.77,124.87,127.07,124.76
124.56,125.64,125.77,123.27
124.16,124.88,125.85,124.12
125.70,124.34,125.88,124.00
123.36,127.96,128.73,121.54
126.81,125.21,127.62,125.01
125.49,125.89,125.91,123.20
126.43,127.33,127.47,125.38
126.85,126.35,128.03,126.03
126.76,127.04,127.49,125.87
127.00,124.80,127.24,124.32
123.86,123.40,124.75,122.93
124.08,125.03,125.16,123.63
125.27,125.42,126.19,124.86
126.76,126.83,127.08,125.60
126.81,127.61,127.71,125.66
127.02,128.03,128.17,126.19
128.00,128.00,128.86,126.85
127.71,127.79,128.11,127.09
127.41,131.17,131.22,127.15
131.00,130.98,131.34,130.45
130.82,131.85,131.96,130.27
131.85,131.07,132.00,130.78
130.76,130.14,131.15,129.80
129.81,130.00,130.49,129.78
130.00,131.35,131.57,129.64
130.38,129.73,130.76,128.96
129.66,128.89,129.66,128.75
130.32,131.46,131.57,129.59
130.75,128.51,130.86,128.24
128.59,128.10,128.66,127.67
127.45,127.03,128.47,126.18
127.50,127.94,128.54,127.25
128.51,128.60,129.30,127.99
128.40,127.42,129.54,126.61
129.39,132.97,133.00,129.39
132.55,132.35,132.82,130.42
132.16,133.89,134.62,131.11
133.78,134.76,135.01,133.77
135.88,136.63,136.88,134.85
136.36,137.87,138.50,135.62
137.37,135.65,139.03,135.58
135.65,133.71,136.92,133.60
132.67,133.07,133.97,132.21
133.24,133.69,134.52,133.18
134.59,135.57,135.80,134.28
134.55,134.34,136.24,134.18
134.67,132.00,134.72,131.29
132.26,133.11,133.68,131.90
132.46,133.50,134.15,132.27
133.96,133.02,135.00,133.02
133.00,132.82,134.16,132.11
132.91,133.57,133.88,132.43
133.43,133.73,134.45,132.92
133.29,132.72,134.24,132.72
132.72,132.68,133.17,132.08
133.16,133.62,133.98,132.98
133.26,132.49,133.53,132.31
131.81,132.10,132.29,130.87
133.23,134.03,134.54,133.17
134.28,134.44,135.18,133.56
129.18,130.69,132.61,128.79
130.28,129.55,130.30,128.68
130.10,130.02,130.67,129.35
130.70,127.27,130.70,127.00
127.79,127.63,127.99,126.34
127.36,127.13,128.05,126.54
126.70,125.68,127.35,125.25
126.50,127.66,127.74,126.18
128.24,127.78,128.98,127.73
126.15,126.65,127.52,126.15
127.19,127.66,127.72,126.37
127.81,127.75,128.50,127.18
128.96,129.98,130.22,128.96
129.69,129.87,130.25,129.49
130.00,129.61,130.24,128.11
129.36,129.85,130.18,129.05
130.62,131.10,131.33,129.76
131.12,130.16,131.13,129.69
130.25,129.97,130.48,129.74
129.88,130.55,131.23,129.60
130.59,132.02,132.96,130.55
132.19,132.84,133.48,131.84
132.87,132.15,133.30,132.15
131.31,129.80,131.59,129.80
130.51,130.99,131.14,129.93
130.70,130.13,130.89,129.54
130.24,129.63,130.24,129.25
129.84,129.46,129.94,128.51
129.10,129.57,130.03,128.34
130.07,129.98,130.25,129.18
129.03,129.50,129.82,128.91
129.05,129.57,129.89,128.43
129.25,128.27,129.54,128.17
127.99,128.57,129.01,127.45
128.59,130.18,130.48,128.59
130.40,130.52,130.76,130.29
129.87,130.02,130.52,129.23
128.88,129.54,129.71,128.20
129.66,128.80,130.31,128.27
129.00,128.64,129.30,127.40
129.00,129.68,130.45,128.83
129.54,129.97,130.30,129.54
130.46,130.09,130.91,129.98
129.99,129.55,130.68,128.99
129.15,130.27,131.47,128.88
130.21,131.53,131.98,129.44
132.84,132.21,134.12,131.97
130.92,129.45,132.18,129.30
130.84,129.76,131.26,129.40
130.67,130.82,130.89,129.83
131.14,130.95,131.46,130.39
129.74,130.39,130.91,129.68
130.86,130.95,131.01,128.71
129.94,128.20,130.60,128.11
129.62,127.82,130.00,127.77
129.74,130.63,131.00,128.69
131.37,134.29,134.38,130.75
134.72,136.59,137.02,134.17
137.35,135.25,137.47,134.76
135.79,136.66,136.76,135.71
136.26,135.75,136.78,135.05
135.82,136.17,136.49,135.42
136.34,136.47,137.04,135.71
140.22,140.06,141.25,138.08
140.50,140.60,140.94,139.55
139.64,137.94,140.72,137.60
137.48,137.02,137.59,136.29
138.73,138.65,139.12,137.45
138.31,139.62,139.76,138.31
138.93,139.12,139.60,137.47
139.13,139.53,140.25,138.89
139.50,138.44,139.78,137.68
138.68,137.77,138.99,137.51
138.97,138.69,139.42,138.04
138.37,136.92,139.12,136.01
136.92,136.02,137.08,134.34
137.04,137.18,137.51,136.47
135.72,134.58,136.47,133.85
133.56,134.71,135.06,130.57
134.95,133.72,135.13,133.37
133.59,135.02,135.24,133.50
134.60,136.31,136.40,134.01
136.15,135.32,136.71,135.20
134.45,133.73,135.05,133.50
133.58,132.34,133.70,132.25
131.01,127.96,132.04,127.91
120.90,121.67,126.12,117.98
124.53,120.05,124.88,119.93
122.56,125.26,125.46,121.22
126.73,127.91,128.10,125.57
127.53,126.52,127.91,125.64
126.51,125.37,127.24,124.89
123.00,121.45,124.24,120.78
123.10,122.78,123.10,120.68
123.26,122.77,124.25,122.38
120.68,121.17,121.99,120.18
123.62,123.69,123.79,122.19
124.82,121.62,124.95,121.41
121.23,122.03,122.63,121.06
121.43,122.90,122.96,120.93
123.33,122.16,123.33,121.58
122.87,125.09,125.48,122.15
124.99,126.28,126.64,124.40
126.42,128.23,130.76,126.01
127.36,125.78,127.50,125.46
126.12,126.33,127.23,125.27
125.00,125.25,125.42,124.21
124.81,124.62,125.62,124.35
123.81,124.00,124.24,122.69
124.66,122.65,125.36,122.22
121.16,118.13,121.92,117.10
118.29,119.84,121.31,118.13
120.47,122.28,122.42,120.47
122.70,122.10,123.06,121.00
120.04,124.49,124.52,119.92
124.40,126.55,126.76,124.40
125.35,124.09,125.97,122.41
124.69,125.20,125.57,123.95
124.73,125.85,125.85,124.13
125.76,126.52,126.69,125.59
126.14,125.90,126.50,125.31
125.07,125.48,126.70,124.83
125.18,123.97,126.12,123.52
124.30,125.47,125.54,123.54
125.86,126.40,126.45,125.30
126.27,129.03,129.07,125.98
128.69,128.62,129.58,128.04
128.73,127.11,129.99,124.19
127.76,124.00,128.04,123.67
124.49,126.47,127.28,124.10
126.78,127.03,127.26,126.20
126.60,126.79,127.95,126.40
126.89,129.25,129.31,126.08
129.23,131.38,131.51,128.90
131.42,130.78,132.41,130.78
131.28,134.54,134.76,131.01
134.08,134.26,134.69,132.61
134.36,135.25,135.33,133.37
134.75,134.95,135.73,133.74
133.97,134.30,134.42,133.11
134.36,134.30,134.70,132.97
134.31,136.03,136.47,133.42
136.40,134.86,136.65,134.80
133.81,132.44,134.93,132.42
132.67,132.33,133.69,131.91
132.58,135.54,135.61,132.51
135.00,135.44,136.80,134.94
135.68,137.73,137.95,135.54
137.78,137.40,138.58,137.16
138.29,137.84,138.40,137.42
137.80,137.60,138.60,137.07
136.59,137.96,138.11,136.20
137.80,138.66,138.95,137.62
138.64,139.96,140.29,138.64
140.29,138.40,140.66,138.36
138.86,138.35,139.67,137.16
138.52,136.77,138.87,136.53
136.74,132.57,137.62,131.78
133.58,137.07,137.15,133.38
136.85,135.53,136.97,134.94
134.95,136.05,136.98,134.56
135.42,134.39,136.99,134.01
134.42,135.13,136.10,133.98
133.23,134.20,135.05,133.06
133.85,135.41,135.57,133.41
136.31,137.49,138.16,136.31
138.68,140.45,140.74,138.29
140.28,138.16,140.52,138.10
137.26,134.51,137.44,134.51
135.76,137.55,137.64,135.58
138.10,139.53,139.70,137.20
140.00,141.02,141.45,139.64
140.94,141.32,141.75,140.75
140.97,140.70,141.21,140.53
141.58,143.03,143.50,141.39
143.04,142.86,143.65,142.51
141.97,141.85,143.21,141.84
139.45,138.75,140.15,137.32
139.00,138.51,140.94,138.37
136.55,137.45,138.45,136.55
135.00,134.31,135.26,133.14
135.60,134.16,137.01,133.82
134.34,134.88,137.29,133.39
136.29,136.97,137.90,135.54
137.42,133.77,138.01,133.00
133.64,135.79,137.36,133.44
134.59,132.76,135.20,130.65
134.57,134.91,135.65,132.90
132.66,133.05,134.66,129.54
133.47,131.68,133.61,130.74
133.59,135.31,135.40,132.92
134.73,134.73,136.25,134.28
134.59,134.10,135.06,132.07
134.05,135.83,137.21,133.34
130.86,128.17,133.00,127.18
129.07,132.06,132.06,128.60
131.26,130.69,132.10,129.64
129.31,126.89,129.86,126.53
127.94,126.05,127.94,123.19
126.36,127.80,128.61,125.95
127.00,123.18,127.25,121.30
121.75,121.94,122.82,119.75
121.03,124.45,125.47,120.73
126.07,125.46,129.00,125.22
122.86,123.30,124.29,122.25
124.52,126.48,126.55,123.96
127.72,127.42,128.42,126.42
128.17,130.70,131.61,127.56
130.26,129.69,131.37,129.29
129.52,130.16,130.76,128.31
131.00,131.44,131.99,130.32
131.03,129.74,131.62,128.84
128.38,129.77,130.07,127.65
130.00,130.57,130.99,129.08
130.94,130.71,131.60,130.27
130.24,129.19,131.04,129.13
129.84,135.28,135.74,129.70
134.84,138.12,138.58,134.72
137.75,138.67,139.04,136.46
138.78,140.30,140.99,138.46
138.72,141.55,141.62,137.29
140.24,139.08,141.03,138.78
139.65,138.15,140.27,137.47
138.94,137.96,140.16,136.70
138.88,140.22,140.86,138.80
139.61,139.77,140.57,138.86
138.59,138.26,138.77,137.03
138.29,139.08,139.43,137.46
138.81,138.25,139.33,136.58
138.85,140.00,140.77,137.76
139.50,139.63,140.18,138.88
139.15,138.85,139.98,138.38
139.00,138.82,139.75,138.42
138.15,139.02,139.22,137.40
139.59,138.53,139.88,138.12
138.39,140.15,140.28,137.70
141.04,140.79,142.04,140.35
140.75,141.59,142.21,140.14
140.21,142.67,142.99,140.19
142.18,144.05,144.93,142.16
143.36,141.38,143.36,140.96
141.43,145.11,145.31,141.22
144.45,142.05,144.53,141.43
142.87,142.21,143.32,141.47
142.51,141.66,143.26,141.45
142.27,142.43,142.82,141.53
143.04,145.05,145.10,142.99
145.34,144.62,145.77,144.50
144.62,145.34,145.47,144.07
145.42,146.47,146.60,144.76
145.87,145.59,146.77,145.15
145.82,146.44,146.86,145.00
146.12,147.35,147.77,145.77
147.47,146.85,147.94,145.64
146.74,146.56,147.24,146.30
146.13,145.61,146.38,144.54
145.61,147.14,147.75,145.16
147.21,145.32,147.90,143.28
143.90,144.25,144.58,141.13
145.01,146.50,146.77,144.98
146.16,144.87,146.23,143.73
143.23,144.55,145.03,142.98
144.18,145.14,145.78,143.79
145.00,146.97,147.53,144.86
147.29,147.46,148.50,146.78
148.36,148.83,148.89,147.08
149.00,147.97,149.95,147.95
148.29,148.92,149.26,147.58
148.37,147.89,149.35,147.40
147.90,150.24,150.43,147.70
150.19,148.82,150.95,148.06
148.43,150.11,151.22,148.01
149.51,148.42,149.56,146.93
149.35,148.85,150.31,148.35
148.85,148.84,149.44,147.87
149.24,150.68,151.06,148.79
150.84,151.16,151.68,150.60
150.93,151.20,151.85,150.51
151.52,152.13,152.17,150.35
152.00,151.77,152.12,150.52
151.29,153.06,153.45,150.63
152.58,153.55,153.70,152.31
152.71,152.87,153.28,151.29
152.80,153.19,153.90,152.03
153.20,152.69,153.61,152.53
152.96,154.14,154.30,151.99
153.60,154.15,154.81,153.01
153.04,151.80,153.28,151.42
151.50,150.52,152.34,150.44
149.74,147.98,149.82,147.12
148.39,147.41,148.66,147.26
146.64,147.23,147.40,145.23
147.11,146.24,147.38,145.83
147.72,148.37,149.20,147.55
148.95,148.91,150.09,148.39
149.10,149.85,151.50,149.05
151.50,152.14,152.19,150.80
146.63,145.35,148.84,144.62
143.84,140.93,144.65,140.21
142.37,143.15,143.27,141.50
144.47,145.16,145.65,143.09
145.59,147.76,147.78,145.13
147.94,149.23,149.85,147.47
148.20,147.25,148.74,146.64
146.40,149.11,149.38,145.75
148.84,149.06,149.73,148.45
150.47,152.69,153.42,150.36
153.07,152.34,153.65,152.01
153.23,154.38,154.77,152.45
155.01,154.80,155.17,154.09
156.60,157.73,158.07,155.70
158.37,157.04,158.37,156.75
156.65,157.05,157.32,156.06
156.27,156.64,156.94,155.56
156.79,157.69,158.10,156.54
157.53,156.20,157.79,155.72
156.82,156.89,157.37,156.02
157.00,156.98,157.56,156.29
157.00,158.89,159.13,156.30
159.39,158.90,159.50,157.48
157.16,158.82,159.26,156.56
158.94,158.84,159.99,158.38
158.75,159.56,160.68,158.57
159.53,156.44,159.79,155.89
156.83,156.00,156.83,155.67
156.62,156.42,157.69,156.25
157.32,157.51,157.81,156.82
157.44,156.52,157.81,156.16
156.54,156.68,157.25,156.25
156.79,156.01,157.37,155.60
156.24,157.46,157.55,155.84
156.77,155.49,156.84,155.05
155.69,155.97,156.46,155.29
155.62,154.97,155.96,154.97
155.46,154.67,155.54,153.67
154.22,153.35,154.47,152.74
152.88,153.58,153.81,152.50
153.68,153.99,154.27,153.28
154.56,154.55,156.19,154.17
154.36,151.26,154.50,150.78
151.29,151.35,152.39,150.75
151.92,152.36,153.05,151.45
152.28,153.51,154.11,152.17
153.80,153.16,154.04,152.06
153.17,152.19,153.40,151.56
152.65,150.95,152.83,150.40
151.23,151.18,151.84,150.67
151.25,151.00,151.39,150.67
150.63,150.50,151.43,150.29
150.40,150.65,151.24,150.38
148.09,143.68,148.52,143.68
143.19,146.40,146.76,143.01
145.25,145.15,145.86,143.11
145.01,147.85,147.87,145.01
148.37,150.00,150.81,147.95
150.17,150.05,150.39,148.95
150.18,150.00,151.28,149.91
151.37,151.62,152.53,150.46
152.46,155.42,155.62,152.12
156.41,157.66,158.11,155.68
156.85,157.66,158.15,156.71
156.98,156.16,156.98,155.61
156.45,158.88,159.02,155.83
159.09,158.64,159.09,157.14
158.63,156.06,159.27,155.34
156.70,159.06,159.53,156.70
157.95,159.12,159.22,157.57
158.98,157.57,159.44,156.47
158.41,158.28,158.80,157.68
158.51,158.44,158.51,157.21
159.00,158.21,159.00,157.00
159.24,159.11,160.10,158.55
156.00,154.90,156.59,153.79
154.99,153.80,155.26,153.59
152.75,152.03,153.14,151.11
152.89,151.71,152.93,151.50
151.85,150.78,151.85,150.30
152.19,151.67,152.32,151.06
151.11,151.80,152.03,151.01
151.81,151.66,152.12,151.09
150.70,150.66,150.79,149.76
151.73,153.11,153.40,150.96
149.35,147.97,150.66,147.75
147.17,148.04,148.14,146.15
151.99,149.22,153.28,148.53
149.50,147.21,149.74,147.04
147.45,147.03,148.41,146.96
148.00,146.02,148.00,144.34
145.76,145.80,146.96,145.52
145.83,146.08,146.85,145.70
146.21,146.57,147.68,146.21
148.88,151.81,152.39,148.17
151.41,152.56,154.04,150.58
154.64,152.05,157.02,149.45
153.80,154.35,155.60,152.87
153.39,151.25,153.59,150.66
152.52,148.02,153.05,147.73
148.49,148.66,149.05,147.06
148.88,149.49,150.12,148.63
149.59,148.88,149.87,148.42
148.77,145.81,149.20,145.63
146.49,146.17,146.50,144.74
146.55,143.00,146.55,141.75
142.10,143.51,143.61,141.46
143.47,144.18,144.21,142.72
142.94,140.32,143.38,139.53
140.70,141.27,142.00,139.74
142.03,140.11,142.42,139.94
140.47,139.63,140.66,139.07
139.60,141.91,143.16,139.32
143.05,141.38,144.85,141.14
