XOM,Exxon Mobil Corporation Common Stock,NASDAQ
90.24,89.05,90.52,88.79
89.76,89.48,90.14,88.85
88.95,88.48,89.50,88.02
89.58,89.11,89.62,88.48
89.42,89.80,89.97,88.73
90.24,90.04,90.67,90.03
89.85,90.35,90.75,89.56
90.39,90.30,91.13,89.96
90.37,90.64,91.10,90.12
90.63,90.69,90.87,90.14
91.10,91.57,91.61,90.57
91.96,92.25,92.53,91.90
92.64,93.34,93.44,92.25
93.28,92.82,93.39,92.38
93.80,93.27,93.81,93.04
93.25,93.40,93.45,92.72
93.19,93.25,93.50,93.09
93.19,93.30,93.47,92.77
93.56,93.46,93.74,93.14
93.80,94.38,94.84,93.71
94.69,95.17,95.25,94.41
94.87,94.83,95.20,94.78
94.86,95.20,95.49,94.84
95.31,94.99,95.31,94.42
94.69,94.97,95.31,94.42
94.77,94.79,94.86,93.84
94.51,94.03,94.52,93.61
94.22,93.81,94.33,93.46
93.93,93.75,94.60,93.38
92.69,92.73,93.10,91.25
92.46,91.95,92.53,91.34
91.42,91.59,91.76,91.01
91.33,91.47,91.91,91.28
91.18,91.34,91.55,91.13
91.93,91.78,91.97,91.28
91.20,90.72,91.36,90.43
90.43,89.89,90.43,89.69
89.85,89.40,89.92,89.14
89.34,88.95,89.48,88.90
88.66,88.16,88.87,88.06
88.01,87.91,88.49,87.65
87.82,86.92,87.87,86.78
87.13,86.83,87.87,86.83
86.95,86.42,87.35,86.39
86.58,86.98,87.42,86.45
87.15,87.52,87.69,86.76
87.50,87.09,87.70,86.82
86.62,86.82,87.49,86.58
87.28,88.84,88.99,87.28
88.63,87.27,88.63,87.23
87.39,87.16,87.55,86.79
87.70,87.15,88.00,86.83
87.01,87.76,87.98,86.90
88.06,87.35,88.30,87.33
87.49,87.25,87.73,86.80
87.34,88.04,88.19,87.31
88.40,87.82,88.40,87.28
87.88,88.84,88.85,87.88
88.59,87.98,88.80,87.86
88.15,88.40,88.88,88.15
88.88,88.67,89.18,88.49
88.71,88.94,89.35,88.65
88.91,89.58,89.87,88.37
89.64,89.28,89.74,88.98
89.53,88.66,89.75,88.59
88.29,87.75,88.91,87.64
87.59,87.36,88.07,87.28
87.59,87.14,87.60,86.93
87.40,87.07,87.45,86.81
86.85,86.90,87.01,86.61
86.06,86.04,86.70,85.61
85.99,86.00,86.34,85.78
85.75,86.08,86.11,85.28
86.04,85.50,86.05,85.34
86.31,86.32,86.42,85.68
85.57,85.90,86.29,85.27
85.86,85.51,85.95,85.47
85.35,85.16,85.59,84.83
85.52,86.04,86.04,84.79
85.90,86.95,86.95,85.50
86.51,87.60,87.74,86.51
87.47,86.79,87.58,86.64
87.48,87.31,87.86,86.72
87.13,87.48,87.50,87.01
87.69,87.55,87.74,87.30
87.50,87.23,87.65,86.84
87.29,87.98,88.15,87.13
87.52,87.61,87.65,86.95
87.98,88.42,88.73,87.97
88.23,87.97,88.65,87.82
87.83,88.23,88.46,87.61
88.45,88.93,89.03,88.44
88.97,88.81,89.48,88.69
89.45,89.62,90.96,89.20
89.74,89.82,90.04,88.27
90.00,92.10,92.27,90.00
91.34,91.99,93.25,91.24
92.42,93.22,93.28,92.12
92.64,91.96,92.98,91.76
91.80,92.73,92.82,91.48
92.85,92.96,93.23,92.50
92.67,92.67,93.32,92.50
92.22,92.59,92.74,92.07
92.68,93.22,93.42,92.68
94.15,95.27,95.29,94.03
95.98,95.45,96.00,95.06
95.40,95.42,95.79,95.16
95.75,94.68,95.95,94.37
94.85,94.69,95.39,94.63
94.96,95.01,95.07,94.29
95.21,95.09,95.75,94.83
94.75,94.27,94.81,94.15
94.36,93.80,94.42,93.48
93.65,93.48,94.22,93.30
93.27,93.52,94.04,92.92
93.60,94.39,94.48,93.23
94.19,94.67,94.90,93.92
94.07,94.13,94.65,93.92
94.97,95.65,95.71,94.59
95.95,95.84,96.25,95.60
95.90,95.71,95.98,95.39
95.38,94.26,95.54,94.16
94.50,95.36,95.88,94.28
95.13,95.31,95.92,94.66
96.28,97.22,98.88,96.13
97.02,96.75,97.13,96.03
97.43,99.54,99.95,97.01
99.50,99.43,99.60,99.00
99.39,98.68,99.60,98.60
99.00,98.51,99.29,98.39
98.33,99.22,99.44,98.33
99.42,100.90,101.03,99.38
101.24,101.51,101.74,100.99
101.53,100.31,101.55,100.31
100.49,101.20,101.39,100.43
100.60,99.75,100.76,99.39
99.77,99.51,100.17,99.14
99.94,99.66,100.14,98.89
99.61,101.07,101.22,99.42
101.19,100.74,101.19,100.15
100.20,99.76,100.39,99.03
99.99,100.52,100.63,99.12
99.91,98.55,100.10,98.27
98.80,99.12,99.27,98.65
99.16,98.78,99.35,98.63
98.79,98.94,99.04,98.25
99.18,99.16,100.34,98.67
98.57,98.50,98.89,98.04
98.88,97.88,98.95,97.84
97.25,96.97,97.39,96.01
96.18,94.85,96.25,94.82
95.08,94.92,95.58,94.75
95.35,95.65,95.92,94.77
94.93,95.11,96.20,94.65
94.00,93.99,94.95,93.06
92.85,92.16,93.28,91.70
91.92,90.05,92.31,89.64
90.37,90.02,90.64,89.39
90.31,89.58,90.61,89.38
89.51,89.80,90.18,89.25
90.12,90.58,90.63,89.75
90.45,89.52,90.53,89.36
89.56,90.84,91.00,89.40
91.01,91.08,91.86,90.64
90.59,91.43,91.65,90.40
91.81,94.11,94.43,91.60
94.07,94.07,94.72,93.36
93.80,93.95,95.29,93.80
93.85,95.37,95.77,93.75
95.48,95.03,95.58,94.94
95.61,96.44,97.25,95.41
96.54,96.31,96.97,95.96
96.56,95.79,96.86,95.53
95.58,95.84,96.05,95.16
95.96,96.27,96.83,95.78
95.76,95.50,96.54,94.83
96.59,96.52,96.86,95.87
95.20,93.80,95.29,93.40
93.67,93.76,93.94,93.27
94.37,94.99,95.06,93.99
95.15,95.50,95.55,94.66
95.36,94.01,95.59,93.52
93.64,94.21,94.47,93.55
94.44,93.64,94.57,93.33
93.58,93.47,94.22,93.29
93.95,94.32,94.53,93.75
94.41,94.71,95.25,94.07
94.65,93.73,95.30,93.13
93.44,94.58,94.74,93.01
95.10,94.31,95.99,94.31
94.76,94.64,95.10,94.48
95.10,94.91,95.82,94.80
95.56,94.70,95.58,94.41
94.61,96.24,96.50,94.06
96.47,97.70,97.97,96.47
98.49,97.68,98.85,97.32
97.65,97.73,97.93,97.28
97.53,97.95,98.06,97.18
97.83,97.93,98.54,97.56
98.30,97.36,98.71,97.28
97.25,96.78,97.53,96.75
97.01,97.45,97.88,96.75
97.75,97.33,97.79,96.63
96.98,96.78,97.78,96.24
96.51,96.72,97.44,96.28
97.49,97.86,98.06,96.74
97.58,98.68,98.70,97.07
99.05,99.94,100.10,98.97
99.69,100.42,100.97,99.69
100.03,100.93,100.93,99.89
100.53,100.37,100.86,100.22
100.59,100.50,100.95,100.33
100.48,100.01,100.60,99.86
99.99,100.41,100.57,99.93
100.72,101.17,101.46,100.31
101.57,101.45,102.57,101.23
101.13,102.41,102.41,100.71
101.96,101.41,102.39,101.20
101.28,102.01,102.91,100.98
101.69,102.91,103.13,101.58
102.60,102.67,103.30,102.41
103.12,103.11,103.45,102.79
103.09,102.32,103.29,102.17
101.71,101.95,102.18,101.26
102.33,102.23,102.35,101.53
102.18,102.36,102.71,101.94
102.36,102.29,102.68,102.11
102.00,100.78,102.42,100.33
100.59,100.74,101.00,100.32
100.42,100.87,101.11,100.42
100.69,100.67,101.08,100.45
100.85,102.03,102.22,100.72
101.81,101.50,101.97,101.47
101.55,101.32,101.93,101.27
101.61,101.36,101.90,100.93
101.23,101.06,102.07,101.05
101.54,101.27,101.65,101.02
100.80,100.53,101.15,100.37
100.53,99.94,100.88,99.67
99.59,100.39,100.69,99.59
100.21,100.04,100.46,99.96
100.10,100.55,100.83,99.96
100.61,101.60,101.63,100.60
101.45,101.52,101.96,101.19
101.48,101.46,101.73,101.00
101.19,101.95,102.33,101.00
102.46,101.66,102.95,101.57
101.93,102.65,102.66,101.63
102.57,102.92,103.25,102.17
102.58,102.42,102.59,101.45
102.57,102.73,102.95,102.06
102.61,102.63,102.84,101.68
103.28,103.83,104.06,102.94
104.11,104.38,104.61,103.88
104.18,102.73,104.47,102.47
102.34,102.14,102.62,101.53
101.94,102.03,102.38,100.85
101.67,101.21,101.79,100.66
101.21,100.68,101.27,100.52
101.15,101.36,101.59,100.79
101.15,101.57,101.64,101.04
101.95,102.59,103.27,101.68
102.33,102.65,102.65,102.02
102.33,102.83,103.23,102.17
102.96,103.55,103.69,102.81
102.88,102.57,103.07,102.04
102.40,101.74,102.50,101.32
102.17,102.68,103.08,102.16
102.53,102.39,102.60,101.74
102.56,103.77,103.79,102.54
103.38,102.31,103.89,102.29
102.69,102.73,102.96,101.86
102.36,103.08,103.19,102.06
103.64,103.54,104.19,103.50
103.64,104.25,104.45,103.53
104.42,104.28,104.72,103.95
103.93,103.18,103.99,102.96
103.29,104.37,104.52,102.83
104.21,103.55,104.76,103.52
103.73,103.25,104.15,102.57
101.98,98.94,101.98,98.93
98.62,98.80,99.55,98.18
98.74,100.13,100.43,98.31
99.48,98.20,99.54,97.78
98.20,98.98,99.65,98.20
99.77,98.27,99.84,97.63
98.81,99.74,99.79,98.32
99.28,98.73,99.42,98.54
98.21,98.49,98.69,97.82
98.82,99.09,99.31,98.48
99.10,99.09,99.28,98.60
99.24,99.03,99.43,98.14
99.28,99.52,99.53,99.10
99.50,99.49,99.95,99.43
99.55,99.70,99.90,99.04
99.80,99.28,100.07,99.26
98.89,98.50,98.98,98.08
98.81,98.75,98.90,98.50
99.12,99.64,100.31,99.02
99.78,99.53,99.96,99.09
99.04,99.57,99.74,99.01
99.38,99.46,99.67,98.72
99.43,98.49,99.59,97.81
98.86,99.11,99.59,98.86
99.00,98.36,99.45,97.97
98.74,99.26,99.30,98.11
98.92,97.77,98.92,97.45
97.69,97.39,98.03,96.96
97.36,96.81,97.53,95.83
96.32,97.03,97.12,95.82
96.53,95.78,96.59,95.63
95.73,96.29,96.40,95.40
96.23,97.43,98.05,96.02
97.91,97.08,97.93,96.80
97.15,96.61,97.32,96.48
97.08,97.12,97.56,96.87
96.90,96.54,97.00,96.27
96.28,96.03,97.16,96.03
95.87,95.82,96.25,94.84
95.66,94.25,95.89,94.20
94.33,95.43,95.76,93.80
94.71,94.43,94.78,93.80
94.11,94.05,94.81,93.62
94.11,92.86,94.54,92.72
92.39,93.30,93.90,92.06
93.60,93.92,94.11,92.58
94.01,94.52,95.33,93.91
94.27,93.37,95.19,93.33
93.42,94.61,94.83,92.42
94.05,91.82,94.49,91.63
92.44,91.60,93.27,90.90
91.32,90.84,92.53,90.76
91.49,90.55,92.23,90.06
89.00,90.22,90.61,86.91
88.58,90.60,91.27,88.18
91.13,91.21,92.25,90.50
90.63,91.77,91.89,90.63
92.86,93.65,94.03,92.36
93.96,93.13,94.59,92.98
94.31,94.11,94.98,93.87
94.19,94.49,94.53,93.22
93.85,93.71,93.85,92.77
94.44,95.10,95.20,93.93
95.42,94.59,95.98,93.62
93.87,94.45,94.67,93.22
94.99,96.71,96.89,94.31
96.56,95.26,97.10,94.80
94.50,94.52,94.89,93.89
95.36,95.07,95.77,94.65
95.18,96.26,96.42,94.28
95.80,96.59,97.16,95.72
96.87,96.28,97.10,96.07
95.78,96.41,96.51,95.61
95.90,95.38,96.40,95.11
94.96,94.66,95.21,93.83
94.87,95.09,95.11,94.65
94.85,95.11,95.14,94.19
95.08,94.87,95.75,94.53
95.08,95.61,95.74,94.13
95.37,95.82,95.90,95.26
97.20,96.81,97.20,96.10
96.34,95.72,96.80,95.25
96.01,94.78,96.03,94.37
94.64,94.48,95.13,94.36
91.50,90.54,91.85,90.11
90.36,92.35,92.87,90.28
92.32,94.19,94.67,92.01
94.67,94.95,95.33,94.00
94.13,94.37,94.61,93.07
93.95,93.82,94.59,93.35
92.90,91.70,93.13,91.37
91.23,91.38,92.06,90.76
90.72,88.67,90.73,88.20
88.86,89.20,91.54,88.85
88.71,86.60,89.00,86.60
87.53,86.90,88.60,86.50
86.38,86.41,89.20,86.19
87.24,89.02,89.90,87.15
90.37,91.16,91.16,88.40
90.21,93.64,93.64,89.61
92.96,93.33,93.67,92.45
93.52,94.59,95.18,93.05
94.22,93.78,94.25,92.98
93.99,93.21,94.43,92.62
93.33,93.07,93.86,92.89
92.77,93.02,93.39,92.51
92.42,92.45,93.13,92.06
92.25,92.83,93.05,91.81
92.10,90.29,92.40,89.50
90.24,89.81,91.41,89.02
90.65,90.72,91.48,90.00
91.25,92.23,92.27,91.00
92.30,92.10,92.78,91.37
91.24,90.33,91.34,89.82
90.88,90.00,91.43,89.11
88.95,89.74,89.89,87.26
90.43,88.96,90.66,88.51
88.98,91.12,91.19,88.98
91.14,91.09,91.78,90.38
91.74,91.87,91.99,91.01
92.31,92.87,92.97,91.32
92.28,90.89,92.48,90.79
90.61,91.76,91.94,90.47
91.24,90.95,91.60,90.60
90.88,87.95,90.93,87.82
88.22,87.58,88.26,86.03
87.16,87.42,88.42,86.25
87.85,89.58,89.59,87.50
90.90,92.25,92.33,90.81
91.64,91.46,92.27,90.51
92.39,92.36,92.54,91.70
92.10,91.50,92.28,90.96
91.40,91.56,92.29,91.24
91.74,91.01,91.74,90.30
90.02,90.60,90.83,89.79
91.46,92.37,92.66,91.02
92.70,93.37,93.45,92.28
92.75,93.05,93.07,92.29
91.99,91.01,91.99,90.39
89.64,89.44,90.42,88.58
89.40,89.92,89.94,88.85
89.26,89.01,89.55,88.74
89.33,89.42,89.78,89.13
89.57,89.60,89.70,89.08
89.13,88.65,89.18,88.08
88.89,88.54,89.28,88.34
88.34,88.04,88.52,87.35
87.93,87.62,88.02,87.13
87.96,87.18,87.96,86.93
87.07,86.74,87.19,86.52
86.41,85.63,86.60,85.32
86.12,85.16,86.38,85.12
84.82,84.26,85.53,84.24
84.93,84.02,84.93,84.00
84.43,84.22,84.72,84.06
83.90,83.87,84.18,82.68
83.71,84.76,84.86,83.27
84.54,84.08,84.85,84.02
83.54,86.07,86.37,83.43
85.19,84.41,85.50,84.33
84.67,84.54,85.40,84.39
85.02,85.43,85.78,85.01
85.30,84.52,85.78,84.50
85.05,84.86,85.57,84.77
85.30,84.32,85.57,84.09
84.04,83.58,84.05,83.33
84.27,85.63,85.82,84.25
84.85,85.00,85.34,84.46
85.70,84.46,86.00,84.26
84.09,84.30,84.94,83.85
85.15,85.13,85.64,84.20
85.01,85.75,86.17,84.76
85.80,84.06,85.90,84.02
84.00,84.65,84.73,83.81
85.37,85.56,86.04,84.77
85.92,85.34,86.25,85.24
85.60,86.63,87.48,85.53
87.14,88.08,88.53,87.14
87.88,87.73,88.16,87.11
87.14,86.93,87.36,86.16
87.13,87.24,88.10,87.08
87.38,86.88,87.62,86.69
87.04,87.46,87.80,86.34
87.36,87.54,88.38,87.31
87.19,86.97,87.36,86.66
87.41,87.01,87.60,86.76
87.22,87.80,87.86,87.04
87.50,87.87,88.07,86.96
88.67,87.37,88.67,87.22
87.85,88.85,88.95,87.70
89.42,89.11,89.88,88.95
89.97,88.61,90.09,88.52
89.65,88.19,89.96,87.79
88.00,87.60,88.10,86.92
88.47,88.99,89.07,87.82
88.53,86.78,88.57,86.65
86.89,87.02,87.46,86.42
87.28,86.56,87.73,86.40
86.93,86.97,87.34,86.75
86.80,87.35,87.62,86.60
87.31,86.85,87.46,86.78
86.47,86.99,87.21,86.21
87.39,87.13,87.40,86.91
87.28,87.21,87.44,86.96
86.99,86.52,87.10,86.50
86.04,85.35,86.37,85.03
85.30,85.11,85.89,84.77
85.11,85.11,85.57,84.82
85.10,85.20,85.58,84.88
85.25,85.13,85.47,84.80
85.12,85.14,85.59,84.91
85.23,84.95,85.84,84.86
84.70,84.22,84.89,83.78
84.13,84.28,85.00,83.98
84.18,84.85,85.21,83.93
85.29,84.58,85.43,84.49
85.84,85.21,85.97,85.00
85.30,85.09,85.70,84.89
84.58,84.02,84.68,83.86
83.53,83.72,83.98,83.19
83.81,84.68,84.75,83.40
85.03,84.73,85.13,84.41
84.80,85.48,85.96,84.72
84.92,85.21,85.48,84.92
85.39,85.17,85.60,84.97
85.22,85.07,85.28,84.59
84.89,84.68,85.34,84.66
84.85,83.93,84.85,83.93
83.83,83.86,84.10,83.49
83.05,82.82,83.45,82.80
83.74,83.20,84.90,82.80
83.28,82.37,83.53,82.11
82.79,83.14,83.28,82.55
82.42,82.53,83.06,82.12
82.19,82.87,83.23,81.49
82.25,81.97,82.98,81.91
82.87,81.60,83.15,81.58
82.09,82.22,82.49,81.72
82.11,82.42,82.61,82.07
82.38,83.11,83.32,82.26
82.61,82.76,83.42,82.40
83.18,82.91,83.48,82.80
82.51,82.61,82.84,81.79
82.15,81.76,82.41,81.60
81.93,81.66,82.43,81.43
82.35,81.79,82.47,81.58
81.73,81.14,81.97,80.97
81.16,79.94,81.16,79.72
79.23,79.26,80.13,78.97
79.70,82.48,82.67,79.57
82.18,83.14,83.20,81.91
83.18,83.01,83.32,82.42
81.67,79.21,81.67,78.93
78.70,78.06,78.93,77.63
77.88,77.17,78.61,76.93
77.87,77.17,78.23,76.90
76.94,78.09,78.26,76.91
77.55,76.83,77.97,76.62
77.09,78.75,78.75,77.09
77.01,77.49,78.07,76.33
77.44,78.79,78.87,76.96
78.32,78.65,79.29,78.27
78.64,78.36,79.28,78.25
77.93,78.77,79.18,77.45
78.53,77.90,78.67,77.58
77.51,76.23,77.58,75.93
76.00,74.57,76.18,74.57
74.10,72.13,74.89,72.07
67.99,68.72,71.38,66.55
71.31,68.71,71.44,68.20
70.63,72.50,72.75,69.15
73.80,74.85,74.89,73.01
74.71,75.07,75.98,74.41
74.28,75.24,75.55,73.30
73.30,72.08,73.35,71.51
73.06,73.23,73.24,72.00
73.64,73.79,74.91,73.34
72.93,72.46,73.14,72.25
73.72,73.50,73.72,72.97
74.37,72.00,74.68,71.85
72.81,72.52,72.98,71.80
72.40,72.69,72.72,72.01
72.31,72.49,72.58,71.76
72.44,72.86,73.31,72.41
73.51,74.30,74.70,73.37
74.41,74.46,75.47,73.85
73.26,72.68,73.56,72.12
73.10,73.39,73.61,72.73
72.35,72.74,73.52,72.02
72.87,72.30,73.20,72.29
72.00,72.73,73.15,71.72
73.29,73.23,73.53,72.76
72.62,72.60,73.46,72.40
72.65,72.97,73.19,72.14
73.40,74.35,74.35,73.33
75.20,74.06,75.58,73.30
73.39,75.88,75.90,73.03
76.65,76.81,77.15,75.79
76.96,77.89,78.56,76.26
78.97,79.20,79.29,77.53
79.31,80.03,80.11,78.54
80.05,79.26,80.17,78.62
79.59,79.30,79.59,78.72
78.72,79.16,79.55,78.49
78.97,80.16,80.48,78.78
80.19,81.48,81.53,79.90
82.26,82.48,82.50,81.45
82.01,80.99,82.17,80.76
80.55,80.83,81.06,80.20
80.86,80.21,81.15,80.11
80.68,82.89,82.96,80.66
82.41,82.98,83.00,81.89
82.52,81.22,82.73,81.17
80.57,81.09,81.16,79.73
81.31,82.28,82.58,80.93
81.79,82.23,83.22,81.79
82.47,82.74,83.88,81.26
82.30,85.28,85.93,82.09
85.66,86.85,87.44,85.58
86.77,85.98,87.08,85.70
85.55,84.81,86.23,84.50
83.93,84.47,84.47,83.22
83.56,81.95,83.60,81.80
81.93,82.35,82.61,81.86
82.42,81.62,82.56,81.40
80.57,79.41,81.28,79.32
79.28,78.10,79.58,77.94
77.94,80.90,80.99,77.91
80.71,79.96,80.88,79.63
79.89,80.74,80.90,79.59
80.51,80.30,80.78,80.04
80.57,79.79,80.94,79.65
79.60,80.28,80.71,79.06
80.35,81.88,82.35,80.20
81.30,81.25,82.17,81.10
80.58,81.23,81.26,80.46
81.42,81.66,82.65,81.25
81.76,81.89,82.13,81.27
81.31,79.55,81.64,79.42
79.72,78.41,79.85,78.02
77.35,78.86,78.98,77.03
77.33,76.80,77.50,75.75
75.27,74.63,76.35,73.79
74.84,75.63,77.19,74.73
75.80,75.69,77.50,75.52
74.82,74.34,75.54,74.34
74.30,76.03,76.22,74.09
77.43,79.43,79.60,77.33
79.04,79.15,79.61,78.00
79.02,77.96,79.23,77.95
77.57,77.28,78.78,77.06
77.79,77.26,78.10,76.65
77.70,77.65,77.90,77.21
78.68,80.19,80.22,78.32
80.27,79.33,80.27,79.12
78.12,78.74,78.86,77.91
79.99,79.16,80.08,78.84
78.32,78.11,78.99,77.97
77.51,77.95,78.44,77.43
77.50,77.46,77.94,76.46
77.19,78.12,78.14,76.92
76.64,77.47,77.64,76.59
76.06,76.23,77.99,75.90
76.35,74.69,76.65,74.50
75.01,73.69,75.12,72.56
74.12,75.20,75.42,73.15
75.85,75.65,77.06,74.94
76.21,79.12,79.92,75.80
76.33,77.58,78.17,76.30
77.93,76.40,78.24,75.19
75.07,73.18,75.72,71.55
73.16,74.10,74.99,72.61
76.42,76.57,76.77,74.72
75.75,73.98,76.34,73.90
74.77,76.70,76.77,74.25
76.00,75.29,77.47,74.72
77.35,76.99,77.66,75.62
76.73,77.85,77.85,76.25
76.66,76.29,76.79,75.44
74.19,74.59,75.62,73.55
75.53,78.48,78.53,74.26
78.58,79.83,80.00,77.56
79.40,80.08,80.10,78.57
79.30,81.16,81.78,78.91
79.98,80.08,80.67,78.69
79.77,79.35,81.45,79.28
78.34,79.60,80.15,77.58
80.08,81.03,81.07,79.81
81.70,81.22,81.85,80.28
81.65,82.00,82.78,81.16
82.90,82.45,83.06,81.86
82.19,82.50,82.55,80.91
82.50,82.39,83.44,82.20
81.99,81.23,82.37,80.88
79.91,81.52,81.77,79.67
81.56,82.01,82.07,80.02
82.89,81.75,83.08,81.69
81.88,80.15,82.40,80.05
80.56,81.28,81.77,80.32
80.95,82.70,82.72,80.31
82.66,82.40,82.72,81.54
82.66,82.29,82.97,81.76
82.31,84.46,84.46,82.21
84.00,82.63,84.21,82.48
83.22,82.40,83.85,82.24
82.42,82.18,82.66,80.93
83.22,82.19,83.53,82.01
81.48,82.41,82.64,81.02
81.60,82.82,82.85,81.52
83.02,82.87,83.16,81.94
83.68,84.10,84.68,82.72
84.59,84.20,84.60,83.25
83.84,83.62,84.14,83.50
83.08,84.12,84.86,83.01
83.86,83.75,84.30,83.52
82.94,83.98,84.03,82.93
84.03,84.22,84.36,83.70
83.67,84.53,84.61,83.16
85.03,84.52,85.05,84.00
84.07,83.59,85.10,83.59
82.40,82.96,83.39,82.39
83.06,83.16,83.90,82.78
82.61,82.21,83.13,81.99
82.69,83.31,83.46,82.30
82.76,82.37,83.17,82.05
83.30,83.21,83.45,82.85
83.33,83.32,84.24,83.28
83.69,84.35,84.63,83.37
84.50,84.83,84.91,84.04
85.00,85.43,85.90,84.76
85.30,84.97,85.66,84.78
84.97,85.78,85.86,83.86
85.85,86.21,86.31,85.22
86.23,86.80,87.44,85.97
86.59,86.79,87.84,86.57
87.24,87.53,87.64,86.82
87.09,87.33,87.40,86.35
87.75,87.63,87.94,87.06
87.95,88.46,88.72,87.33
87.86,88.03,88.78,87.50
88.68,88.40,89.78,87.74
88.24,89.13,89.48,88.08
88.40,88.11,88.63,87.36
88.30,87.94,88.74,87.60
88.76,88.04,88.97,87.62
87.46,88.51,88.68,87.46
88.60,88.57,88.76,87.23
88.90,89.99,90.00,88.82
89.16,88.81,89.68,88.72
89.80,89.67,89.93,89.15
89.28,88.66,89.66,88.51
89.20,89.57,89.67,89.00
89.27,89.53,89.91,89.16
89.80,89.35,90.00,88.65
88.61,90.11,90.16,88.45
90.39,89.74,90.40,89.38
89.00,89.60,89.90,88.82
89.89,89.67,90.40,89.55
89.85,90.26,90.37,89.59
90.25,89.80,90.46,89.27
89.40,90.01,90.05,89.32
90.00,89.02,90.20,88.73
88.43,89.24,89.45,88.13
88.21,88.53,88.53,87.61
88.44,88.37,88.83,88.03
88.87,89.34,89.50,88.69
89.75,90.71,90.92,89.71
91.03,90.79,91.30,90.53
90.18,90.67,91.03,90.11
90.40,89.98,90.92,89.78
89.92,90.59,91.43,89.70
90.45,90.43,90.87,89.85
90.23,90.16,90.90,90.00
89.70,91.22,91.39,89.11
91.49,90.72,91.59,90.19
91.29,91.12,91.59,91.07
90.72,91.53,91.64,90.25
91.84,91.17,91.93,91.01
91.93,91.80,92.07,91.19
89.88,89.39,90.80,89.15
88.90,88.86,89.10,88.11
89.73,90.91,90.93,89.52
91.41,92.46,92.70,91.12
92.33,93.74,93.83,92.30
93.36,93.84,93.98,93.07
93.12,93.02,93.60,92.25
93.35,94.09,94.12,92.44
94.34,92.96,94.49,92.35
93.39,93.54,93.78,92.92
93.75,93.89,94.41,93.65
94.67,94.95,94.95,94.09
94.65,94.88,94.92,94.11
95.05,94.95,95.53,94.62
95.44,95.12,95.55,94.64
94.92,94.82,95.15,94.40
94.76,94.47,94.94,94.20
94.25,93.93,94.42,93.80
93.89,93.85,94.26,93.46
94.11,94.01,94.29,93.72
93.47,92.20,93.62,91.76
91.63,91.53,92.03,91.11
91.51,90.91,91.81,90.63
90.54,90.20,90.73,89.61
87.61,88.95,89.01,86.12
88.08,85.86,88.15,85.59
86.45,87.04,87.32,85.58
87.01,87.49,87.49,86.60
87.50,87.48,87.65,87.03
87.73,87.56,87.83,87.15
88.05,88.59,88.89,88.03
88.62,88.70,88.76,88.18
87.78,86.41,87.92,86.01
86.69,86.72,87.27,86.26
86.96,87.85,87.98,86.90
88.42,87.81,88.50,87.64
87.83,87.92,88.18,87.37
87.92,88.11,88.18,87.66
88.38,88.91,88.94,88.12
88.63,87.80,88.74,87.79
87.31,87.99,88.10,86.85
87.84,87.72,88.02,87.56
87.50,88.02,88.16,87.35
88.02,87.46,88.03,87.24
87.63,87.27,88.11,87.00
87.04,87.84,87.92,87.04
87.87,87.52,88.25,87.37
87.14,87.14,87.21,86.22
86.72,86.84,86.84,86.09
87.42,87.42,87.58,86.93
87.84,88.57,88.64,87.66
88.65,88.24,88.67,87.97
88.55,89.05,89.37,88.04
88.66,86.84,88.66,86.80
86.78,87.29,87.71,86.63
86.46,85.21,86.47,85.08
85.04,84.60,85.83,84.27
84.67,85.08,85.65,84.52
84.51,84.03,85.05,83.56
84.58,83.83,84.62,83.81
83.73,82.54,83.95,82.54
82.82,83.30,83.62,82.31
84.28,83.54,84.55,83.38
82.68,83.45,84.31,82.59
83.52,83.06,84.50,82.93
82.59,83.24,83.34,82.29
83.46,86.90,87.23,83.34
86.97,86.46,87.20,85.68
86.84,87.28,87.81,86.65
86.94,87.05,87.20,86.54
87.38,86.25,87.50,86.07
86.83,87.00,87.17,86.70
87.25,87.04,87.47,86.44
86.95,86.74,87.40,86.42
87.54,88.44,88.67,87.51
88.08,87.74,88.19,87.30
87.22,87.13,87.72,86.67
86.35,86.56,86.87,85.43
87.19,86.54,87.54,86.48
86.48,86.54,86.79,86.07
87.17,86.77,87.33,86.38
87.19,87.17,87.85,86.88
86.79,87.21,87.50,86.60
86.42,86.62,86.82,85.70
86.74,86.91,87.32,86.07
86.67,86.72,87.65,86.60
86.25,87.09,87.45,85.95
87.28,86.92,87.66,86.80
85.28,84.78,86.36,84.14
83.88,83.32,84.40,82.99
83.50,83.65,83.92,83.27
83.30,83.45,83.88,82.94
83.68,83.66,83.88,83.05
83.63,83.57,84.33,82.76
84.49,85.45,85.47,84.40
84.73,85.31,85.83,84.49
84.05,86.25,86.71,83.66
85.91,87.05,87.99,85.66
86.53,85.67,86.73,84.89
85.30,85.28,85.65,84.33
85.77,86.82,87.06,85.77
86.74,85.75,86.78,85.58
86.44,85.23,86.88,85.02
85.21,85.28,85.65,84.83
86.44,86.49,86.69,86.14
86.69,86.68,87.24,85.97
86.54,86.92,87.08,86.31
86.71,87.12,87.14,86.54
86.95,86.47,87.13,86.37
85.42,85.90,86.08,85.08
87.60,87.30,88.19,87.20
87.98,87.24,88.50,87.24
87.19,87.04,87.99,86.60
87.39,87.48,87.82,86.92
