CWEI,Clayton Williams Energy,NASDAQ
42.08,41.93,42.50,41.21
42.23,42.39,42.87,41.75
42.29,43.13,43.15,42.29
43.20,43.92,45.20,42.21
43.05,43.36,43.79,42.72
43.54,41.54,43.54,41.27
41.04,39.90,41.30,39.90
40.73,39.55,40.79,39.06
40.40,39.43,40.40,39.29
39.71,39.09,39.80,38.57
38.68,43.50,43.72,38.68
43.39,43.85,44.12,42.47
43.75,44.43,44.45,43.62
44.25,44.65,45.10,44.00
45.35,45.39,45.71,44.52
45.28,44.96,45.88,44.77
45.10,45.86,46.04,44.81
46.05,47.72,47.89,45.27
48.20,50.41,50.75,48.00
50.41,51.43,51.80,50.41
51.32,51.94,52.03,51.09
52.04,52.35,52.77,51.70
52.69,52.22,53.31,51.79
52.05,52.79,53.00,51.89
52.36,54.13,54.21,52.36
53.86,55.06,55.50,53.86
55.98,55.00,56.32,54.68
54.93,54.40,56.03,54.00
53.89,57.01,57.78,53.80
57.11,58.17,59.10,57.11
58.52,57.97,58.52,57.16
58.15,58.00,58.50,56.92
58.00,56.93,58.25,56.37
57.22,57.39,58.24,56.72
56.96,55.39,56.96,54.09
55.11,54.99,55.34,54.27
55.10,54.58,55.24,54.26
54.19,53.37,54.80,53.12
53.40,52.22,53.66,51.88
51.77,52.09,52.88,51.77
51.94,51.20,52.10,50.65
51.65,52.24,52.44,50.73
52.49,51.15,52.49,51.11
50.38,50.54,50.81,50.00
50.19,50.88,51.38,50.17
50.31,48.60,50.50,48.14
48.60,49.36,49.93,48.20
49.69,48.38,49.69,48.31
48.68,50.75,51.60,48.40
50.79,51.10,51.68,50.50
50.92,50.78,51.45,50.72
50.14,48.75,50.48,47.13
49.02,50.50,50.59,48.60
50.12,50.86,50.99,50.12
50.58,49.26,51.40,48.80
49.82,51.38,51.58,48.98
51.36,52.00,52.82,50.50
51.70,52.14,52.39,51.70
52.47,54.11,54.39,51.73
54.44,53.43,55.11,53.04
53.34,53.95,54.29,52.91
53.98,53.87,54.73,53.41
54.08,53.89,54.34,53.86
54.30,53.07,54.44,52.83
53.72,51.97,54.27,50.41
51.74,52.70,53.41,51.74
52.91,52.65,53.27,52.05
52.90,52.00,53.09,51.67
51.91,52.41,52.59,51.61
52.29,53.33,54.07,51.89
53.69,53.61,54.32,53.01
53.99,52.64,54.04,52.21
52.79,53.89,54.20,52.72
53.60,52.60,53.99,52.11
52.00,52.47,52.67,51.04
52.60,52.59,53.60,52.30
52.48,52.94,53.70,52.48
53.27,53.24,54.20,53.23
53.38,58.18,58.50,53.38
57.31,56.38,57.91,55.93
56.39,55.08,56.96,54.76
55.93,55.03,56.27,54.62
55.70,56.80,57.19,55.22
56.48,60.23,61.00,56.48
59.31,62.62,62.89,59.27
62.23,62.90,64.50,61.12
63.82,67.94,68.77,63.82
67.40,69.81,71.00,67.40
71.13,71.59,72.01,70.32
71.99,70.56,71.99,70.16
70.84,71.70,72.15,70.18
71.77,69.94,71.77,68.63
71.30,78.27,81.33,71.30
78.72,79.69,81.01,76.94
79.68,82.48,82.78,77.91
83.07,83.63,84.20,80.45
83.62,79.64,83.66,77.70
81.92,77.83,81.92,75.60
77.94,77.62,78.23,76.63
78.56,76.80,78.56,75.14
76.86,76.76,77.92,74.60
77.91,75.07,78.00,72.55
75.56,72.73,75.56,71.52
72.48,74.85,75.45,72.48
74.94,73.28,74.94,73.23
72.76,73.31,73.85,71.87
73.06,75.59,75.75,72.38
75.59,74.95,75.99,74.27
74.96,74.37,74.96,73.00
74.42,73.55,74.55,72.64
73.29,74.25,77.22,72.49
74.80,74.83,77.58,73.97
75.42,75.37,76.91,74.94
75.58,75.00,76.21,74.83
75.25,73.88,75.96,73.79
74.43,73.70,74.90,73.04
73.32,72.00,73.33,71.60
72.50,72.40,72.90,71.01
72.72,73.80,75.50,71.47
75.44,80.67,82.09,75.44
80.19,80.97,83.57,79.84
81.20,82.00,83.38,80.00
83.00,80.56,84.30,80.24
81.41,81.46,81.79,79.56
81.06,80.63,82.35,80.12
81.02,80.53,81.02,79.00
80.50,80.20,81.47,80.08
80.65,81.26,81.89,79.45
82.28,83.18,83.18,81.30
82.55,81.84,83.10,80.76
82.00,81.24,82.46,79.94
81.50,82.64,83.47,81.15
82.77,82.75,84.48,81.82
82.37,83.86,85.05,82.37
84.85,83.06,84.85,82.30
83.17,83.21,83.79,82.51
83.70,82.87,84.53,81.18
83.00,82.53,83.31,82.14
82.46,81.95,82.50,80.71
80.84,77.77,80.84,76.51
77.53,74.99,78.02,74.06
75.84,74.80,76.01,73.82
74.80,74.99,75.55,74.30
75.09,74.08,75.09,73.20
73.80,73.43,73.97,72.26
73.88,74.10,74.85,73.26
73.80,69.60,73.95,69.23
70.30,71.42,71.69,69.96
72.17,70.48,72.39,70.00
70.59,70.34,71.64,70.16
70.49,69.21,70.49,69.07
69.69,70.89,70.94,69.00
71.37,71.83,73.18,71.04
71.48,71.65,71.65,70.73
70.54,69.35,70.54,68.17
69.01,67.62,69.25,66.63
68.22,69.45,69.56,67.62
68.86,66.50,69.14,65.88
66.89,69.26,71.41,66.89
67.78,69.02,69.39,67.63
68.60,67.96,69.78,66.37
69.45,75.76,76.40,69.45
77.00,85.03,87.41,77.00
85.30,83.76,90.40,83.21
84.99,82.89,85.20,81.91
83.12,82.54,83.59,82.00
82.38,83.21,83.60,82.15
83.25,86.84,87.47,83.22
86.47,88.30,88.45,86.29
88.34,90.07,90.64,87.92
90.14,94.65,96.39,90.14
94.80,93.08,95.93,90.30
91.92,93.08,93.84,88.30
94.18,94.62,95.43,92.54
94.62,97.02,99.21,94.62
97.47,97.76,98.08,95.63
97.75,98.39,98.94,96.90
98.23,97.10,99.39,96.45
97.05,97.00,99.84,96.65
96.59,93.50,98.00,92.12
93.44,96.00,96.98,93.44
96.22,96.56,97.57,94.84
96.41,97.95,99.20,96.41
98.81,99.97,100.83,97.22
100.10,95.79,100.40,94.50
95.75,93.21,95.75,92.26
92.47,93.23,94.12,90.63
93.95,91.39,93.95,89.50
91.13,91.17,91.69,89.86
91.71,91.71,93.09,90.40
91.79,93.19,93.48,91.20
93.32,91.30,93.50,90.51
91.07,90.54,91.07,89.22
91.00,90.30,91.94,88.27
90.58,92.67,92.87,88.51
93.60,97.50,98.50,93.10
98.46,95.56,98.61,95.22
94.98,95.39,98.40,94.86
95.86,97.88,98.80,95.86
100.99,113.01,114.46,99.97
113.27,109.80,114.42,109.51
110.42,112.34,113.36,109.10
113.04,114.03,114.53,109.54
114.31,114.54,116.65,112.77
114.02,115.26,117.29,114.00
115.00,117.21,117.80,114.55
117.99,118.64,119.44,114.56
119.06,116.47,119.06,114.70
115.15,115.50,117.48,115.02
117.56,122.64,122.68,117.56
122.64,127.25,129.51,122.46
128.53,128.38,129.19,127.27
128.70,130.76,130.98,127.50
130.80,132.42,132.42,130.11
132.49,129.92,132.87,129.33
130.26,130.54,132.90,129.55
134.32,140.03,140.46,128.79
140.69,144.59,145.36,138.82
146.22,140.69,146.46,138.30
141.93,141.14,144.63,140.37
141.23,144.48,144.50,139.67
145.27,142.87,146.35,141.27
143.31,141.46,143.63,140.53
140.00,143.76,144.60,138.01
143.76,143.00,146.93,142.14
143.62,144.00,145.54,139.52
143.17,134.00,145.00,133.78
133.67,129.94,134.96,128.24
129.43,131.44,133.67,128.43
130.20,129.81,130.94,128.16
128.60,124.79,129.51,124.26
123.32,126.88,127.38,121.48
126.70,124.06,126.70,123.38
124.16,129.00,129.23,124.16
129.11,125.89,129.66,124.63
126.05,127.76,129.75,125.72
128.60,124.78,129.39,124.61
124.49,123.99,125.62,122.84
125.26,124.00,127.41,122.26
124.66,126.12,127.00,122.86
127.38,126.50,128.59,125.06
127.09,124.59,127.84,124.31
125.25,120.22,125.25,120.06
120.00,121.09,122.14,118.11
120.38,120.18,120.97,117.92
120.23,121.62,122.12,117.56
122.49,123.73,124.99,119.74
123.36,123.76,125.80,122.70
123.76,121.87,123.76,119.39
120.74,121.80,123.29,120.29
122.02,126.99,127.37,122.02
127.00,128.08,128.46,123.62
127.67,125.29,128.50,124.89
125.18,123.31,126.30,123.27
124.00,127.63,128.16,122.12
127.70,136.00,136.35,127.03
137.13,136.66,140.88,133.31
137.11,134.57,138.20,134.04
134.68,124.50,136.25,123.15
124.92,130.50,130.71,124.07
130.71,134.50,135.16,126.64
133.40,139.56,141.06,132.24
139.87,137.37,139.87,134.67
136.82,136.54,140.24,136.00
136.58,138.34,138.90,133.85
138.38,136.86,138.71,135.82
137.41,134.03,138.86,133.73
133.82,135.02,135.77,130.34
135.81,133.04,135.81,132.42
130.36,129.92,130.79,126.00
130.95,129.88,131.48,126.86
130.30,131.99,133.83,129.78
131.02,124.63,132.38,123.41
126.25,133.72,134.37,126.10
134.03,130.12,135.96,129.25
129.58,131.03,131.51,128.75
129.66,134.20,134.77,128.96
135.07,138.97,139.43,133.08
139.90,141.43,142.28,137.03
140.00,133.02,140.00,131.10
125.30,126.29,135.60,125.30
125.96,115.87,125.96,114.31
115.29,112.50,118.40,111.73
113.11,109.40,113.98,108.53
107.00,106.41,108.10,104.07
105.85,109.08,109.54,104.13
108.09,111.81,112.94,107.19
112.20,108.33,114.63,105.56
107.70,110.50,114.62,107.54
111.50,108.03,111.50,107.19
108.29,113.00,113.99,108.29
114.46,116.32,118.82,113.12
115.15,112.13,115.84,111.57
112.71,111.04,114.24,110.09
111.22,108.02,111.22,107.41
108.89,113.62,113.86,108.89
114.95,112.85,115.20,111.65
112.96,117.06,117.65,112.96
118.10,115.25,118.10,113.09
115.04,117.30,117.76,111.99
116.94,115.54,116.94,114.14
116.65,117.28,118.49,116.56
118.15,117.29,118.21,116.66
117.29,115.92,117.29,115.16
115.27,113.71,115.27,111.47
113.71,118.44,118.91,112.00
117.63,114.57,118.27,112.29
115.67,114.35,117.15,113.88
114.32,106.60,114.32,105.39
106.67,106.01,107.81,103.95
105.02,101.85,105.08,98.20
101.22,100.18,105.17,99.58
100.19,103.22,103.81,97.35
101.80,104.62,105.27,100.72
104.28,101.59,104.28,101.00
101.17,101.61,103.16,99.36
101.11,105.65,107.43,101.02
105.54,104.87,107.82,103.97
105.37,103.62,106.79,102.48
103.98,102.57,103.98,101.34
101.55,100.25,101.55,97.70
99.48,99.80,103.35,99.00
99.88,102.51,105.12,96.97
102.20,98.75,102.20,97.94
98.66,101.89,102.93,97.43
100.09,104.45,104.91,99.50
103.93,96.45,104.99,95.79
95.93,92.30,99.16,90.77
91.81,94.47,95.57,86.45
95.49,91.31,96.46,91.29
91.81,91.85,92.91,88.24
90.49,88.87,93.46,88.86
88.33,90.19,90.63,82.54
89.73,85.98,89.87,84.30
85.86,82.61,87.66,80.99
82.96,75.98,84.76,75.87
77.26,72.41,78.89,71.70
71.64,77.34,77.56,68.26
74.33,82.96,86.26,74.33
85.48,73.88,85.48,73.84
73.46,70.65,74.70,66.06
72.17,74.91,75.53,69.39
75.35,69.12,75.60,68.79
72.00,72.38,75.31,67.99
72.82,73.07,76.76,71.16
72.07,72.78,73.94,69.07
73.91,78.52,78.73,72.55
80.58,83.07,85.80,79.66
81.56,79.66,82.55,77.44
79.95,83.14,83.86,76.26
82.68,79.37,85.58,78.41
76.51,75.69,77.27,73.91
76.53,78.80,80.00,74.77
77.79,80.57,80.82,75.22
80.79,88.90,90.00,80.79
89.50,84.05,93.00,83.82
84.21,86.77,87.69,83.00
84.69,86.90,89.95,84.69
86.15,83.49,86.38,81.43
83.49,84.33,85.00,81.25
83.42,78.99,83.42,77.01
79.40,80.72,81.47,77.20
81.11,79.97,81.98,77.87
80.34,82.84,83.91,80.34
85.69,86.15,87.88,83.60
85.77,82.35,86.92,81.04
83.32,81.17,84.36,79.62
80.34,77.85,81.18,77.30
72.44,57.94,72.44,57.42
57.75,57.02,59.71,51.88
58.02,59.07,61.83,57.11
61.67,61.50,64.70,60.00
60.16,57.21,60.16,56.68
56.53,55.71,58.90,54.06
53.54,50.12,54.59,49.71
50.10,55.43,55.47,50.10
53.27,52.20,54.77,51.16
52.11,52.96,55.33,51.14
51.57,51.45,54.24,51.10
52.20,51.14,53.27,50.06
50.10,53.73,55.99,50.08
53.70,57.88,60.88,53.70
59.94,58.18,61.95,54.63
59.40,63.38,63.63,57.10
62.98,62.07,63.20,60.05
63.52,64.52,64.90,61.62
63.86,63.72,64.20,61.02
64.27,62.60,66.07,61.96
63.68,62.13,64.91,60.50
60.58,60.51,62.32,59.86
59.53,63.80,63.87,58.07
63.46,63.87,65.50,61.62
61.91,58.86,62.15,57.60
58.25,56.27,61.34,55.10
58.42,55.44,58.42,53.92
55.70,54.32,56.72,53.42
54.54,57.22,57.77,53.28
55.36,54.29,55.45,52.56
55.89,54.41,57.22,53.00
53.33,58.27,58.97,52.92
59.53,55.09,60.57,54.91
55.75,56.64,58.32,55.17
55.15,53.75,55.28,52.75
54.05,55.12,55.90,54.04
55.60,54.94,55.60,53.27
54.85,56.57,56.88,54.02
56.15,58.07,59.09,55.63
57.68,58.93,59.89,56.75
57.90,54.21,57.90,53.59
54.87,55.55,55.99,52.12
54.80,55.90,58.26,53.42
57.15,61.25,61.31,56.86
62.99,64.30,67.94,60.76
62.69,63.25,64.31,60.18
63.67,63.24,66.84,62.58
64.33,65.20,66.50,63.62
65.88,66.62,68.70,65.30
65.93,64.36,67.62,63.11
63.07,65.96,66.02,61.60
67.70,67.19,70.87,66.91
68.50,70.73,71.17,67.58
69.86,70.57,71.59,68.23
69.25,67.22,71.35,66.64
65.66,64.40,66.24,63.10
64.50,63.57,65.33,62.28
62.43,63.69,64.62,61.95
64.32,63.37,64.50,62.91
63.22,64.20,65.19,62.11
59.71,52.79,61.88,52.74
53.00,49.06,53.08,49.05
49.04,46.66,49.76,46.00
47.00,46.12,47.78,45.76
46.12,46.53,46.90,43.56
46.23,44.23,46.23,43.44
43.66,44.45,46.10,43.00
44.23,43.36,44.23,42.44
42.92,43.72,44.78,42.51
43.01,45.75,45.93,43.01
46.07,44.58,46.51,43.72
44.26,44.37,44.70,43.10
44.18,44.00,44.54,42.50
43.49,44.53,45.72,42.84
43.88,47.99,48.49,43.19
46.92,45.90,46.92,44.54
46.29,47.96,49.55,46.28
48.15,46.95,48.92,46.83
46.94,45.96,47.80,45.11
46.31,47.97,48.98,45.00
48.74,49.55,50.45,47.97
49.09,49.61,50.11,47.95
50.57,50.17,50.67,48.97
49.27,50.63,51.35,48.90
51.04,50.50,52.42,50.37
51.37,50.72,52.45,50.18
51.03,53.34,53.98,50.90
52.85,55.88,57.01,52.85
56.08,53.51,56.97,53.39
54.09,54.88,55.10,53.30
55.33,54.64,55.95,54.34
55.38,54.77,56.00,54.34
55.19,55.99,56.56,55.18
56.43,58.74,59.17,55.80
58.41,57.98,59.70,57.10
57.69,57.26,58.29,56.77
57.37,57.83,59.09,57.31
57.98,55.72,57.98,55.69
55.80,55.96,57.33,55.09
56.28,57.10,58.40,56.15
56.90,56.75,58.02,55.74
57.28,55.27,57.55,55.24
55.41,56.40,56.61,54.86
56.20,58.86,59.27,55.73
55.71,55.67,59.48,55.07
55.72,50.26,55.98,49.90
50.49,50.47,51.98,49.45
51.15,48.16,52.31,48.02
48.83,47.67,49.16,47.01
47.83,46.18,48.33,45.74
46.61,47.85,47.86,44.96
48.31,48.13,49.19,47.12
48.03,48.97,49.25,47.28
49.54,47.97,50.38,47.83
48.12,48.54,49.14,47.41
48.27,51.32,52.74,47.87
51.15,53.66,53.67,50.43
52.93,49.99,53.32,49.27
50.21,49.56,50.51,48.74
49.89,51.15,51.50,49.75
50.66,52.29,52.41,50.30
51.48,51.94,52.30,51.20
51.55,52.00,52.82,51.00
51.79,50.01,52.15,48.72
50.23,51.64,51.80,49.60
51.54,51.89,51.90,50.81
52.49,53.51,54.24,52.25
53.40,54.56,54.84,52.69
54.30,54.57,54.86,53.34
54.36,58.25,58.35,53.72
57.86,58.48,59.13,57.30
58.77,60.25,61.90,58.03
61.05,64.49,64.88,60.39
64.15,63.84,65.41,62.47
63.57,63.65,65.04,63.12
63.00,64.38,66.58,62.64
64.48,65.79,65.88,63.88
66.29,67.32,67.97,66.20
68.85,68.57,69.00,67.30
68.61,68.04,69.99,67.01
68.54,68.00,68.87,67.13
68.01,69.08,69.09,67.75
69.08,71.47,71.50,69.08
71.23,72.98,73.15,71.18
72.95,71.36,72.95,70.75
69.37,67.98,70.78,67.88
68.64,65.75,69.22,65.16
65.00,59.23,65.99,59.15
58.49,56.76,59.81,56.39
55.51,52.81,56.39,52.44
52.43,51.23,52.43,48.35
50.37,46.40,52.04,45.58
47.06,48.44,49.53,47.06
48.96,48.55,49.22,46.98
48.69,48.05,48.83,47.04
47.58,50.96,50.98,47.35
50.60,48.66,51.64,48.38
49.16,48.20,49.73,47.65
48.07,44.44,48.11,44.17
44.00,41.41,44.03,40.88
41.52,42.85,43.75,41.20
42.35,42.86,43.53,41.81
43.10,42.65,43.77,41.50
42.51,39.76,42.64,38.59
39.04,36.94,39.04,36.32
36.98,40.91,42.20,35.57
40.57,41.14,43.67,38.97
40.95,40.73,42.08,39.45
40.53,40.28,41.07,38.96
39.75,37.95,40.74,37.61
38.13,37.10,39.00,35.66
39.50,35.27,43.22,33.28
34.77,36.74,37.68,33.50
36.02,33.69,37.99,33.06
34.00,36.71,37.00,33.34
35.36,37.82,38.32,34.41
37.32,39.19,40.08,37.32
38.73,37.61,39.40,36.59
37.86,37.16,38.63,36.73
37.00,36.41,37.50,35.24
37.11,41.62,42.24,36.09
41.00,39.40,43.15,39.10
39.21,37.38,40.64,37.19
36.67,36.93,38.70,35.84
34.15,33.96,37.25,33.81
36.34,34.10,36.34,33.61
34.88,39.86,40.41,34.13
40.18,45.85,46.56,40.18
45.59,49.03,49.50,45.59
47.71,50.88,54.50,47.00
48.78,49.25,51.70,48.50
50.29,49.56,51.19,46.85
49.92,50.69,51.55,48.75
49.30,50.88,51.17,48.88
49.88,46.34,50.04,45.69
46.93,46.99,48.41,46.12
46.88,49.36,50.12,45.70
48.54,49.67,50.21,48.00
48.95,48.58,49.07,47.43
48.87,49.78,51.98,48.38
50.10,50.40,51.33,49.64
50.46,51.21,52.87,49.85
49.42,48.65,50.05,46.63
49.40,49.06,49.74,46.99
47.84,49.26,49.92,47.42
49.18,45.10,49.58,44.76
44.85,42.91,44.97,42.08
43.36,41.96,43.39,41.64
41.51,38.00,41.51,37.86
38.46,38.20,39.52,37.15
38.92,38.81,39.67,37.57
39.58,44.55,44.93,39.58
43.72,47.04,48.55,43.00
47.74,51.63,51.90,47.74
51.69,51.80,54.00,51.32
53.16,51.88,53.58,50.87
52.26,54.16,54.46,51.23
54.37,56.45,60.53,54.37
56.37,57.17,57.51,54.44
56.73,55.46,58.39,55.08
55.52,60.78,69.37,55.19
60.90,67.74,70.87,60.15
67.81,64.93,67.97,61.32
63.93,66.29,66.69,63.60
65.96,64.94,67.58,63.20
64.62,61.06,65.47,60.90
61.70,59.69,62.96,59.26
59.58,58.72,61.39,57.65
58.07,60.17,60.90,57.56
59.11,57.85,60.45,56.15
58.32,58.50,61.25,56.93
58.07,57.98,60.24,57.54
58.33,59.57,60.15,56.80
59.19,60.72,62.32,58.89
61.10,60.99,63.50,60.66
61.15,60.85,62.27,58.37
60.05,60.15,63.62,54.06
61.15,60.96,64.59,60.35
61.00,60.47,62.22,59.48
60.10,60.92,61.16,59.27
60.78,59.33,60.78,57.16
58.08,57.83,60.27,57.44
62.46,58.71,62.46,57.66
57.00,59.37,60.22,54.07
59.44,61.07,61.70,56.80
61.50,59.51,62.20,57.50
59.28,58.21,59.85,57.88
58.24,59.66,60.68,57.43
59.66,57.80,60.30,57.53
57.95,59.88,60.26,57.95
59.02,59.60,62.44,58.46
58.78,57.63,60.59,57.19
58.40,56.41,59.95,56.09
56.38,58.00,58.50,56.00
57.36,55.47,58.40,55.24
56.83,56.85,58.92,56.50
56.00,54.97,56.37,53.05
53.51,47.73,54.00,46.27
46.32,47.74,48.20,46.17
47.81,46.93,50.00,46.12
46.70,48.66,49.93,45.05
47.79,45.88,48.18,45.47
45.15,43.63,46.60,43.05
44.51,43.60,45.25,42.01
43.22,42.57,44.42,42.31
42.26,34.35,42.72,34.26
34.10,31.22,34.46,29.88
31.64,29.75,31.87,29.55
29.28,28.93,30.64,28.58
29.81,32.45,32.65,29.63
32.43,31.99,33.00,30.59
31.32,29.10,31.32,28.50
30.04,29.31,30.24,28.58
28.73,28.72,29.77,28.50
28.87,29.57,29.78,28.64
29.52,29.39,31.08,27.81
29.29,27.35,29.29,26.19
26.25,25.56,26.85,25.49
24.44,23.30,25.23,22.26
23.76,25.70,26.35,22.77
26.12,23.11,26.45,22.51
23.74,20.22,23.82,17.98
20.53,18.34,21.35,18.01
18.48,18.77,19.44,17.40
17.68,16.44,18.00,15.59
16.69,12.67,16.70,12.20
11.63,13.06,13.49,11.23
12.71,13.64,14.98,12.54
15.01,15.66,16.90,14.60
14.93,14.02,16.24,14.00
14.58,15.60,16.04,13.66
15.12,15.02,16.49,14.66
16.05,16.39,17.80,16.05
16.44,17.18,17.40,15.52
16.54,17.00,17.02,15.34
16.37,16.86,17.19,15.82
17.13,18.23,18.38,15.38
18.38,18.90,20.27,18.32
18.25,18.57,19.38,17.87
17.56,16.88,17.75,16.59
16.49,13.74,16.79,13.10
13.68,13.20,14.66,12.76
12.65,12.16,12.68,11.32
13.00,12.03,13.60,11.60
12.37,11.35,12.68,11.27
11.72,11.73,12.11,11.07
11.95,10.24,12.10,10.23
10.05,10.60,10.89,9.60
10.97,12.17,12.79,10.78
12.11,10.86,12.18,10.77
10.50,11.13,12.21,10.22
10.97,10.82,11.11,10.19
11.50,12.22,12.55,11.38
12.59,14.63,14.68,11.86
14.69,13.15,14.90,12.31
12.84,13.86,13.94,12.78
13.85,17.41,17.47,13.63
18.00,18.42,20.18,16.40
18.41,20.84,21.20,18.28
20.19,16.36,20.36,16.22
16.75,15.78,17.21,15.60
15.00,12.44,15.27,10.81
13.00,11.83,13.36,11.29
11.60,10.69,11.60,10.60
10.50,10.29,10.50,10.00
10.40,10.70,11.40,10.40
11.02,9.84,11.19,9.54
10.25,8.84,10.29,8.32
8.71,8.88,9.09,8.51
8.75,9.00,9.05,8.61
8.96,7.90,8.96,7.85
7.58,7.59,7.90,7.26
7.67,7.14,7.67,6.88
6.96,8.12,8.26,6.35
8.23,8.25,8.81,8.17
8.01,8.92,9.12,7.95
8.55,9.07,9.25,8.25
8.87,9.14,9.55,8.80
9.38,9.59,9.69,9.18
9.77,11.75,12.07,9.52
11.62,13.14,13.24,11.30
13.72,14.57,14.91,13.71
14.99,16.53,17.13,14.78
16.64,18.18,19.45,16.02
17.84,17.60,19.78,17.21
17.62,16.34,18.15,15.17
16.01,16.03,16.46,15.31
15.15,16.22,17.13,14.16
16.40,17.21,18.32,16.40
17.32,17.57,18.10,16.74
18.02,16.61,18.08,16.31
16.93,18.12,18.39,16.64
18.02,16.76,18.48,16.41
17.00,17.38,17.65,16.77
17.40,18.99,19.08,17.24
18.94,19.72,21.88,18.94
20.07,18.13,21.45,16.75
18.20,16.91,18.30,16.51
16.64,15.67,16.72,15.44
15.80,15.41,17.30,14.82
16.87,15.86,16.95,15.55
15.52,17.48,17.98,15.52
17.00,15.49,17.63,14.92
15.74,15.94,16.38,15.50
15.60,16.87,17.91,15.04
17.26,18.33,18.38,17.20
18.14,19.80,19.98,17.60
20.79,22.85,23.30,20.79
22.66,27.66,28.58,22.35
26.83,25.15,27.64,24.62
24.40,24.04,24.95,22.39
24.38,25.76,25.99,24.31
25.42,25.70,25.88,24.04
25.99,25.38,26.27,24.92
26.00,29.13,29.89,25.73
29.90,26.62,30.97,26.40
26.66,25.69,27.02,24.86
26.10,25.19,27.03,25.06
25.00,26.67,26.75,24.50
25.87,25.93,27.14,25.49
26.39,26.03,26.69,24.91
27.10,28.94,29.22,26.35
29.04,31.58,31.99,29.01
32.02,28.47,33.14,28.25
28.18,26.64,28.24,26.64
25.93,23.58,26.14,23.17
23.17,23.18,25.38,22.82
23.10,23.89,24.26,22.40
23.21,23.35,24.92,22.51
23.25,21.19,23.25,20.92
22.00,24.70,25.56,21.90
26.50,26.68,27.34,25.26
25.90,26.99,27.34,25.01
27.51,26.52,27.85,25.59
27.00,29.59,29.98,26.66
26.01,30.01,31.05,25.79
28.90,27.87,29.50,26.62
29.45,28.87,30.33,28.66
29.56,28.60,29.77,28.00
28.40,27.46,28.40,26.74
27.48,28.23,29.50,27.06
27.31,26.41,27.69,25.50
26.00,27.18,27.70,26.00
28.32,25.91,29.00,25.69
26.36,28.24,28.37,26.31
28.50,27.41,29.02,26.72
27.99,32.10,32.67,27.99
32.10,30.77,32.68,30.10
31.56,29.53,33.80,29.29
29.64,29.41,31.22,29.01
29.36,30.84,31.28,28.62
30.69,30.11,30.93,29.61
29.23,30.14,30.93,28.84
30.42,30.00,30.99,29.70
30.03,31.10,31.36,29.94
30.84,33.23,34.45,30.81
33.41,38.25,40.28,33.39
38.98,37.20,39.94,36.92
37.38,35.00,38.11,34.52
34.64,37.71,38.37,34.24
37.22,35.53,37.22,35.15
36.52,35.84,37.60,34.26
34.54,39.73,40.02,33.93
40.99,43.94,45.90,40.51
43.92,47.25,47.59,43.91
47.50,50.44,50.72,47.00
50.97,51.78,54.00,50.73
51.96,50.82,53.42,50.52
51.44,54.66,54.98,51.24
55.12,55.80,56.36,54.32
56.25,59.42,60.18,55.67
59.31,61.79,62.95,58.59
61.43,67.25,67.59,59.61
67.78,62.71,69.13,61.55
62.69,64.31,65.45,62.09
62.63,62.85,63.00,60.50
62.64,62.72,63.49,61.19
62.00,60.56,64.87,60.08
60.61,64.97,65.56,59.25
63.86,62.22,65.98,61.30
61.35,64.47,65.35,61.35
65.79,68.20,68.64,63.64
67.37,63.11,68.10,61.78
62.90,64.69,66.00,62.05
66.00,66.89,68.56,65.51
67.46,69.61,71.03,67.30
69.88,68.34,72.66,67.49
68.60,72.17,73.39,68.60
70.00,71.71,72.97,69.21
69.85,76.69,77.37,69.44
75.50,71.07,76.82,69.59
70.06,75.14,77.30,70.06
76.93,78.13,80.24,75.68
76.44,74.82,77.90,73.71
77.12,75.42,77.86,73.72
75.14,78.40,81.00,74.57
80.01,83.55,83.91,79.60
85.00,81.82,85.35,80.40
81.35,76.02,83.50,74.21
76.40,77.14,80.28,75.97
74.90,76.51,76.98,74.25
77.85,84.02,84.16,75.95
83.25,85.72,89.60,82.70
86.16,85.44,89.20,84.63
86.31,90.19,91.10,85.85
90.55,87.23,90.55,85.35
88.95,87.64,91.63,87.37
87.68,86.37,89.59,85.00
87.58,84.44,87.83,84.14
85.74,87.39,91.34,85.64
87.00,87.39,87.72,85.00
86.19,89.52,90.42,85.45
88.20,87.50,89.32,87.04
87.97,88.31,91.96,86.92
88.16,87.33,88.66,84.78
89.00,85.49,91.20,85.23
87.00,85.21,89.00,85.01
83.41,83.09,83.73,80.77
82.00,80.29,85.79,79.81
80.48,74.09,80.52,71.26
82.19,93.48,97.90,82.17
92.15,91.55,95.83,89.26
91.94,88.94,93.89,88.00
87.66,84.90,89.87,84.80
83.90,87.31,87.90,77.81
88.03,93.41,99.29,87.34
91.51,90.72,92.55,86.42
88.14,92.00,95.04,83.78
90.99,100.94,102.65,90.99
103.01,104.34,106.80,101.89
102.39,105.34,107.82,102.01
104.00,108.18,111.31,104.00
105.93,109.71,110.80,105.93
107.85,105.90,108.64,101.38
106.15,109.12,110.97,104.29
111.00,115.02,117.90,110.90
117.40,113.29,117.40,109.54
116.07,110.72,117.59,110.02
110.74,111.54,115.50,109.02
114.74,113.60,116.02,112.20
114.37,111.64,114.59,109.02
110.12,111.09,114.94,110.12
110.48,108.02,112.43,106.68
109.32,99.01,109.32,97.11
97.21,95.58,98.78,90.44
