CWEI,Clayton Williams Energy,NASDAQ
104.89,112.70,115.74,104.83
115.51,108.83,116.70,108.01
108.36,105.23,109.06,101.30
106.95,101.98,107.61,101.55
101.53,99.07,101.53,97.50
98.11,94.27,99.00,92.44
94.85,92.60,95.85,91.51
94.09,94.43,99.50,93.00
100.90,95.11,100.90,91.86
96.09,96.96,97.97,92.82
95.16,100.18,104.23,94.80
99.00,107.76,110.20,97.88
109.57,108.70,110.44,104.69
107.37,114.96,117.10,105.18
115.59,118.26,119.90,115.59
118.62,120.61,124.13,118.62
120.58,118.89,124.73,117.92
118.00,119.22,121.28,117.81
119.54,118.06,122.19,116.23
119.27,119.77,120.57,116.90
119.92,122.87,124.43,117.66
123.00,119.26,124.78,117.92
121.00,119.04,123.05,113.40
117.83,120.41,121.43,116.38
120.86,114.87,122.48,114.30
114.28,113.09,115.87,109.00
112.64,108.76,113.00,108.40
108.76,110.50,110.82,106.56
110.88,110.63,112.81,106.66
111.15,106.40,112.08,104.50
105.99,103.98,106.87,102.85
