EVEP,EV Energy Partners,NASDAQ
33.81,34.00,34.44,33.51
33.50,33.48,33.76,32.65
33.63,36.12,36.37,33.63
36.46,36.84,37.29,36.00
36.92,38.11,38.91,36.92
37.97,37.37,38.97,37.03
37.48,37.21,37.91,36.78
37.00,36.84,37.31,36.06
36.67,35.26,36.70,34.93
35.26,34.44,35.30,32.61
34.35,35.27,35.40,34.13
35.21,37.20,37.33,35.12
37.31,40.00,40.00,37.20
40.05,40.67,41.14,39.28
40.66,41.04,41.08,40.07
41.12,40.75,41.17,40.10
41.23,40.85,41.24,40.34
41.04,40.73,41.35,40.31
40.91,40.57,41.14,40.35
40.49,41.49,41.68,40.02
41.62,41.48,41.97,40.90
41.43,41.08,41.98,40.80
41.27,40.76,41.47,40.40
40.61,41.31,41.38,40.28
41.20,41.90,41.98,41.01
41.74,42.06,42.34,41.58
42.30,42.82,42.88,42.16
42.79,42.02,43.25,42.00
42.12,42.36,42.73,41.80
42.25,40.93,42.65,40.76
41.03,39.44,41.28,39.06
38.55,38.73,39.08,37.91
38.49,38.32,38.76,38.07
38.29,38.42,39.15,38.06
41.08,39.04,42.00,38.75
38.17,36.88,38.61,36.60
36.87,36.91,37.30,36.20
36.62,35.65,36.69,34.67
35.41,35.05,36.10,34.44
35.14,35.08,35.19,34.85
35.26,34.72,35.26,34.01
35.00,35.60,35.70,34.71
35.53,36.38,36.84,35.25
36.60,36.46,37.29,36.31
36.77,37.35,37.43,36.50
37.35,37.78,38.37,37.11
37.61,37.45,38.23,37.10
38.00,37.24,38.25,37.17
37.09,36.70,37.16,36.68
36.66,36.49,37.00,36.26
36.83,35.94,36.95,35.77
35.88,36.14,36.34,35.65
36.23,36.30,36.98,36.03
36.53,36.33,36.66,36.00
36.18,36.46,36.92,35.67
36.40,37.24,37.73,36.40
37.09,38.00,38.20,36.89
38.12,38.06,38.71,36.52
38.03,38.22,38.65,38.03
38.58,37.49,38.73,37.30
37.39,36.53,38.33,36.18
36.40,37.27,37.51,36.40
37.41,37.72,39.74,37.32
37.84,37.20,37.97,37.11
37.30,37.15,37.70,36.68
37.43,36.93,37.43,36.85
36.87,37.56,37.74,36.76
37.62,37.94,38.44,37.36
37.94,37.69,38.47,37.33
37.31,37.09,37.44,36.20
36.95,37.43,38.25,36.50
37.31,38.34,38.72,36.84
38.21,37.87,38.49,37.50
37.96,38.03,38.37,37.57
37.81,37.69,38.08,37.04
37.69,36.98,37.80,36.90
35.68,36.85,36.91,35.60
36.98,37.51,37.83,36.83
37.51,38.00,38.32,37.20
37.65,38.36,38.39,37.21
38.42,38.11,38.73,37.97
38.15,38.17,38.44,37.95
38.19,38.45,38.94,38.03
36.86,36.60,36.94,36.56
36.58,37.00,37.04,36.55
37.00,37.35,37.47,36.89
37.34,37.78,37.80,37.17
37.87,37.18,37.87,37.04
37.28,36.72,37.46,36.60
36.99,36.64,37.33,36.61
36.80,36.64,37.00,36.60
37.07,37.37,37.75,36.95
37.36,36.83,37.70,36.83
36.83,36.93,37.19,36.73
36.99,36.91,37.35,36.85
36.19,36.71,36.94,35.99
36.89,36.35,37.00,36.29
36.55,35.94,36.74,35.41
35.90,35.88,36.10,35.24
36.00,36.30,36.46,35.96
35.71,34.99,35.75,34.43
34.48,34.83,34.99,34.43
35.06,35.25,35.37,34.82
35.34,35.28,35.61,35.15
35.07,34.30,35.40,34.24
34.30,33.74,34.35,33.29
33.77,33.68,34.37,33.34
33.67,33.96,34.19,33.54
33.82,33.46,34.00,33.33
33.44,33.30,33.69,32.58
33.28,32.85,33.57,32.83
32.82,32.84,33.49,32.61
32.72,32.70,33.08,32.64
32.66,33.20,33.50,32.61
33.20,33.09,33.24,32.80
33.00,33.23,33.35,32.91
33.08,33.31,33.66,32.90
33.48,33.78,33.97,33.25
33.88,33.72,34.26,33.62
33.62,33.50,34.17,33.41
33.44,32.73,33.70,32.67
32.75,32.40,33.00,32.35
32.44,32.02,32.56,31.67
31.95,31.92,32.26,31.79
31.76,31.47,31.92,31.24
31.47,32.19,32.23,30.53
32.08,33.48,34.04,31.36
33.37,34.24,34.26,33.37
34.20,33.91,34.63,33.85
34.05,34.05,34.62,33.52
33.91,33.49,34.70,33.25
33.35,33.69,33.88,33.20
33.70,33.56,33.78,33.31
33.44,33.93,34.16,33.40
33.93,34.59,34.71,33.87
34.74,35.14,35.65,34.68
34.58,33.85,34.85,33.72
33.80,33.35,33.88,32.91
33.09,32.96,33.42,32.57
33.00,32.52,33.34,32.38
32.55,33.69,33.72,32.55
33.61,33.90,34.23,33.40
33.90,33.51,34.14,33.31
33.67,33.95,34.10,33.67
34.08,34.47,34.59,33.86
34.41,33.89,34.41,33.77
33.91,34.78,34.80,33.91
34.63,35.45,35.50,34.47
35.37,35.75,35.99,35.12
35.34,35.96,36.07,35.34
36.03,36.06,36.55,35.90
36.24,36.36,36.98,35.90
36.21,36.23,36.56,36.12
36.58,35.70,36.58,35.38
35.41,35.94,35.98,35.08
36.08,35.61,36.24,35.43
35.62,35.32,35.93,35.17
35.19,35.14,35.79,34.78
34.61,34.60,35.23,34.52
34.63,34.46,35.02,34.41
34.33,34.14,34.63,34.12
34.21,34.26,34.63,34.10
34.38,34.60,34.80,34.21
34.47,34.72,35.10,34.28
35.00,34.24,35.14,34.05
34.00,34.43,34.82,34.00
34.64,34.32,34.73,34.03
34.27,33.84,34.43,33.57
34.91,35.13,35.91,34.42
35.30,35.47,35.73,35.09
35.55,34.86,35.55,34.59
34.86,35.45,35.52,34.71
35.39,35.28,35.75,35.13
35.34,35.08,35.52,35.00
34.60,33.97,34.90,33.25
34.04,34.77,34.96,33.90
34.76,34.61,34.97,34.20
34.75,34.79,35.24,34.47
34.89,34.91,35.06,34.52
34.83,34.27,35.06,34.02
34.25,33.95,34.53,33.85
33.84,33.20,34.07,33.00
33.20,32.72,33.20,32.50
32.67,32.94,33.04,32.51
33.00,33.43,33.70,32.76
33.42,33.99,34.59,33.33
34.01,34.09,34.34,33.66
33.73,34.74,35.07,33.73
34.56,33.35,34.97,33.35
33.45,32.92,33.98,32.16
32.92,33.20,33.25,32.36
33.09,33.26,33.50,32.94
33.25,33.51,33.70,33.25
33.43,34.00,34.22,33.43
34.00,33.49,34.01,33.39
33.68,33.46,33.99,33.25
33.78,33.28,34.10,32.88
33.25,33.49,33.66,33.05
33.56,33.84,33.95,33.52
33.74,33.82,34.03,33.50
33.82,34.73,34.88,33.63
34.87,34.76,34.87,34.44
34.69,34.22,34.87,34.06
34.19,34.11,34.63,33.82
34.40,34.92,35.20,34.40
35.03,35.00,35.18,34.66
35.37,35.39,35.69,35.21
35.41,35.90,36.20,35.41
35.91,36.61,36.68,35.91
36.59,36.56,37.05,36.45
36.56,36.77,36.90,36.43
36.82,36.68,36.98,36.22
36.53,36.52,36.89,36.14
36.59,36.62,37.23,36.43
36.73,36.85,37.47,36.02
36.95,36.07,37.11,35.78
36.12,35.44,36.30,34.74
35.56,35.39,35.80,35.08
35.51,35.72,36.13,35.49
36.23,34.80,36.59,34.64
34.06,33.25,34.34,33.15
33.47,32.25,33.57,32.14
32.25,33.26,33.49,31.62
33.95,33.69,34.75,32.76
33.74,34.25,34.69,33.74
34.44,35.11,35.41,34.24
35.38,34.92,35.39,34.50
35.11,35.38,35.73,34.89
35.48,35.33,35.61,35.10
35.22,35.54,35.86,35.20
35.83,35.92,36.33,35.47
36.12,35.98,36.26,35.61
36.16,35.46,36.30,35.31
35.90,35.93,36.30,35.43
35.99,36.06,36.13,35.61
36.25,36.40,36.76,36.08
36.54,36.93,37.05,36.26
37.12,37.28,37.48,36.65
37.00,36.60,37.00,35.87
36.60,36.88,37.10,36.25
37.08,37.01,37.10,36.66
37.01,37.94,38.00,36.71
37.94,37.86,38.19,37.64
37.76,37.34,37.76,37.02
37.25,37.33,37.45,36.86
37.36,38.01,38.11,37.27
38.14,38.45,38.70,37.86
38.49,38.27,38.52,38.01
38.45,38.60,38.89,38.01
38.65,38.47,38.77,37.74
38.42,38.40,38.76,37.76
38.59,38.05,38.71,38.03
38.29,39.70,39.94,37.87
39.48,39.40,39.93,38.46
38.61,38.88,39.31,38.48
38.81,38.76,38.90,38.29
38.65,39.40,39.71,38.29
39.61,39.62,39.99,39.42
39.61,39.38,39.61,38.75
39.31,39.03,39.35,38.65
39.00,39.01,39.41,38.63
39.00,39.91,40.22,38.73
40.08,39.65,40.24,39.20
39.57,39.25,39.75,38.82
38.86,38.98,39.31,38.35
38.89,38.30,39.04,38.27
38.49,38.47,39.08,38.30
38.60,38.42,38.82,38.18
38.66,38.20,38.82,38.12
38.23,37.95,38.48,37.80
38.00,37.99,38.09,37.90
38.10,38.00,38.48,37.90
38.33,38.19,38.47,37.93
38.05,38.25,38.42,37.89
38.46,37.90,38.50,37.69
38.04,38.03,38.13,37.81
38.02,37.93,38.22,37.78
37.74,37.14,38.00,37.05
37.38,36.71,37.48,36.52
36.37,36.66,36.91,36.10
36.66,36.53,36.86,36.25
36.50,37.55,37.60,36.41
37.50,36.99,37.78,36.80
36.21,35.71,36.25,35.60
35.89,35.76,35.93,35.40
36.07,36.86,37.28,35.56
37.99,37.67,38.25,36.44
37.75,37.82,38.13,37.62
37.78,37.38,38.07,37.34
37.58,36.85,37.78,36.70
37.04,36.75,37.35,36.19
37.08,37.63,37.65,36.81
39.27,39.06,39.68,38.75
39.32,39.40,40.25,39.10
39.54,40.03,40.15,39.21
40.00,40.44,40.49,39.85
40.59,40.67,40.77,40.07
40.80,40.49,41.23,40.21
40.64,41.32,41.34,40.34
40.81,41.64,41.71,40.46
41.47,41.80,41.86,41.27
41.69,41.42,41.97,41.27
41.50,40.84,41.74,40.77
40.82,39.45,41.00,39.25
39.33,39.90,39.99,39.29
39.89,39.72,40.13,39.38
39.70,39.82,40.31,39.27
39.84,39.30,39.84,39.08
39.04,38.68,39.33,38.02
38.59,37.68,38.64,37.20
37.45,37.40,37.45,37.01
37.41,38.25,38.35,37.36
38.15,38.22,38.39,37.93
38.35,38.80,38.86,37.86
38.99,38.95,38.99,38.46
38.89,37.72,38.89,37.62
37.72,36.96,37.90,36.85
37.20,37.83,37.92,36.72
37.69,37.10,37.69,37.00
37.06,37.55,37.86,36.75
36.75,36.70,37.14,36.40
36.64,35.47,36.68,35.30
35.44,34.19,35.91,33.27
34.00,34.21,34.56,32.95
34.44,34.16,35.71,33.50
34.00,33.63,34.23,33.00
33.71,33.30,34.48,33.08
33.18,33.24,33.37,31.51
33.00,32.96,33.86,31.96
32.96,32.24,34.02,30.01
32.34,31.43,32.99,30.98
31.43,29.60,32.07,29.19
28.69,29.48,29.66,27.10
28.51,33.12,33.25,28.51
34.11,33.03,35.20,32.36
33.00,32.38,33.71,31.03
32.87,32.99,33.73,32.16
32.87,32.54,33.68,32.10
32.96,33.14,33.38,32.45
33.16,31.79,33.16,31.50
31.47,30.46,32.28,29.90
30.60,31.31,31.37,30.08
31.61,32.20,32.62,31.45
32.23,32.80,32.81,31.56
32.94,32.45,33.57,32.34
32.63,32.23,33.64,32.01
31.78,31.11,32.05,30.25
30.23,29.60,30.26,29.10
29.40,29.03,29.43,28.50
28.98,29.83,29.90,28.68
30.78,30.19,30.89,29.38
30.30,29.90,30.48,28.91
29.90,30.15,30.47,29.56
31.00,29.47,31.00,29.04
30.16,30.12,30.28,29.10
30.14,29.57,30.14,29.23
29.56,29.27,29.89,29.04
29.17,30.94,31.00,29.02
30.90,31.93,32.36,30.68
32.50,32.25,32.98,31.69
32.38,30.92,32.46,30.65
31.01,31.42,31.90,30.36
31.51,31.45,31.51,30.63
30.02,28.33,30.35,27.72
28.22,24.75,28.33,24.21
25.08,27.31,28.08,24.78
27.41,27.19,27.96,27.00
26.99,25.74,27.07,25.69
25.74,25.51,26.31,25.14
25.16,22.77,25.17,22.44
22.92,23.77,23.99,22.75
24.00,23.41,24.00,22.18
23.52,23.78,24.98,23.18
23.24,23.83,24.58,22.79
24.43,21.47,24.93,21.36
20.13,22.63,23.24,20.01
22.71,24.00,25.49,22.55
24.91,23.15,25.26,22.06
23.45,24.00,24.72,23.33
23.49,22.93,23.63,22.32
22.93,22.81,23.37,22.61
22.56,21.87,22.75,21.76
22.05,21.37,22.05,21.25
21.35,20.41,21.49,19.80
20.27,19.66,20.36,19.06
19.29,19.27,19.48,18.50
19.21,21.01,21.38,19.19
20.79,19.09,20.79,19.00
19.00,18.31,19.74,18.31
18.39,17.86,18.99,17.83
17.99,17.89,18.38,17.82
17.85,18.54,18.76,17.60
18.90,16.90,18.90,16.76
16.54,15.93,16.74,15.37
15.66,14.71,16.00,14.38
15.00,14.74,15.35,14.57
14.68,14.70,15.38,14.52
14.70,13.73,14.70,13.60
13.73,13.69,13.85,13.41
13.79,12.06,13.85,11.95
12.10,13.20,13.58,12.10
13.25,14.62,14.74,13.10
14.55,14.31,15.24,14.25
14.43,13.36,14.46,13.05
13.47,13.47,13.75,12.72
13.40,14.02,14.17,13.05
14.26,15.42,15.95,14.16
15.72,17.18,17.66,15.68
17.14,16.49,17.14,16.18
16.46,16.68,17.58,16.06
16.94,17.80,18.75,16.83
17.86,18.70,20.02,17.72
18.20,17.94,18.39,17.21
17.44,16.51,17.88,16.00
16.84,16.57,17.94,16.47
17.05,16.83,17.80,16.51
16.81,16.71,16.98,16.11
16.40,16.13,16.97,15.86
15.67,15.83,16.23,15.40
15.88,16.42,16.53,15.88
16.32,16.04,16.41,16.01
16.15,16.36,16.78,16.05
16.45,16.37,16.70,16.15
16.48,15.53,16.48,15.36
15.59,15.16,15.77,14.90
15.70,14.81,15.70,14.44
14.99,15.30,15.64,14.63
15.35,15.56,15.66,14.96
15.44,15.11,15.63,15.01
15.00,14.91,15.09,14.65
15.03,14.60,15.03,14.25
14.17,14.21,14.45,14.06
14.25,14.31,14.41,13.85
14.37,13.96,14.37,13.66
13.78,13.98,14.18,13.34
13.83,13.11,13.83,12.75
12.91,12.73,12.97,12.34
12.55,13.37,13.40,12.14
13.15,13.00,13.24,12.56
13.22,13.15,13.35,12.78
13.20,14.04,14.40,13.00
14.48,14.18,14.55,14.05
14.25,13.91,14.45,13.81
14.08,13.97,14.28,13.66
13.83,13.47,13.85,13.05
13.60,13.70,13.75,12.75
13.55,13.33,13.68,12.99
13.30,13.54,13.77,13.22
13.43,13.37,13.73,13.10
13.70,13.99,14.37,13.66
14.24,14.20,14.33,13.94
14.16,14.00,14.45,13.75
14.00,14.18,14.37,13.91
14.20,14.19,14.24,14.00
14.55,14.46,14.65,14.39
14.59,14.92,15.25,14.55
15.49,16.39,17.27,15.30
16.36,16.54,16.93,16.01
16.53,16.42,16.76,16.13
16.50,16.71,17.37,16.50
16.96,16.76,17.24,16.56
16.84,16.57,16.98,16.28
16.80,17.14,17.36,16.74
17.20,17.43,17.55,17.15
17.46,17.25,17.75,17.13
17.17,17.38,17.52,17.17
17.28,17.34,17.61,17.10
17.59,17.59,18.00,17.41
17.62,17.58,17.91,17.41
17.91,17.61,17.91,17.27
17.87,17.49,18.14,17.39
17.82,17.50,17.82,17.25
16.63,16.50,17.00,16.15
16.77,16.77,17.11,16.31
16.16,16.43,16.79,16.05
16.45,16.16,16.60,15.91
16.15,15.98,16.47,15.82
16.00,15.98,16.30,15.90
16.13,16.00,16.23,15.67
16.00,15.47,16.00,15.33
15.47,15.06,15.51,14.76
15.08,14.69,15.08,14.52
14.57,14.87,15.06,14.56
14.75,14.78,15.43,14.75
14.66,14.64,14.78,14.18
14.44,14.36,14.52,14.16
14.25,14.31,14.33,14.05
14.37,14.13,14.44,14.02
14.00,13.82,14.22,13.74
13.98,14.05,14.14,13.89
14.00,13.80,14.11,13.66
13.72,13.56,13.75,13.29
13.45,13.49,13.93,13.29
13.45,13.42,13.72,13.34
13.55,13.52,13.73,13.48
13.70,13.35,13.98,13.29
13.30,13.21,13.57,13.08
13.09,12.72,13.21,12.66
12.26,12.83,12.90,12.25
13.00,12.81,13.16,12.68
12.92,12.98,13.13,12.78
13.10,12.88,13.10,12.73
12.73,12.53,13.05,12.50
12.70,12.72,12.99,12.49
12.72,12.83,13.01,12.72
12.72,12.82,13.03,12.72
12.78,12.49,13.02,12.39
12.44,12.09,12.44,11.92
11.95,11.48,11.96,11.35
11.62,11.43,11.75,11.28
11.41,11.27,11.41,11.04
11.34,11.66,11.86,11.25
11.37,11.07,11.50,11.01
11.06,11.16,11.18,10.51
11.03,10.81,11.33,10.58
11.05,11.20,11.33,10.92
11.21,11.27,11.61,11.06
11.22,10.83,11.42,10.75
10.60,11.25,11.31,10.60
11.23,11.08,11.23,10.86
11.04,11.00,11.19,10.74
11.09,10.29,11.12,10.26
10.26,9.40,10.30,9.31
9.35,9.21,9.69,9.09
9.09,8.66,9.19,8.65
8.65,8.95,9.18,8.65
9.02,9.39,9.59,8.84
9.29,10.13,10.22,9.21
10.15,10.54,10.79,10.01
10.55,10.80,10.96,10.25
10.58,9.98,10.94,9.68
9.82,9.83,10.33,9.81
9.80,8.94,9.90,8.65
9.06,9.96,10.17,9.00
10.15,8.78,10.20,8.70
8.26,8.11,8.44,7.59
7.98,8.21,8.46,7.80
8.54,9.18,9.32,8.26
9.01,9.33,9.41,8.78
9.09,9.81,9.99,9.09
9.40,8.81,9.40,8.16
9.06,9.21,9.38,8.64
8.69,9.03,9.31,8.62
8.98,8.65,9.07,8.40
8.76,8.04,8.76,7.89
7.93,7.60,8.41,7.59
7.55,7.26,7.81,7.13
6.39,7.09,7.26,6.03
7.26,7.06,7.62,7.05
7.15,7.07,7.38,6.75
7.52,8.08,8.39,7.19
8.06,8.29,8.47,8.04
8.30,8.94,8.99,7.90
8.60,8.39,8.99,8.31
8.64,8.59,8.93,8.28
8.64,8.47,8.90,8.41
7.89,8.09,8.17,7.60
8.00,8.07,8.59,8.00
8.00,7.60,8.23,7.50
7.51,7.79,7.89,7.32
7.56,7.25,7.65,7.06
7.20,6.81,7.23,6.70
6.75,7.01,7.22,6.75
7.13,7.80,7.92,7.13
7.80,7.69,7.97,7.59
7.56,7.33,7.56,7.15
7.37,7.13,7.69,7.08
7.07,6.86,7.21,6.83
6.91,6.59,6.92,6.59
6.58,6.69,6.72,6.49
6.82,6.65,6.94,6.60
6.56,6.07,6.60,6.01
6.06,5.78,6.43,5.73
5.92,6.00,6.09,5.56
6.10,5.64,6.26,5.46
5.62,6.18,6.36,5.61
6.31,6.36,6.72,6.12
6.39,7.11,7.35,6.39
7.25,7.30,7.72,6.84
7.28,7.72,7.74,7.00
7.99,7.42,7.99,7.18
7.43,7.09,7.43,6.93
6.98,6.86,7.24,6.73
6.74,6.76,6.98,6.60
6.85,6.75,7.00,6.64
6.75,7.08,7.20,6.75
7.02,6.72,7.02,6.60
6.71,6.95,7.11,6.64
6.79,6.71,7.00,6.60
6.82,6.63,6.82,6.51
6.62,5.94,6.70,5.77
5.93,5.65,5.93,5.59
5.57,5.22,5.57,5.08
5.23,5.43,5.88,5.22
5.51,5.39,5.85,5.30
5.58,5.62,5.83,5.55
5.75,6.03,6.10,5.71
6.19,6.15,6.40,6.00
6.44,6.36,6.44,5.92
5.81,5.45,5.93,5.40
5.41,5.46,5.70,5.32
5.31,4.18,5.39,4.01
4.20,4.13,4.27,3.78
4.01,3.85,4.12,3.83
3.76,3.64,4.15,3.56
3.96,3.76,3.96,3.54
3.75,3.86,3.93,3.71
3.80,3.70,3.99,3.56
3.73,3.66,3.82,3.46
3.60,3.51,3.67,3.46
3.51,3.45,3.60,3.32
3.44,3.49,3.60,3.36
3.51,3.54,3.69,3.47
3.45,3.59,3.62,3.33
3.56,3.43,3.58,3.35
3.46,3.49,3.68,3.36
3.49,3.37,3.52,3.35
3.37,3.13,3.37,3.05
3.17,3.10,3.26,3.05
3.08,2.90,3.10,2.80
2.77,2.50,2.80,2.40
2.42,2.38,2.75,2.38
2.40,2.48,2.89,2.40
2.45,2.61,2.78,2.45
2.60,2.69,2.78,2.43
2.69,2.55,2.73,2.51
2.59,2.44,2.64,2.38
2.44,2.45,2.49,2.31
2.45,2.17,2.47,2.15
2.17,2.13,2.23,2.11
2.12,1.97,2.15,1.94
2.00,2.00,2.05,1.91
2.05,2.49,2.49,2.05
2.49,2.64,2.67,2.41
2.50,2.58,2.64,2.41
2.60,2.53,2.86,2.53
2.46,2.40,2.52,2.34
2.37,2.81,2.83,2.37
2.88,2.81,3.05,2.71
2.88,2.66,2.88,2.64
2.59,2.52,2.65,2.44
2.45,2.39,2.55,2.39
2.39,2.65,2.74,2.39
2.70,2.36,2.70,2.30
2.42,2.20,2.57,2.15
2.23,2.04,2.37,2.04
2.06,2.25,2.27,2.02
2.09,2.11,2.19,2.02
2.11,1.89,2.18,1.88
1.80,1.85,1.86,1.60
1.84,2.19,2.24,1.81
2.32,2.37,2.66,2.29
2.24,2.12,2.46,2.09
2.08,2.32,2.40,2.05
2.35,2.30,2.45,2.25
2.47,2.55,2.60,2.27
2.60,2.70,2.84,2.50
2.60,2.52,2.65,2.44
2.42,2.58,2.58,2.27
2.58,2.62,2.75,2.42
2.62,2.52,2.71,2.44
2.47,2.35,2.47,2.29
2.28,2.15,2.28,2.01
2.03,1.96,2.13,1.83
1.93,2.00,2.08,1.85
1.85,1.96,1.96,1.78
2.05,2.10,2.14,1.97
2.13,2.00,2.14,1.93
2.04,2.03,2.09,1.87
2.01,1.88,2.05,1.85
1.81,1.86,1.91,1.76
1.96,2.03,2.05,1.88
2.00,1.89,2.02,1.85
1.86,1.87,1.88,1.75
1.86,1.84,1.90,1.72
1.83,1.79,1.95,1.76
1.85,1.86,1.98,1.80
1.85,1.87,1.99,1.85
1.87,1.89,2.01,1.85
1.89,2.13,2.29,1.89
2.24,2.42,2.63,2.20
2.44,2.60,2.87,2.43
2.63,2.32,2.65,2.25
2.41,2.34,2.48,2.30
2.26,2.15,2.33,2.12
2.24,2.20,2.35,2.15
2.18,2.12,2.24,2.10
2.10,2.05,2.17,2.00
2.08,2.13,2.23,2.06
2.19,2.19,2.29,2.14
2.26,2.06,2.33,2.06
2.07,1.97,2.08,1.90
1.97,1.95,1.97,1.89
1.89,1.84,1.94,1.84
1.81,1.82,1.86,1.75
1.86,1.86,1.90,1.80
1.84,1.93,1.93,1.78
1.95,1.94,2.08,1.92
1.96,1.94,1.99,1.88
1.89,1.86,1.95,1.85
1.87,1.88,1.96,1.86
1.89,1.83,1.90,1.82
1.93,1.94,1.98,1.85
1.98,2.03,2.03,1.90
2.10,2.03,2.14,1.98
2.04,2.12,2.21,2.04
2.12,2.41,2.44,2.12
2.43,2.20,2.43,2.20
2.20,2.12,2.29,2.01
2.05,2.00,2.09,2.00
1.94,2.03,2.10,1.92
2.03,2.16,2.24,2.01
2.13,2.33,2.40,2.10
2.37,2.54,2.69,2.37
2.55,2.83,2.97,2.55
2.86,2.70,3.08,2.62
2.89,2.80,2.90,2.66
2.90,3.39,3.44,2.90
3.18,3.02,3.59,3.01
3.14,2.94,3.21,2.80
2.90,2.64,2.92,2.61
2.60,2.64,2.77,2.55
2.72,2.55,2.83,2.50
2.74,2.62,2.74,2.52
2.60,2.53,2.74,2.52
2.53,2.43,2.55,2.40
2.38,2.20,2.46,2.10
2.18,2.36,2.40,2.10
2.40,2.29,2.47,2.15
2.25,2.13,2.32,2.05
2.13,2.07,2.23,1.95
2.09,2.16,2.22,2.03
2.18,2.16,2.22,2.08
2.09,2.12,2.17,2.05
2.17,2.40,2.43,2.15
2.33,2.47,2.53,2.30
2.50,2.48,2.54,2.42
2.49,2.55,2.60,2.43
2.63,2.55,2.64,2.47
2.54,2.48,2.57,2.45
2.49,2.72,2.72,2.46
2.74,2.75,2.78,2.61
2.68,2.67,2.75,2.63
2.69,2.58,2.74,2.53
2.59,2.54,2.68,2.52
2.60,2.64,2.70,2.56
2.69,2.72,2.84,2.65
2.66,2.63,2.70,2.50
2.54,2.50,2.66,2.50
2.50,2.53,2.61,2.50
2.51,2.53,2.58,2.47
2.51,2.50,2.57,2.48
2.50,2.55,2.57,2.40
2.60,2.63,2.72,2.55
2.67,2.66,2.73,2.62
2.63,2.61,2.69,2.53
2.64,2.59,2.65,2.54
2.62,2.63,2.67,2.60
2.47,2.39,2.53,2.36
2.35,2.16,2.37,2.06
2.31,2.39,2.47,2.28
2.45,2.44,2.53,2.40
2.44,2.29,2.50,2.29
2.37,2.40,2.52,2.36
2.36,2.39,2.40,2.33
2.34,2.33,2.41,2.31
2.34,2.34,2.45,2.27
2.37,2.46,2.48,2.37
2.47,2.39,2.49,2.36
2.46,2.57,2.63,2.43
2.59,2.62,2.65,2.51
2.62,2.56,2.62,2.56
2.57,2.50,2.57,2.42
2.48,2.52,2.60,2.36
2.54,2.46,2.54,2.41
2.42,2.50,2.58,2.35
2.50,2.51,2.58,2.46
2.50,2.51,2.59,2.46
2.47,2.41,2.49,2.41
2.44,2.46,2.48,2.41
2.44,2.53,2.60,2.42
2.55,2.43,2.55,2.38
2.42,2.44,2.47,2.37
2.44,2.34,2.44,2.33
2.35,2.21,2.38,2.19
2.23,2.36,2.38,2.16
2.35,2.37,2.45,2.34
2.36,2.52,2.53,2.36
2.52,2.60,2.63,2.46
2.50,2.42,2.50,2.33
2.38,2.36,2.40,2.36
2.40,2.39,2.44,2.33
2.38,2.39,2.42,2.35
2.39,2.38,2.41,2.29
2.37,2.38,2.44,2.30
2.35,2.35,2.44,2.31
2.35,2.43,2.50,2.35
2.45,2.51,2.59,2.42
2.47,2.44,2.51,2.43
2.40,2.48,2.53,2.40
2.43,2.45,2.50,2.42
2.42,2.46,2.48,2.41
2.46,2.40,2.51,2.40
2.39,2.39,2.49,2.38
2.40,2.45,2.50,2.38
2.43,2.36,2.48,2.32
2.32,2.34,2.38,2.26
2.38,2.38,2.42,2.35
2.40,2.35,2.45,2.30
2.32,2.37,2.43,2.32
2.37,2.50,2.53,2.37
2.45,2.35,2.47,2.35
2.34,2.39,2.45,2.33
2.35,2.33,2.38,2.32
2.33,2.30,2.35,2.30
2.31,2.31,2.37,2.28
2.28,2.25,2.30,2.21
2.25,2.21,2.30,2.21
2.20,2.18,2.24,2.18
2.20,2.27,2.28,2.20
2.29,2.25,2.33,2.24
2.22,2.17,2.28,2.16
2.17,2.23,2.26,2.17
2.20,2.13,2.21,2.11
2.14,2.26,2.28,2.10
2.28,2.39,2.40,2.27
2.39,2.40,2.40,2.31
2.42,2.29,2.42,2.29
2.31,2.23,2.36,2.22
2.27,2.26,2.33,2.20
2.25,2.31,2.37,2.25
2.32,2.27,2.36,2.25
2.29,2.36,2.38,2.29
2.35,2.29,2.35,2.27
2.25,2.39,2.40,2.23
2.37,2.34,2.38,2.27
2.32,2.30,2.33,2.28
2.28,2.25,2.32,2.19
2.29,2.36,2.39,2.22
2.36,2.34,2.44,2.33
2.32,2.30,2.42,2.30
2.31,2.25,2.32,2.21
2.24,2.24,2.27,2.20
2.22,2.18,2.25,2.15
2.16,2.24,2.24,2.16
2.24,2.21,2.26,2.20
2.19,2.17,2.25,2.16
2.16,1.86,2.19,1.75
1.86,1.76,1.91,1.65
1.75,1.75,1.86,1.70
1.75,1.65,1.82,1.54
1.61,1.60,1.72,1.51
1.59,1.57,1.72,1.55
1.54,1.64,1.75,1.52
1.55,1.69,1.78,1.55
1.68,1.63,1.75,1.63
1.61,1.81,1.84,1.57
1.80,1.92,1.93,1.76
1.95,1.89,1.96,1.82
1.85,1.82,1.85,1.77
1.82,1.82,2.00,1.79
1.82,1.79,1.86,1.79
1.83,1.82,1.93,1.81
1.85,1.84,1.92,1.82
1.86,1.91,1.92,1.83
1.90,1.86,1.90,1.85
1.84,1.78,1.86,1.78
1.76,1.71,1.76,1.68
1.80,1.87,1.96,1.72
1.90,1.94,2.09,1.88
1.95,1.87,1.97,1.82
1.87,2.14,2.18,1.86
2.12,2.06,2.19,2.05
