UHAL,Amerco - Common Stock,NASDAQ
164.75,165.72,167.51,163.60
163.64,161.46,164.10,158.08
163.51,163.20,164.66,162.24
164.90,161.74,165.90,161.19
163.15,162.82,164.45,161.02
162.75,161.90,166.00,161.55
163.60,167.47,168.47,162.30
168.14,170.93,171.23,167.90
170.00,170.74,175.64,170.00
173.26,171.51,174.03,171.51
172.69,172.89,173.40,171.03
173.14,174.18,175.65,171.01
174.44,173.01,177.00,172.05
174.51,172.26,175.87,172.09
172.00,171.00,172.50,170.50
171.00,170.40,171.50,169.81
170.05,170.05,172.85,169.79
171.52,170.05,171.68,169.80
170.20,170.80,171.99,170.20
170.95,172.31,172.36,170.19
171.23,170.56,171.35,169.90
170.03,168.90,170.52,168.80
169.41,169.91,171.52,169.02
169.76,168.51,170.42,168.13
168.39,164.79,168.90,164.57
164.83,166.46,167.70,163.96
166.73,166.61,167.51,165.71
165.93,166.32,166.91,164.61
167.12,169.67,169.67,165.92
168.55,167.81,169.23,167.04
167.21,168.37,168.47,166.10
167.60,166.33,168.34,165.60
167.24,167.10,168.30,165.35
175.97,179.35,180.10,172.56
178.87,179.86,181.88,178.54
179.50,174.57,180.43,174.02
174.54,173.58,174.81,171.32
172.42,175.65,177.69,172.42
174.95,172.30,175.05,171.30
171.56,172.27,172.85,171.01
173.14,169.00,173.14,167.97
169.46,173.00,173.65,168.23
173.35,170.20,173.35,170.13
173.16,171.00,173.16,170.78
171.84,171.15,172.59,171.02
170.67,169.43,171.60,167.69
168.01,164.90,168.76,164.11
165.06,166.20,167.47,164.46
166.16,167.80,169.21,166.10
167.41,163.60,167.57,163.50
165.12,167.03,167.74,165.07
167.05,167.23,167.45,165.64
167.49,166.64,167.50,158.23
166.82,164.03,167.50,162.77
164.56,168.01,169.50,164.55
168.96,169.27,170.54,168.16
168.22,166.66,171.74,166.40
167.56,167.98,169.20,167.00
167.86,166.51,167.86,166.09
169.83,179.14,179.60,169.00
180.00,184.58,186.07,179.02
185.66,187.69,189.12,183.21
187.37,187.79,187.79,184.45
188.46,188.53,190.49,185.67
188.68,190.67,191.10,186.93
190.60,190.06,192.17,188.12
189.54,187.16,190.00,186.82
187.10,185.86,188.77,184.76
184.27,187.50,188.07,182.65
184.83,184.13,187.01,182.33
184.40,187.51,187.74,184.01
185.50,192.19,194.29,185.50
192.35,192.55,194.73,192.00
192.03,195.39,195.97,192.03
193.37,192.45,195.33,192.30
193.75,187.45,193.75,186.71
189.05,185.96,189.50,185.96
187.03,190.73,191.25,187.03
191.18,197.22,197.98,191.12
194.67,195.21,197.29,192.75
195.48,195.00,195.95,194.33
195.63,196.80,199.71,195.63
195.74,197.81,198.92,195.74
197.85,198.45,199.48,197.85
199.56,199.18,202.00,197.78
199.43,200.19,201.34,198.45
199.21,202.40,203.51,198.65
203.91,205.34,209.50,203.91
206.61,205.67,209.04,204.70
206.65,207.70,211.22,206.65
207.94,207.41,208.29,204.00
206.07,202.93,208.01,202.35
201.87,201.93,204.97,201.87
202.90,202.38,204.27,201.11
202.87,207.55,212.30,201.81
205.89,204.57,207.97,204.57
204.99,206.00,207.99,202.81
210.51,221.00,224.95,210.50
220.25,224.03,224.90,220.02
224.69,226.36,229.89,220.74
226.10,224.19,226.27,222.21
222.85,223.11,225.90,221.77
223.51,223.48,224.23,221.79
222.37,226.89,228.02,222.37
228.76,228.06,230.81,225.80
229.11,224.27,230.61,221.54
223.47,223.05,226.27,222.95
224.00,225.11,226.90,223.52
226.46,228.45,228.80,225.25
229.83,224.90,229.83,224.35
224.96,228.64,230.79,222.68
230.52,230.02,232.23,229.20
231.79,231.73,234.12,231.37
230.50,227.93,233.48,226.22
226.42,221.90,228.40,221.39
221.49,221.60,223.62,215.70
222.30,221.59,223.44,220.27
224.57,225.68,226.54,223.19
224.50,226.12,227.50,223.30
226.19,226.01,228.11,226.00
226.00,222.86,227.92,222.86
223.98,222.98,224.14,221.79
222.98,224.00,224.93,222.25
225.69,223.64,225.69,222.39
225.07,223.69,225.07,221.35
222.83,224.59,225.54,221.53
224.85,226.70,226.80,223.36
226.02,230.85,232.00,223.80
232.74,231.85,233.60,231.55
232.85,233.55,233.93,232.52
234.90,236.70,238.32,233.70
238.66,238.12,240.40,236.51
239.26,234.80,239.26,234.30
234.80,237.84,237.87,234.80
237.77,239.79,240.59,236.77
240.05,242.45,244.40,238.07
244.49,239.17,244.69,236.21
239.05,239.40,241.80,237.50
238.70,238.97,239.80,236.27
240.91,240.33,240.91,237.89
241.01,240.63,242.00,239.48
240.50,236.69,240.79,235.05
237.00,236.99,237.78,234.28
238.22,237.19,238.25,236.20
237.00,236.45,237.00,233.60
236.40,239.57,242.99,235.44
240.00,240.98,244.05,239.80
241.14,240.88,241.79,240.10
240.21,243.46,243.60,238.06
241.09,225.25,241.09,225.00
225.35,226.68,229.05,222.23
227.76,228.12,229.67,225.61
227.20,224.12,227.20,224.02
227.19,226.40,227.93,224.81
223.81,222.73,226.34,222.60
223.09,212.21,223.47,211.54
213.65,213.49,215.00,212.08
211.05,216.00,220.50,210.00
220.30,234.41,238.10,220.30
237.76,236.75,238.70,235.39
238.02,232.20,239.05,231.58
231.59,233.63,235.39,231.00
233.47,232.39,236.51,230.10
231.84,233.37,236.53,230.98
233.01,233.63,234.20,231.81
232.96,231.95,233.60,231.50
231.95,225.79,232.58,224.90
224.81,226.50,229.35,224.81
228.00,227.15,229.36,226.60
227.55,228.35,230.00,227.18
229.15,228.25,229.49,227.50
227.98,229.81,230.45,227.50
228.60,231.11,231.75,227.53
230.72,232.94,234.92,228.04
230.04,231.34,231.58,226.05
233.66,236.32,238.74,233.45
236.88,237.15,238.84,236.21
237.18,234.55,238.00,233.98
234.85,236.20,236.96,233.15
235.50,234.16,236.08,230.85
233.11,229.30,233.11,227.68
227.20,229.72,230.97,227.20
231.10,229.31,232.48,228.01
229.65,228.70,231.24,228.37
230.80,229.24,232.52,229.24
229.08,227.59,230.00,226.30
227.75,228.70,230.72,227.75
229.00,228.91,230.86,227.88
228.57,229.14,231.04,227.87
230.00,224.80,230.00,223.80
225.31,225.47,228.99,225.00
225.60,220.45,226.60,220.45
221.40,221.39,225.02,219.78
220.97,227.02,229.30,218.49
228.78,232.12,234.98,226.51
231.40,235.69,235.69,229.80
234.21,233.24,235.50,232.31
234.67,235.82,237.93,234.67
237.59,232.32,237.59,231.11
232.52,228.19,232.55,225.59
229.63,229.32,230.77,226.90
231.61,230.53,232.57,229.48
231.53,224.72,231.98,224.72
224.71,233.82,235.31,224.71
235.54,242.45,242.72,235.54
242.50,244.00,245.38,239.67
244.02,246.64,247.72,243.33
247.00,248.53,251.92,244.30
247.51,248.94,249.00,245.10
248.25,252.89,255.65,246.32
250.51,256.20,256.84,250.51
257.58,251.98,258.29,250.86
251.82,247.80,252.31,245.97
249.58,246.19,251.92,241.90
247.55,243.08,247.55,241.75
243.12,250.11,251.03,241.29
249.19,258.06,258.74,246.81
260.13,257.36,262.14,254.83
257.62,259.45,260.80,251.82
259.69,255.48,259.69,254.50
255.15,263.27,264.34,255.15
263.27,262.97,270.01,261.39
263.00,269.00,269.06,260.36
270.21,274.64,277.21,268.20
273.43,268.39,273.50,266.74
268.51,261.49,268.51,260.28
260.52,257.36,260.95,255.66
259.42,263.64,264.66,257.31
262.90,262.20,265.86,260.01
260.81,260.54,261.61,256.11
260.55,262.15,263.35,258.46
261.01,261.64,265.95,260.35
261.64,266.15,266.32,259.01
266.44,265.41,269.70,264.15
264.75,267.55,269.70,264.33
272.00,274.60,281.08,270.77
275.36,276.10,277.68,271.89
278.17,278.97,279.50,272.27
278.42,279.52,280.70,273.85
278.50,286.23,286.80,277.01
286.75,291.71,293.43,286.75
291.71,295.03,297.08,289.83
295.73,292.95,296.94,291.56
291.97,293.08,293.08,290.10
292.29,291.59,292.99,290.00
291.50,285.85,291.50,284.02
285.55,282.44,287.90,280.95
282.95,279.88,283.95,277.76
279.69,280.73,282.49,278.76
282.94,286.00,288.50,279.04
286.99,285.94,287.96,284.60
287.79,288.43,290.15,286.10
286.20,290.40,290.99,286.20
291.30,292.55,293.60,289.80
292.55,290.08,295.88,289.13
289.43,290.08,292.30,287.00
290.57,285.14,290.57,285.14
285.00,290.76,294.04,283.64
290.36,292.22,294.45,290.11
291.52,289.21,292.31,288.40
289.51,291.61,291.65,287.93
291.75,292.04,292.04,289.38
291.09,288.00,291.09,285.48
288.26,291.00,291.87,288.02
288.50,287.47,288.50,286.25
287.67,288.55,289.97,285.65
290.05,289.45,292.55,286.10
288.51,284.41,290.71,283.53
286.00,283.19,287.00,282.69
283.56,283.04,285.22,281.05
284.00,288.05,288.50,282.32
287.84,283.94,287.84,283.00
284.36,285.53,289.47,283.10
285.38,285.49,286.72,284.20
285.36,282.46,286.50,282.39
281.90,275.50,281.90,272.02
275.50,275.13,275.91,273.45
274.36,274.01,277.19,272.00
274.37,272.31,274.37,271.50
270.38,263.16,271.14,259.83
261.04,262.01,263.84,260.50
261.36,265.40,268.27,260.72
264.00,267.98,269.89,264.00
266.18,263.45,269.26,262.09
263.16,259.70,265.87,259.02
260.43,263.00,263.32,255.97
262.07,274.13,276.99,260.95
274.93,275.29,276.36,273.57
275.54,271.44,275.55,271.44
271.40,272.51,272.98,269.53
274.54,274.80,276.99,268.16
276.88,281.70,283.29,275.05
281.35,281.99,286.45,281.18
280.07,283.03,284.79,280.07
284.44,290.85,291.17,283.74
289.54,285.10,292.00,284.88
286.25,285.14,287.80,284.80
287.12,286.41,287.12,284.52
286.30,282.99,286.30,281.35
280.65,278.06,280.80,271.71
277.62,277.81,277.98,274.64
277.24,280.20,283.05,275.12
283.20,278.91,283.31,276.83
278.16,273.94,280.35,271.66
273.00,274.20,274.54,271.36
273.46,270.90,274.60,268.58
270.98,271.48,272.34,266.00
270.26,271.20,275.74,268.13
271.31,272.50,273.44,269.67
271.20,267.25,271.57,266.90
267.85,264.94,269.90,264.01
264.99,267.45,267.84,264.00
270.21,268.14,270.21,266.26
268.51,270.95,271.84,268.31
272.73,272.12,273.20,270.37
270.50,268.16,270.63,267.37
267.89,265.42,269.37,264.24
264.01,268.41,268.93,264.01
267.15,265.50,267.15,262.01
266.66,266.04,267.65,264.00
263.97,266.60,268.88,263.97
265.37,261.89,265.37,259.87
261.43,259.78,261.82,256.02
258.30,257.83,259.94,253.81
258.36,259.26,262.07,257.06
258.98,260.93,262.02,258.78
259.25,258.43,260.38,256.84
257.74,258.05,259.41,255.54
256.37,252.79,257.45,251.06
250.85,250.73,255.12,249.31
251.00,239.66,251.05,239.66
238.20,242.00,244.39,238.00
234.91,242.28,243.00,231.53
238.11,248.90,250.74,238.11
254.14,252.61,254.14,247.50
250.85,252.87,253.15,247.55
253.62,264.25,265.20,253.62
264.25,259.74,264.25,259.74
263.99,263.65,263.99,256.72
264.60,265.21,267.09,262.38
262.75,265.41,268.39,262.51
269.33,273.58,274.50,268.19
274.69,270.51,274.86,267.11
267.47,267.91,273.31,267.47
269.80,271.12,272.55,268.00
269.52,271.93,274.19,268.28
271.77,274.73,281.92,271.77
279.11,274.67,279.11,274.66
277.35,280.00,282.05,275.99
281.13,278.63,282.01,278.53
280.92,284.03,286.22,280.12
283.10,280.48,283.11,280.00
279.48,282.67,285.99,275.29
280.49,279.61,284.52,266.08
279.18,277.50,279.30,276.80
274.67,282.13,282.70,274.67
283.85,280.40,286.59,279.78
278.00,284.57,285.00,278.00
283.10,277.38,283.10,277.36
278.32,277.42,281.69,275.15
279.79,278.04,279.79,275.91
280.00,279.16,282.00,278.20
278.76,275.41,278.98,275.41
277.00,278.20,279.70,276.37
277.00,278.11,280.37,277.00
279.93,282.94,283.67,278.02
282.38,283.79,286.42,280.83
285.49,286.12,286.94,281.72
285.56,286.63,286.70,283.51
284.71,279.79,286.59,275.71
276.41,277.47,279.01,275.00
276.16,271.98,278.41,270.30
272.65,271.91,273.65,270.56
270.71,267.00,270.71,266.26
267.14,263.97,267.14,262.00
262.32,265.50,268.98,260.62
264.46,265.65,268.59,258.21
269.94,268.85,271.95,262.27
267.44,279.88,283.78,265.05
283.00,279.83,283.87,276.41
282.55,281.30,282.99,276.00
279.39,281.69,281.69,279.05
279.20,284.01,284.45,279.17
283.25,283.25,284.91,280.00
283.60,288.60,291.54,282.65
288.10,284.26,290.00,284.25
287.63,288.30,288.41,283.49
285.42,273.00,287.43,271.60
274.76,266.70,275.01,266.26
267.96,272.04,272.77,266.26
273.31,277.86,280.50,270.86
278.95,278.81,280.49,277.34
278.53,279.13,280.70,276.56
279.13,280.98,282.19,278.36
277.60,280.43,280.98,276.98
278.43,283.50,287.00,278.43
280.89,281.96,284.53,279.86
283.01,284.96,285.93,276.43
285.55,285.00,286.00,282.33
283.94,291.06,291.06,282.80
289.98,293.58,294.79,287.43
291.10,295.82,296.71,290.67
293.45,292.50,295.24,290.26
294.00,291.10,294.58,290.00
292.76,290.16,292.76,286.11
286.60,286.11,288.77,274.39
289.22,292.85,294.50,287.15
290.52,296.31,299.57,290.52
296.78,296.25,297.66,292.42
300.00,316.00,319.82,300.00
316.00,317.92,321.37,315.14
317.92,322.99,324.00,314.81
324.86,316.28,324.86,315.35
317.00,317.98,319.95,315.32
320.01,320.38,320.39,315.28
322.68,323.00,323.00,318.00
322.16,321.04,322.95,318.48
319.30,321.79,322.52,318.00
322.00,324.49,325.00,321.77
325.90,321.80,327.26,318.27
323.28,329.29,329.29,321.52
327.29,324.42,332.20,324.42
325.00,329.76,331.23,325.00
326.30,327.35,330.55,325.12
326.27,326.82,331.55,325.01
329.33,333.03,334.35,328.61
330.72,325.40,332.28,323.72
330.07,326.31,330.73,322.43
327.22,320.43,327.22,319.85
320.87,320.63,324.52,319.87
324.20,318.17,324.20,316.00
318.59,311.06,320.74,310.94
313.15,318.18,319.49,307.08
320.63,322.00,326.69,320.57
323.07,323.96,323.96,319.50
321.44,328.00,330.68,320.60
326.04,324.17,329.31,324.17
329.49,326.61,329.49,322.41
324.20,324.33,325.80,321.72
327.55,326.16,327.55,322.42
325.50,328.49,328.73,325.00
328.84,328.30,330.00,327.51
328.04,323.42,329.92,323.42
324.00,322.94,326.17,320.57
322.86,327.97,328.99,322.35
329.00,330.62,335.00,325.80
328.68,330.40,335.00,327.19
329.07,335.99,338.41,329.01
336.89,326.95,336.89,324.40
326.95,325.83,330.20,322.70
325.35,321.05,328.00,321.00
323.20,323.06,324.63,318.55
323.76,322.21,325.07,320.51
326.90,326.99,327.06,322.50
326.08,326.42,326.99,325.01
327.00,327.05,328.97,326.02
327.60,326.61,329.00,325.48
327.30,326.63,327.30,325.65
324.38,323.24,325.17,323.24
323.76,327.20,327.39,323.76
327.82,327.51,328.22,325.32
326.52,327.85,328.99,325.98
326.33,327.35,328.10,326.02
327.06,326.60,328.70,325.74
327.34,326.15,328.47,325.07
325.35,325.51,328.01,325.35
324.98,325.22,326.92,324.98
321.53,322.04,324.29,320.86
322.43,328.20,328.54,322.43
327.09,326.04,328.00,325.28
324.62,325.60,326.53,324.38
326.32,326.03,326.54,324.14
324.92,325.84,327.80,324.92
329.11,326.90,329.11,323.80
327.23,328.00,328.17,325.36
326.28,325.11,327.30,325.03
325.60,325.69,326.26,324.05
324.63,325.40,326.00,324.41
324.80,327.61,328.43,324.36
327.05,329.90,329.95,326.00
327.80,328.60,329.49,326.70
327.54,329.30,329.30,324.82
327.89,327.80,329.87,326.49
327.00,328.82,328.82,326.70
328.50,325.34,328.50,324.57
325.90,325.86,328.00,325.22
326.48,335.14,335.71,326.01
337.70,329.00,337.70,327.25
327.93,331.80,332.58,326.57
330.68,330.78,332.00,328.56
332.70,331.17,332.70,329.29
331.67,326.00,331.67,325.89
326.00,324.96,326.14,322.71
325.77,326.00,330.00,325.00
325.75,325.17,325.99,323.53
325.33,328.45,328.80,325.33
328.50,326.60,328.97,325.79
325.71,328.60,329.10,324.15
327.23,323.35,327.78,323.01
322.96,324.05,325.29,320.57
325.00,320.50,325.55,320.01
321.77,326.70,328.19,320.81
327.75,328.00,329.71,325.50
329.27,329.58,330.97,328.21
328.68,328.70,329.30,326.90
325.98,327.21,330.92,325.97
327.43,326.45,328.61,326.17
327.28,325.12,328.45,324.10
321.91,323.06,327.70,321.91
324.54,326.91,334.38,324.54
329.68,331.27,333.36,328.87
325.01,329.60,332.32,324.14
327.00,329.99,332.62,327.00
330.18,329.74,331.11,323.01
326.60,325.30,326.65,321.47
326.55,325.89,328.43,325.00
329.40,329.30,330.50,327.67
331.00,330.10,332.99,325.86
327.77,329.80,330.00,327.60
328.38,329.95,330.14,327.87
329.41,331.20,332.93,329.41
332.18,336.47,338.00,331.03
339.47,342.32,343.85,337.77
343.19,345.08,346.74,343.04
346.00,350.00,350.00,345.12
350.00,343.20,352.00,342.50
344.83,343.76,349.88,343.39
343.76,336.50,345.63,336.02
339.62,341.63,344.26,338.22
342.89,351.38,352.99,342.14
350.94,354.12,359.36,347.74
358.00,359.37,360.85,356.12
361.80,362.80,364.50,361.37
365.40,359.48,365.88,357.03
360.55,361.01,364.09,359.00
370.00,368.23,381.94,362.11
369.04,367.41,370.00,363.03
368.99,368.52,372.97,367.43
367.83,370.00,370.94,365.01
368.33,373.97,373.97,365.31
374.00,377.25,379.02,373.34
375.39,383.40,384.99,375.39
383.39,382.99,387.59,379.48
384.27,382.90,385.21,380.25
382.56,380.00,382.62,379.86
378.02,371.90,379.04,370.15
370.66,363.52,370.75,360.05
344.57,356.48,362.07,334.76
364.00,361.16,366.48,358.50
369.91,367.96,369.91,359.57
371.75,373.05,379.88,369.42
373.79,376.50,379.67,370.37
374.50,374.56,376.98,371.20
370.00,365.81,371.50,362.16
366.27,370.68,371.00,359.71
372.43,373.20,379.99,371.44
372.67,369.00,374.19,367.25
371.95,374.53,376.98,364.41
376.90,372.20,378.49,370.53
372.22,372.96,375.00,370.65
372.37,375.01,377.89,371.95
372.51,369.90,375.44,367.79
371.21,380.06,381.94,370.95
380.89,381.61,383.24,379.00
382.19,383.90,386.82,381.23
381.06,383.47,385.78,381.06
385.01,391.30,394.58,385.01
388.59,392.58,395.25,385.11
394.47,399.25,399.25,390.92
396.92,404.47,408.13,394.07
407.65,407.01,414.13,404.58
406.73,399.18,409.48,398.03
401.23,389.89,401.23,386.00
393.12,393.47,398.03,390.57
393.00,397.67,398.14,393.00
395.55,395.53,399.46,390.52
397.94,396.89,401.04,392.10
397.47,394.86,398.97,394.03
396.48,406.41,412.49,394.75
407.42,400.90,407.42,400.21
402.72,400.04,403.69,395.61
401.90,408.90,411.60,396.29
408.29,402.14,411.69,401.86
401.67,396.83,406.00,395.72
397.57,400.68,403.61,389.98
399.09,397.37,404.79,394.76
394.21,396.30,397.50,393.16
396.13,395.80,399.44,391.81
396.36,392.70,399.53,391.06
393.26,395.05,396.57,390.01
395.82,396.95,399.56,391.03
395.95,403.49,404.81,395.41
402.49,401.21,403.98,398.61
401.45,403.89,404.21,395.27
402.02,406.75,407.65,401.03
406.86,406.31,410.83,404.75
405.37,408.26,410.00,404.95
407.26,404.13,410.81,401.40
404.93,404.22,408.75,401.16
406.52,405.21,408.44,401.40
407.01,410.99,414.19,404.35
411.99,411.91,413.50,407.08
410.27,417.54,418.62,409.81
418.67,419.66,421.99,414.92
418.97,409.46,424.48,407.50
409.12,418.95,422.68,406.31
415.62,416.09,423.97,415.02
417.09,425.00,431.03,417.03
425.00,429.18,431.00,425.00
431.06,432.77,433.71,428.98
433.11,432.24,436.50,430.41
434.46,436.28,436.29,430.13
435.01,431.50,436.60,427.05
431.45,428.61,433.26,426.01
429.29,434.11,436.89,427.33
433.17,405.40,433.17,405.40
405.25,413.00,414.82,394.50
413.60,409.45,413.60,404.45
410.22,402.27,411.72,399.28
398.93,403.09,408.39,398.93
404.57,404.74,406.07,401.53
403.29,398.52,403.99,394.72
398.98,393.12,402.54,386.62
395.63,394.83,398.51,390.48
390.09,379.66,392.59,375.00
378.34,392.54,392.54,375.87
393.24,394.80,401.68,389.30
396.80,397.50,399.48,389.42
400.13,393.40,400.13,391.73
392.19,387.45,393.94,383.81
390.02,385.38,393.20,382.24
387.49,394.80,396.95,382.43
395.98,393.48,399.98,390.04
393.01,395.00,397.31,391.34
392.30,387.77,392.30,382.73
388.13,391.89,392.59,386.87
390.92,388.27,390.92,387.40
387.28,389.50,390.83,386.21
384.81,381.70,387.80,375.77
381.60,385.96,389.00,378.14
383.39,379.00,384.40,375.21
373.40,368.68,381.95,365.67
369.43,361.90,369.43,360.36
362.45,361.20,365.24,356.53
362.98,362.22,364.31,359.51
363.49,355.06,364.83,349.19
354.23,360.63,363.44,353.01
355.00,352.50,355.00,348.20
356.07,353.10,357.34,352.52
350.95,345.57,350.95,340.14
344.57,349.72,352.00,342.63
352.09,357.46,357.46,350.15
356.17,350.00,362.35,348.61
349.34,351.30,358.47,348.00
350.87,344.20,355.97,342.42
344.90,340.84,347.03,336.04
342.53,366.65,369.95,342.53
362.03,359.31,362.69,356.37
357.32,351.82,359.40,351.55
353.52,348.78,353.52,343.40
351.08,332.94,353.01,332.01
332.50,323.91,333.75,320.74
320.00,312.79,320.00,309.60
309.65,314.97,320.00,305.66
317.30,320.18,322.32,313.03
315.22,310.52,315.31,309.12
313.94,320.61,321.89,311.50
323.95,342.09,352.60,323.95
345.25,344.01,355.84,343.13
344.49,340.45,346.98,339.25
338.67,343.19,343.23,331.60
346.87,337.94,351.41,336.42
338.24,337.71,346.00,336.56
338.00,350.08,352.13,332.20
351.07,354.44,358.61,349.75
357.30,348.71,357.30,348.69
350.15,342.81,352.50,340.99
345.83,344.90,352.39,340.15
343.23,347.71,348.61,340.00
345.27,347.84,349.00,341.30
347.12,350.42,354.35,341.30
347.71,346.87,348.84,340.00
345.00,345.43,346.86,340.93
347.69,348.49,350.98,343.60
350.67,344.70,350.67,340.08
347.19,346.70,349.13,344.26
347.85,349.52,350.50,345.06
347.45,347.90,348.99,344.29
345.34,349.99,351.39,345.34
349.81,350.74,355.10,347.17
351.01,347.61,352.96,347.60
348.36,347.92,351.44,345.78
345.90,351.70,353.75,345.90
352.52,353.03,355.10,350.85
351.89,345.03,351.89,342.25
343.74,342.57,345.96,332.00
343.66,348.80,351.89,341.11
351.00,345.05,351.92,342.76
345.40,357.31,362.40,344.00
353.20,360.33,362.65,352.66
359.39,346.93,359.50,345.18
345.13,340.20,345.67,339.01
341.00,341.46,343.18,335.01
340.16,337.48,340.16,333.35
339.61,338.49,347.76,337.20
343.38,340.40,344.51,336.22
339.96,338.99,342.48,336.12
340.05,343.89,345.00,339.52
343.80,342.01,344.74,341.76
343.01,345.00,346.60,341.52
344.89,349.40,351.62,344.89
350.40,353.48,354.50,348.76
352.85,353.34,355.99,351.50
354.03,353.09,354.36,351.65
352.94,357.10,358.04,352.94
357.79,347.85,357.79,347.29
349.04,352.13,354.50,349.04
352.07,359.26,361.16,351.83
358.00,360.84,367.20,357.82
359.05,352.00,359.05,348.98
353.10,361.70,363.65,348.97
359.99,356.87,362.49,354.01
354.00,360.02,361.68,354.00
360.51,360.65,362.08,357.19
358.65,358.00,358.65,354.60
356.64,360.67,362.65,356.64
362.35,363.10,364.78,361.50
362.01,361.81,363.67,360.10
362.12,360.62,362.75,356.87
358.67,357.34,360.75,354.91
356.46,359.20,364.66,353.63
357.94,364.14,364.95,355.26
363.00,363.26,366.58,361.11
363.80,362.99,366.00,360.12
363.23,368.25,369.39,363.23
367.21,366.08,369.87,364.00
367.80,376.32,378.01,367.63
377.93,372.80,382.44,371.16
363.41,373.93,377.00,357.92
374.06,373.44,376.03,371.60
374.84,376.66,376.97,374.03
374.28,377.18,378.36,374.00
375.61,376.40,378.77,373.51
376.57,373.67,379.90,373.14
373.53,377.44,380.00,373.53
376.21,378.76,381.89,376.21
377.63,377.15,381.40,376.74
376.10,374.91,376.50,371.00
370.47,369.25,372.75,368.27
366.12,367.75,370.58,364.48
365.39,365.03,366.99,364.13
364.96,365.32,367.04,364.62
364.48,362.15,366.80,360.00
361.07,355.60,361.07,354.24
358.70,368.95,369.93,350.99
368.42,370.85,376.01,366.52
370.59,373.84,376.22,370.59
376.35,379.20,379.98,375.06
366.21,364.80,375.77,364.80
361.52,361.00,362.00,356.02
364.99,368.07,374.88,363.19
370.76,373.72,380.99,369.13
372.54,374.55,378.67,372.54
374.14,370.92,375.97,370.85
370.00,368.62,370.30,364.93
365.56,373.34,375.26,365.56
372.99,379.11,380.81,372.99
381.41,385.73,391.89,381.41
388.46,387.38,390.72,386.76
388.05,389.53,390.56,386.66
389.01,389.32,389.78,387.59
390.00,388.09,390.00,385.07
388.79,386.69,388.79,383.87
386.50,388.44,389.28,385.78
388.00,386.99,388.00,384.98
388.00,388.00,388.00,386.15
387.50,387.50,388.00,385.93
386.60,390.00,390.00,384.93
389.70,389.68,390.25,388.28
388.20,391.19,394.64,388.20
391.98,391.22,392.75,390.00
392.74,390.99,394.23,389.01
389.82,395.51,396.14,389.82
396.96,396.86,399.16,395.41
398.23,389.95,398.41,388.02
388.34,395.52,398.76,388.28
376.63,359.50,386.62,357.03
357.85,355.81,357.85,349.50
356.00,350.88,357.31,350.00
350.00,353.31,358.15,350.00
353.00,349.04,353.70,347.54
348.29,350.78,357.18,348.02
350.32,347.98,351.32,345.01
349.00,352.02,354.34,348.88
350.11,345.21,352.30,344.91
343.25,348.87,349.00,343.25
349.85,350.31,353.26,346.97
348.38,350.50,351.90,345.01
348.58,350.85,351.55,348.20
350.38,349.89,351.25,346.77
349.45,344.80,349.45,343.81
343.22,341.49,346.23,337.18
340.21,337.06,344.04,335.27
338.04,336.97,340.00,334.02
335.74,341.71,342.88,335.45
341.39,343.71,344.95,340.67
345.16,344.72,346.84,340.95
344.86,347.74,352.34,344.86
347.48,344.85,348.94,342.71
345.17,348.08,348.39,344.99
346.36,343.61,348.50,341.20
341.13,331.42,341.13,331.39
331.05,333.82,336.95,331.05
330.51,325.60,336.97,325.01
326.96,326.00,330.63,323.10
323.67,324.50,326.50,319.63
322.88,321.32,324.34,319.20
320.75,328.98,330.40,320.75
328.83,330.00,332.20,326.05
332.01,335.44,335.54,330.23
337.01,337.97,339.99,334.13
336.51,337.54,339.08,333.14
336.98,333.15,338.54,332.51
332.21,326.32,332.21,326.03
327.00,327.07,328.80,322.79
324.44,322.94,327.00,320.51
323.96,324.23,326.99,319.30
324.99,321.06,326.17,320.02
321.06,322.03,323.82,318.65
322.80,332.86,333.91,322.80
331.51,333.03,336.56,328.76
332.67,334.93,336.19,330.00
335.61,337.00,340.92,320.93
336.53,338.00,343.59,334.66
338.16,338.75,339.95,337.23
337.36,331.70,337.36,330.73
334.18,333.85,336.33,331.42
335.33,333.22,339.29,332.45
334.30,330.68,335.37,330.68
332.56,328.90,333.95,326.01
329.50,329.38,334.45,328.76
329.20,330.96,331.44,325.78
337.99,334.42,344.49,332.77
334.99,328.67,339.58,328.05
329.16,328.97,329.97,326.30
331.17,321.46,331.17,320.20
322.51,319.68,324.83,317.20
320.83,322.39,323.81,320.83
323.94,319.08,323.94,315.56
317.23,316.00,320.96,316.00
315.50,314.22,318.33,312.56
315.48,315.47,318.63,314.03
316.54,319.92,320.39,316.27
317.64,324.87,325.60,312.50
323.23,325.90,327.30,318.00
325.07,316.45,325.08,307.80
315.62,325.77,326.91,315.62
327.10,333.35,339.24,327.10
331.02,342.84,344.25,331.02
341.29,339.24,343.95,337.19
340.03,343.92,346.07,339.53
343.89,343.73,344.64,341.22
345.67,342.51,346.56,339.81
342.13,340.12,343.51,339.06
340.00,342.59,343.78,340.00
344.48,345.00,345.85,342.90
346.47,341.81,347.85,339.94
341.90,341.87,343.94,341.02
343.00,341.46,344.06,339.15
341.68,348.44,348.75,341.68
349.00,348.64,351.28,347.69
349.10,350.97,351.99,349.01
351.96,354.05,355.47,348.55
