EDV,Vanguard Extended Duration Treasury ETF,NASDAQ
98.74,97.75,98.93,97.75
98.85,98.17,99.08,97.84
99.56,99.64,100.04,99.00
99.20,101.05,101.16,99.02
100.87,101.58,101.74,100.15
101.58,101.39,102.29,101.38
101.45,101.03,101.71,101.03
98.16,95.98,98.16,95.98
96.94,97.17,97.67,96.85
97.50,97.21,97.70,96.75
97.00,95.98,97.00,95.70
97.25,97.40,97.52,96.56
98.20,97.91,98.67,96.91
97.40,98.07,98.07,97.40
98.45,98.72,98.72,98.26
99.42,99.20,99.62,98.58
98.31,96.81,98.40,96.81
97.86,99.14,99.14,97.86
99.63,99.43,100.18,99.25
98.83,98.85,99.15,98.31
97.66,97.24,97.66,96.65
96.20,96.89,96.92,96.20
97.61,98.00,98.00,97.14
97.56,96.82,97.56,96.51
97.16,96.53,97.19,96.36
95.01,97.40,97.40,94.89
94.89,94.46,95.85,94.00
93.57,95.74,95.85,93.51
95.30,94.63,95.40,94.56
94.28,94.97,95.18,94.16
95.30,96.19,96.36,95.30
96.50,96.34,97.22,96.34
95.88,96.18,96.37,95.87
97.12,95.84,97.16,95.84
93.97,93.76,94.12,93.70
94.00,94.08,94.35,93.74
92.65,92.04,93.20,92.04
91.44,92.00,92.20,90.80
90.90,90.50,91.09,90.15
90.63,91.20,91.46,90.63
90.50,90.01,91.16,89.95
90.26,91.40,91.40,90.10
91.10,93.11,93.25,91.10
93.47,93.82,93.99,93.18
94.17,95.92,96.00,94.17
94.97,94.81,95.09,93.98
93.89,96.04,96.11,93.89
95.89,96.29,96.97,95.56
94.79,94.04,94.79,93.15
94.50,94.06,94.50,93.76
93.25,91.87,93.25,91.80
93.00,92.18,93.13,92.18
93.35,92.23,93.35,92.23
92.00,91.30,92.63,91.24
91.61,91.96,92.25,90.99
93.12,92.09,93.30,92.09
92.86,92.17,93.00,91.93
92.87,91.35,93.10,91.30
91.71,92.56,92.56,91.54
92.48,93.74,95.24,91.72
94.00,93.04,94.00,92.74
94.04,94.28,94.42,94.04
93.89,94.24,94.59,93.73
95.00,96.42,96.42,94.92
95.93,96.35,96.50,95.73
95.75,95.30,95.75,95.19
94.87,95.27,95.80,94.87
95.50,95.30,95.99,94.97
94.97,94.63,94.97,94.26
94.64,94.72,95.32,94.64
94.83,94.54,95.16,94.50
94.16,94.41,94.42,93.87
94.77,94.95,95.25,94.77
94.85,95.21,95.73,94.85
95.09,93.82,95.09,93.82
93.18,94.22,94.25,92.79
95.54,94.60,95.68,94.30
94.40,93.50,94.45,92.96
93.67,92.96,93.97,92.96
93.34,94.79,94.79,92.89
95.59,96.36,96.49,95.38
96.65,96.83,97.04,96.47
96.49,95.81,96.49,95.72
97.00,97.47,97.81,96.98
97.78,98.00,98.80,97.78
98.44,97.63,98.44,97.54
97.88,97.86,98.26,97.78
97.80,97.67,97.96,97.55
97.00,97.37,97.46,97.00
97.50,97.03,97.65,97.03
97.16,97.10,97.39,96.32
96.41,95.50,96.46,95.50
95.74,95.38,96.03,95.31
95.00,93.94,95.00,93.80
93.50,93.50,93.51,93.11
93.42,94.85,94.86,93.42
92.55,91.30,92.55,91.30
91.18,91.05,91.49,91.00
91.38,91.47,91.60,91.18
92.08,91.96,92.18,91.85
92.50,92.91,93.76,92.36
92.78,93.06,93.06,92.59
92.84,94.12,94.12,92.84
93.56,93.14,93.71,92.86
92.92,90.49,93.00,90.43
90.21,90.64,91.00,89.64
91.42,92.05,92.30,91.42
91.86,92.34,92.81,91.86
92.86,93.12,93.29,92.86
93.06,92.50,93.06,92.29
92.50,92.86,92.86,92.48
92.40,91.98,92.60,91.93
92.11,92.59,92.67,92.11
91.38,91.14,91.50,90.84
90.94,90.74,91.40,90.70
90.96,91.28,91.30,90.75
91.34,91.50,91.89,91.34
92.61,92.76,92.80,92.32
92.21,91.67,92.33,91.66
91.65,91.32,91.86,91.14
91.60,91.75,91.75,91.57
92.38,91.57,92.68,91.32
91.19,91.74,92.00,91.16
91.46,91.41,92.71,90.47
91.87,91.32,91.87,91.26
91.06,91.45,91.45,90.20
91.25,90.79,91.50,90.79
90.54,90.03,90.54,89.93
89.63,89.28,89.65,89.16
89.06,88.89,89.32,88.67
89.18,89.62,89.87,89.18
89.50,88.77,89.82,88.14
88.59,89.24,89.49,88.59
88.86,89.09,89.49,88.80
89.50,89.79,90.30,89.50
89.91,90.04,90.27,89.70
89.62,90.04,90.14,89.30
90.55,90.61,90.62,89.90
91.15,92.31,92.43,91.15
92.39,93.03,93.20,92.37
92.46,92.11,92.78,92.11
91.87,92.30,92.30,91.73
92.84,93.03,93.10,92.67
92.87,93.66,93.95,92.70
94.00,93.94,94.23,93.72
93.76,93.58,94.08,93.50
94.26,95.44,95.76,94.26
96.21,96.35,96.42,95.72
96.12,95.43,96.63,95.35
95.48,95.57,95.57,95.09
95.91,96.75,97.00,95.60
96.38,96.36,96.56,95.81
97.20,97.39,97.43,96.81
97.19,99.12,99.12,96.84
98.06,97.54,98.16,97.28
96.81,96.10,96.87,95.81
95.65,95.44,95.86,95.08
94.73,95.34,96.00,94.67
94.95,95.66,95.89,94.95
95.25,95.10,95.47,94.58
94.72,94.21,94.72,93.95
95.10,94.92,95.23,94.73
94.91,94.87,95.07,94.63
95.04,95.23,95.69,94.95
95.71,94.67,95.71,94.57
94.71,94.21,94.85,93.82
94.36,95.14,95.14,94.36
95.12,94.89,95.12,94.68
95.37,96.05,96.05,95.37
96.07,96.79,96.79,96.01
97.39,97.54,97.76,97.00
97.42,97.73,97.91,96.65
98.83,98.93,98.94,98.21
97.90,96.49,97.90,96.49
96.43,96.82,97.16,96.41
95.63,95.50,95.98,95.45
94.14,94.61,94.91,94.07
94.62,94.61,94.84,94.40
94.70,95.13,95.17,94.46
96.08,95.97,96.30,95.88
95.54,97.95,98.05,95.54
98.64,98.22,98.84,97.74
97.82,97.00,97.89,97.00
96.87,97.57,97.57,96.87
97.20,96.70,97.25,95.52
96.44,96.51,97.13,96.44
97.10,98.18,98.26,97.10
97.32,98.68,98.68,97.11
97.89,98.19,98.41,97.59
98.03,99.03,99.18,98.03
99.59,99.96,100.57,99.24
99.91,99.20,99.92,98.63
98.51,98.83,99.01,97.69
98.02,97.50,98.20,97.50
96.86,96.50,97.06,96.44
97.12,97.17,97.61,97.01
97.46,98.05,98.34,97.46
98.26,98.95,99.11,98.12
98.80,99.37,99.45,98.50
98.76,98.58,99.44,98.40
98.87,99.97,100.22,98.83
100.90,101.21,101.31,100.21
101.00,100.92,102.00,100.75
101.13,101.95,102.48,100.81
101.06,102.33,102.33,101.00
102.56,100.44,102.63,100.12
101.13,100.67,101.43,100.50
100.27,101.32,101.32,100.05
101.63,101.80,102.18,101.43
101.24,102.21,102.28,101.21
102.73,102.56,103.35,102.56
102.17,101.60,102.45,101.47
100.64,101.33,101.44,100.57
101.26,101.74,102.07,101.01
101.72,103.19,103.56,101.71
103.41,104.51,105.15,102.59
104.77,103.58,104.88,103.50
103.63,104.34,104.63,103.58
104.04,103.49,104.37,103.40
103.91,102.53,104.35,102.44
102.57,102.17,102.89,101.80
101.67,101.41,101.99,101.07
102.18,102.64,102.64,102.12
104.02,104.44,104.93,104.01
105.69,105.77,106.50,105.35
105.55,105.23,106.14,105.18
106.07,104.00,106.10,103.94
103.82,104.39,105.17,103.76
103.47,103.37,103.67,102.75
103.48,103.15,103.62,102.50
103.93,104.12,104.48,103.65
104.50,105.06,105.06,103.72
106.19,107.00,107.09,106.10
107.05,106.27,107.50,106.24
105.73,105.91,106.50,105.61
104.85,104.88,105.89,104.35
104.19,103.01,104.48,103.00
103.16,102.95,103.39,102.64
102.35,103.03,103.56,102.04
103.93,103.19,104.30,103.02
103.00,102.85,103.20,102.59
102.29,102.32,102.73,102.12
102.90,102.75,103.00,101.91
102.84,103.96,104.30,102.23
103.33,104.05,104.84,103.33
104.22,104.41,104.65,103.74
104.12,103.39,104.12,103.11
103.62,104.18,104.44,103.32
104.46,102.46,104.54,102.10
102.26,103.24,103.28,102.06
102.97,101.82,103.08,101.78
102.83,103.44,103.44,102.42
104.23,103.71,104.50,103.68
104.32,104.70,105.32,104.32
105.06,104.56,105.19,104.28
104.60,104.74,105.13,104.27
103.66,103.35,104.05,103.12
102.52,101.88,102.81,101.51
101.13,101.31,101.38,100.69
100.32,102.04,102.50,100.00
103.06,103.82,104.07,103.06
103.61,103.87,104.39,103.46
104.83,103.82,105.20,103.82
104.57,104.84,105.08,104.51
104.54,104.43,104.82,104.07
103.92,104.17,104.76,103.48
104.47,104.76,104.94,104.37
105.87,106.98,107.00,105.46
107.10,106.55,107.10,105.82
107.18,107.54,108.07,107.18
107.42,107.59,107.84,106.77
107.74,107.52,107.94,107.46
106.63,106.33,106.70,106.03
107.68,108.46,108.48,107.52
108.47,108.21,108.86,107.64
108.75,108.88,109.07,108.22
107.92,106.46,108.23,106.28
105.29,106.29,106.96,105.29
105.73,106.89,107.64,105.05
106.66,106.35,107.18,106.32
106.28,107.00,107.46,105.58
108.20,107.13,108.20,107.00
107.34,108.44,108.48,107.34
109.02,108.33,109.53,108.13
108.53,108.40,108.81,108.01
108.23,107.37,108.29,107.27
107.47,108.13,108.15,107.32
108.88,109.51,109.80,108.14
111.98,112.03,112.46,109.85
111.02,109.70,111.35,109.53
110.50,109.51,110.74,109.00
109.27,109.13,109.31,108.65
109.19,110.14,110.22,109.19
112.50,110.81,112.50,109.56
111.47,111.76,111.95,111.01
112.32,111.35,112.32,111.09
111.96,112.82,112.89,111.58
113.86,113.88,114.32,113.65
115.50,113.70,115.50,113.18
112.94,111.12,112.94,111.11
110.83,111.78,111.78,110.61
110.79,110.00,111.43,110.00
110.64,109.65,110.73,108.72
109.84,109.31,110.65,109.00
109.03,109.63,109.75,109.03
108.87,108.44,108.91,108.26
109.00,107.94,109.00,107.82
106.89,106.34,107.07,105.86
106.64,106.18,107.36,105.86
106.38,105.93,106.39,105.40
106.19,105.09,106.57,105.09
106.10,105.71,106.44,105.56
108.15,107.73,108.15,105.92
107.35,107.12,107.58,106.75
107.44,108.59,108.75,107.12
108.10,107.19,108.34,107.11
108.09,109.26,109.28,107.99
109.15,109.12,109.69,108.39
110.12,110.19,110.75,110.00
109.93,109.45,110.51,109.14
110.56,112.50,112.50,110.55
111.95,111.00,112.45,111.00
110.76,111.93,112.27,110.53
111.82,111.89,112.64,111.35
112.20,114.18,114.32,112.20
114.19,113.96,114.40,112.97
114.00,113.53,114.27,113.30
114.32,114.80,114.95,114.02
115.63,116.32,116.96,115.00
117.23,117.46,117.46,115.93
121.56,117.96,127.68,117.55
120.31,116.84,120.31,116.56
116.50,116.23,116.72,114.89
117.02,116.73,117.17,115.78
115.78,115.36,116.14,115.27
115.26,115.59,115.64,114.93
115.58,114.25,115.58,113.59
114.50,114.37,115.94,113.92
114.70,114.54,115.16,114.21
114.11,113.73,114.28,113.35
112.98,114.05,114.82,112.53
115.32,114.32,116.52,110.00
114.48,114.04,115.10,113.17
114.04,114.08,114.38,112.85
115.00,114.53,115.49,114.32
114.22,114.43,114.74,113.98
113.80,113.47,114.15,113.25
113.51,114.99,115.05,113.47
115.00,113.68,115.00,113.50
114.03,113.91,114.09,113.23
114.88,113.65,114.93,113.41
114.01,113.92,114.45,113.49
114.00,114.90,115.10,113.94
115.21,114.32,115.27,114.00
114.66,114.58,115.00,114.33
114.19,113.91,114.88,113.91
115.41,114.60,115.41,114.36
115.30,115.69,115.75,115.00
115.19,115.97,116.00,115.07
116.14,117.32,117.54,115.96
118.00,117.80,118.32,117.70
118.69,118.99,119.45,118.06
119.21,118.21,119.94,117.81
118.25,116.45,118.25,116.28
116.56,117.14,117.32,116.04
117.40,118.24,118.54,116.69
118.22,117.79,118.22,116.76
118.65,119.76,119.99,118.20
121.16,120.55,121.90,120.42
120.74,121.86,122.46,120.66
121.46,122.44,122.79,120.65
124.06,125.01,125.36,123.50
124.44,125.00,125.82,124.00
126.91,126.92,127.37,125.50
126.31,125.65,126.85,124.03
122.56,121.63,122.67,121.10
121.69,123.55,123.55,121.36
123.07,123.85,123.85,122.86
123.88,120.29,123.99,120.28
120.01,120.95,121.40,120.00
122.08,121.72,122.40,121.52
122.89,123.29,123.78,122.53
124.23,123.97,124.64,123.77
124.50,123.94,124.54,123.72
124.65,126.24,126.49,124.22
127.44,128.99,129.40,127.11
131.02,131.80,133.23,129.60
130.86,131.67,132.48,130.01
130.43,129.26,130.43,128.81
128.51,131.00,131.00,128.00
131.30,132.38,133.00,131.12
131.63,132.10,133.24,131.12
134.74,133.50,135.57,133.36
133.87,136.50,136.80,133.42
135.57,133.92,136.44,133.90
135.37,136.80,137.08,135.10
137.53,134.70,137.80,134.00
135.17,133.55,135.29,132.25
135.54,136.06,136.75,135.01
136.45,136.27,136.97,135.35
137.98,136.49,138.30,135.24
137.00,139.42,140.41,136.54
139.80,138.26,139.80,137.44
140.88,141.60,141.91,139.51
140.82,140.75,141.45,139.50
137.94,136.58,138.10,136.15
134.83,136.50,136.81,134.20
135.46,134.47,135.81,134.14
132.71,130.67,133.18,130.25
132.08,130.91,132.33,130.61
129.73,129.06,129.95,128.69
129.00,129.55,129.99,127.83
128.86,128.73,130.27,128.72
128.78,126.88,128.91,126.78
126.27,124.20,126.75,123.70
125.22,125.50,126.42,124.66
125.00,124.03,125.87,124.03
125.15,124.64,126.99,124.00
125.50,126.81,127.05,125.50
126.49,129.01,129.37,125.68
129.03,129.97,130.36,128.37
129.29,127.58,130.05,127.29
128.00,128.69,129.18,127.17
128.50,125.24,128.59,125.17
125.43,124.42,125.87,124.40
125.31,124.51,125.49,124.23
124.62,124.26,125.12,123.70
122.17,120.41,122.17,119.18
121.79,121.91,121.95,121.06
123.58,124.17,124.37,123.34
124.31,125.54,125.90,124.17
126.76,125.35,127.06,124.82
125.07,124.80,126.23,124.79
126.49,126.39,126.81,125.64
127.37,128.09,128.16,126.94
129.61,131.83,131.87,127.16
131.36,131.08,131.71,130.20
131.38,132.00,132.34,131.22
131.42,131.01,131.98,130.18
131.58,132.59,132.66,131.11
132.89,131.07,132.93,130.94
130.48,128.24,130.48,127.66
128.97,130.15,130.86,128.97
130.19,129.38,130.40,129.20
129.26,129.81,130.26,128.84
130.85,132.17,132.59,130.85
131.94,130.24,131.94,129.97
130.77,128.84,131.05,128.44
129.06,130.50,130.64,128.80
130.44,130.45,130.85,128.97
130.31,128.27,130.31,127.51
129.29,128.05,129.49,128.03
127.97,128.68,128.84,127.86
129.96,129.50,131.26,129.35
130.11,129.52,130.56,129.26
129.99,128.64,129.99,127.84
128.09,130.44,131.00,128.09
129.84,128.77,130.07,128.38
128.94,128.10,128.94,127.78
127.62,125.45,127.62,125.25
125.45,126.15,126.56,125.19
126.71,127.21,127.47,126.50
126.93,127.05,127.72,126.11
125.79,124.53,126.37,124.52
122.24,122.30,123.27,121.62
121.19,122.52,122.75,120.43
121.12,120.13,121.50,119.66
120.23,118.62,121.00,118.31
118.31,118.11,118.53,116.70
117.09,114.91,117.18,114.72
116.23,117.36,117.62,116.20
118.81,117.76,119.19,117.49
116.59,113.70,116.59,113.53
113.11,113.93,114.98,112.41
114.97,112.37,114.97,111.97
112.52,112.68,113.62,112.15
114.53,115.87,116.59,114.27
114.11,113.37,114.28,113.07
111.37,111.78,113.45,111.20
112.12,112.10,112.95,111.27
113.06,114.28,114.70,113.01
114.77,114.44,114.82,113.66
115.04,117.28,117.45,115.01
117.15,117.68,117.94,116.22
117.50,117.53,117.91,117.15
118.58,118.06,119.34,117.69
117.53,116.36,117.98,115.50
114.99,113.79,114.99,113.30
112.66,111.12,112.66,110.64
111.98,113.22,113.44,111.58
111.98,111.37,112.92,110.99
112.01,111.23,112.01,110.81
110.45,109.59,110.45,109.00
108.75,108.13,109.13,107.86
109.86,111.51,111.70,109.36
111.21,111.75,113.02,111.20
113.00,111.87,113.19,111.41
112.29,112.90,112.92,111.74
112.36,111.68,112.36,110.68
110.54,110.78,110.78,109.62
111.54,112.75,113.00,111.54
110.00,108.70,110.42,108.60
107.16,107.70,108.71,107.16
108.35,109.05,109.21,108.15
108.66,108.48,109.22,108.09
107.80,106.86,107.80,106.44
107.92,110.90,111.60,107.92
110.07,109.98,111.42,109.73
107.92,107.66,108.63,107.53
108.59,108.10,109.00,107.96
109.26,110.85,111.46,109.26
112.98,112.45,114.06,112.20
113.52,114.09,114.31,112.75
111.70,110.80,112.41,110.65
108.08,108.34,109.12,107.79
107.32,107.68,108.73,107.32
108.07,108.15,108.36,107.61
108.35,109.74,110.16,108.05
109.36,111.12,111.22,109.29
111.58,112.37,112.49,111.57
111.60,111.53,112.02,110.99
110.66,112.21,112.21,110.66
112.72,113.45,113.75,112.52
113.65,115.35,115.56,113.40
116.27,115.90,116.29,115.45
117.21,116.81,117.28,116.07
115.53,115.61,116.26,115.34
115.45,115.02,115.88,114.71
115.79,116.39,116.70,115.75
117.63,117.72,117.95,116.87
117.72,119.33,119.50,117.72
118.95,118.07,119.15,117.92
117.02,117.03,117.23,116.25
117.36,118.54,118.64,117.31
119.37,120.95,121.00,119.30
119.75,118.67,119.82,118.41
120.86,121.22,122.00,120.55
121.73,120.46,122.66,120.32
120.24,120.15,120.82,119.36
119.92,120.62,121.10,119.50
121.57,121.23,122.21,121.23
120.49,120.12,121.12,119.95
119.44,121.62,121.71,119.24
121.97,123.41,123.73,121.97
123.53,124.10,124.56,122.81
125.34,124.14,127.72,123.26
121.09,120.97,121.62,119.85
119.01,117.60,119.79,117.02
117.49,117.38,118.75,116.88
118.74,117.56,119.68,117.48
119.13,116.79,119.61,116.64
116.96,117.54,117.85,116.05
116.71,116.09,117.34,115.71
116.36,116.42,116.68,115.43
117.66,117.94,118.54,116.98
116.56,115.87,116.89,115.81
114.05,116.80,117.16,114.00
116.25,115.67,116.35,115.55
116.81,116.79,117.58,116.73
117.44,117.00,117.77,116.66
116.09,113.60,116.34,113.47
113.15,112.77,113.73,112.44
112.94,114.86,114.94,112.00
115.97,117.43,117.79,115.94
115.35,113.90,115.51,113.50
115.61,116.02,116.89,114.96
115.88,116.23,116.45,115.19
118.08,117.24,118.59,117.18
116.14,116.05,116.48,115.59
117.00,118.57,118.97,117.00
118.68,119.07,119.60,118.16
118.49,118.48,119.01,118.13
119.57,119.30,120.20,119.14
121.49,120.33,122.49,119.94
118.95,117.90,119.27,117.75
117.55,118.55,118.83,117.27
117.86,118.01,118.41,117.43
118.41,116.89,118.99,116.01
116.57,117.10,117.51,116.57
118.13,118.25,118.58,118.09
119.00,118.45,119.00,117.84
118.98,120.21,120.23,118.57
119.93,119.36,119.97,119.09
119.83,119.02,120.08,119.00
119.20,118.74,119.20,117.93
117.55,117.42,117.88,117.32
118.71,119.26,119.77,118.47
119.64,119.70,120.40,118.21
118.34,118.36,118.90,118.00
119.37,119.65,119.92,119.35
120.20,119.83,120.70,119.83
119.74,119.42,119.74,118.62
118.73,116.78,118.73,116.64
117.24,118.00,118.03,117.00
116.99,117.18,117.53,116.88
116.88,116.14,116.93,115.74
116.24,116.05,116.78,115.53
115.94,115.46,115.94,114.93
113.81,113.21,114.03,112.80
112.00,112.15,112.98,111.70
112.37,112.74,113.55,112.30
112.23,112.17,112.55,111.99
112.60,113.10,113.41,112.46
113.38,114.00,114.33,113.37
113.95,113.80,114.52,113.27
113.08,114.24,114.57,112.53
113.86,114.53,114.65,113.71
115.67,115.54,116.01,115.36
115.61,115.04,115.78,114.72
115.30,115.72,115.98,114.96
115.67,115.50,116.00,115.37
116.12,115.86,116.21,115.68
116.09,115.94,116.29,115.71
115.88,116.31,116.47,115.62
116.40,118.45,118.55,116.40
118.60,119.08,119.23,117.89
117.03,114.21,117.03,113.52
114.07,115.69,116.09,114.07
116.00,117.34,118.26,115.85
118.21,117.27,118.23,116.83
116.82,117.18,117.79,115.85
117.26,117.23,117.46,117.02
119.02,120.35,120.72,118.68
119.27,118.00,119.58,117.28
116.37,116.86,117.06,116.32
116.33,116.45,118.19,115.95
115.05,116.23,116.59,115.05
117.10,117.30,117.61,116.62
117.56,116.80,117.89,116.44
116.33,115.93,116.57,115.28
114.44,114.52,114.77,113.96
115.06,115.27,115.39,114.99
115.58,116.01,116.74,115.57
115.49,113.52,115.49,113.35
112.74,113.21,113.62,112.54
113.82,113.20,113.92,112.78
115.62,114.92,116.50,114.62
114.32,113.96,114.92,113.83
116.13,116.54,116.54,115.66
116.48,116.55,116.81,115.50
116.13,117.34,117.40,115.76
115.40,115.51,116.55,115.09
115.96,117.96,118.68,115.53
117.81,119.60,120.25,117.33
119.03,117.86,119.61,117.50
119.94,120.78,120.94,119.66
120.09,120.53,121.37,119.70
122.45,122.00,124.00,121.81
122.63,120.90,122.90,120.90
119.56,120.35,120.61,119.28
121.14,121.11,121.63,120.77
121.07,121.22,121.81,120.75
120.82,121.06,121.30,119.86
120.34,121.10,121.68,120.20
122.99,122.74,123.68,121.93
122.27,122.04,122.62,121.60
124.00,125.24,125.36,124.00
124.29,124.06,126.38,123.78
124.21,124.75,124.78,123.23
123.78,124.84,125.26,123.52
126.14,128.42,128.85,126.13
129.58,129.02,129.58,127.99
128.91,130.54,130.54,128.32
132.99,131.61,133.88,130.86
130.55,129.15,131.36,128.02
127.68,127.21,127.78,126.01
126.39,125.90,126.65,124.88
125.82,127.94,128.21,125.65
128.05,128.31,129.21,127.91
128.40,127.97,128.40,127.71
126.73,128.75,129.15,126.50
130.17,128.34,131.33,128.13
128.66,128.98,130.19,128.66
127.08,127.29,127.74,126.74
127.27,127.74,128.20,127.22
127.83,124.87,127.92,124.58
124.87,125.51,125.77,124.68
125.97,126.62,127.00,125.58
125.71,125.63,126.19,124.00
125.38,125.37,125.61,124.65
127.98,127.36,128.78,127.30
126.20,126.47,126.96,125.79
126.99,125.89,127.23,124.80
126.09,124.12,126.27,123.81
124.62,124.35,125.27,124.30
125.56,124.41,125.62,124.21
124.68,124.52,125.20,123.94
125.16,125.50,126.41,125.00
126.09,125.81,126.50,125.56
124.14,123.79,124.56,123.32
124.72,123.80,125.00,123.61
124.21,125.96,126.21,124.12
127.38,125.82,127.61,125.22
125.54,125.97,126.70,125.54
126.94,127.25,127.62,126.60
126.18,125.82,126.21,124.82
125.76,126.79,126.96,125.57
127.55,127.19,127.97,126.16
127.18,127.41,127.72,126.78
128.95,129.29,129.40,128.69
128.38,127.88,128.38,127.41
129.18,130.27,130.40,129.00
129.26,129.01,129.33,128.55
128.01,128.64,129.06,127.52
127.53,127.46,128.08,127.00
127.00,128.09,128.46,126.88
127.32,127.23,127.92,127.00
127.72,128.38,129.19,127.72
127.98,127.93,127.98,127.07
127.61,127.34,127.90,126.64
128.01,125.46,128.40,125.34
124.13,124.34,124.82,123.94
124.38,123.89,124.49,123.67
123.28,123.25,123.68,123.08
123.03,122.09,123.03,122.01
123.02,123.69,124.16,122.65
123.46,124.40,124.68,123.20
123.71,125.39,125.39,123.21
124.47,123.48,124.78,123.48
125.54,125.32,126.18,125.32
125.62,126.30,126.48,125.16
126.33,127.63,127.64,125.87
127.43,126.90,127.43,126.70
126.86,127.20,127.38,126.63
127.52,127.52,127.70,127.10
127.23,128.55,128.85,127.23
127.23,127.81,127.90,127.00
128.25,129.29,129.50,128.08
128.79,128.51,128.79,127.95
128.51,128.50,129.21,128.27
128.06,126.06,128.06,125.40
126.27,127.00,127.31,126.27
126.60,127.17,127.38,126.40
127.53,127.53,127.94,126.87
127.02,126.72,127.28,126.00
126.69,125.81,127.21,125.81
126.37,126.80,127.25,126.37
126.64,126.24,126.76,125.90
125.10,126.67,127.09,125.02
127.94,127.35,128.49,126.98
128.25,128.66,129.18,128.02
130.58,130.89,130.95,130.18
130.92,129.86,130.92,129.81
130.21,130.11,130.86,130.11
130.96,131.20,131.38,130.40
132.66,132.54,133.09,132.33
133.40,133.38,134.26,132.68
134.05,134.11,134.24,133.46
135.64,134.22,135.64,134.09
134.50,135.10,135.49,134.30
136.00,135.84,137.32,135.43
135.48,134.70,135.52,134.00
132.68,132.58,133.14,132.43
132.00,131.15,132.26,130.90
131.04,131.29,131.56,130.54
129.81,129.26,130.62,128.86
135.29,134.00,135.29,133.22
137.56,138.09,139.15,137.46
139.06,138.85,139.50,138.11
139.16,137.35,139.81,137.30
137.85,138.12,139.35,137.23
141.42,141.05,141.43,139.10
142.75,143.45,144.08,142.54
144.24,143.77,144.54,143.14
143.43,143.83,144.69,142.76
144.72,145.31,145.60,143.78
144.95,143.80,145.40,143.51
140.94,140.68,141.50,140.01
142.24,142.52,142.88,141.85
139.64,139.95,140.28,139.30
139.09,138.26,139.36,137.94
139.17,137.94,139.50,137.28
138.80,139.15,139.43,138.30
138.12,138.03,138.40,137.40
136.44,138.10,138.55,136.11
137.41,138.75,139.39,137.41
139.10,138.58,139.45,138.56
140.03,139.20,140.03,138.56
140.04,141.53,141.56,139.74
140.39,141.10,141.68,140.24
140.98,142.75,142.86,140.77
140.66,140.76,141.46,140.44
137.84,138.53,139.96,137.20
138.83,138.70,139.17,137.90
140.20,140.23,140.98,140.02
139.63,138.21,139.63,138.03
137.64,138.39,138.99,137.31
139.06,140.39,140.49,139.06
140.98,141.18,141.70,140.34
141.00,139.22,141.00,138.79
141.26,140.80,141.96,140.80
140.01,139.11,140.19,139.04
139.53,138.68,139.53,138.40
139.18,139.81,139.96,138.83
139.95,139.89,140.44,139.20
139.03,139.07,139.46,138.19
140.25,140.71,140.98,139.98
141.08,140.90,141.65,140.63
140.91,140.41,140.99,140.05
140.00,139.63,140.57,139.50
140.61,138.84,141.79,138.36
140.05,141.35,141.41,139.97
141.23,140.69,141.28,140.40
140.56,140.65,141.16,140.06
139.23,140.85,141.26,139.23
139.77,139.35,139.77,138.51
139.52,140.58,141.22,139.20
141.45,140.52,141.63,140.47
139.50,137.86,140.00,137.12
135.21,134.55,135.38,134.43
134.22,134.61,135.01,134.15
135.10,132.43,135.10,131.58
132.18,132.47,133.40,132.18
131.66,131.85,132.32,130.68
133.05,133.30,133.30,132.62
133.13,132.70,133.40,132.70
132.91,132.49,133.97,132.48
132.40,134.04,134.04,132.07
135.06,135.69,136.10,135.06
135.79,135.50,136.04,135.42
135.82,136.49,136.83,135.72
137.85,137.96,138.00,136.98
137.76,137.46,138.51,137.27
136.42,138.07,138.22,136.31
137.60,136.47,137.75,135.41
136.81,135.92,137.10,135.78
135.46,133.54,135.77,133.53
133.41,132.67,133.44,132.03
132.00,131.84,132.67,131.67
131.63,131.79,132.09,130.66
130.38,130.51,130.62,129.66
130.40,130.22,131.25,129.94
129.89,130.41,130.54,129.32
131.47,131.05,131.75,131.02
129.42,128.40,130.35,128.37
128.96,129.74,129.89,128.96
128.81,130.15,130.17,128.74
129.45,130.35,130.55,129.45
131.04,130.29,131.04,130.16
131.00,130.74,131.22,130.20
130.81,130.07,130.81,129.38
129.82,130.33,131.04,129.82
129.54,129.42,130.00,129.01
127.85,127.20,127.85,126.36
126.63,126.74,127.31,126.63
127.24,128.03,128.04,127.17
126.69,128.00,128.48,126.49
128.42,128.73,129.30,127.95
127.44,127.25,127.80,127.04
128.05,128.75,128.87,128.01
127.64,127.40,127.87,127.20
127.84,126.39,128.07,126.15
122.69,119.06,122.75,118.60
118.36,116.45,119.30,116.42
116.69,115.56,116.94,115.06
114.71,114.90,116.61,113.99
115.94,115.69,116.84,115.51
116.14,117.16,117.44,116.14
115.90,114.74,115.91,114.37
115.34,114.47,115.88,113.81
114.94,114.79,115.26,114.58
115.45,114.57,115.75,114.38
113.11,114.06,114.38,112.12
114.91,114.35,115.00,114.01
115.03,115.42,115.64,114.87
115.10,116.11,116.38,114.98
113.14,113.32,114.16,112.40
111.52,111.94,112.04,110.28
112.41,112.86,113.68,112.41
111.90,112.89,113.76,111.49
112.91,112.61,113.21,112.27
113.05,113.93,114.17,113.05
112.31,111.94,112.38,111.79
