VPU,Vanguard Utilities ETF - DNQ,NASDAQ
81.04,79.66,81.30,79.37
80.05,80.51,80.88,78.90
78.86,79.62,80.17,78.50
80.15,80.59,80.80,79.55
80.81,81.61,81.82,80.81
81.89,81.83,82.51,81.71
81.75,82.19,82.49,81.35
82.42,81.10,82.50,80.84
81.03,81.08,81.61,80.78
80.75,80.95,81.18,80.55
81.18,80.72,81.18,79.88
80.90,81.86,82.08,80.87
82.11,82.53,82.62,81.97
82.55,82.97,82.99,82.20
83.62,84.23,84.24,83.58
84.20,84.43,84.52,83.67
84.59,85.87,85.93,84.30
85.84,85.38,85.91,84.98
85.60,85.33,85.90,85.07
85.46,86.14,86.18,85.46
86.02,86.09,86.26,85.89
86.14,86.08,86.37,86.01
86.03,86.31,86.55,86.00
86.39,84.99,86.39,84.70
85.00,85.71,85.75,85.00
85.50,85.98,85.98,85.03
85.95,86.04,86.44,85.85
86.16,86.32,86.87,86.16
86.24,85.83,86.25,85.45
86.16,86.63,86.75,86.03
86.76,86.53,86.76,86.10
86.54,86.01,86.54,85.99
86.00,85.46,86.00,85.36
85.28,85.84,85.91,84.75
85.99,86.08,86.30,85.59
85.99,85.57,86.18,85.51
85.46,85.17,85.46,84.89
85.21,84.66,85.21,84.58
84.47,84.11,84.62,83.70
83.64,82.90,83.69,82.83
82.81,82.02,82.84,81.59
82.01,81.37,82.14,81.17
81.36,82.06,82.62,81.31
81.99,81.20,81.99,80.88
81.18,81.64,81.90,81.10
81.91,82.26,82.45,81.48
82.42,81.63,82.42,81.63
81.28,81.59,82.01,81.09
81.60,81.88,82.10,81.32
81.73,81.50,81.89,81.28
81.50,81.26,81.82,81.07
81.76,80.35,82.00,80.27
80.28,80.38,80.53,79.71
80.25,80.06,80.40,79.91
80.41,80.40,80.97,80.36
80.45,80.79,80.83,80.23
81.12,81.45,81.45,80.75
81.31,80.73,81.31,80.37
80.91,80.50,81.30,80.40
80.77,81.07,81.21,80.77
81.87,81.16,82.36,81.02
81.15,81.65,81.73,81.15
81.60,84.06,84.32,81.48
84.11,83.71,84.53,83.43
83.65,82.63,83.81,82.52
81.70,82.81,83.02,81.42
82.80,82.78,83.00,82.49
82.90,82.20,82.91,82.20
82.36,82.24,82.61,81.94
82.04,81.73,82.25,81.47
81.30,81.62,81.73,81.21
81.90,81.90,82.24,81.66
81.58,81.91,82.12,81.32
81.71,80.95,81.71,80.67
81.14,81.09,81.37,80.84
80.69,80.69,81.32,80.58
80.62,81.15,81.71,80.61
81.36,81.43,82.48,81.05
81.89,82.68,82.76,81.18
82.66,83.13,83.24,82.43
82.62,82.68,82.68,81.55
82.50,81.51,82.50,81.39
81.61,82.32,82.32,81.60
82.17,83.70,83.81,81.72
83.91,84.04,84.20,83.66
84.04,83.81,84.05,83.52
84.09,84.93,85.15,83.96
84.64,84.93,85.78,84.64
85.13,84.80,85.13,84.41
84.89,85.78,85.78,84.45
85.74,85.53,86.00,85.29
85.66,85.66,85.87,85.39
85.71,85.17,86.25,85.11
85.18,84.88,85.40,83.90
84.75,85.33,85.62,84.75
85.47,85.56,85.66,84.84
85.57,85.05,86.11,85.05
85.25,86.04,86.04,85.25
86.27,85.22,86.50,85.08
84.82,85.18,85.18,83.65
85.01,85.16,85.60,84.75
85.03,84.44,85.21,84.07
84.02,84.78,84.83,83.53
85.05,85.42,85.76,84.92
85.40,85.87,85.87,85.11
85.90,85.81,85.92,85.48
85.72,85.14,85.74,85.02
85.34,84.30,85.54,84.21
84.46,84.55,84.94,84.21
84.51,84.55,84.75,84.12
84.53,84.23,84.77,84.17
84.17,83.41,84.17,83.34
83.44,83.17,83.44,82.90
83.22,83.13,83.68,83.12
83.19,82.77,83.43,82.46
82.59,83.19,83.34,82.50
82.77,83.41,83.50,82.58
83.29,82.86,83.29,82.77
83.24,83.91,84.14,83.24
84.06,83.51,84.06,83.16
83.45,82.65,83.53,82.61
82.66,81.93,82.66,81.84
82.03,82.20,82.62,81.94
82.22,82.20,82.51,81.98
82.34,82.66,83.16,82.34
82.66,82.53,82.79,82.30
82.60,83.56,83.63,81.77
83.40,83.01,83.40,82.29
82.13,82.94,83.28,82.13
83.19,82.73,83.39,82.69
82.66,83.00,83.22,82.46
83.11,82.70,83.19,82.58
82.80,82.96,83.17,82.67
83.01,83.14,83.25,82.83
83.26,83.28,83.47,83.04
83.15,82.01,83.23,81.90
82.00,81.84,82.23,81.50
82.00,81.86,82.12,81.64
82.09,82.61,82.63,82.06
82.52,82.18,82.53,81.96
82.40,82.57,82.66,82.09
83.15,83.70,84.22,82.99
83.80,82.92,83.80,82.77
83.07,83.00,83.34,82.79
83.01,82.91,83.12,82.77
82.80,83.36,83.36,82.80
83.39,83.35,83.57,83.24
83.68,84.29,84.34,83.63
84.39,84.45,84.66,84.24
84.32,84.23,84.39,83.74
83.94,83.36,84.44,83.36
83.43,83.44,83.75,83.16
83.60,83.71,83.73,83.29
83.50,83.55,84.01,83.40
84.00,84.98,85.04,83.93
84.19,85.57,85.74,84.02
85.75,84.68,86.50,84.58
85.03,84.18,85.03,83.90
84.17,83.82,84.17,83.62
83.84,84.42,84.49,83.72
84.73,84.97,84.99,84.47
85.06,85.59,85.59,84.50
85.65,86.28,86.57,85.46
86.36,86.41,86.51,85.96
86.21,87.46,87.49,86.21
87.45,88.00,88.00,87.22
88.15,88.29,88.55,88.12
88.31,87.78,88.78,87.69
87.68,88.52,88.71,87.68
88.80,88.62,89.32,88.56
88.85,88.38,89.42,88.37
88.52,88.36,89.04,88.14
88.57,88.05,88.73,87.94
88.00,87.81,88.32,87.54
87.82,88.41,88.61,87.82
88.21,87.57,88.27,87.40
88.28,88.33,88.58,88.09
88.40,87.76,88.40,87.63
87.91,87.22,88.00,87.00
87.08,87.41,87.42,86.50
87.46,87.34,87.60,87.02
87.50,87.03,87.50,86.75
86.84,88.11,88.13,86.84
88.26,88.96,89.18,88.16
88.93,89.51,89.72,88.93
89.70,90.00,90.11,89.25
90.15,89.98,90.29,89.79
90.02,88.67,90.08,88.30
88.50,88.64,88.65,87.85
89.00,89.32,90.12,89.00
88.52,88.66,89.11,88.17
88.90,89.07,89.22,88.36
89.19,88.67,89.39,88.67
88.91,89.32,89.39,88.44
89.56,89.44,89.56,89.03
89.76,90.52,90.81,89.55
90.63,89.95,90.63,89.62
89.78,89.84,90.11,89.48
89.91,90.11,90.34,89.78
90.35,90.44,91.44,90.32
90.57,90.17,91.08,90.16
90.28,91.40,91.52,89.67
91.60,91.22,91.60,90.29
91.23,90.71,91.86,90.44
90.71,90.61,91.25,90.45
91.03,91.17,91.49,90.62
91.30,92.38,92.38,91.30
92.60,93.05,93.08,92.31
93.02,92.11,93.18,91.93
92.34,91.97,92.66,91.58
92.03,92.15,92.27,91.66
92.32,92.27,93.14,92.18
92.32,92.81,93.03,91.84
92.87,93.73,93.74,92.87
93.89,94.18,94.33,93.38
94.32,93.75,94.50,93.57
93.86,93.91,94.32,93.72
94.00,94.27,94.54,93.25
94.15,92.53,94.15,92.10
92.41,93.24,93.29,92.32
93.34,92.79,93.34,92.74
93.06,94.26,94.26,93.06
94.29,93.26,94.36,93.12
93.38,92.05,93.38,92.00
92.24,91.35,92.37,91.27
91.48,91.45,91.95,91.18
91.50,91.89,92.45,91.41
91.98,91.56,92.15,91.45
91.75,91.86,91.88,91.24
91.80,90.55,91.80,90.51
90.46,90.58,91.05,89.99
90.68,90.57,90.84,90.35
90.69,91.33,91.53,90.60
91.18,91.18,91.54,91.16
92.00,91.91,92.34,91.73
92.25,92.46,92.49,91.80
92.60,92.51,92.62,91.99
92.61,93.22,93.26,92.42
93.28,93.12,93.37,92.95
93.09,93.35,93.59,92.92
93.30,93.43,93.45,92.88
93.56,94.32,94.40,93.43
94.54,94.01,94.80,93.98
93.91,93.49,94.18,93.36
93.46,93.21,93.70,93.05
92.86,92.12,93.05,92.12
91.99,92.40,92.57,91.05
92.21,92.90,93.02,91.96
93.00,93.56,94.23,92.82
93.45,93.50,93.73,93.06
93.49,95.38,95.38,93.49
95.49,96.12,96.27,95.47
96.08,95.58,96.31,95.54
95.41,94.59,95.41,94.19
94.71,94.85,95.20,94.60
94.81,95.35,95.39,94.51
95.26,95.53,95.55,95.10
95.48,95.92,96.08,95.19
95.89,96.70,96.82,95.66
96.71,95.83,96.71,95.83
95.82,93.98,95.82,93.76
93.60,93.09,93.75,92.66
92.98,93.39,93.78,92.98
93.30,94.05,94.11,93.30
94.12,93.84,94.26,93.40
93.53,94.32,94.39,93.53
94.36,93.67,94.44,93.52
93.89,92.64,93.89,92.60
92.55,93.02,93.26,92.55
93.17,93.22,93.33,92.47
93.10,92.31,93.36,92.31
92.45,93.36,93.37,92.16
93.24,93.19,93.47,92.75
93.31,93.08,93.51,93.08
93.09,93.02,93.40,92.85
93.02,93.26,93.48,92.84
93.26,92.51,93.38,92.40
92.50,93.78,93.87,92.38
94.06,92.86,94.06,92.82
92.92,91.48,93.16,91.08
91.08,89.98,91.40,89.96
89.74,90.26,90.88,89.74
90.39,89.83,90.48,88.39
89.68,88.73,89.83,88.44
88.32,87.73,88.42,87.57
87.99,88.59,88.94,87.99
88.77,90.36,90.36,88.77
90.53,90.10,90.75,89.99
90.07,90.01,90.47,89.87
90.20,90.43,90.71,89.94
90.58,91.31,91.36,90.58
91.51,91.66,92.16,91.21
91.95,91.55,92.06,91.40
91.71,92.64,92.65,91.69
92.55,92.88,92.89,92.32
92.82,93.08,93.50,92.82
93.22,92.83,93.42,92.37
93.07,93.35,93.65,92.99
93.46,92.44,93.67,92.41
92.54,93.37,93.39,92.54
93.25,93.97,93.97,93.15
94.00,94.61,94.62,93.83
94.57,93.69,94.69,93.28
93.97,94.24,94.55,93.97
94.08,94.19,94.37,93.70
94.32,95.31,95.31,94.28
95.26,94.73,95.26,94.34
94.61,93.65,94.61,93.54
93.60,93.23,93.65,92.93
93.15,94.06,94.08,93.10
93.61,92.29,93.72,92.05
92.45,92.44,92.85,92.18
92.29,93.55,93.74,92.29
93.84,93.29,93.90,92.93
93.52,92.62,93.60,92.35
92.76,93.35,93.44,92.76
92.50,91.85,92.50,91.68
91.75,91.41,91.80,91.35
91.38,91.12,91.53,90.74
91.10,90.63,91.39,90.51
90.65,90.76,91.03,89.90
90.41,91.21,91.23,90.26
91.35,91.32,92.20,90.96
91.32,91.70,92.50,91.32
91.49,91.56,92.12,91.34
91.78,92.18,92.32,91.14
92.44,92.20,92.66,91.79
91.93,92.04,93.02,91.88
92.10,94.06,94.13,92.10
93.97,92.45,94.53,92.41
92.54,92.91,93.63,92.54
93.01,92.80,94.02,92.77
93.27,93.73,94.68,92.90
93.48,92.49,93.99,90.81
91.48,92.67,92.88,90.89
93.48,93.26,93.50,92.09
93.26,94.58,94.66,93.25
94.90,95.06,95.20,94.45
95.14,95.61,96.32,95.09
96.09,95.91,96.45,95.56
95.98,96.68,96.95,95.94
96.56,96.52,97.06,96.29
96.66,97.32,97.32,96.20
97.47,96.82,97.71,95.88
96.74,98.86,98.87,96.74
99.37,98.96,99.37,98.27
99.11,99.59,99.89,98.97
99.59,98.99,100.02,98.57
99.07,101.09,101.15,99.07
100.88,99.53,101.03,98.95
99.69,100.57,100.58,99.49
100.62,101.05,101.14,100.18
101.03,100.66,101.10,100.34
100.56,99.03,100.56,98.60
99.18,98.09,99.50,97.94
98.12,97.66,98.19,97.47
97.79,98.84,98.93,97.50
98.89,99.14,99.60,98.61
99.20,99.07,99.30,98.51
98.70,98.83,99.15,98.48
99.34,99.25,99.76,98.46
99.40,98.50,99.48,98.42
98.56,98.47,98.61,97.92
98.44,98.89,99.15,98.44
99.02,99.76,100.24,99.02
99.76,99.78,100.54,98.99
100.32,100.47,100.76,99.20
100.49,100.29,100.53,99.77
100.36,100.29,100.75,99.85
99.42,99.58,100.00,99.11
99.58,100.25,100.75,99.58
99.73,100.93,101.06,99.73
100.77,99.51,101.50,99.51
99.56,100.46,101.22,99.56
100.08,99.40,100.85,99.40
99.51,98.50,99.91,97.95
98.29,98.35,99.95,97.61
98.55,100.28,100.40,98.55
100.00,101.33,101.33,99.57
101.50,101.34,102.03,100.82
101.39,101.63,101.67,100.83
101.69,102.04,102.43,101.63
101.90,103.76,104.00,101.90
103.80,104.96,105.31,103.80
105.01,106.49,106.83,104.92
106.38,104.26,106.38,104.18
104.32,102.35,104.78,102.31
102.64,102.92,103.09,101.74
102.75,101.53,102.96,101.16
101.73,101.59,103.28,101.49
102.03,102.67,102.94,101.47
103.31,103.47,103.77,103.08
103.57,102.73,103.58,102.18
102.85,102.46,103.05,101.81
102.91,102.86,104.28,102.26
102.39,103.82,103.86,102.20
104.07,104.39,104.69,103.72
104.34,105.38,105.45,104.15
105.87,105.55,105.87,104.60
105.50,106.56,106.65,104.72
107.00,106.19,107.03,105.51
106.19,106.56,106.96,106.19
106.86,106.59,106.86,105.51
106.26,106.68,107.15,106.26
106.77,105.64,107.79,105.44
105.72,107.03,107.15,105.07
106.92,104.58,106.92,104.51
104.88,105.12,105.45,103.55
105.13,105.65,105.88,104.63
105.52,104.29,105.72,104.12
104.58,105.27,105.45,104.21
104.99,101.00,104.99,100.43
100.90,100.07,101.42,99.70
100.10,101.99,102.10,100.10
101.72,99.86,101.72,99.70
100.11,99.50,100.13,99.19
99.39,98.07,99.39,97.34
97.01,97.91,98.86,97.01
97.87,100.21,100.28,97.81
99.90,99.25,100.21,98.93
99.33,99.33,99.44,98.04
99.25,99.97,99.97,99.20
99.89,100.59,101.10,99.71
100.57,99.14,100.57,99.00
99.30,98.46,99.56,98.34
98.57,98.37,98.68,97.91
98.30,96.43,98.30,95.84
96.22,97.12,97.14,95.85
96.90,96.50,96.90,96.15
96.59,97.15,97.55,96.59
96.03,94.37,96.03,93.98
94.44,94.50,94.97,94.35
94.17,94.36,95.31,94.06
94.47,93.78,94.74,93.57
94.10,95.55,95.92,94.02
95.39,94.60,95.39,93.78
94.90,96.15,96.78,94.90
95.90,96.08,96.49,95.72
96.01,98.62,99.17,95.78
98.21,97.69,99.24,97.54
98.28,98.63,98.77,97.65
97.91,97.93,98.26,97.74
97.90,96.85,98.24,96.61
96.98,95.74,97.51,95.70
95.51,94.96,96.19,94.75
95.10,95.56,95.99,94.95
96.00,96.84,97.11,95.68
96.53,96.88,97.29,95.86
96.60,96.87,97.03,95.50
96.75,97.19,97.47,96.75
97.44,98.40,98.94,97.36
98.39,97.27,98.46,97.27
97.48,97.01,97.48,96.53
96.98,96.61,96.98,96.04
96.74,97.33,97.62,96.53
97.22,96.37,97.33,96.31
96.58,96.86,97.12,96.39
97.08,97.12,97.80,97.02
97.00,96.49,97.03,95.70
96.13,96.17,96.89,95.83
96.58,97.52,98.31,96.44
97.73,96.65,98.19,96.38
96.91,96.87,97.15,96.27
96.81,97.46,97.78,96.81
97.51,98.39,98.98,97.20
98.57,97.17,98.82,96.90
97.03,97.92,97.94,96.54
97.38,97.59,97.70,96.78
97.30,96.26,97.33,95.63
96.33,96.66,96.80,95.66
96.96,97.36,98.12,96.55
97.26,95.18,97.26,94.95
95.18,94.64,95.50,93.86
94.73,94.95,95.53,94.72
95.83,95.62,96.49,95.20
95.59,95.04,96.31,94.94
94.68,94.83,94.94,93.98
95.08,94.02,95.41,93.71
94.32,95.14,95.25,94.32
95.34,96.23,96.44,95.19
95.97,96.63,96.77,95.83
96.36,96.80,97.02,96.07
96.91,96.95,97.57,96.66
97.00,96.91,97.29,96.57
96.73,96.74,96.93,96.17
96.60,96.05,96.60,95.53
96.17,96.50,96.64,96.05
96.46,96.80,96.94,96.12
96.73,96.62,97.03,96.23
96.79,96.78,97.27,96.46
96.51,95.44,96.51,94.86
95.37,94.18,95.37,93.72
94.04,93.83,94.55,93.75
93.00,92.75,96.74,92.45
92.83,92.26,92.83,92.21
92.29,92.05,92.54,92.04
92.82,92.51,93.05,92.50
93.05,93.19,93.37,92.79
92.93,92.34,93.05,92.30
92.10,92.07,92.48,91.72
92.02,92.52,92.52,91.67
92.52,93.28,93.38,92.34
93.33,94.53,94.70,93.33
94.57,93.67,94.65,93.67
93.89,93.60,94.09,93.44
93.33,92.43,93.45,92.30
92.44,91.76,92.62,91.75
91.95,91.12,91.95,91.08
90.25,90.73,90.82,89.77
90.53,90.12,91.64,90.06
90.52,89.92,90.52,89.66
90.04,90.25,90.30,89.76
90.85,91.57,91.64,90.35
91.34,91.81,92.00,91.10
92.17,93.98,94.34,92.17
93.66,93.51,94.22,93.34
93.82,92.51,94.03,92.21
92.67,93.05,93.64,92.34
93.30,93.09,93.65,92.60
93.03,93.00,93.53,92.77
92.93,93.35,93.35,92.53
93.38,94.76,94.80,93.38
94.65,93.73,94.65,93.73
93.74,93.21,93.74,92.78
93.02,92.32,93.24,91.97
92.24,92.68,93.14,92.24
92.59,91.35,92.59,90.93
91.31,91.31,91.65,91.13
91.26,92.51,92.87,91.26
92.60,92.96,93.00,92.29
92.82,93.26,93.35,92.29
93.22,93.99,94.31,92.86
94.45,94.84,95.67,94.45
94.90,95.23,95.80,94.78
95.13,93.67,95.13,93.50
93.86,94.02,94.61,93.73
94.06,94.23,94.26,92.99
94.15,95.27,95.63,93.68
95.29,95.00,95.84,94.83
95.06,95.45,96.02,94.74
95.24,97.10,97.27,95.24
96.83,97.12,97.42,96.15
96.97,97.94,97.97,96.62
98.07,98.48,98.88,97.78
98.34,98.15,98.39,97.93
97.85,98.47,98.82,97.42
98.10,97.76,98.94,97.52
97.40,96.53,97.70,96.51
95.57,93.09,95.57,92.00
94.08,90.28,94.60,90.26
91.16,91.81,92.01,90.05
92.48,92.96,92.99,91.77
92.92,92.82,93.15,91.65
92.52,91.43,92.52,90.65
90.52,89.04,90.53,88.52
89.79,88.97,89.95,88.26
89.20,89.47,89.85,89.10
88.89,88.18,88.89,87.84
89.10,89.98,90.00,89.10
90.21,88.99,90.46,88.87
88.95,88.74,89.62,88.53
88.50,89.42,89.43,88.32
89.44,89.68,90.18,89.44
89.71,90.21,90.33,89.24
90.22,91.16,91.29,90.18
91.07,92.29,93.43,90.97
91.65,91.73,92.65,91.30
91.95,92.06,92.58,91.82
91.63,90.98,91.92,90.72
91.11,91.17,91.37,90.81
90.94,91.90,92.03,90.94
91.36,91.91,92.77,90.87
91.68,91.41,92.30,91.31
91.54,91.45,91.94,91.03
91.79,93.02,93.13,91.64
93.18,92.06,93.19,91.33
92.41,93.30,93.30,91.88
93.67,94.67,94.76,93.37
94.58,93.96,94.62,93.53
94.12,93.76,94.26,93.60
93.59,94.94,95.09,93.39
94.99,94.61,95.05,94.36
94.72,95.41,95.82,94.72
95.17,95.13,95.60,95.00
95.22,95.10,95.69,94.96
95.19,96.50,96.60,94.99
96.64,96.70,97.16,96.35
96.44,96.82,96.82,95.88
96.64,97.03,97.48,96.43
97.12,96.74,97.74,96.66
96.99,97.80,98.00,96.79
97.87,96.17,97.87,96.04
96.29,96.05,96.50,95.33
95.98,95.67,96.04,95.35
95.72,94.85,96.02,93.74
94.39,94.33,94.64,93.16
94.45,94.83,95.13,94.14
94.89,94.89,95.06,94.19
94.64,95.20,95.28,94.37
95.28,95.69,95.95,95.27
95.73,94.90,95.73,94.87
93.56,91.48,93.68,90.77
91.00,91.61,91.99,90.51
91.62,92.50,92.62,91.62
92.61,93.23,93.33,92.61
92.96,92.14,93.73,92.10
92.20,91.74,92.86,91.52
91.71,93.34,93.35,91.69
93.32,91.64,93.75,91.42
91.82,92.40,92.49,90.99
92.41,93.24,93.41,92.41
93.50,93.66,94.23,93.33
93.62,92.99,93.89,92.84
92.69,92.85,93.02,92.10
92.85,92.39,92.85,92.10
92.50,92.58,92.93,92.50
92.60,92.81,93.39,92.60
93.12,93.51,93.74,92.69
93.35,91.57,93.35,91.50
91.59,90.70,91.59,90.46
90.88,91.87,91.94,90.88
91.76,92.10,92.10,91.22
91.74,92.02,92.15,91.33
91.77,92.02,93.00,91.50
92.06,90.60,92.15,90.49
90.39,90.27,91.02,89.70
90.21,90.59,90.65,89.65
90.83,91.45,91.87,90.70
91.70,93.79,93.89,91.70
92.98,93.03,93.59,92.51
92.81,92.01,92.82,91.35
92.44,92.10,92.62,91.61
92.24,92.89,93.08,91.50
93.10,94.40,94.53,93.10
94.29,94.38,94.57,94.11
94.01,94.61,94.68,93.83
94.91,95.15,95.37,94.91
95.11,94.99,95.35,94.85
94.84,93.93,94.84,93.17
93.28,93.61,93.61,92.70
93.64,94.27,94.46,92.39
93.74,94.14,94.44,93.51
93.04,93.45,93.91,92.96
93.62,93.41,94.18,93.26
93.57,93.97,94.22,93.50
94.32,93.36,94.32,92.82
93.69,93.18,94.05,92.98
93.39,94.69,95.17,93.01
93.81,93.78,94.28,92.54
94.27,95.02,95.30,93.89
94.72,92.99,94.77,91.58
93.29,92.93,93.45,92.15
93.54,94.76,94.78,93.20
94.70,93.75,94.74,93.53
94.10,94.55,95.31,94.05
94.36,94.74,95.41,93.96
94.94,96.31,96.85,94.50
97.00,98.34,98.36,97.00
98.33,99.37,99.75,98.08
98.95,99.71,99.80,98.53
100.00,101.00,101.40,100.00
101.00,100.46,101.23,100.28
100.00,100.61,101.08,99.02
100.45,100.31,101.22,99.43
100.00,100.70,101.05,99.89
100.46,100.62,101.17,99.14
100.08,99.01,100.57,98.85
99.12,98.63,99.45,97.85
99.16,99.32,99.46,98.32
99.58,99.15,99.58,98.50
99.14,100.66,100.99,99.03
100.26,100.03,100.49,99.49
100.53,101.05,101.10,100.03
100.68,101.08,101.27,100.33
100.99,101.64,101.76,100.72
101.87,102.58,102.58,101.61
102.18,99.81,102.19,99.74
99.77,100.09,100.95,99.52
100.66,99.70,100.71,99.09
99.52,100.40,100.44,97.84
100.50,100.96,100.96,99.31
100.50,102.05,102.33,100.15
101.95,102.59,102.81,101.65
102.83,103.43,103.57,102.23
103.35,104.04,104.32,103.35
104.01,104.11,104.38,103.10
104.66,104.35,104.92,104.12
104.25,104.36,104.51,103.83
104.10,104.61,104.87,104.03
104.29,105.58,105.75,103.56
105.69,106.73,106.91,105.43
106.71,106.04,107.06,106.00
105.22,105.17,105.65,104.25
105.03,104.90,105.61,104.85
104.97,105.47,105.88,104.46
105.40,105.87,105.97,105.20
106.03,105.59,106.56,105.27
105.74,107.32,107.32,105.56
107.42,107.02,107.43,106.70
107.03,107.53,107.63,106.75
107.25,108.02,108.13,106.83
108.08,107.48,108.14,107.00
107.23,105.50,107.25,105.42
105.34,105.41,105.64,104.78
105.25,105.37,106.00,105.01
105.63,105.92,106.57,105.63
106.26,105.59,106.58,105.48
105.73,106.28,106.36,105.45
106.55,105.72,106.55,105.15
105.63,105.54,105.95,105.30
105.70,106.26,106.39,105.44
106.22,106.65,106.65,105.52
106.75,106.87,106.98,106.27
107.04,104.76,107.09,104.29
104.25,102.16,104.25,101.81
102.60,103.06,103.25,102.60
102.93,103.26,103.26,102.64
103.44,103.55,103.91,103.31
103.87,104.89,105.46,103.49
103.93,104.89,105.06,103.59
104.44,105.43,105.55,103.79
105.57,106.24,106.79,105.40
106.31,106.17,106.56,105.60
106.24,107.40,108.03,106.00
107.11,106.99,108.25,106.66
106.87,106.47,106.87,105.50
106.55,107.01,107.16,106.40
107.22,107.21,107.50,106.85
107.49,107.44,107.57,106.65
107.45,108.04,108.21,107.00
108.10,107.59,108.10,107.12
107.43,107.77,107.81,106.95
107.62,105.88,107.62,105.34
105.41,104.02,106.16,103.70
103.66,104.99,104.99,103.07
105.38,105.26,105.38,104.50
105.38,104.30,105.39,104.28
104.49,105.52,105.58,104.49
104.96,105.17,105.51,104.68
105.05,106.27,106.38,105.05
106.39,106.57,106.63,105.96
106.68,107.15,107.30,106.39
107.19,107.61,107.61,106.98
107.40,107.56,107.58,106.55
108.29,109.27,109.78,108.25
109.51,109.21,109.69,108.72
109.39,109.17,109.79,108.99
109.19,109.89,109.94,109.02
109.94,110.85,110.96,109.85
110.77,110.42,111.17,110.02
110.61,110.24,110.74,110.12
110.18,110.71,110.77,109.79
110.86,109.99,110.86,109.66
109.92,110.68,110.85,109.80
110.59,111.00,111.00,109.99
111.10,110.60,111.20,109.92
109.96,110.00,110.52,109.30
110.13,109.45,110.13,109.40
109.52,109.92,109.92,109.17
109.03,109.87,110.92,108.49
109.95,111.20,111.51,109.80
111.50,111.72,111.72,110.39
111.91,112.12,112.58,111.70
112.36,114.50,114.50,112.09
115.02,114.39,115.02,113.29
114.72,115.06,115.29,114.38
115.11,115.42,115.81,114.38
115.08,113.33,115.13,113.05
113.20,114.38,114.42,112.29
114.15,114.35,114.41,113.07
113.81,112.97,114.13,112.89
113.28,113.83,113.83,113.19
112.97,113.03,113.52,112.02
113.03,113.35,113.62,112.34
113.55,113.61,113.94,113.35
113.64,113.39,113.85,112.94
113.40,112.89,113.51,112.69
112.55,113.42,113.52,112.25
113.24,114.84,115.00,113.00
114.78,114.59,114.88,114.02
114.68,113.83,114.69,113.48
113.51,112.51,113.66,111.57
112.40,112.81,113.06,112.27
112.90,113.48,113.86,112.77
113.44,113.39,113.68,113.09
113.03,112.77,113.11,112.30
112.78,112.23,112.78,111.83
112.26,112.11,112.88,111.82
111.92,110.69,111.99,110.51
110.79,110.55,111.54,110.31
110.56,110.37,111.00,110.27
110.57,110.49,110.91,110.22
110.47,110.77,110.77,110.23
111.03,110.79,111.60,110.78
110.74,109.23,111.02,109.23
109.04,107.90,109.11,107.90
107.86,109.31,109.50,106.95
109.24,110.69,110.70,109.18
110.13,109.42,110.31,108.86
109.61,109.76,110.17,109.42
109.99,109.33,110.34,109.32
109.23,109.28,109.38,108.54
109.25,109.37,109.71,109.25
109.53,107.25,110.16,107.17
107.46,108.08,108.26,107.46
108.06,107.02,108.50,106.89
106.97,107.32,107.36,106.64
107.10,106.85,107.36,106.69
107.06,108.35,108.36,107.06
108.55,109.45,109.51,108.50
109.42,109.54,109.79,108.89
109.15,109.95,110.09,109.12
109.07,105.96,109.59,105.89
105.73,107.60,107.81,105.73
107.28,106.13,107.30,105.70
106.30,106.44,107.22,106.00
106.32,107.30,107.39,106.08
107.21,108.25,108.39,106.61
108.50,109.33,109.39,108.40
109.01,108.24,109.09,108.24
108.43,110.56,110.59,108.43
111.10,111.32,111.41,110.50
111.17,111.08,111.43,110.50
111.23,110.85,111.25,110.50
111.11,109.52,111.56,109.38
109.65,109.28,109.79,108.38
109.01,107.79,109.01,107.25
108.16,106.96,108.56,106.50
106.95,105.64,106.95,105.00
105.63,103.35,105.63,102.80
103.45,103.12,104.24,102.84
102.79,103.11,103.62,102.31
103.63,102.92,104.69,102.83
102.92,103.88,103.91,102.92
103.59,102.59,103.59,102.45
102.57,103.54,103.71,102.54
103.56,104.79,105.47,103.56
104.47,104.35,105.29,104.16
104.51,104.85,105.13,104.51
105.37,105.75,105.96,104.51
105.65,105.54,105.83,105.11
105.68,105.44,106.20,105.35
105.20,104.92,105.40,104.47
105.32,105.24,105.63,104.75
105.18,105.80,105.82,105.03
105.63,106.01,106.16,105.17
105.57,105.55,105.93,104.82
105.51,105.83,106.28,105.31
105.98,107.92,108.38,105.98
107.74,105.97,107.80,105.72
105.69,104.50,105.74,103.78
104.31,104.96,105.31,103.91
105.36,104.59,106.33,104.56
105.01,106.51,106.51,104.23
106.57,107.33,107.76,106.57
105.39,103.83,105.53,103.71
103.27,101.39,103.61,100.04
101.33,101.19,102.42,100.78
100.64,101.21,101.43,99.85
101.40,102.83,103.03,101.40
102.90,102.19,103.30,101.54
102.03,102.18,102.70,101.96
102.61,101.99,102.70,101.58
102.61,103.15,103.16,102.17
103.20,103.62,103.72,102.71
102.81,102.58,103.35,102.40
102.74,104.03,104.27,102.74
104.40,105.93,106.05,104.40
105.66,106.26,106.78,105.61
105.46,103.02,105.46,103.02
102.46,102.05,102.66,101.42
102.71,102.93,103.65,102.42
102.75,103.26,103.26,101.81
