ARE,Alexandria Real Estate Equities,NASDAQ
64.81,63.28,64.96,63.07
63.56,62.89,64.39,62.60
61.99,62.66,64.08,61.20
63.07,63.15,63.46,62.50
63.26,63.87,64.16,62.95
64.78,65.86,66.58,64.68
65.99,65.72,66.66,65.16
66.02,66.02,66.89,65.46
65.88,67.44,67.55,65.88
67.11,66.92,67.57,66.49
67.26,66.71,67.51,65.46
67.16,67.32,67.65,66.94
67.43,68.29,68.78,67.36
68.08,68.44,68.85,67.78
69.27,69.93,69.93,69.19
69.78,68.79,70.15,68.78
68.96,69.47,69.90,68.96
69.44,69.32,69.93,68.97
69.68,69.53,69.82,69.16
69.56,70.38,70.62,69.56
70.40,70.08,70.64,69.94
70.08,70.36,70.37,69.75
70.44,71.11,71.29,70.07
71.17,69.68,71.17,69.01
69.49,70.04,70.20,69.21
69.86,69.62,70.36,69.25
69.63,68.73,69.84,68.54
69.09,69.36,70.05,68.79
69.48,68.50,69.81,67.63
68.91,68.44,69.69,68.27
68.40,67.88,68.66,67.01
67.69,68.10,68.40,67.65
67.89,68.65,68.97,67.76
68.45,68.15,68.74,67.87
68.39,67.71,68.40,67.58
67.45,68.45,68.98,66.08
68.26,67.41,68.33,67.23
67.36,66.15,67.36,65.92
66.08,65.85,66.51,65.80
65.52,64.07,65.52,64.07
63.83,62.15,64.02,62.08
61.96,61.02,62.34,60.91
61.16,62.46,62.71,61.16
62.26,61.88,62.82,61.40
61.86,62.04,62.26,61.29
62.26,61.97,62.40,61.82
62.14,62.25,62.51,61.77
61.81,62.30,62.51,61.52
62.41,61.92,62.41,61.79
61.95,62.16,62.17,61.57
62.30,61.67,62.59,61.49
62.21,61.50,62.44,60.86
61.69,61.77,62.12,61.34
61.85,61.43,62.29,61.38
61.99,61.92,62.40,61.69
62.20,63.30,63.52,61.83
63.47,63.28,63.88,62.70
63.12,63.39,63.61,62.90
63.46,62.99,63.92,62.77
63.22,63.10,63.28,62.86
64.16,63.53,64.66,63.43
63.69,64.00,64.10,63.47
63.84,66.95,66.97,63.16
66.98,67.40,67.62,66.58
67.56,65.89,67.63,65.80
65.75,66.25,66.55,65.52
66.17,65.44,66.36,65.37
65.49,65.39,66.14,65.05
64.72,64.89,65.19,64.25
64.58,64.29,64.94,63.89
63.92,63.85,64.50,63.16
63.91,64.51,65.39,63.81
64.28,64.56,64.72,63.62
64.56,63.46,64.72,63.38
63.44,63.36,63.99,63.00
63.02,63.50,63.88,63.02
63.52,63.48,63.96,63.18
63.69,63.33,64.43,63.17
63.79,64.47,64.57,63.79
64.16,63.86,64.83,63.44
63.40,63.56,64.17,63.24
63.51,63.19,63.67,62.94
63.36,64.11,64.36,63.22
63.90,65.98,66.06,63.80
66.09,66.01,66.21,65.43
66.21,65.74,66.22,65.32
65.93,66.33,66.81,64.76
66.18,66.60,66.63,65.72
66.54,66.43,66.77,65.98
66.36,67.85,67.99,65.66
67.59,67.15,67.68,66.46
67.05,66.85,67.19,65.62
66.66,66.61,66.72,66.16
66.47,65.78,66.96,64.85
65.89,66.42,67.26,65.45
66.42,66.37,66.71,65.62
66.11,65.27,66.18,64.89
65.64,65.08,65.69,64.98
65.23,64.40,65.29,64.11
64.11,63.67,65.18,62.59
63.77,63.63,64.14,63.27
63.60,63.09,63.60,62.66
62.97,63.61,63.62,62.52
63.81,64.24,64.73,63.81
64.47,64.93,64.97,63.90
64.96,64.63,65.17,64.43
64.37,63.94,64.41,63.53
63.93,63.51,64.44,63.22
63.70,64.58,64.75,63.35
64.51,64.60,64.76,63.84
64.75,64.26,64.75,64.00
64.53,64.10,64.60,63.83
64.17,64.15,64.39,63.69
64.27,63.26,64.55,63.20
63.17,63.15,63.70,62.32
62.93,63.20,64.10,62.76
65.77,62.32,66.30,62.08
62.14,62.65,62.89,61.87
63.12,63.29,63.61,62.78
63.34,63.60,63.81,63.02
63.55,63.35,63.98,63.33
64.00,61.84,64.00,61.72
61.90,61.12,62.51,61.11
61.25,61.45,62.29,61.08
61.78,61.63,62.42,61.24
61.78,63.30,63.33,61.50
63.33,64.27,64.31,62.43
63.83,62.63,64.02,62.61
62.49,64.20,64.24,62.49
64.30,64.22,64.71,64.04
64.17,64.30,64.64,63.88
64.31,63.98,64.77,63.60
63.08,63.57,63.64,62.64
63.70,63.77,63.95,63.21
63.64,63.62,64.37,63.46
63.34,63.73,64.11,62.93
63.76,64.40,64.88,63.59
64.45,64.16,65.09,64.06
64.23,64.34,64.77,63.75
64.31,64.20,64.62,63.65
64.52,64.12,64.55,63.62
64.52,64.75,64.89,63.99
64.65,64.42,64.91,64.21
64.68,65.04,65.30,64.67
65.36,65.84,65.97,65.31
65.89,66.01,66.19,65.45
66.41,66.22,66.47,65.92
66.41,67.55,67.79,66.20
67.76,68.34,68.41,67.76
68.05,68.70,68.95,67.97
68.66,68.06,68.87,67.88
67.66,67.76,68.28,67.23
67.83,68.50,68.80,67.83
68.09,68.50,68.66,67.84
68.89,69.25,69.44,68.34
68.66,70.13,70.52,68.49
70.57,69.50,70.57,69.01
68.48,70.15,70.38,67.53
70.23,70.23,70.57,69.90
70.36,71.08,71.21,70.20
71.23,70.73,71.64,70.55
70.62,71.66,71.75,70.51
71.54,71.15,71.93,71.13
71.33,71.24,71.63,70.63
70.88,71.64,72.03,70.70
71.53,72.01,72.16,71.43
72.09,72.53,72.53,71.77
72.30,72.58,73.41,72.29
72.65,72.09,73.32,71.62
72.23,72.90,73.11,71.66
72.91,72.34,73.50,72.33
72.41,72.80,73.30,72.28
73.07,72.61,73.27,72.57
72.68,72.53,73.09,72.03
72.53,72.45,72.89,72.37
72.03,72.84,73.15,72.00
73.46,74.09,74.11,73.23
73.96,73.69,74.34,72.95
73.91,73.30,73.91,72.91
73.13,72.46,73.20,71.88
72.33,71.99,72.51,71.70
72.27,73.28,73.69,72.27
73.11,73.21,73.67,73.02
73.30,73.07,73.30,72.54
73.01,72.97,73.65,72.86
73.33,73.57,73.73,72.92
73.42,73.72,73.81,73.09
73.83,71.94,74.24,71.90
71.92,72.18,72.20,71.00
72.20,73.16,73.40,72.20
73.17,72.50,73.64,71.99
72.79,72.58,73.48,72.22
72.67,71.46,72.81,71.41
70.73,71.28,71.39,70.09
71.32,72.02,72.38,71.27
72.20,72.56,73.04,71.32
71.81,71.90,72.24,70.97
71.84,72.37,72.46,71.44
72.25,72.41,72.61,71.99
72.79,72.53,72.96,72.22
72.63,73.36,73.86,72.58
73.33,73.02,73.74,72.88
73.09,72.83,73.35,72.50
72.96,71.48,73.22,71.37
71.42,71.15,72.06,71.03
71.58,72.46,72.56,71.15
72.51,73.68,73.74,72.04
73.90,73.98,74.39,73.44
73.69,73.28,73.87,73.09
73.22,73.43,73.96,73.00
73.58,73.61,73.85,72.98
73.65,73.59,74.01,73.27
73.91,74.01,74.17,73.42
73.55,73.37,73.97,73.20
73.55,73.68,73.95,73.03
73.90,73.48,74.15,73.08
73.53,73.82,73.86,73.19
73.76,73.57,73.86,72.89
73.47,74.30,74.67,73.44
73.96,74.25,74.50,73.83
73.00,74.68,74.69,73.00
74.89,74.77,75.44,74.22
74.73,74.74,75.66,74.60
74.80,74.97,75.25,74.49
75.19,75.29,75.64,74.90
75.37,75.00,76.07,74.68
75.08,75.24,75.52,74.42
75.05,75.43,75.44,74.29
75.27,75.98,75.99,74.97
76.05,75.66,76.30,75.46
75.58,75.17,76.02,75.06
75.36,74.98,75.64,74.76
74.97,74.61,75.29,74.53
74.85,75.20,75.41,74.49
75.24,74.85,75.31,74.26
74.79,74.86,74.93,74.18
75.02,75.47,75.53,74.71
75.45,76.09,76.28,75.27
75.92,76.89,77.08,75.81
76.86,76.99,77.15,76.42
76.86,77.02,77.19,76.52
77.13,78.30,78.36,76.90
78.38,77.78,78.69,77.60
77.81,77.18,78.07,76.96
77.07,76.65,77.34,76.37
76.60,76.40,76.94,76.10
76.25,76.91,76.98,75.74
77.10,76.73,77.30,76.31
76.75,76.56,77.14,76.21
76.66,76.86,77.16,76.42
76.83,77.37,77.52,76.75
77.52,77.50,77.83,77.20
77.49,76.94,77.58,76.48
77.04,76.78,77.40,76.73
76.86,76.94,77.15,76.58
76.98,77.13,77.37,76.82
76.43,76.32,76.43,75.90
76.28,77.06,77.08,75.74
76.91,77.64,77.65,76.76
77.89,77.83,78.15,77.15
77.58,77.90,78.09,77.08
77.69,77.36,77.71,76.98
77.08,77.35,77.65,77.07
77.48,77.54,77.65,77.22
77.52,77.49,77.96,76.94
77.09,77.87,78.13,77.04
78.04,77.98,78.15,77.61
78.21,78.16,78.37,77.61
78.30,78.22,78.43,77.68
78.41,78.20,78.46,77.64
77.89,77.69,78.24,77.65
77.69,78.67,78.68,77.69
78.55,78.69,78.78,78.11
79.02,79.40,79.44,78.83
79.45,79.25,79.54,79.18
79.43,79.32,79.73,79.08
79.16,78.87,79.40,78.81
78.84,79.28,79.44,78.60
79.09,78.50,79.25,77.66
79.01,78.48,79.01,77.83
77.22,78.60,79.08,76.98
78.45,78.07,78.96,78.04
78.14,77.81,78.14,77.15
77.71,77.12,77.84,76.86
76.98,77.57,77.77,76.96
77.59,77.28,77.89,76.98
77.30,77.63,77.66,76.82
77.89,77.65,78.11,77.48
77.87,77.88,78.05,77.47
77.98,78.59,78.78,77.98
78.31,78.39,78.91,78.22
78.79,78.08,78.79,77.87
78.53,79.55,79.58,78.43
79.79,79.75,79.87,79.18
79.87,80.30,80.49,79.27
80.48,80.20,80.65,79.75
80.01,79.31,80.37,79.07
79.71,78.95,80.00,78.66
78.93,78.95,79.29,78.88
79.18,78.93,79.24,78.76
78.91,78.82,79.17,78.53
78.83,79.06,79.18,78.72
79.21,79.12,79.54,78.82
79.39,79.59,79.64,79.23
79.53,79.42,79.86,79.19
79.47,79.88,80.23,79.19
79.63,79.77,80.13,79.62
79.63,79.03,79.63,79.03
78.83,78.22,79.06,78.15
78.29,78.80,78.92,78.08
78.56,76.61,78.56,76.14
76.57,76.24,77.09,76.00
76.08,76.38,76.69,75.92
76.68,76.28,77.35,76.11
76.33,75.31,76.36,75.16
75.42,75.18,75.80,75.18
75.18,74.38,75.23,74.35
74.26,73.40,74.39,73.39
73.38,73.81,74.05,73.08
73.76,74.00,74.13,73.37
73.33,74.34,74.44,72.91
74.52,74.58,74.58,73.69
74.75,73.75,74.80,73.73
73.67,74.16,74.32,73.53
74.00,73.92,74.50,73.44
74.33,74.13,74.48,73.59
74.21,74.45,74.76,74.02
74.20,74.21,74.86,74.01
74.33,76.31,76.32,74.05
76.18,76.90,77.49,76.18
77.11,77.54,77.92,76.74
77.61,78.31,78.56,77.21
78.55,79.95,80.43,78.31
79.60,79.99,80.60,78.52
79.56,80.29,80.44,78.64
81.00,80.06,81.00,79.21
80.07,80.74,80.80,79.82
81.06,81.69,81.72,80.74
81.67,81.89,82.45,81.55
82.42,82.52,82.77,81.98
82.46,82.21,82.90,81.66
82.14,82.39,82.65,81.97
82.61,82.32,82.67,81.86
82.22,81.87,82.42,81.44
81.62,82.49,82.52,81.38
82.36,83.00,83.46,82.32
83.24,83.79,83.82,82.57
83.89,83.37,84.23,82.75
83.70,83.11,84.05,82.80
82.91,82.47,83.36,82.24
82.49,82.38,82.93,81.94
82.25,83.74,83.80,82.25
83.78,83.48,84.14,82.91
83.32,82.75,83.53,82.62
82.99,83.27,83.40,82.83
83.08,82.32,83.43,82.16
82.47,82.94,83.05,82.41
83.10,83.12,83.17,82.51
82.97,82.57,83.16,82.41
81.90,81.58,82.22,81.49
81.84,82.20,82.55,81.83
82.56,84.00,84.04,82.45
84.05,83.99,84.21,83.52
83.99,85.68,85.76,83.99
85.89,85.92,86.60,85.55
85.49,85.88,86.39,85.20
85.54,86.57,86.82,85.15
86.40,86.39,86.91,86.22
86.85,88.12,88.30,86.05
87.82,88.13,88.39,87.06
87.84,89.70,89.72,87.63
89.61,90.19,91.49,89.09
90.24,88.97,90.47,88.71
89.58,89.15,89.64,89.06
88.71,87.94,89.52,87.86
88.09,86.76,88.26,86.47
86.77,87.27,87.77,86.13
87.47,88.42,88.56,86.79
89.12,88.86,89.27,88.50
88.76,88.45,89.38,88.25
88.85,89.90,89.98,88.64
90.19,89.46,90.36,89.33
89.48,89.23,89.90,89.11
89.57,89.78,90.13,89.56
89.09,89.78,90.13,88.97
89.46,89.71,90.19,89.38
89.83,88.74,90.55,88.65
89.11,89.79,89.88,88.54
89.31,90.87,91.17,89.15
90.65,91.33,91.56,90.25
91.55,92.57,92.57,90.69
92.57,93.63,93.85,92.43
92.86,93.36,94.03,89.75
93.77,93.97,94.58,93.35
93.75,94.28,95.04,93.66
93.90,94.84,94.93,93.37
95.39,95.25,95.50,94.58
95.29,96.70,96.82,94.98
96.68,95.53,97.30,95.17
95.53,95.96,95.97,95.04
96.66,98.16,98.17,96.05
98.34,98.40,99.04,97.94
98.35,100.09,100.11,98.09
99.95,99.29,100.41,99.05
99.74,98.95,100.55,98.67
99.22,99.32,99.32,98.22
99.18,97.52,99.21,97.47
97.56,96.95,97.87,95.28
97.17,97.02,98.31,95.54
96.72,96.19,97.13,95.49
96.47,96.89,97.04,96.34
96.59,94.27,96.59,93.62
94.23,94.35,94.98,93.80
94.41,94.77,95.00,93.48
94.89,94.83,95.41,94.25
94.86,96.19,96.37,94.49
96.07,94.90,96.07,94.50
94.89,94.66,95.62,94.26
94.75,96.28,96.29,94.00
96.10,94.76,96.20,94.41
94.85,96.09,96.37,94.75
96.23,97.40,97.47,96.19
97.01,95.70,97.39,95.08
95.74,96.14,97.34,95.70
95.66,95.04,96.12,94.50
95.20,95.91,96.23,94.74
96.17,97.41,97.80,96.12
97.00,97.52,97.96,95.89
97.21,97.09,97.96,96.50
97.42,97.83,98.76,97.05
96.34,94.74,96.34,94.25
95.02,95.39,95.55,94.39
95.05,94.14,95.64,94.07
94.10,94.94,95.15,94.02
95.83,97.46,97.47,95.66
97.47,96.77,97.47,96.04
97.22,97.43,98.36,96.38
97.26,97.69,98.02,96.85
97.70,99.40,99.65,96.81
98.99,99.48,100.00,98.54
99.90,102.42,102.65,99.28
102.14,101.93,102.96,101.56
102.06,101.09,102.17,101.08
101.18,99.23,101.66,99.02
98.97,97.57,99.52,97.48
97.24,97.40,97.69,96.60
97.74,98.89,99.10,97.53
98.83,98.04,99.40,97.77
98.08,96.78,98.39,96.61
96.61,96.94,97.78,96.54
97.10,97.64,97.79,96.94
97.60,95.75,97.82,95.75
95.94,96.11,96.45,95.85
95.90,94.27,95.93,94.05
95.08,95.01,95.84,94.63
94.80,94.42,95.43,94.42
94.84,93.58,95.50,93.55
93.91,93.11,94.47,93.04
92.70,93.16,93.52,92.24
92.93,92.88,93.41,91.76
92.95,93.01,93.85,92.55
93.46,93.78,94.24,93.45
93.69,93.54,94.17,93.32
93.60,94.01,94.28,93.20
94.00,94.26,95.02,93.63
94.48,93.61,94.89,93.50
93.40,93.96,94.63,92.95
92.91,92.05,93.33,91.84
92.50,92.38,92.56,91.08
92.45,93.38,93.65,92.42
93.69,93.29,94.20,93.04
93.02,90.93,93.85,90.51
90.94,90.51,91.84,89.61
90.51,91.96,92.10,90.10
93.18,93.66,94.80,93.06
93.34,91.50,93.65,91.28
91.12,92.64,92.73,90.32
92.65,91.40,93.26,91.22
91.69,93.31,93.34,91.42
93.64,94.31,94.46,93.06
93.62,94.53,94.71,93.39
94.29,94.53,94.96,93.78
94.58,94.63,95.27,94.08
94.55,93.74,95.12,93.40
93.38,93.48,94.32,92.97
93.19,93.33,93.37,92.45
93.36,94.48,94.70,93.36
94.48,94.43,94.78,93.80
94.43,92.73,94.60,92.50
92.94,93.60,94.32,92.61
93.28,92.92,93.41,92.22
92.68,91.48,92.68,91.43
91.37,91.63,92.08,90.96
90.40,89.98,90.83,89.78
90.07,90.62,90.92,89.06
90.49,89.90,90.81,89.79
89.93,90.29,91.31,89.56
90.86,91.90,92.52,90.50
91.57,91.21,92.35,90.02
91.16,91.22,91.44,90.61
91.20,91.83,92.22,90.91
92.11,92.70,92.80,91.32
92.71,93.30,94.06,92.37
93.02,93.23,93.55,92.39
93.32,92.50,93.83,92.37
92.33,91.62,93.46,91.37
91.57,90.19,91.76,90.17
90.00,88.92,90.56,88.83
89.09,88.67,89.13,88.20
88.25,87.34,89.53,87.34
87.84,87.46,88.40,86.84
87.93,88.90,88.94,86.78
89.94,88.86,90.46,88.61
88.81,89.74,90.28,88.73
90.06,91.01,91.67,89.91
90.40,90.98,91.24,90.35
91.16,90.08,91.30,90.08
90.20,90.65,91.27,90.19
90.79,90.86,92.46,90.41
91.03,91.28,91.60,90.25
90.99,91.48,91.81,90.61
91.64,92.41,92.60,91.64
92.58,91.82,92.82,91.74
91.75,92.03,92.48,91.47
92.08,92.16,92.64,91.68
92.08,93.12,93.32,92.08
93.39,91.87,93.39,91.37
91.75,92.51,93.01,91.60
92.81,92.64,93.38,92.33
91.51,92.64,93.50,91.00
92.64,93.59,93.77,91.91
93.43,92.60,93.80,92.23
93.34,92.71,93.97,92.62
92.87,94.19,94.21,92.87
93.59,93.36,94.43,93.13
93.54,92.55,94.13,91.98
92.55,92.22,92.81,90.83
92.22,92.61,92.70,91.45
92.88,92.16,92.99,91.73
92.03,92.44,93.54,91.32
92.19,92.20,92.33,91.04
91.66,92.27,92.81,90.79
91.95,93.76,93.86,91.53
93.76,94.79,94.80,93.29
94.45,94.87,95.13,94.06
94.10,94.56,95.05,93.76
94.34,94.46,95.21,93.34
93.87,92.23,94.11,92.22
89.91,88.18,90.50,88.12
89.97,85.87,90.40,85.57
87.44,87.55,87.88,85.83
88.50,88.28,89.08,87.09
88.38,88.44,88.93,87.52
88.40,85.99,88.61,85.86
84.82,84.24,85.50,83.71
84.85,85.34,85.45,84.33
85.59,85.40,86.40,85.07
84.62,83.40,84.62,82.91
84.52,84.45,85.06,83.41
85.31,84.22,85.31,83.93
84.05,84.38,85.29,83.83
84.33,86.23,86.26,84.00
86.53,86.58,86.67,85.72
86.67,87.66,87.74,86.02
87.53,88.79,89.17,87.53
88.88,89.55,90.83,87.91
88.68,88.92,90.23,88.48
88.86,89.35,90.24,88.86
88.71,87.31,89.30,87.26
87.76,89.55,90.21,87.70
89.44,88.74,89.90,88.14
88.48,87.91,89.78,87.81
87.06,85.45,87.97,84.69
85.46,85.62,86.04,84.77
86.06,84.67,86.28,84.23
84.99,84.49,85.20,83.95
84.20,85.66,85.66,83.92
86.29,87.66,87.75,84.12
87.48,87.63,88.10,87.07
87.59,88.38,88.75,87.59
89.59,90.73,91.26,89.24
90.89,89.94,91.78,89.40
90.17,90.40,90.83,90.12
91.25,92.25,92.32,90.33
92.48,91.95,92.88,91.80
91.94,92.43,94.19,91.87
92.43,93.04,93.36,92.06
93.06,94.41,94.48,92.50
94.38,94.36,96.86,93.99
94.97,93.99,95.37,93.51
94.43,90.65,95.03,90.64
90.32,90.40,91.08,89.88
90.66,89.19,90.86,88.96
89.19,89.53,89.78,88.86
89.82,90.42,90.46,88.24
90.42,90.31,92.05,89.68
90.37,89.74,90.91,89.48
89.59,91.41,91.49,89.22
90.44,91.24,91.38,88.70
91.12,91.16,91.61,90.53
91.51,92.69,93.01,90.93
91.59,89.39,91.78,88.70
88.44,87.60,88.44,87.08
87.50,88.81,88.88,87.25
89.17,89.11,89.64,88.62
88.92,88.75,89.84,88.36
88.93,87.49,89.01,87.31
87.46,88.67,88.67,87.31
88.19,88.44,89.24,88.19
88.68,89.31,89.36,88.00
89.53,90.41,90.56,88.98
90.71,91.10,91.40,90.28
90.93,91.49,92.12,90.87
90.72,91.44,92.10,90.61
91.66,91.51,91.84,91.12
91.62,92.47,92.58,91.32
92.68,92.09,92.81,91.63
92.09,93.05,93.14,91.64
92.74,91.02,93.00,90.82
90.83,89.34,91.57,89.05
89.57,90.79,91.13,89.57
90.67,90.03,90.87,89.64
90.00,90.43,90.74,89.55
89.98,89.23,90.75,88.85
89.27,88.71,89.66,88.48
88.36,88.75,89.08,88.08
88.54,88.73,88.99,87.67
89.23,89.65,90.26,88.80
90.01,90.96,91.21,89.82
91.14,90.86,92.02,90.64
90.97,90.50,91.08,89.50
91.19,91.24,91.25,90.46
91.47,90.95,91.74,90.84
91.25,91.18,91.48,90.65
91.25,90.98,91.45,90.29
90.83,91.76,91.82,90.48
91.41,92.00,92.75,91.20
91.91,91.39,92.33,91.19
91.45,90.36,91.75,90.33
89.67,89.11,89.71,88.46
89.22,90.34,90.72,89.12
89.71,89.73,90.53,89.29
88.09,86.76,88.82,86.76
87.13,85.57,87.62,85.51
85.55,84.50,86.14,84.43
84.99,83.54,85.00,83.05
83.71,81.28,84.08,81.16
81.45,81.01,81.87,80.23
79.92,80.16,80.63,79.35
88.92,80.37,82.75,80.00
79.41,76.45,79.49,74.96
76.94,76.42,77.64,76.30
77.31,78.30,78.50,77.15
78.26,77.47,79.40,77.35
77.72,78.67,79.02,77.72
78.31,77.82,78.78,77.49
78.24,77.66,79.02,77.12
78.55,79.18,79.61,77.66
78.27,78.15,79.59,78.06
78.90,76.26,79.87,76.21
76.58,76.20,76.89,75.22
76.06,76.91,78.09,75.88
76.57,76.55,77.22,76.19
76.16,74.61,76.23,73.71
73.86,72.10,74.17,72.07
72.48,72.85,73.34,71.93
72.25,71.65,72.51,71.33
72.68,71.85,72.85,70.69
72.33,74.00,74.39,71.96
74.10,74.34,75.53,74.01
74.44,74.76,75.68,73.64
74.32,74.97,75.64,74.08
75.73,76.30,76.53,75.65
75.92,76.30,77.01,74.52
75.72,76.30,76.49,75.24
76.70,78.50,78.66,76.70
78.34,78.74,79.33,77.85
78.75,79.16,79.35,78.28
79.64,81.29,81.32,79.20
80.96,81.14,81.30,80.28
81.05,82.73,82.74,80.67
82.50,83.67,83.69,82.04
83.56,83.37,83.65,81.03
83.40,83.08,83.74,82.41
83.22,83.65,84.00,82.69
84.27,83.96,84.54,83.10
84.61,85.40,85.51,83.91
85.32,85.76,85.80,83.91
85.09,86.98,87.35,85.09
86.54,87.57,87.63,85.83
87.75,89.34,89.51,87.44
88.76,88.32,90.04,88.21
88.00,88.00,88.71,87.10
87.44,88.58,88.58,87.25
88.21,88.50,88.70,87.61
88.11,88.52,88.52,87.45
88.68,90.07,90.16,88.22
89.30,90.88,90.93,88.79
91.12,90.35,91.25,90.02
90.31,90.89,91.14,90.12
90.43,90.56,90.82,89.70
90.79,91.02,91.12,90.23
90.51,91.00,91.09,90.30
90.80,90.34,90.89,89.64
90.03,89.79,90.55,89.43
90.32,90.97,91.80,90.24
91.12,90.79,91.75,90.78
91.13,92.53,92.88,91.04
92.76,92.05,92.76,91.44
92.13,92.41,92.59,91.18
92.48,93.86,94.00,92.33
93.85,93.79,94.20,93.38
93.92,93.81,94.49,93.32
93.77,92.01,93.77,91.84
92.11,91.09,93.33,90.34
91.35,92.70,93.23,90.82
92.41,93.21,93.41,91.95
93.40,93.48,94.18,93.01
93.63,93.73,94.10,92.48
93.15,93.84,94.10,92.85
93.28,92.95,93.83,92.37
92.73,94.16,94.98,92.41
93.05,93.69,93.91,92.47
92.65,95.40,95.52,92.65
95.19,95.61,95.66,94.61
95.40,95.65,95.72,93.74
95.99,96.46,96.73,95.36
96.55,96.03,96.69,95.57
96.00,93.98,96.00,93.57
94.13,93.72,94.41,93.28
93.70,94.85,95.33,93.30
94.78,96.31,96.88,94.71
95.88,94.84,96.51,93.98
94.76,94.29,95.78,93.29
93.40,93.53,93.78,92.47
93.94,95.63,95.68,93.38
95.93,95.72,96.05,95.10
96.42,98.00,98.38,95.42
98.04,98.26,98.39,97.24
98.26,96.47,98.26,96.46
96.54,96.58,97.40,96.42
96.56,96.90,97.17,94.98
96.32,96.47,96.91,95.28
96.48,97.29,97.33,95.87
97.46,97.66,98.96,97.29
97.92,96.51,98.44,96.04
96.90,96.54,97.40,96.37
96.47,97.09,97.35,96.13
97.00,98.16,98.29,96.51
97.62,98.60,99.15,97.04
98.77,98.52,99.66,98.22
98.35,97.89,98.74,97.80
98.04,98.46,98.97,97.43
98.12,98.61,98.77,97.46
98.30,98.11,99.01,97.68
98.90,97.92,99.52,97.79
97.95,97.92,98.74,97.61
98.17,98.46,98.61,97.53
98.94,99.24,99.52,98.74
97.43,99.36,100.03,96.63
98.92,99.13,99.35,97.60
98.74,99.86,99.88,98.31
100.32,101.79,101.84,100.32
101.73,103.52,103.60,101.32
103.82,104.24,104.75,103.61
104.18,105.03,105.03,103.68
104.57,105.33,105.40,104.30
101.30,101.27,102.00,100.53
101.82,102.79,103.13,101.53
103.13,103.73,103.89,102.18
103.80,103.09,103.91,102.60
103.56,104.42,104.44,101.47
103.83,103.76,104.80,103.32
103.37,103.67,103.87,101.31
103.75,104.53,104.65,103.09
104.53,104.92,105.11,102.64
105.25,106.31,106.39,104.77
105.56,107.19,107.30,105.56
106.92,108.81,109.02,106.75
108.99,109.29,109.43,108.48
109.59,109.26,109.99,109.05
108.92,108.80,110.00,108.36
108.69,111.03,111.39,108.69
111.16,112.30,112.97,110.97
112.35,112.55,113.06,111.77
112.10,109.48,112.92,107.54
109.51,110.77,111.18,108.73
111.24,112.38,112.44,110.64
112.50,111.41,112.56,110.69
111.30,112.14,112.99,111.00
111.97,112.71,112.78,111.20
112.80,111.12,113.28,110.47
111.65,110.72,111.65,109.98
110.80,112.45,112.55,110.74
112.68,110.75,113.20,110.34
110.52,109.84,111.16,109.44
109.98,109.54,110.18,109.15
109.62,110.20,110.30,109.53
110.02,109.28,110.02,108.87
109.28,109.90,110.13,108.83
109.99,109.68,110.50,109.47
109.77,109.01,109.88,108.82
109.26,109.24,110.14,108.99
109.50,108.27,110.18,107.92
108.93,109.74,110.05,108.93
109.97,110.29,110.34,108.70
110.19,110.09,110.40,109.82
110.23,109.99,110.40,109.24
110.54,111.85,112.35,110.54
112.05,112.41,112.48,111.49
112.43,114.52,114.52,112.39
114.15,113.59,114.62,113.53
112.25,106.31,112.83,105.94
106.08,108.82,109.25,105.55
108.42,104.43,108.42,103.79
104.70,105.18,105.64,104.22
105.09,105.67,105.88,104.59
104.96,106.25,106.52,104.62
106.67,108.00,108.08,106.22
108.70,108.06,108.70,107.68
108.38,110.36,110.55,107.53
111.36,113.03,113.17,111.36
112.33,113.39,113.74,111.69
112.91,113.81,114.22,112.47
114.38,112.54,114.67,112.37
111.91,112.80,113.02,111.35
112.15,109.79,112.15,109.44
110.30,108.77,110.61,108.61
108.31,106.31,108.51,106.19
106.02,105.53,106.57,104.72
106.04,103.44,106.63,103.37
102.78,104.03,104.35,101.80
104.62,103.88,105.63,103.39
104.07,104.20,105.15,103.94
104.03,101.92,105.38,101.51
102.00,103.25,103.61,102.00
103.13,103.90,104.34,102.46
103.74,103.87,105.41,103.23
103.86,104.16,104.70,103.72
104.81,105.05,105.55,104.17
104.81,105.28,105.31,104.45
105.15,106.32,106.73,105.01
105.53,106.75,106.82,105.19
108.08,106.72,108.08,106.00
106.28,107.34,107.63,105.58
106.82,106.16,106.82,105.22
106.02,105.12,106.02,104.03
105.25,104.91,106.01,104.46
105.68,107.81,108.04,104.86
107.44,107.35,109.45,105.52
107.22,104.55,107.63,104.45
105.02,102.50,105.09,102.42
102.55,103.00,103.31,101.73
104.53,106.03,106.23,104.07
106.15,107.08,107.44,104.50
104.70,109.06,109.43,103.66
109.10,105.93,110.21,105.80
105.91,104.46,107.55,104.29
104.36,106.24,106.31,103.32
106.80,106.60,108.24,105.23
106.46,106.90,107.04,104.87
106.82,107.31,108.05,106.49
107.51,107.40,107.91,106.99
107.89,108.55,108.89,107.89
109.04,111.07,111.53,109.04
109.65,110.62,110.74,109.27
110.86,111.96,112.36,110.86
112.05,112.12,113.06,111.36
112.26,111.72,114.02,111.56
110.82,109.59,111.32,108.98
109.07,107.16,109.54,106.10
107.99,108.94,110.02,107.89
109.75,110.07,110.68,109.35
