FCNCA,First Citizens BancShares,NASDAQ
200.00,199.07,200.00,197.75
197.90,196.60,198.97,196.00
196.84,194.26,198.00,193.63
196.48,192.80,196.48,191.01
193.94,194.99,195.07,193.31
194.79,192.05,194.91,192.05
193.10,194.94,196.65,192.89
194.95,199.86,202.00,194.95
199.42,198.87,199.95,198.35
200.67,202.00,202.00,198.20
201.63,199.87,203.00,199.17
201.79,197.82,201.99,197.02
198.17,197.20,200.18,196.24
200.32,198.00,200.56,196.38
199.13,200.32,201.19,195.77
200.26,201.51,202.80,200.26
203.00,202.15,203.00,200.97
201.95,203.50,203.75,201.58
204.65,207.51,207.51,204.52
207.50,207.40,208.52,207.13
206.78,208.95,209.69,206.13
210.45,210.80,212.15,209.46
212.43,211.10,212.43,209.56
212.89,210.49,212.89,209.75
209.70,210.10,210.37,209.35
210.91,207.24,210.91,206.90
208.00,208.19,208.30,207.29
207.80,209.50,211.84,207.80
210.49,212.90,213.34,210.49
211.02,212.50,212.71,210.96
205.10,212.80,213.64,205.10
212.65,210.64,214.02,210.38
212.20,211.24,213.45,210.83
210.89,211.80,212.47,210.71
212.24,212.35,213.23,211.50
209.70,209.81,211.08,207.54
209.48,210.16,211.12,209.48
210.03,210.03,210.47,207.97
209.50,207.76,209.99,207.05
208.87,208.73,209.88,205.50
209.52,207.81,209.52,206.51
207.39,210.20,210.55,207.29
208.06,206.90,209.08,205.21
208.93,209.70,210.49,206.75
208.02,208.94,209.73,207.36
209.13,207.25,209.87,206.70
204.33,202.50,204.33,201.95
202.99,204.30,204.99,201.81
204.00,205.43,207.00,204.00
205.81,202.24,205.81,201.76
203.24,202.65,206.87,202.00
202.51,204.20,204.94,202.51
203.32,205.79,207.00,203.32
205.50,204.13,205.95,202.00
204.96,205.12,205.90,203.60
206.91,204.00,207.70,203.50
203.22,203.38,204.00,203.00
204.47,203.13,204.48,202.34
203.59,202.10,204.20,201.81
203.49,204.16,205.09,203.49
203.80,203.90,205.67,203.00
203.49,203.65,204.66,203.31
203.47,199.95,203.47,199.94
199.70,204.18,204.95,199.70
203.40,203.01,204.80,202.57
202.50,207.00,208.57,202.50
207.58,205.65,207.58,203.52
205.00,205.86,206.29,204.50
202.54,205.14,206.57,202.54
204.64,205.60,205.85,203.28
205.96,206.45,207.65,204.70
207.57,206.00,208.40,205.18
205.35,204.00,206.02,203.50
203.23,206.50,207.56,203.23
206.00,203.80,206.00,203.77
203.01,201.92,203.44,201.92
202.10,202.68,204.75,202.10
204.38,206.60,207.50,203.81
205.49,209.16,209.50,204.65
208.20,209.35,209.67,207.01
207.94,207.43,209.27,207.43
208.21,210.20,211.49,208.21
209.38,208.54,209.45,204.98
207.69,210.19,210.89,207.69
210.19,211.93,212.80,208.12
210.01,208.87,211.32,208.27
208.06,209.32,210.18,207.06
209.52,209.46,209.73,206.29
210.80,211.70,212.98,210.10
212.77,212.75,213.80,211.50
212.22,211.73,212.76,209.71
211.48,211.20,212.75,210.12
210.11,211.73,212.70,208.48
210.24,210.82,212.96,210.24
210.39,210.26,211.40,210.00
207.61,210.79,211.00,207.61
212.00,209.38,212.00,209.38
208.60,208.50,209.07,204.46
210.90,219.38,220.05,210.80
216.41,216.55,217.39,214.87
217.85,215.22,217.91,214.81
213.89,217.82,219.00,213.89
217.00,218.25,219.00,215.07
216.51,219.90,220.67,216.50
217.70,219.85,220.00,217.70
216.82,217.17,219.85,215.91
215.15,219.33,220.00,215.15
219.98,221.15,223.16,219.11
221.00,221.53,222.20,218.52
221.07,222.81,227.01,218.64
222.81,222.65,223.35,221.25
224.95,224.81,225.20,222.83
224.16,224.65,225.35,223.82
226.80,224.83,227.65,223.93
225.90,222.60,225.90,221.00
224.98,223.16,224.98,221.04
223.66,222.13,223.66,220.52
223.06,226.38,229.97,223.06
226.38,224.30,226.75,223.29
223.90,222.31,224.29,221.40
219.20,219.20,219.20,219.20
220.23,218.22,221.44,217.03
218.77,217.86,220.28,215.60
220.31,220.54,221.50,218.95
222.75,218.52,222.75,216.00
217.76,224.00,225.60,217.76
222.14,221.19,222.25,220.51
221.14,224.79,224.97,212.45
225.84,223.50,225.85,222.05
223.04,223.50,224.45,223.04
222.63,222.88,223.65,222.31
223.99,223.07,224.00,222.70
222.99,221.40,222.99,220.64
222.36,222.63,222.69,221.75
222.81,221.63,222.81,217.97
222.48,220.72,222.48,219.00
223.28,221.10,223.28,219.23
222.79,222.00,222.99,220.75
220.13,219.09,221.34,218.00
219.23,220.37,221.06,219.10
221.58,221.26,221.58,219.71
221.09,220.80,222.87,219.38
222.24,219.07,222.24,219.01
218.19,221.20,222.00,218.19
221.40,219.96,222.40,219.29
221.26,221.44,222.44,219.74
223.48,223.64,224.13,222.01
223.58,223.12,224.50,222.70
223.75,223.70,224.00,222.20
221.00,220.04,223.40,219.21
221.34,221.59,224.61,221.21
223.00,222.25,225.48,222.03
223.52,219.10,223.52,218.30
220.98,223.00,225.58,219.55
221.90,221.24,224.19,220.12
220.21,215.76,220.98,215.12
216.10,216.59,218.65,214.34
217.01,215.78,217.05,214.71
216.00,219.00,219.49,215.69
218.97,218.90,220.30,217.71
218.09,217.42,218.70,213.07
216.11,220.42,221.57,216.11
220.23,220.79,221.80,219.21
220.78,221.09,222.00,219.02
219.70,222.94,223.50,219.70
222.15,221.93,224.25,221.65
222.73,218.20,222.73,218.01
219.38,221.30,221.30,218.18
221.00,221.25,221.73,219.61
222.00,221.85,224.40,219.32
221.77,221.83,222.54,220.55
220.26,221.85,222.90,219.91
220.50,222.42,223.99,220.50
222.39,224.39,225.00,222.38
221.18,222.28,222.60,221.07
224.50,226.99,229.65,222.33
225.60,227.25,227.50,224.06
226.21,226.97,229.98,226.07
228.00,229.15,231.51,227.40
229.00,229.92,230.00,226.15
229.81,231.00,232.46,229.81
212.20,232.50,232.98,212.20
233.46,230.35,233.50,229.68
232.23,231.52,233.68,230.01
234.00,233.70,234.46,232.40
233.99,232.19,234.00,231.30
237.37,232.92,237.37,231.36
232.90,237.80,238.63,232.75
238.00,237.15,245.79,236.09
240.37,237.47,240.51,236.90
239.84,236.96,240.78,236.04
237.76,235.99,238.89,234.11
236.50,236.00,237.90,233.78
235.14,238.96,239.70,235.14
237.65,240.75,241.51,237.37
241.02,245.96,245.96,238.21
245.50,242.51,245.60,241.59
243.19,245.16,246.69,241.41
247.56,244.09,247.56,239.73
241.68,242.65,244.10,239.36
240.88,242.52,244.60,240.88
245.27,235.30,245.27,235.22
235.05,229.00,235.05,228.40
227.44,227.40,229.28,226.02
230.22,229.01,231.00,227.70
228.06,228.69,230.00,225.05
230.15,229.25,231.48,228.48
229.69,230.36,232.04,229.00
230.71,230.78,233.96,229.63
231.06,233.25,234.97,231.06
232.72,233.68,234.42,230.60
232.53,232.95,235.00,232.53
231.24,230.19,231.85,230.19
234.00,229.73,234.00,228.60
228.17,227.42,229.25,226.74
225.60,224.89,226.71,223.41
224.00,221.83,225.92,220.95
222.87,223.92,224.97,220.51
223.80,222.36,224.35,221.99
221.58,220.54,221.62,219.03
219.48,222.89,222.89,219.48
222.05,223.00,224.38,222.05
221.67,226.81,227.96,221.67
226.41,228.65,229.00,226.41
229.87,225.25,229.87,223.00
222.25,220.91,222.38,219.60
220.63,217.43,221.10,215.06
217.79,216.77,217.79,214.19
215.17,217.05,218.00,215.17
217.00,215.65,217.14,215.32
216.42,215.19,220.31,215.03
218.35,220.02,221.90,217.24
221.55,219.27,222.09,216.95
224.49,220.61,224.49,220.00
222.54,220.50,222.54,219.72
219.54,219.40,222.76,217.98
220.50,219.78,221.75,218.76
219.30,223.58,223.98,218.50
223.31,223.34,226.16,219.12
224.21,225.72,227.88,224.21
225.42,229.87,233.00,225.42
230.55,231.50,232.80,229.38
231.11,234.99,234.99,231.11
233.17,236.34,237.05,231.60
238.90,251.91,254.99,238.90
252.78,260.10,260.67,249.35
261.09,259.22,262.31,257.90
258.50,258.88,260.28,256.45
258.35,258.69,260.08,257.55
257.56,254.85,257.61,253.20
254.06,253.67,255.47,251.28
254.80,253.00,256.99,250.56
252.50,251.78,253.00,249.00
253.04,247.35,253.50,246.37
247.21,249.50,250.00,245.00
250.00,249.20,250.00,246.91
248.05,247.65,250.25,246.96
246.31,245.00,246.73,244.48
244.57,242.50,247.45,242.41
241.76,239.80,242.00,238.01
240.76,241.16,242.00,240.01
241.62,240.01,241.62,239.71
241.74,239.50,241.74,238.20
239.55,240.49,241.99,239.08
236.81,236.56,239.25,235.54
235.92,237.53,239.97,235.92
238.94,236.02,239.94,235.68
236.70,235.31,237.49,233.25
236.77,231.69,238.03,231.18
231.69,226.80,232.38,226.52
226.25,229.60,230.39,225.51
227.62,227.14,227.64,225.63
227.40,228.16,228.97,226.67
228.00,227.54,230.02,227.13
228.80,226.18,228.80,224.17
225.00,225.11,225.93,224.00
227.89,224.00,227.89,222.43
223.87,224.08,224.94,223.00
226.58,227.39,227.70,225.25
226.00,222.35,226.35,222.30
222.00,221.00,224.05,220.02
224.73,220.20,224.73,219.41
218.95,219.59,220.98,218.00
219.27,222.57,223.45,219.27
221.97,218.10,221.97,217.71
218.14,222.87,223.73,218.02
223.55,222.52,227.46,222.52
222.18,220.66,222.26,219.42
220.70,220.20,222.00,219.91
221.21,220.09,221.27,219.52
222.30,218.72,222.30,217.05
220.37,219.35,221.98,218.54
218.61,219.66,219.87,218.50
218.63,219.31,220.10,218.53
219.67,225.14,226.00,218.90
225.34,226.27,227.69,224.83
225.00,228.50,228.77,225.00
229.35,231.13,233.30,229.00
230.44,231.51,232.04,230.09
231.51,228.25,231.51,228.22
228.10,229.79,230.27,228.00
231.21,232.30,232.95,228.62
230.05,227.40,231.54,226.78
229.00,225.25,229.50,225.25
224.05,223.24,224.05,222.00
223.68,223.84,224.11,221.90
222.15,221.41,223.50,220.81
222.00,224.50,224.90,221.65
223.10,225.77,226.39,223.10
226.47,224.07,227.50,224.04
223.67,220.85,223.67,220.10
220.91,221.06,222.47,219.75
224.21,224.46,224.81,222.00
230.12,223.56,230.12,222.54
223.82,220.32,226.66,220.23
219.50,217.55,220.88,217.01
217.00,215.07,219.87,215.07
216.36,218.80,219.45,215.75
218.69,215.31,218.88,215.05
214.95,217.31,217.86,214.53
215.46,218.44,219.26,215.46
218.85,216.63,220.15,216.04
216.01,210.31,216.96,210.30
225.00,214.00,225.00,210.43
216.84,216.92,220.86,216.00
216.74,215.62,220.00,215.38
214.50,212.80,216.41,212.26
211.70,215.71,217.33,211.70
213.60,212.60,215.00,211.99
210.67,211.49,213.76,206.14
212.67,217.01,218.52,211.00
219.83,219.19,220.00,216.48
214.48,218.79,219.75,214.02
216.16,220.82,220.95,215.32
224.11,223.92,224.62,222.00
224.36,225.92,226.00,223.06
222.82,228.97,230.76,222.82
228.76,228.56,230.89,227.67
229.70,232.79,233.89,229.06
233.47,234.48,234.92,231.47
231.53,234.62,236.23,231.49
219.96,238.00,242.00,219.96
236.00,233.39,237.00,228.86
223.59,242.14,242.74,223.59
247.43,251.21,254.14,242.00
250.00,250.60,251.96,249.00
250.73,249.24,252.00,247.54
251.50,250.55,251.50,250.55
250.81,250.48,251.04,248.33
251.45,248.92,251.50,247.07
246.56,251.24,251.50,246.56
251.24,250.35,251.50,249.00
248.17,250.34,250.96,247.74
249.74,247.65,251.16,244.30
248.54,247.10,249.93,245.76
243.70,246.02,248.29,243.70
246.70,246.71,249.52,245.88
248.00,245.11,248.00,243.92
245.80,244.66,245.80,242.30
247.62,246.46,247.86,244.45
248.13,248.00,249.27,246.04
246.61,251.39,251.59,243.88
251.49,256.81,257.30,248.81
255.22,253.60,259.45,253.39
253.40,250.50,254.15,250.00
250.00,253.02,253.96,247.20
252.95,254.17,255.00,248.95
254.80,259.02,261.93,252.12
258.28,261.33,263.90,256.72
262.79,264.63,266.31,260.77
263.68,267.50,268.31,261.83
269.14,264.00,271.97,263.99
263.69,263.80,268.79,263.16
260.02,254.71,263.00,252.72
255.00,253.40,256.00,251.33
258.14,251.00,258.14,250.08
251.56,257.24,259.98,250.00
257.60,254.99,259.20,251.86
254.34,251.96,255.00,249.15
252.40,255.00,255.00,252.31
255.00,254.59,256.06,253.48
253.90,254.72,256.17,253.71
255.00,254.89,255.00,251.03
254.67,255.01,258.24,254.67
256.89,254.99,256.89,254.41
255.00,252.79,258.96,252.60
254.38,250.65,254.38,250.02
248.50,241.36,251.60,240.97
242.01,237.48,244.70,236.63
239.79,242.25,243.77,236.34
243.87,241.83,243.87,239.32
240.03,235.50,240.90,233.77
231.94,229.35,233.09,227.56
233.08,229.09,234.87,227.66
226.05,226.17,227.22,224.26
225.23,223.31,226.97,222.14
222.45,225.33,227.84,221.61
226.38,225.80,227.71,225.40
226.02,225.46,226.79,223.44
225.35,235.79,237.34,225.35
236.56,234.02,237.87,233.15
236.81,236.88,239.42,231.84
224.47,232.01,234.68,224.47
238.97,239.09,245.00,237.62
238.94,244.52,244.54,238.94
241.77,244.05,248.51,241.77
245.00,244.85,247.39,237.90
245.04,245.24,247.91,243.81
245.00,245.01,247.69,242.50
245.05,251.77,252.32,245.00
252.42,255.01,257.34,252.42
254.20,250.53,255.21,249.48
254.25,251.25,254.25,250.50
250.40,249.71,252.98,246.00
249.73,253.77,254.74,249.73
254.50,255.00,256.50,253.03
255.00,252.56,255.00,252.21
252.87,253.49,254.54,252.60
253.50,255.65,255.70,253.38
256.43,253.82,256.43,252.62
250.30,252.40,252.53,249.70
250.30,253.77,254.50,250.30
252.03,250.20,254.50,249.97
248.42,254.50,254.50,248.01
254.80,252.25,255.09,249.99
252.73,252.87,254.97,250.00
251.69,249.86,253.80,249.32
249.24,250.53,251.29,248.00
252.44,250.53,252.44,248.62
249.73,251.07,251.34,248.52
250.39,250.00,250.39,248.41
248.56,245.44,248.58,245.33
245.49,246.48,247.83,243.60
247.96,251.09,251.77,244.25
251.25,251.25,251.87,248.07
252.00,256.00,257.90,251.50
256.00,258.17,258.44,254.08
258.30,258.93,260.00,256.18
255.49,254.34,257.56,251.86
256.27,263.96,264.06,252.99
262.41,261.20,264.95,260.07
262.43,259.04,263.00,258.08
261.71,253.53,261.71,253.21
250.47,255.21,256.86,248.25
254.60,253.86,257.00,252.79
254.02,259.14,259.63,253.51
258.90,259.69,261.17,258.42
257.68,259.00,259.73,254.84
260.62,258.72,260.62,255.04
257.17,257.20,258.98,256.12
258.00,257.34,258.00,256.50
257.97,257.32,257.97,254.55
257.44,256.29,257.50,252.99
257.40,256.43,257.40,251.03
257.30,255.30,260.00,254.04
253.70,255.15,260.00,253.42
255.97,254.79,256.88,251.81
252.52,254.57,257.21,252.52
253.08,249.11,253.81,246.50
250.12,251.48,251.78,249.11
245.69,253.92,254.01,245.69
252.75,251.16,253.06,250.50
255.24,250.02,255.24,248.31
247.34,250.05,251.32,244.55
254.99,249.50,254.99,247.40
249.31,252.88,252.90,249.00
250.26,248.68,251.86,247.12
246.21,240.34,249.40,239.03
239.91,239.36,242.96,235.78
240.00,240.92,243.07,226.09
238.70,236.94,243.63,235.50
239.91,240.32,241.16,236.51
240.00,240.96,242.63,238.81
244.14,240.74,244.14,238.06
239.76,242.01,242.02,238.52
241.15,240.17,241.15,239.06
241.79,244.91,245.00,239.07
244.50,245.03,250.67,243.01
245.30,242.97,247.24,240.92
248.75,248.10,248.75,244.00
249.80,251.81,253.50,248.25
251.11,251.47,251.53,248.19
250.00,247.30,252.94,245.19
246.18,244.27,249.30,242.18
243.98,243.24,244.32,240.95
242.63,245.15,246.22,241.76
244.51,243.80,246.43,242.74
243.00,241.10,243.34,239.60
243.10,239.54,244.62,238.86
241.98,241.12,241.98,238.12
242.61,244.61,246.07,240.15
243.03,241.67,244.00,241.51
242.44,243.99,245.17,241.01
242.28,241.54,244.99,241.28
242.06,244.14,244.82,239.83
245.00,248.50,251.00,242.55
249.51,249.25,251.95,247.47
247.82,247.87,249.66,246.07
244.29,243.20,248.82,241.76
243.35,247.50,248.26,241.34
247.48,238.33,247.48,237.86
237.68,239.27,243.06,235.00
243.41,247.12,248.15,240.97
248.21,252.92,253.78,248.21
253.99,258.78,259.05,252.00
258.34,257.70,262.49,256.76
258.90,260.93,262.09,257.80
261.88,263.16,264.99,260.66
261.21,261.65,265.74,261.21
263.55,263.04,266.29,261.27
265.00,263.45,265.19,261.01
262.46,261.25,264.16,261.00
259.72,261.69,261.99,256.49
262.05,258.60,262.05,256.75
256.00,254.94,257.80,252.02
257.50,257.75,260.49,254.56
259.55,264.46,266.79,259.01
265.11,267.93,268.00,265.02
267.81,268.89,269.50,266.01
269.10,266.07,269.18,265.30
264.61,266.83,268.63,264.61
266.37,264.18,267.11,263.68
263.41,265.03,265.89,263.41
264.75,264.69,265.90,263.96
263.32,266.91,268.98,263.32
266.20,263.69,268.72,263.21
262.53,256.69,268.18,256.49
253.10,254.33,254.90,252.31
255.10,254.00,256.17,252.60
253.10,254.00,255.74,249.86
252.33,253.39,254.39,250.97
254.44,256.34,257.13,251.58
255.31,257.47,258.94,254.12
258.33,258.52,262.40,257.83
258.89,258.35,259.90,258.08
258.98,255.15,258.98,254.50
253.08,254.22,255.56,251.50
255.43,253.34,255.75,251.10
251.63,251.96,253.48,248.10
249.01,247.19,249.49,243.80
247.00,247.46,250.00,245.99
246.15,252.90,253.10,246.15
252.75,251.22,256.45,247.92
250.23,249.29,250.23,247.50
248.60,245.43,248.76,245.43
243.46,241.86,243.84,240.50
238.69,241.45,242.89,238.66
233.20,229.78,244.29,229.78
236.53,227.17,236.53,225.83
231.88,234.56,235.33,230.00
235.85,236.17,238.58,232.59
234.64,238.60,241.19,234.58
236.62,237.18,240.66,236.27
233.56,226.52,235.84,225.00
229.56,231.37,233.00,221.63
233.34,229.58,234.01,226.90
226.62,227.75,228.88,226.25
230.92,231.89,233.27,229.69
234.49,231.20,234.68,230.45
231.29,234.88,235.50,231.29
233.29,233.93,234.91,232.60
233.69,233.93,234.14,230.88
234.85,234.69,235.82,233.00
236.00,232.80,236.00,232.16
232.03,227.34,234.67,225.69
223.35,222.96,224.58,219.37
225.39,226.10,226.41,222.95
220.54,222.10,223.45,220.54
221.60,222.08,223.78,218.27
219.70,221.44,221.44,218.58
224.44,220.60,224.50,218.01
219.33,217.84,220.04,213.74
218.10,220.69,222.84,217.10
223.06,226.00,227.35,220.51
221.11,222.90,225.78,221.11
220.79,218.70,220.79,215.98
220.13,224.75,225.14,220.11
225.02,223.51,227.68,223.00
224.21,230.09,230.14,224.21
233.26,233.51,240.10,229.51
234.48,230.34,236.40,228.10
231.10,233.41,234.89,229.08
232.55,231.33,235.00,230.71
233.01,225.36,233.47,224.60
226.35,231.69,232.12,226.26
232.79,230.64,234.59,227.12
224.61,231.99,232.00,224.61
231.45,234.00,234.61,230.71
234.30,233.00,239.16,232.41
233.80,237.61,238.49,233.80
239.02,244.51,246.35,239.02
243.69,242.70,245.30,239.68
241.21,239.00,244.58,238.22
247.52,255.86,256.00,242.40
255.22,255.81,260.31,252.25
255.81,256.14,258.24,253.13
249.83,256.63,258.24,249.83
254.37,254.99,258.25,254.37
254.95,254.50,255.93,251.99
266.76,259.36,266.76,250.00
259.11,263.76,264.00,255.94
264.51,261.60,264.98,258.68
260.00,263.21,264.00,259.59
263.99,261.31,264.00,260.12
255.68,255.18,259.60,254.25
253.19,249.30,258.41,249.06
256.00,256.41,257.32,246.28
258.10,260.35,262.33,258.10
261.00,261.40,262.48,259.62
260.86,262.92,263.10,259.96
264.50,263.73,264.75,261.34
264.75,264.20,264.75,261.00
261.46,263.56,264.75,260.27
263.99,265.58,266.60,263.04
265.50,266.86,266.88,261.64
267.01,264.92,267.85,263.62
265.88,264.37,266.04,263.15
262.61,257.40,264.92,256.64
257.71,252.10,259.87,250.58
251.94,256.58,257.61,251.94
251.07,252.60,254.88,251.07
249.39,244.69,249.85,243.31
246.00,243.55,248.67,237.65
242.55,239.87,242.55,238.09
234.35,233.50,235.13,231.44
233.19,237.96,239.96,231.03
239.39,240.46,243.52,237.96
241.80,250.05,251.80,240.22
252.00,245.32,254.31,242.73
250.00,252.91,257.99,242.86
253.15,252.88,256.83,248.79
250.97,256.02,257.36,250.97
257.00,258.97,260.18,254.49
256.60,260.00,262.49,256.25
258.30,258.41,260.00,256.02
261.00,262.69,263.58,259.33
260.61,261.08,264.98,260.23
261.00,258.17,261.92,257.79
255.34,249.40,257.97,245.85
250.17,250.12,251.74,248.50
245.90,248.01,248.46,245.90
241.47,243.52,248.00,241.47
244.89,243.44,248.04,242.43
244.24,238.52,244.24,237.71
239.77,236.70,240.00,233.61
238.73,229.26,240.93,228.57
231.00,231.07,234.47,229.94
224.65,227.28,228.24,220.61
229.84,231.28,233.69,223.62
228.91,231.57,236.18,225.63
232.66,231.99,237.79,231.30
234.31,236.79,237.34,232.10
235.05,228.06,235.92,227.10
229.40,234.89,236.98,225.67
233.51,234.48,240.24,230.50
237.70,240.05,240.05,235.30
241.97,246.06,247.74,239.49
244.00,242.00,244.55,240.20
239.00,235.13,239.00,233.50
237.70,236.74,237.70,232.00
238.64,239.21,242.78,236.91
238.39,233.64,238.92,232.15
227.14,229.76,230.15,224.50
226.72,227.57,230.63,224.10
228.81,227.43,232.30,226.84
222.88,220.04,224.45,217.41
221.99,228.94,230.89,218.84
230.80,233.91,239.00,230.80
233.90,232.17,236.81,230.86
233.05,229.22,233.05,226.26
228.35,234.13,237.08,228.35
236.80,237.97,241.18,235.33
234.72,231.39,239.44,230.39
230.00,232.72,233.10,226.51
232.07,234.58,237.45,232.07
235.68,238.18,238.90,232.94
236.48,234.13,239.82,233.18
234.55,243.03,244.79,234.55
242.00,246.48,246.71,241.79
249.40,248.00,249.95,246.88
248.28,248.59,249.72,244.68
248.37,253.33,253.34,248.37
252.04,247.23,252.04,246.42
252.67,247.83,252.67,246.23
250.95,247.49,250.95,245.77
248.99,256.10,256.52,248.00
253.23,251.09,255.49,250.76
250.40,247.30,251.23,246.55
249.60,248.58,251.99,247.72
244.85,249.98,250.00,244.51
250.00,249.38,250.00,246.98
249.72,250.68,252.50,248.27
247.30,249.40,250.09,247.30
249.01,245.56,249.73,245.13
248.40,247.45,248.40,245.40
249.40,246.86,249.81,244.79
245.80,253.29,253.30,243.93
256.01,253.17,257.20,251.76
250.08,251.07,254.56,250.08
251.57,249.27,252.03,249.27
248.25,248.83,249.27,247.27
247.00,242.88,248.50,242.27
237.66,243.71,244.10,237.66
242.50,239.29,243.63,237.83
240.80,240.80,242.35,239.50
239.90,239.88,246.06,239.50
239.50,242.98,243.40,239.50
244.80,249.73,249.78,244.14
250.36,252.26,253.63,247.90
251.17,255.68,258.75,240.97
256.70,254.90,258.82,251.62
255.02,257.79,258.26,254.97
256.73,258.31,259.03,256.15
258.90,257.50,258.90,256.52
255.00,258.20,259.50,254.96
255.81,256.56,256.95,255.27
256.31,258.00,259.28,254.90
258.00,258.85,259.66,253.05
258.00,257.97,258.00,254.25
254.98,255.00,255.34,253.44
255.00,257.32,257.90,254.76
256.86,254.02,258.95,254.01
254.50,251.37,255.06,250.79
252.99,250.32,252.99,249.16
246.74,251.19,251.44,246.74
250.20,248.50,250.20,248.00
248.66,252.58,252.78,248.66
252.97,251.01,253.29,250.11
252.80,252.51,254.43,250.12
252.08,250.68,254.34,249.19
247.50,250.89,258.73,247.07
251.70,242.60,251.70,241.38
242.84,251.00,251.49,242.84
250.10,249.60,252.41,247.95
250.99,252.42,253.00,250.99
252.00,251.74,253.50,250.45
252.99,259.00,259.22,252.99
258.71,259.98,262.49,257.86
258.48,256.70,258.84,255.70
256.24,259.10,259.97,255.31
257.36,259.06,261.40,257.36
258.20,257.57,260.34,255.00
256.03,258.40,259.61,255.62
255.28,255.99,257.60,252.31
255.84,259.66,262.36,255.84
259.00,256.26,259.00,255.73
253.47,258.60,260.10,241.93
255.16,255.89,259.29,253.97
249.68,252.27,254.90,249.68
248.65,250.20,252.98,248.65
249.21,248.38,251.12,247.97
250.74,249.00,252.90,248.94
247.16,244.14,247.93,243.37
245.07,241.40,248.75,241.20
243.97,250.21,251.37,242.14
250.21,252.39,252.64,247.07
254.66,250.78,255.81,250.77
253.75,259.78,259.95,253.75
246.79,239.98,255.50,239.54
237.01,230.54,237.01,229.51
233.35,236.47,239.00,232.50
238.14,245.20,246.48,238.14
249.60,258.91,258.97,248.50
257.52,253.98,258.62,253.98
248.14,249.03,250.49,248.14
247.02,247.00,250.83,246.10
247.00,247.00,247.95,245.60
247.17,254.60,256.08,247.17
255.01,256.47,256.61,254.31
258.62,262.99,263.62,258.26
261.01,262.11,264.95,259.39
265.28,267.90,269.99,263.10
269.40,268.19,269.87,265.00
268.01,263.06,269.44,261.68
262.80,262.56,265.49,260.35
262.56,261.74,264.58,261.05
263.17,260.84,263.17,260.40
262.15,263.73,264.09,260.00
263.80,260.40,263.80,258.84
257.19,264.80,264.80,257.19
265.44,261.79,265.69,253.95
262.45,261.78,262.80,256.30
258.50,259.78,261.90,258.50
260.97,260.83,260.97,257.21
256.15,258.27,260.49,256.15
256.81,260.09,260.10,256.81
260.00,257.90,260.00,257.07
258.99,267.51,269.17,258.75
269.50,268.60,269.50,265.70
268.01,269.85,269.85,268.01
269.99,270.24,271.60,267.85
270.75,271.73,272.81,270.31
271.22,272.23,274.49,270.00
273.52,276.34,276.34,270.57
275.36,273.43,277.16,271.97
273.00,277.85,278.87,273.00
277.47,278.57,279.00,275.50
278.45,278.58,279.14,276.49
278.20,278.00,279.23,275.80
279.99,278.20,282.73,275.64
277.69,276.12,278.45,273.54
277.99,280.41,284.00,277.40
281.45,277.80,281.45,274.77
276.89,282.16,284.46,276.89
281.70,283.90,284.93,275.34
283.65,284.91,285.72,281.43
284.90,284.99,286.00,283.00
285.00,284.81,286.63,283.15
286.86,282.78,286.86,281.37
281.82,287.26,288.50,281.82
287.53,286.82,288.49,283.15
281.56,280.52,285.01,280.23
277.42,283.76,286.04,277.42
281.87,279.26,283.17,277.03
278.75,276.80,280.63,275.27
281.34,281.86,282.98,276.51
282.82,280.82,283.00,276.02
281.15,280.04,281.69,276.48
278.78,279.61,280.50,278.00
280.68,279.98,281.55,276.64
281.17,285.72,285.72,280.44
285.24,282.64,285.24,282.26
281.94,281.93,283.42,279.63
287.13,285.47,287.13,282.00
285.68,287.40,287.42,284.12
287.98,286.91,290.00,286.35
287.00,293.89,294.50,287.00
291.80,290.67,294.01,289.30
292.00,291.47,293.98,291.00
293.40,292.63,295.07,291.52
286.27,293.60,295.51,286.27
292.88,293.39,295.26,290.40
295.00,295.05,296.96,293.23
295.68,294.07,295.68,292.11
292.56,294.44,296.10,292.56
291.99,291.25,293.40,290.07
293.33,292.20,296.00,291.00
292.74,289.59,292.74,289.25
291.20,290.88,292.75,289.67
291.65,291.98,292.80,289.98
291.43,287.92,291.99,284.55
286.07,289.50,290.44,285.78
290.35,292.29,292.43,290.35
291.75,294.07,294.07,290.42
293.00,288.58,295.99,286.20
287.89,288.66,291.44,280.98
288.99,289.59,290.69,287.71
289.00,291.00,291.74,288.89
288.99,291.73,293.00,288.98
287.04,286.00,290.81,281.99
287.98,286.23,287.98,284.68
284.05,283.96,287.64,283.84
287.85,292.21,294.00,284.26
291.83,290.99,293.42,283.98
289.17,307.16,308.00,289.17
309.86,314.54,329.45,309.86
314.49,322.98,325.96,313.14
323.50,340.90,341.59,323.50
338.33,341.65,345.66,334.93
339.38,340.13,340.62,333.85
340.07,349.21,354.30,335.00
350.74,347.41,350.74,345.77
348.00,348.49,350.00,346.26
350.21,353.58,354.36,348.09
355.42,357.48,359.74,353.42
357.00,357.90,359.96,356.22
353.00,350.03,355.39,349.96
347.00,350.52,353.56,340.23
355.97,356.37,359.00,355.51
359.65,359.68,364.00,357.21
358.00,353.74,359.17,352.01
355.11,354.69,357.15,352.15
351.99,360.21,360.60,351.98
