ULBI,Ultralife Corporation - Common Stock,NASDAQ
3.71,3.60,3.71,3.60
3.55,3.50,3.65,3.50
3.50,3.49,3.65,3.40
3.57,3.61,3.62,3.30
3.56,3.53,3.56,3.40
3.45,3.42,3.55,3.33
3.42,3.56,3.59,3.42
3.53,3.58,3.59,3.37
3.54,3.75,3.87,3.53
4.00,3.71,4.00,3.60
3.88,3.88,3.88,3.88
3.82,3.85,3.90,3.67
3.93,3.89,4.00,3.75
3.93,3.85,3.93,3.85
3.87,4.00,4.01,3.87
3.92,3.94,3.99,3.92
3.95,4.00,4.03,3.95
3.88,3.97,3.98,3.78
3.81,3.83,3.90,3.75
3.82,3.76,3.84,3.76
3.79,3.75,3.79,3.75
3.73,3.74,3.75,3.55
3.67,3.65,3.71,3.65
3.60,3.58,3.61,3.55
3.55,3.56,3.67,3.51
3.59,3.59,3.59,3.59
3.60,3.59,3.60,3.51
3.53,3.49,3.56,3.43
3.51,3.48,3.51,3.34
3.35,3.60,3.60,3.29
3.43,3.47,3.48,3.43
3.36,3.52,3.54,3.33
3.50,3.47,3.50,3.45
3.44,3.63,3.63,3.44
3.66,3.66,3.66,3.66
3.61,3.89,3.90,3.51
3.82,3.78,3.82,3.69
3.70,3.71,3.71,3.65
3.73,3.68,3.79,3.59
3.59,3.74,3.79,3.59
3.78,3.80,3.89,3.70
3.84,3.81,3.88,3.71
3.79,3.73,3.83,3.68
3.75,3.82,3.88,3.70
3.80,3.68,3.94,3.67
3.70,3.59,3.70,3.59
3.59,3.76,3.90,3.59
3.77,3.71,3.80,3.64
3.74,3.73,3.75,3.71
3.73,3.71,3.79,3.70
3.92,3.64,3.92,3.61
3.61,3.71,3.75,3.61
3.78,3.70,3.78,3.65
3.71,3.82,3.82,3.71
3.80,3.72,3.80,3.61
3.74,3.84,3.94,3.73
3.90,3.76,3.90,3.76
3.87,3.91,4.00,3.87
3.89,3.87,4.00,3.87
3.88,3.86,3.99,3.86
3.93,3.87,3.99,3.79
3.83,3.77,3.95,3.71
3.70,3.82,3.87,3.70
3.85,3.97,4.00,3.81
4.00,4.10,4.10,3.88
4.05,4.09,4.11,4.00
4.05,4.04,4.10,3.88
4.04,3.98,4.04,3.82
3.94,3.81,4.20,3.71
3.74,3.98,3.98,3.71
3.71,4.00,4.00,3.71
3.99,3.88,4.16,3.87
3.97,3.88,3.99,3.75
3.92,3.80,3.95,3.77
3.94,3.87,3.94,3.77
3.93,3.78,4.00,3.78
3.84,3.85,3.91,3.78
3.90,3.88,3.98,3.80
3.93,3.91,4.12,3.91
3.96,4.00,4.20,3.96
4.03,4.17,4.17,3.87
4.17,4.29,4.30,4.15
4.22,4.25,4.47,4.22
4.18,3.93,4.22,3.91
4.05,4.04,4.17,4.04
4.08,4.28,4.34,4.08
4.29,4.34,4.43,4.28
4.09,4.41,4.42,4.09
4.29,4.42,4.42,4.27
4.13,4.47,4.48,4.13
4.38,4.35,4.38,4.15
4.34,4.25,4.34,4.25
4.30,4.03,4.30,3.98
3.76,3.90,4.02,3.75
3.85,3.85,3.93,3.79
3.79,3.70,3.81,3.65
3.82,3.69,3.85,3.69
3.75,3.75,3.87,3.70
3.90,3.75,3.90,3.72
3.75,3.78,3.84,3.70
3.86,3.78,3.86,3.68
3.77,3.71,3.80,3.59
3.67,3.66,3.82,3.60
3.64,3.61,3.69,3.55
3.57,3.57,3.64,3.50
3.53,3.44,3.53,3.39
3.44,3.30,3.44,3.26
3.35,3.31,3.43,3.27
3.34,3.34,3.42,3.27
3.18,3.33,3.48,3.18
3.40,3.37,3.40,3.29
3.33,3.31,3.35,3.25
3.34,3.34,3.43,3.27
3.33,3.39,3.39,3.27
3.36,3.35,3.38,3.19
3.34,3.47,3.56,3.30
3.43,3.52,3.57,3.38
3.39,3.56,3.61,3.38
3.55,3.52,3.57,3.44
3.52,3.56,3.62,3.52
3.59,3.52,3.61,3.50
3.49,3.50,3.60,3.49
3.45,3.54,3.56,3.45
3.47,3.50,3.53,3.41
3.48,3.57,3.61,3.48
3.53,3.54,3.60,3.43
3.41,3.49,3.60,3.41
3.46,3.48,3.61,3.40
3.50,3.50,3.57,3.44
3.55,3.68,3.76,3.55
3.73,3.63,3.74,3.63
3.60,3.57,3.69,3.45
3.51,3.50,3.61,3.45
3.46,3.52,3.57,3.39
3.48,3.55,3.65,3.45
3.50,3.51,3.55,3.44
3.47,3.49,3.54,3.42
3.53,3.45,3.55,3.41
3.47,3.47,3.55,3.43
3.42,3.37,3.50,3.37
3.42,3.45,3.59,3.39
3.49,3.51,3.59,3.42
3.42,3.51,3.58,3.42
3.55,3.47,3.56,3.43
3.50,3.52,3.56,3.47
3.46,3.51,3.54,3.46
3.63,3.57,3.64,3.53
3.62,3.73,3.78,3.61
3.83,3.78,3.83,3.78
3.66,3.56,3.66,3.56
3.62,3.49,3.64,3.49
3.43,3.34,3.49,3.34
3.41,3.34,3.41,3.30
3.42,3.43,3.55,3.32
3.40,4.07,4.20,3.40
3.95,4.16,4.17,3.92
4.05,4.06,4.15,3.95
3.92,4.08,4.14,3.92
4.10,4.10,4.15,4.07
4.15,4.16,4.28,4.11
4.15,4.08,4.15,4.05
4.12,4.14,4.16,4.11
4.14,4.15,4.15,4.06
4.12,4.02,4.12,3.97
4.03,3.93,4.07,3.86
3.98,3.81,3.99,3.78
3.88,3.81,3.92,3.70
4.02,3.66,4.02,3.66
3.62,3.65,3.78,3.53
3.61,3.71,3.79,3.53
3.70,3.54,3.70,3.52
3.52,3.49,3.58,3.42
3.46,3.74,3.79,3.43
3.76,3.82,3.86,3.76
3.80,3.78,3.82,3.71
3.83,3.83,3.84,3.66
3.73,3.91,4.01,3.72
3.96,4.07,4.12,3.82
3.97,3.90,4.05,3.82
3.96,4.00,4.00,3.90
4.00,4.17,4.40,3.99
4.29,3.99,4.47,3.99
3.86,3.82,4.00,3.74
3.86,3.69,3.86,3.66
3.63,3.79,3.85,3.63
3.78,3.98,4.00,3.74
3.99,4.00,4.14,3.90
4.00,4.11,4.19,4.00
4.16,4.15,4.30,4.09
4.20,4.31,4.35,4.18
4.35,4.34,4.37,4.25
4.35,4.56,4.74,4.35
4.60,4.28,4.69,4.12
4.25,4.32,4.44,4.18
4.32,4.31,4.40,4.25
4.28,4.25,4.32,4.17
4.23,4.10,4.23,4.06
4.04,3.95,4.08,3.92
4.05,3.80,4.07,3.76
3.90,3.74,3.94,3.65
3.70,3.74,3.84,3.70
3.81,3.76,3.81,3.75
3.76,3.75,3.83,3.67
3.74,3.66,3.74,3.65
3.61,3.61,3.69,3.55
3.59,3.68,3.78,3.59
3.66,3.60,3.73,3.51
3.72,3.68,3.72,3.57
3.61,3.66,3.66,3.59
3.62,3.66,3.69,3.56
3.63,3.74,3.74,3.63
3.65,3.80,3.80,3.65
3.77,3.76,3.83,3.75
3.77,3.64,3.77,3.59
3.62,3.69,3.82,3.58
3.54,3.62,3.69,3.54
3.57,3.60,3.68,3.56
3.50,3.76,3.85,3.50
3.86,3.86,3.96,3.79
3.81,3.79,3.83,3.76
3.76,3.77,3.77,3.63
3.99,3.92,3.99,3.85
3.99,3.90,4.00,3.88
3.75,3.89,3.94,3.75
3.95,4.03,4.07,3.85
4.09,3.95,4.09,3.90
4.07,4.00,4.07,3.94
3.90,3.89,3.90,3.84
3.95,4.00,4.00,3.95
3.95,3.90,3.95,3.83
3.92,4.01,4.04,3.90
4.01,3.96,4.02,3.83
4.04,3.99,4.07,3.92
3.99,3.99,3.99,3.99
3.91,3.83,3.97,3.83
3.83,3.82,3.85,3.68
3.81,3.76,3.98,3.75
3.94,3.94,3.97,3.88
3.87,3.87,3.93,3.75
3.82,3.85,4.19,3.82
4.45,3.94,4.47,3.94
3.90,3.93,4.20,3.85
3.85,3.92,4.00,3.85
3.78,3.93,3.96,3.78
3.90,3.81,3.97,3.77
3.92,3.82,3.92,3.77
3.87,3.79,3.87,3.76
3.85,3.91,3.92,3.78
3.95,3.94,3.95,3.76
3.93,3.87,3.95,3.78
3.94,3.94,3.94,3.77
3.87,3.83,3.87,3.78
3.95,3.77,3.95,3.75
3.75,3.77,3.93,3.61
3.73,3.74,3.84,3.73
3.75,3.81,3.86,3.64
3.75,3.80,3.80,3.62
3.71,4.10,4.10,3.70
4.00,3.84,4.08,3.82
3.92,3.85,3.94,3.85
3.86,3.78,3.95,3.75
3.71,3.71,3.79,3.71
3.74,3.71,3.96,3.70
3.74,3.70,3.80,3.68
3.68,3.59,3.72,3.59
3.60,3.85,3.89,3.60
3.80,3.84,3.84,3.75
3.75,3.71,3.78,3.70
3.72,3.72,3.74,3.70
3.71,3.60,3.76,3.60
3.72,3.57,3.75,3.57
3.79,3.54,3.79,3.54
3.50,3.57,3.72,3.50
3.55,3.66,3.77,3.55
3.63,3.68,3.71,3.60
3.83,3.61,3.83,3.53
3.66,3.61,3.68,3.50
3.57,3.66,3.83,3.57
3.81,3.77,3.84,3.63
3.84,3.84,3.84,3.68
3.83,3.52,3.83,3.52
3.64,3.52,3.64,3.51
3.58,3.54,3.83,3.51
3.56,3.35,3.69,3.26
3.35,3.21,3.41,3.15
3.36,3.54,3.54,3.24
3.51,3.48,3.78,3.38
3.46,3.38,3.70,3.35
3.41,3.41,3.46,3.37
3.46,3.40,3.46,3.35
3.45,3.27,3.46,3.25
3.31,3.28,3.36,3.28
3.28,3.30,3.38,3.27
3.29,3.31,3.40,3.28
3.40,3.33,3.47,3.28
3.32,3.36,3.47,3.30
3.43,3.40,3.45,3.28
3.37,3.35,3.44,3.30
3.32,3.35,3.44,3.32
3.37,3.37,3.41,3.37
3.39,3.42,3.42,3.37
3.40,3.40,3.40,3.40
3.40,3.37,3.44,3.37
3.43,3.37,3.44,3.37
3.38,3.36,3.40,3.29
3.37,3.41,3.44,3.28
3.40,3.32,3.41,3.28
3.30,3.28,3.41,3.27
3.32,3.19,3.44,3.17
3.21,3.27,3.38,3.21
3.39,3.18,3.39,3.17
3.23,3.19,3.28,3.17
3.20,3.26,3.26,3.12
3.26,3.15,3.32,3.05
3.11,3.10,3.13,3.05
3.10,3.10,3.14,3.05
3.10,3.17,3.17,3.10
3.12,3.11,3.17,3.10
3.09,3.08,3.14,3.05
3.07,3.16,3.22,3.07
3.20,3.20,3.20,3.18
3.20,3.27,3.43,3.19
3.24,3.24,3.42,3.23
3.20,3.09,3.26,3.07
3.11,3.13,3.16,3.10
3.31,3.35,3.35,3.14
3.33,3.31,3.39,3.23
3.30,3.21,3.44,3.21
3.27,3.26,3.27,3.13
3.16,3.19,3.27,3.14
3.17,3.20,3.20,3.16
3.24,3.31,3.38,3.23
3.26,3.20,3.40,3.07
3.13,3.10,3.13,3.08
3.07,2.95,3.10,2.94
2.92,3.06,3.16,2.92
3.14,3.05,3.16,3.05
3.08,3.10,3.26,3.08
3.05,3.00,3.07,2.98
3.02,3.01,3.03,2.94
3.01,3.02,3.03,3.01
3.06,3.04,3.07,3.01
2.97,3.05,3.08,2.97
3.04,3.00,3.07,2.97
2.90,3.08,3.25,2.89
3.26,3.17,3.26,3.01
3.20,3.01,3.24,2.99
3.18,3.00,3.18,3.00
3.08,3.03,3.09,3.01
3.03,3.14,3.16,3.02
3.09,3.08,3.09,3.08
3.11,3.11,3.12,3.11
3.15,3.08,3.15,3.04
3.15,3.10,3.15,3.05
3.15,3.11,3.15,2.99
3.09,3.09,3.25,3.09
3.06,3.04,3.07,3.02
3.07,3.02,3.12,3.02
3.18,3.02,3.18,3.01
3.00,2.98,3.18,2.94
3.07,2.88,3.13,2.83
2.86,2.91,2.99,2.85
2.88,2.88,2.92,2.86
2.89,2.89,2.91,2.86
2.89,2.89,2.89,2.89
2.89,2.87,2.92,2.87
2.93,2.95,3.00,2.86
2.90,3.04,3.05,2.90
3.07,3.03,3.17,2.99
3.02,3.06,3.11,2.91
3.04,3.01,3.04,3.00
2.94,3.11,3.18,2.94
3.02,3.00,3.18,3.00
3.15,3.14,3.16,2.98
3.16,3.08,3.16,3.05
3.09,3.07,3.14,3.00
3.01,3.08,3.08,3.00
3.01,2.98,3.03,2.91
3.00,2.97,3.05,2.95
3.00,3.11,3.12,3.00
3.00,2.99,3.11,2.98
3.04,2.97,3.15,2.95
3.05,3.14,3.20,3.05
3.18,3.04,3.20,3.01
2.99,2.95,3.07,2.92
3.05,3.55,3.55,2.96
3.53,3.13,3.56,3.10
3.00,3.00,3.09,2.99
3.00,3.02,3.12,2.99
2.97,3.01,3.10,2.97
3.07,3.13,3.13,3.00
3.04,3.01,3.16,3.01
3.00,3.04,3.12,3.00
3.00,3.20,3.28,3.00
3.06,3.05,3.19,3.00
3.15,3.09,3.15,2.96
3.06,3.03,3.07,3.03
3.15,3.04,3.15,3.03
3.04,3.05,3.05,3.04
3.07,3.12,3.19,3.00
3.12,3.11,3.26,2.97
3.00,3.21,3.29,3.00
3.21,3.34,3.49,3.20
3.31,3.15,3.32,3.09
3.34,3.38,3.39,3.21
3.21,3.28,3.45,3.21
3.28,3.35,3.35,3.28
3.22,3.17,3.31,3.11
3.07,3.05,3.21,3.05
3.07,3.08,3.22,3.07
3.23,3.09,3.24,3.08
3.20,3.19,3.20,3.14
3.21,3.23,3.23,3.12
3.21,3.21,3.23,3.13
3.18,3.10,3.22,3.08
3.21,3.42,3.51,3.11
3.40,3.40,3.52,3.30
3.41,3.48,3.93,3.37
3.56,3.60,3.65,3.40
3.57,3.71,3.75,3.55
3.72,3.72,3.80,3.72
3.81,3.85,3.87,3.72
3.87,3.78,3.87,3.60
3.84,3.75,3.85,3.75
3.54,3.58,3.79,3.52
3.55,3.55,3.65,3.55
3.55,3.69,3.80,3.52
3.74,3.63,3.75,3.59
3.61,3.67,3.75,3.60
3.62,3.95,3.95,3.62
3.85,3.81,3.89,3.67
3.72,3.60,3.85,3.58
3.58,3.55,3.66,3.48
3.85,3.92,3.94,3.68
3.80,3.96,4.19,3.80
4.03,3.96,4.03,3.73
3.96,3.79,4.25,3.64
3.89,3.71,3.90,3.70
3.63,3.72,3.78,3.63
3.64,3.72,3.87,3.64
3.85,3.68,3.89,3.68
3.71,3.88,3.89,3.71
3.79,3.95,3.98,3.79
3.90,3.76,3.98,3.71
4.00,3.89,4.00,3.89
4.00,3.99,4.00,3.99
4.00,3.94,4.00,3.94
3.94,3.94,3.94,3.94
3.90,3.94,4.00,3.90
3.86,3.98,4.00,3.86
3.86,3.86,3.99,3.81
3.81,3.78,3.99,3.78
3.79,3.56,3.84,3.54
3.57,3.61,3.99,3.51
3.65,3.88,3.93,3.64
3.81,3.87,3.99,3.81
3.93,3.97,3.97,3.84
3.84,3.97,3.97,3.83
3.90,3.70,3.95,3.55
3.71,3.76,3.76,3.71
3.80,3.79,3.83,3.76
3.76,3.84,3.84,3.76
3.81,3.84,3.84,3.81
3.79,3.84,3.84,3.79
3.89,3.96,4.14,3.83
4.01,3.87,4.15,3.86
3.80,3.85,3.92,3.80
3.93,4.04,4.04,3.90
4.25,4.17,4.25,3.87
4.22,4.10,4.22,4.08
4.10,4.05,4.18,4.00
4.03,4.05,4.09,4.03
4.00,4.00,4.16,3.88
4.03,3.96,4.03,3.83
3.97,4.15,4.15,3.97
4.12,4.05,4.15,3.90
4.11,4.19,4.19,4.08
4.20,4.12,4.20,4.12
4.10,4.18,4.18,4.10
4.20,4.23,4.24,4.15
4.20,4.23,4.25,4.20
4.20,4.19,4.20,4.18
4.19,4.29,4.32,4.19
4.43,4.31,4.45,4.30
4.35,4.25,4.35,4.19
4.30,4.29,4.36,4.20
4.34,3.90,4.35,3.87
3.95,4.15,4.17,3.95
4.14,4.13,4.20,4.00
4.09,4.03,4.16,3.97
4.08,4.03,4.08,4.00
4.05,4.24,4.25,4.05
4.17,4.00,4.19,3.91
4.00,4.16,4.24,3.95
4.20,4.24,4.25,4.10
4.24,4.12,4.25,4.12
4.18,4.16,4.41,4.02
4.17,4.08,4.42,4.08
4.08,4.13,4.40,4.02
4.04,4.28,4.40,4.04
4.18,4.30,4.35,4.18
4.44,4.40,4.44,4.23
4.41,4.40,4.45,4.40
4.42,4.22,4.42,4.22
4.19,4.20,4.37,4.00
4.09,4.18,4.38,4.09
4.18,4.21,4.31,4.14
4.14,4.15,4.27,4.14
4.14,4.17,4.25,4.14
4.18,4.26,4.26,4.14
4.19,4.19,4.20,4.18
4.19,4.13,4.19,4.13
4.13,4.12,4.36,4.00
4.05,4.03,4.18,4.01
4.00,4.13,4.14,4.00
4.14,4.01,4.14,4.00
4.01,4.05,4.08,4.01
4.04,4.07,4.08,4.03
4.10,4.01,4.10,4.00
4.01,4.03,4.09,4.01
4.01,4.02,4.05,3.95
4.01,4.04,4.06,4.01
4.03,3.97,4.06,3.94
3.96,3.96,4.02,3.96
3.94,4.03,4.05,3.94
3.96,4.00,4.00,3.96
3.96,3.96,4.01,3.95
3.99,3.90,3.99,3.90
4.00,3.98,4.07,3.95
3.99,3.94,4.00,3.94
4.06,4.07,4.18,3.98
4.18,4.28,4.42,4.15
4.30,4.07,4.35,4.06
4.15,4.25,4.35,4.15
4.26,4.27,4.41,4.24
4.28,4.39,4.42,4.28
4.21,4.33,4.40,4.21
4.39,4.37,4.43,4.27
4.43,4.44,4.68,4.29
4.43,4.21,4.44,4.21
4.20,4.28,4.30,4.20
4.25,4.29,4.47,4.21
4.38,4.50,4.57,4.38
4.46,4.42,4.50,4.31
4.45,4.44,4.45,4.42
4.35,4.45,4.47,4.33
4.42,4.33,4.49,4.22
4.26,4.31,4.43,4.22
4.20,4.28,4.28,4.20
4.32,4.28,4.35,4.20
4.22,4.24,4.25,4.20
4.25,4.35,4.44,4.21
4.28,4.33,4.44,4.26
4.30,4.34,4.45,4.21
4.35,4.38,4.44,4.27
4.40,4.51,4.58,4.26
4.56,4.57,4.69,4.44
4.58,4.85,4.87,4.58
5.00,4.72,5.00,4.68
4.75,4.62,4.93,4.60
4.72,4.73,5.00,4.68
4.76,4.81,4.84,4.65
4.82,4.76,4.87,4.65
4.73,4.83,4.88,4.73
4.85,4.85,4.86,4.70
4.85,4.99,5.20,4.82
4.83,5.11,5.12,4.77
5.20,5.37,5.49,5.20
5.50,5.37,5.65,5.36
5.48,5.30,5.49,5.27
5.18,5.32,5.39,5.16
5.34,5.45,5.49,5.18
5.51,5.68,5.70,5.36
5.74,5.84,6.00,5.70
6.00,5.89,6.00,5.79
6.00,5.99,6.00,5.83
6.00,5.99,6.00,5.87
6.00,6.12,6.39,5.95
6.05,6.08,6.19,6.00
6.07,5.87,6.08,5.78
5.84,5.86,6.00,5.81
5.83,5.28,5.87,5.22
5.24,5.52,5.55,5.01
5.52,5.51,5.62,5.38
5.60,5.56,5.60,5.53
5.62,5.75,5.79,5.53
5.75,6.04,6.09,5.73
6.08,6.31,6.37,6.08
6.40,6.35,6.70,6.26
6.36,6.28,6.39,6.15
6.32,6.33,6.49,6.27
6.36,6.40,6.48,6.27
6.47,6.37,6.47,6.33
6.40,6.22,6.40,6.20
6.22,6.44,6.52,6.22
6.65,6.85,7.40,6.50
6.85,6.78,7.08,6.63
6.78,6.79,6.96,6.65
6.74,6.81,6.84,6.60
6.88,7.15,7.21,6.82
7.17,7.49,7.54,7.16
7.49,7.45,7.49,7.25
7.55,7.20,7.61,7.16
7.20,7.25,7.31,6.73
7.20,7.46,7.46,7.16
7.40,7.36,7.55,7.36
7.28,7.30,7.50,7.25
7.25,7.37,7.42,7.25
7.50,7.38,7.50,7.37
7.37,7.37,7.38,7.23
7.41,7.36,7.42,7.33
7.42,7.43,7.43,7.29
7.43,7.05,7.43,6.91
7.12,6.79,7.19,6.32
6.54,7.07,7.14,6.54
7.11,7.10,7.19,7.01
7.10,6.90,7.10,6.85
6.86,6.97,7.00,6.70
6.88,6.94,7.00,6.86
6.88,7.00,7.19,6.88
7.06,7.00,7.11,6.97
6.97,6.76,6.97,6.65
6.67,6.78,6.84,6.54
6.78,6.61,6.81,6.54
6.56,6.74,6.74,6.56
6.68,6.24,6.75,6.24
6.17,6.11,6.18,4.94
5.98,6.20,6.46,5.97
6.21,6.35,6.45,6.18
6.35,6.30,6.36,6.29
6.28,6.36,6.50,6.16
6.41,6.73,6.85,6.41
6.65,6.50,6.65,6.41
6.49,6.51,6.63,6.39
6.55,6.60,6.67,6.50
6.51,6.52,6.57,6.48
6.51,6.50,6.56,6.49
6.50,6.47,6.58,6.46
6.40,6.46,6.63,6.36
6.36,6.37,6.50,6.36
6.41,6.42,6.50,6.24
6.37,6.42,6.59,6.35
6.33,6.33,6.42,5.43
6.41,6.51,6.61,5.93
6.55,6.51,6.58,6.41
6.10,6.39,6.53,6.10
6.22,6.16,6.35,6.10
5.90,6.01,6.10,5.72
5.83,5.75,5.89,5.60
5.74,5.51,5.74,5.50
5.50,5.74,5.75,5.26
5.73,5.77,5.88,5.44
6.32,5.72,6.46,5.43
5.52,5.68,5.88,5.52
5.67,5.62,5.67,5.53
5.62,5.58,5.95,5.42
5.79,5.69,5.90,5.48
5.65,5.63,5.90,5.54
5.60,5.83,5.91,5.58
5.94,5.41,5.94,5.33
5.53,5.44,5.63,5.33
5.45,5.36,5.55,5.36
5.14,5.33,5.34,5.14
5.22,5.07,5.22,4.85
5.06,5.18,5.22,5.06
5.15,5.55,5.60,5.09
5.14,5.30,5.49,5.12
5.41,5.30,5.41,5.16
5.28,5.03,5.29,5.03
4.97,5.28,5.43,4.90
5.20,5.04,5.24,5.04
5.31,5.12,5.31,5.08
5.07,5.01,5.11,4.75
4.91,5.08,5.29,4.91
4.98,5.21,5.26,4.96
5.35,5.19,5.35,5.15
5.30,5.15,5.30,5.15
5.17,5.01,5.17,4.96
4.99,4.95,5.15,4.95
4.87,5.03,5.09,4.87
4.97,5.05,5.11,4.97
5.03,5.10,5.15,4.97
5.03,5.07,5.15,5.03
5.10,5.15,5.28,5.10
5.14,5.13,5.39,5.13
5.12,5.15,5.41,5.03
5.14,5.09,5.29,5.09
5.03,4.98,5.12,4.84
4.93,5.13,5.30,4.93
5.08,5.03,5.13,5.03
4.99,5.18,5.24,4.82
5.11,5.24,5.89,5.04
5.19,5.17,5.19,5.16
5.18,5.11,5.26,5.11
5.13,5.00,5.13,4.91
5.16,5.04,5.16,4.95
5.06,5.05,5.16,5.05
5.00,5.02,5.09,4.99
4.96,4.96,5.09,4.96
4.94,5.12,5.30,4.94
5.10,5.10,5.21,4.99
5.06,5.05,5.20,4.97
4.99,5.01,5.06,4.99
4.99,5.00,5.06,4.99
5.00,5.01,5.01,5.00
5.00,4.95,5.14,4.95
4.97,5.04,5.15,4.97
5.02,5.03,5.13,5.02
5.01,5.07,5.18,5.01
5.03,5.13,5.29,5.03
5.06,5.22,5.29,5.03
5.15,5.80,5.98,5.15
5.77,5.52,5.80,5.41
5.52,5.51,5.79,5.46
5.45,5.70,5.87,5.41
5.77,5.84,6.15,5.61
5.72,5.73,5.97,5.66
5.69,5.50,5.77,5.23
5.50,5.36,5.62,5.13
5.14,4.81,5.36,4.80
4.90,4.77,5.03,4.76
4.80,4.60,4.90,4.49
4.51,4.36,4.54,4.31
4.30,4.09,4.32,4.07
4.07,4.09,4.29,3.76
4.10,4.17,4.24,3.96
4.16,4.11,4.16,3.86
4.09,4.02,4.09,4.00
4.01,4.11,4.23,4.01
4.12,4.11,4.27,4.08
4.13,3.79,4.15,3.76
3.84,3.81,4.15,3.73
3.84,3.80,3.94,3.80
3.83,3.77,3.92,3.75
3.88,3.76,3.88,3.76
3.78,3.81,3.92,3.77
3.84,4.11,4.14,3.84
4.13,4.06,4.19,4.00
4.14,4.21,4.27,4.10
4.23,4.23,4.32,4.06
4.20,4.31,4.39,4.09
4.30,4.12,4.30,4.05
4.27,4.39,4.44,4.07
4.26,4.24,4.44,4.08
4.32,4.30,4.33,4.30
4.36,4.43,4.50,4.36
4.46,4.76,4.99,4.45
4.73,5.85,5.95,4.71
5.85,5.35,5.85,5.35
5.35,4.98,5.35,4.91
4.87,4.75,5.10,4.72
4.91,4.85,5.12,4.81
4.92,5.11,5.33,4.92
5.11,4.98,5.30,4.95
4.98,4.87,5.10,4.87
4.93,5.05,5.41,4.93
5.05,5.07,5.12,5.01
5.02,5.24,5.40,5.02
5.24,5.13,5.57,5.11
5.01,4.86,5.05,4.85
4.86,4.55,4.86,4.38
4.56,4.61,4.74,4.56
4.82,5.05,5.05,4.77
5.19,5.01,5.44,5.00
5.02,5.03,5.75,5.01
5.04,4.85,5.14,4.78
4.79,4.77,5.10,4.71
5.26,4.79,5.26,4.62
5.02,4.80,5.02,4.76
5.11,4.76,5.15,4.61
4.97,4.83,4.97,4.73
4.94,4.77,4.94,4.67
4.75,5.11,5.11,4.75
4.86,4.87,4.97,4.73
4.80,4.67,4.80,4.67
4.61,4.68,4.80,4.61
4.70,4.71,4.74,4.62
4.68,4.93,4.95,4.66
4.76,4.85,4.92,4.70
4.99,4.70,4.99,4.70
4.76,4.74,4.83,4.70
4.89,4.71,4.89,4.71
4.71,4.48,4.73,4.48
4.61,4.35,4.61,4.35
4.35,4.21,4.71,4.03
4.21,4.06,4.21,4.00
4.01,4.27,4.50,4.01
4.27,4.35,4.47,4.11
4.47,4.58,4.64,4.44
4.52,4.53,4.58,4.31
4.57,4.59,4.59,4.39
4.42,4.41,4.46,4.41
4.51,4.49,4.57,4.48
4.35,4.37,4.45,4.28
4.32,4.38,4.41,4.23
4.36,4.31,4.40,4.23
4.32,4.24,4.43,4.23
4.35,4.24,4.35,4.06
4.22,4.29,4.32,4.22
4.25,4.24,4.27,4.21
4.23,4.27,4.39,4.23
4.22,4.20,4.32,4.20
4.27,4.18,4.36,4.16
4.21,4.19,4.28,4.14
4.19,4.22,4.23,4.19
4.29,4.24,4.38,4.23
4.28,4.30,4.36,4.21
4.33,4.31,4.33,4.31
4.36,4.35,4.36,4.21
4.36,4.17,4.36,4.16
4.29,4.12,4.29,4.12
4.20,4.15,4.21,4.11
4.12,4.09,4.16,4.09
4.11,4.24,4.27,4.09
4.25,4.01,4.25,4.00
4.06,3.96,4.08,3.92
4.00,3.95,4.04,3.95
4.04,4.22,4.22,4.01
4.12,4.14,4.22,4.08
4.14,4.18,4.19,4.14
4.19,4.16,4.19,4.12
4.13,4.15,4.24,4.09
4.11,4.11,4.14,4.10
4.13,4.13,4.15,4.13
4.13,4.09,4.13,4.09
4.15,4.10,4.15,4.09
4.10,4.11,4.19,4.10
4.10,4.11,4.15,4.10
4.09,4.05,4.12,4.05
4.05,3.99,4.05,3.96
3.97,3.92,3.99,3.92
4.04,3.93,4.04,3.93
3.93,3.93,3.93,3.92
3.91,3.99,3.99,3.79
3.90,3.92,3.94,3.81
3.98,4.02,4.07,3.98
3.97,4.06,4.11,3.97
4.09,4.07,4.09,3.96
4.10,4.15,4.25,4.00
4.15,4.05,4.16,4.05
4.05,4.20,4.30,4.00
4.16,4.30,4.40,4.15
4.20,4.55,4.55,4.20
4.45,4.65,4.85,4.45
4.60,4.65,4.65,4.55
4.55,4.50,4.80,4.40
4.35,4.30,4.55,3.76
4.30,4.15,4.30,4.05
4.05,4.10,4.10,4.00
4.05,4.10,4.25,4.00
4.15,4.15,4.20,4.05
4.15,4.05,4.15,4.05
4.19,4.10,4.20,4.10
4.15,4.40,4.60,4.15
4.30,4.30,4.64,4.30
4.20,4.35,4.39,4.20
4.49,4.35,4.49,4.30
4.25,4.25,4.35,4.15
4.44,4.25,4.44,4.25
4.20,4.30,4.30,4.15
4.35,4.70,4.75,4.35
4.65,4.60,4.85,4.55
4.70,4.65,4.80,4.60
4.70,4.60,4.80,4.60
4.65,4.65,4.70,4.65
4.60,4.65,4.75,4.60
4.69,4.80,4.80,4.69
4.80,4.80,4.90,4.75
4.85,5.01,5.05,4.80
5.05,5.05,5.05,4.91
5.05,4.75,5.05,4.70
4.80,4.70,4.80,4.70
4.79,4.80,4.80,4.71
