TIP,iShares TIPS Bond ETF,NASDAQ
112.47,111.75,112.65,111.26
111.55,110.44,111.74,110.43
108.92,110.02,110.34,108.81
110.30,110.21,110.58,110.05
110.81,110.71,111.00,110.47
111.26,111.63,111.95,111.26
111.25,112.01,112.01,111.08
111.37,112.02,112.07,111.35
112.22,112.38,112.63,112.22
112.49,112.17,112.69,112.13
111.02,110.64,111.21,110.61
110.96,111.34,111.46,110.96
111.56,111.29,111.56,111.25
111.30,110.91,111.48,110.89
111.72,111.68,111.86,111.15
112.06,111.72,112.21,111.57
111.84,112.26,112.31,111.84
112.49,112.71,112.78,112.42
113.08,113.02,113.33,112.90
112.73,112.61,112.84,112.38
112.95,113.42,113.48,112.94
113.52,113.38,113.55,113.32
113.12,113.12,113.18,112.88
112.35,112.20,112.45,111.84
112.01,112.26,112.37,111.83
112.37,112.29,112.48,112.19
112.12,112.21,112.25,112.05
112.30,112.16,112.40,112.08
111.71,112.87,112.87,111.62
112.35,112.01,112.42,111.91
112.39,112.58,112.63,112.24
112.47,112.59,112.61,112.32
112.88,112.86,112.88,112.62
113.00,113.13,113.24,112.94
113.11,113.25,113.49,113.11
113.13,113.36,113.42,113.12
113.66,113.06,113.66,113.00
112.67,112.07,112.67,112.04
111.88,111.83,112.11,111.81
111.01,111.03,111.32,110.81
110.95,110.51,111.03,110.18
110.17,109.85,110.26,109.76
110.22,110.53,110.59,110.15
110.36,109.75,110.63,109.75
109.61,109.80,109.81,109.41
109.93,110.57,110.62,109.75
110.80,110.96,111.05,110.75
111.41,111.64,111.74,111.35
111.42,111.23,111.43,111.07
110.83,111.08,111.31,110.78
111.17,110.74,111.28,110.59
110.18,110.06,110.27,109.68
110.16,109.50,110.16,109.45
109.35,108.71,109.35,108.63
109.21,109.16,109.57,109.06
109.56,109.36,109.67,109.33
109.06,109.18,109.47,109.03
109.48,109.80,109.86,109.37
110.23,109.85,110.25,109.71
109.76,109.84,109.93,109.64
110.71,110.14,110.74,110.07
110.58,110.57,110.62,110.36
110.45,112.04,112.28,110.19
112.10,111.68,112.13,111.56
111.70,111.99,112.15,111.58
112.28,112.38,112.43,112.12
112.47,112.40,112.48,112.29
112.41,112.50,112.56,112.21
112.31,112.34,112.42,112.16
112.50,112.37,112.56,112.32
112.40,112.58,112.58,112.10
112.51,112.39,112.52,112.27
112.63,112.57,112.76,112.47
112.57,112.65,112.85,112.43
112.60,112.41,112.60,112.33
112.69,112.53,112.75,112.48
112.52,112.23,112.62,112.23
112.54,112.24,112.54,112.16
112.08,112.15,112.25,111.97
112.31,112.13,112.46,112.13
112.09,111.64,112.20,111.61
112.05,111.86,112.11,111.80
111.70,112.09,112.24,111.64
112.65,112.53,112.66,112.41
112.72,112.69,112.76,112.59
112.63,112.60,112.66,112.50
113.12,113.17,113.19,112.98
113.29,113.12,113.42,113.11
113.21,113.16,113.25,112.90
113.38,113.41,113.46,113.26
113.35,113.36,113.50,113.33
113.21,113.29,113.39,113.21
113.32,113.14,113.54,113.04
113.41,112.92,113.42,112.80
112.53,112.04,112.64,112.01
112.22,112.10,112.27,112.08
111.85,111.66,111.93,111.61
112.05,112.30,112.39,112.03
112.45,112.45,112.63,112.33
111.59,111.49,111.65,111.36
111.54,111.28,111.54,111.28
111.52,111.34,111.53,111.30
111.73,111.53,111.75,111.50
111.75,112.14,112.21,111.74
112.25,112.19,112.25,111.97
112.21,112.49,112.49,112.12
112.23,112.05,112.29,111.95
111.88,111.36,112.05,111.22
111.09,111.55,111.60,110.87
111.80,111.86,111.97,111.73
111.92,111.93,112.07,111.79
112.06,111.92,112.12,111.92
111.83,111.70,111.87,111.44
111.58,111.61,111.70,111.46
111.40,111.03,111.42,110.98
111.25,111.09,111.28,111.05
110.66,110.47,110.73,110.39
110.43,110.34,110.51,110.22
110.39,110.33,110.50,110.11
110.41,110.42,110.52,110.29
110.79,110.71,110.84,110.48
110.67,110.53,110.78,110.47
110.42,110.22,110.45,110.18
110.43,110.54,110.55,110.36
110.89,110.62,110.89,110.51
110.64,110.95,110.95,110.60
110.64,110.46,110.96,110.32
110.23,110.05,110.30,110.01
110.39,110.42,110.47,110.14
110.37,110.23,110.40,110.17
110.04,109.86,110.09,109.86
109.81,109.81,109.89,109.72
109.86,109.75,109.99,109.74
109.98,110.06,110.18,109.90
110.02,109.90,110.09,109.68
109.99,110.26,110.37,109.95
110.15,110.21,110.41,110.15
110.33,110.58,110.70,110.32
110.56,110.60,110.68,110.46
110.38,110.53,110.55,110.33
110.70,110.95,110.97,110.63
111.40,111.54,111.58,111.33
111.49,111.59,111.71,111.45
111.41,111.21,111.52,111.17
111.02,111.11,111.22,110.97
111.28,111.20,111.40,111.14
111.20,111.41,111.41,111.05
111.26,111.20,111.38,111.10
111.01,111.01,111.20,110.97
111.29,111.49,111.65,111.28
111.65,111.81,111.82,111.55
111.82,111.42,111.88,111.42
111.61,111.64,111.64,111.43
111.82,112.06,112.14,111.67
111.83,111.99,112.05,111.80
112.18,112.21,112.27,112.06
112.25,112.87,112.88,112.14
112.56,112.38,112.56,112.23
112.28,111.89,112.30,111.86
111.87,111.91,111.91,111.71
112.02,112.23,112.35,111.97
112.19,112.33,112.38,112.11
112.04,111.97,112.13,111.88
111.82,111.69,111.88,111.60
111.94,112.07,112.11,111.88
111.96,111.84,112.00,111.75
111.95,112.05,112.23,111.92
112.21,111.83,112.21,111.74
111.68,111.49,111.83,111.37
111.46,111.69,111.74,111.46
111.74,111.69,111.81,111.56
111.88,112.12,112.13,111.88
112.14,112.38,112.42,112.08
112.50,112.54,112.66,112.42
112.48,112.70,112.76,112.29
112.94,113.22,113.25,112.93
112.82,112.49,112.82,112.46
112.42,112.65,112.66,112.33
112.23,112.37,112.50,112.20
112.06,112.13,112.22,112.01
112.11,112.18,112.22,112.07
112.08,112.15,112.23,112.00
112.37,112.39,112.54,112.27
112.15,112.85,112.87,112.09
112.98,112.83,113.04,112.73
112.67,112.57,112.75,112.53
112.59,112.79,112.79,112.50
112.62,111.75,112.71,111.66
111.44,111.40,111.48,111.32
111.55,111.82,111.86,111.53
111.65,111.96,112.06,111.63
111.90,111.93,112.00,111.80
111.95,112.32,112.32,111.93
112.29,112.36,112.54,112.22
112.42,112.08,112.42,111.96
111.82,112.10,112.10,111.76
111.91,111.71,111.93,111.69
111.49,111.46,111.64,111.40
111.55,111.59,111.73,111.53
111.80,112.10,112.20,111.80
112.24,112.27,112.45,112.20
112.24,112.33,112.39,112.06
112.08,112.41,112.50,112.08
112.49,112.80,113.02,112.49
113.14,113.09,113.20,112.95
112.99,112.87,113.06,112.83
112.96,113.15,113.30,112.89
112.95,113.22,113.30,112.94
113.28,113.08,113.33,112.92
113.16,113.08,113.39,113.04
112.86,113.08,113.15,112.85
113.37,113.43,113.51,113.26
113.37,113.50,113.54,113.29
113.61,113.55,113.85,113.51
113.48,113.21,113.53,113.18
112.97,113.14,113.18,112.91
113.26,113.58,113.59,113.12
113.42,113.73,113.88,113.40
113.52,114.03,114.16,113.44
114.11,113.79,114.13,113.73
113.94,113.75,113.94,113.70
113.77,113.82,113.91,113.60
113.85,113.98,114.11,113.75
113.87,113.91,114.00,113.81
113.82,113.60,113.82,113.47
113.77,113.89,113.89,113.65
114.28,114.54,114.69,114.28
114.82,115.07,115.24,114.82
115.14,114.95,115.25,114.94
115.11,114.61,115.15,114.58
114.62,114.83,114.92,114.51
114.70,114.76,114.78,114.55
114.65,114.94,115.00,114.57
115.12,115.21,115.30,115.06
115.20,115.28,115.30,114.98
115.56,115.91,115.95,115.56
115.95,115.86,116.34,115.85
115.73,115.59,115.83,115.58
114.78,114.47,114.89,114.36
114.23,113.80,114.24,113.73
113.74,113.50,113.80,113.45
113.59,113.79,113.92,113.55
114.11,113.79,114.14,113.71
113.69,113.78,113.85,113.59
113.58,113.59,113.70,113.51
113.68,113.70,113.80,113.60
113.80,114.04,114.16,113.73
113.67,113.85,114.00,113.61
113.91,113.96,114.04,113.79
114.00,113.80,114.02,113.73
113.94,114.36,114.40,113.93
114.64,114.20,114.70,114.06
114.25,114.62,114.62,114.24
114.76,114.52,114.83,114.49
114.80,115.04,115.05,114.64
115.21,115.09,115.30,115.03
115.28,115.31,115.46,115.21
115.50,115.35,115.55,115.30
115.45,115.36,115.45,115.26
114.76,114.56,114.82,114.51
114.30,114.02,114.33,114.01
113.86,114.11,114.14,113.80
114.24,114.33,114.44,114.23
114.55,114.70,114.80,114.55
114.66,114.98,115.07,114.57
115.32,115.12,115.34,115.03
115.32,115.29,115.43,115.25
115.19,115.06,115.22,114.98
114.97,114.81,115.20,114.72
114.79,114.78,114.86,114.70
115.11,115.50,115.54,114.94
115.45,115.28,115.45,115.13
115.43,115.49,115.65,115.39
115.41,115.39,115.43,115.21
115.43,115.38,115.53,115.35
115.09,115.17,115.20,114.99
115.51,115.67,115.68,115.44
115.57,115.54,115.68,115.39
115.73,115.71,115.74,115.46
115.34,114.95,115.39,114.93
114.72,114.91,115.19,114.65
114.78,114.99,115.09,114.41
115.05,114.82,115.13,114.79
114.68,114.95,115.05,114.50
115.22,114.96,115.28,114.95
115.05,115.46,115.48,114.91
115.48,115.36,115.72,115.25
115.44,115.37,115.50,115.28
115.32,115.02,115.35,115.01
115.12,115.35,115.38,115.04
115.58,115.47,115.62,115.31
115.52,115.75,116.14,115.51
115.56,115.30,115.60,115.22
115.52,115.09,115.52,114.97
115.00,114.75,115.06,114.65
114.73,114.97,115.07,114.73
115.07,114.92,115.17,114.64
115.00,115.06,115.07,114.86
115.14,114.97,115.18,114.90
115.17,115.18,115.25,115.02
115.52,115.36,115.54,115.25
115.33,115.25,115.44,115.18
114.62,114.44,114.62,114.43
114.36,114.65,114.68,114.31
114.54,114.22,114.73,114.19
114.46,114.10,114.54,114.06
114.29,113.82,114.34,113.75
113.61,113.49,113.76,113.48
113.15,113.06,113.21,113.00
113.23,113.11,113.39,113.11
112.80,112.66,112.91,112.65
112.85,112.79,112.92,112.76
112.86,112.76,112.96,112.72
112.66,112.00,112.72,112.00
112.08,111.71,112.11,111.67
111.87,112.04,112.08,111.70
112.15,111.96,112.18,111.86
112.13,112.38,112.40,112.10
112.42,112.28,112.54,112.19
112.50,112.69,112.72,112.45
112.40,112.11,112.40,112.06
112.27,112.19,112.34,112.14
112.13,112.07,112.36,112.06
112.47,112.87,113.01,112.47
112.80,112.59,112.92,112.56
112.49,112.41,112.56,112.28
112.46,112.51,112.62,112.36
112.75,112.98,113.10,112.66
112.97,113.60,113.66,112.76
113.75,113.48,113.89,113.45
113.59,113.79,113.80,113.55
113.97,114.32,114.38,113.72
114.02,114.05,114.16,113.79
115.03,114.18,116.25,113.93
114.64,114.04,114.69,113.95
113.99,114.00,114.23,113.82
114.27,114.04,114.27,113.91
113.81,113.81,113.97,113.72
113.88,113.76,113.96,113.68
113.55,113.35,113.58,113.20
113.32,113.29,113.49,113.14
113.23,113.23,113.40,113.18
113.15,113.18,113.33,113.01
113.25,113.03,113.32,112.67
113.03,112.99,113.24,112.98
113.15,113.08,113.27,112.96
113.00,113.08,113.08,112.70
113.01,113.04,113.24,112.88
112.84,113.15,113.15,112.82
113.00,112.96,113.13,112.91
113.15,113.62,113.63,113.14
113.60,113.22,113.62,113.15
113.15,113.20,113.22,113.03
113.25,113.04,113.36,112.96
112.97,112.91,113.05,112.82
112.78,113.20,113.22,112.71
113.20,112.81,113.23,112.78
112.86,112.91,112.91,112.76
112.56,112.43,112.78,112.33
112.85,112.72,112.88,112.48
112.89,113.06,113.09,112.89
112.87,113.15,113.17,112.87
113.08,113.25,113.33,112.99
113.36,113.31,113.44,113.27
113.15,113.26,113.41,113.11
113.37,112.93,113.47,112.93
112.78,112.29,112.78,112.28
112.30,112.43,112.45,112.19
112.39,112.65,112.70,112.37
112.43,112.00,112.44,111.80
111.91,112.09,112.64,111.83
112.36,112.57,112.62,112.34
112.48,112.80,112.87,112.35
112.66,112.65,112.73,112.37
112.65,112.78,112.92,112.26
112.38,112.34,112.57,112.25
112.73,113.04,113.11,112.53
112.91,112.51,113.25,112.45
112.19,111.80,112.19,111.73
111.81,112.35,112.35,111.80
112.28,112.46,112.54,112.25
112.27,111.65,112.36,111.62
111.28,111.53,111.55,111.19
111.57,111.57,111.72,111.45
111.75,111.74,111.95,111.52
111.84,111.71,111.98,111.67
111.73,112.01,112.16,111.71
112.22,112.73,112.76,112.22
112.76,112.82,113.04,112.68
113.04,112.83,113.54,112.73
112.59,112.92,112.96,112.36
112.73,112.74,112.87,112.60
112.62,113.08,113.18,112.61
112.96,113.05,113.15,112.84
112.58,112.87,112.96,112.50
113.25,113.54,113.68,113.25
113.71,114.44,114.46,113.69
114.26,113.80,114.43,113.80
113.94,114.07,114.36,113.90
114.10,113.60,114.32,113.53
113.96,113.63,113.97,113.12
114.00,114.32,114.34,113.98
114.20,114.13,114.37,113.96
114.46,114.49,114.61,114.32
114.51,114.93,115.07,114.45
114.71,114.80,114.87,114.47
115.48,115.63,115.71,115.24
115.49,115.55,115.76,115.38
115.13,115.02,115.16,114.89
114.71,115.26,115.33,114.56
115.03,114.76,115.07,114.68
114.01,113.86,114.18,113.69
113.98,113.66,114.04,113.66
113.70,113.28,113.75,113.19
113.30,113.07,113.33,112.80
113.07,112.89,113.38,112.86
112.90,112.66,112.95,112.62
112.51,112.09,112.66,111.94
112.28,112.56,112.84,112.07
112.35,112.47,112.59,112.23
112.74,112.48,113.00,112.31
112.60,112.69,112.79,112.53
112.60,113.37,113.43,112.42
113.33,113.56,113.63,113.12
113.84,113.48,113.99,113.47
113.87,114.14,114.15,113.53
114.05,113.21,114.05,113.17
113.19,113.37,113.48,113.17
113.54,113.48,113.70,113.30
113.45,113.28,113.55,113.03
112.58,111.97,112.62,111.93
112.21,111.80,112.27,111.79
111.89,111.93,112.05,111.78
112.09,112.12,112.18,111.89
112.33,111.87,112.44,111.79
111.70,111.51,111.87,111.51
111.91,111.67,111.93,111.50
111.61,111.78,111.80,111.50
111.97,113.49,113.55,111.83
113.39,113.42,113.69,112.93
113.69,113.76,113.79,113.53
113.77,113.71,113.86,113.54
113.94,114.26,114.33,113.85
114.54,114.23,114.61,114.17
114.23,113.62,114.23,113.52
113.76,113.67,113.89,113.56
113.67,113.33,113.67,113.27
113.21,113.59,113.68,113.03
114.08,114.47,114.52,114.01
114.35,114.05,114.45,114.02
114.79,114.50,114.89,114.34
114.35,114.75,114.77,114.28
114.35,114.47,114.56,114.10
114.45,114.06,114.47,113.97
114.18,113.95,114.26,113.87
113.79,113.98,114.04,113.77
114.42,114.28,114.60,114.20
114.52,114.63,114.72,114.43
114.50,114.76,114.79,114.22
114.87,115.49,115.59,114.85
115.30,115.18,115.36,115.06
114.98,114.77,115.10,114.67
114.66,114.24,114.69,114.15
114.32,114.53,114.73,114.29
114.76,115.02,115.03,114.74
115.01,115.04,115.19,114.85
114.69,114.38,114.91,114.35
114.07,114.17,114.41,113.82
114.04,114.36,114.43,113.78
114.15,113.89,114.23,113.72
113.96,113.45,114.04,113.31
113.58,113.40,113.59,113.05
113.21,112.49,113.22,112.36
112.67,112.78,113.01,112.51
113.47,113.25,113.59,113.16
112.88,112.22,112.89,112.18
112.16,112.33,112.54,112.04
112.73,112.16,112.79,112.16
112.33,112.37,112.63,112.23
112.66,113.15,113.20,112.60
112.77,112.55,112.80,112.46
111.91,112.01,112.39,111.90
112.25,112.31,112.67,112.13
112.47,112.74,112.84,112.47
112.97,112.93,113.00,112.66
112.85,113.02,113.20,112.80
112.83,112.92,112.98,112.64
112.77,112.85,112.91,112.59
113.09,113.21,113.46,113.04
113.06,112.51,113.11,112.43
112.24,112.05,112.26,111.99
111.61,111.36,111.69,111.13
111.54,111.67,111.89,111.49
111.18,111.36,111.58,111.08
111.61,111.51,111.65,111.40
111.38,111.26,111.45,111.11
111.18,110.86,111.25,110.75
111.14,111.41,111.43,110.99
111.29,111.47,111.77,111.27
111.78,111.83,111.88,111.51
112.01,112.49,112.49,111.91
112.28,112.62,112.65,111.79
112.12,112.35,112.37,111.97
112.36,112.61,112.74,112.36
112.29,112.11,112.44,112.02
111.75,111.86,112.17,111.66
111.96,112.06,112.22,111.85
111.95,111.94,112.10,111.79
111.56,111.44,111.65,111.37
111.85,112.26,112.41,111.68
112.08,112.05,112.57,112.05
111.71,111.64,111.94,111.62
112.02,112.13,112.31,111.90
112.58,112.57,112.76,112.25
113.03,112.94,113.29,112.82
113.11,113.08,113.14,112.85
112.69,112.35,112.77,112.31
111.83,111.82,112.09,111.65
111.51,111.43,111.80,111.42
111.56,111.61,111.72,111.46
111.60,111.92,112.03,111.50
111.81,112.06,112.17,111.67
111.89,112.02,112.13,111.89
111.77,111.72,111.87,111.58
111.65,111.98,112.06,111.59
112.02,112.03,112.31,111.99
111.96,112.22,112.32,111.91
112.34,112.10,112.36,111.91
112.37,112.33,112.45,112.13
112.08,112.06,112.25,112.00
112.02,112.05,112.21,111.82
112.19,112.21,112.36,112.10
112.55,112.65,112.71,112.45
112.59,112.55,112.68,112.42
112.42,111.92,112.50,111.89
111.83,111.57,111.87,111.54
111.60,111.77,111.79,111.48
111.80,112.08,112.21,111.70
111.91,111.92,112.00,111.83
112.14,112.38,112.50,112.10
112.50,112.12,112.84,112.05
111.72,111.82,111.91,111.54
111.66,111.70,111.96,111.60
111.97,111.69,112.09,111.68
111.47,111.42,111.68,111.39
111.15,111.80,111.91,111.06
111.76,112.11,112.17,111.61
112.04,112.15,112.21,111.86
112.58,111.76,112.84,111.64
111.61,111.49,111.74,111.24
111.16,110.82,111.67,110.77
111.13,111.36,111.60,111.09
111.72,111.68,112.00,111.62
111.86,111.58,111.89,111.38
111.18,111.07,111.29,110.90
110.97,110.72,111.07,110.72
110.84,110.73,110.93,110.69
110.85,110.91,111.05,110.69
110.58,110.41,110.61,110.36
110.22,110.66,110.77,110.19
110.55,110.69,110.70,110.48
110.94,111.00,111.10,110.83
111.08,110.79,111.17,110.76
110.60,110.04,110.68,109.97
110.02,110.01,110.33,109.92
109.98,110.87,110.89,109.79
110.90,111.22,111.27,110.81
110.95,110.52,110.95,110.45
110.60,110.79,110.88,110.44
110.72,110.71,110.90,110.62
110.94,110.72,111.10,110.69
110.46,110.13,110.57,110.13
110.20,110.16,110.53,110.12
110.42,110.47,110.60,110.34
110.53,110.69,110.70,110.46
111.10,111.03,111.29,110.98
111.80,111.67,111.96,111.52
111.67,111.33,111.73,111.32
111.33,111.65,111.80,111.31
111.49,111.63,111.73,111.41
111.66,111.59,111.89,111.43
111.41,111.28,111.61,111.21
111.47,111.48,111.58,111.35
111.39,111.42,111.54,111.21
111.50,111.80,111.81,111.39
111.82,111.59,111.85,111.51
111.50,111.29,111.50,111.25
111.12,111.10,111.19,110.92
110.85,110.97,110.98,110.75
111.12,111.04,111.27,111.04
111.13,111.42,111.51,111.02
111.26,111.26,111.34,111.14
111.40,111.23,111.45,111.23
111.50,111.48,111.60,111.40
111.39,110.92,111.43,110.84
110.69,110.62,110.78,110.48
110.84,110.96,110.98,110.71
110.71,110.91,110.92,110.63
110.86,110.72,111.00,110.63
110.76,110.57,110.93,110.34
110.40,110.22,110.43,110.03
109.94,109.76,109.94,109.62
109.61,109.72,109.92,109.61
109.80,109.68,110.02,109.66
109.59,109.67,109.70,109.51
109.56,109.67,109.74,109.53
109.87,109.82,109.97,109.76
110.02,109.76,110.02,109.66
109.71,109.96,110.11,109.68
109.86,110.12,110.16,109.81
110.35,110.51,110.53,110.25
110.51,110.60,110.69,110.49
110.57,110.73,110.82,110.45
110.82,110.85,110.98,110.73
110.74,110.79,110.87,110.60
110.87,110.85,110.93,110.79
110.89,110.80,111.00,110.67
110.82,111.21,111.33,110.79
110.94,110.83,110.98,110.73
110.65,110.14,110.65,110.02
110.33,110.42,110.63,110.22
110.23,110.38,110.62,110.20
110.38,110.41,110.58,110.24
110.26,110.20,110.44,110.11
110.16,109.96,110.23,109.90
110.30,110.32,110.48,110.10
109.91,109.53,110.00,109.48
109.50,109.47,109.61,109.39
109.33,109.15,109.49,108.98
109.12,109.53,109.67,109.12
109.65,109.83,109.97,109.61
109.74,109.63,109.82,109.55
109.45,109.48,109.54,109.34
109.23,109.58,109.67,109.23
109.84,109.77,109.84,109.61
109.74,109.80,109.99,109.65
109.76,109.38,109.85,109.30
109.24,109.50,109.60,109.21
109.66,109.68,109.91,109.59
110.22,110.11,110.37,109.99
109.88,110.04,110.13,109.82
110.12,110.39,110.42,110.06
110.32,110.30,110.43,110.13
110.13,110.39,110.43,110.11
110.10,109.81,110.24,109.78
109.91,110.11,110.36,109.84
110.02,110.34,110.59,110.00
110.27,110.24,110.45,110.12
110.52,110.24,110.65,110.21
110.19,110.13,110.40,110.05
110.47,110.19,110.63,110.09
110.32,109.79,110.43,109.79
109.77,109.95,110.07,109.77
110.09,110.16,110.22,110.05
110.32,110.44,110.56,110.23
110.28,110.72,110.79,109.90
110.77,110.95,111.05,110.68
111.41,111.40,111.55,111.22
111.26,111.20,111.41,111.04
111.48,111.54,111.65,111.43
111.71,111.68,112.24,111.58
111.76,111.70,111.91,111.57
111.48,111.39,111.62,111.32
111.47,111.47,111.83,111.40
111.41,111.22,111.46,110.92
111.37,111.63,111.71,111.35
111.86,112.02,112.21,111.66
111.84,111.60,112.14,111.45
111.38,111.14,111.53,111.09
111.25,110.95,111.27,110.94
111.00,111.26,111.46,110.80
111.33,111.35,111.59,111.18
111.47,111.62,111.65,111.36
111.27,111.96,111.96,111.27
112.15,112.21,112.62,112.08
112.27,112.67,112.83,112.26
112.23,112.38,112.47,112.17
112.49,112.76,112.83,112.36
112.87,112.45,112.99,112.23
112.22,112.69,112.69,112.22
112.67,112.92,113.05,112.63
112.86,112.57,112.99,112.37
112.44,112.12,112.45,112.04
112.47,112.55,112.64,112.37
112.26,112.48,112.67,112.24
112.55,112.09,112.68,111.94
112.19,112.05,112.19,111.84
112.03,111.92,112.17,111.90
111.96,111.70,112.09,111.66
111.96,112.89,112.90,111.92
113.12,113.14,113.51,113.00
113.65,113.52,113.78,113.18
113.40,113.55,113.81,113.23
113.71,113.26,113.71,113.23
113.25,113.38,113.55,113.25
113.27,113.12,113.50,113.12
113.15,113.26,113.35,113.08
113.55,114.45,114.50,113.46
114.31,114.52,114.54,114.20
114.60,114.64,114.74,114.46
114.79,114.73,114.88,114.41
114.86,114.87,114.97,114.74
115.00,114.99,115.11,114.79
114.80,114.69,114.95,114.39
114.98,115.09,115.14,114.90
114.99,114.86,114.99,114.73
114.65,114.57,114.88,114.47
114.34,114.09,114.34,114.03
113.98,114.19,114.31,113.91
113.88,113.92,114.54,113.82
113.94,114.33,114.42,113.88
114.11,114.31,114.32,114.03
114.41,114.51,114.57,114.32
114.52,114.03,114.80,114.01
113.86,113.89,114.03,113.67
114.00,113.82,114.09,113.82
113.93,113.69,114.07,113.69
113.81,113.64,113.82,113.59
114.06,114.33,114.42,113.74
114.47,114.93,114.96,114.42
114.72,114.88,115.09,114.54
114.66,114.50,114.71,114.30
114.83,114.55,114.83,114.55
114.70,114.68,114.73,114.44
114.68,115.05,115.07,114.56
115.02,114.65,115.02,114.58
114.79,114.72,114.83,114.55
115.02,115.07,115.08,114.68
115.09,115.05,115.42,114.95
114.87,114.97,115.02,114.72
115.06,115.25,115.28,114.96
115.14,115.12,115.22,115.06
115.16,115.20,115.42,115.13
114.95,114.20,114.98,114.02
114.14,114.15,114.33,114.08
114.20,114.09,114.35,114.09
114.00,114.15,114.23,113.36
114.01,114.04,114.13,113.84
114.11,114.13,114.20,114.00
114.40,114.46,114.63,114.34
114.51,114.31,114.80,114.25
114.08,114.14,114.32,114.00
114.26,113.93,114.28,113.92
114.06,114.32,114.41,113.97
115.20,115.06,115.26,115.00
114.90,115.19,115.27,114.87
115.34,115.50,115.58,115.34
115.76,115.77,115.79,115.61
115.95,115.81,115.95,115.71
115.85,115.81,116.00,115.74
115.70,115.66,115.78,115.57
115.64,115.37,115.70,115.37
115.41,115.91,115.91,115.13
115.88,115.68,116.04,115.63
115.72,115.39,115.73,115.24
115.17,115.06,115.25,114.94
114.89,114.71,114.96,114.68
114.76,115.02,115.14,114.53
115.06,115.06,115.28,114.99
115.77,115.78,116.09,115.63
116.00,116.12,116.25,115.84
116.20,116.52,116.53,116.09
116.63,116.45,116.71,116.35
116.54,116.67,116.86,116.47
117.00,117.06,117.40,116.65
117.16,117.25,117.33,117.02
117.48,117.53,117.55,117.22
117.51,117.29,117.55,117.22
117.40,117.55,117.55,117.17
117.38,116.98,117.43,116.96
116.85,116.59,116.85,116.54
116.91,116.84,117.15,116.74
116.61,116.54,116.70,116.33
116.33,116.41,116.44,116.22
116.44,116.33,116.56,116.22
116.49,116.34,116.52,116.27
116.07,116.13,116.22,115.86
115.88,116.18,116.27,115.78
115.97,116.08,116.19,115.66
116.06,115.83,116.10,115.83
116.01,116.03,116.05,115.73
116.17,116.48,116.48,115.98
116.46,116.64,116.68,116.27
116.95,116.90,117.08,116.83
116.12,115.75,116.17,115.73
115.37,115.18,115.59,115.18
115.38,115.51,115.56,115.11
116.02,115.99,116.36,115.93
115.86,115.71,115.96,115.64
115.78,115.79,116.00,115.63
115.79,116.07,116.10,115.72
116.18,116.10,116.24,116.04
116.08,115.79,116.11,115.71
116.28,116.09,116.34,116.08
116.05,115.79,116.16,115.79
115.50,115.63,115.72,115.46
115.71,115.98,116.04,115.62
116.15,116.18,116.34,116.03
116.00,115.99,116.06,115.76
116.18,116.23,116.31,116.05
116.37,116.39,116.44,116.22
116.54,116.21,116.54,116.21
116.12,116.15,116.32,116.01
116.48,115.70,116.76,115.62
115.93,116.12,116.12,115.83
116.12,116.02,116.13,115.95
115.87,116.04,116.17,115.85
115.38,115.72,115.83,115.33
115.68,115.59,115.69,115.34
115.64,116.14,116.28,115.53
116.41,116.29,116.43,116.21
116.23,115.88,116.32,115.79
115.34,115.08,115.35,115.08
114.98,115.12,115.26,114.84
115.18,114.61,115.24,114.37
114.66,114.79,114.91,114.60
114.62,114.76,114.85,114.47
115.10,114.95,115.11,114.84
115.04,114.81,115.05,114.76
114.87,114.79,115.04,114.74
114.78,115.33,115.36,114.72
115.57,115.90,116.00,115.55
116.06,116.22,116.30,115.98
116.37,116.27,116.41,116.18
116.28,116.37,116.37,116.08
116.47,116.51,116.70,116.46
116.33,116.49,116.68,116.25
116.51,116.49,116.58,116.24
116.63,116.38,116.63,116.34
116.48,115.81,116.48,115.79
115.90,115.62,115.90,115.58
115.73,115.68,115.84,115.56
115.78,115.65,115.87,115.45
115.65,115.49,115.65,115.38
115.57,115.40,115.65,115.37
115.35,115.36,115.46,115.23
115.47,115.54,115.73,115.36
115.40,115.43,115.70,115.40
115.74,115.95,115.99,115.72
115.84,116.02,116.08,115.80
115.90,116.18,116.19,115.86
116.30,116.00,116.30,116.00
116.21,116.13,116.21,115.97
116.13,115.95,116.13,115.79
115.92,116.13,116.16,115.87
115.89,116.01,116.11,115.78
115.81,115.51,115.81,115.45
115.55,115.64,115.74,115.47
115.77,115.86,115.86,115.67
115.60,115.87,115.97,115.50
115.96,115.92,116.05,115.80
115.80,115.59,115.82,115.53
115.71,115.89,115.91,115.63
115.70,115.83,115.87,115.65
115.84,115.63,115.86,115.54
115.81,114.77,115.81,114.72
114.90,114.57,115.31,114.57
114.73,114.25,114.74,114.20
114.15,113.37,114.15,113.31
113.79,113.44,113.97,113.44
113.35,113.68,113.78,113.25
113.93,113.49,113.98,113.45
113.65,113.32,113.71,113.13
113.59,113.59,113.69,113.46
113.78,113.69,113.79,113.53
113.31,113.31,113.46,112.91
113.43,113.12,113.45,113.00
113.47,113.29,113.58,113.19
112.93,113.40,113.46,112.83
113.09,113.46,113.61,112.99
112.85,112.89,113.16,112.63
113.18,112.95,113.45,112.91
112.99,113.11,113.53,112.78
