SMIT,Schmitt Industries,NASDAQ
2.99,3.00,3.04,2.92
3.00,3.00,3.10,3.00
3.00,3.00,3.00,3.00
3.00,3.01,3.01,3.00
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.02,3.01,3.02,2.92
2.99,3.00,3.00,2.99
3.02,3.00,3.02,2.92
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.92,2.92,2.92,2.92
3.02,3.01,3.07,2.80
3.05,3.01,3.05,3.01
3.05,2.92,3.05,2.92
2.92,2.92,2.92,2.92
2.92,2.92,2.92,2.92
2.92,2.92,2.92,2.92
3.19,3.20,3.20,3.15
3.16,3.16,3.22,3.15
3.34,3.45,3.46,3.34
3.80,3.77,3.82,3.77
3.36,3.40,3.43,3.35
3.60,3.62,3.62,3.60
3.60,3.36,3.60,3.36
3.28,3.28,3.28,3.26
3.25,3.25,3.27,3.20
3.28,3.28,3.28,3.28
3.26,3.26,3.27,3.25
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.44,3.47,3.47,3.44
3.37,3.37,3.37,3.37
3.88,3.88,3.88,3.88
3.88,3.90,3.91,3.86
4.00,3.90,4.09,3.90
3.90,3.90,3.90,3.90
3.90,3.90,3.90,3.90
3.90,3.90,3.90,3.90
3.30,3.75,3.75,3.20
3.80,3.90,3.90,3.52
3.90,3.90,3.90,3.90
3.90,3.90,3.90,3.90
3.90,3.90,3.90,3.90
3.85,3.82,3.89,3.75
3.80,3.75,3.80,3.75
3.59,3.85,3.85,3.59
3.85,3.85,3.85,3.85
3.75,3.52,3.75,3.42
3.52,3.60,3.60,3.36
3.60,3.60,3.60,3.60
3.50,3.45,3.55,3.37
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.90,3.50,3.90,3.46
3.45,3.55,3.55,3.45
3.55,3.55,3.55,3.55
3.26,3.65,3.65,3.26
3.24,3.65,3.65,3.24
3.65,3.65,3.65,3.65
3.27,3.64,3.64,3.20
3.64,3.64,3.64,3.64
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.30,3.48,3.50,3.30
4.00,4.00,4.00,4.00
3.94,3.94,3.94,3.94
3.94,3.87,3.96,3.87
3.99,3.56,3.99,3.45
3.99,4.00,4.00,3.96
4.00,4.10,4.10,3.92
3.87,4.20,4.20,3.87
4.18,4.19,4.20,4.15
4.19,4.20,4.20,4.15
4.15,3.85,4.15,3.31
3.99,3.93,4.00,3.79
3.93,3.93,3.93,3.93
4.08,4.05,4.11,4.01
4.10,4.03,4.10,4.03
4.07,4.08,4.08,4.07
4.00,4.00,4.08,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,3.90
4.00,4.00,4.00,4.00
3.79,3.89,3.93,3.79
3.66,3.80,3.90,3.45
3.81,3.76,3.81,3.55
3.77,3.60,3.80,3.60
3.60,3.60,3.60,3.60
3.59,3.41,3.70,3.39
3.45,3.46,3.50,3.45
3.42,3.45,3.66,3.36
3.38,3.45,3.49,3.25
3.45,3.45,3.50,3.45
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.49,3.70,3.70,3.48
3.70,3.70,3.70,3.70
3.46,3.65,3.65,3.37
3.65,3.65,3.65,3.31
3.65,3.50,3.65,3.50
3.58,3.50,3.58,3.33
3.52,3.55,3.63,3.50
3.55,3.35,3.55,3.35
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.34
3.65,3.50,3.65,3.50
3.50,3.50,3.50,3.50
3.40,3.30,3.40,3.24
3.40,3.47,3.47,3.40
3.45,3.50,3.50,3.45
3.50,3.75,3.75,3.50
3.75,3.75,3.75,3.75
3.50,3.65,3.65,3.50
3.75,3.87,3.90,3.75
3.87,3.87,3.87,3.87
4.00,3.75,4.04,3.68
3.75,3.75,3.75,3.75
3.65,3.65,4.00,3.65
3.75,3.70,3.75,3.70
3.75,3.80,3.80,3.70
3.50,3.53,3.53,3.28
3.55,3.33,3.55,3.33
3.36,3.48,3.48,3.24
3.48,3.48,3.48,3.48
3.50,3.20,3.50,3.20
3.15,3.18,3.34,3.08
3.20,3.25,3.36,3.09
3.18,3.44,3.44,3.18
3.30,3.35,3.39,3.18
3.35,3.35,3.35,3.35
3.40,3.40,3.57,3.40
3.59,3.51,4.03,3.51
3.61,3.63,3.84,3.50
3.52,3.52,3.74,3.52
3.37,3.40,3.65,3.32
3.35,3.60,3.60,3.34
3.61,3.60,3.65,3.46
3.60,3.55,3.60,3.40
3.52,3.53,3.60,3.50
4.03,3.67,4.03,3.52
3.70,3.50,3.70,3.50
3.48,3.68,3.73,3.48
3.75,3.62,4.00,3.60
3.75,3.62,3.75,3.45
3.66,3.51,4.03,3.51
3.53,3.73,3.98,3.52
3.73,3.60,3.73,3.56
3.59,3.45,3.59,3.45
3.45,3.45,3.45,3.45
3.43,3.69,3.69,3.43
3.52,3.50,3.64,3.50
3.50,3.48,3.60,3.48
3.55,3.45,3.55,3.31
3.49,3.47,3.49,3.32
3.50,3.54,3.54,3.32
3.57,3.57,3.57,3.57
3.50,3.50,3.50,3.50
3.52,3.50,3.52,3.48
3.51,3.41,3.51,3.31
3.46,3.57,3.59,3.43
3.48,3.55,3.56,3.41
3.46,3.55,3.56,3.41
3.55,3.56,3.56,3.55
3.56,3.56,3.56,3.56
3.56,3.56,3.56,3.56
3.56,3.50,3.56,3.50
3.48,3.50,3.50,3.48
3.46,3.46,3.46,3.46
3.50,3.50,3.50,3.50
3.54,3.37,3.54,3.31
3.45,3.45,3.45,3.45
3.36,3.36,3.36,3.36
3.55,3.55,3.55,3.55
3.49,3.31,3.49,3.30
3.30,3.30,3.30,3.30
3.30,3.23,3.45,3.00
3.23,3.25,3.25,3.23
3.45,3.50,3.50,3.45
3.50,3.50,3.50,3.50
3.45,3.38,3.45,3.38
3.38,3.28,3.49,3.28
3.47,3.39,3.47,3.30
3.28,3.36,3.36,3.28
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.34,3.49,3.49,3.34
3.32,3.32,3.37,3.32
3.48,3.48,3.48,3.48
3.49,3.49,3.49,3.47
3.49,3.49,3.49,3.49
3.49,3.50,3.50,3.49
3.25,3.35,3.35,3.20
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.34,3.26,3.34,3.26
3.25,3.21,3.25,3.20
3.33,3.33,3.33,3.33
3.24,3.20,3.25,3.20
3.20,3.20,3.20,3.20
3.20,3.40,3.40,3.00
3.40,3.38,3.40,2.99
3.36,3.22,3.38,2.88
3.22,3.22,3.22,3.22
3.21,3.38,3.38,3.20
3.38,3.38,3.38,3.38
3.59,3.94,4.00,3.41
3.94,3.93,3.94,3.63
3.93,3.63,3.93,3.63
3.63,3.63,3.63,3.63
3.91,4.00,4.00,3.86
3.98,3.93,3.98,3.93
3.93,3.93,3.93,3.93
3.41,3.65,3.70,3.35
3.65,3.65,3.65,3.65
3.28,3.45,3.45,3.00
3.25,3.64,3.86,3.25
3.71,3.96,3.96,3.71
3.17,3.96,3.96,3.17
3.96,3.96,3.96,3.96
3.60,3.60,3.62,3.60
3.95,3.74,3.95,3.40
3.74,3.74,3.74,3.74
3.36,3.34,3.96,3.32
3.34,3.34,3.34,3.34
3.69,3.57,3.69,3.57
3.57,3.57,3.57,3.57
3.36,3.34,3.36,3.34
3.50,3.50,3.50,3.50
3.31,3.50,3.50,3.31
3.32,3.33,3.39,3.31
3.33,3.33,3.33,3.33
3.48,3.50,3.50,3.48
3.60,3.58,3.60,3.57
3.58,3.58,3.58,3.58
3.58,3.58,3.58,3.58
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.60,3.55,3.70,3.50
3.50,3.50,3.52,3.50
3.41,3.75,3.75,3.41
3.75,3.75,3.75,3.75
3.49,3.31,3.50,3.31
3.51,3.33,3.51,3.33
3.33,3.35,3.35,3.33
3.34,3.30,3.36,3.30
3.30,3.30,3.30,3.30
3.31,3.50,3.50,3.30
3.50,3.50,3.50,3.50
3.31,3.30,3.31,3.30
3.30,3.30,3.30,3.25
3.30,3.30,3.30,3.30
3.31,3.35,3.35,3.30
3.35,3.40,3.40,3.35
3.44,3.45,3.45,3.32
3.32,3.20,3.32,3.20
3.20,3.20,3.20,3.20
3.35,3.21,3.35,3.21
3.19,3.10,3.19,3.10
3.14,3.15,3.31,3.11
3.26,3.15,3.40,3.12
3.19,3.20,3.30,3.12
3.26,3.26,3.26,3.26
3.29,3.40,3.60,3.25
3.39,3.40,3.45,3.39
3.29,3.58,3.59,3.29
3.57,3.57,3.57,3.57
3.59,3.59,3.59,3.59
3.70,3.48,3.73,3.40
3.64,3.58,3.65,3.58
3.32,3.63,3.70,3.32
3.64,3.50,3.64,3.50
3.50,3.50,3.50,3.50
3.45,3.35,3.45,3.31
3.34,3.28,3.34,3.19
3.13,3.13,3.13,3.13
3.20,3.35,3.35,3.20
3.35,3.35,3.35,3.35
3.27,3.40,3.40,3.27
3.39,3.39,3.39,3.39
3.23,3.21,3.23,3.11
3.37,3.36,3.51,3.36
3.37,3.36,3.40,3.30
3.27,3.27,3.27,3.27
3.45,3.27,3.45,3.27
3.27,3.27,3.27,3.27
3.27,3.27,3.27,3.27
3.40,3.10,3.40,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.16,3.25,3.25,3.14
3.29,3.35,3.35,3.29
3.36,3.37,3.37,3.36
3.38,3.40,3.40,3.38
3.41,3.41,3.41,3.41
3.25,3.17,3.25,3.15
3.25,3.38,3.40,3.25
3.45,3.45,3.45,3.35
3.45,3.45,3.45,3.45
3.45,3.63,3.63,3.40
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.27,3.27,3.27,3.27
3.49,3.26,3.49,3.26
3.29,3.40,3.40,3.29
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.41,3.40,3.41,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.15,3.40,3.05
3.15,3.15,3.15,3.15
3.16,3.11,3.16,3.11
3.09,3.06,3.09,3.06
3.06,3.06,3.06,3.06
3.27,3.47,3.47,3.27
3.47,3.09,3.47,3.09
3.12,3.45,3.51,3.12
3.10,3.36,3.36,3.10
3.36,3.29,3.45,3.29
3.18,3.15,3.18,3.15
3.13,3.13,3.13,3.13
3.20,3.20,3.20,3.20
3.25,3.30,3.30,3.25
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.35,3.25,3.35,3.25
3.35,3.35,3.35,3.35
3.34,3.30,3.35,3.29
3.13,3.22,3.22,3.13
3.15,3.14,3.15,3.13
3.13,3.10,3.18,3.10
3.13,3.23,3.23,3.13
3.24,3.26,3.33,3.24
3.26,3.26,3.26,3.26
3.31,3.40,3.40,3.31
3.39,3.44,3.44,3.24
3.42,3.47,3.47,3.42
3.50,3.51,3.51,3.50
3.46,3.30,3.46,3.30
3.45,3.50,3.50,3.45
3.50,3.59,3.59,3.50
3.56,3.47,3.56,3.47
3.45,3.33,3.47,3.33
3.45,3.49,3.50,3.45
3.50,3.55,3.60,3.50
3.46,3.55,3.60,3.46
3.52,3.45,3.52,3.45
3.37,3.37,3.37,3.37
3.37,3.34,3.37,3.34
3.34,3.34,3.34,3.34
3.24,3.65,3.65,3.24
3.63,3.40,3.63,3.40
3.50,3.62,3.63,3.45
3.56,3.56,3.56,3.56
3.30,3.49,3.49,3.27
3.47,3.45,3.47,3.38
3.56,3.56,3.56,3.56
3.56,3.56,3.56,3.56
3.45,3.65,3.65,3.45
3.62,3.32,3.62,3.28
3.32,3.32,3.32,3.32
3.35,3.35,3.35,3.35
3.35,3.35,3.37,3.35
3.36,3.33,3.36,3.27
3.33,3.30,3.33,3.30
3.36,3.58,3.60,3.33
3.54,3.56,3.56,3.47
3.53,3.59,3.63,3.38
3.54,3.63,3.63,3.54
3.41,3.41,3.41,3.41
3.42,3.60,3.60,3.42
3.60,3.60,3.60,3.60
3.40,3.40,3.65,3.40
3.58,3.65,3.75,3.58
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.63,3.72,3.72,3.63
3.67,3.54,3.67,3.54
3.55,3.35,3.64,3.35
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.59,3.45,3.59,3.23
3.44,3.44,3.44,3.44
3.26,3.45,3.45,3.25
3.45,3.45,3.45,3.45
3.44,3.56,3.56,3.25
3.52,3.60,3.60,3.52
3.60,3.60,3.60,3.60
3.80,3.60,3.84,3.60
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.67,3.67,3.67,3.67
3.67,3.67,3.67,3.67
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.60,3.60,3.66,3.60
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.43,3.43,3.43,3.43
3.44,3.40,3.44,3.40
3.30,3.26,3.30,3.26
3.26,3.26,3.26,3.26
3.26,3.26,3.26,3.26
3.32,3.32,3.32,3.32
3.37,3.40,3.40,3.33
3.29,3.68,3.68,3.29
3.35,3.40,3.40,3.33
3.45,3.40,3.45,3.40
3.71,3.71,3.71,3.71
3.58,3.58,3.58,3.58
3.52,3.55,3.56,3.49
3.50,3.49,3.50,3.49
3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49
3.55,3.39,3.65,3.39
3.33,3.54,3.54,3.33
3.54,3.54,3.54,3.54
3.45,3.49,3.49,3.45
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.35,3.50,3.50,3.35
3.50,3.50,3.50,3.50
3.48,3.40,3.48,3.34
3.26,3.30,3.34,3.25
3.13,3.39,3.48,3.13
3.39,3.39,3.39,3.39
3.26,3.26,3.26,3.26
3.28,3.28,3.28,3.21
3.24,3.24,3.24,3.24
3.36,3.38,3.38,3.36
3.38,3.25,3.39,3.25
3.38,3.38,3.38,3.38
3.20,3.18,3.21,3.15
3.15,3.15,3.15,3.15
3.23,3.25,3.30,3.23
3.01,3.25,3.25,3.00
3.20,3.10,3.25,3.10
3.14,3.07,3.14,3.07
3.10,3.11,3.11,3.08
3.16,3.20,3.20,3.03
3.17,3.30,3.30,3.15
3.28,3.18,3.28,3.18
3.16,3.15,3.16,3.15
3.15,3.15,3.15,3.15
3.10,3.07,3.20,3.07
3.10,3.06,3.14,3.06
3.11,3.09,3.11,3.09
3.09,3.09,3.09,3.08
3.08,3.07,3.09,3.07
3.10,3.08,3.10,3.08
3.06,3.06,3.06,3.06
3.05,3.05,3.07,3.05
3.03,3.00,3.03,2.97
3.00,3.05,3.15,2.98
2.99,3.04,3.04,2.97
3.04,3.04,3.05,3.04
3.03,3.04,3.05,3.02
2.97,2.95,2.97,2.91
2.92,3.03,3.03,2.86
3.04,2.91,3.04,2.84
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.03,2.95,3.03,2.95
3.00,3.00,3.03,2.84
2.88,2.90,2.99,2.81
2.99,3.04,3.04,2.83
3.02,3.00,3.02,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.02,3.00,3.03,3.00
3.00,3.02,3.02,3.00
3.02,3.02,3.02,3.02
3.00,3.00,3.00,3.00
3.02,3.02,3.02,3.02
2.98,3.02,3.02,2.98
3.00,3.00,3.02,2.95
3.01,3.02,3.02,3.00
3.00,3.02,3.05,2.97
3.00,3.02,3.02,2.99
3.00,3.01,3.02,2.99
3.02,3.02,3.03,3.00
3.00,3.01,3.02,2.99
3.00,3.03,3.03,2.99
3.00,3.03,3.03,2.98
3.01,3.00,3.01,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.02,2.98,3.02,2.98
3.02,3.00,3.02,3.00
2.99,3.02,3.02,2.99
3.02,3.03,3.03,3.01
3.03,3.01,3.03,2.98
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.93,3.00,3.00,2.85
3.00,3.02,3.03,2.99
2.97,3.00,3.02,2.95
3.01,3.02,3.02,3.01
3.02,3.03,3.03,3.02
3.02,3.03,3.03,3.02
3.04,2.95,3.04,2.92
3.02,3.02,3.02,3.02
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.97,3.02,3.02,2.96
2.99,2.95,2.99,2.92
3.01,3.03,3.03,3.01
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
3.02,2.93,3.03,2.93
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.02,3.02,3.02,3.02
2.92,2.92,2.92,2.92
2.92,2.92,2.92,2.92
3.00,3.00,3.00,3.00
2.90,2.99,2.99,2.82
2.99,3.01,3.02,2.99
3.01,3.02,3.02,3.00
3.02,3.02,3.02,3.02
2.92,3.02,3.02,2.90
3.02,3.01,3.02,2.86
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.00
2.88,3.02,3.02,2.88
3.02,3.02,3.02,3.02
2.91,2.96,2.97,2.91
2.99,2.95,3.00,2.95
2.95,2.95,2.95,2.95
2.94,2.94,2.94,2.94
2.86,2.90,3.00,2.86
2.90,2.90,2.90,2.90
3.00,2.99,3.00,2.98
2.99,2.99,2.99,2.99
3.01,3.02,3.02,3.01
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.91,2.92,2.92,2.90
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.90,2.90,2.90,2.90
2.93,2.93,2.93,2.93
2.93,2.93,2.93,2.93
3.00,3.01,3.04,2.99
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.91,2.94,2.94,2.90
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.91,2.91,2.91,2.90
2.98,3.00,3.00,2.98
3.00,3.00,3.00,3.00
2.84,2.98,2.98,2.79
2.96,2.96,2.99,2.76
2.90,3.00,3.00,2.90
2.90,2.90,2.90,2.90
2.96,2.96,2.96,2.85
2.91,3.00,3.04,2.91
2.92,2.70,2.92,2.70
2.72,2.86,2.86,2.70
2.80,2.87,2.87,2.80
2.71,2.71,2.71,2.71
2.67,2.86,2.86,2.67
2.86,2.86,2.86,2.86
2.86,2.86,2.86,2.86
2.86,2.86,2.86,2.86
2.70,2.72,2.74,2.70
2.70,2.70,2.70,2.70
2.90,2.89,2.90,2.89
2.89,2.89,2.89,2.89
2.98,2.74,3.00,2.73
2.75,2.75,2.75,2.75
2.78,2.78,2.78,2.78
2.79,2.80,2.82,2.79
2.82,2.82,2.82,2.82
2.82,2.82,2.82,2.82
2.82,2.82,2.82,2.82
2.82,2.75,2.84,2.70
2.75,2.75,2.75,2.75
2.79,2.79,2.79,2.79
2.79,2.79,2.79,2.79
2.96,2.99,2.99,2.91
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
3.00,2.83,3.00,2.83
2.87,2.99,2.99,2.87
2.81,2.76,2.82,2.76
2.81,2.95,2.95,2.81
2.92,2.92,2.92,2.92
2.71,2.71,2.71,2.71
2.77,2.77,2.77,2.77
2.93,2.99,2.99,2.93
2.97,2.99,2.99,2.90
3.00,2.99,3.00,2.99
2.96,2.99,2.99,2.96
3.00,3.00,3.00,3.00
2.95,2.94,2.95,2.94
2.94,2.98,3.00,2.91
2.99,2.99,2.99,2.98
2.96,2.99,2.99,2.96
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.95,3.00,3.00,2.95
3.00,2.82,3.00,2.82
2.87,3.02,3.02,2.87
3.02,2.91,3.02,2.91
2.86,2.86,2.86,2.86
