VOX,Vanguard Telecom ETF - DNQ,NASDAQ
77.37,76.50,77.43,76.37
77.17,76.86,77.17,76.18
76.18,76.15,76.61,75.75
76.65,77.53,77.73,76.60
78.07,77.86,78.07,77.52
78.29,79.05,79.30,78.29
78.99,78.91,79.31,78.81
78.98,78.74,79.41,78.71
78.74,78.91,79.47,78.51
78.33,79.34,79.60,78.33
79.84,80.06,80.06,78.81
80.48,80.36,80.58,79.91
80.65,80.62,80.77,80.35
80.86,80.86,81.06,80.34
81.89,81.81,81.94,81.33
81.79,81.86,82.03,81.48
83.25,83.44,83.50,82.63
83.72,83.74,83.98,83.35
83.94,83.83,84.19,83.81
83.67,83.51,83.90,83.18
83.55,83.48,83.58,83.18
83.50,83.76,83.82,83.06
83.95,83.79,83.95,83.39
83.58,83.13,83.58,82.89
82.90,83.48,83.55,82.90
83.34,83.41,83.45,83.01
83.35,83.50,83.86,83.35
83.84,82.77,83.92,82.73
82.86,82.26,83.00,82.13
83.00,82.75,83.00,82.11
82.32,82.74,82.74,82.32
82.54,83.07,83.10,82.39
83.09,82.62,83.16,82.61
82.66,82.73,82.83,82.29
83.09,82.42,83.09,82.27
82.42,82.03,82.54,81.74
81.92,82.15,82.36,81.83
82.22,81.36,82.22,81.31
81.48,81.23,81.48,81.10
80.77,80.36,80.85,80.28
80.42,79.76,80.42,79.38
79.42,78.79,79.68,78.79
78.88,79.53,79.81,78.88
79.33,78.60,79.33,78.60
79.02,79.07,79.26,78.29
79.14,79.95,79.95,79.14
80.06,79.28,80.06,79.22
78.59,78.46,79.07,78.37
78.34,78.30,78.61,78.23
78.99,79.15,79.71,78.99
79.12,78.45,79.27,78.40
78.70,77.99,78.70,77.84
77.88,78.63,78.85,77.88
78.79,78.29,79.31,78.24
78.71,78.21,78.81,77.95
78.47,78.72,78.72,78.19
79.05,79.59,79.61,78.98
79.68,80.03,80.39,79.62
80.25,80.38,80.53,80.09
81.18,80.58,81.18,80.44
81.45,80.50,81.45,80.39
80.55,81.03,81.19,80.55
80.99,81.62,81.68,80.19
81.62,81.45,81.68,81.23
81.55,80.65,81.69,80.52
80.68,80.82,80.87,80.10
80.58,80.69,81.06,80.37
80.88,80.93,81.36,80.59
81.11,81.41,81.74,81.11
81.05,81.03,81.26,80.77
80.24,80.77,80.86,80.12
80.69,81.31,81.50,80.69
81.17,81.24,81.60,80.71
81.21,80.66,81.21,80.36
80.85,80.77,80.97,80.50
80.53,80.91,81.35,80.50
81.07,79.76,81.07,79.76
79.77,79.98,80.68,79.77
80.74,81.39,81.46,80.74
81.18,82.04,82.21,81.18
81.79,81.93,82.05,81.63
81.96,81.55,82.15,81.50
82.02,82.76,82.80,81.93
83.12,84.24,84.26,83.10
84.73,85.16,85.21,84.27
85.67,85.40,85.67,85.07
85.82,85.66,85.90,85.25
85.37,85.50,85.73,85.25
85.65,85.54,85.65,85.00
85.50,85.96,85.96,85.32
86.50,86.32,86.50,85.89
86.55,87.18,87.32,85.47
87.25,86.79,87.49,86.34
87.17,86.51,87.55,85.72
86.80,85.67,86.85,85.50
86.29,86.79,86.80,85.92
86.85,86.12,86.85,86.12
86.60,86.38,86.72,86.21
86.41,84.68,86.41,84.53
84.41,85.27,85.27,84.03
85.25,84.82,85.25,84.74
84.84,84.88,84.99,84.58
84.54,84.90,84.91,84.34
85.08,84.64,85.08,84.64
84.66,84.91,84.99,84.57
85.17,85.29,85.55,85.05
85.36,85.04,85.49,84.79
85.27,84.44,85.71,84.32
84.70,84.91,85.12,84.64
84.97,84.70,84.97,84.34
84.82,84.42,84.89,84.27
84.54,84.88,85.21,84.39
85.08,85.07,85.12,84.67
85.35,85.05,85.46,85.01
84.90,84.00,84.90,83.96
83.97,84.03,84.03,83.60
83.71,84.00,84.38,83.38
83.50,83.66,84.02,83.50
84.20,84.19,84.38,83.97
84.23,83.91,84.23,83.74
83.84,83.18,83.86,83.09
83.33,82.26,83.33,82.12
82.33,82.11,82.34,81.68
82.26,82.60,82.60,81.85
83.11,82.88,83.48,82.58
83.15,82.65,83.15,82.43
82.76,83.78,83.78,82.50
83.72,84.32,84.46,83.62
81.24,81.74,81.74,81.04
81.30,82.55,82.59,81.30
82.64,83.08,83.17,82.40
83.37,83.37,83.41,83.15
83.59,83.84,83.84,83.40
83.83,83.57,83.84,83.57
83.61,83.66,83.76,83.46
83.55,82.94,83.55,82.65
83.03,82.70,83.03,82.40
83.09,82.99,83.11,82.43
83.24,83.58,83.66,83.23
83.57,83.48,83.73,83.21
83.50,82.22,83.50,82.01
82.60,82.32,82.60,82.04
82.37,81.53,82.37,81.37
81.83,82.24,82.24,81.39
82.41,83.10,83.32,82.41
83.15,83.23,83.40,83.02
83.72,83.06,83.72,82.98
83.61,82.88,83.61,82.11
82.95,82.94,83.06,82.51
82.78,82.96,82.96,82.32
82.69,81.58,82.92,81.58
81.74,81.77,82.27,81.25
81.65,81.79,81.98,81.50
80.85,81.06,81.46,80.16
81.47,81.41,81.76,81.21
80.75,81.32,82.06,80.35
81.00,78.74,81.00,78.60
79.29,79.30,79.33,78.68
79.30,79.39,79.46,78.66
79.37,79.27,79.62,78.92
79.99,80.08,80.08,79.22
80.31,79.95,80.31,79.54
80.35,80.90,81.02,80.35
81.15,81.20,81.20,80.84
81.00,82.26,82.33,81.00
82.09,81.76,82.09,81.46
81.82,81.38,81.82,81.10
81.14,81.49,81.86,80.96
81.50,82.66,82.78,81.50
82.55,81.89,82.77,81.89
81.55,81.39,82.01,81.39
81.49,80.80,81.49,80.68
80.61,80.28,80.76,79.96
80.18,81.45,81.49,80.18
81.27,80.80,81.27,80.35
80.29,80.82,80.90,80.29
81.44,82.28,82.54,81.39
82.06,82.04,82.19,81.86
82.21,82.10,82.21,81.99
82.10,81.83,82.12,81.45
81.50,81.63,81.63,81.00
81.42,81.30,81.77,81.17
81.02,81.33,81.38,80.98
81.58,80.93,81.71,80.73
80.86,81.18,81.29,80.86
81.55,82.19,82.22,81.55
82.32,82.92,83.00,82.22
83.00,82.57,83.15,82.09
82.53,84.07,84.17,82.50
84.25,83.94,84.60,83.88
84.26,84.08,84.28,83.56
84.29,84.28,84.58,83.75
84.72,83.82,84.72,83.82
83.97,84.27,84.53,83.76
84.47,84.46,84.65,83.86
85.00,85.11,85.21,84.79
84.94,85.87,85.87,84.69
85.89,86.09,86.38,85.87
86.02,85.88,86.11,85.66
86.54,84.95,86.54,84.83
84.57,84.27,84.85,84.21
84.38,85.21,85.21,84.21
85.32,85.17,85.32,84.63
85.20,84.23,85.65,84.18
84.00,83.17,84.03,83.10
83.64,83.56,83.76,83.05
83.57,83.71,83.81,82.76
84.55,84.46,84.55,83.72
84.72,85.16,85.50,84.27
85.43,85.19,85.43,85.01
85.29,85.72,85.99,85.09
85.21,84.25,85.21,83.91
84.72,83.17,84.72,83.09
83.31,82.42,83.31,82.37
82.65,82.72,83.13,82.00
83.06,83.45,83.62,82.97
83.11,84.42,84.42,83.11
84.80,85.00,85.00,84.54
85.14,85.27,85.82,85.00
85.40,85.56,85.61,84.94
85.60,84.65,85.60,84.63
85.11,85.16,85.38,84.37
85.13,85.66,86.54,84.94
85.56,86.36,86.36,85.56
86.79,86.90,87.06,86.57
86.94,86.41,86.94,86.38
86.59,86.31,86.81,86.04
86.18,86.45,86.51,85.90
87.25,87.16,87.25,86.66
86.70,87.27,87.75,86.54
88.00,85.92,88.00,85.73
87.27,85.87,87.27,85.70
86.19,86.31,86.52,86.16
86.57,86.74,86.74,86.33
86.89,86.68,87.00,86.57
86.79,87.14,87.35,86.65
87.50,87.41,87.50,87.05
87.83,87.69,87.83,87.30
88.71,87.16,88.93,87.14
87.16,86.44,87.16,86.39
86.64,86.18,86.64,86.13
86.70,86.63,86.70,85.68
86.79,86.48,86.79,86.36
86.41,86.79,86.92,86.41
86.72,86.42,86.72,86.29
86.48,86.13,86.48,85.92
86.42,85.48,86.42,85.07
85.40,86.18,86.41,85.25
86.53,86.25,86.53,85.80
86.26,86.63,86.81,86.22
86.68,87.41,87.42,86.50
87.51,87.35,87.67,87.10
87.78,87.39,87.78,87.12
87.53,87.55,87.56,87.23
87.54,87.10,87.88,87.00
86.99,87.40,87.40,86.97
87.52,87.37,87.52,86.67
87.33,87.73,87.73,87.16
87.80,87.96,88.00,87.60
87.79,88.36,88.67,87.77
88.42,88.38,88.55,88.32
88.65,88.85,88.85,88.41
88.77,88.49,88.84,88.46
88.45,87.78,88.45,87.60
88.13,88.18,88.32,87.83
87.39,88.26,88.43,87.39
88.25,88.74,88.76,88.17
89.06,89.15,89.45,88.87
89.15,88.96,89.15,88.60
89.19,89.25,89.47,89.13
89.08,88.38,89.20,88.14
88.54,88.98,89.11,88.54
88.95,88.31,88.95,88.28
88.70,88.76,88.89,88.59
88.91,88.75,88.91,88.52
88.61,88.82,89.26,88.35
88.67,88.56,89.08,88.50
88.53,88.78,88.81,88.36
92.93,90.96,93.43,90.75
91.14,90.77,91.20,90.24
90.14,89.00,90.14,88.66
89.24,88.44,89.24,88.19
88.55,88.43,88.86,87.90
88.23,88.51,88.75,87.94
87.81,86.87,87.81,86.37
87.44,86.14,87.44,85.85
86.36,86.42,86.43,85.74
86.77,86.53,87.02,86.50
86.50,86.73,86.76,86.31
86.83,86.90,86.99,86.59
86.91,87.04,87.12,86.72
87.19,86.80,87.42,86.38
87.41,87.09,87.41,86.89
87.42,86.75,87.42,86.63
86.73,86.81,86.88,86.50
86.84,86.98,87.10,86.75
86.90,86.95,86.99,86.52
87.21,87.34,87.58,87.17
87.35,87.62,87.63,87.35
87.67,88.09,88.15,87.63
87.98,87.95,88.05,87.66
88.06,88.42,88.43,87.77
88.40,88.38,88.64,87.82
88.53,88.31,88.56,88.16
88.45,88.28,88.46,88.09
88.03,88.83,88.90,88.03
88.77,88.66,88.77,88.37
88.59,87.66,88.59,87.48
87.71,87.60,87.82,86.90
87.40,88.29,88.30,87.29
88.29,88.18,88.45,87.58
88.35,87.35,88.35,87.32
87.25,87.80,87.86,87.25
87.90,87.99,88.45,87.73
88.22,88.66,88.73,88.22
89.03,88.96,89.20,88.39
88.95,88.38,88.95,88.12
88.24,87.61,88.35,87.61
87.63,87.91,87.98,87.43
87.79,86.57,87.90,86.43
86.64,87.09,87.33,86.20
86.65,87.05,87.16,86.44
87.08,87.30,87.58,87.00
87.23,85.88,87.23,85.77
85.95,86.27,86.49,85.25
86.75,86.92,86.96,86.59
87.05,86.63,87.28,86.61
86.41,85.93,86.43,85.90
85.96,86.86,86.91,85.14
86.75,84.84,86.80,84.66
84.76,83.62,85.19,83.60
83.59,82.85,84.29,82.80
83.23,83.56,84.01,82.86
82.65,83.98,84.08,81.79
82.95,83.99,84.38,82.44
84.60,84.60,84.95,84.22
84.43,85.24,85.26,84.27
85.40,86.24,86.42,85.31
86.33,85.49,86.53,85.49
85.78,85.56,85.78,85.00
85.61,85.84,85.84,85.35
85.58,86.39,86.47,85.50
86.83,87.88,87.91,86.67
88.00,87.81,88.38,87.21
87.81,88.28,88.62,87.40
89.00,89.12,89.15,88.53
89.12,89.39,89.76,88.92
88.96,88.83,89.25,88.44
89.41,88.64,89.41,88.39
89.08,87.78,89.08,87.35
87.79,88.43,88.43,87.38
88.40,89.02,89.10,88.16
89.34,88.95,89.34,88.69
88.86,89.79,89.90,88.66
89.68,90.08,90.63,89.68
89.94,90.64,90.67,89.94
90.42,90.10,90.50,89.97
90.09,89.99,90.19,89.97
89.82,88.86,89.82,88.74
89.07,89.07,89.07,88.50
89.99,89.37,89.99,88.93
89.30,89.00,89.30,88.30
89.06,88.83,89.06,88.23
88.70,89.72,89.78,88.70
89.80,89.91,90.67,89.80
89.85,88.79,89.85,88.79
89.00,87.86,89.00,87.76
87.87,87.44,87.87,87.19
87.11,87.04,87.24,86.88
87.18,87.22,87.38,86.98
87.12,86.57,87.59,86.57
86.00,85.36,86.00,84.00
85.37,83.92,85.37,83.83
84.21,84.49,85.22,84.21
84.03,82.98,84.03,82.94
83.30,83.01,83.50,82.47
83.20,83.09,84.44,82.88
83.16,84.66,84.86,83.16
83.33,84.40,84.40,83.24
84.50,84.48,84.71,84.07
84.50,85.18,85.24,84.50
85.50,85.38,85.75,85.33
85.44,85.55,85.67,85.26
85.89,86.11,86.21,85.57
86.12,86.13,86.23,85.82
86.05,85.51,86.05,85.31
85.46,84.72,85.54,84.72
85.00,84.86,85.30,84.45
84.75,83.62,84.77,83.51
83.98,82.92,83.98,82.39
83.39,83.38,83.47,82.47
83.99,84.53,84.65,83.60
84.89,84.17,84.94,84.03
84.72,84.74,84.85,84.00
85.10,85.03,86.11,84.31
84.52,84.74,85.21,84.00
84.87,84.22,85.25,84.14
84.01,85.50,85.50,84.01
85.50,85.85,85.96,85.10
85.50,85.92,86.13,85.10
86.02,86.48,86.48,85.09
86.35,85.72,86.43,85.63
85.50,85.65,85.77,84.91
85.04,84.90,85.60,84.67
85.18,84.21,85.87,84.05
84.60,84.29,84.60,83.14
83.92,83.11,84.29,82.97
83.54,84.88,84.88,82.91
85.48,86.75,86.76,85.48
86.33,86.98,87.66,86.33
87.69,87.61,87.76,87.26
88.05,88.16,88.57,87.77
88.41,87.94,88.59,87.94
88.54,88.78,88.93,88.05
88.82,88.84,88.89,88.26
89.25,89.11,89.25,88.79
89.45,89.20,89.45,88.83
89.11,89.16,89.32,88.86
88.91,88.58,89.11,88.28
88.67,88.34,88.70,88.20
88.18,88.73,88.73,87.78
88.48,87.97,88.48,87.52
87.80,88.18,88.24,87.37
88.42,88.61,88.61,88.06
88.53,88.34,88.59,88.15
88.48,88.61,88.73,88.23
88.27,88.82,88.91,88.12
88.77,88.70,89.04,88.08
88.70,88.03,88.70,87.95
88.22,88.08,88.34,87.92
87.50,86.58,87.58,86.50
86.95,86.53,86.95,86.49
86.01,85.16,86.01,85.00
85.35,85.29,85.66,85.04
85.81,86.49,86.61,85.12
86.29,85.91,86.29,85.42
86.16,86.73,86.81,86.00
86.34,86.72,86.92,86.34
86.59,88.08,88.34,86.41
88.08,87.78,88.15,87.52
87.95,88.43,88.84,87.84
88.68,88.85,89.11,88.53
88.61,88.26,88.93,88.26
88.19,86.53,88.19,86.53
86.10,86.67,87.14,86.10
86.65,86.72,86.80,86.33
86.81,87.28,87.42,86.81
87.10,86.45,87.23,86.30
86.34,87.83,88.04,86.15
87.90,88.85,89.06,87.90
88.43,89.02,89.36,88.43
89.02,88.44,89.31,88.44
88.48,88.65,88.89,88.27
88.57,88.56,88.75,88.11
88.61,88.58,88.91,88.54
88.38,88.56,89.07,88.38
88.55,88.50,88.78,88.26
88.59,89.13,89.32,88.59
88.92,88.86,89.19,88.66
88.63,87.80,88.63,87.40
88.05,88.91,88.97,88.05
89.00,88.96,89.18,88.57
89.29,89.44,89.44,88.76
89.51,90.76,90.78,89.51
90.75,90.64,91.16,90.44
90.91,89.96,91.00,89.88
90.07,91.28,91.45,90.07
91.01,91.07,91.44,90.81
90.84,89.64,90.84,89.41
89.80,89.69,90.07,89.11
89.88,89.67,90.20,89.61
89.50,88.44,89.69,88.20
88.76,87.39,88.76,86.67
87.38,86.95,87.40,86.59
87.49,87.64,87.84,87.38
87.77,87.31,87.80,87.13
87.03,87.63,87.85,86.41
87.77,87.42,87.89,87.34
87.85,87.84,87.99,87.81
87.84,88.27,88.27,87.57
88.25,88.71,89.03,88.25
88.69,87.58,88.69,87.39
87.88,88.19,88.33,87.64
88.07,88.42,88.66,88.07
88.21,87.79,88.31,87.59
87.56,87.69,87.79,86.92
87.77,88.44,88.57,87.63
88.39,88.13,88.39,87.89
88.08,88.00,88.16,87.46
88.13,87.22,88.17,87.20
87.08,87.73,87.86,87.08
87.86,88.55,88.75,87.70
87.87,87.86,88.75,87.83
87.82,87.25,87.82,86.93
87.25,87.13,87.41,87.07
87.11,86.93,87.22,86.48
87.26,87.66,87.84,87.26
87.83,88.12,88.19,87.79
87.91,87.76,88.21,87.74
87.36,87.41,87.65,86.91
87.37,87.84,87.84,87.17
88.03,87.76,88.17,87.38
87.99,88.62,88.85,87.99
88.45,88.54,88.70,88.43
88.81,88.95,89.18,88.81
89.28,89.73,90.10,89.28
89.33,88.95,89.68,88.92
89.25,89.17,89.64,89.07
89.22,88.63,89.29,88.39
87.79,87.00,88.46,87.00
87.49,86.95,87.49,86.73
87.42,87.15,87.42,86.75
87.53,86.90,87.58,86.77
86.43,86.24,86.50,85.86
86.48,86.19,86.48,85.03
85.86,85.10,85.86,84.80
85.85,84.84,86.15,84.70
85.54,85.97,86.03,85.54
86.28,86.41,86.53,86.13
86.41,87.10,87.18,86.41
87.21,86.50,87.21,86.32
87.01,87.47,87.60,87.01
87.49,86.95,87.49,86.95
87.17,87.04,87.17,86.36
86.34,86.04,86.46,85.90
85.87,85.25,85.87,85.03
85.41,85.07,85.64,84.91
85.52,84.18,85.67,84.18
83.93,83.73,84.22,83.37
84.09,83.89,84.24,83.22
83.78,84.47,84.90,83.47
84.67,85.32,85.36,84.65
85.68,86.43,87.27,85.68
86.57,86.56,86.86,86.24
86.84,86.18,86.92,85.93
86.60,86.21,87.04,86.05
86.15,85.55,86.20,84.86
85.11,85.06,85.32,84.73
85.33,86.78,87.07,85.33
86.61,87.09,87.39,86.61
86.46,86.49,86.62,85.23
86.55,86.33,86.85,86.22
86.29,87.09,87.13,86.18
87.03,87.85,87.97,86.69
87.81,87.92,88.37,87.81
87.69,87.51,87.95,86.75
86.88,85.92,86.88,85.92
85.32,85.03,85.97,84.86
84.22,81.67,84.22,76.21
82.48,80.31,83.23,80.31
81.38,82.37,82.65,80.27
83.14,83.96,85.08,82.40
83.89,83.89,84.12,83.51
83.78,83.72,84.32,83.53
82.89,81.72,82.89,81.47
82.52,83.10,83.10,82.13
83.48,83.78,84.29,83.46
83.04,82.68,83.04,82.40
83.65,84.16,84.20,83.48
84.88,83.35,84.89,83.35
83.48,83.28,83.56,83.06
83.32,83.67,83.67,83.10
83.56,83.45,83.69,83.35
83.51,84.49,84.70,83.51
84.79,84.71,85.46,84.27
84.48,84.54,85.46,83.48
83.66,83.51,84.35,83.29
83.87,83.75,84.36,83.61
82.99,82.88,83.17,82.70
80.45,80.22,80.72,79.97
79.67,80.25,80.26,79.52
80.66,80.08,80.82,79.94
79.91,78.35,79.91,78.33
78.46,77.81,78.64,77.53
79.37,78.81,79.37,78.18
78.80,77.92,79.01,77.52
78.42,78.34,78.42,76.84
78.85,80.63,80.63,78.85
80.68,80.30,80.88,80.30
80.79,81.26,81.26,80.58
81.27,82.11,82.11,80.98
82.13,81.56,82.38,81.48
81.53,82.02,82.04,81.50
81.82,81.64,82.35,81.58
81.66,81.09,81.88,81.07
81.35,82.86,82.86,81.29
83.08,82.85,83.08,82.43
82.70,83.02,83.14,82.50
82.97,84.16,84.16,82.97
84.33,83.28,84.46,83.18
83.39,84.82,85.00,83.39
85.64,85.58,85.77,85.10
85.47,85.41,85.59,85.27
85.20,84.26,85.20,83.96
84.45,85.94,85.97,84.45
85.81,85.00,85.81,84.75
85.11,85.74,85.85,85.11
86.34,86.58,86.58,85.54
86.06,86.27,86.49,85.86
86.57,85.64,86.77,85.64
85.81,85.68,86.09,85.29
85.55,85.47,85.55,84.60
85.47,84.72,85.47,84.47
84.64,84.31,84.64,84.13
84.62,84.14,84.77,84.10
83.73,83.51,83.93,83.23
83.45,82.56,83.53,82.52
82.51,83.87,83.87,82.47
84.10,84.10,84.60,83.72
84.16,84.87,84.88,83.83
84.83,85.10,85.26,84.83
85.39,84.76,85.39,84.65
84.80,84.55,84.96,84.39
84.22,84.72,84.98,83.97
84.90,84.55,84.90,84.36
84.59,85.06,85.12,84.59
85.52,84.87,85.52,84.75
85.01,85.41,85.43,84.82
85.35,84.63,85.47,84.60
84.91,83.79,84.91,83.50
83.90,85.08,85.25,83.88
84.89,85.18,85.22,84.68
84.51,85.07,85.37,84.34
84.91,84.00,85.74,83.90
84.11,84.03,84.63,83.94
83.28,81.97,83.36,81.80
81.80,82.13,82.35,81.51
82.47,82.94,83.28,82.32
83.26,84.87,84.90,83.26
84.92,84.00,85.10,84.00
83.64,82.84,83.64,82.77
83.31,83.59,83.59,83.07
83.83,84.62,84.69,83.37
84.39,85.39,85.42,84.36
85.39,85.16,85.45,84.89
84.86,85.08,85.14,84.59
85.45,85.81,85.85,85.30
86.15,84.77,86.15,84.76
84.51,83.91,84.52,83.91
83.45,82.72,83.45,82.10
83.00,83.60,83.66,82.54
82.71,83.24,83.68,82.71
82.13,81.53,82.55,81.50
82.40,80.89,82.61,80.75
81.24,81.27,81.53,80.49
81.75,80.80,81.75,80.23
81.13,79.14,81.32,78.97
79.48,80.45,80.99,79.01
78.64,78.80,79.63,77.95
79.55,79.34,79.81,78.79
78.30,77.91,78.55,76.01
78.27,78.70,79.71,77.92
79.91,81.48,81.51,79.91
81.54,81.18,82.51,80.97
81.67,82.98,83.15,81.67
82.47,82.94,83.74,82.33
83.39,82.96,83.69,82.50
83.45,84.94,84.94,83.45
84.96,85.21,85.52,84.37
85.13,83.98,85.13,83.62
84.45,84.98,85.01,83.15
85.10,85.29,85.64,84.70
85.27,84.49,85.81,84.39
83.99,82.89,83.99,82.06
82.03,81.99,82.47,80.92
82.31,81.97,82.71,81.91
81.07,82.43,82.70,81.07
82.98,83.56,83.79,82.21
84.27,84.37,84.44,83.53
84.95,85.21,85.53,84.83
85.07,85.63,85.83,85.06
85.30,84.88,85.56,84.52
85.45,85.87,86.07,85.29
85.74,85.79,86.16,85.25
85.36,86.93,87.03,85.28
87.01,87.48,87.75,86.79
87.68,87.81,87.99,86.86
87.79,88.31,88.89,87.73
88.78,89.29,89.31,88.56
89.31,90.56,90.56,88.88
90.42,90.51,90.71,90.25
90.53,90.43,91.32,90.04
90.12,91.03,91.53,90.00
90.62,90.53,90.90,90.04
90.68,90.17,90.86,89.65
90.48,90.06,90.93,89.52
90.69,90.82,90.88,90.00
90.59,90.55,90.77,90.00
90.16,89.90,90.30,89.77
89.67,90.59,90.83,89.53
90.60,91.34,91.61,90.35
91.71,91.17,91.85,91.06
90.45,90.51,90.96,90.45
90.61,90.31,90.78,90.25
90.15,89.56,90.20,89.43
89.27,90.27,90.27,88.84
90.55,90.33,90.74,89.70
90.38,92.49,92.51,90.12
92.87,92.74,93.29,92.15
92.87,92.72,93.04,92.47
92.27,93.72,93.86,91.61
94.15,93.62,94.15,93.41
93.51,92.83,93.51,92.46
92.63,93.00,93.00,92.16
92.25,91.64,92.25,91.30
92.11,91.87,92.52,91.56
92.24,91.33,92.36,91.22
91.49,91.88,92.34,91.36
92.12,92.01,92.19,91.36
92.09,92.07,92.30,91.59
92.05,92.42,92.54,91.88
92.20,92.98,93.15,92.15
93.83,93.63,93.83,93.17
93.91,93.55,94.06,93.39
93.22,91.69,93.22,91.50
91.82,92.74,92.83,91.82
92.99,92.67,92.99,92.24
92.99,92.66,93.18,92.38
92.56,93.57,93.82,92.56
93.24,93.00,93.85,92.89
93.03,92.54,93.03,92.04
92.86,93.94,93.96,92.55
93.52,92.87,93.52,92.24
92.52,92.86,92.98,92.43
92.73,91.37,92.73,91.31
91.51,91.74,91.76,90.57
91.88,91.53,91.95,91.26
91.94,92.72,92.74,91.94
92.74,92.40,93.01,92.33
92.70,92.58,92.89,92.24
92.51,92.23,92.51,91.60
92.52,92.94,93.26,92.50
92.96,91.48,93.02,91.25
91.46,90.92,92.03,90.35
90.79,90.13,90.79,89.53
90.52,90.92,91.07,90.13
91.00,90.63,91.11,90.58
90.96,91.35,91.48,90.87
91.66,91.57,91.83,91.33
91.66,91.81,92.26,91.65
91.91,92.07,92.09,91.76
92.28,92.39,92.67,91.99
92.31,91.43,92.42,90.92
91.40,92.19,92.19,91.10
91.89,91.53,92.02,91.00
91.71,91.73,92.13,91.60
91.94,93.05,93.24,91.53
93.04,93.16,93.28,92.78
92.99,93.05,93.22,92.44
92.55,92.75,93.30,92.24
92.41,92.37,92.95,92.33
92.32,93.00,93.18,92.18
93.32,93.12,93.61,93.06
92.94,94.07,94.07,92.65
94.08,94.30,94.30,93.49
95.08,95.08,95.33,94.80
94.66,95.21,95.49,94.32
95.19,94.89,95.64,94.89
95.63,96.68,96.70,95.56
94.04,94.64,95.76,94.04
94.06,93.61,94.10,93.00
94.28,94.81,94.88,94.09
95.45,96.68,96.80,95.45
97.05,98.40,98.40,96.60
98.64,98.81,98.95,97.95
98.91,98.48,99.14,98.48
98.38,98.93,98.96,97.49
98.68,98.29,98.90,97.85
98.61,100.04,100.07,98.18
100.23,100.43,100.48,99.70
100.45,100.79,101.32,100.45
101.05,101.49,102.05,100.68
101.54,101.44,101.87,101.32
101.68,101.64,101.99,101.21
101.45,101.14,101.55,100.89
101.04,100.48,101.11,100.43
100.48,100.39,100.50,100.03
100.25,99.51,100.51,99.28
99.59,101.26,101.68,99.59
101.43,101.35,101.44,101.05
101.25,100.67,101.31,100.36
100.81,100.75,100.92,100.28
100.64,99.94,100.64,99.74
100.05,101.05,101.38,99.96
101.09,100.35,101.31,100.22
100.08,98.79,100.18,98.36
98.70,98.92,98.97,98.38
98.92,98.77,99.03,98.17
98.90,98.30,98.90,98.14
98.29,97.93,98.33,97.66
98.00,98.21,98.24,97.76
98.26,97.80,98.37,97.72
97.99,97.78,98.17,97.70
97.68,97.01,98.11,96.88
97.20,96.93,97.39,96.86
96.93,95.22,96.99,95.22
95.30,95.09,95.39,94.02
95.14,95.06,95.21,94.55
94.76,94.28,94.91,93.71
94.25,94.40,94.62,93.63
94.70,94.69,95.09,94.53
94.72,94.61,94.99,94.42
94.40,95.14,95.19,94.34
95.11,94.41,95.83,93.99
94.74,95.34,95.40,94.69
95.44,95.14,95.53,94.89
95.16,95.04,95.28,94.50
95.12,94.64,95.18,94.42
95.08,95.44,95.71,95.00
95.68,95.79,96.18,95.36
95.87,96.31,96.37,95.71
96.17,96.22,96.39,95.98
95.54,93.02,95.84,93.02
92.60,95.45,95.64,92.45
94.75,93.25,94.75,92.66
93.38,93.13,93.75,92.89
93.10,94.19,94.43,92.89
94.04,94.07,94.33,93.24
94.38,93.95,94.56,93.52
93.62,92.20,93.62,92.20
92.53,93.30,93.44,92.13
93.82,94.82,94.87,93.34
94.66,95.12,95.36,94.54
94.83,94.56,95.05,94.50
94.70,95.27,95.40,94.47
95.08,95.06,95.16,94.24
94.97,94.68,95.45,94.52
95.04,94.39,95.23,94.37
94.21,94.35,94.45,93.76
94.39,93.40,94.47,92.80
93.87,92.99,93.87,92.47
92.79,92.72,92.93,92.11
92.93,92.36,93.09,91.78
92.67,93.23,93.34,92.08
92.95,92.72,93.08,92.45
92.75,93.20,93.38,92.70
92.75,92.74,93.00,92.02
93.10,92.71,93.65,92.68
92.64,92.65,92.93,92.44
93.13,93.13,93.44,92.90
93.26,93.48,93.81,93.18
92.91,92.30,92.91,91.99
91.74,91.24,92.03,90.87
91.47,91.75,92.12,91.45
91.80,90.91,91.84,90.87
90.74,90.48,91.20,90.32
90.62,91.81,92.12,90.44
91.81,91.29,92.32,91.25
91.27,90.98,91.32,90.83
91.10,89.63,91.24,89.25
89.46,87.39,89.46,87.29
87.95,87.54,88.46,87.40
87.75,88.01,88.56,87.40
89.10,88.96,89.18,88.54
89.05,89.99,90.31,89.05
88.79,91.47,91.57,88.75
91.74,89.64,91.74,88.95
88.85,89.99,90.58,88.85
90.37,89.91,90.46,89.84
90.17,90.73,90.81,89.94
90.66,91.33,91.48,90.48
91.79,91.67,92.32,91.67
91.99,92.23,92.29,91.72
92.61,93.18,93.19,92.31
93.50,94.57,94.68,93.50
94.35,95.20,95.50,94.35
95.32,95.77,96.00,95.28
95.77,96.25,96.42,95.77
96.24,95.90,96.40,95.80
95.69,93.94,95.86,93.94
94.00,93.79,94.15,93.31
93.79,93.93,94.46,93.67
94.48,94.84,94.98,94.39
