ESNC,EnSync,NASDAQ
0.52,0.52,0.55,0.51
0.54,0.50,0.54,0.48
0.50,0.49,0.53,0.49
0.54,0.49,0.54,0.48
0.51,0.50,0.51,0.49
0.54,0.49,0.54,0.49
0.51,0.49,0.51,0.48
0.46,0.46,0.49,0.44
0.46,0.45,0.46,0.45
0.44,0.43,0.44,0.42
0.38,0.41,0.42,0.38
0.40,0.37,0.40,0.37
0.35,0.36,0.37,0.35
0.37,0.40,0.44,0.37
0.42,0.50,0.51,0.41
0.49,0.61,0.62,0.49
0.65,0.55,0.65,0.55
0.64,0.53,0.64,0.50
0.51,0.53,0.55,0.50
0.53,0.52,0.54,0.51
0.53,0.52,0.53,0.51
0.53,0.52,0.53,0.51
0.50,0.49,0.51,0.47
0.50,0.55,0.55,0.50
0.55,0.52,0.57,0.50
0.53,0.54,0.56,0.50
0.54,0.55,0.57,0.53
0.56,0.56,0.56,0.52
0.57,0.55,0.57,0.52
0.55,0.57,0.58,0.55
0.60,0.58,0.60,0.55
0.57,0.62,0.62,0.57
0.60,0.60,0.65,0.51
0.61,0.62,0.68,0.60
0.69,0.60,0.69,0.60
0.60,0.62,0.64,0.60
0.62,0.60,0.62,0.60
0.60,0.60,0.61,0.60
0.64,0.59,0.64,0.59
0.60,0.61,0.62,0.59
0.61,0.60,0.61,0.60
0.59,0.60,0.60,0.58
0.60,0.58,0.60,0.58
0.61,0.58,0.61,0.58
0.59,0.61,0.61,0.59
0.61,0.60,0.62,0.60
0.62,0.60,0.62,0.60
0.61,0.62,0.66,0.61
0.62,0.62,0.62,0.60
0.62,0.59,0.62,0.58
0.58,0.60,0.60,0.58
0.58,0.66,0.66,0.58
0.68,0.66,0.68,0.59
0.67,0.65,0.68,0.63
0.70,0.88,0.93,0.69
0.86,0.70,0.90,0.58
0.75,0.66,0.76,0.64
0.66,0.64,0.66,0.60
0.64,0.72,0.80,0.64
0.70,0.69,0.73,0.69
0.69,0.66,0.69,0.66
0.66,0.64,0.66,0.64
0.62,0.64,0.64,0.60
0.64,0.62,0.66,0.62
0.65,0.56,0.65,0.56
0.58,0.45,0.59,0.45
0.50,0.62,0.64,0.50
0.64,0.67,0.72,0.64
0.65,0.62,0.71,0.60
0.60,0.59,0.61,0.58
0.57,0.53,0.58,0.53
0.52,0.53,0.67,0.52
0.60,0.54,0.60,0.53
0.54,0.53,0.56,0.53
0.54,0.52,0.54,0.50
0.55,0.51,0.55,0.50
0.55,0.51,0.55,0.50
0.52,0.49,0.52,0.48
0.49,0.49,0.50,0.47
0.43,0.48,0.50,0.43
0.48,0.48,0.54,0.48
0.50,0.47,0.50,0.47
0.50,0.47,0.50,0.47
0.47,0.46,0.48,0.45
0.47,0.48,0.48,0.46
0.48,0.47,0.48,0.46
0.47,0.47,0.48,0.46
0.47,0.46,0.47,0.45
0.45,0.46,0.49,0.41
0.47,0.45,0.47,0.45
0.44,0.44,0.46,0.43
0.44,0.43,0.45,0.43
0.44,0.44,0.45,0.43
0.44,0.46,0.46,0.44
0.44,0.44,0.45,0.44
0.44,0.43,0.44,0.43
0.45,0.50,0.50,0.45
0.52,0.62,0.66,0.50
0.63,0.57,0.67,0.57
0.65,0.60,0.65,0.57
0.63,0.55,0.63,0.55
0.56,0.56,0.58,0.56
0.54,0.58,0.60,0.54
0.58,0.57,0.59,0.56
0.57,0.55,0.58,0.55
0.55,0.70,0.73,0.55
0.70,0.69,0.80,0.68
0.69,0.70,0.75,0.69
0.77,0.73,0.77,0.68
0.71,0.66,0.75,0.60
0.65,0.72,0.73,0.64
0.75,0.76,0.78,0.72
0.77,0.76,0.77,0.73
0.77,0.70,0.77,0.70
0.73,0.73,0.75,0.72
0.75,0.72,0.77,0.70
0.68,0.70,0.72,0.68
0.70,0.73,0.75,0.70
0.75,0.61,0.75,0.60
0.65,0.57,0.67,0.57
0.55,0.57,0.59,0.55
0.57,0.55,0.59,0.55
0.59,0.56,0.59,0.55
0.58,0.55,0.58,0.55
0.55,0.56,0.58,0.55
0.59,0.55,0.59,0.55
0.56,0.55,0.57,0.55
0.56,0.56,0.56,0.55
0.55,0.56,0.58,0.55
0.57,0.61,0.62,0.56
0.65,0.59,0.65,0.57
0.60,0.58,0.60,0.58
0.58,0.57,0.58,0.57
0.58,0.56,0.59,0.56
0.55,0.70,0.75,0.55
0.67,0.69,0.73,0.65
0.66,0.66,0.72,0.63
0.66,0.65,0.69,0.65
0.64,0.70,0.73,0.64
0.75,0.69,0.78,0.67
0.73,0.70,0.73,0.68
0.70,0.71,0.71,0.68
0.70,0.69,0.74,0.69
0.72,0.74,0.76,0.69
0.70,0.81,0.83,0.69
0.81,0.78,0.81,0.76
0.81,0.78,0.81,0.73
0.80,0.83,0.87,0.78
0.84,0.91,0.93,0.83
0.86,0.95,1.00,0.86
1.00,1.17,1.17,0.99
1.13,1.08,1.20,0.95
1.03,1.13,1.21,1.03
1.18,1.16,1.18,1.11
1.19,1.28,1.37,1.16
1.28,1.40,1.40,1.25
1.40,1.58,1.59,1.40
1.59,1.44,1.59,1.40
1.48,1.17,1.48,1.15
1.25,1.36,1.44,1.07
1.40,1.38,1.45,1.31
1.41,1.36,1.45,1.33
1.34,1.24,1.35,1.23
1.21,1.08,1.21,1.07
1.30,1.26,1.30,1.15
1.38,1.15,1.38,1.15
1.13,1.20,1.28,1.13
1.19,1.18,1.22,1.14
1.24,1.14,1.24,1.11
1.17,1.07,1.17,1.03
1.05,1.04,1.08,0.98
1.05,1.15,1.18,1.05
1.15,1.13,1.15,1.10
1.15,1.18,1.24,1.08
1.22,1.18,1.22,1.13
1.20,1.13,1.20,1.12
1.14,1.18,1.18,1.12
1.18,1.16,1.18,1.14
1.23,1.12,1.23,1.09
1.13,1.11,1.14,1.08
1.11,1.08,1.11,1.07
1.08,1.06,1.12,1.05
1.06,1.07,1.09,1.03
1.10,1.11,1.13,1.08
1.11,1.25,1.30,1.09
1.24,1.20,1.33,1.19
1.19,1.11,1.20,1.06
1.10,1.14,1.17,1.07
1.16,1.11,1.16,1.08
1.20,1.13,1.20,1.10
1.15,1.11,1.20,1.10
1.09,1.10,1.15,1.08
1.11,1.35,1.35,1.11
1.36,1.25,1.38,1.21
1.30,1.27,1.33,1.21
1.32,1.30,1.35,1.20
1.33,1.43,1.48,1.22
1.42,1.35,1.52,1.33
1.38,1.25,1.38,1.23
1.23,1.26,1.28,1.19
1.27,1.31,1.45,1.20
1.26,1.27,1.29,1.15
1.33,1.31,1.35,1.21
1.31,1.24,1.31,1.23
1.25,1.17,1.27,1.15
1.17,1.16,1.30,1.15
1.19,1.18,1.20,1.12
1.17,1.18,1.21,1.13
1.19,1.20,1.21,1.15
1.19,1.14,1.19,1.14
1.18,1.13,1.18,1.13
1.13,1.13,1.15,1.10
1.12,1.17,1.17,1.12
1.19,1.16,1.19,1.15
1.15,1.20,1.21,1.14
1.26,1.26,1.32,1.23
1.24,1.25,1.28,1.23
1.30,1.23,1.30,1.21
1.25,1.19,1.27,1.18
1.20,1.19,1.22,1.17
1.18,1.14,1.20,1.13
1.14,1.11,1.16,1.11
1.20,1.27,1.32,1.20
1.24,1.24,1.29,1.21
1.19,1.26,1.27,1.19
1.22,1.23,1.24,1.19
1.21,1.21,1.24,1.19
1.23,1.26,1.31,1.21
1.25,1.29,1.30,1.22
1.29,1.24,1.29,1.24
1.28,1.22,1.28,1.22
1.22,1.19,1.24,1.17
1.22,1.22,1.24,1.18
1.19,1.20,1.20,1.18
1.19,1.18,1.22,1.18
1.19,1.15,1.20,1.15
1.15,1.16,1.17,1.14
1.18,1.13,1.18,1.12
1.15,1.16,1.18,1.13
1.18,1.14,1.18,1.12
1.15,1.20,1.21,1.13
1.22,1.20,1.26,1.16
1.17,1.21,1.21,1.14
1.20,1.16,1.20,1.15
1.16,1.12,1.21,1.10
1.12,1.14,1.20,1.10
1.15,1.13,1.18,1.12
1.12,1.12,1.14,1.12
1.13,1.12,1.14,1.10
1.10,1.11,1.11,1.09
1.11,1.01,1.11,1.00
0.96,0.98,1.00,0.89
0.96,0.97,0.98,0.95
0.97,1.00,1.02,0.96
1.03,1.05,1.09,1.01
1.01,1.04,1.05,1.01
1.03,1.10,1.13,1.02
1.10,1.03,1.10,1.01
1.02,0.98,1.05,0.95
0.99,0.95,1.09,0.90
1.09,0.98,1.09,0.96
1.00,1.01,1.01,0.95
0.99,0.96,1.02,0.95
0.96,0.92,0.99,0.91
0.94,0.91,0.94,0.89
0.90,0.97,0.98,0.90
0.97,0.93,0.98,0.93
0.94,0.94,0.95,0.93
0.92,0.92,0.95,0.90
0.94,0.89,0.95,0.86
0.89,0.91,0.92,0.89
0.89,0.90,0.91,0.89
0.89,0.91,0.91,0.88
0.89,0.88,0.90,0.88
0.90,0.90,0.90,0.88
0.89,0.92,0.92,0.88
0.90,0.92,0.95,0.90
0.91,0.97,0.97,0.91
0.97,0.98,0.98,0.95
0.98,1.00,1.01,0.98
1.01,1.00,1.04,1.00
1.00,1.01,1.02,0.98
1.00,0.98,1.00,0.95
0.95,0.94,0.97,0.94
0.96,0.96,0.99,0.95
0.96,0.98,1.01,0.95
1.01,0.99,1.02,0.95
1.00,0.99,1.02,0.96
1.00,1.00,1.02,0.97
1.02,1.00,1.02,0.98
0.97,1.02,1.06,0.97
1.03,1.05,1.06,1.02
1.03,1.16,1.17,1.03
1.18,1.11,1.21,1.08
1.08,1.07,1.13,1.06
1.08,1.02,1.12,0.98
1.02,1.10,1.10,1.00
1.13,1.09,1.13,1.06
1.13,1.02,1.13,1.00
1.03,1.01,1.09,1.00
0.98,0.94,1.01,0.93
0.92,0.89,0.97,0.85
0.90,0.88,0.94,0.85
0.87,0.87,0.90,0.86
0.87,0.84,0.88,0.83
0.85,0.91,1.08,0.83
0.90,0.96,1.00,0.90
1.09,0.98,1.09,0.96
1.09,0.95,1.09,0.95
0.97,0.95,0.99,0.95
0.93,0.90,0.93,0.90
0.88,0.92,0.92,0.88
0.92,0.89,0.92,0.88
0.89,0.90,0.91,0.87
0.90,0.91,0.92,0.88
0.89,0.90,0.91,0.89
0.92,0.93,0.96,0.90
0.92,0.91,0.95,0.91
1.04,1.03,1.10,0.97
1.13,1.16,1.18,1.04
1.18,1.08,1.18,1.08
1.03,1.06,1.08,1.00
1.08,1.10,1.10,1.03
1.20,1.15,1.20,1.10
1.08,1.05,1.13,0.98
1.03,0.96,1.05,0.95
1.02,0.93,1.02,0.88
0.92,0.89,0.93,0.84
0.90,0.84,0.90,0.78
0.82,0.89,0.89,0.78
0.90,0.79,0.90,0.79
0.84,0.77,0.84,0.70
0.80,0.75,0.80,0.73
0.75,0.73,0.76,0.73
0.70,0.69,0.78,0.68
0.68,0.66,0.73,0.66
0.69,0.64,0.69,0.64
0.70,0.61,0.70,0.60
0.61,0.59,0.61,0.58
0.61,0.58,0.61,0.55
0.58,0.54,0.58,0.54
0.58,0.60,0.63,0.55
0.63,0.65,0.65,0.62
0.70,0.71,0.71,0.66
0.74,0.72,0.74,0.68
0.70,0.70,0.72,0.68
0.70,0.72,0.74,0.70
0.72,0.74,0.74,0.72
0.74,0.77,0.80,0.74
0.75,0.81,0.82,0.75
0.87,0.82,0.87,0.80
0.86,0.77,0.86,0.70
0.81,0.78,0.84,0.75
0.80,0.82,0.84,0.80
0.83,0.81,0.83,0.75
0.81,0.76,0.81,0.76
0.76,0.79,0.81,0.76
0.79,0.78,0.79,0.76
0.78,0.77,0.81,0.77
0.78,0.77,0.79,0.76
0.76,0.78,0.79,0.76
0.77,0.79,0.79,0.76
0.79,0.75,0.79,0.72
0.75,0.75,0.79,0.74
0.78,0.72,0.79,0.72
0.70,0.68,0.72,0.65
0.63,0.65,0.69,0.63
0.66,0.77,0.77,0.65
0.77,0.79,0.80,0.75
0.79,0.85,0.85,0.79
0.85,0.77,0.89,0.77
0.73,0.69,0.76,0.69
0.70,0.72,0.72,0.67
0.76,0.69,0.76,0.67
0.65,0.66,0.69,0.65
0.66,0.63,0.66,0.58
0.63,0.59,0.63,0.58
0.60,0.57,0.60,0.56
0.54,0.54,0.57,0.54
0.54,0.53,0.66,0.52
0.55,0.52,0.55,0.51
0.57,0.51,0.57,0.50
0.55,0.56,0.57,0.55
0.58,0.55,0.58,0.55
0.56,0.61,0.63,0.56
0.65,0.69,0.70,0.65
0.70,0.68,0.72,0.65
0.69,0.72,0.74,0.66
0.72,0.66,0.72,0.66
0.69,0.73,0.73,0.66
0.71,0.75,0.75,0.67
0.77,0.71,0.77,0.69
0.71,0.71,0.75,0.65
0.78,0.70,0.83,0.68
0.76,0.74,0.79,0.73
0.78,0.77,0.78,0.75
0.78,0.74,0.78,0.73
0.73,0.73,0.77,0.70
0.76,0.75,0.77,0.71
0.77,0.75,0.77,0.73
0.76,0.76,0.76,0.75
0.76,0.75,0.76,0.70
0.74,0.72,0.75,0.68
0.70,0.71,0.73,0.67
0.69,0.71,0.75,0.67
0.67,0.70,0.72,0.67
0.71,0.75,0.76,0.70
0.77,0.77,0.80,0.73
0.78,0.75,0.78,0.71
0.71,0.74,0.75,0.70
0.72,0.76,0.76,0.72
0.76,0.77,0.78,0.75
0.77,0.81,0.81,0.73
0.82,0.78,0.83,0.78
0.98,0.80,0.98,0.79
0.82,0.82,0.84,0.81
0.83,0.82,0.83,0.80
0.83,0.81,0.83,0.80
0.82,0.82,0.84,0.81
0.85,0.82,0.85,0.82
0.83,0.81,0.85,0.81
0.81,0.84,0.85,0.80
0.85,0.80,0.85,0.76
0.85,0.84,0.85,0.77
0.83,0.83,0.85,0.83
0.80,0.73,0.80,0.72
0.76,0.78,0.80,0.75
0.80,0.77,0.80,0.77
0.78,0.76,0.78,0.74
0.75,0.76,0.78,0.74
0.76,0.72,0.77,0.71
0.74,0.74,0.74,0.72
0.74,0.78,0.79,0.73
0.75,0.77,0.78,0.73
0.77,0.75,0.77,0.73
0.76,0.76,0.76,0.72
0.74,0.77,0.77,0.72
0.75,0.75,0.77,0.72
0.74,0.73,0.75,0.70
0.75,0.72,0.75,0.72
0.76,0.70,0.76,0.70
0.70,0.70,0.73,0.69
0.69,0.69,0.71,0.66
0.69,0.70,0.71,0.68
0.68,0.71,0.71,0.68
0.72,0.70,0.72,0.68
0.71,0.67,0.71,0.66
0.70,0.69,0.70,0.65
0.69,0.60,0.70,0.60
0.60,0.66,0.67,0.60
0.66,0.65,0.66,0.64
0.63,0.65,0.67,0.63
0.66,0.67,0.67,0.63
0.67,0.67,0.68,0.66
0.67,0.68,0.68,0.64
0.68,0.64,0.68,0.64
0.68,0.64,0.68,0.64
0.65,0.63,0.68,0.62
0.63,0.63,0.65,0.61
0.72,0.64,0.72,0.63
0.66,0.70,0.70,0.62
0.68,0.68,0.70,0.68
0.69,0.68,0.70,0.66
0.69,0.68,0.69,0.64
0.66,0.68,0.69,0.65
0.66,0.68,0.68,0.65
0.66,0.68,0.69,0.65
0.68,0.66,0.68,0.64
0.66,0.65,0.70,0.63
0.68,0.65,0.68,0.64
0.67,0.63,0.67,0.63
0.63,0.62,0.66,0.61
0.65,0.63,0.65,0.61
0.62,0.64,0.66,0.62
0.62,0.64,0.64,0.61
0.62,0.62,0.65,0.61
0.62,0.63,0.63,0.60
0.61,0.60,0.62,0.59
0.60,0.58,0.64,0.58
0.62,0.59,0.62,0.59
0.60,0.55,0.60,0.55
0.60,0.55,0.60,0.55
0.58,0.58,0.62,0.58
0.60,0.57,0.60,0.55
0.58,0.58,0.58,0.55
0.57,0.56,0.57,0.53
0.58,0.53,0.58,0.53
0.54,0.50,0.54,0.50
0.53,0.52,0.53,0.50
0.52,0.50,0.55,0.50
0.54,0.51,0.55,0.51
0.53,0.50,0.53,0.50
0.50,0.49,0.52,0.49
0.49,0.51,0.51,0.48
0.49,0.48,0.49,0.45
0.50,0.39,0.50,0.38
0.42,0.41,0.45,0.40
0.41,0.44,0.44,0.40
0.44,0.46,0.48,0.41
0.46,0.47,0.50,0.46
0.49,0.44,0.49,0.41
0.44,0.42,0.44,0.41
0.43,0.41,0.44,0.41
0.42,0.42,0.43,0.40
0.41,0.41,0.43,0.41
0.41,0.40,0.43,0.40
0.40,0.39,0.42,0.38
0.41,0.41,0.42,0.38
0.40,0.39,0.41,0.38
0.37,0.36,0.39,0.35
0.36,0.39,0.39,0.35
0.41,0.40,0.41,0.37
0.40,0.42,0.42,0.38
0.40,0.39,0.40,0.37
0.40,0.41,0.42,0.40
0.41,0.43,0.47,0.38
0.45,0.48,0.54,0.41
0.37,0.38,0.39,0.37
0.39,0.38,0.39,0.37
0.38,0.38,0.38,0.36
0.38,0.37,0.38,0.36
0.37,0.35,0.37,0.34
0.35,0.35,0.36,0.35
0.35,0.35,0.38,0.34
0.36,0.37,0.40,0.36
0.40,0.40,0.40,0.38
0.41,0.37,0.41,0.37
0.40,0.39,0.40,0.38
0.39,0.40,0.40,0.38
0.39,0.39,0.41,0.39
0.37,0.38,0.40,0.37
0.38,0.38,0.40,0.37
0.40,0.37,0.40,0.36
0.38,0.37,0.38,0.36
0.36,0.36,0.37,0.35
0.37,0.35,0.37,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.34
0.35,0.35,0.36,0.34
0.35,0.35,0.35,0.35
0.35,0.34,0.35,0.34
0.34,0.33,0.34,0.33
0.33,0.33,0.34,0.33
0.33,0.32,0.35,0.32
0.35,0.32,0.35,0.32
0.34,0.32,0.34,0.32
0.35,0.34,0.35,0.34
0.34,0.34,0.37,0.33
0.35,0.35,0.35,0.33
0.38,0.34,0.38,0.33
0.36,0.33,0.36,0.33
0.35,0.35,0.35,0.34
0.34,0.35,0.35,0.34
0.34,0.35,0.35,0.34
0.36,0.34,0.36,0.33
0.36,0.34,0.36,0.34
0.37,0.34,0.37,0.32
0.36,0.34,0.36,0.33
0.35,0.34,0.35,0.34
0.35,0.34,0.36,0.34
0.36,0.35,0.36,0.34
0.35,0.34,0.35,0.34
0.34,0.34,0.35,0.34
0.34,0.33,0.35,0.33
0.34,0.34,0.35,0.33
0.36,0.33,0.36,0.33
0.34,0.34,0.34,0.33
0.35,0.31,0.35,0.30
0.31,0.32,0.33,0.31
0.32,0.33,0.33,0.32
0.34,0.34,0.34,0.32
0.33,0.33,0.35,0.33
0.35,0.35,0.35,0.32
0.35,0.35,0.36,0.33
0.34,0.34,0.35,0.34
0.35,0.35,0.36,0.34
0.35,0.35,0.36,0.34
0.35,0.35,0.35,0.34
0.35,0.34,0.35,0.33
0.34,0.31,0.35,0.30
0.32,0.31,0.33,0.31
0.31,0.31,0.32,0.31
0.34,0.31,0.34,0.31
0.31,0.32,0.34,0.31
0.31,0.32,0.33,0.31
0.32,0.33,0.33,0.31
0.33,0.34,0.34,0.31
0.33,0.30,0.33,0.30
0.31,0.29,0.32,0.29
0.29,0.28,0.30,0.26
0.28,0.28,0.29,0.26
0.28,0.28,0.28,0.26
0.28,0.29,0.30,0.26
0.30,0.28,0.30,0.26
0.27,0.31,0.31,0.26
0.32,0.32,0.32,0.28
0.30,0.28,0.32,0.28
0.28,0.28,0.30,0.28
0.28,0.29,0.29,0.28
0.30,0.29,0.31,0.26
0.30,0.30,0.31,0.29
0.29,0.29,0.29,0.28
0.30,0.28,0.30,0.28
0.28,0.30,0.30,0.28
0.32,0.31,0.32,0.29
0.29,0.30,0.30,0.28
0.30,0.28,0.30,0.28
0.28,0.28,0.28,0.26
0.28,0.28,0.30,0.26
0.30,0.29,0.30,0.28
0.28,0.27,0.29,0.27
0.27,0.27,0.28,0.27
0.27,0.27,0.28,0.26
0.28,0.27,0.28,0.26
0.29,0.26,0.29,0.25
0.24,0.24,0.26,0.22
0.24,0.22,0.26,0.22
0.22,0.23,0.24,0.22
0.23,0.23,0.28,0.23
0.25,0.24,0.25,0.23
0.25,0.25,0.26,0.22
0.25,0.24,0.25,0.22
0.24,0.23,0.25,0.22
0.22,0.21,0.22,0.18
0.20,0.19,0.20,0.18
0.18,0.19,0.21,0.18
0.18,0.19,0.20,0.18
0.19,0.20,0.21,0.18
0.21,0.20,0.21,0.19
0.20,0.23,0.24,0.19
0.22,0.23,0.23,0.20
0.23,0.21,0.23,0.20
0.23,0.24,0.24,0.23
0.24,0.24,0.26,0.23
0.22,0.23,0.24,0.22
0.22,0.22,0.24,0.22
0.23,0.22,0.23,0.20
0.23,0.23,0.24,0.21
0.24,0.26,0.28,0.23
0.26,0.30,0.34,0.26
0.29,0.28,0.33,0.28
0.28,0.29,0.32,0.28
0.29,0.31,0.32,0.29
0.34,0.31,0.34,0.30
0.31,0.31,0.33,0.31
0.34,0.29,0.34,0.29
0.33,0.30,0.33,0.29
0.31,0.31,0.33,0.29
0.33,0.32,0.33,0.30
0.31,0.34,0.34,0.30
0.33,0.30,0.33,0.30
0.30,0.30,0.35,0.30
0.32,0.30,0.32,0.30
0.30,0.33,0.33,0.28
0.27,0.32,0.35,0.27
0.33,0.33,0.34,0.32
0.33,0.34,0.35,0.33
0.33,0.34,0.34,0.32
0.33,0.35,0.35,0.32
0.35,0.34,0.37,0.32
0.34,0.33,0.34,0.33
0.34,0.34,0.35,0.33
0.33,0.34,0.34,0.33
0.34,0.35,0.35,0.32
0.34,0.35,0.35,0.34
0.36,0.35,0.36,0.34
0.36,0.37,0.37,0.35
0.35,0.38,0.38,0.35
0.38,0.34,0.38,0.34
0.34,0.35,0.35,0.34
0.35,0.36,0.37,0.35
0.35,0.34,0.36,0.34
0.34,0.33,0.35,0.33
0.35,0.33,0.35,0.33
0.35,0.35,0.35,0.33
0.35,0.34,0.36,0.33
0.34,0.34,0.35,0.34
0.36,0.35,0.36,0.34
0.33,0.35,0.36,0.33
0.35,0.36,0.36,0.33
0.35,0.37,0.37,0.35
0.37,0.37,0.37,0.36
0.37,0.38,0.40,0.37
0.42,0.36,0.42,0.36
0.36,0.37,0.37,0.30
0.36,0.35,0.38,0.34
0.36,0.35,0.38,0.35
0.38,0.36,0.38,0.35
0.36,0.35,0.37,0.34
0.35,0.34,0.35,0.32
0.34,0.31,0.34,0.30
0.30,0.32,0.33,0.30
0.32,0.31,0.32,0.30
0.33,0.31,0.34,0.31
0.31,0.32,0.34,0.31
0.33,0.32,0.33,0.32
0.32,0.32,0.34,0.32
0.33,0.32,0.33,0.32
0.33,0.33,0.33,0.31
0.33,0.35,0.35,0.33
0.35,0.33,0.35,0.32
0.32,0.34,0.35,0.32
0.34,0.31,0.35,0.31
0.32,0.32,0.33,0.31
0.31,0.31,0.33,0.31
0.31,0.32,0.35,0.31
0.32,0.30,0.32,0.30
0.31,0.29,0.32,0.29
0.31,0.32,0.34,0.31
0.33,0.36,0.37,0.32
0.43,0.42,0.45,0.40
0.43,0.40,0.44,0.40
0.41,0.42,0.42,0.40
0.43,0.43,0.44,0.41
0.43,0.48,0.48,0.43
0.48,0.42,0.48,0.42
0.42,0.42,0.48,0.42
0.44,0.41,0.44,0.39
0.41,0.39,0.41,0.38
0.38,0.38,0.39,0.35
0.37,0.37,0.38,0.35
0.39,0.35,0.39,0.33
0.35,0.35,0.37,0.34
0.37,0.34,0.37,0.33
0.34,0.30,0.34,0.30
0.31,0.33,0.34,0.31
0.34,0.34,0.35,0.33
0.35,0.36,0.39,0.33
0.36,0.37,0.38,0.35
0.38,0.34,0.38,0.34
0.36,0.31,0.36,0.29
0.32,0.30,0.33,0.30
0.30,0.31,0.32,0.30
0.31,0.32,0.32,0.31
0.32,0.30,0.33,0.30
0.33,0.31,0.33,0.30
0.30,0.29,0.32,0.29
0.29,0.28,0.31,0.28
0.30,0.30,0.31,0.30
0.30,0.30,0.31,0.30
0.30,0.28,0.30,0.28
0.30,0.29,0.30,0.28
0.28,0.29,0.30,0.28
0.30,0.29,0.30,0.28
0.29,0.32,0.33,0.29
0.32,0.26,0.32,0.22
0.28,0.29,0.29,0.26
0.28,0.28,0.29,0.28
0.28,0.26,0.28,0.26
0.26,0.25,0.27,0.25
0.25,0.25,0.29,0.25
0.26,0.27,0.27,0.25
0.27,0.25,0.27,0.23
0.25,0.25,0.26,0.24
0.26,0.26,0.28,0.25
0.26,0.26,0.27,0.25
0.27,0.26,0.28,0.25
0.24,0.26,0.27,0.24
0.26,0.27,0.27,0.26
0.27,0.26,0.27,0.25
0.26,0.26,0.27,0.26
0.26,0.24,0.27,0.24
0.24,0.25,0.26,0.24
0.24,0.27,0.27,0.24
0.27,0.27,0.27,0.26
0.27,0.27,0.27,0.26
0.27,0.26,0.27,0.26
0.26,0.26,0.26,0.26
0.26,0.25,0.26,0.25
0.25,0.27,0.27,0.25
0.27,0.25,0.27,0.25
0.25,0.25,0.26,0.25
