VTNR,Vertex Energy,NASDAQ
2.20,2.00,2.30,2.00
2.20,2.00,2.20,2.00
2.00,2.00,2.05,2.00
2.05,2.05,2.05,2.05
2.22,2.11,2.22,2.05
2.13,2.16,2.18,2.12
2.35,2.45,2.45,2.25
2.45,2.95,2.95,2.45
2.80,2.95,2.95,2.75
2.99,3.00,3.10,2.99
3.00,2.96,3.10,2.96
2.96,3.25,3.25,2.90
3.25,4.00,4.00,3.25
3.60,3.50,4.00,2.56
2.90,2.99,3.00,2.55
3.00,2.80,3.00,2.55
2.55,2.50,2.89,2.50
2.50,2.51,2.65,2.50
2.65,2.75,2.95,2.65
2.75,2.75,2.95,2.75
2.77,2.95,2.95,2.55
3.00,3.00,3.01,3.00
2.80,3.00,3.00,2.80
2.80,3.00,3.00,2.80
3.00,3.00,3.00,3.00
3.00,2.90,3.00,2.90
2.86,2.86,2.86,2.86
3.10,3.00,3.10,2.70
2.80,2.85,2.90,2.56
2.90,2.84,3.01,2.84
2.85,2.95,2.95,2.77
2.95,3.20,3.20,2.90
3.00,3.25,3.40,3.00
3.35,3.30,3.40,3.30
3.25,3.26,3.40,3.20
3.40,3.40,3.40,3.35
3.40,3.26,3.90,3.26
3.26,3.30,3.90,3.26
3.30,3.35,3.40,3.30
3.35,3.40,3.50,3.25
3.50,3.30,3.50,3.10
3.00,3.05,3.50,3.00
3.10,3.10,3.10,3.05
3.15,3.10,3.15,3.05
3.11,2.90,3.11,2.90
3.40,3.00,3.45,3.00
2.90,3.00,3.35,2.86
2.90,3.00,3.00,2.90
2.87,2.87,2.87,2.87
2.92,3.00,3.00,2.92
2.90,3.00,3.00,2.90
3.10,3.00,3.10,2.84
3.00,3.00,3.00,2.87
2.90,2.90,2.90,2.90
2.92,2.86,2.92,2.86
2.86,2.86,2.90,2.86
2.90,2.86,2.90,2.86
2.95,3.10,3.50,2.80
3.10,3.05,3.10,3.05
3.05,3.05,3.05,3.05
3.37,3.00,3.37,2.95
3.00,3.05,3.05,3.00
3.10,3.35,3.35,3.10
3.10,3.15,3.15,3.10
3.10,3.03,3.10,3.03
3.00,3.00,3.00,3.00
2.90,3.05,3.05,2.90
3.00,3.40,3.40,2.90
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
2.91,3.00,3.40,2.91
3.00,3.00,3.00,3.00
2.80,3.00,3.00,2.80
3.00,2.85,3.10,2.80
3.24,2.89,3.24,2.89
2.90,2.95,2.95,2.90
3.00,3.00,3.00,3.00
3.00,2.85,3.00,2.85
2.80,2.70,2.80,2.70
2.70,2.70,2.70,2.70
2.80,2.65,2.80,2.65
2.70,2.70,3.00,2.70
2.70,2.70,2.70,2.70
2.70,2.70,2.90,2.70
2.71,2.50,2.71,2.50
2.30,2.29,2.35,2.10
2.28,2.25,2.50,2.25
2.50,2.50,2.75,2.50
2.50,2.50,2.50,2.50
2.50,2.61,2.63,2.50
2.60,2.65,2.65,2.60
2.63,2.63,2.63,2.63
2.60,2.60,2.60,2.59
2.63,2.65,2.65,2.63
2.60,2.60,2.69,2.60
2.60,2.65,2.65,2.55
2.64,2.60,2.65,2.55
2.60,2.60,2.60,2.60
2.60,2.63,2.63,2.55
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.70,2.65,2.70,2.65
2.71,2.75,2.75,2.65
2.80,2.85,2.85,2.80
2.80,2.80,2.80,2.80
2.84,2.80,2.90,2.80
2.80,2.80,2.80,2.80
2.51,2.70,2.70,2.51
2.70,2.75,2.80,2.70
2.65,2.65,2.65,2.65
2.65,2.65,2.70,2.65
2.65,2.65,2.65,2.65
2.69,2.70,2.75,2.65
2.70,2.70,2.70,2.70
2.70,2.50,2.75,2.36
2.60,2.60,2.60,2.50
2.60,2.60,2.60,2.60
2.50,2.45,2.50,2.40
2.45,2.40,2.45,2.35
2.35,2.36,2.36,2.35
2.30,2.25,2.30,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.29,2.29,2.30,2.29
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.30
2.40,2.50,2.50,2.40
2.45,2.45,2.45,2.45
2.50,2.50,2.50,2.50
2.55,2.50,2.55,2.50
2.50,2.50,2.50,2.30
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.30,2.25,2.30,2.25
2.30,2.25,2.50,2.25
2.30,2.30,2.30,2.30
2.30,2.25,2.30,2.20
2.25,2.30,2.30,2.25
2.49,2.30,2.49,2.30
2.30,2.10,2.39,2.10
2.18,2.15,2.18,2.05
2.19,2.19,2.19,2.19
2.19,2.05,2.35,2.05
1.92,2.05,2.06,1.92
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.19,2.35,2.35,2.19
2.10,2.15,2.15,2.10
2.35,2.35,2.35,2.35
2.30,2.30,2.30,2.30
2.35,2.24,2.35,2.24
2.35,2.40,2.40,2.35
2.38,2.38,2.40,2.38
2.20,2.20,2.20,2.20
2.25,2.25,2.25,2.23
2.36,2.32,2.36,2.32
2.33,2.35,2.40,2.33
2.37,2.24,2.37,2.24
2.25,2.40,2.40,2.24
2.40,2.35,2.49,2.25
2.35,2.35,2.35,2.35
2.45,2.45,2.45,2.45
2.29,2.25,2.36,2.25
2.25,2.23,2.25,2.19
2.30,2.30,2.30,2.30
2.15,2.22,2.22,2.10
2.20,2.20,2.20,2.12
2.20,2.20,2.30,2.10
2.18,2.18,2.19,2.15
2.18,2.18,2.18,2.18
2.10,2.20,2.20,2.10
2.18,2.18,2.18,2.18
2.30,2.15,2.30,2.15
2.20,2.20,2.20,2.18
2.18,2.18,2.30,2.18
2.16,2.15,2.16,2.15
2.10,2.30,2.30,2.10
2.30,2.26,2.30,2.26
2.20,2.20,2.30,2.18
2.21,2.45,2.45,2.21
2.45,2.35,2.45,2.26
2.39,2.39,2.39,2.39
2.25,2.19,2.26,2.19
2.18,2.18,2.18,2.18
2.30,2.30,2.30,2.18
2.30,2.25,2.40,2.25
2.27,2.27,2.27,2.27
2.27,2.26,2.35,2.26
2.27,2.12,2.27,2.12
2.12,2.10,2.16,2.10
2.15,2.15,2.25,2.10
2.14,2.10,2.14,2.08
2.10,2.11,2.20,2.10
2.13,2.13,2.13,2.11
2.08,2.08,2.13,2.08
2.13,2.10,2.13,2.08
2.10,2.09,2.10,2.09
2.10,2.05,2.10,2.00
2.05,2.02,2.05,2.01
2.04,1.98,2.04,1.92
1.92,2.00,2.05,1.92
2.00,2.00,2.00,1.98
2.00,2.00,2.00,2.00
2.00,2.00,2.00,1.98
1.80,2.00,2.00,1.80
2.05,2.09,2.34,2.00
2.10,2.10,2.10,2.05
2.10,2.13,2.15,2.10
2.13,2.05,2.13,2.05
2.05,2.10,2.10,2.05
2.10,2.10,2.10,2.10
2.12,2.15,2.20,2.06
2.07,2.05,2.07,2.05
2.02,2.05,2.09,2.02
2.00,2.05,2.15,2.00
2.05,2.15,2.25,2.05
2.19,2.16,2.25,2.10
2.10,2.25,2.25,2.06
2.10,2.15,2.15,2.05
2.10,2.10,2.10,2.10
2.15,2.15,2.15,2.05
2.14,2.05,2.14,2.01
2.20,2.30,2.35,2.20
2.30,2.00,2.30,1.98
2.20,2.00,2.20,2.00
1.95,2.00,2.10,1.95
2.00,2.00,2.00,1.95
1.97,2.00,2.00,1.92
2.00,1.95,2.00,1.95
1.95,1.89,2.00,1.80
1.86,1.88,1.90,1.85
1.82,1.80,1.82,1.80
1.96,1.83,1.96,1.82
1.83,1.75,1.83,1.75
1.75,1.72,1.80,1.70
1.70,1.68,1.70,1.62
1.68,1.69,1.70,1.68
1.69,1.67,1.69,1.64
1.65,1.67,1.68,1.64
1.66,1.60,1.67,1.36
1.50,1.60,1.60,1.50
1.57,1.75,1.78,1.57
1.75,1.90,1.99,1.74
1.78,1.85,1.85,1.78
1.79,1.80,1.80,1.70
1.79,1.80,1.80,1.79
1.75,1.75,1.75,1.75
1.72,1.77,1.77,1.72
1.77,1.70,1.77,1.65
1.75,1.60,1.75,1.60
1.65,1.52,1.65,1.50
1.50,1.65,1.65,1.45
1.65,1.65,1.65,1.65
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.63,1.63,1.73,1.63
1.63,1.69,1.74,1.63
1.65,1.65,1.65,1.65
1.65,1.65,1.65,1.63
1.65,1.60,1.65,1.60
1.57,1.55,1.57,1.50
1.55,1.53,1.55,1.53
1.50,1.50,1.55,1.50
1.50,1.46,1.50,1.46
1.40,1.40,1.41,1.40
1.30,1.40,1.50,1.30
1.39,1.39,1.39,1.39
1.36,1.38,1.38,1.36
1.35,1.38,1.38,1.35
1.35,1.40,1.40,1.35
1.36,1.35,1.37,1.35
1.34,1.33,1.35,1.33
1.35,1.35,1.35,1.30
1.35,1.30,1.35,1.30
1.30,1.35,1.35,1.30
1.40,1.40,1.40,1.40
1.40,1.45,1.45,1.31
1.40,1.38,1.40,1.38
1.38,1.38,1.38,1.37
1.38,1.32,1.40,1.32
1.30,1.30,1.35,1.27
1.30,1.33,1.35,1.25
1.32,1.36,1.38,1.31
1.35,1.33,1.40,1.31
1.33,1.32,1.39,1.32
1.32,1.35,1.40,1.30
1.45,1.34,1.45,1.32
1.35,1.35,1.39,1.35
1.37,1.40,1.43,1.37
1.40,1.63,1.65,1.37
1.62,1.72,1.78,1.62
1.73,1.76,1.83,1.72
1.81,1.85,1.85,1.81
1.85,1.86,1.89,1.85
1.89,2.00,2.00,1.89
1.95,1.87,1.95,1.86
1.90,1.92,1.92,1.87
1.91,1.90,1.95,1.87
1.90,1.86,1.92,1.86
1.88,1.94,1.94,1.88
1.91,1.88,1.91,1.87
1.85,1.81,1.88,1.75
1.80,1.80,1.82,1.78
1.82,1.83,1.84,1.80
1.80,1.81,1.90,1.80
1.84,1.80,1.84,1.80
1.80,1.81,1.81,1.80
1.84,1.94,1.94,1.80
1.95,2.01,2.05,1.95
2.01,2.30,2.30,1.98
2.30,2.45,2.52,2.29
2.45,2.38,2.45,2.25
2.35,2.25,2.35,2.25
2.26,2.20,2.26,2.20
2.25,2.35,2.35,2.25
2.35,2.15,2.35,2.10
2.05,2.10,2.12,2.00
2.10,2.10,2.10,2.10
2.20,2.20,2.20,2.20
2.00,2.02,2.10,2.00
2.10,2.05,2.12,2.05
2.05,2.00,2.05,1.95
2.00,2.10,2.10,2.00
2.00,2.00,2.00,2.00
2.10,2.05,2.10,2.00
2.10,2.10,2.10,2.10
2.00,2.00,2.04,2.00
2.00,2.02,2.04,2.00
2.02,2.01,2.02,2.00
2.05,2.00,2.05,2.00
2.00,1.98,2.16,1.90
2.12,2.08,2.12,2.07
2.15,2.18,2.20,2.15
2.15,2.20,2.20,2.10
2.20,2.16,2.20,2.10
2.18,2.25,2.30,2.16
2.18,2.07,2.18,2.02
2.09,2.15,2.35,2.09
2.15,2.18,2.39,2.15
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.36,2.21,2.36,2.21
2.21,2.21,2.21,2.21
2.16,2.15,2.17,2.14
2.20,2.14,2.20,2.14
2.20,2.35,2.36,2.14
2.30,2.33,2.33,2.25
2.33,2.35,2.35,2.25
2.26,2.25,2.35,2.25
2.25,2.25,2.25,2.25
2.25,2.20,2.25,2.20
2.10,2.10,2.10,2.10
2.13,2.13,2.13,2.13
2.13,2.20,2.20,2.13
2.14,2.10,2.15,2.10
2.14,2.10,2.14,2.10
2.10,2.01,2.10,2.01
2.03,2.03,2.03,2.03
2.04,2.02,2.06,2.02
2.10,2.04,2.10,2.04
2.04,2.04,2.04,2.04
2.04,2.20,2.20,2.04
2.20,2.35,2.35,2.20
2.34,2.50,2.55,2.30
2.40,2.50,2.56,2.40
2.50,2.54,2.59,2.50
2.60,2.55,2.60,2.55
2.55,2.55,2.55,2.50
2.59,2.59,2.59,2.59
2.59,2.59,2.59,2.59
2.55,2.60,2.60,2.55
2.59,2.60,2.61,2.55
2.65,2.73,2.73,2.60
2.73,3.00,3.00,2.73
3.00,3.40,3.51,2.96
3.50,3.51,3.60,3.30
3.50,3.26,3.50,3.25
3.25,3.25,3.25,3.25
3.22,3.40,3.40,3.20
3.30,3.40,3.40,3.30
3.55,3.35,3.55,3.25
3.25,3.20,3.26,2.96
3.05,3.35,3.35,3.00
3.16,3.10,3.16,3.05
3.16,3.20,3.20,3.06
3.15,3.10,3.40,3.10
3.14,3.10,3.16,3.10
3.14,3.30,3.30,3.10
3.10,3.22,3.25,3.10
3.22,3.20,3.22,3.15
3.10,3.45,3.50,3.10
3.40,3.40,3.40,3.40
3.25,3.25,3.25,3.19
3.26,3.16,3.26,3.16
3.16,3.16,3.16,3.16
3.20,3.18,3.25,3.18
3.25,3.22,3.40,3.22
3.22,3.21,3.22,3.20
3.21,3.35,3.35,3.21
3.39,3.49,3.49,3.36
3.50,3.56,3.56,3.46
3.55,3.56,3.56,3.53
3.56,3.75,3.75,3.56
3.75,3.97,3.99,3.75
3.95,3.90,3.97,3.76
3.90,3.78,3.90,3.75
3.78,3.88,3.91,3.77
3.90,3.65,3.90,3.65
3.63,3.40,3.63,3.40
3.75,3.35,3.75,3.30
3.25,3.35,3.65,3.20
3.30,3.25,3.30,3.20
3.25,3.30,3.30,3.25
3.40,3.26,3.65,3.26
3.25,3.45,3.45,3.25
3.65,3.50,3.70,3.31
3.50,3.50,3.50,3.50
3.50,3.60,3.75,3.50
3.60,3.50,3.60,3.50
3.45,3.52,3.60,3.45
3.53,3.53,3.53,3.53
3.60,3.61,3.61,3.60
3.70,3.70,3.73,3.50
3.75,3.77,3.90,3.70
3.94,3.75,4.05,3.75
3.80,3.85,3.85,3.79
3.86,3.87,3.99,3.86
4.20,4.01,4.20,3.95
4.10,4.00,4.10,4.00
3.93,3.82,3.93,3.77
3.90,3.84,3.97,3.77
4.08,3.77,4.08,3.77
3.77,3.86,3.86,3.77
3.79,3.61,3.93,3.58
3.60,3.72,3.73,3.60
3.70,3.71,3.71,3.60
3.62,3.84,4.00,3.57
3.86,3.65,3.95,3.55
3.60,3.76,3.97,3.60
3.75,3.76,3.76,3.64
3.76,3.78,3.90,3.63
3.80,3.95,3.95,3.80
3.97,3.87,4.09,3.65
3.70,3.97,3.97,3.66
3.97,3.85,3.98,3.79
3.80,3.32,3.85,3.32
3.34,3.60,3.81,3.34
3.79,3.78,3.80,3.45
3.70,3.71,3.91,3.66
3.42,3.34,3.50,3.29
3.35,3.38,3.38,3.30
3.35,3.31,3.35,3.24
3.52,3.25,3.52,3.20
3.25,3.06,3.34,2.87
3.06,3.21,3.21,3.06
3.20,3.08,3.20,3.07
3.08,3.08,3.10,2.80
3.00,2.95,3.00,2.92
2.95,3.01,3.03,2.95
2.95,2.99,3.05,2.95
2.99,2.99,3.06,2.98
3.04,3.43,3.43,2.97
3.32,3.22,3.46,3.20
3.40,3.16,3.40,3.00
3.18,3.00,3.19,2.96
3.06,2.98,3.19,2.96
2.98,3.00,3.10,2.98
3.00,3.00,3.01,2.99
3.00,3.00,3.15,2.95
3.00,3.13,3.13,3.00
3.05,3.01,3.05,3.01
3.04,3.10,3.15,2.95
3.10,3.00,3.10,2.98
3.15,3.05,3.16,3.03
3.15,2.95,3.23,2.95
2.95,2.96,3.03,2.95
2.97,2.99,3.00,2.97
2.98,2.99,2.99,2.98
2.99,2.98,2.99,2.98
2.98,2.98,3.08,2.98
3.03,3.00,3.03,2.98
3.06,2.80,3.06,2.80
2.80,2.85,2.92,2.80
2.93,2.86,2.95,2.86
2.90,2.89,2.97,2.89
2.97,2.90,2.97,2.85
2.96,2.95,3.05,2.85
2.99,2.96,3.03,2.95
3.00,2.90,3.00,2.90
3.00,2.96,3.05,2.95
2.95,3.02,3.14,2.95
3.02,3.09,3.10,3.01
3.05,3.06,3.10,3.01
3.03,2.89,3.05,2.89
2.98,2.89,2.98,2.89
3.02,2.96,3.02,2.88
2.95,2.89,2.95,2.81
2.87,2.94,2.96,2.81
2.97,2.99,3.02,2.91
3.00,3.00,3.01,2.98
3.01,2.98,3.01,2.98
2.95,2.81,2.95,2.81
2.81,2.80,2.84,2.80
2.80,2.81,2.90,2.78
2.80,2.93,2.93,2.75
2.85,2.99,3.00,2.76
2.95,2.89,3.00,2.82
2.85,2.96,2.96,2.83
2.94,3.00,3.00,2.94
2.95,3.00,3.00,2.85
2.94,2.94,3.00,2.86
2.93,2.99,2.99,2.79
2.86,2.98,3.00,2.78
